[00:00:00.782 --> 00:00:03.355]  The Alex Jones Show!
[01:05:25.888 --> 01:05:31.910]  The entire system joins together to make the Berkey Light convenient to transport, even while it's filtering water.
[01:05:32.170 --> 01:05:37.832]  Its rechargeable bright white LED lamps allow for optimum use at night or during emergency conditions.
[01:05:38.152 --> 01:05:42.074]  Get the Berkey Light, the ultimate filter for only $259 by calling New Millennium at 888-803-4438.
[01:05:42.114 --> 01:05:42.815]  That's toll-free, 888-803-4438.
[01:05:42.835 --> 01:05:43.535]  Not yet available in Iowa.
[01:05:54.568 --> 01:06:01.935]  Hey folks, Alex Jones here, announcing the release of my most comprehensive documentary exposing the New World Order's orchestration of the September 11th attacks yet.
[01:06:02.216 --> 01:06:06.960]  In my new film, The Masters of Terror, we chronicle the globalist master plan for world domination.
[01:06:07.180 --> 01:06:12.826]  The Masters of Terror details how the elite are using manufactured terrorism to drive the world population into accepting tyranny.
[01:06:13.066 --> 01:06:17.589]  Witness in horror the execution of the September 11th attacks and the ensuing whitewash.
[01:06:17.809 --> 01:06:24.975]  The casual society control grid, infallible microchips, mass mind control, militarization of police, concentration camps, foreign troops massing on U.S.
[01:06:25.135 --> 01:06:29.538]  oil, the USA Patriot Act, Super Big Brother Total Information Awareness Network, and much, much more.
[01:06:29.698 --> 01:06:32.200]  It is absolutely vital that everyone see the masters of terror.
[01:06:32.440 --> 01:06:38.965]  Only by exposing the perpetrators of September 11th can we stop them from carrying out the next wave of attacks and destroying our constitutional republic.
[01:06:39.025 --> 01:06:39.245]  That's 888-253-3139.
[01:06:53.428 --> 01:06:54.949]  So, what's in your shampoo?
[01:06:55.109 --> 01:06:56.229]  Sodium lauryl sulfate?
[01:06:56.429 --> 01:06:59.830]  Exposure can lead to coughing, wheezing, shortness of breath, headache, and nausea.
[01:06:59.950 --> 01:07:00.390]  Phenol?
[01:07:00.691 --> 01:07:07.793]  Ingestion of even small amounts may cause circulatory collapse, paralysis, convulsions, coma, respiratory failure, and cardiac arrest.
[01:07:08.113 --> 01:07:12.214]  EDTA may be irritating to the skin and mucous membranes and cause allergies such as asthma.
[01:07:12.334 --> 01:07:12.775]  Fragrance?
[01:07:13.155 --> 01:07:17.916]  Fragrance on a label can indicate the presence of up to 4,000 separate ingredients, most of which are synthetic.
[01:07:18.036 --> 01:07:22.638]  Symptoms reported to the FDA include headache, dizziness, rashes, and skin discoloration, to name a few.
[01:07:22.938 --> 01:07:25.500]  Now by contrast, here's what's in my Cal-Ben shampoo.
[01:07:25.760 --> 01:07:29.163]  Well, like all of the products from the Cal-Ben Pure Soap Company, it's all natural.
[01:07:29.323 --> 01:07:32.886]  It contains extra virgin cocoa butter oils and vegetable protein oil.
[01:07:33.066 --> 01:07:35.428]  No harsh chemicals, no pork or beef tallow.
[01:07:35.588 --> 01:07:36.488]  So what are you waiting for?
[01:07:36.589 --> 01:07:46.356]  Call now, 1-800-340-7091 and find out how a family of four can save over $1,000 per year on all of your cleaning products with Cal-Ben Pure Soaps.
[01:07:46.536 --> 01:07:48.758]  Call Cal-Ben toll free, 1-800-340-7091 or visit CalBenPureSoap.com
[01:07:54.580 --> 01:08:00.182]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:08:03.104 --> 01:08:04.624]  Okay, we're about to go to your calls.
[01:08:04.644 --> 01:08:13.888]  We're honored to have Beth Harris from blackboxvoting.com and Oregon with us and download her incredible book for free at her website.
[01:08:14.088 --> 01:08:14.529]  Wow!
[01:08:14.629 --> 01:08:16.950]  Or you might want to be a distributor of it and buy some of them.
[01:08:17.170 --> 01:08:18.770]  Which, you know, by the way, Beth, I need to get a hold of you.
[01:08:18.790 --> 01:08:19.751]  I want to carry your book.
[01:08:20.436 --> 01:08:21.437]  Oh, that'd be great, yeah.
[01:08:21.917 --> 01:08:22.518]  Absolutely.
[01:08:22.958 --> 01:08:23.939]  I'll get them out to folks.
[01:08:24.159 --> 01:08:27.001]  Now, there is so much to talk about here.
[01:08:27.021 --> 01:08:28.882]  We've got a bunch of callers that have been holding forever.
[01:08:29.423 --> 01:08:31.924]  I'm sure they want to talk about this issue because it's all interconnected.
[01:08:31.965 --> 01:08:34.927]  But just in a minute or so, I want to recap for people.
[01:08:35.047 --> 01:08:38.409]  Diebold and others have been caught manipulating elections while they're happening.
[01:08:38.449 --> 01:08:39.550]  We covered that last hour.
[01:08:40.070 --> 01:08:41.752]  They've been caught with vice presidents who have...
[01:08:43.092 --> 01:08:44.813]  Felony convictions for computer crimes.
[01:08:45.333 --> 01:08:47.973]  We have CIA former deputy directors involved.
[01:08:47.993 --> 01:08:49.054]  We have these other companies.
[01:08:49.114 --> 01:08:51.855]  We have the people winning in upset elections.
[01:08:53.835 --> 01:09:03.858]  It's amazing, and they admit the engineers have quit these companies and gone public and said, look, you can drive a Mack truck through the security holes here.
[01:09:04.258 --> 01:09:11.781]  Then top technology companies and others have looked at it and said, looks like this is designed for fraud and to cover up your steps.
[01:09:11.981 --> 01:09:12.801]  Can you tell us about that?
[01:09:16.063 --> 01:09:17.504]  Here's just a simple example.
[01:09:18.544 --> 01:09:21.365]  I think we've all dealt with something that has been similar to this.
[01:09:22.066 --> 01:09:29.829]  In the central tabulation system for Diebold, they have what's called an audit log.
[01:09:30.109 --> 01:09:35.112]  Like a black box in an airplane, it's supposed to log every single thing that happens.
[01:09:35.172 --> 01:09:37.533]  You're not supposed to be able to change it at all.
[01:09:38.795 --> 01:09:46.257]  When you're designing such a computer program, the default setting, in other words, the automatic setting, would be that it sets up an automatic numbering thing.
[01:09:46.277 --> 01:09:49.198]  So every time you go into the program, a number is assigned.
[01:09:49.238 --> 01:09:50.998]  You have no control over that number.
[01:09:51.018 --> 01:09:52.078]  It's sequential.
[01:09:52.498 --> 01:09:59.660]  So even if you went in and you erased a bunch of stuff, you'd end up with a bunch of numbered entries that had nothing in them, and someone would say, Oh, someone was here.
[01:09:59.700 --> 01:10:00.320]  What were they doing?
[01:10:00.900 --> 01:10:06.722]  But what they did was disable that function and make it so that you could go in and edit out
[01:10:07.398 --> 01:10:09.739]  Your presence in the audit log.
[01:10:10.740 --> 01:10:15.842]  In other words, it was set up properly and they had to actually set it up improperly.
[01:10:16.282 --> 01:10:22.465]  That's what we mean by they seem to be set up to encourage back doors or illicit entry.
[01:10:24.166 --> 01:10:32.350]  Another thing, two or more people can be wandering around in the vote database on computer without bumping into each other.
[01:10:32.670 --> 01:10:35.992]  They have set it up for multiple access at the same time.
[01:10:36.866 --> 01:10:38.327]  You see, and why?
[01:10:38.447 --> 01:10:46.832]  When supposedly only the election supervisor is supposed to have access, why would you set the controls so that multiple people can be in the database at the same time?
[01:10:46.892 --> 01:10:54.076]  And then they claim that it's proprietary, that no one can look inside the black box, and then they catch them with these wireless internet connections.
[01:10:54.517 --> 01:10:54.737]  Right.
[01:10:54.837 --> 01:10:56.938]  In fact, let me tell you the latest on that.
[01:10:57.278 --> 01:11:00.841]  Diebold Election Systems, their latest touchscreen is called the TSX.
[01:11:01.801 --> 01:11:02.462]  We're good to go.
[01:11:17.748 --> 01:11:25.212]  Be that as it may, they told New Scientist magazine just on about the 15th of January that there were no wireless connections.
[01:11:25.572 --> 01:11:35.416]  Well, I have the drawings and the specifications for this machine, and I sent them to New Scientist, who confirmed within about an hour that indeed they did have wireless.
[01:11:35.837 --> 01:11:40.119]  So then I sent the... So is New Scientist going to have a cover story that Diebold are a bunch of liars?
[01:11:40.399 --> 01:11:42.040]  Oh, you know, they need to be braver.
[01:11:42.080 --> 01:11:42.840]  I doubt they will.
[01:11:42.960 --> 01:11:46.942]  Then I sent the same specifications to the California Secretary of State's office.
[01:11:47.402 --> 01:11:50.543]  They asked Diebold, do you have wireless or not in these machines?
[01:11:50.804 --> 01:11:52.264]  Diebold said, we don't know.
[01:11:52.284 --> 01:11:53.805]  Now, what the heck is that?
[01:11:53.865 --> 01:11:56.066]  No, we don't know!
[01:11:56.366 --> 01:12:01.928]  Then Vanity Fair contacted them and they told Vanity Fair there was no wireless.
[01:12:01.968 --> 01:12:10.652]  So, of course, I have recently sent my specifications off to Vanity Fair and hopefully at some point someone will say, look,
[01:12:11.641 --> 01:12:12.302]  They're lying.
[01:12:12.602 --> 01:12:14.184]  Now, think about this very carefully.
[01:12:14.684 --> 01:12:20.130]  You said you talked to a bunch of big network people, and they said, we want to do this story, but we can't.
[01:12:20.790 --> 01:12:25.095]  Yeah, they're getting the story killed at the top management level, and almost everything.
[01:12:25.435 --> 01:12:35.065]  Everything we hear about 60 Minutes, 2020, Primetime, all of them, they're all wanting to do it, and when you get right down to it, it's getting killed at the top levels.
[01:12:36.113 --> 01:12:39.939]  Let me just jump back to this wireless idea for a second.
[01:12:40.180 --> 01:12:45.648]  What legitimate reason would you have to lie to election officials about whether or not there's wireless?
[01:12:46.610 --> 01:12:48.353]  You see, that really concerns me because
[01:12:49.073 --> 01:12:51.595]  If you've got it in there, then you tell the truth.
[01:12:51.976 --> 01:12:52.456]  But we don't know.
[01:12:52.476 --> 01:12:53.537]  You put it in there and you're lying.
[01:12:53.637 --> 01:12:57.280]  You're only doing that so that you can enable illicit access, one would think.
[01:12:57.500 --> 01:13:00.983]  Well, it's like asking Ford, do you have a carburetor in this vehicle?
[01:13:01.044 --> 01:13:01.944]  We don't know.
[01:13:02.505 --> 01:13:03.426]  Yes, exactly.
[01:13:03.486 --> 01:13:05.668]  It's ridiculous for them to say they don't know.
[01:13:05.688 --> 01:13:07.289]  Bev, do you have front teeth?
[01:13:07.529 --> 01:13:08.090]  I don't know.
[01:13:08.110 --> 01:13:11.312]  So they're telling reporters they don't have it.
[01:13:14.582 --> 01:13:20.748]  And when they are officially testifying in state situations where they could probably get nailed for perjury, they're saying they don't know.
[01:13:21.289 --> 01:13:22.690]  But the documents are pretty clear.
[01:13:23.351 --> 01:13:24.812]  We don't know.
[01:13:24.832 --> 01:13:37.024]  Now, from the documents I've seen, three of the head folks at election companies are former high-level CIA officers.
[01:13:37.064 --> 01:13:38.426]  Can you speak to that, and we'll go to calls.
[01:13:39.326 --> 01:13:42.129]  Well, I don't know if I have the same numbers as you.
[01:13:42.169 --> 01:13:46.433]  I know at Vote Here, Robert Gates, who was a former CIA agent.
[01:13:47.113 --> 01:13:56.762]  Now, recently, Admiral Bill Owens has stepped down from that company, but he was on the Defense Policy Board, very close, associated with Vic Cheney.
[01:13:59.477 --> 01:14:04.340]  With the other companies, it's revolving doors, literally, so I can't even keep track.
[01:14:04.360 --> 01:14:16.428]  By the way, just a side issue, Anthony Scalia has been going on hunting trips with Cheney two weeks before he's going to look at Dick Cheney's different cases before the Supreme Court.
[01:14:16.488 --> 01:14:17.088]  Oh, is that right?
[01:14:17.288 --> 01:14:18.929]  And the news says this is no big deal.
[01:14:19.509 --> 01:14:21.130]  It's so frustrating.
[01:14:21.150 --> 01:14:23.012]  By the way, Cheney's paying for the trips.
[01:14:24.566 --> 01:14:26.927]  Well, the problem is so frustrating.
[01:14:27.007 --> 01:14:40.671]  It's kind of like what happened with the $9 billion accounting fraud with Enron, where there's no consequences for these people.
[01:14:41.311 --> 01:14:44.292]  Diebold is in charge of a public trust.
[01:14:44.472 --> 01:14:45.753]  Voting is a public trust.
