[00:00:05.805 --> 00:00:07.366]  Hello, my friends!
[01:04:34.480 --> 01:04:39.903]  If you want to understand what the New World Order really is, then my new two-and-a-half-hour video, Police Day 3, is for you.
[01:04:40.383 --> 01:04:43.025]  Visit Infowars.com or PrisonPlanet.com to order.
[01:04:43.125 --> 01:04:44.286]  Or call toll-free 1-888-253-3139.
[01:04:44.306 --> 01:04:44.726]  That's 888-253-3139.
[01:04:44.746 --> 01:04:46.587]  Order today and spread the word!
[01:04:53.473 --> 01:05:01.823]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[01:05:01.984 --> 01:05:12.036]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[01:05:12.516 --> 01:05:18.360]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[01:05:18.600 --> 01:05:29.286]  Find out everything from where to get water in an emergency, the geographic income levels, housing prices, complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[01:05:29.486 --> 01:05:35.930]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:05:36.230 --> 01:05:41.573]  Order Bruton Places USA now for only $29, plus shipping by calling New Millennium at
[01:05:41.613 --> 01:05:43.375]  Call us at 888-803-4438 and tell them Alex Jones sent you.
[01:05:43.415 --> 01:05:45.318]  That's 888-803-4438 or order online at murkywater.com.
[01:05:52.734 --> 01:05:55.796]  Dad, that cocoon stuff really got rid of your gray hair!
[01:05:55.976 --> 01:06:02.481]  I'm that 44 year old guy you've heard talking about taking Cocoon GH and how it helped reverse my gray hairs.
[01:06:02.601 --> 01:06:04.423]  And here's some more great news.
[01:06:04.523 --> 01:06:08.025]  Taking Cocoon GH can improve your life in many ways.
[01:06:08.145 --> 01:06:13.529]  Cocoon basically repairs your body to a youthful state you perhaps had 10 or 20 years ago.
[01:06:13.749 --> 01:06:16.311]  I'm taking Cocoon GH and here's what I notice.
[01:06:16.471 --> 01:06:21.715]  After a few sprays in my mouth, I'm in peak condition mentally, emotionally, and physically.
[01:06:21.715 --> 01:06:21.915]  Absolutely.
[01:06:21.975 --> 01:06:24.937]  In the state I get from Cocoon, I feel unstoppable.
[01:06:25.238 --> 01:06:27.059]  And you can have the same feeling.
[01:06:27.319 --> 01:06:37.247]  If you're tired, run down, want to boost your sexual performance, want to help wipe out back pain or arthritis, you need to start taking Cocoon GH right now.
[01:06:37.567 --> 01:06:41.670]  If you want similar results, call now to order Cocoon GH.
[01:06:41.810 --> 01:06:42.611]  Here's the number.
[01:06:42.671 --> 01:06:42.851]  800-814-5031, 800-814-5031, 800-814-5031.
[01:06:42.871 --> 01:06:45.633]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:07:11.292 --> 01:07:13.913]  Alright, ladies and gentlemen, we're back live here today.
[01:07:15.273 --> 01:07:19.195]  And we're talking to Dr. Kenneth C. Tennant.
[01:07:19.615 --> 01:07:21.936]  Forty-five, very mild-mannered gentleman.
[01:07:22.456 --> 01:07:27.798]  Very well informed, you just heard him talking about the forced inoculation programs going on in the military.
[01:07:27.838 --> 01:07:29.838]  He's a veteran himself.
[01:07:30.859 --> 01:07:33.299]  And he started complaining to the VA about this.
[01:07:34.240 --> 01:07:40.622]  And the Department of Homeland Security officer in the Quad City Times article admits
[01:07:41.371 --> 01:07:48.697]  That we were looking at the messages and while there were no direct threats, the language was abusive and derogatory and seemed to be getting worse.
[01:07:50.319 --> 01:08:00.427]  Now in my film, Police State 3, Total Enslavement, I have the articles where the headline in Wisconsin, Paper Terrorist Convicted.
[01:08:01.268 --> 01:08:05.492]  And they were trying to take the guys 30 acres by a river where they wanted to build something.
[01:08:05.812 --> 01:08:07.974]  They didn't want to pay and he sued the government
[01:08:08.559 --> 01:08:25.159]  And they actually have the State Attorney General in there saying, suing the government is an act of harassment, it's an act of terrorism, and the prosecutor wanted 50 years in prison, the judge said, no that's too much, just 5 years in prison for the veteran, no criminal record, in a wheelchair.
[01:08:26.440 --> 01:08:32.245]  Two weeks ago, the woman selling knock-off Rubik's Cubes in Oregon, in St.
[01:08:32.265 --> 01:08:34.707]  Helen, the tiny town, small toy store.
[01:08:34.927 --> 01:08:36.168]  The toys were not illegal.
[01:08:36.888 --> 01:08:38.529]  The patent was up on Rubik's Cube.
[01:08:38.590 --> 01:08:39.450]  She didn't even make them.
[01:08:39.770 --> 01:08:41.232]  She bought them from the big distributor.
[01:08:41.792 --> 01:08:47.336]  And they sent Homeland Security to her office and said, we're here to protect the entire economy.
[01:08:47.897 --> 01:08:49.698]  This is terrorism, what you're doing.
[01:08:49.738 --> 01:08:50.299]  Take them off.
[01:08:50.679 --> 01:08:54.482]  No order, no judge's order, no injunction, no nothing.
[01:08:55.419 --> 01:08:56.981]  And later she found out it wasn't even true.
[01:08:57.261 --> 01:08:59.483]  She put them back on the shelf and called them up and told them that.
[01:08:59.503 --> 01:09:00.083]  They've done nothing.
[01:09:00.364 --> 01:09:01.465]  It's all color of law.
[01:09:03.186 --> 01:09:15.717]  And so, starting back over for those that just joined us, Dr. Kenneth Tennant, again lives in Iowa, tell us about yourself, why you got involved calling the VA, and then what happened to you last week?
[01:09:16.558 --> 01:09:20.722]  Okay, well the foundation of my complaints is after being honorably discharged
[01:09:21.843 --> 01:09:29.586]  A civilian doctor diagnosed me with a condition that it took VA medical doctors six years longer to arrive at.
[01:09:29.606 --> 01:09:30.926]  I mean, this is appalling.
[01:09:30.967 --> 01:09:37.669]  And then it took the VA claims process 13 years to finally say, okay, we're going to admit this is service-connected.
[01:09:37.789 --> 01:09:43.451]  However, even though the Board of Veterans Appeals said that and granted my service-connected,
[01:09:46.368 --> 01:09:54.509]  The VA regional office in Des Moines, Iowa, they have told me things like, you will die before we award your benefits.
[01:09:54.689 --> 01:10:00.911]  And in fact, they have, they've, they assigned a zero percent rating for one of the conditions.
[01:10:01.651 --> 01:10:12.092]  And they assigned an effective date for retroactive compensation purposes of the year 2000, which is a decade off the mark for, you know, being service-connected.
[01:10:12.112 --> 01:10:15.213]  Now, I've said things like the VA claims process
[01:10:15.780 --> 01:10:17.041]  Lacks objectivity.
[01:10:17.381 --> 01:10:19.983]  They're overly adversarial and abusive to veterans.
[01:10:20.623 --> 01:10:22.204]  Well, everybody knows that.
[01:10:22.244 --> 01:10:30.989]  I mean, the horror stories of people dying in VA beds in four states with maggots crawling up their nasal passage, laying eggs in their brain.
[01:10:31.969 --> 01:10:32.969]  I'm sure you've heard about that.
[01:10:33.189 --> 01:10:33.909]  Yes, I have.
[01:10:34.170 --> 01:10:44.072]  I mean, it's nightmare after nightmare that we've had different veterans groups on, reading the documents where the fat cats get more money if they deny benefits.
[01:10:44.512 --> 01:10:50.433]  We know they told World War II and Korean War and Vietnam vets, you and your family will all get health care.
[01:10:50.853 --> 01:10:52.774]  Now they're saying we're breaking that contract.
[01:10:53.174 --> 01:10:56.415]  Your family doesn't get it, and by the way, you're not going to get it either.
[01:10:56.855 --> 01:10:58.795]  Well, I'd like to comment along those lines.
[01:10:58.835 --> 01:11:00.916]  There are attorneys that have said
[01:11:02.251 --> 01:11:05.913]  That this is a, quote, government-sponsored criminal activity, unquote.
[01:11:05.933 --> 01:11:08.774]  And that's a letter, November 3rd, 97, to U.S.
[01:11:08.854 --> 01:11:10.274]  Court Judge Barbara Crabb.
[01:11:10.414 --> 01:11:15.696]  And then there's a Des Moines, Iowa, attorney who is currently serving as the assistant attorney general.
[01:11:15.736 --> 01:11:23.479]  And this could be found in the Federal Lawyer, Volume 45, Number 5, under a letter called, entitled, Veterans Benefit Cases Minefield.
[01:11:23.519 --> 01:11:30.042]  He is going on and saying, quote, that this entire veterans benefit system is corrupt and corrupting.
[01:11:30.715 --> 01:11:34.740]  It's institutional arrogance of a system that holds no respect for the law.
[01:11:35.541 --> 01:11:39.567]  And there's... Well, aren't most of the people running the VA foreigners that don't even speak English?
[01:11:40.672 --> 01:11:44.313]  You know, I really couldn't say.
[01:11:44.493 --> 01:11:44.993]  I don't know.
[01:11:45.813 --> 01:11:46.913]  It's possible.
[01:11:47.033 --> 01:11:47.374]  I don't know.
[01:11:47.394 --> 01:11:51.134]  Well, that's what I've been told by a lot of veterans, that the people don't even speak English.
[01:11:51.234 --> 01:11:56.576]  And I'm not attacking people from India or China, but they're used to countries where you don't get any real health care.
[01:11:57.176 --> 01:12:05.238]  And it's like professors at most colleges don't even speak English, and you go pay them $30,000 a year to learn the textbook yourself.
[01:12:05.778 --> 01:12:07.038]  But getting past all that,
[01:12:07.579 --> 01:12:09.202]  How did you complain to them?
[01:12:09.602 --> 01:12:13.189]  They admit here that you did not threaten them, but they call it a threat.
[01:12:13.509 --> 01:12:16.836]  They say complaining endangered the homeland.
[01:12:17.649 --> 01:12:29.675]  They say that the federal agent of Homeland Security said the elevated threat of terrorism, coupled with better understanding of workplace violence, have led the service to make a more proactive approach to dealing with harassment.
[01:12:29.695 --> 01:12:35.018]  So, you're calling the people that are supposed to be giving you your benefits, and now that's harassment.
[01:12:35.058 --> 01:12:35.418]  Go ahead.
[01:12:35.618 --> 01:12:36.079]  Well, yes.
[01:12:36.199 --> 01:12:42.502]  Actually, I had sent some emails, and I did send some letters, you know, complaining to this effect.
[01:12:42.952 --> 01:12:54.605]  The Homeland Security officers that initially contacted me to their credit, they did say that they could give me a Polk County citation without all this.
[01:12:54.885 --> 01:12:55.306]  However,
[01:12:56.099 --> 01:13:06.507]  After contacting a Des Moines attorney who said he would represent me, put me on three-way, called this FPF officer, and asked that all future correspondents go to their office.
[01:13:06.547 --> 01:13:10.030]  It was shortly thereafter that they were banging on my doors, and I asked them.
[01:13:10.050 --> 01:13:11.431]  Okay, let's understand this again.
[01:13:11.451 --> 01:13:12.472]  Headline.
[01:13:12.732 --> 01:13:18.477]  Inspectors from Federal Protective Services, a branch of Homeland Security Department, arrest
[01:13:19.511 --> 01:13:20.132]  Well, I had basically just
[01:13:44.847 --> 01:14:06.063]  You know, complained of the overly adversarial and abusive nature, the posturing that they do at the VA regional offices, which is something that the former Chief Justice Frank Niebecker for the highest court in the Veterans Appeals process had complained of for years, that these VA regional offices refuse to follow the law.
[01:14:06.443 --> 01:14:08.185]  Well, let me give people a case point example.
[01:14:09.406 --> 01:14:11.127]  You're a veteran who was shot in the back.
[01:14:11.147 --> 01:14:12.508]  You've got bad back problems.
[01:14:13.348 --> 01:14:19.516]  I got a friend who works full-time, 60-something years old, Vietnam vet, owns a little construction company.
[01:14:20.157 --> 01:14:31.251]  He goes in, he can hardly walk sometimes from the pain, and they tell him, even though it's in his files that he was shot in the back, and has all these fractured discs, we're not going to give you surgery, we're not going to give you...
[01:14:31.981 --> 01:14:41.986]  Any help get out of here and he started raising his voice and they call these armed goons out to physically grab him and threaten to arrest him for arguing with them.
[01:14:42.026 --> 01:14:43.727]  It's don't you argue with us boy.
[01:14:44.107 --> 01:14:45.808]  Is that the type of stuff you've experienced?
[01:14:46.068 --> 01:14:46.608]  Exactly.
[01:14:46.728 --> 01:14:53.092]  I would highly recommend everybody see Gary Null's Gulf War Syndrome documentary video.
[01:14:53.212 --> 01:14:56.974]  It features former Senate investigator James Tooth.
[01:14:57.014 --> 01:14:59.695]  It tells you that that's how the government has been
[01:15:00.530 --> 01:15:01.071]  I don't know.
[01:15:19.560 --> 01:15:21.862]  I've been exposed to experimental vaccines, etc.
[01:15:36.574 --> 01:15:44.036]  Injections were given under the guise of training and it was quite questionable how things were done there.
[01:15:44.256 --> 01:15:48.957]  Yeah, I've read about that where you don't just get the round of shots, they don't keep records and do it over and over again.
