[00:00:00.000 --> 00:00:09.759]   *silence* *sad music*
[00:54:43.764 --> 00:54:51.831]  And then the CIA, I believe, and 4chan put out the fake thing that nobody died so I would pick it up and set me up, just like with Pizzagate.
[00:54:52.614 --> 00:55:04.522]  When it was in the actual documents of WikiLeaks with Aleister Crowley Rituals and John Podesta at farmhouses with pools with seven-year-old kids delivered for his enjoyment.
[00:55:04.783 --> 00:55:05.703]  It's in the emails.
[00:55:06.284 --> 00:55:09.766]  And then they said, oh, it's a pizza place in D.C.
[00:55:09.806 --> 00:55:12.268]  That's where they do it because it wasn't happening there.
[00:55:12.588 --> 00:55:14.109]  I only cover what was being covered.
[00:55:14.489 --> 00:55:18.953]  And they turned around and said that I was sending people the pizza place and that I said it.
[00:55:18.993 --> 00:55:22.075]  No, I covered CNN and The New York Times saying the pizza place.
[00:55:22.575 --> 00:55:24.156]  Hey Alex, can I just ask you a very factual clarification?
[00:55:23.996 --> 00:55:29.695]   its nest acts like its wing is broken. So you don't find its nest. That got set up
[00:55:29.695 --> 00:55:34.816]   in Sandy Hook. They killed real children. And the police report and the EMT said they
[00:55:34.816 --> 00:55:40.456]   went into a closed school and found a pile of dead bodies with no blood. That is in the
[00:55:40.456 --> 00:55:45.256]   police report and they are scared of that and they don't want that covered. And I got
[00:55:45.256 --> 00:55:46.735]  set up and it's coming out.
[00:55:46.735 --> 00:55:53.735]   I want to ask you a very factual clarification. Alex, in one of the reports...
[00:55:53.735 --> 00:55:55.635]  Okay, hold on, hold on really quick.
[00:55:55.528 --> 00:55:57.089]  I'm about to blow your guys' minds.
[00:55:57.790 --> 00:56:07.137]  I truly believe that there was a PSYOP that was targeting the Sandy Hook families as well as InfoWars, Alex Jones, and the many people, like Alex was saying.
[00:56:07.577 --> 00:56:19.087]  I mean, this was a story that the whole internet was paying attention to, and the internet was calling out the many irregularities and things that were wrong with the reporting on this story.
[00:56:19.827 --> 00:56:26.851]  Here, those of you guys who have your computers in front of you, I want you to look up the name Jonathan Lee Riches.
[00:56:27.491 --> 00:56:31.073]  Type in Jonathan Lee Riches and Sandy Hook.
[00:56:31.313 --> 00:56:32.734]  Your mind is going to be blown.
[00:56:32.854 --> 00:56:42.058]  So a man named Jonathan Lee Riches, he actually showed up to the memorial site and he claimed that he was actually Adam Lazza's uncle.
[00:56:42.719 --> 00:56:43.039]  Okay?
[00:56:43.179 --> 00:56:46.060]  And he did all these interviews in the media.
[00:56:46.179 --> 00:56:52.558]   He was photographed by all these media outlets, kneeling in prayer in front of the vigil.
[00:56:52.558 --> 00:56:56.118]   And all these people were looking at these interviews and they're like, "This doesn't
[00:56:56.118 --> 00:56:57.118]  seem right.
[00:56:57.118 --> 00:56:58.118]  Something seems off here."
[00:56:58.118 --> 00:56:59.118]  Right?
[00:56:59.118 --> 00:57:04.038]   And that's partly what led a lot of people to actually go down this path of, "This seems
[00:57:04.038 --> 00:57:05.038]  weird.
[00:57:05.038 --> 00:57:06.038]  This seems staged.
[00:57:06.038 --> 00:57:07.038]  Something's not right here."
[00:57:07.038 --> 00:57:08.038]  Okay?
[00:57:08.038 --> 00:57:11.759]   And that just ended up getting buried and no one ever, I guess you could say, fact-checked
[00:57:12.021 --> 00:57:14.564]  There was no loud announcement that that happened.
[00:57:14.924 --> 00:57:28.816]   But also, just to prove that this Jonathan Lee Riches is a character involved in many psyops on the people, He actually was involved in a PSYOP, if you look up his name again, Jonathan Lee Riches and George Floyd.
[00:57:29.396 --> 00:57:36.659]  He actually was involved in a PSYOP where he posted a photo of himself wearing Make White Great Again as a MAGA hat.
[00:57:37.179 --> 00:57:42.401]  That photo, he claimed in the post on social media, he claimed that he was Derek Chauvin.
[00:57:42.661 --> 00:57:46.099]  the officer that knelt on George Floyd's neck.
[00:57:46.099 --> 00:57:51.900]   And people circulated the image saying, "Look, the officer that knelt on George Floyd
[00:57:51.900 --> 00:57:55.840]  was a white Trump supporter that was racist."
[00:57:55.840 --> 00:57:58.079]  And the tweet was so viral.
[00:57:58.079 --> 00:57:59.581]  No, this is not off.
[00:57:59.581 --> 00:58:00.840]  This is insanity.
[00:58:00.974 --> 00:58:02.274]  Can we end it?
[00:58:02.294 --> 00:58:07.316]  Can we just have a constant monologue from InfoWars people, or can we actually have a dialogue?
[00:58:07.516 --> 00:58:15.278]  No, I'm referencing things that you can look up to where you can actually see that there are psyops actors out there.
[00:58:15.338 --> 00:58:16.418]  Just let her finish her point.
[00:58:16.919 --> 00:58:19.860]  Let her finish her point.
[00:58:19.920 --> 00:58:21.780]  One second, Millie.
[00:58:22.340 --> 00:58:23.741]  Okay, Millie, maybe you can't hear anybody.
[00:58:24.281 --> 00:58:27.282]  Millie, I'm gonna let you finish, but just like wrap your point up in 30 seconds.
[00:58:27.302 --> 00:58:27.542]  Go ahead.
[00:58:28.365 --> 00:58:46.579]  Okay, my point is that there are PSYOPs actors out there who have been engaged, and if you look them up, like Jonathan Lee Riches, he's in a multitude of different PSYOPs, and he did play a big role in fomenting a lot of uncertainty surrounding Sandy Hook.
[00:58:46.839 --> 00:58:52.263]  So I'm saying that what I'm telling you right now, there's evidence that supports what Alex is saying.
[00:58:52.523 --> 00:58:59.402]   that he and many others were targeted with a Psy-op so that people would pick up and run with stories
[00:58:59.402 --> 00:59:02.762]   that later that would get them essentially caught up so to speak
[00:59:02.762 --> 00:59:10.492]   because Ice Cube for example even retweeted the Derek Chauvin piece that Jonathan Lee Riches put out and it was
[00:59:10.492 --> 00:59:14.843]   attributed to causing the riots in the George Floyd race riots.
[00:59:14.843 --> 00:59:19.562]   Thanks for that Milly. Psy-op in deep state is fun in social media but it is not a different.
[00:59:20.404 --> 00:59:21.265]  I am going to come to you guys.
[00:59:21.365 --> 00:59:26.067]  Don't worry, I am going to come to people on the other side as well to give their argument.
[00:59:26.087 --> 00:59:28.448]  Don't worry, there is going to be a balance.
[00:59:28.588 --> 00:59:30.469]  Let me just go to Dan.
[00:59:30.509 --> 00:59:32.270]  Dan, thank you so much for joining us.
[00:59:32.810 --> 00:59:33.911]  Appreciate having you on.
[00:59:33.951 --> 00:59:38.893]  What's your thoughts on the fact that there is an attempt to shut down Alex Jones?
[00:59:40.616 --> 00:59:43.077]  Um, well, I haven't talked to Alex before.
[00:59:43.117 --> 00:59:44.158]  We've got mutual friends.
[00:59:44.218 --> 00:59:46.399]  I was actually coming on to hear his thoughts.
[00:59:46.439 --> 00:59:48.740]  I mean, I've heard a lot of the Sandy Hook stuff.
[00:59:48.760 --> 00:59:53.463]  I actually tweeted something about how ridiculous it was that, you know, they find him so much.
[00:59:53.503 --> 00:59:58.265]  But I was kind of more curious as to what he thinks, you know, actually was the cause of this.
[00:59:58.425 --> 01:00:01.227]  Because I'm pretty ignorant on the Sandy Hook thing, to be totally honest.
[01:00:03.488 --> 01:00:06.449]  Alex, that was a question to you from Dan Bilzerian.
[01:00:06.469 --> 01:00:07.590]  Are you there, Alex?
[01:00:10.700 --> 01:00:12.781]  I mean, yeah, I have a question for Alex when he's back.
[01:00:12.621 --> 01:00:19.621]   left hand side. Alright, Alex maybe can't hear us, he's just moving, shifting. Chase,
[01:00:19.621 --> 01:00:24.980]   if you could find out where Alex is. In the meantime, let me go to Grant. Grant, I think
[01:00:24.980 --> 01:00:28.539]  you were speaking before I went to Dan. Go ahead, Grant.
[01:00:28.539 --> 01:00:31.381]  I mean, yeah, I have a question for Alex when he's back.
[01:00:31.381 --> 01:00:36.221]   And it's a pretty serious question about the judgment, why they were sued, some of the things
[01:00:36.221 --> 01:00:37.181]  he published.
[01:00:37.645 --> 01:00:42.407]  And I'll make it discreet and specific, but you know, let's wait for him to come back.
[01:00:42.467 --> 01:00:43.167]  Yeah.
[01:00:43.207 --> 01:00:48.428]  In the meantime, before he comes back, like what's your, so what's your, okay.
[01:00:48.448 --> 01:00:55.971]  So I understand your position in terms of like Sandy Hook and why the, um, why the judgment should be so high.
[01:00:56.251 --> 01:00:57.831]  I guess my question to you is twofold.
[01:00:58.071 --> 01:01:00.272]  A, why is the judgment so high?
[01:01:00.372 --> 01:01:09.085]   And B, do you think that this is, uh, Do you think this is a... What do you call it?
[01:01:09.105 --> 01:01:11.247]  Do you think this is a targeted attack on him?
[01:01:11.267 --> 01:01:14.209]  Because when we hear the numbers, they are quite huge.
[01:01:15.910 --> 01:01:16.510]  They are.
[01:01:16.550 --> 01:01:17.311]  What's your thoughts on that?
[01:01:18.011 --> 01:01:26.677]  Well, the court assessed what's called punitive damages, which is also called exemplary damages, right?
[01:01:26.957 --> 01:01:33.141]  And the purpose of punitive damages and exemplary damages, they're kind of like two sides of the same coin.
[01:01:34.019 --> 01:01:39.019]  is to deter the conduct that's being punished, right?
[01:01:39.019 --> 01:01:42.819]  And it's actually to mete out a punishment.
[01:01:42.819 --> 01:01:44.739]  So that's the whole point of the court process.
[01:01:44.739 --> 01:01:49.739]   So second question, like I remember watching the trial many years ago,
[01:01:49.739 --> 01:01:54.538]   and I mean, again, I don't know if you had this perspective, but I felt like the judge,
[01:01:54.538 --> 01:01:58.858]   like maybe in America it's different, like judges are like very flamboyant
[01:01:58.858 --> 01:02:00.979]  or very opinionated or whatever.
[01:02:00.965 --> 01:02:02.827]  But in the UK, we don't have that.
[01:02:02.867 --> 01:02:05.209]  Like a judge is just right down the middle.
[01:02:05.329 --> 01:02:06.210]  They don't show opinion.
[01:02:06.270 --> 01:02:07.271]  They don't show emotion.
[01:02:07.611 --> 01:02:09.453]  You don't even know whose side they're going to be on.
[01:02:09.693 --> 01:02:24.107]   When I was watching the trial and I was seeing like the judge literally attacking him, I know he made comments about the judge, but in the UK, Once the verdict is reached, the judge is no longer required to... No, during the trial, so before the verdict was revealed.
[01:02:24.367 --> 01:02:26.589]  The trial was not held on liability.
[01:02:27.262 --> 01:02:29.124]  It was only held on damages.
[01:02:29.444 --> 01:02:31.485]  That's a different kind of trial than you're used to.
[01:02:31.525 --> 01:02:33.147]  Let me just fully ask my question, right?
[01:02:33.467 --> 01:02:52.182]  So, before the judgment was made, I was shocked, and maybe it's a UK thing, maybe US, you guys have judges who are literally, like, very opinionated, but I was shocked that, like, I knew what the judgment was, like, in the UK, I never had that, but I knew what the judgment was going to be, obviously based on the actions and the way the judge was communicating with Alex Jones' team.
[01:02:52.382 --> 01:02:55.204]  Let me just pop in, let me pop in, let me pop in quickly.
[01:02:55.771 --> 01:03:01.115]  I don't know why, because I've got full Wi-Fi, full five bars, it keeps hanging up, but I was able to dial back in here.
[01:03:01.135 --> 01:03:02.716]  Listen, I'm going to explain it again.
[01:03:03.377 --> 01:03:04.537]  Kill me if I'm wrong, folks.
[01:03:05.078 --> 01:03:08.560]  The judges in Texas and Connecticut coordinated with HBO.
[01:03:09.121 --> 01:03:11.122]  It was a full TV production with scripts.
[01:03:11.923 --> 01:03:18.688]  They put out a show called Alex Jones vs. The Truth, and they literally... No, US judges don't act like that.
[01:03:19.372 --> 01:03:20.473]  Just like UK judges don't.
[01:03:20.813 --> 01:03:27.016]  They acted completely impartial, and totally attacked me, and found me guilty beforehand.
[01:03:27.076 --> 01:03:27.716]  That's the key.
[01:03:27.756 --> 01:03:35.740]  Whether I'm the worst guy ever, they are setting the precedent to take people's due process, and that is the point your listeners are making.
[01:03:35.820 --> 01:03:36.940]  That is the point that happens.
[01:03:39.662 --> 01:03:41.503]  Look, I'd like to ask you a question, Alex.
[01:03:41.563 --> 01:03:41.843]  Go ahead.
[01:03:41.883 --> 01:03:43.363]  Because I've got you here.
[01:03:43.984 --> 01:03:47.245]  And the question is about intentional infliction of emotional distress.
[01:03:48.908 --> 01:03:51.130]  Which both courts found you liable for, right?
[01:03:52.171 --> 01:03:54.253]  I'm looking at some of the videos that you posted.
[01:03:55.353 --> 01:03:56.434]  Here's one from 2018.
[01:03:57.315 --> 01:04:00.898]  The title was, Sandy Hook Vampires Exposed.
[01:04:03.000 --> 01:04:07.264]  Here's one, The Ultimate Sandy Hook Debate as the Second Anniversary Looms.
[01:04:09.786 --> 01:04:11.887]  Sandy Hook, the lies keep growing.
[01:04:12.288 --> 01:04:15.851]  Alex Jones responds to Sandy Hook anti-free speech lawsuit.
[01:04:17.952 --> 01:04:22.255]  Creepy Illuminati message in Batman movie hints at Sandy Hook's school.
[01:04:22.435 --> 01:04:27.218]  And these are all videos that you published that had hundreds of thousands of views.
