[00:00:07.543 --> 00:00:08.624]  ...government cover-ups.
[01:10:52.188 --> 01:10:54.588]  Maybe the Japanese could confirm it with a spy plane flight.
[01:10:54.629 --> 01:10:57.369]  The minute they start fueling missiles, they need to be hit!
[01:10:57.709 --> 01:10:59.810]  North Korea needs to be hit immediately!
[01:11:00.390 --> 01:11:08.271]  The minute those bastards, that little psychopathic slug, starts fueling missiles again, they need to be hit!
[01:11:08.891 --> 01:11:10.652]  Those missile sites need to be targeted!
[01:11:11.192 --> 01:11:14.813]  You see, when this country's really threatened, I'm ready to go to war!
[01:11:16.533 --> 01:11:19.714]  That's what you neocon followers don't get, you fools!
[01:11:20.494 --> 01:11:21.794]  And who are the traitors?
[01:11:22.617 --> 01:11:24.938]  That armed North Korea and armed China!
[01:11:25.879 --> 01:11:31.762]  Our own filthy, traitorous, New World Order, David Rockefeller, Sachs-Coburg, Gotha government!
[01:11:33.483 --> 01:11:37.246]  That's who they arm everybody.
[01:11:37.626 --> 01:11:41.668]  They set it up to bring in world crisis to give you the world government.
[01:11:42.729 --> 01:11:44.049]  That's not a radical statement.
[01:11:44.630 --> 01:11:51.854]  Their official North Korean news agency has said last week, we put links to it,
[01:11:52.772 --> 01:11:57.036]  We put links to AP and Reuters and BBC did have the nuke threat headline.
[01:11:57.156 --> 01:11:57.856]  RAP didn't.
[01:11:59.417 --> 01:12:03.521]  They tried to play it down here because, hey, we can't go to war with Iran if somebody's threatening to nuke us.
[01:12:04.782 --> 01:12:08.244]  If somebody else is threatening to nuke us and has the weapons, but, oh, we're going to go after this country.
[01:12:09.625 --> 01:12:11.567]  Because Islamofascism is so deadly.
[01:12:11.767 --> 01:12:19.393]  When you go research who started Islamofascism, it's our own government, as usual, that radicalized and spent over four billion dollars
[01:12:20.965 --> 01:12:27.732]  Just in the fifties and sixties and then tens of billions after that, radicalizing, overthrowing governments, using radical Islam.
[01:12:28.913 --> 01:12:34.879]  That's mainstream historical fact, but it's like telling a neocon follower the moon comes up a couple times a month.
[01:12:35.460 --> 01:12:37.382]  There's a full moon every month.
[01:12:37.422 --> 01:12:39.484]  You show them the moon and the sky, they'll deny it.
[01:12:41.105 --> 01:12:42.346]  They'll deny anything.
[01:12:42.947 --> 01:12:44.689]  They have simple little minds.
[01:12:45.347 --> 01:12:47.649]  And they don't care if we lose our borders and our sovereignty.
[01:12:47.689 --> 01:12:49.370]  They don't care if Bush comes after our guys.
[01:12:49.690 --> 01:12:55.335]  They'll even deny he signed the assault ban.
[01:12:55.555 --> 01:12:57.496]  They don't care if it's our government arming everybody.
[01:12:58.037 --> 01:13:03.401]  They want to go after the Muslims because they've been tribally at a primitive level told that's the enemy.
[01:13:03.701 --> 01:13:04.742]  And that's not the enemy.
[01:13:08.244 --> 01:13:12.928]  The Iranians tried to be our friends and their leader was man of the year anti-communist.
[01:13:14.246 --> 01:13:15.306]  Mohammed Mosaddegh.
[01:13:16.887 --> 01:13:19.068]  And what did our filthy criminal government do?
[01:13:19.968 --> 01:13:22.209]  They went in there and blew up buildings and blamed it on him.
[01:13:22.969 --> 01:13:27.551]  They took his entire cabinet and cut their heads off and put him on house arrest for his life.
[01:13:31.173 --> 01:13:33.173]  That's why you need to go to Google Video right now.
[01:13:33.193 --> 01:13:39.396]  In fact, you need to go to Infowars.com or PrisonPlanet.com right now because you know what's at the top of each page?
[01:13:41.315 --> 01:13:50.358]  A link to a high-resolution copy of Terror Storm on Google Video that's in the Top 100.
[01:13:50.518 --> 01:13:56.520]  Exactly what I've been pushing for the last three weeks as we learned of their treacherous censorship.
[01:13:58.781 --> 01:13:59.741]  What have I discovered?
[01:14:02.720 --> 01:14:12.423]  I have discovered that every time we hit 2 million total views, counting up all the different versions that have been uploaded to Google Video, they would delete all of our views, knocking us out of the top 100.
[01:14:14.844 --> 01:14:16.644]  Then we hit 2 million again, they did it again.
[01:14:16.664 --> 01:14:29.428]  And we believe they did it before that, because it was a listener who had pointed out that things were being erased, a few days before I then noticed it again, who pointed it out to me so I could then go discover it and see it happen real time.
[01:14:31.144 --> 01:14:34.747]  And now they've been freezing counters and doing other things.
[01:14:35.247 --> 01:14:38.089]  But they haven't been able to, I guess, watch every new version that gets uploaded.
[01:14:38.389 --> 01:14:48.336]  There's a high-quality version up there, which I was upset before because the low-res versions are the ones at the top of Google Video.
[01:14:49.116 --> 01:14:56.922]  What most people were watching, what millions were watching, and the high-res ones that were about twice as clear to watch, really, really enjoyable viewing experience.
[01:14:58.189 --> 01:15:00.051]  About like 80's color television.
[01:15:00.071 --> 01:15:02.113]  About how good it was, broadcast TV.
[01:15:02.393 --> 01:15:04.075]  A little bit grainy here and there, but not much.
[01:15:05.416 --> 01:15:08.999]  You can get a PrisonPlanet.tv version for 15 cents a day.
[01:15:10.541 --> 01:15:12.603]  It looks about like broadcast TV today.
[01:15:13.784 --> 01:15:14.244]  Really nice.
[01:15:15.205 --> 01:15:17.327]  That's the one you ought to download and burn the disk and give to people.
[01:15:17.688 --> 01:15:20.891]  PrisonPlanet.tv is a great activist center and we don't get a little bit of capital.
[01:15:21.371 --> 01:15:23.313]  We won't be here in the future, but that doesn't even matter.
[01:15:24.275 --> 01:15:28.116]  The point is, go get the free one at InfoWars.com and PrisonPlanet.com.
[01:15:29.797 --> 01:15:35.258]  Go there, because the high-res one is in the top 100, number 87.
[01:15:36.399 --> 01:15:40.700]  Last time we hit 40-something, they drove us out and deleted our views.
[01:15:41.640 --> 01:15:45.742]  Well, this time, let's drive it all the way up to number 1.
[01:15:48.363 --> 01:15:52.584]  And when you hit the top 20 or 30, you start getting tens of millions of views.
[01:15:53.303 --> 01:16:00.426]  And that's why we want, it's not that we care about some ratings or saying hey we're number one, it's that that's what people go look at is that top 100.
[01:16:01.146 --> 01:16:02.467]  Millions of people a day.
[01:16:03.627 --> 01:16:07.069]  PrisonPlanet.tv.
[01:16:08.109 --> 01:16:10.530]  PrisonPlanet.tv.
[01:16:10.550 --> 01:16:12.991]  You can go there and pay 15 cents a day.
[01:16:14.389 --> 01:16:24.397]  And get all 15 of my films, get my book, my Whitley TV reports, you can low-res, medium-res, high-res, and some important films like Terrorist Worm we have in super high-res for your download.
[01:16:24.838 --> 01:16:26.099]  And you can then burn that to disk.
[01:16:26.399 --> 01:16:27.500]  And it's just an activist tool.
[01:16:27.540 --> 01:16:30.983]  I can't overestimate how important it is.
[01:16:31.243 --> 01:16:31.763]  Please use it.
[01:16:32.304 --> 01:16:38.629]  Or get the super high-quality DVD with 68 minutes of extras on it from InfoWars.com for $19.95.
[01:16:40.123 --> 01:16:45.567]  They get as low as $9.95 when you buy a bunch of additional copies to give us gifts or to wake people up or to support us.
[01:16:47.007 --> 01:16:48.208]  But I digress.
[01:16:48.268 --> 01:16:52.031]  We need to drive this all the way up to the top 20 or 30.
[01:16:53.432 --> 01:16:55.093]  So right now, that's the one to get.
[01:16:55.113 --> 01:16:56.233]  That's the version to get.
[01:16:56.253 --> 01:16:57.454]  That's the one that's in the top 100.
[01:16:57.494 --> 01:17:01.257]  That's where all the hits and views need to be right now!
[01:17:01.277 --> 01:17:04.679]  Visit InfoWars.com and PrisonPlanet.com.
[01:17:04.739 --> 01:17:05.219]  Click on it.
[01:17:06.220 --> 01:17:09.382]  Give it to every message board, all your friends, your family, your neighbors.
[01:17:10.015 --> 01:17:12.315]  Go on the big news blogs and websites.
[01:17:12.956 --> 01:17:13.876]  Get aggressive!
[01:17:14.056 --> 01:17:14.596]  Help us!
[01:17:18.897 --> 01:17:28.078]  Because before it was hard to get into the top 100 because there's 20-something versions up there but still some of the versions were getting so many hundreds of thousands of views every few days that it was getting up in the top 100.
[01:17:30.259 --> 01:17:32.979]  Well now we finally got a high-res up in the top 100.
[01:17:33.899 --> 01:17:38.060]  That's the one people need to see and we need to drive that sucker all the way to the top.
[01:17:39.292 --> 01:17:42.233]  Alright, North Korea sanctions our war declaration.
[01:17:44.355 --> 01:17:46.175]  You know, I said we should go to war with Mexico.
[01:17:47.336 --> 01:17:49.017]  It fits all the prerogatives.
[01:17:49.917 --> 01:17:51.938]  All the reasons to go to war.
[01:17:51.958 --> 01:17:53.799]  They openly say our country belongs to them.
[01:17:54.559 --> 01:17:55.980]  They openly say they hate this country.
[01:17:56.000 --> 01:17:57.361]  They're openly importing drugs here.
[01:17:57.781 --> 01:18:01.883]  They're openly shooting our police and military and kidnapping our citizens and attacking our newspapers.
[01:18:02.503 --> 01:18:03.424]  Oh yeah, it's a war here.
[01:18:03.484 --> 01:18:05.665]  State Department says it's more dangerous than the West Bank of Israel.
[01:18:06.184 --> 01:18:07.447]  But it's kept very quiet.
[01:18:07.527 --> 01:18:09.993]  Back of the paper on national news here and there.
[01:18:10.053 --> 01:18:10.735]  Maybe Lou Dobbs.
[01:18:11.597 --> 01:18:12.098]  War zone.
[01:18:12.118 --> 01:18:15.927]  Remember I was calling it a war zone for two years before the news started calling it that about six months ago.
[01:18:17.754 --> 01:18:18.995]  And we ought to go down there.
[01:18:19.095 --> 01:18:20.196]  We've had two wars with them.
[01:18:20.236 --> 01:18:32.685]  And if Mexico wants to take pot shots across our border, wants to fire mortars at our embassy, or wants to say this is their country, we ought to go down there and kick the criminals out of Mexico City and have a real election.
[01:18:32.705 --> 01:18:37.408]  You want to talk about bringing regime change, but you see we can't do that because it's not really Mexico's fault.
[01:18:37.928 --> 01:18:39.730]  It's the criminals that run D.C.
[01:18:40.050 --> 01:18:43.953]  are actually run Mexico and are using it as a weapon to break down our door.
[01:18:44.293 --> 01:18:49.958]  Just like they, now they control Mexico, they don't control North Korea, they just gave them the nukes and the delivery systems.
[01:18:50.958 --> 01:18:59.445]  The same crooks that control Mexico and are using it to batter down our borders and destroy our culture and drive down our wages and bring in this race war.
[01:19:00.266 --> 01:19:03.028]  They're the very ones that arm North Korea.
[01:19:03.863 --> 01:19:16.746]  And the very ones that armed Pakistan, and the very ones that armed India, and the very ones that kicked out the Nationalists and had them sign a disarmament agreement, and the CIA admits in their official history department that our government put Mao Zedong in.
[01:19:16.786 --> 01:19:18.007]  They're real proud of that!
[01:19:18.047 --> 01:19:27.589]  Those murdering criminals that run our criminal government caused a madman to get in control who killed 60 million people.
[01:19:27.669 --> 01:19:29.970]  Everything the New World Order does is about getting dictators in,
[01:19:30.829 --> 01:19:34.151]  Letting them kill people in mass while the bankers never get the blame.
[01:19:34.411 --> 01:19:35.812]  To cull the population.
[01:19:36.652 --> 01:19:38.293]  By the way, that's official Chinese numbers.
[01:19:38.313 --> 01:19:38.993]  That's the government.
[01:19:39.013 --> 01:19:39.994]  They say 60 mil.
