[00:00:26.592 --> 00:00:29.534]  It is Friday.
[00:59:34.172 --> 00:59:38.293]  And now, live from Austin, Texas, Alex Jones.
[00:59:39.393 --> 00:59:41.354]  We'll be plunging into the North American Union.
[00:59:41.374 --> 00:59:46.495]  We'll also get into Latina Lista.
[00:59:46.515 --> 00:59:49.696]  It's a big Hispanic magazine online journal.
[00:59:50.476 --> 00:59:53.557]  Privatized immigrant detention facilities for families revealed...
[00:59:54.511 --> 00:59:56.452]  To be modern day concentration camps.
[00:59:57.692 --> 01:00:06.956]  And this was actually, shadows of this were in the Houston Chronicle in January of this year about the camps that will be for the illegal aliens and American citizens.
[01:00:06.976 --> 01:00:07.936]  And I said, uh-uh.
[01:00:08.896 --> 01:00:10.397]  It's not going to be for the illegal aliens.
[01:00:10.477 --> 01:00:12.598]  And by the way, illegal aliens do deserve due process.
[01:00:13.338 --> 01:00:15.099]  But on purpose, they won't do that.
[01:00:15.199 --> 01:00:17.020]  And then they'll get their rights, but citizens won't.
[01:00:17.600 --> 01:00:19.961]  And it talks about one right outside Austin, Texas.
[01:00:20.001 --> 01:00:23.302]  So we'll be getting into this situation for you.
[01:00:25.240 --> 01:00:26.661]  Dr. Jerome Corsi is coming up, though.
[01:00:26.961 --> 01:00:29.343]  Let's talk to Jeff in Texas and Lewis, Mike, Kevin, and others.
[01:00:29.383 --> 01:00:29.883]  Go ahead, Jeff.
[01:00:31.244 --> 01:00:31.745]  Hello, Alex.
[01:00:32.085 --> 01:00:32.305]  Hi.
[01:00:32.325 --> 01:00:48.276]  I don't know, this might not seem like a big deal at first, but I've noticed it used to be, if you were on the Internet and you were buying something, if you had a drop-down menu to select your country, it used to be that the United States was in big, bold letters.
[01:00:49.377 --> 01:00:53.560]  And now it's just all, every website you go to, if you have to put in your address,
[01:00:54.048 --> 01:00:58.550]  The United States will be in lowercase letters, way buried at the bottom in the U section.
[01:00:58.570 --> 01:01:01.992]  You think that's just one more way of belittling the U.S.
[01:01:02.072 --> 01:01:04.393]  and just, you know, we're just a nothing country?
[01:01:04.613 --> 01:01:12.377]  When the CIA got involved as the OSS with Madison Avenue, they would craft everything like that.
[01:01:13.172 --> 01:01:17.256]  But, of course, for other propaganda purposes, it would be other issues, other examples.
[01:01:17.896 --> 01:01:21.519]  But, oh, yeah, they would go and say, we're about to have a war with Korea.
[01:01:22.100 --> 01:01:26.904]  We want the style this year to be camouflage or women with military style.
[01:01:27.444 --> 01:01:33.890]  And then you saw that right before the last Gulf War and right before the one in 1991.
[01:01:34.230 --> 01:01:35.931]  The style was military right before.
[01:01:35.971 --> 01:01:36.492]  Go check it.
[01:01:37.012 --> 01:01:40.015]  I mean, they craft it down to just the most minute.
[01:01:40.996 --> 01:01:41.216]  Yeah.
[01:01:42.288 --> 01:01:43.068]  They're slick, brother.
[01:01:43.328 --> 01:01:50.234]  And so, yeah, you just get a few big software companies that are supplying the shopping cart technology, and that happens.
[01:01:50.714 --> 01:01:52.876]  See, there's also international standards.
[01:01:53.177 --> 01:02:02.564]  So if you want to get accepted with your shopping cart and have it all be under international standards and certified, everybody's driver's license now has the same number of numbers, whether it's Europe or the U.S.
[01:02:03.065 --> 01:02:04.106]  or Australia.
[01:02:04.186 --> 01:02:10.091]  See, I saw a story in the Sydney Morning Herald six years ago or more where there was a big U.N.
[01:02:10.231 --> 01:02:10.551]  summit
[01:02:11.637 --> 01:02:18.982]  They're in Australia merging the world's ID number of characters.
[01:02:19.423 --> 01:02:22.385]  So see, we're already under global government.
[01:02:22.745 --> 01:02:33.252]  Now they're just openly announcing the Asian Union, the North American Union, the European Union, and now they're already merging those by the time they even tell the public that the first step exists.
[01:02:34.293 --> 01:02:38.096]  When they announce something, it means it's already been in place for several years.
[01:02:39.419 --> 01:02:43.380]  I just can't believe the American people are just sitting back, letting this country, just giving it away.
[01:02:43.560 --> 01:02:44.440]  Oh, we're negative.
[01:02:44.500 --> 01:02:50.901]  We should be just playing Christmas music and talking about how great George Bush is and just feeling good, maybe getting drunk.
[01:02:51.441 --> 01:03:00.983]  I mean, according to the average American, I should be drunk at home right now with big rosy cheeks with a big bottle of Jack Daniels, cramming cookies in my mouth, and I'm just not going to do it.
[01:03:01.603 --> 01:03:01.983]  And you know what?
[01:03:02.003 --> 01:03:02.683]  I'll tell you more.
[01:03:04.223 --> 01:03:05.644]  I'll be working Sunday night.
[01:03:06.144 --> 01:03:07.704]  I'll be on the radio Sunday night.
[01:03:08.579 --> 01:03:12.362]  And it's because I want to spew my hate on Christmas Eve, ladies and gentlemen.
[01:03:12.603 --> 01:03:13.623]  That's why I'm going to be there.
[01:03:13.864 --> 01:03:16.246]  Because I'm the Grinch and I want to ruin your Christmas.
[01:03:16.466 --> 01:03:21.430]  So I'll be talking about the enemy pouring over the gates and the end of the country Sunday night too.
[01:03:21.450 --> 01:03:22.611]  Okay.
[01:03:24.072 --> 01:03:29.437]  Well, I'm glad there are... I didn't cut him off.
[01:03:29.477 --> 01:03:30.118]  His phone dropped.
[01:03:31.519 --> 01:03:34.041]  Of course, I'm being sarcastic here, folks.
[01:03:34.161 --> 01:03:36.203]  I love Christmas as much as anybody.
[01:03:37.091 --> 01:03:38.451]  All the childhood memories, everything.
[01:03:39.632 --> 01:03:41.933]  But I have gotten just a few emails and a few people call.
[01:03:41.953 --> 01:03:44.593]  I've been on other talk shows and they've said, Hey man, lighten up, have fun.
[01:03:45.694 --> 01:03:47.034]  You know, just forget about it.
[01:03:47.574 --> 01:03:48.415]  Have a good time.
[01:03:49.515 --> 01:03:50.995]  Hey, I look in my children's eyes.
[01:03:51.175 --> 01:03:51.555]  I can't.
[01:03:52.956 --> 01:03:53.256]  Okay?
[01:03:55.097 --> 01:03:56.137]  I love America.
[01:03:56.157 --> 01:03:57.417]  For me, it isn't skin deep.
[01:03:58.558 --> 01:03:59.638]  It isn't plastic deep.
[01:04:00.495 --> 01:04:05.439]  You know, one hundredth of a millimeter thick like a plastic sticker that says these colors don't run.
[01:04:05.980 --> 01:04:08.382]  These colors don't exist anymore unless you resurrect them.
[01:04:09.563 --> 01:04:12.045]  Those colors don't even have a country anymore, you fools.
[01:04:13.787 --> 01:04:14.608]  You love that flag.
[01:04:14.628 --> 01:04:15.789]  You better get up off your hind end.
[01:04:20.689 --> 01:04:23.871]  It's here, after a year in production and traveling to distant lands.
[01:04:24.211 --> 01:04:26.152]  My new film, Terror Storm, is complete.
[01:04:26.512 --> 01:04:34.176]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:04:34.856 --> 01:04:41.920]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:04:42.300 --> 01:04:45.262]  Terror Storm chronicles the lies that took us to war in Iraq.
[01:04:45.642 --> 01:04:47.983]  A White House program to disseminate fake news.
[01:04:48.384 --> 01:04:49.224]  NSA spies.
[01:04:49.819 --> 01:04:52.500]  Or by calling toll-free 1-888-253-3139 or watch it right now online at prisonplanet.tv
[01:05:17.512 --> 01:05:22.115]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:05:22.315 --> 01:05:26.758]  It provides you with purified water, light, power, and communications ability.
[01:05:26.938 --> 01:05:40.967]  The Security Pack includes a Berkey light water purifier, an LED base, two Berkey sport filtration bottles, the Berkey battery adapter, the Berkey MP solar charger, as well as a backup set of two black Berkey purification elements.
[01:05:41.187 --> 01:06:00.378]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[01:06:00.599 --> 01:06:04.221]  Get the one-stop solution for your emergency and everyday needs.
[01:06:04.381 --> 01:06:07.042]  The Berkey Security Pack, a retail value of $518 for only $399.
[01:06:09.864 --> 01:06:13.606]  By calling New Millennium at 888-803-4438.
[01:06:14.226 --> 01:06:15.627]  Not yet available in Iowa.
[01:06:17.128 --> 01:06:17.728]  It's a fact.
[01:06:17.908 --> 01:06:22.350]  You can legally eliminate credit card debt, which has been fraudulently created by the banks.
[01:06:22.811 --> 01:06:27.993]  Since its creation in 1913, the Federal Reserve has not been held responsible for its own debt.
[01:06:28.293 --> 01:06:31.495]  So why should you, the hardworking American, be harassed for yours?
[01:06:31.735 --> 01:06:38.859]  There's a double standard when it comes to being responsible for debt, and unlike the Federal Reserve, the people of this country can't print more money when needed.
[01:06:39.319 --> 01:06:40.179]  It's time to turn your life around.
[01:06:59.805 --> 01:07:01.286]  Call Day of Jubilee.
[01:07:01.466 --> 01:07:02.386]  Open 9 a.m.
[01:07:02.426 --> 01:07:03.246]  to 5 p.m.
[01:07:03.306 --> 01:07:07.267]  Central Standard Time at 920-293-8024.
[01:07:07.347 --> 01:07:10.368]  That's 920-293-8024.
[01:07:11.929 --> 01:07:12.969]  And ask for Robert.
[01:07:13.409 --> 01:07:16.470]  Don't wait any longer to get your life back in order.
[01:07:17.311 --> 01:07:22.372]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:07:22.712 --> 01:07:24.993]  Because there's a war on for your mind.
[01:07:27.543 --> 01:07:39.626]  We're going to have open phones to discuss our open borders, while the federal government, through executive fiat, folds our country into the North American Union by hook and by crook.
[01:07:40.606 --> 01:07:49.728]  On the next hour, I'll play a CBS newscast from 1982 about the Bohemian Grove and an ABC News piece about skull and bones.
[01:07:49.748 --> 01:07:50.548]  You need to know what...
[01:07:51.414 --> 01:07:57.498]  Religion, our conservative leaders, most of them will be celebrating over the holiday.
[01:07:58.518 --> 01:08:04.522]  Let's just say a deity that predates Jesus.
[01:08:06.203 --> 01:08:12.806]  And we'll get into another article here concerning a FEMA camp right outside Austin, Texas.
[01:08:13.287 --> 01:08:15.368]  People are always asking where these places are.
[01:08:15.888 --> 01:08:17.309]  We'll tell you about it.
[01:08:18.763 --> 01:08:19.243]  We're good to go.
[01:08:19.284 --> 01:08:19.664]  I think?
[01:08:38.639 --> 01:08:39.280]  We're good to go.
[01:09:02.808 --> 01:09:10.112]  Mr. McManus has kind of attacked me on radio shows, even after I interviewed him, saying, well, I don't really believe it's an inside job on 9-11.
[01:09:10.612 --> 01:09:18.877]  But now William F. Jasper's written an article getting into Building 7, getting into 9-11.
[01:09:19.117 --> 01:09:21.979]  So they're starting to broach it.
[01:09:22.979 --> 01:09:28.182]  Yeah, it's hard to be right, and it's hard to be first, but the truth will come out.
[01:09:29.447 --> 01:09:30.768]  But that's all a side issue.
[01:09:30.848 --> 01:09:37.931]  I really respect Dr. Jerome Corsi and appreciate his fine analysis and his good work and really getting the word out on North American Union.
[01:09:38.771 --> 01:09:41.312]  And every few days he writes another article about it.
[01:09:41.892 --> 01:09:44.954]  And we've got a link to one up on Infowars.com right now.
[01:09:45.374 --> 01:09:49.596]  North American Union leader says merger just a crisis away.
[01:09:49.636 --> 01:09:51.777]  He's the co-chairman of the Council on Foreign Relations.
[01:09:52.177 --> 01:09:54.498]  And he wrote this towards the North American community.
[01:09:55.536 --> 01:09:59.598]  He calls for the North American Union, which we're really already in the mid-stages of.
[01:09:59.918 --> 01:10:01.279]  Dr. Corsi, thanks for coming on.
[01:10:01.299 --> 01:10:02.280]  Hi, Alex.
[01:10:02.320 --> 01:10:03.660]  Always a great pleasure to be with you.
[01:10:03.720 --> 01:10:04.221]  Thank you.
[01:10:04.441 --> 01:10:07.622]  Well, I know we're going into the holiday weekend, so I appreciate your time with us even more.
[01:10:07.642 --> 01:10:08.983]  That's all right.
[01:10:09.023 --> 01:10:09.803]  I'm hard at work.
[01:10:09.883 --> 01:10:13.025]  I'm trying to finish a book here on the North American Union.
[01:10:13.045 --> 01:10:14.406]  I want to get it done in January.
[01:10:15.506 --> 01:10:17.187]  Man, you are a busy little beaver.
[01:10:18.808 --> 01:10:20.869]  Well, it keeps me out of trouble most of the time.
[01:10:22.337 --> 01:10:23.277]  Well, that's good.
[01:10:23.477 --> 01:10:25.818]  The best thing I can think of to do with time, Alex.
[01:10:26.678 --> 01:10:30.359]  Now, I remember 10 years ago, 12 years ago, talking about North America Union.
[01:10:30.459 --> 01:10:33.820]  I had the documents, and people couldn't even believe that there was a plan.
[01:10:34.220 --> 01:10:42.163]  Now that we've signed on to it through Fiat, now that we're going into it, some of them are now discovering, okay, maybe it exists.
[01:10:42.443 --> 01:10:49.965]  But I was on with a big national host two nights ago, Lars Larson, and he was basically arguing for it.
[01:10:50.906 --> 01:10:59.313]  So I'm getting pretty shocked now that the Neocon Talk Show hosts are being forced to admit it's real, but say maybe it's okay.
[01:10:59.553 --> 01:11:00.374]  What's going on here?
[01:11:00.894 --> 01:11:05.578]  Well, I think, first of all, Alex, you've got some proof positive that it's going on.
[01:11:05.638 --> 01:11:16.267]  I mean, I guess the Bush keeping the borders wide open, saying, okay, we'll pass a secure fence law and have a fence being built 700 miles and
[01:11:17.409 --> 01:11:19.450]  That was wink, wink, the fence will never get built.
[01:11:19.770 --> 01:11:22.471]  And you always said that, and now they announced they never funded it.
[01:11:22.691 --> 01:11:27.252]  They just said they were allowed to later fund it when it was a paltry sum.
[01:11:27.512 --> 01:11:30.293]  And then now they've said Homeland Security had said, we're not going to build it.
[01:11:30.813 --> 01:11:34.514]  Well, the giveaway was when they gave the project to the Department of Homeland Security.
