[00:00:00.069 --> 00:00:00.689]  Cover-ups.
[01:20:38.231 --> 01:20:38.591]  Call 800-822-1291.
[01:20:38.891 --> 01:20:39.412]  That's 800-822-1291.
[01:20:39.432 --> 01:20:39.472]  800-822-1291.
[01:20:51.872 --> 01:20:58.094]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[01:20:58.554 --> 01:21:06.317]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[01:21:06.657 --> 01:21:14.539]  Is this a flaw for the enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt, ensuring inflation and higher taxes?
[01:21:14.819 --> 01:21:19.581]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[01:21:19.921 --> 01:21:24.605]  Congressman Ron Paul states it's what every American needs to know about central bank power.
[01:21:25.145 --> 01:21:28.988]  A gripping adventure into the secret world of international banking cartel.
[01:21:29.489 --> 01:21:30.509]  Hi, this is Ted Anderson.
[01:21:30.569 --> 01:21:34.673]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[01:21:35.093 --> 01:21:39.456]  Call 1-800-686-2237 and order a copy today.
[01:21:39.977 --> 01:21:42.499]  It's critical that the public be made aware of the system.
[01:21:42.959 --> 01:21:45.540]  Call and order your copy today at 1-800-686-2237.
[01:21:46.860 --> 01:21:48.160]  That's 1-800-686-2237.
[01:21:48.300 --> 01:21:53.742]  They helped to create a New World Order.
[01:21:53.762 --> 01:21:55.963]  We are part of a New World Order.
[01:21:55.983 --> 01:21:58.923]  A New World Order based upon collective action.
[01:21:59.303 --> 01:22:04.065]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:22:04.405 --> 01:22:08.606]  The New World Order really is a tool for addressing a new world of possibilities.
[01:22:08.906 --> 01:22:11.247]  It means all the world under their control.
[01:22:11.267 --> 01:22:13.789]  The United Nations would take over America.
[01:22:13.809 --> 01:22:16.710]  The Trilateral Commission would control the world.
[01:22:17.051 --> 01:22:24.655]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:22:24.995 --> 01:22:30.319]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[01:22:30.379 --> 01:22:32.681]  Global governance with the establishment of the G20.
[01:22:32.701 --> 01:22:36.685]  So it's going to be an inner ruling elite and then everyone else.
[01:22:36.925 --> 01:22:37.825]  And I got news for you.
[01:22:38.006 --> 01:22:39.327]  You're everyone else.
[01:22:39.347 --> 01:22:40.387]  Invisible Empire.
[01:22:40.848 --> 01:22:48.674]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[01:22:50.740 --> 01:22:51.600]  Spring is here.
[01:22:51.860 --> 01:22:52.641]  Growing season.
[01:22:52.821 --> 01:22:54.801]  The economy is not getting any better.
[01:22:55.001 --> 01:22:56.421]  In fact, it's getting worse.
[01:22:56.722 --> 01:22:57.402]  Think about it.
[01:22:57.702 --> 01:23:01.563]  At this rate, how will your life be in a month or even a year?
[01:23:01.783 --> 01:23:05.284]  Maybe you've been putting things off, but the time to act is now.
[01:23:05.544 --> 01:23:07.164]  The country is running out of food.
[01:23:07.444 --> 01:23:09.945]  You need to get your seeds before it's too late.
[01:23:10.265 --> 01:23:22.178]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:23:22.479 --> 01:23:29.547]  Grow your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco.
[01:23:29.827 --> 01:23:36.433]  With detailed growing guides available to you at no charge, you can maximize your harvest and investment.
[01:23:36.694 --> 01:23:37.515]  And the best part?
[01:23:37.895 --> 01:23:39.937]  All orders ship within 24 hours.
[01:23:40.337 --> 01:23:43.000]  So head over to OrganicaSeed.com.
[01:23:43.200 --> 01:23:47.524]  That's O-R-G-A-N-I-C-A-S-E-E-D dot com.
[01:23:47.765 --> 01:23:49.927]  OrganicaSeed.com today.
[01:23:54.332 --> 01:24:04.361]  The establishment, the greenies, love to sit up there like they're God and tell us how guilty and evil we are for having cars and homes and swimming pools and factories.
[01:24:05.281 --> 01:24:09.385]  Meanwhile, they use these laws to shut down our factories and move them to China and India.
[01:24:10.246 --> 01:24:14.129]  They know exactly what they're doing, and they must be fully routed.
[01:24:14.189 --> 01:24:16.952]  This cancer cannot be left anywhere.
[01:24:17.632 --> 01:24:19.416]  And they've committed such incredible crimes.
[01:24:19.456 --> 01:24:21.981]  They've reached for the world through this green tyranny.
[01:24:22.502 --> 01:24:26.009]  Lord Monckton, I mean, do you agree with me that we can't just discredit them?
[01:24:26.390 --> 01:24:27.492]  They've committed crimes.
[01:24:27.772 --> 01:24:29.215]  They must be brought to justice.
[01:24:30.157 --> 01:24:56.183]  That, I think, is the fairest thing to do with people who have terrified children in schools, lied and lied and lied again in official publications, invented a threat where one doesn't exist, magnified it where one might exist, and generally worked the world up into a fervour of terror over what turns out to be a complete non-problem.
[01:24:56.203 --> 01:24:57.963]  And how do we know it is a non-problem?
[01:24:58.443 --> 01:25:00.244]  Well, we know it by measurement.
[01:25:00.764 --> 01:25:10.767]  The UN and its fellow travellers in the climate extremist Green Movement have been using what are called computer models to make their predictions.
[01:25:10.827 --> 01:25:23.552]  Now these are essentially a whole lot of zitty teenagers sitting in dark rooms with too many bagels and burgers, picking their zits, picking their noses, pecking at the keyboards and making stuff up.
[01:25:24.306 --> 01:25:27.168]  That's how the UN does the science of climate.
[01:25:27.508 --> 01:25:38.855]  But the real way to do the science of climate, like any other science, is not by modelling, which is of only limited use and should never be used as the primary tool, but by measurement.
[01:25:38.915 --> 01:25:41.677]  If I took my tie off and said, how long is this tie?
[01:25:42.037 --> 01:25:46.640]  You could ring round all the manufacturers and you could say, how long are the ties you make?
[01:25:46.680 --> 01:25:47.821]  How many of them do you sell?
[01:25:47.841 --> 01:25:50.943]  You put that into a computer model and make a guess, which is probably a bit wrong.
[01:25:51.463 --> 01:25:55.585]  Or you could say, give me your tyre and a tape measure and I will measure it.
[01:25:55.805 --> 01:25:57.926]  Which is going to give you the more reliable measurement.
[01:25:58.286 --> 01:25:59.887]  Of course, the measurement is.
[01:26:00.307 --> 01:26:01.448]  That's going to give you the answer.
[01:26:02.368 --> 01:26:07.971]  And by measurement, it has been established over and over and over again in the last few years.
[01:26:08.562 --> 01:26:09.943]  And we know they lied about the Earth!
[01:26:37.558 --> 01:26:43.003]  And we know the Earth has actually been getting colder and that they hid that decline in premeditated fraud.
[01:26:43.644 --> 01:26:44.865]  Well, I think they were very naughty.
[01:26:44.905 --> 01:26:56.135]  What they were trying to do in that particular email from the ClimateGate emails that are exchanged between the leading mad scientists of the world who have been stirring up this
[01:26:57.253 --> 01:27:22.083]  Is they were trying to hide the fact that although temperatures were shown to be going up in the real world by measurement, the proxy, the so-called bristlecone pine proxies they were using to try and reconstruct past temperatures, when they came to try and reconstruct the temperatures of the present time, appeared to show that temperatures should have been falling.
[01:27:22.103 --> 01:27:24.364]  I think it was this mismatch between
[01:27:24.935 --> 01:27:32.010]  The real temperature record and the temperature record as reconstructed in that brief period where we had a real temperature record.
[01:27:32.110 --> 01:27:32.692]  Check it again!
[01:27:33.306 --> 01:27:40.852]  That showed that the record of past temperatures where we didn't have instruments was entirely unreliable.
[01:27:40.892 --> 01:27:43.695]  It was that that they were trying to conceal.
[01:27:43.915 --> 01:27:45.977]  And they were trying to conceal it deliberately.
[01:27:46.257 --> 01:27:48.719]  It was clearly intended to be dishonest.
[01:27:49.059 --> 01:27:59.668]  And the extraordinary thing is that first the House of Commons, then the University of East Anglia whitewashed this away and said that nothing incorrect, nothing wrong had been done.
[01:27:59.888 --> 01:28:00.949]  Here are scientists
[01:28:01.350 --> 01:28:12.028]  Lying to each other and to us in the hope of persuading us to spend trillions upon trillions in shutting down the economies of the West.
[01:28:12.600 --> 01:28:30.144]  Notice that you don't hear these Green campaigners saying that China should clean up its filthy, polluting coal-fired power stations where they haven't bothered to put the fly ash trappers and they haven't put the new circulating fluidised bed techniques into the combustion chambers.
[01:28:30.524 --> 01:28:36.766]  All of these things they need to modernise, they can well afford to modernise it, but they don't do it because they don't care about the pollution they're causing.
[01:28:37.026 --> 01:28:38.366]  Do the Greenies campaign
[01:28:38.846 --> 01:28:45.592]  About where the real pollution is going on, in China, in India, in Indonesia, in Russia, in Brazil, in South Africa.
[01:28:45.932 --> 01:28:46.993]  Do they heck!
[01:28:47.453 --> 01:28:57.801]  Their intention is to close down the countries of the world which are the environmentally cleanest, because these are not environmentalists, they are communists.
[01:28:58.282 --> 01:29:00.884]  And their aim is to destroy the West.
[01:29:02.185 --> 01:29:02.985]  And they've said that.
[01:29:03.025 --> 01:29:12.549]  I mean, we've got the head climatologist at NASA, we've got Maury Strong, we've got Ted Turner, saying we must destroy industrialized society, but only in the West.
[01:29:12.629 --> 01:29:20.792]  I mean, a crime against humanity, and of course you go over the numbers of how many people will die in the third world under the carbon regime that was in the Copenhagen Treaty.
[01:29:21.452 --> 01:29:24.033]  We'll talk about that, plus all the news scandals.
[01:29:24.873 --> 01:29:25.554]  That have come out.
[01:29:25.914 --> 01:29:32.058]  And I'm not talking about the stuff from a month ago with the Himalayas, where they used a photography student's report to claim they were melting.
[01:29:32.298 --> 01:29:35.940]  No, I'm talking about all the new stunning information coming out.
[01:29:36.301 --> 01:29:38.122]  Straight ahead with Lord Christopher Monckton.
[01:29:38.142 --> 01:29:39.242]  Long segment coming up.
[01:29:39.543 --> 01:29:40.083]  Stay with us.
[01:29:42.224 --> 01:29:43.125]  We're on the march.
[01:29:43.625 --> 01:29:45.226]  The empire's on the run.
[01:29:46.147 --> 01:29:48.829]  Alex Jones and the GCN Radio Network.
[01:29:51.491 --> 01:29:53.812]  They helped to create a New World Order.
[01:29:53.832 --> 01:29:56.093]  We are part of a New World Order.
[01:29:56.213 --> 01:29:59.014]  A New World Order based upon collective action.
[01:29:59.415 --> 01:30:04.177]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
