[00:00:00.009 --> 00:00:00.489]  We're live, my friends.
[01:55:44.677 --> 01:55:47.158]  They still have the image and they're saving it.
[01:55:47.338 --> 01:55:48.819]  They admit now they lied about that.
[01:55:49.320 --> 01:55:51.081]  So now they're going on the news saying, don't worry,
[01:55:51.781 --> 01:55:56.322]  We now create a image over the scan so we can't see your genitals.
[01:55:57.763 --> 01:55:59.063]  But that, too, is a lie.
[01:55:59.884 --> 01:56:19.350]  And then I read the report in Wired Magazine and Forbes two weeks ago about 500 high-powered x-ray machines, many times more powerful than a chest x-ray, super bad for you, 500 mobile vans beaming it into your house, looking into your house, violating the Fourth Amendment.
[01:56:20.515 --> 01:56:27.353]  And the Ninth Circuit Court of Appeals ruled last week that citizens can be secretly arrested, tortured, and never seen again.
[01:56:29.782 --> 01:56:32.204]  I mean, look, we have a criminal government.
[01:56:32.464 --> 01:56:35.266]  We have a rogue, out-of-control government.
[01:56:35.806 --> 01:56:38.448]  None of us have a good future if we don't say no to this.
[01:56:39.089 --> 01:56:40.149]  None of us have a future.
[01:56:40.389 --> 01:56:54.359]  And they fund terrorists, they protect terrorists, they use those terrorists, the CIA's on record funding the Ground Zero Mosque, to get everybody fighting with each other, so that we'll give up our rights in the name of stopping the supposed Muslim terrorist.
[01:56:54.499 --> 01:56:55.280]  It's a joke.
[01:56:55.860 --> 01:56:56.761]  It's a fraud.
[01:56:57.221 --> 01:56:57.942]  It's a scam.
[01:56:58.953 --> 01:57:01.375]  We're reaching millions and millions of new people every week.
[01:57:02.436 --> 01:57:20.629]  We are the leading resistance to the globalists right now and I'm begging listeners to spread the word about the free podcast at PrisonPlanet.com, to spread the word about the radio show, to get my films, to make copies of them, to give them to everyone you know, and to realize that the feds are coming in saying they want to censor talk radio on the internet.
[01:57:20.909 --> 01:57:24.472]  They're now openly pushing it because they're a bunch of crooks and
[01:57:25.302 --> 01:57:27.163]  Did you think you'd ever see government-run health care?
[01:57:27.183 --> 01:57:33.245]  Did you ever think you'd see all these wars and torture and no Bill of Rights and face scanners and body scanners?
[01:57:34.205 --> 01:57:37.166]  Did you ever think you'd see the news promoting taking your pension funds?
[01:57:37.586 --> 01:57:41.567]  These people aren't gonna back off until we say no to these bullies!
[01:57:41.908 --> 01:57:42.808]  Great job, crew!
[01:57:45.083 --> 01:57:47.824]  Listen up friends, this is Alex Jones with key information.
[01:57:48.205 --> 01:57:51.726]  The mainstream media is now admitting that we're going into a depression.
[01:57:52.006 --> 01:57:54.648]  Don't be dependent on the government for you and your family.
[01:57:54.888 --> 01:57:59.870]  You need to get your own supply of high quality storable foods from efoodsdirect.com.
[01:58:00.270 --> 01:58:01.791]  They're the best company out there.
[01:58:02.031 --> 01:58:05.913]  The longest continually operating with a ton of great food to choose from.
[01:58:06.213 --> 01:58:08.234]  It's all fresh, made on a monthly basis.
[01:58:08.554 --> 01:58:11.556]  Not some old cruddy food they're selling you like some of the other guys.
[01:58:11.876 --> 01:58:13.597]  Try their new evacuation pack.
[01:58:13.797 --> 01:58:14.197]  We're good to go!
[01:58:38.567 --> 01:58:39.068]  We're good to go.
[01:58:56.929 --> 01:59:05.280]  By tracking 300 separately defined domestic and international trends, the Trends Journal establishes the connections that others fail to see or misinterpret.
[01:59:05.521 --> 01:59:12.690]  Gerald Salente's Trends Journal allows you to anticipate change, recognize the implications, and take protective strategies.
[01:59:13.371 --> 01:59:20.596]  Individual readers from every walk of life can put the Trends Journal Trends Forecast and Trends Analysis to practical use.
[01:59:21.176 --> 01:59:23.718]  Extra information to keep you well informed throughout the year.
[01:59:23.938 --> 01:59:30.982]  When any current event of major social, economic, or political significance occurs, Trends Journal notifies its subscribers of their implications.
[01:59:31.463 --> 01:59:33.324]  When you subscribe to the Trends Journal,
[01:59:33.704 --> 01:59:35.426]  You'll also receive Trends Alerts.
[01:59:35.726 --> 01:59:37.568]  Visit TrendsResearch.com today.
[01:59:37.888 --> 01:59:39.890]  That's TrendsResearch.com.
[01:59:40.210 --> 01:59:41.731]  Subscribe to the Trends Journal.
[01:59:42.051 --> 01:59:43.873]  This information is too important to wait.
[01:59:46.035 --> 01:59:47.196]  Coast to Coast.
[01:59:47.576 --> 01:59:48.978]  Direct from Austin.
[01:59:49.618 --> 01:59:52.841]  You're listening to the Alex Jones Broadcasting Network.
