[00:00:07.276 --> 00:00:08.583]  We are simulcasting.
[01:02:02.992 --> 01:02:10.217]  I don't think 5 million views, though, on that one channel for Obama Deception and a million and a half or whatever it is for Fall of the Republic.
[01:02:10.237 --> 01:02:19.262]  I mean, there's hundreds of other channels and streams and BitTorrents and conservatively, Obama Deception's been seen by, I'd say, 40 million people.
[01:02:19.302 --> 01:02:22.384]  This has been seen by 4 or 5 million, Fall of the Republic.
[01:02:22.765 --> 01:02:25.106]  There's no way to gauge what people have done on the street.
[01:02:25.766 --> 01:02:27.347]  The great folks at Freedom's Phoenix
[01:02:29.019 --> 01:02:35.984]  Out in Arizona, gave out over 30,000 copies at the university and in the town.
[01:02:36.144 --> 01:02:38.926]  I mean, on record, gave out 30,000 copies.
[01:02:39.346 --> 01:02:40.526]  I mean, that is aggressive.
[01:02:40.567 --> 01:02:41.467]  That is powerful.
[01:02:41.707 --> 01:02:44.329]  That's the spirit that could save this country.
[01:02:46.410 --> 01:02:57.197]  And everything we've talked about, everything we've exposed, in hindsight, has been proven right.
[01:02:58.337 --> 01:02:59.238]  And we are real.
[01:02:59.939 --> 01:03:01.320]  And that's why the New World Order hates us.
[01:03:01.600 --> 01:03:03.422]  They hate Fall of the Republic.
[01:03:03.462 --> 01:03:05.303]  They hate the Obama deception.
[01:03:05.464 --> 01:03:06.504]  They hate Endgame.
[01:03:07.045 --> 01:03:08.406]  Because it is veritas.
[01:03:08.506 --> 01:03:09.167]  It is truth.
[01:03:09.527 --> 01:03:16.774]  It shatters the left-right control bridle, the governor system that controls people's minds and limits their thought processes.
[01:03:16.854 --> 01:03:19.256]  It shatters the fake environmental movement.
[01:03:20.037 --> 01:03:23.500]  It shatters the federalization of police and Northcom.
[01:03:25.973 --> 01:03:32.639]  And I just wish I could somehow sit down and talk to every American and reach out to them.
[01:03:34.300 --> 01:03:36.442]  They've been brought up in tyranny incrementally.
[01:03:37.002 --> 01:03:40.565]  They psychologically are too afraid to admit the full magnitude of it.
[01:03:41.045 --> 01:03:44.208]  It's hard for me to admit it to myself consciously.
[01:03:45.369 --> 01:03:46.130]  That's why a lot of times
[01:03:47.754 --> 01:03:53.538]  I wake up almost every night at like 3.30 in the morning now, just laying there in the bed going, my God, this is so real.
[01:03:53.578 --> 01:03:54.379]  This is so big.
[01:03:54.419 --> 01:03:55.240]  This is so evil.
[01:03:55.340 --> 01:03:57.461]  And I am not perfect.
[01:03:57.922 --> 01:03:59.163]  I don't have all the answers.
[01:03:59.643 --> 01:04:00.303]  I get angry.
[01:04:00.464 --> 01:04:01.224]  I get primitive.
[01:04:02.265 --> 01:04:04.687]  I get very aggressive and I try to govern it.
[01:04:08.149 --> 01:04:14.274]  It's almost like I want to stop jogging every morning because it just gets me more and more angry and more and more aggressive, the testosterone.
[01:04:15.885 --> 01:04:33.646]  Because as a natural man, a red-blooded man, when people are doing these type of bad things, it just creates not even rage or anger, just more than fury, just like mechanized will to grapple with these people.
[01:04:41.488 --> 01:04:43.209]  I never said I was the man for the job.
[01:04:43.349 --> 01:04:44.789]  I'm in way over my head.
[01:04:45.390 --> 01:04:46.130]  But so are you.
[01:04:46.190 --> 01:04:58.335]  We were all in over our head up against an elite who studied how humans operate and are using psychology, sociology, anthropology, marketing, drugging the population, both overtly and covertly.
[01:04:58.695 --> 01:05:00.635]  And it's so real and it's so big.
[01:05:09.315 --> 01:05:25.127]  To see the average person reduced by Madison Avenue to feeling insecure about themselves, and to see the average person reduced and dehumanized and just turned into mindless vessels of dehumanization.
[01:05:29.250 --> 01:05:32.032]  And to know there's so many other wonderful, good people.
[01:05:32.472 --> 01:05:38.177]  I mean, I almost started crying last night when I was at that
[01:05:39.352 --> 01:05:40.112]  Demonstration.
[01:05:41.873 --> 01:05:46.414]  And I saw these families bringing their children up to me for me to shake their hand.
[01:05:46.474 --> 01:05:47.754]  I just look at their innocence.
[01:05:50.235 --> 01:05:56.496]  And I think about everything that our society has gone through, everything it's going through, everything it's going to go through.
[01:05:56.516 --> 01:06:05.238]  And I think about all the children the New World Order is killing, cutting off their food and water and power supplies and stopping development.
[01:06:09.378 --> 01:06:15.201]  And it blasted me.
[01:06:15.361 --> 01:06:34.532]  I am like blasted by like the winds of tyranny and it's really made me stronger in a way as so much of my worldliness that we all have in the system has been just peeled away and torn back but I'm still this primitive
[01:06:35.709 --> 01:06:43.513]  Weak creature, but at the same time, I have all these human attributes, all the good things that are in humanity, that paradox.
[01:06:45.114 --> 01:06:55.120]  And the more I learn about how people work, the more I understand about myself and others, that we just would have had more time, more time to recognize this earlier.
[01:06:55.140 --> 01:06:59.242]  If we had listened to those 50, 60 years ago that warned us, God, it's horrible.
[01:07:01.874 --> 01:07:03.776]  People think perception is reality.
[01:07:03.816 --> 01:07:07.279]  They think what they buy into is what is the truth.
[01:07:07.379 --> 01:07:12.243]  And I've learned in my life to really try to search out what the real truth is.
[01:07:13.804 --> 01:07:16.447]  And I just realized that we are a culture of lies.
[01:07:21.111 --> 01:07:24.714]  A culture of people that have bought into so many lies and so many distortions.
[01:07:26.275 --> 01:07:28.259]  And that's the offer of the New World Order.
[01:07:28.319 --> 01:07:31.664]  We'll drug you up, we'll give you entertainment, we'll euthanize you slowly.
[01:07:32.858 --> 01:07:43.760]  You know, it's the comfortable, easy way to go versus trying to be an individual in this high-tech grid and trying to figure it out, something I do around the clock.
[01:07:44.460 --> 01:07:45.841]  I dream about this stuff.
[01:07:45.881 --> 01:07:47.201]  I wake up thinking about it.
[01:07:47.361 --> 01:07:56.363]  I constantly have epiphanies and incredibly advanced understandings, and then later I read white papers written by top globalists
[01:07:56.883 --> 01:08:03.969]  That are as if it was written by me, but with the evil twist of that they're just openly stating it and saying it's good.
[01:08:04.589 --> 01:08:08.152]  And then to be verified, to be, to know I'm right.
[01:08:09.313 --> 01:08:12.035]  You know, I don't, I wish it wasn't true.
[01:08:12.075 --> 01:08:15.998]  So I know that human weakness of like just denial.
[01:08:16.298 --> 01:08:17.920]  No, it can't be.
[01:08:19.020 --> 01:08:19.581]  It couldn't be.
[01:08:34.403 --> 01:08:47.835]  The New World Order is here to devolve and to rip apart and to trample and to stampede humanity.
[01:08:50.197 --> 01:09:01.867]  It is a panoptagon system to turn the world into a control freak, sadistic, psychopathic paradise.
[01:09:03.894 --> 01:09:05.275]  A paradise of evil.
[01:09:05.795 --> 01:09:08.936]  A paradise of blood and torture and pain and humiliation.
[01:09:09.356 --> 01:09:18.981]  In fact, guys, Google for me, search engine for me, 1984 and the term trampling and being trampled on.
[01:09:19.021 --> 01:09:20.841]  I want that full O'Brien quote.
[01:09:21.542 --> 01:09:31.066]  When he finally breaks Winston, and that's their religion, and he leans over Winston, when Winston now believes 2 plus 2 equals 5,
[01:09:32.930 --> 01:09:35.392]  Because freedom is the ability to say 2 plus 2 equals 4.
[01:09:35.452 --> 01:09:37.153]  That really is freedom.
[01:09:39.595 --> 01:09:43.537]  And he leans over and he says, now you see, Winston, we are the priest of power.
[01:09:43.678 --> 01:09:46.119]  Always pressing on the nerve of power.
[01:09:48.181 --> 01:09:56.967]  You know, you look at my body, the torturer says, the inner party member as he leans over Winston, a little newspaper propagandist from the Ministry of Truth,
[01:09:59.141 --> 01:10:20.809]  And he says, you look at the lines in my face and the blood vessels in my eyes and how I look like the life is going out of me, but that's the vigor of the overall species, the psychopathic uber-species that's going to just tear down humanity, stomp on humanity, annihilate
[01:10:22.130 --> 01:10:25.851]  Humanity just driving over it, stomping on the human face forever.
[01:10:26.252 --> 01:10:29.313]  And Orwell had been a secret policeman in India.
[01:10:29.893 --> 01:10:32.314]  He'd fought for the communists, found out that was all rigged.
[01:10:32.354 --> 01:10:35.135]  He'd been a top propagandist at BBC during the war.
[01:10:37.779 --> 01:10:42.463]  And I've read just so many of his essays and letters where he was talking about this is the real world.
[01:10:42.523 --> 01:10:43.544]  This is what they're building.
[01:10:44.285 --> 01:10:48.368]  But Huxley came along before he died and gave that Berkeley speech and admitted it's all real.
[01:10:48.709 --> 01:10:50.690]  The UN plans to drug you, dumb you down.
[01:10:51.011 --> 01:10:53.873]  My brother, you know, runs a lot of it at UNESCO.
[01:10:56.115 --> 01:10:56.796]  Julian Huxley.
[01:10:58.180 --> 01:10:59.461]  And Orwell had it wrong.
[01:11:00.382 --> 01:11:11.091]  It's going to be a Trudgeon, black ski mask, boot on the face, but with an overlay of glitz and glamour and entertainment and drugs and drugging and genetic engineering.
[01:11:11.212 --> 01:11:13.393]  And I mean, he wrote that in 33.
[01:11:13.714 --> 01:11:16.276]  Do you know how far past us these people are?
[01:11:16.296 --> 01:11:16.276]  1933.
[01:11:17.437 --> 01:11:25.104]  I can't read Brave New World or Brave New World Revisited, which is a nonfiction.
[01:11:27.250 --> 01:11:30.972]  Because I see everything they're doing to us and it's a joke.
[01:11:31.052 --> 01:11:41.319]  It's a sick joke for them to crouch on us and to sit on our chest and to beat on us and to just throw it in our face.
[01:11:43.840 --> 01:11:45.661]  Put that Orwell clip back up for me, please.
[01:11:46.402 --> 01:11:47.282]  I want to read that on air.
[01:11:48.843 --> 01:11:55.227]  I saw that you did successfully pull it up there for a moment, Matt Ryan.
[01:11:58.439 --> 01:12:01.441]  Alright, this is O'Brien while he is torturing him.
[01:12:01.721 --> 01:12:02.662]  Oh, Jaren, you have it printed out?
[01:12:03.523 --> 01:12:04.043]  Bring it on in.
[01:12:05.364 --> 01:12:05.905]  Thank you, brother.
[01:12:09.507 --> 01:12:12.629]  This is O'Brien when he's finally broken Winston.
[01:12:13.130 --> 01:12:15.251]  And Winston loves Big Brother and is ready to be killed.
[01:12:16.452 --> 01:12:17.433]  They want you to thank them.
[01:12:17.713 --> 01:12:18.934]  They want you to love torture.
[01:12:18.974 --> 01:12:21.256]  They want you to love dehumanization, think that's good.
[01:12:22.096 --> 01:12:25.459]  All the movies and video games of the violence and where the evil guys are
[01:12:27.364 --> 01:12:28.505]  Vaunted and supported?
[01:12:29.546 --> 01:12:30.086]  Exactly!
[01:12:30.487 --> 01:12:33.389]  By making him suffer, obedience is not enough.
[01:12:33.769 --> 01:12:38.213]  Unless he is suffering, how can you be sure that he is obeying your will and not his own?
[01:12:38.653 --> 01:12:40.855]  Power is in inflicting pain and humiliation.
[01:12:41.256 --> 01:12:47.221]  Power is in tearing human minds to pieces and putting them together again in new shapes of your own choosing.
[01:12:48.041 --> 01:12:53.446]  You begin to see, then, what kind of world we are creating.
[01:12:54.983 --> 01:13:00.647]  It is the exact opposite of the stupid, hedonistic utopia that the old reformers imagined.
[01:13:01.708 --> 01:13:06.932]  A world of fear and treachery is torment.
[01:13:07.232 --> 01:13:10.194]  A world of trampling and being trampled upon.
[01:13:10.274 --> 01:13:15.678]  A world which will grow not less but more merciless as it refines itself.
[01:13:16.619 --> 01:13:21.002]  Progress in our world will be progress towards more pain.
[01:13:22.315 --> 01:13:25.536]  The old civilizations claim that they were founded on love and justice.
