# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:31.280 --> 00:00:32.859]  Tomorrow's news today.
[01:01:04.480 --> 01:01:06.159]  I think they're going to come arrest me.
[01:01:08.079 --> 01:01:12.239]  And we got Obama saying, oh, yeah, clearly, 2018, Trump's a Russian.
[01:01:12.480 --> 01:01:14.719]  You saw how they were saying it last year.
[01:01:16.079 --> 01:01:22.000]  They just bring forward lies for a year, and then they go away for a little while, and they bring it back again.
[01:01:22.320 --> 01:01:29.440]  They've recycled the Russia crap the last eight and a half years, nine years, six, seven times.
[01:01:29.760 --> 01:01:34.880]  And that's why I knew and could guess that this new Epstein stuff will just be recycled crap as well.
[01:01:35.039 --> 01:01:36.000]  And now we know it is.
[01:01:36.320 --> 01:01:37.039]  We'll be right back.
[01:01:37.119 --> 01:01:37.599]  Stay with us.
[01:01:37.840 --> 01:01:40.960]  The Justice Department has announced the formation of a strike force.
[01:01:41.039 --> 01:01:50.000]  That's what they're calling it, to go after Obama and Clapper, Brendan Comey, and others for their treasonous conspiracy to overturn the 2016 election.
[01:01:50.079 --> 01:01:51.440]  And then the ongoing information.
[01:01:51.760 --> 01:02:07.119]  Tulsi Gabbard is set to release stuff far more damning, not just on the Crossfire Hurricane Russia, Russia, Russia lie, but also the Democrats working in 2020 with the communist Chinese to have the mail-in ballots and then cover that up and more.
[01:02:08.320 --> 01:02:14.880]  But we have people like Clapper, Comey, Brennan, Obama, who all ran around 2017, 2018, 2019.
[01:02:15.119 --> 01:02:18.079]  Hell, Comey was doing it in 2020, 2022, 30.
[01:02:18.320 --> 01:02:19.119]  He never stopped.
[01:02:19.440 --> 01:02:21.039]  Oh, yeah, we know he's a Russian agent.
[01:02:21.199 --> 01:02:22.000]  Yeah, we have the proof.
[01:02:22.239 --> 01:02:27.280]  But now they claim, oh, they didn't agree with the intelligence, though they demanded the intelligence assessment.
[01:02:27.920 --> 01:02:29.519]  And they said, don't use it.
[01:02:29.679 --> 01:02:31.119]  But the documents show otherwise.
[01:02:31.280 --> 01:02:36.719]  So here's Clapper back in 2017 saying, oh, yeah, Trump's a Russian agent.
[01:02:38.000 --> 01:02:41.199]  And then here he is last night saying, oh, he fears he'll be indicted.
[01:02:41.280 --> 01:02:41.679]  Here it is.
[01:02:42.320 --> 01:02:50.480]  I think this past weekend is illustrative of what a great case officer Vladimir Putin is.
[01:02:50.800 --> 01:02:54.800]  He knows how to handle an asset, and that's what he's doing with the president.
[01:02:55.519 --> 01:02:58.159]  You're saying that Russia is handling President Trump as an asset?
[01:02:58.960 --> 01:03:01.199]  That seems to be the appearance to me.
[01:03:01.519 --> 01:03:11.280]  When the director says that she's referred these filings to the Justice Department for criminal investigation, tonight we're told they formed what is called a strike force.
[01:03:11.599 --> 01:03:14.639]  Do you have concerns that they will attempt to prosecute you?
[01:03:14.960 --> 01:03:16.239]  Well, certainly I do.
[01:03:17.679 --> 01:03:32.079]  You know, after eight and a half years of this, and I don't know of an intelligence product that was more scrutinized, more investigated than that product was by numerous people.
[01:03:34.239 --> 01:03:36.400]  You know, it's very disconcerting.
[01:03:36.559 --> 01:03:37.119]  It really is.
[01:03:37.280 --> 01:03:46.000]  And I take seriously when President of the United States accuses me of being a participant in a treasonous conspiracy, which is ridiculous.
[01:03:46.320 --> 01:03:48.000]  Yeah, what's your reaction to that?
[01:03:48.320 --> 01:03:49.440]  It's ridiculous.
[01:03:49.760 --> 01:03:51.920]  It just is untrue.
[01:03:52.400 --> 01:03:54.159]  So what will you do if they come after you?
[01:03:54.320 --> 01:03:55.280]  What is your plan?
[01:03:55.599 --> 01:03:58.639]  Well, I'll lawyer up, I suppose.
[01:03:58.960 --> 01:03:59.760]  Already have.
[01:04:00.400 --> 01:04:05.519]  You've already hired attorneys in case of, in anticipation that this Trump Justice Dormit could try to prosecute you.
[01:04:05.760 --> 01:04:10.639]  We've had sort of perpetual attorneys since I left the government in 2017.
[01:04:11.199 --> 01:04:14.159]  Former Director James Clapper, thank you for joining us tonight to respond to.
[01:04:14.400 --> 01:04:15.280]  Thanks for having me.
[01:04:15.519 --> 01:04:16.239]  Appreciate your time.
[01:04:16.559 --> 01:04:18.239]  Clapper's as dirty as it gets.
[01:04:18.400 --> 01:04:21.920]  When he was the NSA director, remember that?
[01:04:22.239 --> 01:04:25.519]  He testified to Congress, what was that, 10 years ago?
[01:04:25.840 --> 01:04:26.639]  He pulled the clip up.
[01:04:26.720 --> 01:04:29.760]  He's typing, Clapper lies about NSA spying on Americans.
[01:04:30.000 --> 01:04:33.440]  He says, no, the NSA has never spied on an American inside America.
[01:04:34.079 --> 01:04:37.360]  I mean, that's like saying, again, the Atlantic Ocean doesn't have water in it.
[01:04:38.720 --> 01:04:40.320]  Or that, you know, pelicans don't fly.
[01:04:40.400 --> 01:04:43.599]  I mean, it's just, it's just that it's just over the top.
[01:04:44.720 --> 01:04:46.960]  And later he said, oh, I'm sorry, I misspoke.
[01:04:51.840 --> 01:04:54.079]  Oh, my goody, goody gumdrops.
[01:04:54.400 --> 01:05:09.599]  And now we, of course, have documents that he spied on me directly and Trump Myself starting in 2007 and then expanded in 2013 onto Trump and myself again.
[01:05:10.559 --> 01:05:11.360]  Kind of a big deal.
[01:05:11.440 --> 01:05:12.639]  We have all those documents.
[01:05:12.960 --> 01:05:22.480]  We put them out over the years, new ones the last few months, and zero coverage by the Mike Benzes of the world.
[01:05:22.719 --> 01:05:23.360]  I'm not even against him.
[01:05:23.440 --> 01:05:24.159]  He does a great job.
[01:05:24.320 --> 01:05:29.039]  He's a great former government analyst and speechwriter for Trump and advisor.
[01:05:29.280 --> 01:05:30.559]  I love Mike Benz.
[01:05:31.199 --> 01:05:35.119]  But I mean, I just single him out because he's on the beat of everything.
[01:05:35.440 --> 01:05:45.920]  Bongino, at least a year ago, got some of the secret documents that we'd also gotten and showed the 20-something people that were targeted starting in 2016 for destruction.
[01:05:46.159 --> 01:05:52.639]  I'm on the list, of course, by the Deep State, by the ongoing stay-behind networks.
[01:05:52.960 --> 01:05:56.159]  But that's not about me.
[01:05:56.320 --> 01:05:58.639]  That's about the crimes they committed.
[01:06:01.760 --> 01:06:06.480]  But just it's not fashionable to defend Alex Jones or anybody else that's actually under attack.
[01:06:07.440 --> 01:06:10.159]  When it's meat and potatoes proof of all of this.
[01:06:10.719 --> 01:06:16.719]  And we've still got the same people running around on TV, Clapper, Brennan Comey, all of them saying we didn't spout on anybody.
[01:06:16.880 --> 01:06:17.679]  Although the hell you didn't.
[01:06:18.000 --> 01:06:19.519]  It's declassified now.
[01:06:21.360 --> 01:06:23.760]  So I had this stuff in 2017.
[01:06:25.280 --> 01:06:41.840]  So yeah, it's a treasonous conspiracy to say Trump's a Russian agent and put $2 billion of funding in when Obama left in the Defense Authorization Act to undermine and attack Trump and his key supporters like yours truly with all the lawfare and run by the CIA and Justice Department.
[01:06:42.800 --> 01:06:44.800]  And I haven't even told you yet.
[01:06:46.000 --> 01:06:47.280]  I haven't covered it yet here.
[01:06:47.360 --> 01:07:09.519]  Kamala Harris's husband and Wilkie Farr, one of the most nasty Democrat law firms that Trump singled out for lawfare, has now taken over or come into the case with Paul Weiss, the other nasty top Democrat firm, in their ongoing attacks on us because we're beating them with the truth.
[01:07:10.480 --> 01:07:12.400]  That's a whole nother soap opera.
[01:07:15.519 --> 01:07:27.920]  But other than Tucker Carlson and Steve Bannon covering what's happened to us, no one of any renowned touches it.
[01:07:28.239 --> 01:07:30.400]  It's all complete, total smoking gun.
[01:07:34.239 --> 01:07:41.679]  So kind of a big deal targeting journalists, targeting talk show hosts, and everything you've seen happen since then.
[01:07:43.920 --> 01:07:47.840]  And we have the FBI on the stand admitting they were sent in at me to get the lawsuits going.
[01:07:47.920 --> 01:07:53.199]  We have undercover FBI, CIA admitting that they investigated me for 10 years, starting with Obama, could find nothing.
[01:07:53.280 --> 01:07:58.239]  So they cooked up this lie that I did this stuff with Sandy Hook, had show trials produced by HBO.
[01:07:59.119 --> 01:08:00.960]  And that's just a window into these people.
[01:08:01.119 --> 01:08:02.880]  Imagine everything else they're doing.
[01:08:04.480 --> 01:08:11.360]  And then we get to see Clapper saying, we never said Trump was a Russian, and we never did any of this.
[01:08:11.519 --> 01:08:13.360]  And this was the most scrutinized intelligence ever.
[01:08:13.440 --> 01:08:14.559]  What does that mean?
[01:08:15.199 --> 01:08:17.840]  You mean the most scrutinized BS you created ever?
[01:08:19.680 --> 01:08:22.479]  And then if they're not removed, all their minions are still in.
[01:08:22.800 --> 01:08:26.640]  They'll just cling to the bureaucracy.
[01:08:26.960 --> 01:08:30.159]  And they will continue to attack even though Trump's in office again.
[01:08:31.680 --> 01:08:34.479]  The American people, Trump, anybody that supports him prominently.
[01:08:34.720 --> 01:08:38.399]  And then they're going to go to town when they get back into power in three and a half years.
[01:08:41.039 --> 01:08:56.640]  So yeah, Trump and the DOJ that he's got has to go after these people with the full power of the law and justice because as Gabbard has said, as Trump has said, this is open and shut.
[01:08:59.039 --> 01:09:04.800]  And Gabbard has a lot of guts because believe me, Ratcliffe was in this job.
[01:09:05.039 --> 01:09:06.159]  He's now the CI director.
[01:09:06.239 --> 01:09:09.760]  He was the director of national intelligence and he didn't release any of this in Trump's first term.
[01:09:09.920 --> 01:09:11.119]  And now there's even more.
[01:09:11.439 --> 01:09:22.720]  And the word is from Matt Tahimi and others, and I already predicted this because I know, that the surveillance and the deep state NSA crap went on during the Biden administration and they spied on Trump's campaign again.
[01:09:23.039 --> 01:09:26.640]  And I predict within the next two weeks, Tulsi Gabbard will release that.
[01:09:30.159 --> 01:09:31.520]  It's been given to Congress.
[01:09:31.760 --> 01:09:34.000]  Notice she brought out a congressional report yesterday.
[01:09:34.319 --> 01:09:35.920]  She already had it all, but she did it the proper way.
[01:09:36.000 --> 01:09:37.359]  She gave it to Congress.
[01:09:39.600 --> 01:09:42.079]  She reports to Congress, not just the president.
[01:09:42.399 --> 01:09:43.920]  That's oversight.
[01:09:44.479 --> 01:09:46.800]  And so it's all going to come out.
[01:09:47.119 --> 01:09:49.840]  I've already experienced it at point-blank range.
[01:09:50.159 --> 01:09:51.600]  There's nothing like experiencing.
[01:09:51.760 --> 01:09:53.760]  So I know all about the spooks.
[01:09:54.079 --> 01:09:57.279]  It would take days to go over the stuff they've done to us.
[01:09:57.920 --> 01:10:02.720]  And they're harassing Boy Scouts, so they never got anything, even though they tried to set us up.
[01:10:04.239 --> 01:10:09.600]  It's been interesting, though, to just watch them be able to get away with all this, and they just think they can do anything.
[01:10:11.520 --> 01:10:14.399]  Here's Gutfeld with a nice summation of this.
[01:10:14.479 --> 01:10:15.199]  Here it is.
[01:10:18.560 --> 01:10:24.159]  And suddenly they won't be mad at Trump anymore for not releasing the Epstein files or whatever he had to do with any of it.
[01:10:25.279 --> 01:10:30.479]  It's preposterous that we were talking about Hillary Clinton's emails again in 2025.
[01:10:30.800 --> 01:10:33.119]  We spent years to take this story.
[01:10:34.640 --> 01:10:39.760]  We had to take this story seriously for years and it was false.
[01:10:40.000 --> 01:10:40.399]  It wasn't false.
[01:10:40.800 --> 01:10:41.279]  No, no, no.
[01:10:41.359 --> 01:10:43.520]  For people to understand what happened, all right?
[01:10:43.840 --> 01:10:47.920]  Because the problem with this story is that nobody knows what you're talking about.
[01:10:48.239 --> 01:10:54.960]  When Trump won in 2016, the Intel community concluded that Russia didn't have a hand in his victory.
[01:10:55.279 --> 01:11:01.039]  Instead of accepting the inclusion, Obama determined and wanted a new conclusion.
[01:11:01.359 --> 01:11:09.840]  So he sent Brennan running to come up with a new collusion, that there was some kind of trivial involvement, that then they could feed out to the media.
