# Transcription model: large-v3
[00:00:27.980 --> 00:00:30.780]  InfoWars. InfoWars.
[01:09:49.689 --> 01:09:54.829]  And when I get back this evening, we've already had these reports exposing what the deep state's been doing ready for the last few weeks.
[01:09:54.890 --> 01:09:56.449]  We've been adding new information as it came out.
[01:09:56.890 --> 01:09:58.989]  I was already set to release it today.
[01:09:59.810 --> 01:10:00.869]  This is big news.
[01:10:01.069 --> 01:10:07.189]  I just did a two-hour interview with Tucker Carlson that they are going to release in the next three hours.
[01:10:07.850 --> 01:10:09.229]  It is beyond bombshell.
[01:10:09.250 --> 01:10:19.060]  It's a major scandal inside the White House with Boris Epstein and what he's been doing behind the scenes with these deals with Democrats with Trump.
[01:10:19.199 --> 01:10:24.609]  How that ties into my case, it is a big deal, and Trump is going to be atomic-level pissed.
[01:10:24.649 --> 01:10:30.050]  And obviously, Tucker Carlson has dialed into everything.
[01:10:30.050 --> 01:10:30.760]  I'll just leave it at that.
[01:10:30.878 --> 01:10:35.979]  It's just no secret that he's like the unofficial ambassador to everything.
[01:10:36.809 --> 01:10:38.949]  So, I've been in intense meetings here.
[01:10:40.430 --> 01:10:43.250]  I was in four hours of meetings with Tucker yesterday.
[01:10:44.170 --> 01:10:46.890]  A lot of big stuff that I'll be revealing once I get back to Austin.
[01:10:47.829 --> 01:10:55.550]  I'll be back in Austin by about 6. We need to go ahead and just get those reports that were finalized done tonight with the updates.
[01:10:55.630 --> 01:10:56.569]  We're going to release those tomorrow.
[01:10:56.829 --> 01:10:59.130]  They have all the documents and all the proof, the Justice Department.
[01:11:00.649 --> 01:11:07.890]  Illegally, under Obama, and then they kept it secret under Trump, and then now under Biden, and then now it's all coming out.
[01:11:08.930 --> 01:11:12.390]  We just got so much information about the break, but you saw...
[01:11:13.159 --> 01:11:14.420]  The big headlines everywhere today.
[01:11:14.520 --> 01:11:24.399]  Oh, Connecticut Supreme Court says they're not even going to hear our case because it's so bulletproof of the show trial being found guilty by the judges.
[01:11:24.539 --> 01:11:25.300]  All of it.
[01:11:25.340 --> 01:11:28.340]  They are just desperate to shut us down, but we've survived so long.
[01:11:28.800 --> 01:11:30.819]  And, you know, it's all in God's hands.
[01:11:30.880 --> 01:11:32.180]  We will continue on regardless.
[01:11:33.039 --> 01:11:42.159]  That's why everybody's supporting us at TheAlexJonesStore.com that I don't own, that they can't get, but it's going to be our sponsor with The Alex Jones Network and the other folks we're going to be working with.
[01:11:42.649 --> 01:11:44.550]  They came in and offered him all this money.
[01:11:45.090 --> 01:11:46.369]  They said, we don't want money.
[01:11:46.369 --> 01:11:47.189]  We want him off the air.
[01:11:47.250 --> 01:11:47.689]  We're under law.
[01:11:47.810 --> 01:11:48.750]  You're supposed to only get money.
[01:11:49.310 --> 01:11:51.789]  And we now know they've raised hundreds of millions of dollars off my name.
[01:11:51.850 --> 01:11:52.529]  We have the documents.
[01:11:53.170 --> 01:11:54.430]  All of this is going to be released.
[01:11:54.569 --> 01:11:55.270]  Now's the time.
[01:11:55.409 --> 01:11:57.289]  Okay, because more keeps coming out, but we're done.
[01:11:57.409 --> 01:11:58.170]  It all comes out tomorrow.
[01:11:58.710 --> 01:12:00.029]  A bunch is already coming out today.
[01:12:00.210 --> 01:12:01.710]  I just told Tucker Carlson everything.
[01:12:02.310 --> 01:12:09.930]  We also went into the origins of 9-11, the Iran looming war, imminent left-wing stage false flags.
[01:12:10.510 --> 01:12:11.590]  We try to create civil unrest.
[01:12:11.850 --> 01:12:12.350]  Tucker agrees.
[01:12:12.449 --> 01:12:13.430]  That's coming from his sources.
[01:12:14.050 --> 01:12:18.250]  So this interview with Tucker tonight is going to be beyond bombshell.
[01:12:18.890 --> 01:12:20.289]  It'll be on X. It'll be everywhere.
[01:12:20.430 --> 01:12:20.850]  Get it.
[01:12:20.850 --> 01:12:21.489]  Get it out to everybody.
[01:12:22.010 --> 01:12:23.930]  But I'm going to let you get back to what you're doing.
[01:12:24.529 --> 01:12:27.829]  And then as soon as I get into better cell zones, I'm on one bar here.
[01:12:28.850 --> 01:12:34.090]  Boca Grande is a beautiful place, but it's out in the middle of nowhere with not much internet.
[01:12:34.329 --> 01:12:38.869]  So I'm on my way back into Sarasota to fly out right now.
[01:12:39.539 --> 01:12:41.859]  And so I'll be on a plane in the next couple hours.
[01:12:42.260 --> 01:12:43.260]  Back to you guys.
[01:12:43.460 --> 01:12:47.319]  I want to thank the listeners, the crew, everybody standing with us during this stressful time.
[01:12:47.880 --> 01:12:48.680]  This is historic.
[01:12:49.439 --> 01:12:56.100]  Here's a little prelude video I shot with Tucker about two and a half hours ago before he did this two-plus-hour tour de force interview.
[01:12:56.260 --> 01:13:00.939]  We're going to play that right now here in a moment, and then Chase will continue covering the news.
[01:13:01.260 --> 01:13:05.939]  And then I'm going to give you a first look, details of what's just happened and what's coming next.
[01:13:06.100 --> 01:13:08.819]  I'm going to make some more phone calls before I do that.
[01:13:09.470 --> 01:13:16.430]  So coming up here in about 30 minutes, I'll be connecting via Zoom to host some of the show with Chase Geyser from the road.
[01:13:16.649 --> 01:13:18.369]  But again, folks, we can't do this without you.
[01:13:18.770 --> 01:13:19.470]  TheAlexJonesStore.com.
[01:13:19.569 --> 01:13:22.430]  We're taking on the deep state for you, for ourselves, for our family, for our future.
[01:13:23.489 --> 01:13:24.590]  The best Bethlehem Blue.
[01:13:24.750 --> 01:13:25.470]  Ultra Bethlehem Blue.
[01:13:26.250 --> 01:13:28.250]  The best Irish Seamoss.
[01:13:28.350 --> 01:13:29.050]  The best Shiloh Tea.
[01:13:29.090 --> 01:13:29.989]  All these are super nutrients.
[01:13:30.149 --> 01:13:30.989]  They all do incredible things.
[01:13:31.289 --> 01:13:33.590]  We have hands down the best Bethlehem Blue out there.
[01:13:33.789 --> 01:13:34.430]  It's in stock.
[01:13:34.510 --> 01:13:35.149]  It's ready to ship.
[01:13:35.229 --> 01:13:36.470]  It takes funds to fight the enemy.
[01:13:37.320 --> 01:13:39.939]  And people say, well, you could have just given up and let them take over in full force.
[01:13:40.220 --> 01:13:51.140]  You know, the fraud involved, in my view, the racketeering, the conspiracy against rights, we were getting ready to file all that literally today, but I've been so busy I have to green light it all, but that's still all going forward.
[01:13:51.579 --> 01:13:53.500]  But it's good we waited because we have even more now.
[01:13:54.400 --> 01:13:58.729]  This is a major White House scandal now that ties into all that.
[01:13:58.729 --> 01:14:10.548]  And so you definitely want to understand that this is serious conspiracy against rights racketeering, abusive process situation with the Democrat lawfare mafia.
[01:14:10.548 --> 01:14:15.009]  And they have really been naked with their attacks on me, and it's all coming to a head.
[01:14:15.009 --> 01:14:19.939]  And I can tell you the White House is pissed off, and Trump is pissed off, and this is a big deal.
[01:14:19.948 --> 01:14:29.779]  So I'm going to wreck an order, my thoughts, make a few phone calls, and then I'll be back towards the end of the hour once I get into a good enough reach, and I'll have a video connection to you guys.
[01:14:29.869 --> 01:14:33.948]  But again, now is the time to stand with Trump, with America, with InfoWars.
[01:14:33.988 --> 01:14:35.929]  What we're doing, we cannot do it without you.
[01:14:37.010 --> 01:14:38.069]  You are not just important.
[01:14:38.210 --> 01:14:40.189]  You are critical listeners and viewers in this fight.
[01:14:40.350 --> 01:14:42.289]  A lot of us will continue on this long.
[01:14:42.529 --> 01:14:51.189]  And in the process, we've exposed the globalists and just their countless bizarre attempts illegally to close our doors without court orders, fake auctions, Bloomberg coming in and trying to buy it.
[01:14:51.369 --> 01:14:53.189]  I mean, they are just completely desperate.
[01:14:53.550 --> 01:14:56.510]  They think this harassment of me and my family is going to deter me.
[01:14:56.609 --> 01:14:58.210]  All it's done is made me redouble my efforts.
[01:14:58.369 --> 01:15:00.489]  The words of John Paul Jones, I've only begun to fight.
[01:15:00.729 --> 01:15:04.810]  Here's a little clip with myself and Tucker, and then I'll be back later in the hour.
[01:15:04.850 --> 01:15:05.329]  Thank you so much.
[01:15:06.010 --> 01:15:11.130]  Why did the FBI and the DOJ single out Alex Jones for total personal destruction?
[01:15:12.309 --> 01:15:18.189]  And I've actually been meditating on this for the past 15 years, and I have a new thought, so I'm going to ask you about it.
[01:15:18.289 --> 01:15:25.590]  On March 6th, 2001, Alex Jones first predicted the September 11th attack on the World Trade Center.
[01:15:25.770 --> 01:15:36.130]  You've got an element of the FBI and these war game scenarios where they can remote control a 747 and they're going to crash it into the World Trade Center.
[01:15:36.909 --> 01:15:43.010]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:15:43.210 --> 01:15:47.949]  Visit InfoWars.com forward slash show and share the link today.
[01:15:48.250 --> 01:15:52.369]  Well, we're here with the one, the only Tucker Carlson in a secret lair.
[01:15:52.729 --> 01:15:53.829]  He's about to interview...
[01:15:53.829 --> 01:15:54.609]  Not so secret!
[01:15:55.450 --> 01:16:11.210]  So, you've been traveling the world, really investigating what's happening and trying to get world peace, and we were talking last night, you really think that this Iran war that's so close to kicking off would be much worse, talking to all the experts, than even what we see in Ukraine that's got us on the road to nuclear war.
[01:16:11.909 --> 01:16:15.489]  What's your inside baseball on that briefly, and what are we going to be talking about today on your show that airs tonight?
[01:16:17.109 --> 01:16:20.470]  Well, I mean, I'm just, you know, I think Donald Trump was elected.
[01:16:20.989 --> 01:16:25.630]  In part on the promise, heavily on the promise, you know, like no more wars that don't help the United States.
[01:16:26.050 --> 01:16:32.130]  I don't think there's any war that poses a bigger risk to us than a conflict with Iran for a bunch of reasons.
[01:16:32.890 --> 01:16:42.829]  But I actually think, call me naive, I think Steve Witkoff, who's the president's global envoy, has a pretty good shot of getting this wrapped up peacefully.
[01:16:43.510 --> 01:16:44.789]  So I'm really grateful for that.
[01:16:45.229 --> 01:16:46.909]  Never thought I'd say it, but I mean that.
[01:16:47.550 --> 01:16:54.340]  As for what we're talking about, I want to know Why the feds have been tormenting you for 25 years?
[01:16:54.439 --> 01:16:55.859]  And I've thought a lot about it.
[01:16:55.899 --> 01:17:00.920]  Why did the FBI and the DOJ single out Alex Jones for total personal destruction?
[01:17:01.619 --> 01:17:05.039]  And I've actually been meditating on this for the past 15 years.
[01:17:05.100 --> 01:17:06.619]  And I have a new thought.
[01:17:06.760 --> 01:17:08.020]  So I'm going to ask you about it.
[01:17:08.100 --> 01:17:11.340]  Well, I think that's the connection.
[01:17:11.640 --> 01:17:13.899]  I think you predict 9-11.
[01:17:13.960 --> 01:17:17.260]  You're the only person in the world who says out loud, time stamped on camera.
[01:17:17.869 --> 01:17:20.949]  They're going to knock down the World Trade Centers with airplanes and blame Osama bin Laden.
[01:17:21.050 --> 01:17:21.550]  You say that.
[01:17:21.609 --> 01:17:22.270]  We can prove it.
[01:17:22.310 --> 01:17:22.810]  That's not a guess.
[01:17:23.689 --> 01:17:26.789]  And then rather than call you and ask, like, how did you know that, Alex Jones?
[01:17:26.949 --> 01:17:28.270]  Do you have any information we should know about?
[01:17:28.829 --> 01:17:32.649]  The 9-11 Commission totally ignores you, and then the feds decide to destroy you.
[01:17:32.750 --> 01:17:34.949]  And I don't think that's, those are unconnected facts.
[01:17:35.229 --> 01:17:40.909]  Yeah, that's the famous July 25th, but my crew member, Chase Geiser, using chat CBT, actually found a bunch when I talked about it.
[01:17:42.090 --> 01:17:45.409]  March and April of that year, specifically, and the CIA.
[01:17:45.609 --> 01:17:47.829]  If I'm the 9-11 Commission, I'm looking around.
