# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.580 --> 00:01:04.030]  Tomorrow's news today.
[01:21:02.979 --> 01:21:16.500]  And then you've got some of the neocon, leftover American right-wing media like Mark Levin hopping pissed at Trump that he doesn't want to get us into a nuclear war and is just trying to stop the madness.
[01:21:19.060 --> 01:21:20.640]  It's an incredible time to be alive.
[01:21:21.130 --> 01:21:24.569]  The toll-free number to join us is 877-789-2539.
[01:21:25.189 --> 01:21:26.970]  877-789-ALEX.
[01:21:28.989 --> 01:21:32.050]  877-789-2539.
[01:21:33.470 --> 01:21:38.609]  And we're doing first-time callers, at least, in the first bank of callers.
[01:21:40.189 --> 01:21:42.010]  877-789-2539.
[01:21:42.250 --> 01:21:46.010]  And after we go through this bank of calls, the next round, it's a free-for-all.
[01:21:46.069 --> 01:21:48.409]  But let's give first-timers a shot here at the first.
[01:21:48.489 --> 01:21:50.130]  877-789-2539.
[01:21:50.600 --> 01:22:06.279]  Now, no matter how good your call is, I'm going to limit you to 90 seconds in my response to a minute or less because I really want to get more callers in because it's just, when I listen to rebroadcast, the ones that are me, I just don't listen to them.
[01:22:06.680 --> 01:22:09.840]  But the shows I do like to personally listen to later is your calls.
[01:22:10.420 --> 01:22:12.119]  And I think the listeners like it.
[01:22:12.180 --> 01:22:12.739]  They tell me they do.
[01:22:12.859 --> 01:22:14.000]  So we need to take more calls.
[01:22:14.380 --> 01:22:15.920]  877-789-2539.
[01:22:17.220 --> 01:22:21.359]  There is massive amounts of news I didn't get to yesterday that nobody's covering that's so important.
[01:22:23.359 --> 01:22:24.699]  But nobody covering it.
[01:22:24.739 --> 01:22:28.039]  I mean, it's not getting a lot of attention and people aren't piercing what it really means.
[01:22:28.199 --> 01:22:29.560]  I don't want to jam in as well.
[01:22:30.020 --> 01:22:32.539]  But not for want of new news breaking.
[01:22:36.279 --> 01:22:38.659]  So, let's get back to these Trump clips.
[01:22:42.439 --> 01:22:45.939]  Let's go to clip C. Following attacks on American ships.
[01:22:46.319 --> 01:22:51.340]  The U.S. launched more than 1,100 strikes on the Houthis, and they agreed to stop.
[01:22:52.399 --> 01:22:57.199]  And then we'll go right into the next clip with a historic state visit.
[01:22:57.199 --> 01:23:02.640]  We celebrate more than 80 years of close relationship between the United States and the Kingdom of Saudi Arabia.
[01:23:04.039 --> 01:23:11.560]  And then we'll go into the big ones, play them all back-to-back, touts the massive economic achievements of this new administration in Riyadh.
[01:23:12.159 --> 01:23:21.000]  Particularly now, the $600 billion investment in the United States.
[01:23:23.760 --> 01:23:24.479]  Amazing.
[01:23:26.880 --> 01:23:28.800]  This is what winning looks like.
[01:23:29.260 --> 01:23:30.399]  Go to the president.
[01:23:31.220 --> 01:23:45.399]  In recent weeks following repeated attacks on American ships and freedom of navigation in the Red Sea, the United States military launched more than 1,100 strikes on the Houthis in Yemen.
[01:23:45.899 --> 01:23:49.680]  As a result, the Houthis agreed to stop.
[01:23:50.119 --> 01:23:52.020]  They said, we don't want this anymore.
[01:23:52.920 --> 01:23:55.199]  It's the first time you've heard that from them, too.
[01:23:55.300 --> 01:23:55.800]  They're tough.
[01:23:55.979 --> 01:23:56.460]  They're fighters.
[01:23:56.840 --> 01:24:01.119]  But just days ago, we were asked to cease targeting commercial.
[01:24:02.819 --> 01:24:08.600]  They were not going to be targeting commercial ships in any way, shape or form, anything American.
[01:24:09.500 --> 01:24:12.439]  And they were very happy that we stopped.
[01:24:13.159 --> 01:24:19.800]  But we had 52 days of thunder and lightning like they've never seen before.
[01:24:20.739 --> 01:24:26.859]  This was a swift, ferocious, decisive, and extremely successful use of military force.
[01:24:27.020 --> 01:24:29.939]  Not that we wanted to do it, but they were shooting down ships.
[01:24:29.939 --> 01:24:31.479]  They were shooting at you.
[01:24:31.779 --> 01:24:34.060]  They were shooting at Saudi Arabia.
[01:24:34.220 --> 01:24:36.779]  We don't want them shooting at Saudi Arabia if that's okay.
[01:24:37.520 --> 01:24:38.939]  So we hit them hard.
[01:24:39.399 --> 01:24:42.579]  We got what we came for and then we got out.
[01:24:43.199 --> 01:24:51.579]  With this historic state visit, we celebrate more than 80 years of close partnership between the United States and the Kingdom of Saudi Arabia.
[01:24:52.359 --> 01:25:07.399]  Ever since President Franklin Roosevelt met with King Solomon's father, King Abdul Aziz, aboard the USS Quincy in 1945, the U.S.-Saudi relationship has been a bedrock.
[01:25:07.789 --> 01:25:09.470]  Of security and prosperity.
[01:25:11.210 --> 01:25:20.529]  Today we reaffirm this important bond and we take the next steps to make our relationship closer, stronger and more powerful than ever before.
[01:25:20.689 --> 01:25:25.109]  We are cutting 10 old regulations for every new regulation.
[01:25:25.350 --> 01:25:34.949]  We're getting rid of all of the red tape that is so many, frankly, countries as they get older, they develop a lot of red tape and we're getting rid of it.
[01:25:35.069 --> 01:25:36.729]  We're getting rid of it at record levels.
[01:25:37.430 --> 01:25:46.090]  And I'm pleased to report that the United States Congress is on the verge of passing the largest tax cut and regulation cut in American history.
[01:25:46.270 --> 01:25:47.850]  We think we're in good shape to get that.
[01:25:48.149 --> 01:25:51.829]  And if we get that, that will be like a rocket ship for our country.
[01:25:52.350 --> 01:25:58.170]  In the first quarter of the year, the investment in America was up an astounding 22 percent.
[01:25:58.729 --> 01:26:07.289]  More than $10 trillion of new investments have been announced or are coming just since the election on November 5th.
[01:26:07.510 --> 01:26:08.569]  So think of that.
[01:26:08.689 --> 01:26:13.569]  In a very short period of time, we have over $10 trillion.
[01:26:14.789 --> 01:26:16.829]  And it could be much higher than that.
[01:26:16.970 --> 01:26:22.810]  Not everybody comes to the White House to have a news conference that they're going to be opening up in America.
[01:26:22.810 --> 01:26:26.369]  But they're all coming in at numbers that we've never seen before.
[01:26:27.119 --> 01:26:34.699]  If you take a look at other presidencies, they wouldn't do $1 trillion sometime in years.
[01:26:34.880 --> 01:26:44.739]  We did this in essentially two months because, you have to say, we got into office and they gave me about a month to clean up and fix up the Oval Office.
[01:26:44.939 --> 01:26:46.640]  And after that, we started working.
[01:26:47.039 --> 01:26:53.359]  And the money is pouring in, the jobs are pouring in, the companies are pouring into our country like we've never seen before.
[01:26:53.359 --> 01:26:54.840]  There's never been anything like it.
[01:26:56.939 --> 01:27:06.039]  We let other people tariff us into losing a lot of money and a lot of jobs, and now we're tariffing them.
[01:27:06.539 --> 01:27:11.619]  And it's at a level that nobody's seen.
[01:27:11.880 --> 01:27:18.439]  It's a level that is making us a very much different country and a very different Republican Party.
[01:27:18.619 --> 01:27:21.399]  We won a tremendous...
[01:27:21.479 --> 01:27:22.640]  Victory in November.
[01:27:22.899 --> 01:27:24.619]  We won all seven swing states.
[01:27:24.779 --> 01:27:27.319]  The popular vote by millions and millions of votes.
[01:27:27.439 --> 01:27:31.979]  The Electoral College, we won by 312 to 226.
[01:27:32.079 --> 01:27:35.840]  Remember they said, well, we could get to 270.
[01:27:35.880 --> 01:27:37.420]  Now we got to 312.
[01:27:37.420 --> 01:27:38.579]  That's a big difference.
[01:27:38.840 --> 01:27:47.100]  And very importantly, we won counties throughout the United States 2,660 to 451.
[01:27:47.850 --> 01:27:50.189]  That's why when you look at a map, they're all red.
[01:27:50.630 --> 01:27:52.590]  So the whole country is red.
[01:27:52.810 --> 01:27:55.029]  Red stands for Republican.
[01:27:55.829 --> 01:28:04.750]  From the moment on and from the moment we started, we've seen wealth that just poured and is pouring back into America.
[01:28:05.210 --> 01:28:07.949]  Apple is investing $500 billion.
[01:28:09.050 --> 01:28:11.989]  NVIDIA is investing, and I see my friend is here.
[01:28:12.460 --> 01:28:14.579]  Jensen, that's very good, wherever you may be.
[01:28:14.979 --> 01:28:17.760]  Thank you very much, because he's putting in $500 billion.
[01:28:19.920 --> 01:28:21.279]  TSMC is investing.
[01:28:25.100 --> 01:28:26.880]  Where is Jensen, by the way?
[01:28:27.000 --> 01:28:27.579]  Where is he?
[01:28:27.659 --> 01:28:28.600]  He's standing here.
[01:28:28.779 --> 01:28:29.460]  Where is he?
[01:28:29.619 --> 01:28:30.340]  I just saw that.
[01:28:30.500 --> 01:28:31.640]  Thank you very much, Jensen.
[01:28:31.960 --> 01:28:33.260]  I mean, Tim Cook isn't here.
[01:28:34.640 --> 01:28:35.600]  But you are.
[01:28:36.699 --> 01:28:38.100]  What a job you've done.
[01:28:38.670 --> 01:28:41.670]  He said he's got 99% of the chip market.
[01:28:41.829 --> 01:28:42.229]  I don't know.
[01:28:42.310 --> 01:28:43.029]  That's a big...
[01:28:43.029 --> 01:28:44.869]  That's not easy to beat.
[01:28:45.189 --> 01:28:46.630]  But what a job you've done.
[01:28:46.789 --> 01:28:47.069]  Thank you.
[01:28:47.170 --> 01:28:49.010]  We are proud to have you in our country.
[01:28:49.149 --> 01:28:49.630]  You know that.
[01:28:50.109 --> 01:28:51.350]  Thank you for the investment.
[01:28:51.729 --> 01:28:54.069]  TSMC is investing $200 billion.
[01:28:54.390 --> 01:29:03.590]  And with this trip, we're adding over $1 trillion more in terms of investment and investment into our country and buying our products.
[01:29:04.380 --> 01:29:06.979]  You know, nobody makes military equipment like us.
[01:29:07.220 --> 01:29:11.560]  We have the best military equipment, the best missiles, the best rockets, the best everything.
[01:29:11.899 --> 01:29:13.779]  Best submarines, by the way.
[01:29:15.180 --> 01:29:21.140]  So, Trump cheerleading for America, and it's real, countering people saying we weren't up for business to collapse the nation.
[01:29:22.500 --> 01:29:23.439]  That's what he's doing.
[01:29:23.800 --> 01:29:25.560]  Now listen to this powerful statement.
[01:29:26.680 --> 01:29:32.819]  If nation sees the moment, put aside differences, all of humanity will be amazed at what they can see.
[01:29:33.609 --> 01:29:44.569]  But instead, we've had the globalist CIA and others wanting global destabilization to make society weak so they can control it instead of make society strong and we all grow together.
[01:29:45.689 --> 01:29:54.710]  And then he also gets into many American presidents think it's our job to use U.S. policy and foreign leaders to dispense justice for their sins.
[01:29:55.050 --> 01:29:55.430]  Play God.
[01:29:56.289 --> 01:30:02.109]  And then he gets into Iran and an olive branch there.
[01:30:03.560 --> 01:30:06.920]  So you've got to at least try to do this, and it's succeeding.
[01:30:07.220 --> 01:30:10.819]  But he's trying, which nobody else seems to do.
[01:30:13.279 --> 01:30:18.439]  And then he's got a statement conciliatory towards China now that they've bent the knee.
[01:30:18.640 --> 01:30:19.100]  Here it is.
[01:30:20.140 --> 01:30:32.779]  If the responsible nations of this region seize this moment, put aside your differences and focus on the interests that unite you, then all of humanity will soon be amazed at what...
[01:30:32.810 --> 01:30:37.210]  They will see right here in this geographic center of the world.
[01:30:37.210 --> 01:30:37.949]  It really is.
[01:30:38.069 --> 01:30:43.909]  It's like a center of the world and the spiritual heart of its greatest faiths.
[01:30:44.090 --> 01:30:58.270]  In recent years, far too many American presidents have been afflicted with the notion that it's our job to look into the souls of foreign leaders and use U.S. policy to dispense justice for their sins.
[01:30:58.470 --> 01:31:24.699]  They loved using our very powerful I hate to do it, but you have to do it because we believe in peace through strength.
[01:31:24.920 --> 01:31:25.859]  You have to have the strength.
[01:31:26.000 --> 01:31:27.380]  Otherwise, bad things could happen.
[01:31:27.579 --> 01:31:29.020]  But hopefully...
[01:31:29.520 --> 01:31:31.500]  We'll never have to use any of those weapons.
[01:31:32.119 --> 01:31:42.640]  Seems to be an awfully big waste of money if you're never going to use them, but hopefully we'll never have to use them because the destructive power of some of those weapons are like nobody's seen before.
[01:31:43.520 --> 01:31:54.800]  I believe it is God's job to sit in judgment, my job to defend America, and to promote the fundamental interest of stability, prosperity, and peace.
[01:31:54.939 --> 01:31:56.520]  That's what I really want to do.
[01:31:57.359 --> 01:32:07.060]  But with that said, Iran can have a much brighter future, but we'll never allow America and its allies to be threatened with terrorism or nuclear attack.
[01:32:07.420 --> 01:32:09.439]  The choice is theirs to make.
[01:32:09.680 --> 01:32:12.380]  We really want them to be a successful country.
[01:32:12.560 --> 01:32:16.039]  We want them to be a wonderful, safe, great country.
