# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.000 --> 00:00:32.320]  InfoWars, tomorrow's news.
[01:05:46.960 --> 01:05:54.239]  Steve Bannon's calling out Fox News is basically being a PR firm for Netanyahu and saying there ought to be a criminal investigation.
[01:05:54.800 --> 01:05:56.800]  These talk show hosts we know are basically dual citizens.
[01:05:56.960 --> 01:05:58.480]  Are they Mossad agents?
[01:05:58.800 --> 01:06:00.880]  Talk about election meddling, policy meddling.
[01:06:01.199 --> 01:06:10.079]  And it's also Lindsey Graham and Pompeo and all of them going over to sabotage the Ukraine peace deal.
[01:06:10.400 --> 01:06:12.079]  I mean, it's just, it's just all very dangerous.
[01:06:12.159 --> 01:06:20.719]  So see, I'm upset at Graham and NATO and them, and I'm going after them when they're trying to control our policy and do things that are not in the interest of this country of the world.
[01:06:21.039 --> 01:06:21.920]  I harp on that.
[01:06:22.000 --> 01:06:23.679]  We got new news on that today.
[01:06:24.639 --> 01:06:36.719]  Because you can't let the Israel lobby, and I've got a former high-level Mossad guy decades ago who I've interviewed, talking about how his official Mossad policy to just say anybody that doesn't like one of their policies is calling you anti-Semitic.
[01:06:36.960 --> 01:06:41.360]  It's important to understand that that's a trope.
[01:06:42.000 --> 01:06:44.320]  That that's just a default.
[01:06:44.880 --> 01:06:51.440]  I mean, I don't think Israel would want China running all their policy and having a bunch of Chinese agents in their government.
[01:06:51.760 --> 01:06:52.800]  It's illegal, okay?
[01:06:53.119 --> 01:06:54.400]  So knock it off.
[01:06:54.719 --> 01:06:55.199]  All right?
[01:06:56.719 --> 01:06:59.599]  And what Pompeo's doing is illegal.
[01:06:59.920 --> 01:07:02.239]  What Graham's doing, even Trump said last week, better watch out.
[01:07:02.320 --> 01:07:03.119]  That's illegal.
[01:07:03.360 --> 01:07:04.559]  It's illegal.
[01:07:05.199 --> 01:07:07.199]  It's illegal that we do it for NATO and the EU.
[01:07:07.360 --> 01:07:08.800]  It's illegal to do it for Israel.
[01:07:09.039 --> 01:07:11.599]  That's why, you know, we got Israeli spies in prison.
[01:07:15.039 --> 01:07:18.239]  And I think Lindsey Graham ought to be indicted, and so should Pompeo.
[01:07:18.320 --> 01:07:20.400]  They already stripped his security clearance.
[01:07:20.719 --> 01:07:21.679]  So here's Tucker, though.
[01:07:21.760 --> 01:07:23.360]  This ties into this for the first time.
[01:07:23.440 --> 01:07:24.239]  He's told the public about this.
[01:07:24.320 --> 01:07:25.360]  He told me about this years ago.
[01:07:25.679 --> 01:07:28.639]  Exposes Murdoch plot to take down Trump.
[01:07:28.960 --> 01:07:32.239]  After they fired him, they came to him and said, we'll give you a bunch of money, all this, back you.
[01:07:32.400 --> 01:07:33.280]  You'll be the president.
[01:07:33.440 --> 01:07:35.199]  We want you to run against him.
[01:07:35.920 --> 01:07:38.719]  They take his show away and then think he won't go organize his own.
[01:07:38.800 --> 01:07:42.800]  It's bigger than ever and try to get him to come in and be their operative, which is what they do.
[01:07:42.880 --> 01:07:43.679]  They try to get me to do that.
[01:07:43.760 --> 01:07:44.800]  They didn't say be the president.
[01:07:44.880 --> 01:07:48.800]  They offered me Fox News shows and all that stuff decades ago.
[01:07:49.440 --> 01:07:51.599]  And so that's how this works.
[01:07:51.920 --> 01:07:53.920]  But they told me, we'll control what you say.
[01:07:54.239 --> 01:07:56.079]  Tucker had to give up most of his contract.
[01:07:56.239 --> 01:07:58.800]  He talked about it to be able to control what he said.
[01:07:58.880 --> 01:08:01.360]  And they still would go back on the contract and try to control what he can say.
[01:08:01.599 --> 01:08:03.519]  Like they told him, no Alex Jones.
[01:08:04.480 --> 01:08:07.760]  He said, but my contract, he goes, I gave up two-thirds of my money to be able to do what I want.
[01:08:08.079 --> 01:08:09.679]  And then it was more stuff, more stuff, more stuff.
[01:08:09.840 --> 01:08:12.239]  So he started getting pissed off and saying what he wanted.
[01:08:12.880 --> 01:08:14.480]  And then they fired him.
[01:08:15.679 --> 01:08:17.600]  So a lot of integrity there.
[01:08:17.760 --> 01:08:23.760]  But you understand, the Murdochs are basically Lakudniks.
[01:08:24.239 --> 01:08:25.920]  So this ties in everything Banda was talking about.
[01:08:26.000 --> 01:08:26.560]  Here it is.
[01:08:27.199 --> 01:08:30.960]  Well, the whole game has been to manipulate the president, of course.
[01:08:31.600 --> 01:08:33.920]  And, you know, I think that's true with any president.
[01:08:34.079 --> 01:08:35.439]  I mean, that's the seat of power.
[01:08:35.600 --> 01:08:38.720]  So, of course, a lot of people are interested in moving it in their direction.
[01:08:38.800 --> 01:08:39.039]  I get it.
[01:08:39.119 --> 01:08:41.119]  You know, it's all, it's not surprising.
[01:08:41.600 --> 01:08:42.479]  It's not even offensive.
[01:08:42.560 --> 01:08:44.000]  It's just the way things are.
[01:08:44.319 --> 01:08:49.760]  I'm just offended watching these people who I know personally, and I know for a fact they hate Trump.
[01:08:49.840 --> 01:08:51.119]  The Murdoch really hate Trump.
[01:08:51.600 --> 01:08:53.520]  There's no one who hates Trump more than the Murdoch.
[01:08:54.000 --> 01:08:56.640]  I mean, I got fired in April of 2023.
[01:08:56.880 --> 01:09:03.119]  In May of 2023, they asked me to run for president against Trump and said they would back me.
[01:09:03.439 --> 01:09:06.399]  Obviously, I'm not going to run for any, you know, I would never get elected to any place.
[01:09:06.560 --> 01:09:07.520]  I like Trump.
[01:09:07.840 --> 01:09:11.760]  I mean, that's the funny thing is I actually genuinely, you know, I get frustrated.
[01:09:11.840 --> 01:09:12.560]  I'm frustrated now.
[01:09:12.800 --> 01:09:13.199]  So hold on.
[01:09:13.439 --> 01:09:13.680]  I'm sorry.
[01:09:14.319 --> 01:09:14.720]  You just said that.
[01:09:14.880 --> 01:09:19.920]  And people buy, I mean, they asked you to run for president against Trump, the murder.
[01:09:20.239 --> 01:09:20.720]  Yeah, yeah, yeah.
[01:09:20.880 --> 01:09:22.319]  Lachlan Murdoch said you should run for president.
[01:09:22.479 --> 01:09:23.039]  We'll back you.
[01:09:23.359 --> 01:09:25.199]  The whole, the whole thing, the whole.
[01:09:25.439 --> 01:09:26.560]  The whole Fox News apparatus.
[01:09:26.720 --> 01:09:30.079]  And not just Fox, but, you know, Wall Street Journal, all of their papers.
[01:09:31.039 --> 01:09:31.279]  Absolutely.
[01:09:31.359 --> 01:09:31.920]  Yeah, we'll back you.
[01:09:32.079 --> 01:09:32.640]  And that came right from.
[01:09:32.960 --> 01:09:33.359]  You should do that.
[01:09:33.520 --> 01:09:34.079]  I was already gone.
[01:09:34.159 --> 01:09:35.039]  They'd already canceled my show.
[01:09:35.119 --> 01:09:36.880]  I was still under contract, but they canceled my show.
[01:09:37.199 --> 01:09:37.600]  You should run.
[01:09:37.680 --> 01:09:38.319]  We support you.
[01:09:38.399 --> 01:09:38.880]  You should run.
[01:09:39.199 --> 01:09:40.720]  We want to stop Trump.
[01:09:41.039 --> 01:09:41.199]  Yeah.
[01:09:41.439 --> 01:09:41.600]  Yeah.
[01:09:41.680 --> 01:09:42.479]  Well, he was running.
[01:09:42.960 --> 01:09:49.119]  It was like, and, and first of all, I liked Trump and I thought DeSantis was kind of promising.
[01:09:49.199 --> 01:09:52.399]  And then he signed some hate speech bill out of the country.
[01:09:52.560 --> 01:09:54.319]  And I was like, ooh, you're a betrayer.
[01:09:54.560 --> 01:09:56.000]  Like, that's so offensive to me.
[01:09:56.159 --> 01:09:58.319]  I can't even, any hate speech bill is so offensive to me.
[01:09:58.560 --> 01:09:59.680]  Can't criminalize opinions.
[01:09:59.920 --> 01:10:00.000]  Right.
[01:10:00.319 --> 01:10:00.640]  What?
[01:10:00.960 --> 01:10:03.199]  Criminalize violence, which they don't.
[01:10:03.520 --> 01:10:06.800]  And I like DeSantis, but that was, I was at, I was like, no, I can't.
[01:10:06.880 --> 01:10:09.600]  That's so a violation of my principles.
[01:10:09.920 --> 01:10:15.760]  And I really, I, I've always liked Trump, despite getting frustrated, as I do with everyone I love.
[01:10:15.840 --> 01:10:18.880]  We get frustrated, but I always liked the guy a lot and I still do.
[01:10:19.199 --> 01:10:20.159]  Anyway, but whatever.
[01:10:20.399 --> 01:10:23.279]  And also, I couldn't get elected to anything and I don't want to be elected to anything.
[01:10:23.600 --> 01:10:24.239]  It's not my world.
[01:10:24.399 --> 01:10:25.520]  I'm not zero interest.
[01:10:25.680 --> 01:10:26.800]  I've never had any interest.
[01:10:27.119 --> 01:10:29.039]  But he looks at me, oh yeah, yeah, absolutely.
[01:10:29.119 --> 01:10:30.399]  At dinner, you should run.
[01:10:30.560 --> 01:10:33.520]  And I was like, I don't, that's not my world.
[01:10:33.840 --> 01:10:35.600]  Like I'm an opinion guy.
[01:10:35.920 --> 01:10:38.079]  I sit behind a mic and tell you what I think.
[01:10:38.239 --> 01:10:39.600]  And that's what I've done my whole life.
[01:10:39.680 --> 01:10:40.640]  It's what I want to do.
[01:10:40.960 --> 01:10:42.159]  It's all I'm qualified to do.
[01:10:42.319 --> 01:10:44.399]  And he's like, no, no, no, no, no, no, you should do that.
[01:10:45.680 --> 01:10:46.560]  That's a fact.
[01:10:46.880 --> 01:10:48.560]  So that's fine.
[01:10:48.800 --> 01:10:50.560]  I mean, lots of people dislike Trump.
[01:10:50.720 --> 01:10:56.960]  It just bothers me that this channel run and staffed by Trump haters.
[01:10:57.039 --> 01:10:57.920]  They're not all Trump haters.
[01:10:58.000 --> 01:10:59.520]  Again, Sean Hannity likes Trump.
[01:10:59.760 --> 01:11:00.399]  Good for him.
[01:11:00.640 --> 01:11:02.239]  Like, for real, he does.
[01:11:02.560 --> 01:11:06.560]  And there are a few other people there who like Trump, but most people hate Trump.
[01:11:06.640 --> 01:11:09.279]  They wouldn't allow Trump on my show, period.
[01:11:09.439 --> 01:11:12.880]  Like Trump would call in what they call a beeper or a phoner.
[01:11:13.520 --> 01:11:15.199]  I mean, we had him on our show all the time.
[01:11:15.520 --> 01:11:16.079]  Trump would call it.
[01:11:16.239 --> 01:11:17.760]  Like, nope, not doing that.
[01:11:18.079 --> 01:11:25.119]  I did an interview in April of 2023, right, with Trump at Mar-a-Lago, right before I got canned, like a week before I got canned.
[01:11:25.439 --> 01:11:28.800]  And boy, they were furious that I talked to Trump in that interview.
[01:11:28.960 --> 01:11:32.159]  Because They didn't want him to be promoted.
[01:11:33.119 --> 01:11:34.640]  Yeah, and Tucker's told me this stuff before.
[01:11:34.720 --> 01:11:35.840]  Now it's public.
[01:11:36.800 --> 01:11:42.239]  So that all ties into Israel as well and the deep state and the rest of it because they want war.
[01:11:43.199 --> 01:11:49.600]  Now, here's Heg Seth in a press conference taking it to the corporate media and their insanity.
[01:11:49.760 --> 01:11:50.479]  Here it is.
[01:11:51.039 --> 01:11:55.119]  Why not acknowledge the female pilots that also participated in this mission?
[01:11:55.359 --> 01:11:59.439]  The early messages that you sent out only congratulated the boys.
[01:11:59.760 --> 01:12:03.840]  So when I say something like our boys and bombers, see, this is the kind of thing the press does, right?
[01:12:04.159 --> 01:12:06.640]  Of course, the chairman mentioned a female bomber pilot.
[01:12:06.800 --> 01:12:07.600]  That's fantastic.
[01:12:07.760 --> 01:12:08.479]  She's fantastic.
[01:12:08.640 --> 01:12:09.199]  She's a hero.
[01:12:09.359 --> 01:12:10.720]  I want more female bomber pilots.
[01:12:10.880 --> 01:12:14.640]  I hope the men and women of our country sign up to do such brave and audacious things.
[01:12:14.960 --> 01:12:25.840]  But when you spin it as, because I say our boys and bombers as a common phrase, I'll keep saying things like that, whether they're men or women, very proud of that female pilot, just like I'm very proud of those male pilots.
[01:12:26.000 --> 01:12:30.800]  And I don't care if it's a male or a female in that cockpit, and the American people don't care.
[01:12:31.039 --> 01:12:37.119]  But it's the obsession with race and gender in this department that's changed priorities.
[01:12:37.199 --> 01:12:38.079]  And we don't do that anymore.
[01:12:38.239 --> 01:12:39.039]  We don't play your little games.
[01:12:39.760 --> 01:12:40.399]  Yes, right there.
[01:12:42.319 --> 01:13:03.680]  Because you, and I mean specifically you, the press, specifically you, the press corps, because you cheer against Trump so hard, it's like in your DNA and in your blood to cheer against Trump because you want him not to be successful so bad, you have to cheer against the efficacy of these strikes.
[01:13:04.000 --> 01:13:06.479]  You have to hope maybe they weren't effective.
[01:13:06.800 --> 01:13:09.680]  Maybe the way the Trump administration has represented them isn't true.
[01:13:10.000 --> 01:13:17.439]  So let's take half truths, spun information, leaked information, and then spin it.
[01:13:17.760 --> 01:13:28.800]  Spin it in every way we can to try to cause doubt and manipulate the public mind over whether or not our brave pilots were successful.
[01:13:29.119 --> 01:13:35.039]  How many stories have been written about how hard it is to, I don't know, fly a plane for 36 hours?
[01:13:35.359 --> 01:13:37.439]  Has MSNBC done that story?
[01:13:37.680 --> 01:13:38.479]  Has Fox?
[01:13:38.800 --> 01:13:40.479]  Have we done the story how hard that is?
