[00:00:00.110 --> 00:00:06.719]  It's Friday.
[01:20:50.920 --> 01:20:51.840]  We're going to go 24 hours a day.
[01:20:51.939 --> 01:20:54.460]  Maybe we'll do a show with us because you know you're shit.
[01:20:54.619 --> 01:20:56.460]  And that's who we're looking for is the real thing.
[01:20:56.600 --> 01:20:57.479]  And you're it, buddy.
[01:20:59.000 --> 01:21:02.020]  We're not calling the new network the real thing because that's all we're about.
[01:21:02.140 --> 01:21:03.079]  It's the bona fides, baby.
[01:21:03.260 --> 01:21:03.899]  So we love you.
[01:21:04.100 --> 01:21:05.079]  What else do you want to add?
[01:21:05.100 --> 01:21:06.319]  And what do you say about what Trump just did?
[01:21:07.399 --> 01:21:13.819]  Well, first of all, Alex, before we go, I want to make sure that, you know, I've got to my left here.
[01:21:14.540 --> 01:21:15.500]  Michael Ufferman.
[01:21:15.739 --> 01:21:17.260]  This is my appellate attorney.
[01:21:17.500 --> 01:21:18.840]  Oh, let me move my finger there.
[01:21:19.100 --> 01:21:19.920]  Michael Ufferman.
[01:21:20.060 --> 01:21:21.100]  Michael Ufferman Law.
[01:21:21.800 --> 01:21:23.520]  Michael was my appellate attorney.
[01:21:23.720 --> 01:21:26.500]  Michael, say hi to the folks out there in Infowarland.
[01:21:26.720 --> 01:21:26.960]  Hello.
[01:21:27.819 --> 01:21:29.640]  It's a great day with Jeremy being home.
[01:21:29.800 --> 01:21:31.399]  This has been a long time coming.
[01:21:31.880 --> 01:21:35.020]  It's been a pleasure to represent this hero of our country.
[01:21:35.359 --> 01:21:37.439]  It's horrible the way that he's been treated.
[01:21:37.819 --> 01:21:43.460]  And thank God that the U.S. Attorney's Office finally agreed that this pardon applies.
[01:21:43.819 --> 01:21:45.500]  To him and give him his freedom.
[01:21:45.800 --> 01:21:50.859]  And we're going to keep fighting until the convictions are vacated and the indictment is dismissed.
[01:21:51.680 --> 01:21:53.779]  But, you know, we had a lot of good issues in this case.
[01:21:53.939 --> 01:21:54.819]  We had Fourth Amendment issues.
[01:21:55.000 --> 01:21:56.020]  We had Second Amendment issues.
[01:21:56.140 --> 01:21:58.479]  We had a violation of Jeremy's Fifth Amendment rights.
[01:21:58.560 --> 01:22:00.600]  And we were prepared to present all of that.
[01:22:00.760 --> 01:22:04.119]  But fortunately, he's home today where he belongs.
[01:22:04.340 --> 01:22:06.439]  And again, it's been an honor representing him.
[01:22:07.769 --> 01:22:14.630]  And Alex, I just want to say that, you know, 99% of the lawyers make the other 1% look bad.
[01:22:14.810 --> 01:22:20.390]  And Michael is certainly in the cream of the crop of that 1%.
[01:22:20.390 --> 01:22:21.689]  But see, it's not just Michael.
[01:22:21.850 --> 01:22:23.170]  It's his team as well.
[01:22:23.710 --> 01:22:38.569]  The ladies of Michael Ufferman Law here, and they treated me to some great pizza, which they clearly didn't have that in the BOP. So I just wanted to make sure that Michael got a chance to get on here.
[01:22:39.289 --> 01:22:46.890]  And not only did Michael represent my case, but when it came to me, I was prepared to turn down the pardon.
[01:22:47.210 --> 01:22:51.109]  Because legally, a pardon accepted is an admission of guilt.
[01:22:51.250 --> 01:22:55.189]  And I was making the statement that I was not going to accept a pardon because I'm not guilty.
[01:22:55.390 --> 01:23:03.590]  And Michael promised me that if I let him help get me out of prison, that he would...
[01:23:04.100 --> 01:23:07.939]  Take on another Second Amendment case, which was near and dear to my heart.
[01:23:08.079 --> 01:23:11.979]  And so I'm going to be his, I don't know, coffee man.
[01:23:12.119 --> 01:23:13.800]  I don't know, whatever he wants me to do.
[01:23:14.020 --> 01:23:19.239]  But that's the type of true American patriot that Michael Offerman and his team.
[01:23:19.579 --> 01:23:20.340]  Absolutely, Jeremy.
[01:23:20.619 --> 01:23:24.819]  And, you know, most lawyers would be scared to do what he did because the deep state comes after him.
[01:23:24.960 --> 01:23:26.899]  So a lot of this is a cowardice issue.
[01:23:27.079 --> 01:23:29.579]  And it's just people like him that have been saving this country.
[01:23:29.739 --> 01:23:30.239]  So it's amazing.
[01:23:30.680 --> 01:23:33.060]  But I want your political 35,000-foot view.
[01:23:33.260 --> 01:23:34.699]  You haven't been able to see it.
[01:23:35.060 --> 01:23:37.399]  Trump literally just said, you're a thug.
[01:23:37.479 --> 01:23:38.439]  You're a danger in the whole world.
[01:23:38.500 --> 01:23:39.100]  You're a liar.
[01:23:39.640 --> 01:23:41.060]  He's caught him in a bunch of lies.
[01:23:41.300 --> 01:23:43.539]  He literally said, you're going to kill everybody on Earth.
[01:23:45.239 --> 01:23:46.600]  You're ungrateful.
[01:23:47.420 --> 01:23:49.479]  And just destroyed him.
[01:23:49.619 --> 01:23:54.180]  And he is what everything the globalists is hinging on, this and this war.
[01:23:54.439 --> 01:23:56.899]  And their whole global order was teetering on the edge of a cliff.
[01:23:57.159 --> 01:23:59.420]  I'm telling you, it just fell off a cliff today.
[01:24:01.680 --> 01:24:12.859]  Well, I mean, if what you're reporting happened, then that is, again, another victory and another battle in this war that is raging.
[01:24:13.020 --> 01:24:16.239]  Because like I've said numerous times, this is good versus evil.
[01:24:16.380 --> 01:24:19.020]  This is, you know, tyranny versus liberty.
[01:24:19.260 --> 01:24:26.180]  And what you have, you cannot defeat any enemy until you first identify who they are, right?
[01:24:27.240 --> 01:24:31.819]  If they're being called out at that level, then I think that's a great thing for America.
[01:24:32.079 --> 01:24:33.560]  And like you said, the rest of the world.
[01:24:33.680 --> 01:24:37.060]  Because this is a globalist thing, right?
[01:24:37.159 --> 01:24:41.920]  I mean, liberty is breaking out all over the world because the people have had enough.
[01:24:42.039 --> 01:24:45.659]  And this is, again, like I said, I tell my supporters, that's not good enough.
[01:24:45.840 --> 01:24:47.520]  We cannot let off the gas.
[01:24:47.720 --> 01:24:51.439]  We cannot let them, you know, lull us back to sleep with a new...
[01:24:54.590 --> 01:25:03.489]  We have to stay on top of them because they're definitely going to maneuver around.
[01:25:03.590 --> 01:25:07.050]  They learn very quickly what works and what doesn't work.
[01:25:07.130 --> 01:25:12.289]  And I think what they learn when it comes to Jeremy Brown is that maybe it's best if he's not in prison anymore.
[01:25:12.970 --> 01:25:13.850]  All right, brother.
[01:25:13.949 --> 01:25:14.989]  We'll talk to you soon.
[01:25:15.609 --> 01:25:16.729]  Whoisjeremybrown.com?
[01:25:17.649 --> 01:25:18.829]  Jeremybrowndefense.com.
[01:25:20.029 --> 01:25:21.630]  We need you to testify to Congress.
[01:25:21.770 --> 01:25:27.189]  We need you to talk to the FBI because you are a key witness to them setting up January 6th.
[01:25:27.289 --> 01:25:27.689]  You were there.
[01:25:27.829 --> 01:25:29.029]  You predicted it.
[01:25:29.149 --> 01:25:30.350]  You went to try to stop it.
[01:25:31.029 --> 01:25:36.329]  I mean, are you going to reach out or are you waiting for them to reach out to you?
[01:25:37.250 --> 01:25:40.449]  We've been reaching out for years and they have our number, Alex.
[01:25:40.590 --> 01:25:43.390]  And people say to me all the time, thank you for your service.
[01:25:43.550 --> 01:25:46.710]  And I will say to the American people, apparently it's not over.
[01:25:46.850 --> 01:25:48.329]  But it's not just me.
[01:25:48.569 --> 01:25:49.689]  It's everyone out there.
[01:25:49.869 --> 01:25:55.989]  Everyone has to get in this boat and row because I think we're making our approach to the banks as we cross this Delaware.
[01:25:57.250 --> 01:25:58.270]  We certainly are.
[01:25:58.430 --> 01:25:59.569]  Thank you, Jeremy Brown, and God bless you.
[01:26:00.369 --> 01:26:01.189]  Thank you, Alex.
[01:26:01.609 --> 01:26:01.869]  All right.
[01:26:02.609 --> 01:26:05.109]  Let me explain something to viewers, and I know I do this a lot.
[01:26:05.369 --> 01:26:06.770]  I want to explain something to you.
[01:26:08.529 --> 01:26:11.630]  This is a total war for the future of humanity against pure evil.
[01:26:11.829 --> 01:26:12.590]  This is real.
[01:26:13.409 --> 01:26:16.470]  And they were bringing us to the brink of hell on earth.
[01:26:17.890 --> 01:26:19.170]  You'll own nothing, you'll be happy.
[01:26:19.350 --> 01:26:20.250]  War, all of it.
[01:26:24.010 --> 01:26:33.930]  And I just want to thank God for President Trump and for all of you and for Trump's team and for all the men and women out there like Jeremy Brown and this crew.
[01:26:38.090 --> 01:26:46.130]  I've been working till midnight every night and I make myself go to sleep because I have to or I won't have the energy the next day or I would not be able to sleep because this is so historic.
[01:26:46.590 --> 01:26:47.409]  And I like sleeping.
[01:26:47.550 --> 01:26:48.229]  I don't have a problem sleeping.
[01:26:48.350 --> 01:26:49.210]  I don't usually sleep seven, eight hours.
[01:26:51.430 --> 01:26:52.369]  Every minute counts.
[01:26:52.550 --> 01:26:53.170]  Everything counts.
[01:26:54.050 --> 01:26:54.909]  It's so huge.
[01:26:55.909 --> 01:26:59.069]  And our enemies have not given up.
[01:26:59.149 --> 01:26:59.890]  That's absolutely right.
[01:27:01.630 --> 01:27:04.689]  Now, I want to go to the full eight-minute exchange.
[01:27:05.670 --> 01:27:07.130]  Zelensky scurried out of there like a rat.
[01:27:07.250 --> 01:27:08.909]  But if I don't do this, we won't be here.
[01:27:09.010 --> 01:27:12.310]  Because I've been so hyped up for an hour and 42 minutes, I haven't plugged.
[01:27:13.210 --> 01:27:14.430]  So let me plug right now.
[01:27:16.580 --> 01:27:18.779]  And then we're going to get into this epic history.
[01:27:21.119 --> 01:27:23.399]  And then I'm going to break down, in my view, why this is so important.
[01:27:23.460 --> 01:27:24.479]  And I know I'm right.
[01:27:25.859 --> 01:27:26.960]  People are like, okay, he spanked him.
[01:27:27.039 --> 01:27:27.680]  Yeah, it was entertaining.
[01:27:27.880 --> 01:27:28.920]  Okay, yeah, Trump's going to end the war.
[01:27:29.939 --> 01:27:31.739]  No, no, this is the Trump's.
[01:27:33.720 --> 01:27:37.100]  When he says, I'm not going to back Ukraine at all, we're pulling out.
[01:27:38.260 --> 01:27:40.140]  And Trump says, you start pulling out of Europe next.
[01:27:41.010 --> 01:27:42.250]  Europe's the globalist system.
[01:27:42.369 --> 01:27:43.390]  It's the one attacking us.
[01:27:43.449 --> 01:27:44.710]  It's the one censoring.
[01:27:44.829 --> 01:27:47.010]  It's the one coming after our companies and citizens.
[01:27:47.930 --> 01:27:49.750]  It's the one arresting their citizens for speech.
[01:27:49.890 --> 01:27:51.050]  It's the new Soviet Union.
[01:27:51.210 --> 01:27:52.810]  It's the new Communist China.
[01:27:52.829 --> 01:27:54.050]  It's the new Nazi Germany.
[01:27:54.630 --> 01:27:56.670]  My God, Zelensky's wearing a frickin' Hitler outfit.
[01:27:56.869 --> 01:27:58.329]  Or a Joseph Goebbels outfit.
[01:27:59.630 --> 01:28:01.289]  Or an SS commander outfit.
[01:28:01.670 --> 01:28:03.050]  And literally, that's his main army.
[01:28:04.170 --> 01:28:05.510]  Much of World War II was fought there.
[01:28:05.590 --> 01:28:06.609]  That was the two sides in Ukraine.
[01:28:08.180 --> 01:28:15.699]  They go, oh, we have a veteran of the Ukraine war in World War II. He fought the Russians and they're standing ovations in Parliament in Canada.
[01:28:15.840 --> 01:28:21.859]  And it's like, everybody's like, you don't know who fought the Russians in World War II? I mean, it's just, it's mind-blowing.
[01:28:22.579 --> 01:28:32.319]  Five minutes of standing ovations and no one's thinking, fought the Russians in World War II. Who fought the Russians in World War II? No, they defended it.
[01:28:35.060 --> 01:28:35.439]  And...
[01:28:37.160 --> 01:28:38.300]  It's beyond insane.
[01:28:39.119 --> 01:28:40.359]  So I'm going to get to that in a moment.
[01:28:41.619 --> 01:28:43.680]  This is not a gimmick with flash sales.
[01:28:44.380 --> 01:28:49.279]  The way the computers and things are programmed at the AlexfieldStore.com super high-tech systems.
