# Transcription model: nvidia/parakeet-tdt-0.6b-v2, and large-v3-turbo
[00:00:00.000 --> 00:00:01.040]  He's like, yeah, kid.
[00:48:02.720 --> 00:48:03.360]  I know.
[00:48:04.720 --> 00:48:07.199]  The idea these people play these fucking games.
[00:48:07.519 --> 00:48:08.639]  I'm coming for you.
[00:48:08.960 --> 00:48:10.559]  You're not coming for me.
[00:48:11.199 --> 00:48:12.000]  You understand that?
[00:48:12.559 --> 00:48:13.840]  I'm not locked in here with you.
[00:48:14.000 --> 00:48:16.000]  You're locked in here with me and the American people.
[00:48:16.240 --> 00:48:16.720]  Got it.
[00:48:16.960 --> 00:48:20.079]  And the tides turned against you and you're on the wrong side of history.
[00:48:21.199 --> 00:48:22.000]  They know it.
[00:48:22.880 --> 00:48:24.000]  You should save that for the end.
[00:48:24.079 --> 00:48:25.039]  That would have been the end right there.
[00:48:25.679 --> 00:48:26.800]  We still got so much fighting.
[00:48:27.360 --> 00:48:27.920]  Well, here's the thing.
[00:48:28.159 --> 00:48:31.119]  I haven't talked about this as much as I should because it's just built to a head now.
[00:48:31.599 --> 00:48:31.840]  I know.
[00:48:32.079 --> 00:48:32.400]  I know.
[00:48:32.559 --> 00:48:38.480]  But I, I mean, I feel great about it because, you know, oh, God, you get a website, you shut down our building.
[00:48:38.639 --> 00:48:40.559]  Ooh, well, you just go work for other people.
[00:48:40.800 --> 00:48:43.360]  Already got my crew, new, new management, new everybody.
[00:48:43.679 --> 00:48:47.519]  And then I've just got a job there that they chase me around and I don't give a shit.
[00:48:47.840 --> 00:48:48.880]  I'm not a high roller.
[00:48:50.240 --> 00:48:51.599]  So, I mean, what's he going to do?
[00:48:51.760 --> 00:48:52.000]  Yeah.
[00:48:52.320 --> 00:48:56.320]  What I like is watching you defeated and getting you off the backs of our children.
[00:48:56.639 --> 00:48:59.519]  See, like a sheepdog likes to attack wolves.
[00:48:59.840 --> 00:49:00.639]  You understand that, right?
[00:49:00.880 --> 00:49:03.039]  Like, I'm not a sheep and I'm not a wolf like you.
[00:49:03.280 --> 00:49:04.159]  I'm a sheepdog.
[00:49:04.400 --> 00:49:07.360]  And I like, as a metaphor, not literal violence.
[00:49:07.680 --> 00:49:10.000]  I like tearing the throats out of wolves.
[00:49:10.240 --> 00:49:12.800]  So, and if I get bit or hurt or whatever even happens, it doesn't matter.
[00:49:13.039 --> 00:49:22.800]  You ever seen like a scene like, you know, Rhodesian ridgebacks, even three of them can take down a full male lion?
[00:49:23.119 --> 00:49:25.280]  And they take them six hours, but they, but they do it, you see.
[00:49:25.440 --> 00:49:27.599]  And sometimes they get killed and they're getting swatted.
[00:49:27.680 --> 00:49:28.000]  They're bleeding.
[00:49:28.079 --> 00:49:28.960]  The dogs look so happy.
[00:49:29.119 --> 00:49:30.720]  It's what we're designed to do: take you on.
[00:49:30.800 --> 00:49:31.280]  You understand?
[00:49:31.759 --> 00:49:32.400]  I like it.
[00:49:32.880 --> 00:49:34.719]  I want you to know I love all of it.
[00:49:35.679 --> 00:49:37.360]  And so you understand that.
[00:49:38.319 --> 00:49:38.559]  Yeah.
[00:49:39.519 --> 00:49:40.239]  Oh, they watch.
[00:49:40.400 --> 00:49:40.960]  They watch.
[00:49:41.199 --> 00:49:42.000]  They watch.
[00:49:42.319 --> 00:49:44.079]  I mean, seriously, you think a sheepdog's scared of wolves?
[00:49:44.239 --> 00:49:45.360]  No, we can't wait to see one.
[00:49:45.679 --> 00:49:47.360]  It's bred to go after them.
[00:49:47.679 --> 00:49:48.480]  You're definitely a sheepdog.
[00:49:49.759 --> 00:49:51.279]  That's what men aren't in general.
[00:49:51.440 --> 00:49:51.920]  Humans are.
[00:49:52.159 --> 00:49:54.639]  We're not wolves, but we pack even more than the wolves.
[00:49:54.880 --> 00:49:55.119]  Yeah.
[00:49:56.000 --> 00:50:02.799]  So a lot of these other kind of, I guess, fringe influencers that are out there, quote unquote, fringe.
[00:50:03.440 --> 00:50:09.360]  What are some like warnings you would give to them based off of what you've had to live through?
[00:50:11.199 --> 00:50:14.880]  I never put out sensational stuff for attention.
[00:50:15.759 --> 00:50:19.440]  I genuinely, and I've been wrong some and gotten things wrong.
[00:50:19.519 --> 00:50:22.159]  I had people on that were wrong, but never intentionally.
[00:50:23.279 --> 00:50:30.079]  I see a lot of people just jumping on bandwagons because the public has woken up to their being lied to, but they haven't woken up to exactly what's going on.
[00:50:30.400 --> 00:50:34.159]  So just because you got the general public that wasn't awake yet, it's kind of like there's a fire alarm.
[00:50:34.239 --> 00:50:34.559]  You wake up.
[00:50:34.639 --> 00:50:35.440]  You don't know where the fire is.
[00:50:35.519 --> 00:50:36.559]  You're kind of like in the dark.
[00:50:37.119 --> 00:50:39.279]  So you got to flip the light on and get your bearings.
[00:50:39.599 --> 00:50:41.039]  So we have the Great Awakening happening.
[00:50:41.199 --> 00:50:42.239]  It's part of the fourth turning.
[00:50:42.319 --> 00:50:43.279]  It was predicted decades ago.
[00:50:43.440 --> 00:50:44.239]  It's here.
[00:50:45.119 --> 00:50:51.279]  But you've got a lot of people now that don't have enough depth or sophistication or context.
[00:50:51.599 --> 00:50:54.000]  And I see what they're doing.
[00:50:54.880 --> 00:51:00.239]  And they will just jump on things just because they know it's clickbait.
[00:51:00.799 --> 00:51:07.920]  And whereas the globalists lie in the sea for their power and control, there's an organization to that.
[00:51:08.239 --> 00:51:09.759]  And it's still very destructive.
[00:51:09.920 --> 00:51:19.199]  But because they've been proven to be liars, now Hillary Clinton could walk out at a blue sky day and say the sky is blue and people wouldn't believe her.
[00:51:20.159 --> 00:51:26.480]  And so then there's also a danger that people then think everything's a lie, everything's a conspiracy, everything's a scam.
[00:51:26.799 --> 00:51:31.279]  And then I get to hear, oh, you're the guy who thinks the earth's flat, or you're the guy that thinks reptoids really run things.
[00:51:31.440 --> 00:51:32.960]  I'm like, no, that's somebody else.
[00:51:33.279 --> 00:51:50.159]  But so I've been, you know, I knew more about this when I was like 15 years old than most of these very popular, very smart influencers who I like a lot of, but they go out and get old research, some of it's true, some of it not, and they put it out breaking, which I don't mind that.
[00:51:50.480 --> 00:51:53.279]  It's just that then they'll just mix in BS.
[00:51:53.359 --> 00:51:56.239]  Like I saw a guy I had on that exposed human trafficking.
[00:51:56.319 --> 00:51:57.359]  I thought he did a great job.
[00:51:57.679 --> 00:52:02.639]  And I'm not going to even say his name, but if you have watched him the last year or so, looks like he's coked out or something.
[00:52:02.960 --> 00:52:03.440]  You can see.
[00:52:04.079 --> 00:52:07.519]  And now I see it being pushed everywhere because it's really incendiary.
[00:52:07.599 --> 00:52:13.679]  And he's like, you know what, Turning Point USA, they all go have giant orgies at night and they're all gay.
[00:52:14.239 --> 00:52:16.400]  And meanwhile, I've been to a bunch of those things.
[00:52:16.559 --> 00:52:20.400]  I've known people, like people I gave their first microphones and stuff, like Jack Pasonic.
[00:52:20.719 --> 00:52:31.279]  I mean, these are like super conservative Catholics and Christians and stuff that are like neurotic about their work ethic and their kids and like, you know, go have a dinner and everybody's like eating perfectly and all this stuff.
[00:52:31.519 --> 00:52:37.920]  When Tucker Carlson talks about orgies of politicians, he means corrupt congress people in D.C. Some of that's going on.
[00:52:38.239 --> 00:52:43.440]  But then this guy gets up and goes, and they'll just say all this horrible stuff with no proof.
[00:52:43.519 --> 00:52:48.480]  You know, Turning Point USA is an orgy organization.
[00:52:48.960 --> 00:52:50.000]  And blah, blah, blah, blah, blah.
[00:52:50.319 --> 00:52:52.079]  Meanwhile, it's like buttoned up.
[00:52:52.400 --> 00:52:58.159]  Now, actually, at the colleges to go to the events, that's young people are meeting and meeting like-minded people.
[00:52:58.480 --> 00:52:59.759]  So it's kind of like a dating circle.
[00:52:59.840 --> 00:53:02.960]  You make a state, like church is the perfect place to pick up a good girl.
[00:53:04.400 --> 00:53:09.759]  I mean, so what's crazy is, and then that's just a microcosm I saw like yesterday.
[00:53:10.079 --> 00:53:15.440]  And I saw him just saying horrible crap and just absolutely spewing all this bull.
[00:53:15.599 --> 00:53:17.440]  And then I know people behind the scenes.
[00:53:17.759 --> 00:53:19.279]  I have depth of range.
[00:53:19.599 --> 00:53:21.599]  I know about what's really going on.
[00:53:22.159 --> 00:53:24.960]  And here's a way to describe it.
[00:53:25.279 --> 00:53:28.400]  You got the white-pilled people that think the Q stuff and everything's set.
[00:53:28.480 --> 00:53:32.480]  And Trump has a 5 trillion IQ and it's 85 trillion chess.
[00:53:32.880 --> 00:53:34.159]  I mean, actually, Trump's God.
[00:53:34.239 --> 00:53:35.039]  He's omnipresent.
[00:53:35.679 --> 00:53:41.039]  And there's just, you know, RFK, JFK Jr. is coming back and he's going to save us.
[00:53:41.119 --> 00:53:44.239]  And thousands of them show up and Deely Plausibly is about to be there.
[00:53:44.400 --> 00:53:48.400]  So you've got real crazies over there that think everything's fine and are asleep.
[00:53:48.719 --> 00:53:52.480]  Then you got black pillars that think nobody's good.
[00:53:52.799 --> 00:53:53.679]  Nothing's real.
[00:53:54.000 --> 00:53:55.119]  Everything's a fraud.
[00:53:55.440 --> 00:53:56.480]  And that's just not how it works.
[00:53:56.559 --> 00:53:58.079]  Trump is really smart in a lot of ways.
[00:53:58.239 --> 00:53:59.359]  He gets overwhelmed.
[00:53:59.679 --> 00:54:01.119]  He's got a huge organization.
[00:54:01.599 --> 00:54:02.799]  I've got 40-something employees.
[00:54:02.880 --> 00:54:04.960]  If they weren't all behind me, I mean, I'd be screwed.
[00:54:05.279 --> 00:54:08.480]  Even when they were trying to do their best job, and they're smart, it was complex stuff.
[00:54:08.639 --> 00:54:09.359]  You've been the military.
[00:54:09.440 --> 00:54:10.480]  You've been in charge of stuff.
[00:54:10.639 --> 00:54:13.679]  It's like this idea that Trump has 4 million employees.
[00:54:13.759 --> 00:54:17.119]  And, you know, and like, well, why is it the black pillars?
[00:54:17.199 --> 00:54:19.039]  Why isn't this happening quick enough?
[00:54:19.679 --> 00:54:25.359]  Well, it's because, like, like Elon said, we elected him captain, but half the ship's mutinous.
[00:54:25.440 --> 00:54:25.599]  Yeah.
[00:54:25.840 --> 00:54:33.360]  So, so it's don't be black pilled, don't be white-pilled, be informed, victory-pilled, and say, well, I know I'm good.
[00:54:33.680 --> 00:54:36.160]  You know, the devil's greatest trick is not convincing the world he doesn't exist.
[00:54:36.240 --> 00:54:37.120]  That's the second biggest trick.
[00:54:37.280 --> 00:54:40.800]  The devil's biggest trick is convincing the world there is nobody good.
[00:54:41.039 --> 00:54:41.680]  There is no good.
[00:54:42.160 --> 00:54:43.200]  And it's just not true.
[00:54:43.519 --> 00:54:45.440]  There's way more good than bad.
[00:54:45.680 --> 00:54:47.840]  It's just that good people aren't engaged.
[00:54:47.920 --> 00:54:52.800]  They're not informed, and they tend to be a little shy and like, not even shy.
[00:54:53.460 --> 00:54:59.900]  Good people tend to think it's arrogant to get up and speak or arrogant to force their will or it's, you know, it's we're going to be polite.
[00:54:59.940 --> 00:55:01.480]  No, that's got to be over.
[00:55:01.579 --> 00:55:06.160]  And we have to do this or we're all completely screwed.
[00:55:06.160 --> 00:55:20.128]  And we have to get engaged and we have to be in charge by leadership, not by deception, not by theft, not by lies, but by election and by example and by quality, whether it's in businesses, corporations, everything is a vote in this world.
[00:55:20.519 --> 00:55:26.798]  And we have to hang our shingle out and we have to advertise that we are superior to these globalists and we want prosperity and goodwill.
[00:55:26.798 --> 00:55:28.280]  And Trump definitely wants that.
[00:55:28.280 --> 00:55:29.320]  He's definitely for a renaissance.
[00:55:29.320 --> 00:55:31.019]  I mean, you saw what he did two weeks ago.
[00:55:31.019 --> 00:55:33.420]  He pressured Saudi Arabia to basically double oil output.
[00:55:33.420 --> 00:55:34.880]  No one's ever done that.
[00:55:35.090 --> 00:55:36.740]  Now, now, now, now think people.
[00:55:36.740 --> 00:55:40.059]  He's got us as the number one producer in the world.
[00:55:40.079 --> 00:55:42.079]  We're number three under Obama.
[00:55:42.079 --> 00:55:42.660]  He cut it off.
[00:55:42.759 --> 00:55:45.019]  Crank sets up to number one, beating Saudi Arabia.
[00:55:47.240 --> 00:55:52.210]  And then Biden comes in, prices double, which is the ultimate tax on people's energy cost.
[00:55:52.240 --> 00:55:56.939]  And then Trump skyrockets it back in just a few months to number one producer again.
[00:55:56.939 --> 00:56:01.400]  And then he tells U.S. oil companies, I want you to work even harder to cut prices.
