[00:00:00.109 --> 00:00:00.550]  Big Brother!
[01:04:59.657 --> 01:05:03.080]  You got a zombie population that can't find their rear end with both hands.
[01:05:03.901 --> 01:05:04.541]  So get ready.
[01:05:04.561 --> 01:05:05.442]  This is only the beginning.
[01:05:05.942 --> 01:05:07.283]  They're going to shut everything down.
[01:05:09.119 --> 01:05:12.562]  Alex Jones here to- Hi folks, Alex Jones here with some important information.
[01:05:12.822 --> 01:05:17.707]  I want to tell you about Matt Redhawk and his team of patriots over at MyPatriotSupply.
[01:05:17.967 --> 01:05:25.834]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[01:05:26.074 --> 01:05:30.398]  Deciding to take action, a company run by patriots for patriots was born.
[01:05:30.619 --> 01:05:34.422]  MyPatriotSupply has never taken a loan or accepted outside funding.
[01:05:34.562 --> 01:05:40.266]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[01:05:40.506 --> 01:05:43.287]  It is rare to find companies who practice what they preach.
[01:05:43.688 --> 01:05:48.911]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[01:05:49.071 --> 01:05:57.176]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[01:05:57.236 --> 01:05:57.416]  That's 866-229-0927.
[01:06:03.760 --> 01:06:06.121]  Do business with someone who shares your values.
[01:06:06.401 --> 01:06:09.142]  BuyPatriotsSupply.com slash Alex.
[01:06:09.682 --> 01:06:18.685]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:06:18.765 --> 01:06:26.868]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:06:27.168 --> 01:06:31.870]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:06:32.031 --> 01:06:38.754]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:06:38.834 --> 01:06:45.897]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:06:45.998 --> 01:06:52.861]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:06:53.021 --> 01:06:57.384]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:06:57.504 --> 01:07:00.766]  Available in original or with our immune support infusion blend.
[01:07:00.886 --> 01:07:07.031]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:07:07.191 --> 01:07:09.412]  Available at Infowarslife.com.
[01:07:09.612 --> 01:07:19.999]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:07:20.320 --> 01:07:22.161]  Guess what else is in the halogen family?
[01:07:22.341 --> 01:07:23.041]  Fluoride.
[01:07:23.221 --> 01:07:25.502]  Ladies and gentlemen, Alex Jones here.
[01:07:25.662 --> 01:07:31.463]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:07:31.724 --> 01:07:34.564]  It's the good halogen on the periodic table.
[01:07:34.664 --> 01:07:36.525]  And the results are on record.
[01:07:36.645 --> 01:07:42.767]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:07:42.967 --> 01:07:45.127]  Bottom line, iodine is important.
[01:07:45.387 --> 01:07:48.008]  Unbound, clean, in a glycerin base.
[01:07:48.328 --> 01:07:51.709]  Nascent iodine was the answer for myself and my family.
[01:07:51.829 --> 01:07:57.033]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[01:07:57.253 --> 01:08:02.057]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[01:08:02.357 --> 01:08:03.398]  I take it every day.
[01:08:03.558 --> 01:08:06.401]  That's InfoWarsLife.com or call toll free 888-253-3139.
[01:08:14.904 --> 01:08:15.544]  Big Brother.
[01:08:16.225 --> 01:08:17.245]  Mainstream media.
[01:08:17.985 --> 01:08:19.106]  Government cover-ups.
[01:08:19.746 --> 01:08:20.566]  You want answers?
[01:08:21.327 --> 01:08:22.307]  Well, so does he.
[01:08:22.867 --> 01:08:26.529]  He's Alex Jones on the GCN Radio Network.
[01:08:27.069 --> 01:08:31.151]  And now, live from Austin, Texas, Alex Jones.
[01:08:46.961 --> 01:09:00.071]  Dr. Christopher Busby is with us for about 30 minutes, then I'm going to get into the geopolitical news, the latest Obamacare news, the huge NSA developments, also voluntary government checkpoints spark backlash.
[01:09:00.111 --> 01:09:01.752]  That's in USA Today.
[01:09:02.272 --> 01:09:04.994]  These are federal grants going on for at least the last five years.
[01:09:05.575 --> 01:09:08.357]  In LA, they use on-duty police and make you give it.
[01:09:09.417 --> 01:09:11.559]  And they're phasing in domestic checkpoints.
[01:09:11.599 --> 01:09:12.480]  That's all this is.
[01:09:13.320 --> 01:09:16.163]  And finally, the government insists they're voluntary.
[01:09:16.603 --> 01:09:19.606]  They're creating a backlash because of the presence of uniformed police officers.
[01:09:19.946 --> 01:09:22.168]  They direct you off the road with flashing lights.
[01:09:22.488 --> 01:09:23.889]  That's a custodial arrest.
[01:09:24.950 --> 01:09:26.211]  That is official oppression.
[01:09:27.232 --> 01:09:29.614]  When they do it in a group, it's got a name.
[01:09:30.395 --> 01:09:31.176]  Racketeering.
[01:09:32.486 --> 01:09:33.686]  Organized crime.
[01:09:34.087 --> 01:09:35.127]  You're like, but it's the government.
[01:09:35.427 --> 01:09:38.988]  That's the most dangerous type, historically, of organized crime.
[01:09:39.088 --> 01:09:42.389]  Special interest, corporate interest, controlling government.
[01:09:42.429 --> 01:09:43.350]  That's what's happening here.
[01:09:44.350 --> 01:09:46.931]  Literally dog training the public to put up with anything.
[01:09:47.751 --> 01:09:49.972]  Now, joining us is Dr. Christopher Busby.
[01:09:50.012 --> 01:09:55.954]  He's a chemical physicist and British scientist who's advised the Parliament and the EU.
[01:09:56.994 --> 01:09:57.875]  LLRC.org.
[01:09:59.768 --> 01:10:12.434]  And he heads up the low-level radiation campaign, and everything that he has talked about has been coming true, unfortunately, and unfolding.
[01:10:13.374 --> 01:10:24.339]  And Dr. Busby joins us now from England to break down the new developments that are coming out with the
[01:10:25.839 --> 01:10:39.051]  Health Department out in San Francisco confirming a 500% increase in background radiation levels, which isn't that high, but it's still alarming, showing it could go up, but saying they don't know where it's coming from when they could test for the isotopes.
[01:10:39.611 --> 01:10:46.437]  Onlyinfowars.com, one local San Francisco paper, DrudgeReport.com, and RT are covering this.
[01:10:46.857 --> 01:10:48.439]  The starfish are almost all dying.
[01:10:48.899 --> 01:10:51.482]  They've confirmed cover-ups in radiation in the fish.
[01:10:52.382 --> 01:10:53.283]  That's been in the news.
[01:10:54.023 --> 01:11:00.747]  So this is a big deal and the good news is is it's getting people's attention on this subject.
[01:11:01.488 --> 01:11:14.616]  So Dr. Busby joins us and of course they predicted in major computer models from universities and Spain and other places that the main radiation waves would start hitting in January of this year from the ocean and indeed that corresponds with this increase.
[01:11:14.636 --> 01:11:19.338]  So Dr. Busby you've got the floor to give us your report and tell us what you think is really going on here.
[01:11:19.358 --> 01:11:19.999]  Thank you for joining us.
[01:11:20.948 --> 01:11:24.290]  Well, Alex, I'm pleased to be here again.
[01:11:24.310 --> 01:11:28.091]  I'm a bit confused myself about what's going on, I have to say.
[01:11:30.392 --> 01:11:49.441]  The point is that the amount of radioactivity, if you do the calculations, the amount of radioactivity that's gone into the sea, by the time it's diluted and come across to America, would not be able to, on the basis of theory anyway, cause the kinds of increases in radioactivity that are being
[01:11:53.521 --> 01:12:15.445]  I've been following measurements made by the US RadNet system, which is an excellent system, so long as it works, and it usually does, where you can see levels of radioactivity or radiation of different energies plotted out from a number of different stations throughout the United States.
[01:12:16.105 --> 01:12:18.886]  And of course, at the same time, since Fukushima, we've had a whole
[01:12:19.566 --> 01:12:28.253]  A huge number of people actually buy Geiger counters and put themselves on networks where they report the measurements that they've been taking.
[01:12:28.714 --> 01:12:33.118]  And I followed with great interest this extraordinarily useful development.
[01:12:33.498 --> 01:12:37.061]  But by and large what they've been measuring has been radon in rainwater.
[01:12:37.321 --> 01:12:49.725]  And so people, you know, over the last year or so have been getting terribly excited because suddenly they get five times background, or even sometimes ten, fifteen, twenty times background by measuring rainwater.
[01:12:50.545 --> 01:13:01.308]  And I've then asked them to measure the rate at which the radioactivity decays in the rainwater samples, and usually it's very rapid, which suggests that it is radon, natural radon.
[01:13:01.728 --> 01:13:06.430]  But having said that, the levels of natural radon seem to be increasing, and I'm a bit puzzled about that too.
[01:13:07.310 --> 01:13:31.883]  Now as far as the Fukushima radiation coming to the United States, this report from LA and from San Diego talking about a five-fold excess, I followed this up and had a look at the weather patterns for those areas and looked at the RadNet measurements which are on the internet and where you can see these levels of gamma radiation plotted and in fact they plot very much on the top of fog banks
[01:13:33.095 --> 01:13:41.681]  So if you look at fog banks, which of course fog banks occur a lot in California, and as the fog floats in, so the radiation levels go up.
[01:13:42.202 --> 01:13:51.048]  Now, I think that the radiation levels would go up anyway as the fog comes in, because there's more material there to cause gamma radiation from quite natural sources.
[01:13:51.549 --> 01:13:52.730]  But I'm not saying that's it.
[01:13:52.970 --> 01:13:56.633]  So I mean, having said all this stuff, I know it sounds a bit waffly,
[01:13:57.233 --> 01:14:15.478]  But I mean, I would like to wait and see somebody actually measure the gamma radiation spectrum of whatever it is that's supposed to be coming in and causing the irradiation of America, because it's very hard to imagine how there could be a five-fold increase in natural background radiation from the sort of material that's coming from Fukushima.
[01:14:15.778 --> 01:14:17.058]  It's just too far away.
[01:14:17.639 --> 01:14:18.499]  But having said that,
[01:14:19.039 --> 01:14:33.998]  Having said that, and having also done the calculations about the concentrations that would likely to be in the ocean, what I have noticed, and this is actually terrifying, is that since Fukushima there has been an increasing collapse in the entire Pacific ecosystem.
[01:14:34.739 --> 01:14:38.802]  And this is not something which one can just kind of poo-poo or write off.
[01:14:38.822 --> 01:14:39.802]  That's what I was going to raise.
[01:14:39.842 --> 01:14:46.767]  We have mainline Oceanic University studies as high as 98% death, starfish, fish.
[01:14:47.067 --> 01:14:51.210]  They've never before seen whales that are Siamese twins or conjoined.
[01:14:51.710 --> 01:14:54.732]  That's on Infowars.com, coming up on the West Coast.
[01:14:55.433 --> 01:14:57.894]  The fishermen are reporting all sorts of deformities.
[01:14:59.235 --> 01:15:01.357]  They're posting these online.
[01:15:02.157 --> 01:15:30.821]  And then I want to get into the fact they're using homeless people to move the rods in Japan and and where all this is going because they're now picking up higher levels of radiation in Missouri and in the snow and then it seems like the entire breakdown of the nuclear power system because as you know they're now 35 40 years old suddenly they're they're saying they're leaking more so that's what I was saying yesterday this could be other events as well all building up on each other.
[01:15:31.778 --> 01:15:33.998]  Well, let's begin with the Pacific.
[01:15:34.559 --> 01:15:42.800]  Because to my mind, that is actually the scariest outcome of all of this, because I don't think that we can write off any of that.
[01:15:43.200 --> 01:15:58.543]  Now, all those other measurements of radioactivity in Missouri and in the snow and in the fog banks off LA and all the rest of it, could in principle be just that more people are looking and more people are expecting things to happen, and so when they see something they go, oh my gosh, we're all going to die, it's Fukushima.
[01:15:58.863 --> 01:16:04.848]  That's a possible answer and we won't know the answer to that until we do some gamma spectroscopy and find out what's going on.
