[00:00:00.009 --> 00:00:02.093]  Host, direct from Austin.
[01:05:17.703 --> 01:05:24.891]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:05:25.011 --> 01:05:30.414]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:05:30.654 --> 01:05:34.355]  These are items that I did research on, that I personally use.
[01:05:34.676 --> 01:05:39.198]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:05:39.398 --> 01:05:44.640]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:05:44.880 --> 01:05:47.942]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:05:48.102 --> 01:05:50.243]  When Disaster Strikes by Matthew Stein.
[01:05:50.603 --> 01:05:55.168]  They're a safe used by Homeland Security to protect yourself during any radiological event.
[01:05:55.369 --> 01:05:57.811]  Hand-cranked shortwave AM FM radios.
[01:05:58.252 --> 01:06:05.240]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[01:06:05.520 --> 01:06:06.481]  We're getting prepared.
[01:06:06.721 --> 01:06:07.141]  Are you?
[01:06:07.381 --> 01:06:09.163]  InfoWarsShop.com.
[01:06:09.403 --> 01:06:18.429]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:06:18.509 --> 01:06:26.615]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:06:26.895 --> 01:06:31.597]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:06:31.778 --> 01:06:38.481]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:06:38.561 --> 01:06:45.644]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:06:45.745 --> 01:06:52.588]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:06:52.748 --> 01:06:57.129]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:06:57.229 --> 01:07:00.490]  Available in original or with our immune support infusion blend.
[01:07:00.630 --> 01:07:06.752]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:07:06.932 --> 01:07:09.133]  Available at Infowarslife.com.
[01:07:09.293 --> 01:07:19.696]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:07:19.976 --> 01:07:21.817]  Guess what else is in the halogen family?
[01:07:22.017 --> 01:07:22.717]  Fluoride.
[01:07:22.917 --> 01:07:25.178]  Ladies and gentlemen, Alex Jones here.
[01:07:25.338 --> 01:07:31.140]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:07:31.401 --> 01:07:34.242]  It's the good halogen on the periodic table.
[01:07:34.362 --> 01:07:36.202]  And the results are on record.
[01:07:36.322 --> 01:07:42.445]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:07:42.645 --> 01:07:44.806]  Bottom line, iodine is important.
[01:07:45.066 --> 01:07:47.687]  Unbound, clean, in a glycerin base.
[01:07:48.007 --> 01:07:51.388]  Nascent iodine was the answer for myself and my family.
[01:07:51.408 --> 01:07:51.668]  Big Brother.
[01:08:15.851 --> 01:08:16.892]  Mainstream media.
[01:08:17.633 --> 01:08:18.753]  Government cover-ups.
[01:08:19.394 --> 01:08:20.194]  You want answers?
[01:08:20.975 --> 01:08:21.856]  Well, so does he.
[01:08:21.876 --> 01:08:26.159]  He's Alex Jones on the GCN Radio Network.
[01:08:26.700 --> 01:08:30.763]  And now, live from Austin, Texas, Alex Jones.
[01:08:40.936 --> 01:08:46.563]  Cover some of the top breaking news and go to our special guest, Major Whistleblower, on education.
[01:08:47.784 --> 01:08:52.229]  But first off, London Guardian reports, US Justice Department...
[01:08:53.288 --> 01:08:57.312]  Opposes block on Obamacare contraception mandate.
[01:08:57.733 --> 01:09:05.321]  Administration calls on Justice Sotomayor to dissolve her stay and to make the Catholic Church basically promote abortion.
[01:09:06.041 --> 01:09:07.783]  So there is that news.
[01:09:08.304 --> 01:09:12.428]  I mentioned this yesterday but it's so important tying into all the other news that we see.
[01:09:12.788 --> 01:09:15.571]  Feds preparing for violence targeting social security buildings.
[01:09:16.592 --> 01:09:19.955]  $58 million for security just at two facilities.
[01:09:19.975 --> 01:09:21.276]  That is such a big deal.
[01:09:21.696 --> 01:09:22.797]  And here's why they're getting ready.
[01:09:23.297 --> 01:09:32.163]  IMF paper warns of savings tax and mass write-offs as West debt hits 200-year high.
[01:09:32.664 --> 01:09:34.225]  Hyperinflation looming.
[01:09:35.959 --> 01:09:43.325]  Much of the Western world will require defaults and savings tax and higher inflation to clear the way for recovery.
[01:09:43.465 --> 01:09:45.126]  So they've decided to go the way of inflation.
[01:09:45.566 --> 01:09:49.389]  As debt levels reach a 200-year high, according to a new report by the International Monetary Fund.
[01:09:49.649 --> 01:09:54.433]  And of course, they're the authors of much of that.
[01:09:54.593 --> 01:09:59.337]  So what do you, what do you expect?
[01:10:00.618 --> 01:10:04.020]  So that's just some of the news on that front.
[01:10:04.641 --> 01:10:06.762]  We're going to be breaking that down more coming up.
[01:10:07.903 --> 01:10:13.667]  Also, we're going to be looking at citing EU Italy orders journalists to promote homosexual agenda.
[01:10:14.107 --> 01:10:18.830]  That's out of the New American Magazine and LifeSite News broke it.
[01:10:19.331 --> 01:10:28.297]  And remember, Reuters reported, along with AFP two days ago, that they ruled that a 60-year-old man can grab your 11-year-old child out of the backyard and rape them.
[01:10:29.841 --> 01:10:35.448]  And if the child tells social workers they enjoyed it, it's love, and you get let out of jail.
[01:10:35.528 --> 01:10:41.815]  So, they're coming for our kids, and if you don't let them do it, it's gonna be pedophobia, and they're gonna come kill you, the SWAT teams are.
[01:10:42.075 --> 01:10:42.836]  So, and I'm serious.
[01:10:43.317 --> 01:10:46.581]  They're banning homeschooling worldwide, they're hunting down Christians, it's here.
[01:10:47.061 --> 01:10:47.282]  It's here.
[01:10:48.428 --> 01:10:56.194]  And this is this pure evil agenda of Agenda 21, which is basically what the Jacobin French are trying to do in the French Revolution, the opposite of our revolution.
[01:10:56.995 --> 01:11:04.601]  Overthrow the family, overthrow God, have a nine-day week, change the calendar, just turn loose total evil on earth.
[01:11:05.722 --> 01:11:06.563]  That is their goal.
[01:11:07.443 --> 01:11:08.784]  That is what they push.
[01:11:09.325 --> 01:11:11.467]  That is what they stand for.
[01:11:14.124 --> 01:11:20.690]  We are going to be breaking all of this and more down today.
[01:11:21.010 --> 01:11:26.435]  For most of the hour, we're joined by Charlotte Isserby, the best-selling author.
[01:11:26.455 --> 01:11:29.397]  And it's a bit out of print, but she's come out with a smaller edition now.
[01:11:29.778 --> 01:11:31.179]  The Deliberate Dumbing Down of America.
[01:11:31.199 --> 01:11:34.222]  It's still very thick with all these graphics and documents.
[01:11:34.262 --> 01:11:38.225]  We sell it at infowarestore.com.
[01:11:38.265 --> 01:11:38.725]  And the book,
[01:11:39.506 --> 01:11:44.269]  If you want to understand why they're dumbing everybody down, it's close to 500 pages long.
[01:11:44.669 --> 01:11:51.173]  She was the head of policy, number two position, at the Department of Education in the Ronald Reagan administration.
[01:11:52.153 --> 01:11:57.076]  And she was a leading educator and also her, what was it, dad and grandfather had been in Skull & Bones.
[01:11:57.516 --> 01:11:59.197]  So she was also kind of an insider.
[01:11:59.217 --> 01:12:04.160]  She was also the lady that leaked all the stuff to Anthony Sutton that exposed Skull & Bones.
[01:12:05.481 --> 01:12:09.804]  You know, also her dad and grandfather were good guys, and everybody there was bad.
[01:12:09.844 --> 01:12:11.546]  In fact, her dad told her about that.
[01:12:11.826 --> 01:12:14.868]  So the whole point is, is that there's not all bad people in the system.
[01:12:15.348 --> 01:12:20.752]  And there's always time to expose what's going on, but she's a whistleblower's whistleblower whistleblower.
[01:12:22.113 --> 01:12:23.434]  And I wanted to get her on.
[01:12:23.454 --> 01:12:28.078]  She also has a new DVD set out that we don't sell yet, but is available on her site.
[01:12:28.098 --> 01:12:28.898]  We'll tell you how to get that.
[01:12:29.319 --> 01:12:31.640]  Exposing the global road to ruin through education.
[01:12:32.771 --> 01:12:36.572]  And this is shot in 2012-2013 at two conferences.
[01:12:37.213 --> 01:12:42.234]  All educators need to see this to understanding what they've done.
[01:12:42.254 --> 01:12:49.637]  And then she has another booklet out for educators, Back to Basics Reform, or OBE, Skinnered International Curriculum.
[01:12:50.017 --> 01:13:01.241]  Now, we've gotten her on about the master plan and what's behind it and where it's going, but in her book, she shows the government documents where they said, by the time they're done with it, your child won't be able to talk.
[01:13:02.113 --> 01:13:17.679]  And they admit, they call it brainwashing in Department of Education graphics, cartoons they did, just like the NSA documents came out this week, where they were calling iPhone users dumb zombies and laughing at how they'd turned American in 1984.
[01:13:18.720 --> 01:13:21.981]  So it shows them slowly federalizing the schools.
[01:13:23.516 --> 01:13:41.390]  And then, making the kids mean and dumbed down, and turning it into Big Brother National Information Distribution Center, Imperial International Propaganda System, that's the youth brigades, Our Lady of the Benevolent Dictatorship, One World Global Training Corps, and then Interplanetary Carbon Unit Reprogramming Pod.
[01:13:41.450 --> 01:13:42.351]  This is from the 80s.
[01:13:43.732 --> 01:13:45.253]  Literal biological android.
[01:13:45.454 --> 01:13:48.216]  But look, he's happy now, and he's plugged into a computer,
[01:13:50.772 --> 01:13:52.335]  Again, we're going to Isby in a moment.
[01:13:52.375 --> 01:13:53.437]  Her Skype just dropped.
[01:13:54.299 --> 01:14:00.471]  But that's the point of what's going on with this book and this material.
[01:14:01.952 --> 01:14:06.794]  So, without further ado, ladies and gentlemen, this is a total takeover.
[01:14:06.814 --> 01:14:08.094]  Two plus two equals five.
[01:14:08.154 --> 01:14:09.995]  Teach five-year-olds how to be transgender.
[01:14:10.655 --> 01:14:12.456]  If they can get away with that, they can do anything.
[01:14:12.496 --> 01:14:13.156]  That's what this is.
[01:14:13.556 --> 01:14:17.838]  The school says your child can be vaccinated against your will or have an abortion against your will.
[01:14:17.918 --> 01:14:21.639]  This is the state taking over, as MSNBC has said.
[01:14:22.480 --> 01:14:26.861]  Ohio with bills to basically outlaw homeschooling, send CPS after everybody.
[01:14:27.302 --> 01:14:27.882]  They're coming.
[01:14:28.502 --> 01:14:33.307]  They're coming, but we can push back if we recognize they're not misguided liberals.
[01:14:33.867 --> 01:14:36.030]  And they've got the Republican leadership with them and Bill Gates.
[01:14:36.570 --> 01:14:39.253]  These are scientific takeover experts.
[01:14:39.934 --> 01:14:42.016]  Okay, joining us is Charlotte Isserby.
[01:14:42.376 --> 01:14:43.978]  Charlotte, thank you so much for coming on.
[01:14:44.618 --> 01:14:48.042]  Break down the basics and then get into Common Core for people so they understand it.
[01:14:49.833 --> 01:14:56.459]  Well, Alex, I'm very pleased that everybody's focusing on... I'm not pleased that much.
[01:14:56.579 --> 01:15:00.323]  I think it's normal that parents would be focusing on Common Core.
[01:15:00.803 --> 01:15:08.510]  And there's a lot of money out there supporting their focus from the neoconservative Trotskyites.
[01:15:08.570 --> 01:15:14.896]  It's a big bandwagon across the country to keep parents and teachers focused on Common Core.
[01:15:15.777 --> 01:15:18.938]  We've had Common Core ever since, certainly, the 1970s.
[01:15:19.038 --> 01:15:24.061]  It came out of the original goals, which are standards, right, came out of the Northwest Regional Lab.
[01:15:24.801 --> 01:15:44.870]  And that's in my little book, Back to Basics Reform, actually, the information there, which was, let's just point out that everything I've ever written, the reason that nobody knows what happened, is that everything I ever wrote was boycotted, not by normal, you know, the left would, but by the neoconservative Trotskyites.
[01:15:45.410 --> 01:15:54.317]  Every single organization in this country boycotted my Back to Basics reform, which I wrote after I got myself fired from the Department of Ed.
[01:15:54.637 --> 01:15:58.299]  Full of documentation warning Americans of exactly what's happening now.
[01:15:58.740 --> 01:15:59.520]  That little book, only $10.
[01:16:00.761 --> 01:16:07.246]  And then I wrote Deliberate Dumbing Down of America because that little book was boycotted.
[01:16:07.386 --> 01:16:09.288]  People said they didn't understand it, huh?
