[00:00:00.069 --> 00:00:00.509]  3-9.
[01:17:59.698 --> 01:18:05.160]  And I mean, they know, you'll always, I see it in the videos that are shot in Austin all the time, of groups of hippies.
[01:18:05.200 --> 01:18:08.722]  They'll go find stoner hippies that have got their hair in dreads.
[01:18:09.742 --> 01:18:13.223]  And they know that if a black person comes up and attacks them, they'll fall down and start worshipping them.
[01:18:13.423 --> 01:18:15.863]  And they literally, in the videos, go, my God is here!
[01:18:16.143 --> 01:18:16.584]  Beat me!
[01:18:16.864 --> 01:18:22.525]  And they just fall to their knees and get mugged and robbed by sometimes five foot tall teenager thugs.
[01:18:23.405 --> 01:18:30.387]  I mean, they're not messing with a redneck in a Ford F-150 that's gonna come out of there with a gun or come out of there with a hatchet or something.
[01:18:31.327 --> 01:18:32.007]  No, no, no, no, no.
[01:18:32.267 --> 01:18:36.168]  They literally, in these videos... I'm gonna skip this network break, this is so important.
[01:18:38.328 --> 01:18:46.051]  In countless videos, they will walk up to the wannabe white Rastas and will beat the living tar out of them or kill them.
[01:18:48.612 --> 01:18:50.053]  We played that video a few months ago.
[01:18:50.073 --> 01:18:53.594]  I think the headline was Black Thugs Beat Up White Hippies in Austin.
[01:18:53.614 --> 01:18:55.615]  And they're like, come on, man!
[01:18:56.035 --> 01:18:57.276]  And they punch him in the face again.
[01:18:57.576 --> 01:18:59.236]  These are like big hippie white guys.
[01:19:00.237 --> 01:19:03.498]  Literally, it looks like they're fighting like gang member munchkins or something.
[01:19:04.098 --> 01:19:07.900]  And the gang member munchkins are beating them up and laughing because they won't fight back.
[01:19:10.171 --> 01:19:11.592]  And that's political correctness.
[01:19:11.832 --> 01:19:13.432]  Don't fight back against big banks.
[01:19:13.893 --> 01:19:15.373]  Don't fight back against corruption.
[01:19:15.593 --> 01:19:18.214]  Don't fight back against the corrupt government by even speaking out.
[01:19:18.515 --> 01:19:21.876]  Just sit down and shut up and roll over to whoever comes by.
[01:19:24.777 --> 01:19:35.662]  In one town alone, 1,500 plus children in giant gang rape rooms being sold into other towns, flown out of the country, and the government still won't stop them because they're Muslims.
[01:19:37.142 --> 01:19:38.423]  That's political correctness.
[01:19:42.987 --> 01:19:48.448]  So again, it's not even an attack on Muslims or blacks in the general statement here.
[01:19:48.908 --> 01:20:10.172]  It's an attack, as an example, on the programming that's so strong that a white liberal will take it personal if you're watering on the wrong day, call the cops on you, will get in your face, try to run your life if you are a white person.
[01:20:12.006 --> 01:20:19.728]  But if white people, white hippies or yuppies, have their kids being beaten up, they won't defend their own children.
[01:20:21.789 --> 01:20:23.249]  And it's not just that they're cowards.
[01:20:24.009 --> 01:20:31.031]  They just absolutely are so politically controlled, under political correctness, that they don't even have souls.
[01:20:32.867 --> 01:20:34.468]  And so, turn your guns into your races.
[01:20:34.508 --> 01:20:35.128]  Here's my guns.
[01:20:35.508 --> 01:20:36.869]  Support Obama, carry your races.
[01:20:36.949 --> 01:20:37.649]  Okay, I support it.
[01:20:38.289 --> 01:20:46.833]  You sign on to death panels, you sign on to rationing of care, death lists for troops, you don't care.
[01:20:47.113 --> 01:20:51.935]  Because all that matters is, is you're in the end club, everyone has told you that you're a good person.
[01:20:54.076 --> 01:20:57.257]  Everyone has told you that you have arrived now.
[01:20:58.237 --> 01:21:03.363]  You don't have a job, you don't have a future, or the job you've got won't be there soon, it doesn't matter.
[01:21:03.684 --> 01:21:12.255]  You watch sitcoms, you watch MSNBC, you've got a college degree, you're part of the elite, you're intelligent, nobody else is.
[01:21:13.977 --> 01:21:16.921]  People that drive trucks and got guns and don't trust the government?
[01:21:18.240 --> 01:21:19.441]  And got three or four kids?
[01:21:19.521 --> 01:21:20.582]  They're weirdos.
[01:21:21.123 --> 01:21:22.104]  Michael Moore said it.
[01:21:22.324 --> 01:21:25.768]  Any white person in the country with three or four kids is a racist.
[01:21:25.788 --> 01:21:26.048]  Remember?
[01:21:26.248 --> 01:21:26.929]  He says it all the time.
[01:21:27.189 --> 01:21:31.033]  If you're white and you live in the country and you got a bunch of kids, you're a racist.
[01:21:31.093 --> 01:21:31.493]  That's right.
[01:21:31.713 --> 01:21:32.975]  You want to go be left alone.
[01:21:33.215 --> 01:21:34.116]  You want to have kids.
[01:21:34.136 --> 01:21:35.077]  You want to have a garden.
[01:21:35.758 --> 01:21:39.281]  Somebody punches you in the nose, you're going to punch them back no matter what color they are.
[01:21:39.721 --> 01:21:41.964]  You are the enemy because you're normal.
[01:21:44.369 --> 01:21:49.953]  If you're some black farmers out in the middle of nowhere wanting to have kids and be left alone, you're going to have CPS showing up.
[01:21:50.553 --> 01:21:52.935]  You're going to have the DEA looking for pot plants.
[01:21:53.235 --> 01:21:56.957]  You're going to have federal minders coming around getting in your business because they don't like it.
[01:21:57.118 --> 01:22:00.540]  They're banning lemonade stands, farmers markets all over this country.
[01:22:00.680 --> 01:22:11.307]  They're saying you can't have a garden in your backyard without government authorization because they want us all on their technological plantation and it's time to have a revolt against it across the board.
[01:22:12.388 --> 01:22:13.669]  Let's play this video.
[01:22:14.609 --> 01:22:18.152]  If you listen to the audio, it's, you know, attack that white girl, get her, get her.
[01:22:18.413 --> 01:22:33.285]  This is a racial attack, and the media is so mind-controlled, that there have been articles where reporters have been attacked, and they will not let the reporter write that it was a racial attack, even though there's video of the racial words being used.
[01:22:34.787 --> 01:22:39.090]  Because again, only a white person can be racist.
[01:22:39.711 --> 01:22:40.351]  You understand that?
[01:22:40.572 --> 01:22:41.873]  Doesn't matter, the blood's the same color.
[01:22:42.950 --> 01:22:47.292]  Doesn't matter that a bunch of Klan people are the exact same mindset.
[01:22:48.252 --> 01:22:52.134]  A bunch of trashy people out beating up some black person or killing them.
[01:22:53.155 --> 01:22:58.917]  It's the same mindset as a group of trashy black people going around beating up white people or killing them.
[01:22:59.137 --> 01:23:03.840]  But see, you can't say that because see, again, who's evil?
[01:23:03.980 --> 01:23:04.620]  White people.
[01:23:04.700 --> 01:23:05.440]  Who does bad?
[01:23:05.500 --> 01:23:06.021]  White people.
[01:23:06.981 --> 01:23:08.042]  It's this mindlessness.
[01:23:08.062 --> 01:23:08.642]  Let's go to the club.
[01:23:10.891 --> 01:23:12.772]  It's my job, don't eat for a lie.
[01:23:13.552 --> 01:23:14.913]  I mean, listen to that ignorant lady.
[01:23:22.557 --> 01:23:29.880]  It's over a hundred black people chasing down white people in a mob attack.
[01:23:30.421 --> 01:23:33.782]  I mean, all somebody would have to do is get out and shoot a bullet in the air.
[01:23:33.802 --> 01:23:35.083]  Everybody would flee.
[01:23:42.164 --> 01:23:47.565]  This is the future of America with the welfare state.
[01:23:50.066 --> 01:23:52.326]  I mean, one reason though, I gotta say.
[01:23:58.088 --> 01:23:59.848]  Look at him throwing pumpkins at that white guy.
[01:24:00.869 --> 01:24:05.630]  And then look, the guy is knocked out on the ground and didn't even fight back.
[01:24:05.670 --> 01:24:06.250]  He deserves it.
[01:24:07.148 --> 01:24:08.208]  I'll tell you one thing, man.
[01:24:09.609 --> 01:24:11.870]  If I had 100 people, I don't care if they're black or white.
[01:24:11.910 --> 01:24:14.111]  And by the way, this has pretty much happened before, back when I was a teenager.
[01:24:14.771 --> 01:24:16.732]  I mean, I've been in a fight with like 15 guys before.
[01:24:16.792 --> 01:24:17.773]  And I mean, I blacked out.
[01:24:18.013 --> 01:24:19.473]  It was the greatest pleasure of my life.
[01:24:20.174 --> 01:24:21.094]  I mean, I'm going to just be honest.
[01:24:21.194 --> 01:24:24.876]  I literally, literally put like 10 people in the hospital.
[01:24:25.396 --> 01:24:27.037]  And that's on record true in Rockwall, Texas.
[01:24:27.057 --> 01:24:28.337]  You can ask anybody about me there.
[01:24:29.538 --> 01:24:32.999]  The police came and like had me sent to the hospital and they said, we think he's on PCP.
[01:24:33.400 --> 01:24:34.640]  But there was no drugs in me.
[01:24:35.220 --> 01:24:36.321]  It was an absolute pleasure.
[01:24:37.776 --> 01:24:40.857]  To have 15 members of the football team try to kick my butt.
[01:24:40.897 --> 01:24:42.677]  I beat the living hell out of them.
[01:24:43.397 --> 01:24:44.677]  And by the way, they were black and white.
[01:24:45.918 --> 01:24:47.558]  I'll go ahead and tell the story since I'm telling this.
[01:24:47.578 --> 01:24:50.199]  This is a true story.
[01:24:50.539 --> 01:24:53.159]  This guy was beating up my girlfriend's little brother.
[01:24:53.679 --> 01:24:55.520]  I told him to stop so he punched me in the nose.
[01:24:55.800 --> 01:24:57.860]  So I broke his nose and he had to have nose surgery.
[01:24:58.880 --> 01:25:01.421]  And I was a freshman in high school.
[01:25:03.101 --> 01:25:12.118]  And then his older cousin, who was a senior and a football star, came into the, about a month later, into the cafeteria while I'm sitting there.
[01:25:13.269 --> 01:25:17.871]  And slam my head into the plate of food.
[01:25:18.311 --> 01:25:20.212]  I got up and beat the daylights out of him.
[01:25:20.412 --> 01:25:23.553]  So two more football players came over and I just devastated them.
[01:25:24.213 --> 01:25:27.735]  And then a couple more came and I turned towards the entire bleachers.
[01:25:27.775 --> 01:25:28.815]  I shouldn't even be telling the story.
[01:25:28.835 --> 01:25:33.377]  And I went, and I charged and ran and just started savaging those people.
[01:25:34.693 --> 01:25:40.857]  And I'm telling you, I got so mad that the boot heels came off, because about 10 people were on top of me, and I just savagely exploded.
[01:25:41.257 --> 01:25:47.221]  Blood vessels broke in my eyes, and I was just like, every punch was just like, it was the greatest drug in the world.
[01:25:47.681 --> 01:25:54.566]  I can't imagine the ancients and those swords and those huge battles, just for hours, I could just feel it.
[01:25:55.967 --> 01:26:00.670]  And I'd see about 100 people want to charge me, I'm telling you, I would just love it!
[01:26:02.025 --> 01:26:04.866]  Because that's when you can really live, is when you're outnumbered like that.
[01:26:05.466 --> 01:26:07.847]  Excuse me, I shouldn't be telling these stories.
[01:26:08.567 --> 01:26:09.248]  That's a true story.
[01:26:12.589 --> 01:26:14.450]  In fact, I even, one day somebody said, is this true?
[01:26:14.650 --> 01:26:21.532]  There was some forum talking about me and they had shots of my, uh, some lister had shots of my, uh, what was it?
[01:26:21.692 --> 01:26:23.593]  Uh, high school annals.
[01:26:23.613 --> 01:26:26.134]  You know, high school, uh, what do you call it?
[01:26:26.154 --> 01:26:28.235]  The thing is, you know, you get every year.
[01:26:29.158 --> 01:26:29.718]  Give me your book.
[01:26:30.238 --> 01:26:31.479]  Everyone, yeah, this guy's crazy!
[01:26:31.879 --> 01:26:34.140]  One time he beat up like 20 people on PCP.
[01:26:34.380 --> 01:26:35.660]  I've never seen PCP.
[01:26:35.680 --> 01:26:40.102]  It's called opening a can of whoop-ass, ladies and gentlemen.
[01:26:40.642 --> 01:26:41.463]  That's what it's called.
[01:26:41.483 --> 01:26:43.323]  Alright, I shouldn't.
[01:26:43.583 --> 01:26:44.944]  It's really terrible to tell that story.
[01:26:45.544 --> 01:26:47.165]  But I told the story and it's true.
[01:26:50.146 --> 01:26:50.946]  Actually, I'm joking.
[01:26:51.467 --> 01:26:53.247]  MSNBC, it's all a joke.
[01:26:53.727 --> 01:26:54.328]  None of it's true.
[01:26:54.368 --> 01:26:55.608]  None of it happened.
[01:26:57.149 --> 01:26:57.589]  Oh, boy.
[01:26:58.991 --> 01:26:59.392]  I'm sorry.
[01:26:59.972 --> 01:27:02.015]  People tune in because sometimes I get a little crazy on air.
[01:27:02.836 --> 01:27:04.638]  I'm just imagining me or my family.
[01:27:04.838 --> 01:27:12.928]  That's why I'm going to hate getting old, though, because I am 40, and I guarantee you I would probably throw my arms out of sockets and everything else if I tried to do something like that today or have a heart attack.
