[00:00:00.189 --> 00:00:00.689]  Iodine.
[01:00:22.050 --> 01:00:24.765]  It's clear that Bobby Kennedy is loyal opposition.
[01:00:25.106 --> 01:00:25.569]  He's leading.
[01:00:26.849 --> 01:00:34.413]  And he talks with his accent, I'm against Big Pharma, but the guy endorsed Hillary Clinton three times, who's vaccine queen.
[01:00:34.713 --> 01:00:39.235]  And then he came here and endorsed Joe Kennedy, who wants to support vaccine mandates.
[01:00:39.595 --> 01:00:40.596]  So that's what they do.
[01:00:40.896 --> 01:00:52.442]  They have their controlled opposition, which is, the goal is to control people, but never let the movements unleash themselves, bottoms up, as though you need a Hollywood celebrity or you need some Botox people to control these movements.
[01:00:53.042 --> 01:00:53.682]  Let's be clear.
[01:00:53.762 --> 01:00:55.503]  This is 1943.
[01:00:56.023 --> 01:00:57.804]  We've taken most of France.
[01:00:57.824 --> 01:00:58.844]  We're about to go into Germany.
[01:00:59.184 --> 01:01:01.225]  This is Zeb Dietrich and the Battle of the Bulge.
[01:01:01.465 --> 01:01:03.706]  This is Hitler's final counteroffensive.
[01:01:03.746 --> 01:01:04.146]  Exactly.
[01:01:04.186 --> 01:01:04.906]  They're losing.
[01:01:05.787 --> 01:01:08.708]  So what's fundamentally happening here... Alex, I'm right here.
[01:01:08.988 --> 01:01:11.249]  So what's fundamentally happening here... Can you hear me?
[01:01:11.689 --> 01:01:11.909]  I can.
[01:01:11.929 --> 01:01:12.129]  Go ahead.
[01:01:12.850 --> 01:01:23.574]  Yeah, Alex, what's fundamentally happening is we see the uprising of people, basically the little weasels like Bill Gates, the weasels like Zuckerberg, and the controlled opposition.
[01:01:23.754 --> 01:01:28.276]  They're like, holy shit, this guy, a guy like Shiva is out there telling people to go on the ground.
[01:01:28.536 --> 01:01:30.117]  And that's why we won in New Jersey.
[01:01:30.177 --> 01:01:32.477]  We won in January 6th, 13th.
[01:01:32.598 --> 01:01:34.178]  We stopped one of the vaccine bills.
[01:01:34.438 --> 01:01:35.519]  Well, isn't it interesting?
[01:01:35.699 --> 01:01:38.620]  Right after that, coronavirus fear-mongering comes out.
[01:01:38.860 --> 01:01:40.521]  You suddenly see this explosive thing.
[01:01:40.541 --> 01:01:41.481]  So what we're looking at,
[01:01:41.981 --> 01:01:42.481]  We're good to go.
[01:02:04.440 --> 01:02:10.483]  It started trending, and we have nearly 40,000-50,000 people, Alex, if we show it, who've signed up for this.
[01:02:10.903 --> 01:02:14.905]  Nearly 5% of those people, we nearly have 2,000-3,000 medical doctors.
[01:02:15.185 --> 01:02:21.028]  If you scroll down, you'll see, we put up a little bit right there, you see 44,000 people have signed up, Alex.
[01:02:21.349 --> 01:02:31.374]  Now, he has some of his fans trying to make him the sexiest man on People Magazine, and it's a ridiculous campaign to put him out there as a Hollywood celebrity.
[01:02:31.574 --> 01:02:33.875]  They've only had, I think, 10,000 signatures, okay?
[01:02:34.435 --> 01:02:43.779]  So what you're talking about is this group, which is interconnected with academia and Hollywood, is trying to unleash its fear to control us.
[01:02:44.120 --> 01:02:50.683]  And they literally want to lock us up in our houses and Cuomo and others are saying it never goes back to normal, you never have freedom again.
[01:02:50.983 --> 01:02:53.104]  This is beyond Stalin, Hitler, Mao.
[01:02:53.164 --> 01:02:54.124]  This is ridiculous.
[01:02:54.144 --> 01:02:55.845]  It's freaking crazy what's going on.
[01:02:56.165 --> 01:02:59.747]  One of the things is let's talk about right now how horrible what they're doing.
[01:02:59.887 --> 01:03:02.428]  Let's take the people who are seriously immunocompromised
[01:03:02.828 --> 01:03:02.988]  I'm good.
[01:03:13.058 --> 01:03:19.284]  Instead of giving those people high-dose IV vitamin C proven over and over and over again.
[01:03:19.304 --> 01:03:20.265]  To destroy inflammation.
[01:03:20.285 --> 01:03:27.292]  Well, they admit, even in the Wall Street Journal, that people are dying like the Spanish Flu from the autoimmune issue.
[01:03:27.572 --> 01:03:29.193]  They don't need more air in their lungs.
[01:03:29.474 --> 01:03:31.956]  They need to have some Benadryl, basically.
[01:03:31.996 --> 01:03:32.817]  I mean, this is crazy.
[01:03:33.559 --> 01:03:33.959]  Exactly.
[01:03:34.039 --> 01:03:36.701]  Benadryl, vitamin C, antiviral, high dose.
[01:03:36.761 --> 01:03:37.701]  It has to be high dose.
[01:03:38.042 --> 01:03:40.403]  We got to go to the 15, 20 milligram.
[01:03:40.523 --> 01:03:47.287]  I'm not a MIT doctor like you are, but that's in the mainline history that the most deadly flus don't kill you with the virus.
[01:03:47.447 --> 01:03:48.948]  It's the body's autoimmune response.
[01:03:49.268 --> 01:03:50.148]  Like a bee sting.
[01:03:50.468 --> 01:03:51.549]  And that that's what's doing this.
[01:03:51.589 --> 01:03:53.750]  These people are just like somebody with a bee sting.
[01:03:53.770 --> 01:03:54.591]  They can't breathe.
[01:03:55.291 --> 01:04:00.214]  And then instead of like giving them Benadryl or vitamin C, they just go, Oh, we'll cram a ventilator down your throat.
[01:04:00.534 --> 01:04:02.035]  And that ruins your lungs even worse.
[01:04:03.143 --> 01:04:11.389]  Right, so what's really sick, and that's why I think people are getting this, because most people who work with their hands... You're not just saying this.
[01:04:11.429 --> 01:04:14.171]  Doctors in New York that treat hundreds of patients are saying this.
[01:04:14.891 --> 01:04:15.252]  Exactly.
[01:04:15.272 --> 01:04:16.933]  They're seeing people get hypoxia.
[01:04:16.973 --> 01:04:19.414]  They said, this looks like a guy got dropped on top of a mountain.
[01:04:19.835 --> 01:04:24.678]  So the bottom line is, they don't know how to handle the critical care because it's about money making.
[01:04:24.698 --> 01:04:29.902]  Listen, I know that if somebody's having an autoimmune response, you give them Benadryl and vitamin C. Why the hell don't these doctors know that?
[01:04:31.505 --> 01:04:34.968]  Alex, that's a question because their education is big pharma education.
[01:04:35.228 --> 01:04:37.831]  These doctors have golden handcuffs.
[01:04:38.031 --> 01:04:42.134]  They're basically victims of a medical biopharma educational model.
[01:04:42.354 --> 01:04:43.435]  It's not about nutrition.
[01:04:43.636 --> 01:04:45.377]  It's not about seeing the body as a system.
[01:04:45.677 --> 01:04:49.260]  And we see all of the news that you only do what the World Health Organization says.
[01:04:49.481 --> 01:04:51.142]  It tells you what to do.
[01:04:51.182 --> 01:04:52.964]  And we have the videos of the World Health Organization saying
[01:04:53.664 --> 01:04:54.864]  We've never studied vaccines.
[01:04:54.924 --> 01:04:56.025]  We don't know what to do with any of this.
[01:04:56.065 --> 01:04:57.525]  We're just told by Bill Gates what to do.
[01:04:57.805 --> 01:04:59.426]  And Bill Gates is a psychotic eugenicist.
[01:04:59.706 --> 01:05:01.887]  Listen, Dr. Shiva, you've got to come back.
[01:05:01.987 --> 01:05:03.627]  Shiva4Senate.com.
[01:05:03.947 --> 01:05:04.447]  We love you.
[01:05:04.467 --> 01:05:05.488]  I'm going to get on this bandwagon.
[01:05:05.528 --> 01:05:09.609]  I was going to say fire Fauci today and have an emergency message to the President, so I'm going to jump on that bandwagon.
[01:05:10.249 --> 01:05:11.090]  He should be fired.
[01:05:11.330 --> 01:05:15.232]  These guys should be indicted and thrown in jail for crimes against humanity.
[01:05:15.492 --> 01:05:17.333]  And it's time we have a revolution in this country.
[01:05:17.393 --> 01:05:18.453]  It's the only way forward.
[01:05:18.513 --> 01:05:20.454]  I think Dr. Sheevan, he's an M4 show.
[01:05:20.975 --> 01:05:21.515]  He's amazing.
[01:05:21.535 --> 01:05:22.215]  God bless you, brother.
[01:05:22.235 --> 01:05:22.836]  We appreciate you.
[01:05:22.856 --> 01:05:24.316]  All right, I'm going to hit all the news when we come back.
[01:05:24.376 --> 01:05:26.497]  And I got the Globalist breathing down my neck.
[01:05:26.517 --> 01:05:27.758]  I'll tell you about that when we come back.
[01:05:29.179 --> 01:05:31.580]  I'll be home with Jesus before they ever figure it out.
[01:05:33.941 --> 01:05:35.182]  Oh, here she comes.
[01:05:35.462 --> 01:05:36.843]  She's a free world wrecker.
[01:05:38.043 --> 01:05:39.224]  Deep state, you gentlemen.
[01:05:40.523 --> 01:05:42.103]  I'm not trying to scare you.
[01:05:42.123 --> 01:05:43.684]  I'm trying to get you to move.
[01:06:10.762 --> 01:06:14.345]  Just like your house is on fire, you're in a trance and I'm your neighbor.
[01:06:15.286 --> 01:06:17.027]  I see fire shooting out the top floor.
[01:06:18.048 --> 01:06:22.251]  I look through and see it sitting on your couch in a trance.
[01:06:22.331 --> 01:06:23.412]  I'm gonna go knock on the door.
[01:06:23.432 --> 01:06:23.933]  I'm gonna bang.
[01:06:23.973 --> 01:06:25.374]  If you don't get up, I'm gonna knock it down.
[01:06:27.395 --> 01:06:29.597]  I'm gonna come in and say, hey, your house is on fire.
[01:06:30.578 --> 01:06:31.739]  There's smoke pouring in here.
[01:06:32.099 --> 01:06:32.920]  Where are your children?
[01:06:34.332 --> 01:06:35.533]  There are too many people.
[01:06:36.294 --> 01:06:37.655]  My children need to die.
[01:06:37.675 --> 01:06:39.036]  Humans are bad.
[01:06:39.456 --> 01:06:40.257]  Humans are bad.
[01:06:40.317 --> 01:06:41.418]  That's what we're all taught.
[01:06:43.619 --> 01:06:57.971]  So we've seen first the Hollywood actors and then the religious yogis of India have come out and just all the establishment and said humans are the problem.
[01:06:59.252 --> 01:07:01.073]  We deserve COVID-19.
[01:07:01.133 --> 01:07:01.594]  We're bad.
[01:07:03.902 --> 01:07:04.462]  Well, here it is.
[01:07:04.542 --> 01:07:09.164]  Pope says pandemic could be nature's revenge for ignoring climate change.
[01:07:11.024 --> 01:07:12.165]  Not God's revenge.
[01:07:12.445 --> 01:07:12.865]  Nature.
[01:07:12.965 --> 01:07:14.165]  Because he's an occultist.
[01:07:14.485 --> 01:07:15.106]  He's a globalist.
[01:07:15.126 --> 01:07:15.766]  He's a pedophile.
[01:07:16.466 --> 01:07:16.946]  Ringleader.
[01:07:17.526 --> 01:07:18.067]  And protector.
[01:07:19.427 --> 01:07:20.967]  So that's just some of the news we've got.
[01:07:20.987 --> 01:07:22.588]  There.
[01:07:25.947 --> 01:07:39.396]  But let me go ahead and respond to this because I know the Democratic Party and George Soros and all those other globalists have their minions tuned in.
[01:07:40.416 --> 01:07:43.698]  So let me go ahead and cover what they want me to cover.
[01:07:48.382 --> 01:07:52.144]  Coming under attack personally does not upset me.
[01:07:55.071 --> 01:08:11.023]  I mean one day if they grab me and put me in a straitjacket and take me out to a field and shoot me in the back of the head, I expect something like that because I've been in this fight so long and I committed to that a long time ago and my commitments are real.
[01:08:13.045 --> 01:08:14.626]  Doesn't mean I enjoy those commitments.
[01:08:16.087 --> 01:08:18.409]  I really enjoy them.
[01:08:18.429 --> 01:08:24.214]  Because in this universe, that's the only currency that counts.
[01:08:26.141 --> 01:08:29.623]  He's being real and doing what you say you're going to do.
