[00:00:02.531 --> 00:00:05.494]  Nurse Erin Marie Olszewski?
[01:15:51.094 --> 01:15:52.975]  How you doing Alex?
[01:15:53.055 --> 01:15:53.696]  I love you man.
[01:15:53.756 --> 01:15:54.857]  I want to make a quick plug.
[01:15:54.877 --> 01:15:55.657]  That DNA Force.
[01:15:55.677 --> 01:15:56.137]  I love it.
[01:15:56.177 --> 01:15:57.418]  I've been using it quite a while.
[01:15:57.438 --> 01:15:59.360]  And I just went and looked at the ingredients again the other day.
[01:15:59.380 --> 01:16:01.501]  And I see that it contains quercetin.
[01:16:20.979 --> 01:16:32.765]  Which, according to some published studies that Dr. Merkula has cited, is an ionophore similar to hydroxychloroquine, and it helps channel the zinc into the cells.
[01:16:32.865 --> 01:16:34.886]  So, people might want to take a look at that.
[01:16:35.940 --> 01:16:54.142]  All I know is with DNA Force, we went out and looked at these high-end products that they sell through doctor clinics that aren't prescription but the doctors sell for like 300 bucks a bottle because there's a lot of expensive product and it was really only cost something like 50 bucks and so we basically cloned two different top brands together and that's what produced this.
[01:16:54.162 --> 01:16:55.624]  So thanks, thanks for the plug.
[01:17:10.470 --> 01:17:11.871]  The globalists want you sick.
[01:17:12.671 --> 01:17:14.152]  They want you emasculated.
[01:17:14.252 --> 01:17:15.453]  They want you dehumanized.
[01:17:15.753 --> 01:17:16.854]  They want you dumbed down.
[01:17:17.374 --> 01:17:20.536]  They want you to be a weak, pathetic slave.
[01:17:21.196 --> 01:17:28.180]  And they start that control system by dumbing you down for birth and never letting you know the truth of what is unfolding.
[01:17:28.500 --> 01:17:29.981]  It is simply disgusting.
[01:17:30.661 --> 01:17:33.702]  Ever hear the establishment telling you that vitamin D3 is vital?
[01:17:33.782 --> 01:17:42.325]  You ever hear them explain to you that 40 plus percent of the public is vitamin D3 deficient and so many diseases and chronic problems are caused by it?
[01:17:42.345 --> 01:17:42.385]  No!
[01:17:42.485 --> 01:17:48.527]  Even though it's known scientific fact like gravity or the temperature at which water boils.
[01:17:48.848 --> 01:17:49.428]  These are facts.
[01:17:49.788 --> 01:17:50.328]  Well guess what?
[01:17:50.408 --> 01:17:52.929]  Winter Sun, after being sold out for months, is now back in stock.
[01:17:53.149 --> 01:17:56.890]  I didn't just get into the vitamin D3 game when it became so huge last year.
[01:17:56.990 --> 01:17:59.571]  We've been promoting it for more than 15 years with sponsors.
[01:17:59.711 --> 01:18:02.272]  Then about eight years ago, I started InfoWorks Life.
[01:18:02.392 --> 01:18:10.295]  I approached one of the top firms in the country and I said, I want to sell the highest quality liquid vitamin D3 under the tongue because the science shows that's the best way to take it.
[01:18:10.335 --> 01:18:11.075]  They said, absolutely.
[01:18:11.155 --> 01:18:16.260]  Then a few years ago, they pointed out, Vitamin K with D3 helps it upload in the cells even better.
[01:18:16.340 --> 01:18:17.060]  It's now available.
[01:18:17.080 --> 01:18:17.981]  Wear a sun plus.
[01:18:18.061 --> 01:18:20.924]  Vitamin D3 with Vitamin K at infomorestore.com.
[01:18:21.024 --> 01:18:21.785]  Sold out for months.
[01:18:21.805 --> 01:18:23.847]  But despite that, because all of you need it.
[01:18:23.947 --> 01:18:29.412]  Your friends, your family, your children, your neighbors, especially those that work inside all the time and don't get sun.
[01:18:29.512 --> 01:18:31.353]  Especially people with dark skin.
[01:18:31.514 --> 01:18:32.955]  You need more D3 than others.
[01:18:33.135 --> 01:18:35.938]  Do your own research and then take action at InfoWareStore.com.
[01:18:36.018 --> 01:18:38.220]  And it's a 360 win because it funds the InfoWare.
[01:18:38.240 --> 01:18:39.982]  Winter Sun Plus, back in stock.
[01:18:40.242 --> 01:18:41.303]  Vitamin D3 with K.
[01:18:42.604 --> 01:18:46.147]  50% off at InfoWareStore.com because everyone needs it.
[01:18:46.207 --> 01:18:48.650]  Winter Sun, back in stock at InfoWareStore.com.
[01:19:00.251 --> 01:19:03.656]  Globalists are taking control of the entire human genome.
[01:19:03.736 --> 01:19:05.719]  They are forcing mutations.
[01:19:06.119 --> 01:19:09.164]  This is forced evolution, or de-evolution.
[01:19:09.424 --> 01:19:17.015]  When you look at all the major research, all the major programs they're carrying out, they are not to produce people that are smarter, or folks that live longer, or are more moral.
[01:19:17.520 --> 01:19:20.343]  No, it's turning humanity into a commodity.
[01:19:20.863 --> 01:19:27.829]  Now we see some propaganda like Communist China bragging, hey, we've done mRNA vaccines to make our soldiers supermen.
[01:19:28.330 --> 01:19:31.413]  That's a way to make it sexy that, hey, we're experimenting on our troops.
[01:19:31.853 --> 01:19:37.939]  Well, the same thing's been happening to our troops, and thousands and thousands have died each time they tried a new experimental vaccine.
[01:19:38.399 --> 01:19:42.580]  And I've talked to high-level folks inside the federal government and the state of Texas Health Department.
[01:19:42.900 --> 01:19:46.041]  They say, Alex, we know it hurts a lot of people, but it's for a greater good.
[01:19:46.522 --> 01:19:47.622]  But that's not even true.
[01:19:47.982 --> 01:19:51.683]  And it violates the Geneva Convention, the Nuremberg Code, federal and state law.
[01:19:51.903 --> 01:19:54.844]  This is violence being carried out against us by medical tyranny.
[01:19:55.004 --> 01:19:57.385]  We have a right to resist it with any means necessary.
[01:20:02.392 --> 01:20:08.338]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:16.267 --> 01:20:20.732]  Alright, Joe Hoffs with GatewayPundit.com.
[01:20:22.128 --> 01:20:32.155]  is a anti-fraud researcher, a big corporate auditor, and he's just dedicated all his time, been drafted into the fight with his brother over at Gateway Pundit, has become a major leader in the fight.
[01:20:32.615 --> 01:20:35.197]  So this is like a nine-minute segment, longer segment coming up.
[01:20:35.257 --> 01:20:36.678]  I'm gonna try to shut up, give you the floor.
[01:20:37.759 --> 01:20:42.041]  Where do we start with all the huge developments really documenting election fraud?
[01:20:42.061 --> 01:20:42.742]  There's so many.
[01:20:43.783 --> 01:20:44.423]  Please tell us about them.
[01:20:45.424 --> 01:20:47.345]  Yeah, thanks, Alex, and thanks again for having me on.
[01:20:47.665 --> 01:20:48.506]  It's great to be here.
[01:20:49.026 --> 01:20:49.486]  It's an honor.
[01:20:50.871 --> 01:20:54.594]  I guess the thing that is, if we go back to the start, we always knew something was going to happen.
[01:20:55.134 --> 01:21:02.659]  And, um, we just had, we just knew that because, uh, because of all the coups that have been in place already, the Mueller and, and the impeachment, et cetera.
[01:21:02.699 --> 01:21:09.043]  So it came really as no surprise that something would happen, although it, it still, uh, was, uh, it's still upset.
[01:21:09.204 --> 01:21:13.446]  You know, everybody watching the election night, uh, proceedings where Trump's way ahead.
[01:21:13.466 --> 01:21:20.011]  We go to bed about four in the morning and it looks like Trump's got it wrapped up, but not, not as nearly as much as we expected.
[01:21:20.569 --> 01:21:27.611]  And then to wake up to see these major changes in some of these key swing states where suddenly Trump's behind.
[01:21:28.111 --> 01:21:34.013]  It didn't take us but a couple hours to realize there were some major data dumps that occurred in these swing states.
[01:21:34.133 --> 01:21:37.214]  So that was kind of the first shock.
[01:21:37.734 --> 01:21:43.376]  And then that put everybody on defensive from everybody that, you know, all the Trump supporters, which I believe is maybe 80.
[01:21:43.696 --> 01:21:46.137]  Some people suggest even 90 million votes for Trump.
[01:21:46.842 --> 01:21:50.191]  Certainly Biden didn't get the $80 million that they're saying.
[01:21:50.733 --> 01:21:54.603]  And we can see this just from an auditor's perspective, Alex.
[01:21:55.086 --> 01:21:59.628]  Just take a look at the big picture, and this is something you would do when you start an audit.
[01:21:59.648 --> 01:22:02.449]  You'd do a lot of planning, but you'd certainly look at the big picture.
[01:22:02.549 --> 01:22:07.911]  Okay, what was the most votes anybody had ever accumulated in an election?
[01:22:07.931 --> 01:22:12.272]  Well, that was Obama with 69 million in 2008, and so President Trump has 65 million, or 62 million actually, in the last election.
[01:22:17.898 --> 01:22:21.400]  With Hillary supposedly accumulating $65 million.
[01:22:21.460 --> 01:22:29.724]  So immediately we see Trump surpassing this record of Obama's of going past $70 million.
[01:22:30.364 --> 01:22:31.244]  Nobody in U.S.
[01:22:31.284 --> 01:22:32.405]  history had ever done that.
[01:22:33.265 --> 01:22:41.389]  But for us that were following Trump, it wasn't surprising because we kept track of his progress during the primaries.
[01:22:41.469 --> 01:22:47.332]  And despite the media's bogus polls that were saying that Biden was ahead, which were
[01:22:47.691 --> 01:22:48.832]  Garbage from the start.
[01:22:50.134 --> 01:22:53.458]  We knew that Trump was doing great and we could see it through boat parades and
[01:22:53.945 --> 01:22:57.406]  Which were amazing that were happening every weekend, it seemed like, around the country.
[01:22:57.486 --> 01:23:01.506]  Very big, huge, massive gatherings of boats with Trump flags and everything.
[01:23:01.806 --> 01:23:04.067]  We saw cars the day before the election.
[01:23:04.527 --> 01:23:05.227]  Every U.S.
[01:23:05.387 --> 01:23:13.929]  city had cars, even I've seen in New York City, and trucks with Trump flags behind them in a parade, marching, you know, marching around the country.
[01:23:13.969 --> 01:23:19.349]  And so, we knew there was an energy for President Trump that we'd never seen before.
[01:23:19.730 --> 01:23:22.130]  So it's no surprise that President Trump
[01:23:22.495 --> 01:23:27.743]  Surpass 70 million became the first individual in US history to do so legitimately.
[01:23:28.404 --> 01:23:36.177]  And right now he's around 74 million, but the big picture is there's absolutely no way that Joe Biden had
[01:23:36.735 --> 01:23:38.195]  Accumulated 80 million votes.
[01:23:38.335 --> 01:23:40.016]  It was a, that's a joke.
[01:23:40.076 --> 01:23:40.956]  It's a travesty.
[01:23:40.996 --> 01:23:48.998]  And again, it's the deep state and these people that hate Trump, the elites, China, the Democrats, just another slap in the face.
[01:23:49.038 --> 01:24:02.742]  Like we saw so many times during his first term where he would make a major event just to see the Democrats behind the scene, smashing him or Rosenstein with some bogus, uh, Russia collusion type of a narrative come out at the same time.
[01:24:02.782 --> 01:24:05.003]  He's meeting with some world leaders and doing great things.
[01:24:05.683 --> 01:24:06.083]  And, uh,
[01:24:06.587 --> 01:24:14.672]  So it was really, it was really nasty as looking back at it, how they'd stolen again, the greatest election ever.
[01:24:14.692 --> 01:24:17.374]  And, and they're saying Joe Biden got 80 million.
[01:24:17.394 --> 01:24:18.434]  So that's just a joke.
[01:24:18.494 --> 01:24:20.055]  And we know it is, and we knew it right away.
[01:24:20.156 --> 01:24:23.918]  So we started looking into the fraud, like so many people.
[01:24:24.875 --> 01:24:31.718]  And we could see really immediately the main thing was the events that were happening in Detroit and Philadelphia.
[01:24:32.319 --> 01:24:33.799]  We have a friend that was in Detroit.
[01:24:34.480 --> 01:24:39.862]  They were preventing her from getting into the facility to even be an observer.
[01:24:40.743 --> 01:24:44.725]  When she was in there, there was a group of people probably paid for by the U.S.
[01:24:44.745 --> 01:24:51.808]  taxpayer that looked like they were Black Lives Matter that were harassing every single observer every single minute, telling them, hey,
[01:24:52.429 --> 01:24:53.533]  Lift your mask up.
[01:24:53.793 --> 01:24:54.997]  You're getting too close.
[01:24:55.358 --> 01:24:58.889]  Stand back for hours at a time.
[01:25:00.200 --> 01:25:02.822]  So, and there wasn't a Republican at every table.
[01:25:03.242 --> 01:25:11.589]  Every Republican had to walk in with a big sign on their chest that told everybody that they're Republican, something no one else had to do.
[01:25:11.929 --> 01:25:16.972]  These individuals that were the harassers, they didn't even have name tags, don't even know who they were.
[01:25:16.992 --> 01:25:25.118]  And then when our friend noted that the military ballots came out, first of all, they tried to get everybody out of the room.
