# Transcription model: CohereLabs/cohere-transcribe-03-2026, WAV2VEC2_ASR_BASE_960H, sat-12l-sm, script v26.04.01, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: b3cf1c2e6cecea0f66360df349d3e5ab
[00:01:41.281 --> 00:01:42.332]  him off this time.
[00:56:33.782 --> 00:56:36.462]  We are 1776.
[00:56:36.682 --> 00:56:38.083]  And they've been so brazen.
[00:56:38.744 --> 00:56:41.063]  We have major civil rights lawsuits against them, you name it.
[00:56:41.324 --> 00:56:44.304]  Turned out the FBI, CIA funded these operations against us.
[00:56:44.643 --> 00:56:48.943]  There was a major criminal investigation by Trump's task force leader, Ed Martin.
[00:56:49.203 --> 00:56:53.525]  And then the new attorney general killed it six months ago when he was the deputy AG, Todd Blanch.
[00:56:53.565 --> 00:56:58.164]  But that's okay because it's all coming out in our federal and state lawsuits.
[00:56:58.804 --> 00:57:02.105]  A lie makes it halfway around the world before the truth puts its pants on, as Mark Twain said.
[00:57:02.404 --> 00:57:06.326]  But in the end, if men stand up for the truth, it always comes out on top.
[00:57:06.905 --> 00:57:08.865]  And that is where we are right now.
[00:57:08.885 --> 00:57:11.326]  So we're going to be breaking this all down on air.
[00:57:11.726 --> 00:57:13.806]  Tomorrow is the last official Infowars show.
[00:57:14.465 --> 00:57:17.346]  We may beat them in court and take it back and be able to move back in.
[00:57:17.507 --> 00:57:17.907]  I don't know.
[00:57:17.967 --> 00:57:18.967]  That's already happened twice.
[00:57:19.766 --> 00:57:23.646]  But it's because of your support we continue to be able to do this.
[00:57:23.706 --> 00:57:29.047]  You know, right before I taped this here on Thursday night, appreciate the crew coming back in because this is breaking news.
[00:57:29.648 --> 00:57:36.648]  I saw a meme posted under my first video that I shot in the car about this, and it's Superman blocking a locomotive that's about to run over a little kid.
[00:57:37.628 --> 00:57:40.929]  And the locomotive is the onion, the Democrats, Bloomberg, the globalists.
[00:57:41.409 --> 00:57:44.288]  I'm Superman, and the little kid that we're saving is InfoWars.
[00:57:44.328 --> 00:57:48.228]  No, Superman is we the people, it's you.
[00:57:48.728 --> 00:57:54.309]  It is InfoWars, and the onion, the Democrats, are trying to run over the First Amendment and the truth.
[00:57:55.090 --> 00:57:56.809]  So the locomotive is the Democrats.
[00:57:57.829 --> 00:57:59.549]  You, the InfoWarriors, are Superman.
[00:58:00.150 --> 00:58:02.831]  And the child is our future and our freedom.
[00:58:02.851 --> 00:58:05.510]  And without free expression and the First Amendment, we are dead.
[00:58:05.831 --> 00:58:10.931]  So it's a great meme, but we need to remake it and make it accurate because that's what we're dealing with.
[00:58:11.110 --> 00:58:14.110]  But to me, this is just about basic justice.
[00:58:14.851 --> 00:58:17.132]  We know these people coming in hate our guts.
[00:58:17.152 --> 00:58:24.251]  They've said they want to wear my skin, they've said they want to confuse the brand, they want to put out disinfo and literally blame me for it, quote, discredit my work.
[00:58:24.711 --> 00:58:27.313]  Because the truth is, my real work stands on its own.
[00:58:27.592 --> 00:58:29.592]  Not all the stuff they made up and they said that I did.
[00:58:30.012 --> 00:58:37.052]  That's why the judges in Texas and Connecticut, Democrat operatives, had to find me civilly liable before the show trials even happened.
[00:58:37.313 --> 00:58:39.793]  They had to rig it, and it was produced by HBO.
[00:58:40.293 --> 00:58:42.733]  But in the end, the truth's coming out.
[00:58:42.833 --> 00:58:45.653]  This isn't Infowars or Alex Jones's redemption arc.
[00:58:46.353 --> 00:58:50.775]  This is humanity not buying the propaganda, and this is the system in free fall.
[00:58:51.014 --> 00:58:57.735]  And I want the Democrat Party law firms, Paul Weiss, I want the Koskoff firm, I want Senator Blumenthal, that's behind a lot of this, to know this.
[00:58:58.974 --> 00:58:59.855]  I go all over the country.
[00:59:00.134 --> 00:59:10.395]  I go to other parts of the world, and the majority of people I run into are already listeners and fans, and almost all of them bring up what they've done to us and understand it was a fraud.
[00:59:10.795 --> 00:59:22.476]  So you've lost the battle in the real court that matters, the court of public opinion, and you failed to silence me, and it's created a Streisand effect to only boost people's interest into why we're under such attack.
[00:59:22.556 --> 00:59:25.677]  People want to understand why, because I'm promoting Team Humanity.
[00:59:25.916 --> 00:59:31.358]  Elon Musk agrees with my term, Team Humanity, because we're promoting a pro human future, not their despotic.
[00:59:31.577 --> 00:59:37.858]  Globalist New World Order with the Southern Poverty Law Center, as I exposed 30 years ago, runs all the major white supremacist organizations.
[00:59:38.337 --> 00:59:41.219]  The truth's coming out and nothing on earth's going to stop it.
[00:59:41.739 --> 00:59:47.878]  And so to the Bloomberg, the Democrats, Paul Weiss, Koskoff, Koskoff, and their little minions at the onion, know this.
[00:59:48.778 --> 00:59:51.159]  Civil rights lawsuits, whistleblowers.
[00:59:51.500 --> 00:59:55.039]  We haven't even played our royal flush hand yet.
[00:59:55.340 --> 00:59:56.500]  And you know, I don't bluff.
[00:59:57.119 --> 01:00:01.581]  I said days ago, there's no way the Third Circuit Court of Appeals in Texas doesn't overturn this.
[01:00:01.760 --> 01:00:05.260]  You know, they're all Democrats because it's so outrageous what you've done.
[01:00:05.541 --> 01:00:07.900]  We've not even gotten to the Texas Supreme Court yet.
[01:00:08.280 --> 01:00:15.041]  So InfoWars is on an offense, and the InfoWars lives on despite a URL of this studio at alexjoneslive.com.
[01:00:15.342 --> 01:00:16.141]  Those are the coordinates.
[01:00:16.422 --> 01:00:19.322]  Save it and share it on your email list, your text message list.
[01:00:19.541 --> 01:00:24.201]  Tell everyone you share it with to share it to create the chain reaction.
[01:00:24.501 --> 01:00:26.682]  That's what they fear, we the people coming together.
[01:00:27.123 --> 01:00:27.942]  God bless you all.
[01:00:27.962 --> 01:00:31.382]  I want to thank God for this providence, and I want to salute all of you that stood with us.
[01:00:32.123 --> 01:00:35.822]  We were winning major battles, but the war has not yet been won, but we have the initiative.
[01:00:36.262 --> 01:00:43.724]  And as I've told the globalists for decades, I don't know how all this is going to end, but if you want to fight, you better believe you've got one.
[01:00:44.563 --> 01:00:53.025]  The satirical news site The Onion is launching a new plan to take over right wing conspiracy theorist Alec Jones' website, InfoWars.
[01:00:53.485 --> 01:00:59.585]  The goal is to transform the site that was used to peddle lies into a parody.
[01:01:00.644 --> 01:01:02.085]  Our clowns are soft to the touch.
[01:01:02.125 --> 01:01:02.925]  They're soft to the touch.
[01:01:02.965 --> 01:01:05.045]  Did you make a mess of our child clowns?
[01:01:05.065 --> 01:01:05.865]  Bring them back dirty.
[01:01:05.885 --> 01:01:06.525]  We'll hose them off.
[01:01:06.565 --> 01:01:09.726]  I'm going to have to put them in cages they can't see through.
[01:01:09.826 --> 01:01:13.166]  Hey, this is Gabriel.
[01:01:13.326 --> 01:01:13.947]  Hey, I made him.
[01:01:13.987 --> 01:01:14.567]  He's fresh.
[01:01:15.706 --> 01:01:17.266]  Oh, not a good time right now.
[01:01:17.367 --> 01:01:20.106]  I'm going to have to bury him in the back if he keeps acting like.
[01:01:20.126 --> 01:01:22.226]  There are no rules on international waters.
[01:01:22.547 --> 01:01:25.567]  It's a child cocker.
[01:01:25.728 --> 01:01:26.987]  Rent the clown.
[01:01:27.268 --> 01:01:27.887]  Do what you like.
[01:01:28.188 --> 01:01:29.087]  No one's looking.
[01:01:30.347 --> 01:01:34.067]  Ba ba ba ba.
[01:01:35.268 --> 01:01:41.989]  I also want to play for you some of what the CEO of The Onion, Ben Collins, told my colleague Rachel Maddow last night.
[01:01:42.248 --> 01:01:53.009]  We look forward to infesting your social media feeds with caricatures and grotesqueries of the very people who have ruined our media ecosystem over the last 10 years.
[01:01:58.329 --> 01:02:01.851]  My boys only eat the finest, softest meat.
[01:02:02.550 --> 01:02:03.630]  Is that the hope that?
[01:02:03.990 --> 01:02:16.251]  Those caricatures and grotesqueries, as Ben puts it, offer not just laughs, but a counter to the misinformation that's been out there, put out there by people exactly like Alex Jones.
[01:02:16.592 --> 01:02:20.771]  These child clowns come hungry as a horse!
[01:02:20.831 --> 01:02:23.632]  The first thing a child clown will look for is food.
[01:02:23.672 --> 01:02:28.512]  Child clowns are not fed in their clown boxes, so expect them to arrive very hungry.
[01:02:30.972 --> 01:02:33.452]  My child clowns are flying, they'll eat it!
[01:02:33.492 --> 01:02:34.313]  It's hardcore.
[01:02:34.652 --> 01:02:38.594]  Inside pedophilia information put out by the Onion leadership.
[01:02:39.074 --> 01:02:42.693]  Your child clown may be reluctant to perform in an amusing fashion.
[01:02:42.713 --> 01:02:43.474]  They poison them.
[01:02:43.574 --> 01:02:46.333]  And I researched this from FBI files.
[01:02:46.413 --> 01:02:51.074]  They give them raid to brain damage them.
[01:02:51.255 --> 01:03:01.355]  All right, so the Onion for a second time in a year and a half got blocked first by a federal court, now by a state court.
[01:03:02.215 --> 01:03:03.076]  But it doesn't matter.
[01:03:03.096 --> 01:03:07.556]  The receiver appointed by the literal Soros judge is turning the internet off.
[01:03:08.496 --> 01:03:12.976]  Tomorrow, they're sending private detectives in, they say at midnight, to lock the doors.
[01:03:12.996 --> 01:03:14.237]  We're not going to be here.
[01:03:14.356 --> 01:03:15.677]  We're just going to lock the doors ourselves.
[01:03:16.516 --> 01:03:17.836]  They got keys, whatever we're leaving.
[01:03:18.137 --> 01:03:19.797]  We got the Alex Jones Network that launches tomorrow.
[01:03:20.137 --> 01:03:22.617]  Get the free app, Alex Jones app.com for Droid and Apple.
[01:03:22.916 --> 01:03:23.637]  Find it right there.
[01:03:24.217 --> 01:03:26.617]  Alex Jones Live.com, all of that, the new news site.
[01:03:27.237 --> 01:03:28.057]  You're the Paul Revere's.
[01:03:28.117 --> 01:03:28.797]  You've got all the power.
[01:03:28.817 --> 01:03:29.478]  You're not the tail.
[01:03:29.557 --> 01:03:30.177]  You're not the dog.
[01:03:30.217 --> 01:03:30.878]  You're the whole wolf.
[01:03:32.157 --> 01:03:42.099]  But riding a shotgun in the next hour, and I got here a little bit late because I was with lawyers with all the incredible news of the hearing after the state court slapped them down, the state appellate court.
[01:03:42.498 --> 01:03:44.578]  The local Soros court in total panic mode.
[01:03:45.958 --> 01:03:48.838]  So we have Myron Gaines, who came to town just for the show.
[01:03:48.978 --> 01:03:50.000]  So Flatter said, Why are you in town?
[01:03:50.019 --> 01:03:50.699]  I'm over here just for you.
[01:03:51.000 --> 01:03:57.840]  He's coming in with us in about 10 minutes, and then he's going to be back with me in the fourth hour tomorrow of my first show for Young Shows Network.
[01:03:57.860 --> 01:03:59.460]  They're in the green room right there.
[01:03:59.480 --> 01:03:59.940]  Great people.
[01:03:59.960 --> 01:04:01.140]  Look forward to talking to them.
[01:04:01.540 --> 01:04:06.681]  But riding Shotgun with us for the next hour with Myron Gaines is Luke Rakowski, a long term friend.
[01:04:06.740 --> 01:04:08.040]  I've known him for 23, 24 years.
[01:04:08.942 --> 01:04:18.321]  He was like 17 when I met him, the son of Polish immigrants in New York when we had thousands at our rallies for 9 11 Truth and showed my films.
[01:04:18.821 --> 01:04:19.641]  What a patriot.
[01:04:20.301 --> 01:04:21.582]  You talk about original OG.
[01:04:22.442 --> 01:04:26.163]  Uh, you know, this just like I got started at 20, this guy started like 16, 17.
[01:04:26.762 --> 01:04:27.782]  Unbelievable.
[01:04:28.282 --> 01:04:32.943]  Talk about getting out of the blocks fast, and what a world to be alive in.
[01:04:33.243 --> 01:04:35.303]  Trump is preparing ground troops, as I told you.
[01:04:36.343 --> 01:04:38.203]  I know the threat escalation liner, total insanity.
[01:04:38.864 --> 01:04:40.703]  Uh, what a moment to be alive, Luke.
[01:04:41.223 --> 01:04:46.044]  So, before we go to break and bring in Myron here to ride a shotgun with us, where do you want to go first in this insane moment?
[01:04:47.524 --> 01:04:49.724]  I mean, there's so many different things we could get into.
[01:04:50.105 --> 01:04:53.384]  I really do believe a storm is coming, we're reaching a moment.
[01:04:53.824 --> 01:05:00.465]  Where we haven't really dealt with such a influx of disinformation, propaganda, and emotional manipulation.
[01:05:00.765 --> 01:05:03.645]  There's so many things to uncover geopolitically, foreign policy wise.
