# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 7f3f004fc590da18f6f78dde1d5808b3
[00:00:00.560 --> 00:00:05.919]  Whatever the future may hold, InfoWars will always live forever.
[00:59:13.440 --> 00:59:17.760]  And we're talking like more than half of their viewership has departed.
[00:59:18.080 --> 00:59:23.120]  Might have to do with the fact that they're no longer playing in airports when they were forcing that onto the American people.
[00:59:23.280 --> 00:59:25.920]  Now they don't have, well, now we have options, thankfully.
[00:59:26.400 --> 00:59:28.480]  But we'll talk about that with Dan Ball in a little bit.
[00:59:28.800 --> 00:59:39.840]  Plus, we'll also talk about how one of the key fighters in the election integrity fight, well, he's getting now CIA briefings in regards to the election fraud that has taken place in this country.
[00:59:40.160 --> 00:59:41.680]  And it's got a lot of people very upset.
[00:59:41.840 --> 00:59:42.000]  Why?
[00:59:42.160 --> 00:59:46.800]  Well, because, well, his name is Kurt Olson, and he is a incredible attorney and a fighter.
[00:59:46.960 --> 00:59:47.840]  And they don't like that.
[00:59:48.080 --> 00:59:49.040]  They don't like that at all.
[00:59:49.360 --> 00:59:51.760]  Plus, we'll be also be talking with Ken Silva as well.
[00:59:51.920 --> 00:59:55.120]  He is one of the editors over at Headline USA.
[00:59:55.280 --> 01:00:07.440]  He does an incredible job at document diving and he's got an incredible new Twitter thread that I want to make sure we dive into because it has a lot to do with our federal government not telling us the truth on a lot of key key issues.
[01:00:07.760 --> 01:00:10.640]  So he's breaking down the very latest on that front as well.
[01:00:10.800 --> 01:00:12.240]  So we'll get that to you too.
[01:00:13.120 --> 01:00:14.880]  Folks, and we'll talk about it a little bit.
[01:00:15.120 --> 01:00:19.040]  We'll talk about it at depth later, but I'm really not buying this story now.
[01:00:19.120 --> 01:00:24.160]  As many of you guys know, I also, not only am I a host of the American Journal, but I'm also a Pentagon reporter.
[01:00:24.480 --> 01:00:27.280]  And so yesterday on the American Journal, we broke a story for you.
[01:00:27.440 --> 01:00:42.800]  We got specific, well, we got word back from the Pentagon directly while I was on air regarding the so-called Mexican cartel drones that were apparently looking to, I guess, possibly target us here in the United States.
[01:00:42.960 --> 01:00:44.800]  The story really didn't add up to me.
[01:00:45.120 --> 01:00:47.680]  And now there's a whole rebuttal and a pushback on it.
[01:00:48.000 --> 01:00:50.320]  And the Pentagon won't give me comment on it.
[01:00:50.640 --> 01:00:52.080]  They are refusing to do just that.
[01:00:52.400 --> 01:00:57.040]  I'm going to break down that story though, because for me, it's concerning for a lot of reasons, for a lot of reasons.
[01:00:57.360 --> 01:00:58.560]  But I don't think it's the cartels.
[01:00:58.640 --> 01:01:04.480]  If I had to put on my conspiratorial hat right now, I'd tell you, I don't think it's the cartels that were sending their drones over to the El Paso airport.
[01:01:04.560 --> 01:01:05.600]  Remember two, folks?
[01:01:05.760 --> 01:01:14.240]  I mean, they literally last, what was it, yesterday morning, actually, they told us all that for 10 days, there was going to be no commercial airlines going in and out of the El Paso airport.
[01:01:14.320 --> 01:01:16.960]  When have you ever seen that over a drone?
[01:01:17.600 --> 01:01:18.400]  It's not adding up.
[01:01:18.480 --> 01:01:19.280]  It doesn't make sense to me.
[01:01:19.360 --> 01:01:21.120]  I'll break down the very latest.
[01:01:21.440 --> 01:01:23.440]  Also, good news.
[01:01:23.760 --> 01:01:29.120]  BBC, well, they tried getting that Trump lawsuit tossed, but an American judge just said, no, no, no.
[01:01:29.760 --> 01:01:38.720]  This defamation lawsuit, this hundred, I'm sorry, it's a $10 billion defamation lawsuit against BBC in regards to an edited J6 speech that President Trump gave.
[01:01:39.040 --> 01:01:40.240]  It's still going to go on.
[01:01:40.400 --> 01:01:42.000]  I mean, it's not getting tossed out of court.
[01:01:42.240 --> 01:01:50.080]  The judge just a few hours ago decided to rule on that and also set the trial date to February of next year.
[01:01:50.640 --> 01:01:52.000]  Very, very impressive, folks.
[01:01:52.160 --> 01:01:53.520]  You got to hold these people accountable.
[01:01:53.760 --> 01:01:58.480]  And the best way to do so is to sue them into oblivion and to make sure that they stop pushing out false news.
[01:01:58.720 --> 01:02:02.480]  And so this is a major, major win for the American people.
[01:02:02.800 --> 01:02:06.000]  Folks, if you haven't done so already, make sure you download the Alex Jones app right now.
[01:02:06.240 --> 01:02:07.600]  It's how you stay in touch with us.
[01:02:07.760 --> 01:02:10.160]  And I want to recommend our entire audience to do just that.
[01:02:10.400 --> 01:02:14.560]  So make sure you head on over, whether you have an Android or an iPhone, download the app right now.
[01:02:14.800 --> 01:02:18.880]  We also have a mega sale going on right now over at the AlexJonesStore.com.
[01:02:19.120 --> 01:02:24.960]  If you're a fan of what we do here, you got to head on over right now and make sure you take advantage of the sale.
[01:02:25.120 --> 01:02:26.880]  It's 52% off site-wide.
[01:02:26.960 --> 01:02:28.320]  It's the mega sale going on right now.
[01:02:28.480 --> 01:02:29.840]  It's only going to last for a few days.
[01:02:30.080 --> 01:02:34.160]  So you got to head on over to the shop and stack up on your favorite supplements.
[01:02:34.480 --> 01:02:37.120]  Maybe you're a big fan of our t-shirts, hats, and hoodies.
[01:02:37.440 --> 01:02:40.240]  Well, now it's time to head on over to the Alex Jones store and make sure you snag those.
[01:02:40.400 --> 01:02:42.880]  When you support us, you help keep us on air.
[01:02:42.960 --> 01:02:45.360]  We support you by giving you these healthier options.
[01:02:45.600 --> 01:02:47.760]  Head on over to the AlexJones store.com right now.
[01:02:48.080 --> 01:02:49.920]  Welcome back to the Alex Jones show.
[01:02:50.160 --> 01:02:51.760]  It is Brian Morela filling in.
[01:02:52.080 --> 01:02:55.200]  I feel like I'm talking third person, filling in for Alex today.
[01:02:55.440 --> 01:02:56.160]  Buckle up, folks.
[01:02:56.240 --> 01:02:58.240]  We got a lot to unpack in this hour.
[01:02:58.720 --> 01:03:03.680]  So many stories that the mainstream media is not going to tell you about, but you know, we don't hide from the truth.
[01:03:04.000 --> 01:03:05.680]  And that's what we're going to do just now.
[01:03:05.920 --> 01:03:08.880]  Folks, I know a lot of people are talking about the Save America Act.
[01:03:09.120 --> 01:03:17.680]  And obviously, yesterday, if you saw it passed, obviously, in the House, and this has happened several times, but we know that the members in Congress truly do support that.
[01:03:18.000 --> 01:03:21.120]  It passed 218 to 213.
[01:03:21.760 --> 01:03:27.760]  Now, Democrats and one Republican aren't really fans of this.
[01:03:28.320 --> 01:03:33.040]  What this would require is individuals to prove that they are U.S. citizens to participate in our elections.
[01:03:33.360 --> 01:03:35.280]  Apparently, that's very controversial.
[01:03:35.600 --> 01:03:38.160]  But 83% of Americans truly do support this.
[01:03:38.320 --> 01:03:40.640]  And that's both Democrats and Republicans.
[01:03:40.960 --> 01:03:46.320]  So why is it that local lawmakers or federal lawmakers are the ones who are trying to push back on all of this?
[01:03:46.480 --> 01:03:48.480]  Well, that's obviously deeply concerning.
[01:03:49.040 --> 01:03:52.080]  Folks, it's heading its way to the Senate, and there's a lot of opposition there.
[01:03:52.240 --> 01:03:53.840]  So we don't know if it's going to pass.
[01:03:54.160 --> 01:04:04.880]  But I want to play clip 15 for you because just a few moments ago, Senator Susan Collins refused to commit to whether or not she's a yes vote for the Save America Act.
[01:04:05.040 --> 01:04:05.520]  Take a listen.
[01:04:05.840 --> 01:04:10.080]  Now that the Save America Act has passed, the House, can we count on you to support it in the Senate?
[01:04:10.960 --> 01:04:13.120]  I'm looking at it.
[01:04:13.280 --> 01:04:17.280]  The House made some significant changes.
[01:04:17.600 --> 01:04:24.560]  For example, you would not have to prove citizenship every time you vote.
[01:04:24.880 --> 01:04:26.320]  That's a good change.
[01:04:27.600 --> 01:04:34.320]  It makes sense to have a requirement the first time when you register, but not every time.
[01:04:35.360 --> 01:04:38.320]  I've once supported voter ID.
[01:04:38.880 --> 01:04:44.640]  There's some issues on what are federal and what are state.
[01:04:44.960 --> 01:04:51.120]  So I'm still, this is a work in progress, but I've got to go to the health committee here.
[01:04:52.000 --> 01:04:52.880]  A work in progress.
[01:04:53.040 --> 01:04:53.920]  No, no, no, no.
[01:04:54.160 --> 01:04:55.920]  It should just be an automatic yes vote.
[01:04:56.080 --> 01:04:57.920]  Joining me to discuss is Audrey Pruitt.
[01:04:58.240 --> 01:05:02.160]  He's a managing partner at Spencer Pruitt, and he's also a political strategist.
[01:05:02.240 --> 01:05:04.160]  And he joins me now to discuss.
[01:05:04.320 --> 01:05:06.160]  Autre, it's a pleasure to have you on the show today.
[01:05:06.480 --> 01:05:15.360]  I'm sitting back and watching as a lot of individuals over in the Senate are refusing to say whether or not they are a yes vote for just simply asking voters to prove that they're American citizens.
[01:05:15.680 --> 01:05:16.960]  Your reaction.
[01:05:17.760 --> 01:05:21.280]  First of all, my reaction is it is time for her to retire.
[01:05:21.600 --> 01:05:25.120]  She sounds like she is two steps from the grave.
[01:05:26.400 --> 01:05:27.680]  I don't want to offend anybody.
[01:05:27.840 --> 01:05:28.320]  I apologize.
[01:05:28.560 --> 01:05:28.800]  That's okay.
[01:05:29.040 --> 01:05:29.600]  Part of the platform.
[01:05:30.240 --> 01:05:34.480]  You know, she won't be voting again because she can't even read the ballot.
[01:05:34.800 --> 01:05:41.040]  So at any rate, it should be a simple yes vote, but we know that it's politics.
[01:05:41.280 --> 01:05:42.960]  And so we got to be real.
[01:05:43.600 --> 01:05:46.720]  At the end of the day, she's got to get elected again.
[01:05:47.040 --> 01:05:51.280]  And we would rather have her elected than a Democrat opponent.
[01:05:51.600 --> 01:06:01.360]  So if she has to shuffle her feet a little bit, if she has to lean to the side one way or the other, let her do it so she can win the seat.
[01:06:01.760 --> 01:06:09.760]  That's so, you know, because if we don't, if she doesn't do that, she'll get out of office.
[01:06:10.400 --> 01:06:12.800]  A primary challenge will run way to the right.
[01:06:13.040 --> 01:06:14.400]  They won't get elected.
[01:06:14.720 --> 01:06:16.480]  And then you'll have a flip senate.
[01:06:16.800 --> 01:06:18.480]  So that's the political reality.
[01:06:18.640 --> 01:06:24.560]  That's, I know a lot of the audience members don't like to hear it, but at the end of the day, you got to win seats.
[01:06:24.640 --> 01:06:30.480]  And that's what separates, by the way, true strategists and politicians from those that just cosplay.
[01:06:31.040 --> 01:06:34.400]  Yeah, well, Autre, I want to get to this point too, because a lot of Democrats are pushing back.
[01:06:34.480 --> 01:06:41.440]  And this gives me a good chuckle, but they're saying that the reason why they don't support the Save America Act is because it would discriminate against women.
[01:06:41.920 --> 01:06:45.440]  Take a listen to Clip 10 and how Senator Warren tried to make that argument.
[01:06:45.920 --> 01:06:48.560]  The Save Act is expected to be brought this week to the floor for a vote.
[01:06:48.720 --> 01:06:50.480]  Do you support voter ID for elections?
[01:06:51.200 --> 01:06:52.880]  It depends on what you mean by voter ID.
[01:06:53.280 --> 01:07:01.680]  When you want to say that everyone has to produce a birth certificate, including women whose married names are not on their birth certificates, that creates a real problem for me.
[01:07:02.000 --> 01:07:05.040]  Well, isn't that just one of the first steps in getting married is getting a new ID?
[01:07:05.920 --> 01:07:14.320]  Actually, it's not getting a new birth certificate because part of what the SAFE Act does is it says most driver's license around the country won't work as an ID.
[01:07:14.640 --> 01:07:16.400]  And that creates a terrible problem.
[01:07:16.720 --> 01:07:18.720]  But you need an ID to do just about anything in America.
[01:07:18.880 --> 01:07:19.760]  Shouldn't you need one to do?
[01:07:19.840 --> 01:07:21.600]  Don't need a new birth certificate.
[01:07:21.840 --> 01:07:22.960]  I hope you know that.
[01:07:23.520 --> 01:07:24.080]  Thank you.
[01:07:24.400 --> 01:07:26.160]  I hope you know that.
[01:07:26.720 --> 01:07:27.360]  Oh, man.
[01:07:27.520 --> 01:07:32.160]  If man would never get away with talking to another female like that, they would call you a bunch of names.
[01:07:32.480 --> 01:07:38.880]  But Audrey, this gives me a good laugh because they tried this at first with minorities and said that minorities can't get voter IDs.
