[00:00:00.131 --> 00:00:00.495]  I'm good.
[01:13:08.023 --> 01:13:09.604]  I'm just one more person you've abused.
[01:13:09.624 --> 01:13:14.069]  You're the criminals that infested our government and these corporations and we're coming for you.
[01:13:14.969 --> 01:13:17.011]  We're one more person that has a vendetta.
[01:13:19.133 --> 01:13:22.677]  A vendetta that will be paid over and over again against you.
[01:13:24.258 --> 01:13:25.019]  And it's only the beginning.
[01:13:30.168 --> 01:13:35.211]  We've got other huge news, not just Ted Nugent joining us, not just Donald Trump on earlier.
[01:13:36.872 --> 01:13:37.572]  Joe Biggs.
[01:13:39.053 --> 01:13:46.538]  As you know, I've wanted to go around to these reported jihad radicalization camps, a lot of them funded by the State Department and other agencies.
[01:13:48.218 --> 01:13:50.640]  And we have InfoWars, Investigates, American Caliphate.
[01:13:50.660 --> 01:13:57.804]  They're going to be gone for the next week plus in Texas, in New York, in Michigan, and in North Carolina and many other states.
[01:13:57.844 --> 01:13:58.985]  This is only round one of this.
[01:14:00.219 --> 01:14:06.912]  The training centers, the military training areas, the fenced off areas where this is going on, what the locals think.
[01:14:07.493 --> 01:14:10.298]  Joe Biggs is going to be on the first 30 minutes with
[01:14:11.840 --> 01:14:14.102]  David Knight of the fourth hour.
[01:14:14.182 --> 01:14:19.847]  Then we will re-air in the fourth hour, the last 25 minutes or so, the Donald Trump interview.
[01:14:19.887 --> 01:14:23.970]  David Knight will be honchoing and quarterbacking and traffic copping that hour.
[01:14:24.831 --> 01:14:35.180]  But I will also have Joe Biggs on with us tomorrow, on Thursday and Friday and Sunday with Josh Owens and Mr. Zimmerman, who are there on the road with him right now.
[01:14:36.581 --> 01:14:39.504]  But I want to say something to the viewers, the listeners.
[01:14:40.916 --> 01:14:41.677]  This isn't hype.
[01:14:42.117 --> 01:14:44.780]  It isn't a pep rally that, hey, we can go beat that team!
[01:14:46.441 --> 01:14:50.244]  And we've, you know, lost eight of our ten games, and the other team's undefeated.
[01:14:50.264 --> 01:14:51.826]  And I'm telling you, we can do it!
[01:14:52.627 --> 01:14:53.267]  Come on!
[01:14:53.307 --> 01:14:53.848]  We can win!
[01:14:53.868 --> 01:14:54.809]  I don't do that.
[01:14:55.709 --> 01:15:07.280]  When we're in desperate straits, I'll tell you and I have told you, but unequivocally, undeniably, in every fiber of my intellectual, spiritual, political, but also warrior body,
[01:15:08.786 --> 01:15:18.491]  At every facet of my manhood, all the gifts and weapon systems God gave me, I know we're winning and the initiative is turned towards humanity.
[01:15:18.731 --> 01:15:26.014]  It doesn't mean we'll win the final war against the devil for his one hour of power on this planet, which is biblically translated to about a year.
[01:15:27.215 --> 01:15:33.158]  But we win in waking people up when the great evil comes upon the earth, and that's what really matters, is the souls.
[01:15:35.435 --> 01:15:36.335]  We're winning, folks.
[01:15:36.635 --> 01:15:38.216]  The hearts and minds are beginning to turn.
[01:15:39.056 --> 01:15:45.258]  Some people are falling to complete ignorance, complete corruption, but others are really waking up to the larger universe.
[01:15:45.818 --> 01:15:46.438]  And it's beautiful.
[01:15:48.099 --> 01:15:52.440]  The fact that it's on the news... I don't want to quote him.
[01:15:52.460 --> 01:15:54.340]  He's been on the show before, but a famous rock star.
[01:15:54.700 --> 01:15:55.761]  Sent me a bunch of texts last night.
[01:15:55.781 --> 01:15:57.501]  I was already in bed at 10 o'clock, so I missed him.
[01:15:57.781 --> 01:15:58.241]  Went to bed like 9.45.
[01:15:58.281 --> 01:16:00.202]  I don't usually do that.
[01:16:00.222 --> 01:16:03.523]  I usually go to bed about 1 or 2, but I went to bed early last night because I was really exhausted.
[01:16:06.414 --> 01:16:15.240]  Hey, I had some chicken risotto with the kids, no one's bad, but he sent me a text and he said, man, this whole narrative, without showing the text, let me just read it on air.
[01:16:15.921 --> 01:16:16.701]  Guys, don't show this.
[01:16:18.743 --> 01:16:25.548]  Let me just go to the, he said, the truth, I mean, is finally poking through at least some version of it.
[01:16:27.577 --> 01:16:35.947]  All I have to say, a general comment, that the doubling and tripling down on the ISIS narratives and global warming is starting to unspool fast.
[01:16:36.327 --> 01:16:41.013]  The headlines today are incredible and would have been unthinkable a year ago in mainstream media.
[01:16:42.254 --> 01:16:44.977]  There's more said, but the point is,
[01:16:46.305 --> 01:16:47.125]  They're being challenged.
[01:16:47.145 --> 01:16:48.826]  Hey, you run ISIS, NATO.
[01:16:49.266 --> 01:16:50.246]  Hey, you're buying the oil.
[01:16:50.426 --> 01:16:53.547]  Hey, global warming's a tax to run a world government.
[01:16:53.587 --> 01:16:54.227]  Here's your admission.
[01:16:54.487 --> 01:16:55.928]  People are just taking what they say.
[01:16:56.248 --> 01:17:00.229]  Used to, Nightland would go, there's no world government, only insane racists say it.
[01:17:00.769 --> 01:17:03.190]  We're like, but your thousands of your own documents admit it.
[01:17:03.210 --> 01:17:04.610]  I mean, literally thousands.
[01:17:05.330 --> 01:17:06.070]  Shut up, racists.
[01:17:06.371 --> 01:17:07.231]  Public, please read it.
[01:17:07.271 --> 01:17:09.431]  Here, shut up, racists.
[01:17:09.852 --> 01:17:11.212]  Obamacare triples prices.
[01:17:12.012 --> 01:17:12.752]  Shut up, racists.
[01:17:13.012 --> 01:17:14.133]  Hey, you admit you want the guns.
[01:17:14.253 --> 01:17:14.933]  Shut up, racists.
[01:17:17.363 --> 01:17:18.023]  That's all they got.
[01:17:18.523 --> 01:17:19.944]  You know, Hillary Clinton's really corrupt.
[01:17:20.004 --> 01:17:21.624]  Shut up, sexist, you don't like women, huh?
[01:17:22.464 --> 01:17:23.225]  How do you respond?
[01:17:23.245 --> 01:17:24.685]  That's like saying, do you rape your wife?
[01:17:25.325 --> 01:17:27.286]  Love my daughters, love my mother, love women.
[01:17:29.627 --> 01:17:31.767]  I'm in private company, that's what I pretty much hang out with.
[01:17:33.808 --> 01:17:37.569]  And then just to tell me I hate women because I don't like this criminal Hillary Clinton?
[01:17:38.973 --> 01:17:39.874]  That's outrageous!
[01:17:40.514 --> 01:17:42.475]  You're not going to slap me around with those labels?
[01:17:42.835 --> 01:17:43.716]  Say I'm a racist!
[01:17:43.756 --> 01:17:44.557]  Say I hate women!
[01:17:44.657 --> 01:17:45.337]  I don't care!
[01:17:45.997 --> 01:17:48.819]  You're the political operatives trying to screw everybody over!
[01:17:50.820 --> 01:17:56.184]  All I want is freedom, prosperity, transparency, private property, family, right to defense.
[01:17:56.564 --> 01:17:58.345]  Let men be men, women be women.
[01:17:59.206 --> 01:18:00.146]  I love this species.
[01:18:00.206 --> 01:18:01.227]  I'm a fan of humanity.
[01:18:01.267 --> 01:18:02.728]  Man, I know about our accomplishments.
[01:18:03.048 --> 01:18:05.730]  And I'm sick of all these piles of crap getting in our way.
[01:18:05.750 --> 01:18:06.870]  And I want you out of our way.
[01:18:06.911 --> 01:18:07.491]  I don't like you.
[01:18:08.629 --> 01:18:10.310]  I never liked bullies when I was a little kid.
[01:18:10.330 --> 01:18:11.190]  I don't like them now.
[01:18:13.171 --> 01:18:13.832]  And I lost.
[01:18:14.652 --> 01:18:15.412]  No exaggeration.
[01:18:15.432 --> 01:18:16.373]  I was thinking about it the other day.
[01:18:16.393 --> 01:18:17.613]  It was probably over 100 fights.
[01:18:18.234 --> 01:18:19.854]  When I was 10, 11, 12 years old, I lost.
[01:18:20.175 --> 01:18:21.715]  With guys that were 3, 4 years older.
[01:18:21.735 --> 01:18:24.537]  But let me tell you, at a certain point of the time, I was about 12 or 13.
[01:18:24.657 --> 01:18:26.978]  It didn't matter if they were 3 years older.
[01:18:28.211 --> 01:18:32.872]  I kept pounding their faces in and jumping on them and ramming their head in the ground until they realized.
[01:18:32.892 --> 01:18:41.475]  The cops would show up and somebody would have blood coming out their ears and they'd say, my God, how did you just beat up this 16, 17 year old who weighs 230 pounds and you weigh 160 pounds?
[01:18:42.055 --> 01:18:42.995]  What's going on with you, kid?
[01:18:43.015 --> 01:18:45.516]  And I said, listen, they attacked me and I stood up for myself.
[01:18:47.816 --> 01:18:51.157]  Sometimes those bullies, when I had their head knocking it in the pavement, would ask the question.
[01:18:51.737 --> 01:18:53.318]  And by the way, these aren't Ben Carson stories.
[01:18:53.338 --> 01:18:54.438]  They're a lot worse than I tell you.
[01:18:56.041 --> 01:18:56.741]  Everybody knows it.
[01:18:57.061 --> 01:18:58.081]  Everybody's got a sixth sense.
[01:18:59.902 --> 01:19:01.942]  I'd tell those bullies, I said, you wanted to hurt me.
[01:19:02.002 --> 01:19:02.562]  Don't you get it?
[01:19:02.582 --> 01:19:03.303]  I don't want to hurt you.
[01:19:03.343 --> 01:19:04.483]  I want you to get off me.
[01:19:05.163 --> 01:19:09.524]  And I want you next time to leave me alone.
[01:19:11.704 --> 01:19:12.805]  And to leave other people alone.
[01:19:12.845 --> 01:19:20.126]  It's like, I don't want to plagiarize it, but I actually said that to people, like at the end of his game, when he kills the kid or beats the kid up, and they said, why'd you keep attacking him?
[01:19:21.907 --> 01:19:23.187]  Because I didn't want him to come back again.
[01:19:26.786 --> 01:19:27.747]  I want him to leave me alone.
[01:19:27.767 --> 01:19:30.349]  I want him to get off my back.
[01:19:34.172 --> 01:19:40.536]  And the minute that good people out there decide to stand up against tyrants and stop being cowards is the minute this world starts being free again.
[01:19:40.556 --> 01:19:44.899]  And the minute we don't back down is the minute we start becoming free again.
[01:19:46.080 --> 01:19:46.961]  Stop backing down.
[01:19:49.223 --> 01:19:50.103]  Stop bowing down.
[01:19:51.348 --> 01:19:58.074]  To these petty thugs that get in our face and use our conscience and use our goodwill to bully us into submitting to them in the name of political correctness.
[01:19:58.635 --> 01:20:03.479]  These people are a pack of mind control criminals and their era is coming to an end.
[01:20:04.140 --> 01:20:08.283]  And it's going to get nasty in the fight, but we're going to beat them with God's help.
[01:20:08.303 --> 01:20:08.724]  Stay with us.
[01:20:09.694 --> 01:20:14.297]  A revolution in body protection has arrived, only at FortressSurvivalLLC.com.
[01:20:14.597 --> 01:20:18.519]  Introducing the revolutionary, patented Level 3 Bulletproof Vest.
[01:20:18.539 --> 01:20:20.600]  100% Kevlar, 100% American made.
[01:20:20.801 --> 01:20:23.842]  Concealable, fully adjustable, and the lowest price on the market.
[01:20:24.022 --> 01:20:26.324]  Adult size, normally $289.99, now just $250.
[01:20:26.584 --> 01:20:29.466]  Kid size, normally $239.99, now just $200.
[01:20:29.646 --> 01:20:34.909]  Get affordable protection with a Level 3A Bulletproof Vest from FortressSurvivalLLC.com.
[01:20:35.049 --> 01:20:36.950]  For thou art my rock and my fortress.
[01:20:37.210 --> 01:20:37.530]  Psalm 313.
[01:20:39.824 --> 01:20:40.624]  This is Dan Pilla.
[01:20:40.644 --> 01:20:42.125]  Do you owe the IRS money you can't pay?
[01:20:42.445 --> 01:20:43.726]  Are tax debts crippling you?
[01:20:44.086 --> 01:20:46.428]  I've defended people from the IRS for over 30 years.
[01:20:46.908 --> 01:20:48.769]  I've helped thousands and I can help you too.
[01:20:49.209 --> 01:20:53.252]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[01:20:53.712 --> 01:20:57.414]  Call 800-34-NO-TAX to finally get free of IRS debt.
[01:20:57.654 --> 01:21:01.116]  With the IRS's new programs, there's never been a better time to solve your problem.
[01:21:01.436 --> 01:21:01.736]  Call 800-34-NO-TAX.
[01:21:01.756 --> 01:21:03.177]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:21:08.979 --> 01:21:11.983]  My name is Bill Bonner, and I have an important message.
[01:21:12.303 --> 01:21:17.469]  Right now, the highest levels of government are struggling against an inevitable crisis.
[01:21:17.789 --> 01:21:19.691]  But they're about to lose control.
[01:21:20.072 --> 01:21:25.057]  When this happens, it will rip our country apart in ways you never imagined.
[01:21:25.398 --> 01:21:29.843]  From where we shop, to the doctors you visit, and the family you want to protect.
[01:21:29.963 --> 01:21:31.984]  Look, I've made predictions like this before.
[01:21:32.004 --> 01:21:35.866]  A few years ago, I warned that the housing prices would collapse.
[01:21:36.206 --> 01:21:40.268]  Before that, I warned that dot-com companies would crash, and they did.
[01:21:40.728 --> 01:21:43.629]  Those who listened had a chance to save themselves.
[01:21:43.849 --> 01:21:46.250]  But this has nothing to do with the stock market.
[01:21:46.430 --> 01:21:47.711]  This will affect us all.
[01:21:48.271 --> 01:21:52.714]  I've posted a free video at DollarDanger.com.
[01:21:53.014 --> 01:21:59.278]  Maybe you'll disagree with my conclusions, but first you need to watch this video and see the facts for yourself.
[01:21:59.398 --> 01:22:05.301]  You can watch the video for free right now by going to DollarDanger.com.
[01:22:05.521 --> 01:22:07.482]  Again, that's DollarDanger.com.
[01:22:09.898 --> 01:22:14.639]  The lining of your lungs is supposed to be protected with glutathione to neutralize incoming irritants.
[01:22:15.560 --> 01:22:18.681]  In the absence of enough glutathione, your lungs are more prone to irritation.
