[00:00:00.070 --> 00:00:00.332]  The show.
[01:07:00.366 --> 01:07:02.408]  Supplies of Secret 12 are very limited.
[01:07:02.688 --> 01:07:06.552]  Secure yours today at InfoWarsLife.com or by calling toll free 888-253-3139.
[01:07:09.594 --> 01:07:11.235]  The knowledge of the ancients.
[01:07:11.575 --> 01:07:15.158]  Tried and true, trusted herbs and extracts.
[01:07:15.398 --> 01:07:18.000]  Fused with the latest nutraceutical science.
[01:07:18.320 --> 01:07:21.742]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[01:07:21.962 --> 01:07:30.988]  Crafted with over 14 key ancient herbs and extracts to supercharge and prepare your body for what experts admit is the most dangerous season of the year.
[01:07:31.388 --> 01:07:42.295]  We have rejected hundreds of other formulations in our quest to bring you what is simply the most powerful and comprehensive proprietary formula that we have ever created in the realm of herbal immunity.
[01:07:42.435 --> 01:07:49.879]  For the last two years, our team has been working with top doctors, nutritionists, and chemists to develop the ultimate nutraceutical formulation.
[01:07:50.160 --> 01:07:57.964]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[01:07:58.245 --> 01:07:59.485]  For a limited time, get 25% off
[01:08:00.726 --> 01:08:04.108]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:08:21.587 --> 01:08:30.578]  Coming up, we'll break down the latest from the globalist CONFAB at Davos as they announce global carbon taxes, world government, an internet takeover, and more.
[01:08:32.901 --> 01:08:40.451]  Yesterday on the nightly news, Joe Biggs put out a report basically saying that the Japanese
[01:08:41.897 --> 01:08:44.258]  Beheading ISIS clip was fake.
[01:08:44.418 --> 01:08:46.658]  Analyzing it, that's now been confirmed.
[01:08:47.439 --> 01:08:54.321]  Out of Fox News, experts say ISIS ransom clip faked as deadline for Japanese hostages passes.
[01:08:55.141 --> 01:09:00.643]  Facebook, death threat against activists doesn't violate community standards, but Facebook will suppress posts.
[01:09:01.423 --> 01:09:03.464]  Users find offensive to their religion.
[01:09:03.904 --> 01:09:08.305]  That's right, they're going to let ISIS recruit, but they're going to censor your free speech.
[01:09:08.905 --> 01:09:15.967]  In France, if you criticize gays, you'll be arrested, basically, but Charlie Hebdo can do whatever it wants.
[01:09:16.027 --> 01:09:19.468]  It's all about stirring up trouble and selectively allowing free speech.
[01:09:19.928 --> 01:09:23.449]  I will break down my take on the dead king in Saudi Arabia, what that means.
[01:09:23.790 --> 01:09:28.291]  They're calling it a worst-case scenario, Yemen chaos, as that government collapses.
[01:09:29.091 --> 01:09:31.352]  Saudi King's death poses new challenges for U.S.
[01:09:31.473 --> 01:09:33.974]  I'm going to take calls, though, to the bottom of the hour.
[01:09:34.775 --> 01:09:39.417]  Then I'll continue with calls into the third hour, but I want to get into this breakdown video.
[01:09:39.557 --> 01:09:43.340]  UFC star tased, arrested after asking cops for ID.
[01:09:43.380 --> 01:09:51.805]  Now, I can show you video clips that are online of police doing a great job, but those don't get any attention.
[01:09:54.062 --> 01:09:59.884]  And I can show you clips of police doing absolutely horrible things all day long and that will go viral.
[01:10:02.585 --> 01:10:07.447]  But I'm going to show this clip and break it down because it shows both sides of it.
[01:10:07.968 --> 01:10:09.588]  Both sides fearing each other.
[01:10:11.009 --> 01:10:16.051]  And within this clip, within this story, you really understand what's happening.
[01:10:17.662 --> 01:10:21.185]  So it's my wish to not have a civil war.
[01:10:21.225 --> 01:10:23.106]  It's my wish to bring people together.
[01:10:23.626 --> 01:10:32.593]  It's my wish for folks to understand the larger social engineering manipulation that is admittedly afoot so that we can transcend this and not be chumps.
[01:10:34.514 --> 01:10:41.759]  Whether you're a guy pulled over with your wife and child by the police or whether you're the police themselves.
[01:10:43.360 --> 01:10:46.663]  I got pulled over by the state police once by this male and female state troopers.
[01:10:47.915 --> 01:10:50.297]  I was going like five miles over the speed limit, driving to the beach.
[01:10:52.119 --> 01:10:58.784]  And when they came over, they were bugging their eyes out and going, is that child, that's, you know, are these kids buckled in correctly?
[01:10:58.804 --> 01:10:59.825]  And bugging their eyes out.
[01:10:59.845 --> 01:11:01.707]  I was like, what are you bugging your eyes out at me for?
[01:11:02.127 --> 01:11:03.508]  You're really acting aggressive and weird.
[01:11:04.229 --> 01:11:05.250]  Did I match some description?
[01:11:06.711 --> 01:11:08.272]  And they got all upset and wrote me a ticket.
[01:11:08.713 --> 01:11:14.538]  I mean, you've got some mentally ill people out there that are police officers, but you've got mentally ill people everywhere.
[01:11:16.240 --> 01:11:20.405]  But I'm talking about how the system wants to exacerbate this coming up.
[01:11:21.146 --> 01:11:23.749]  Because you could look at this and see both sides of it.
[01:11:23.769 --> 01:11:28.795]  The UFC guy doesn't pull over for three miles, wants to get to a lighted place, which they say do.
[01:11:29.016 --> 01:11:30.377]  There's all these fake cops out there.
[01:11:31.238 --> 01:11:32.520]  Then he wants to see their IDs.
[01:11:32.560 --> 01:11:33.641]  They get real aggressive and won't.
[01:11:34.022 --> 01:11:34.663]  They taser him.
[01:11:37.284 --> 01:11:40.266]  And it's all on video, his wife shoots him and they charge him with assaulting him.
[01:11:40.767 --> 01:11:48.713]  And that's where the cops go from it being, you can see both positions, to the cops being very bad people.
[01:11:49.354 --> 01:12:01.143]  That they just think by default, you made me taser you, you argued with me for about two seconds, and so I'm not just going to taser you to make me in the right, I'm going to try to put you in jail.
[01:12:01.663 --> 01:12:05.827]  Oh, and I'm going to bring CPS in and try to take your kid away, saying you endangered a child.
[01:12:09.102 --> 01:12:10.822]  That's where you're going to get disrespected.
[01:12:11.302 --> 01:12:13.503]  That's where you're going to end up being seen as the enemy.
[01:12:13.903 --> 01:12:17.904]  And that's why so many people then begin to see the police as a predatory force.
[01:12:18.384 --> 01:12:19.584]  And this is all part of the plans.
[01:12:19.604 --> 01:12:21.124]  I'm going to break that down at the bottom of the hour.
[01:12:22.305 --> 01:12:24.325]  Stefan in New York, thanks for holding.
[01:12:24.345 --> 01:12:24.945]  You're on the air.
[01:12:26.346 --> 01:12:27.186]  Hey, how you doing?
[01:12:27.826 --> 01:12:31.427]  Oh man, I wish I wasn't at work right now because it's always such an honor to talk to you.
[01:12:31.447 --> 01:12:33.367]  Because to be honest, guys like you, you guys are
[01:12:34.159 --> 01:12:39.463]  You guys are heaven sent because of how successful you really brought the show.
[01:12:39.483 --> 01:12:49.731]  I mean, don't get me wrong, you're always telling people, you know, it's not me who's the only one out there, but you know, fortunately, you've driven it to a point where you have the millions of views you do, so...
[01:12:50.606 --> 01:12:54.490]  I hate to compliment you, because I know you don't like it, because then you feel, you know... Well, no, brother.
[01:12:54.550 --> 01:12:58.795]  It's just that everybody does it, and the show's not about me getting complimented all day.
[01:12:58.835 --> 01:13:04.561]  We're all in a battle together, trying to take the hill back from the enemy, and so we can all pat each other on the back.
[01:13:05.522 --> 01:13:10.608]  I mean, basically, to quote Pulp Fiction, you know, the wolf says, hey, let's not start celebrating yet.
[01:13:10.648 --> 01:13:11.649]  Let's get the job done here.
[01:13:13.551 --> 01:13:15.093]  I know exactly what Corey's talking about.
[01:13:15.113 --> 01:13:15.734]  Yeah, don't say it.
[01:13:15.754 --> 01:13:17.917]  I won't, I won't, I won't.
[01:13:17.937 --> 01:13:18.618]  That was good.
[01:13:19.098 --> 01:13:21.702]  But I have a few questions for you.
[01:13:21.742 --> 01:13:24.886]  First, I want you to go, first just give me a quick yes or no answer.
[01:13:25.879 --> 01:13:50.815]  The thumbprint on the iPhone, I feel like we're all sending our thumbprints down as they... Yeah, I told people 20 years ago they would phase it in, and then it would be voluntary, then it'll be mandatory, and they're gonna get rid of cash, and track everything you do, and control everything you do, and shut down any underground economies, and then raise taxes and regulations selectively, with the total computer algorithm systems, to bankrupt everyone that's on a globalist corporation.
[01:13:51.115 --> 01:14:00.938]  Then they'll make you waive all your rights to have a job or be on welfare, and then we're total slaves under a technocracy plan to phase in population reduction and final extermination.
[01:14:02.159 --> 01:14:03.819]  Right, and how thick is it?
[01:14:03.839 --> 01:14:08.221]  Because at first people used to think you're crazy for talking about it, but now it's just so thick.
[01:14:08.241 --> 01:14:15.263]  Well, that's why we had to say it when people thought it was 1984 and that'll never happen, so that we'd have credibility once it happened.
[01:14:16.474 --> 01:14:21.715]  So that's why I didn't mind being attacked by CNN and MSNBC and basically everybody else on the planet.
[01:14:22.015 --> 01:14:32.798]  You know, he says there's going to be brain chips, and he says you'll face cannabine cell, and he says blimps are looking at your heat resonance signature, and he says there's cancer viruses in the vaccines, and he says GMO sterilizes you.
[01:14:33.098 --> 01:14:34.599]  It was all public already.
[01:14:34.919 --> 01:14:38.620]  It was only in research papers, not for public distribution.
[01:14:39.000 --> 01:14:40.380]  We had to decompartmentalize
[01:14:40.640 --> 01:14:40.980]  And you know what?
[01:14:41.000 --> 01:14:44.121]  I'm glad you held it together because you were just waiting for it to reach the surface.
[01:14:44.201 --> 01:14:46.021]  But now, obviously, it's getting closer to the surface.
[01:14:46.061 --> 01:14:47.021]  See, if you were weak
[01:15:05.154 --> 01:15:08.437]  You would have, you know, you would have been like, alright, you know what, maybe I am freaking crazy.
[01:15:08.797 --> 01:15:14.222]  And you would have let the comments... Except I was reading stuff written by the top scientists.
[01:15:15.122 --> 01:15:17.364]  I mean, I knew I was right because it was public.
[01:15:18.645 --> 01:15:30.415]  I knew it was right because my dad was the top of his class and one of the top scorers in Texas and they called him into a room and said, we're setting up a planetary world government of eugenics and we're getting the top people, we'd like you to join us.
[01:15:31.636 --> 01:15:33.218]  I mean, this is real, folks.
[01:15:35.356 --> 01:15:36.317]  Oh absolutely, absolutely.
[01:15:36.337 --> 01:15:36.537]  Go ahead.
[01:15:36.997 --> 01:15:49.544]  And I'm always very curious about, like, these people who always approach, you know, whether it's the Justin Bieber's or it's the people who approach people like your father, what organization do they typically belong to?
[01:15:49.644 --> 01:16:00.871]  I mean, I always picture some guy with sunglasses and a suit saying, hey listen, this is how it's gonna go, this is the direction the wind's gonna blow, so if you wanna, you know, stay famous and keep the name, then this is how it works.
[01:16:01.231 --> 01:16:05.033]  Or if you wanna, you know, if you're a scientist, and a lot of the times,
[01:16:06.770 --> 01:16:11.835]  It's funny, I try explaining to people and they're like, wait, you mean like Rockefeller and all these guys are geniuses?
[01:16:11.855 --> 01:16:13.236]  They're really thinking of all these solutions?
[01:16:13.296 --> 01:16:16.519]  I'm like, no, they just have the money to buy the genius brain.
[01:16:17.460 --> 01:16:23.926]  And they developed systems that were developed back in Rome and just built on to manage and control populations, absolutely.
[01:16:24.406 --> 01:16:27.669]  You asked how do they control people, they do it a hundred different ways plus.
[01:16:28.490 --> 01:16:40.732]  Napoleon famously wrote, to paraphrase, that the most gallant men will give up their lives and throw themselves onto swords and spears and run into cannon fire for small little pieces of metal and ribbon.
[01:16:41.452 --> 01:16:55.435]  He basically rolled out, not just giving commendations to whole squads, like the Romans would do, they have awards to different cohorts and different groups of a hundred under a centurion.
[01:16:56.547 --> 01:16:58.627]  They began to hand out medals to individuals.
[01:16:59.327 --> 01:17:01.208]  So that's a form of prestige.
[01:17:01.948 --> 01:17:06.229]  Most people just get into power structure because they're yes-men and will follow whatever they're told.
[01:17:06.649 --> 01:17:07.749]  So they're compartmentalized.
