[00:00:00.069 --> 00:00:00.935]  Spend Liberty Worldwide!
[01:18:42.010 --> 01:18:43.892]  So we're being completely manipulated.
[01:18:44.352 --> 01:18:48.675]  And again, 90% of these migrants are claiming to be Syrian.
[01:18:49.135 --> 01:18:50.536]  And they can't prove it.
[01:18:50.816 --> 01:18:53.438]  You've got Syrians coming out in the New York Times today.
[01:18:54.218 --> 01:18:55.979]  Who said, an actual Syrian migrant.
[01:18:56.299 --> 01:18:57.900]  I am Syrian, a real Syrian.
[01:18:58.120 --> 01:19:02.962]  Here we have Pakistanis, Afghanis, Iraqis, they all throw away their papers and claim to be Syrian.
[01:19:03.322 --> 01:19:10.766]  So they're finding all these discarded ID cards from Pakistanis and Bangladeshis in places like Macedonia.
[01:19:11.086 --> 01:19:15.408]  Because they're not refugees, they're economic migrants, they're not fleeing from ISIS.
[01:19:15.768 --> 01:19:18.150]  They're not fleeing from war or persecution.
[01:19:18.550 --> 01:19:43.449]  They're fleeing to get benefits and to get a higher standard of living, which we're going to have to pay for as taxpayers, while Gulf states like Saudi Arabia, Kuwait, United Arab Emirates take zero, zero refugees, despite many of those countries being directly involved in funding and arming the jihadist rebels in Syria who went on to join ISIS that caused this problem in the first place.
[01:19:43.809 --> 01:19:45.870]  So it's all about imposing this on the West.
[01:19:46.291 --> 01:19:55.757]  The European governments have rolled out the red carpet to get that power back in the hands of the EU, because the EU is being rejected continent-wide for the past three, four years.
[01:19:55.777 --> 01:19:56.618]  That's right, stay there.
[01:19:57.439 --> 01:20:09.027]  These people being brought in are nothing but socialist mercenaries in the cloward-driven strategy, and it just shows you the hardcore evil, evil, of the people running our governments.
[01:20:09.807 --> 01:20:14.670]  Turn on the news and you'll hear stories of natural disasters, political unrest, and financial crisis.
[01:20:15.010 --> 01:20:18.692]  In times of uncertainty, how will you take care of your family's most basic needs?
[01:20:18.992 --> 01:20:25.436]  Food Insurance, America's most trusted provider of freeze-dried emergency food, has solutions that fit your family's needs and budget.
[01:20:25.716 --> 01:20:28.917]  Our meals are delicious, nutritious, and come with a guaranteed 25-year shelf life.
[01:20:29.918 --> 01:20:34.063]  For a limited time, we are sending a free freeze-dried meal to all listeners of this program.
[01:20:34.143 --> 01:20:37.426]  Go to foodinsurance.com and request your free meal today.
[01:20:37.606 --> 01:20:39.128]  That's foodinsurance.com.
[01:20:39.709 --> 01:20:48.398]  Silver has always been nature's very own antibiotic, and only one system allows you to produce an endless supply of nano-sized silver solutions right from the convenience of your home.
[01:20:48.598 --> 01:20:49.539]  Silver Lungs.
[01:20:49.699 --> 01:20:56.827]  With the addition of our unique lung delivery system, respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[01:20:57.007 --> 01:21:02.914]  This pioneering method also preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[01:21:03.034 --> 01:21:07.099]  See the Silver Lungs generator and lung delivery system at SilverLungs.com.
[01:21:07.179 --> 01:21:08.881]  That's SilverLungs.com.
[01:21:09.261 --> 01:21:11.083]  Who's among the worst at keeping your data private?
[01:21:11.224 --> 01:21:14.708]  The Electronic Frontier Foundation Privacy Report says it's AT&T.
[01:21:14.969 --> 01:21:19.795]  AT&T customers need to know this when calling the Alex Jones 24-7 listen line at 1-605-562-9000.
[01:21:19.855 --> 01:21:22.218]  Big Brother is listening.
[01:21:22.479 --> 01:21:22.899]  No apps.
[01:21:23.019 --> 01:21:23.460]  No data.
[01:21:23.580 --> 01:21:24.341]  No internet needed.
[01:21:24.461 --> 01:21:26.444]  And no extra cost if you have unlimited minutes.
[01:21:26.624 --> 01:21:30.846]  Call the Alex Jones 24-7 Listen Line on any phone, but please don't use AT&T.
[01:21:30.966 --> 01:21:33.667]  For everyone else, bookmark Alex Jones Listen Line number today.
[01:21:33.687 --> 01:21:34.708]  1-605-562-9000.
[01:21:35.648 --> 01:21:38.010]  That's 1-605-562-9000.
[01:21:39.170 --> 01:21:42.592]  You are an individual with your own thoughts, decisions, and actions.
[01:21:42.932 --> 01:21:47.754]  So why should you be penalized for not enrolling in the subpar health insurance mandated by the government?
[01:21:48.034 --> 01:21:49.075]  Be truly independent.
[01:21:49.335 --> 01:21:51.057]  Visit LibertyOnCall.org.
[01:21:51.437 --> 01:21:59.105]  LibertyOnCall.org is a bold, innovative alternative allowing you to take back control and make your own decisions about your health care.
[01:21:59.345 --> 01:22:00.946]  Mention this ad when you call to learn more.
[01:22:00.966 --> 01:22:01.147]  800-714-6993.
[01:22:01.167 --> 01:22:01.367]  That's 800-714-6993.
[01:22:01.387 --> 01:22:02.027]  LibertyOnCall.org.
[01:22:02.047 --> 01:22:02.488]  Call today.
[01:22:02.508 --> 01:22:04.610]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[01:22:13.101 --> 01:22:13.622]  It's true.
[01:22:13.742 --> 01:22:17.705]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[01:22:17.885 --> 01:22:19.726]  It's a disinfectant called chloramine.
[01:22:20.267 --> 01:22:24.770]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[01:22:25.071 --> 01:22:37.641]  New NSF EPA certified lab tests show EPA Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[01:22:37.921 --> 01:22:41.463]  Big Berkey Water Filters are the original and most trusted on the market.
[01:22:41.724 --> 01:22:44.005]  The gold standard in water purification.
[01:22:44.385 --> 01:22:48.388]  And our filters last for years at less than two cents per gallon.
[01:22:48.688 --> 01:22:49.309]  Big Berkey.
[01:22:49.509 --> 01:22:53.011]  The one that's powerful enough to purify stagnant pond water.
[01:22:53.211 --> 01:22:54.812]  Get your Big Berkey today.
[01:22:54.972 --> 01:22:57.254]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[01:22:57.274 --> 01:22:57.954]  That's 1-877-99-BERKEY.
[01:22:58.095 --> 01:22:59.355]  Big Berkey Water Filters.
[01:22:59.415 --> 01:23:00.476]  For the love of clean water.
[01:23:07.841 --> 01:23:08.046]  We're good.
[01:23:09.955 --> 01:23:13.677]  Thousands of people seeking home security get ripped off every day.
[01:23:13.917 --> 01:23:17.678]  And the home security industry wants you to believe that's your only option.
[01:23:17.958 --> 01:23:23.141]  They've got hordes of salesmen out there trying to scare you into signing one of their long-term contracts.
[01:23:23.421 --> 01:23:28.023]  You get stuck writing huge checks month after month with no way out.
[01:23:28.323 --> 01:23:31.544]  It's robbery by contract and it can cost you thousands.
[01:23:31.844 --> 01:23:33.905]  But there's a better way to protect your home.
[01:23:34.265 --> 01:23:35.826]  SimpliSafe Home Security.
[01:23:36.086 --> 01:23:37.727]  SimpliSafe has no contracts.
[01:23:38.107 --> 01:23:38.387]  None!
[01:23:38.668 --> 01:23:41.229]  You'll get award-winning 24-7 protection.
[01:23:41.489 --> 01:23:46.533]  Security professionals watching over your home, ready to instantly send police to the rescue.
[01:23:46.793 --> 01:23:51.496]  For just $14.99 per month, that's less than half what most companies charge.
[01:23:51.717 --> 01:23:53.418]  Protect your home the smart way.
[01:23:53.618 --> 01:24:00.503]  Visit SimpliSafeDefense.com today for an exclusive 10% offer and get a free keychain remote worth $25.
[01:24:01.323 --> 01:24:03.965]  Only when you go to SimpliSafeDefense.com.
[01:24:04.285 --> 01:24:06.107]  SimpliSafeDefense.com.
[01:24:15.590 --> 01:24:21.633]  What happened this morning, Alex Jones here back live, is I stayed up last night doing research.
[01:24:22.094 --> 01:24:24.375]  I was up till like 11 with Buckley shooting videos.
[01:24:26.316 --> 01:24:28.337]  And then I was up till about 1 doing research.
[01:24:28.397 --> 01:24:36.801]  Then I got up again this morning and looked at all the news and I read this LA Times article where they just flat out say we're going to close half the roads and only let robot cars on them.
[01:24:38.413 --> 01:24:39.793]  I know the whole backstory of that.
[01:24:40.354 --> 01:24:42.494]  So, it's not just they're going to close the roads.
[01:24:42.534 --> 01:24:43.535]  I know the whole story.
[01:24:43.555 --> 01:24:47.876]  And how Rahm Emanuel's brother's making billions off of it, and how it's all a scam.
[01:24:48.756 --> 01:24:49.897]  We're just being conquered.
[01:24:51.697 --> 01:25:00.340]  I mean, if they can foist Obamacare on us, owned by foreign banks, to double and triple prices, well of course they're going to just bring in giant hordes of illegals.
[01:25:03.049 --> 01:25:12.374]  I mean, I used to hear six, seven years ago, the right wing claim that Muslims were telling British people, you know, to not have their women wear dresses or whatever that were above the knee.
[01:25:12.414 --> 01:25:16.036]  And now, I've basically been in England and seen it for myself.
[01:25:17.016 --> 01:25:25.061]  It's that Westerners are so passive now, and so wimpy, that foreigners just literally think we're here to serve them.
[01:25:25.941 --> 01:25:28.703]  And I've been in England before just videotaping Big Ben.
[01:25:29.585 --> 01:25:34.613]  This is actually on tape, and this guy comes over, a Muslim guy in his car with his family, gets out and says, don't tape me!
[01:25:34.693 --> 01:25:35.635]  What are you doing taping me?
[01:25:35.675 --> 01:25:38.920]  And I guess he thought I was going to cower down, and I just started yelling at him.
[01:25:38.940 --> 01:25:39.861]  I told him, go to hell.
[01:25:39.881 --> 01:25:41.424]  I said, I'll do whatever I want.
[01:25:42.290 --> 01:25:45.473]  But it's just, Paul, you live in England, you live under this.
[01:25:45.633 --> 01:25:47.074]  I'm not even against these people.
[01:25:47.734 --> 01:25:51.718]  Except they've been encouraged and pushed that we somehow owe them.
[01:25:51.798 --> 01:25:53.039]  It's the entitlement.
[01:25:53.579 --> 01:25:55.901]  I can't go to Saudi Arabia and get something free.
[01:25:55.921 --> 01:25:58.663]  If I go preach the gospel there, I'll be executed.
[01:25:59.244 --> 01:26:01.446]  Why is it that the people running us
[01:26:02.745 --> 01:26:06.388]  They hate our tolerance and that we're so good, tell us we're so bad.
[01:26:06.408 --> 01:26:13.172]  I'm not even upset now when I watch MSNBC criticizing America and saying how bad we are and how bad Christians are.
[01:26:13.653 --> 01:26:18.116]  I just realize they're the most evil, collaborating filth I've ever seen in my life.
[01:26:18.176 --> 01:26:20.137]  I mean, who are these people, Paul Watson?
[01:26:20.638 --> 01:26:22.919]  I didn't know they stacked crap that high.
[01:26:22.979 --> 01:26:23.500]  I'm sorry.
[01:26:25.558 --> 01:26:37.983]  Well, they're control freaks and they know that if they bring in these hordes of immigrants who don't cherish liberty, have no history of it, have no interest in defending it, then they will vote for big government parties.
[01:26:38.383 --> 01:26:45.026]  So they will collect more power in the hand of these leftist collectivist parties the more of these people they bring in.
[01:26:45.366 --> 01:26:54.050]  People who have done the maths with this Germany situation say that once these half a million asylum seekers every single year are brought in,
[01:26:54.710 --> 01:27:02.632]  Within a few decades, they're going to have like a quarter of the German population is going to be immigrants and sons and daughters of immigrants.
[01:27:02.672 --> 01:27:09.354]  So they're creating a huge voting block for these big government parties who are just going to vote for bigger and bigger government.
[01:27:09.754 --> 01:27:18.797]  And then big business loves it as well, of course, because they can get the cheap labor, they can drive down the wages of everybody else, so it benefits them in that way.
