[00:00:00.009 --> 00:00:10.453]  Another world.
[01:52:28.959 --> 01:52:30.540]  I mean, it's just bizarro land.
[01:52:30.921 --> 01:52:32.402]  George in Ontario, Canada.
[01:52:32.422 --> 01:52:32.983]  You're on the air.
[01:52:33.023 --> 01:52:33.664]  Thanks for calling.
[01:52:34.745 --> 01:52:35.205]  Hi, Alex.
[01:52:35.245 --> 01:52:36.366]  Thanks for taking my call.
[01:52:36.406 --> 01:52:40.451]  I've got a two-part question that I'd like to throw at you just to get your comment.
[01:52:40.491 --> 01:52:41.111]  I'll do my best.
[01:52:43.416 --> 01:52:45.918]  I've heard you say quite a few times that the U.S.
[01:52:45.958 --> 01:52:47.418]  military is awake.
[01:52:47.719 --> 01:52:58.745]  I'm just wondering what side they're actually on, because I'm kind of curious, why are they taking orders from Obama if they can see the writing on the wall for the country and the Constitution?
[01:52:58.765 --> 01:53:04.849]  I'm just curious why you think maybe they're... Is it because the brass at the top are paid off and they're just going along like sheep?
[01:53:05.919 --> 01:53:07.359]  Is there another reason why?
[01:53:07.399 --> 01:53:08.740]  I think you're answering your own question.
[01:53:08.760 --> 01:53:09.880]  They're just like anybody else.
[01:53:09.940 --> 01:53:11.260]  They're compartmentalized.
[01:53:11.280 --> 01:53:12.060]  They're individuals.
[01:53:12.360 --> 01:53:14.281]  They know our government's not run by our government.
[01:53:14.301 --> 01:53:15.441]  It's run by foreign interests.
[01:53:15.461 --> 01:53:26.424]  They know our government's destabilizing countries, starting wars, siding with radical Islamists to attack Russia in Tajikistan, Uzbekistan, Chechnya and other areas.
[01:53:26.584 --> 01:53:27.324]  They now know
[01:53:28.104 --> 01:53:34.707]  If you ask what they believe, they're on the American people's side, they're on the Constitution's side, they're on the Bill of Rights' side.
[01:53:35.527 --> 01:53:39.268]  They are the most awake group out there.
[01:53:39.308 --> 01:53:43.410]  The problem is, the brass is all under heavy surveillance.
[01:53:44.070 --> 01:53:48.252]  There's a huge culling and a purge going on of brass that don't play ball.
[01:53:48.692 --> 01:53:49.552]  And that's been in the news.
[01:53:52.841 --> 01:54:00.707]  I'm just saying the good news is the military was given their orders to prepare for national gun confiscation and civil war about four years ago.
[01:54:01.368 --> 01:54:02.729]  And since then it's come out in the news.
[01:54:03.229 --> 01:54:05.471]  And that totally woke them up and backfired.
[01:54:06.859 --> 01:54:07.900]  Anthony, your take on that?
[01:54:08.160 --> 01:54:21.010]  Just remember when every single major nuke commander was fired over a period of several months, just last year, because they wouldn't play ball on all the secret nuke transfers that were going on, all the top generals being fired, the general that made a YouTube video about it.
[01:54:21.030 --> 01:54:22.151]  I mean, there's total insanity.
[01:54:22.171 --> 01:54:24.672]  I think there's infighting at every level in the brass.
[01:54:24.752 --> 01:54:29.296]  It appears, best we know, they are decommissioning our backup arsenals.
[01:54:29.336 --> 01:54:31.177]  They are selling us out right now.
[01:54:31.237 --> 01:54:33.039]  I mean, folks, the borders are wide open.
[01:54:33.079 --> 01:54:34.320]  I mean, the country's gone right now.
[01:54:34.960 --> 01:54:38.407]  It's like we've just been stabbed, we're bleeding to death, and I'm like, let's get a tourniquet on here.
[01:54:38.447 --> 01:54:40.190]  Let's fix the arteries that are cut.
[01:54:40.796 --> 01:54:42.357]  They're like, shut up, conspiracy terrorist!
[01:54:42.397 --> 01:54:44.697]  I mean, this is epic what's going on!
[01:54:44.717 --> 01:54:47.518]  There could be a whole show about every single thing we just talked about.
[01:54:47.859 --> 01:54:49.979]  There could be a whole... 24 hours of every single thing.
[01:54:49.999 --> 01:54:51.800]  Yeah, why'd they fire every new commander?
[01:54:52.080 --> 01:54:52.240]  Yeah.
[01:54:52.500 --> 01:54:52.880]  Everyone!
[01:54:53.060 --> 01:55:00.183]  And it just came out over and over again, and then I remember the Associated Press was like, oh, it was actually secret, but we got a tip about it, and then they had to admit it.
[01:55:00.243 --> 01:55:05.565]  And there were standoffs at Dias with the security force that was police, aiming guns, and like,
[01:55:05.945 --> 01:55:07.066]  Where are these nukes going?
[01:55:07.126 --> 01:55:08.747]  Regular trucks picking up nuclear weapons.
[01:55:08.767 --> 01:55:10.088]  And they're like, there's no documents?
[01:55:10.128 --> 01:55:11.450]  And then the base commander comes out?
[01:55:11.490 --> 01:55:14.072]  I mean, you know, we're living in Twilight Zone here, folks!
[01:55:14.232 --> 01:55:17.174]  Yeah, and I think that really answers the question that there's two sides to it.
[01:55:17.214 --> 01:55:20.777]  I think there is a side that obviously is on freedom, and that's the majority of individuals.
[01:55:20.797 --> 01:55:25.781]  And then there is a small shadowy group that wants to crush those individuals and is with Obama, no question.
[01:55:25.821 --> 01:55:28.683]  That's how they're operating these, you know, strange strategies.
[01:55:28.703 --> 01:55:30.064]  There's an internal battle, folks.
[01:55:30.124 --> 01:55:30.845]  I appreciate your call.
[01:55:30.865 --> 01:55:32.046]  I hope that answers your question, George.
[01:55:32.086 --> 01:55:33.267]  And does it answer it?
[01:55:34.244 --> 01:55:35.705]  Yeah, I just have one other quick comment.
[01:55:35.745 --> 01:55:41.589]  I've started seeing lately on social media people saying stuff like it's time to send the Marines to Washington and that sort of thing.
[01:55:41.629 --> 01:55:48.214]  Do you ever expect that maybe the troops would get so mad at the government that it would make them... Sure, sure.
[01:55:48.294 --> 01:55:50.615]  But historically, that usually goes bad.
[01:55:51.656 --> 01:55:57.400]  We just need to restore the republic, get back to common sense, balance our budget, not destabilize the country.
[01:55:57.440 --> 01:55:59.001]  The foreign banks want to wreck the country.
[01:55:59.642 --> 01:56:02.244]  Our country's so wealthy, so powerful, still has goodwill.
[01:56:02.524 --> 01:56:08.188]  If we say we're sorry that we've pulled up and start going the right direction, the world will have a huge sigh of relief.
[01:56:08.708 --> 01:56:15.914]  We have a bunch of foreign banks using us as their bully to dominate the world, making corrupt countries like Russia and China look like good guys.
[01:56:16.894 --> 01:56:17.915]  They're not good guys either.
[01:56:18.275 --> 01:56:24.639]  It's that we're run by just absolute crazy scum that has a score to settle with everybody.
[01:56:24.899 --> 01:56:26.740]  The elite want to break this country.
[01:56:26.780 --> 01:56:28.021]  They hate the American people.
[01:56:28.461 --> 01:56:31.563]  They hate the Russians because they're sovereign.
[01:56:31.643 --> 01:56:33.163]  They hate Syria because they're sovereign.
[01:56:34.204 --> 01:56:35.545]  Think how much they hate us.
[01:56:35.665 --> 01:56:36.405]  Thank you so much.
[01:56:37.006 --> 01:56:37.966]  Thank you so much, George.
[01:56:38.867 --> 01:56:39.987]  My off in New York.
[01:56:40.027 --> 01:56:40.648]  Got to move quick.
[01:56:40.688 --> 01:56:40.988]  Go ahead.
[01:56:42.063 --> 01:56:44.704]  Yes, Alex, it's actually my ad.
[01:56:44.884 --> 01:56:46.425]  It's M-A-H-E.
[01:56:46.625 --> 01:56:47.425]  It's okay, go ahead.
[01:56:47.705 --> 01:56:48.006]  Sorry.
[01:56:48.346 --> 01:56:53.648]  Yes, on ISIL and ISIS, there are obvious aspects.
[01:56:54.335 --> 01:56:59.758]  That, uh, this was created by the Mossad and CIA and those type forces.
[01:56:59.798 --> 01:57:02.200]  They don't attack any Israeli targets.
[01:57:02.640 --> 01:57:05.322]  They weren't hit when they left Syria into Jordan.
[01:57:05.722 --> 01:57:12.666]  They have new equipment with keys and manuals attached and Toyota trucks that aren't exported.
[01:57:12.726 --> 01:57:13.887]  That are from the U.S.?
[01:57:13.947 --> 01:57:14.867]  Ma'am, you're at, listen.
[01:57:15.167 --> 01:57:19.110]  Wesley Clark just came out and said that our allies quote funded them.
[01:57:19.150 --> 01:57:20.030]  Well, it's on record.
[01:57:20.070 --> 01:57:20.831]  We funded them too.
[01:57:21.031 --> 01:57:21.931]  Everybody's involved.
[01:57:21.971 --> 01:57:22.592]  You're absolutely right.
[01:57:24.284 --> 01:57:26.386]  Can you hold me over into overdrive?
[01:57:26.426 --> 01:57:28.328]  Well, ma'am, we can't do overdrive on Sunday.
[01:57:29.089 --> 01:57:29.930]  Call me back tomorrow.
[01:57:29.950 --> 01:57:30.550]  In fact, I'm out of time.
[01:57:30.830 --> 01:57:31.671]  Anthony, final word.
[01:57:31.972 --> 01:57:33.253]  We're taking down Monsanto.
[01:57:33.273 --> 01:57:34.414]  We're taking down McDonald's.
[01:57:34.434 --> 01:57:35.695]  We can ultimately change the system.
[01:57:35.735 --> 01:57:37.537]  It sounds like every caller and everyone wants that.
[01:57:37.577 --> 01:57:38.498]  They want to change the system.
[01:57:38.518 --> 01:57:38.818]  Sure, sure.
[01:57:38.998 --> 01:57:42.362]  And we say America, NATO, Israel, Turkey are behind ISIS.
[01:57:42.422 --> 01:57:42.782]  No, they're not.
[01:57:43.142 --> 01:57:46.386]  Criminal elements are allowing these groups to do this.
[01:57:47.443 --> 01:57:49.964]  Most people in Israel and Turkey don't like funding ISIS.
[01:57:50.765 --> 01:57:51.065]  Okay?
[01:57:51.225 --> 01:57:52.245]  So that's the issue.
[01:57:52.686 --> 01:57:53.486]  God bless you all.
[01:57:53.526 --> 01:57:54.186]  Great job, crew.
[01:57:54.226 --> 01:57:55.167]  Back tomorrow, 11 a.m.
[01:57:55.207 --> 01:57:55.587]  Central.
[01:57:55.887 --> 01:57:57.548]  Lord willing, with the weekday broadcast.
[01:58:00.037 --> 01:58:03.898]  The average person's life is filled with unexpected challenges.
[01:58:04.638 --> 01:58:10.900]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:58:11.020 --> 01:58:20.043]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:58:20.423 --> 01:58:25.245]  Supercharge and conquer your world at Infowarslife.com or call 1-888-253-3139.
[01:58:30.049 --> 01:58:33.551]  The government's Department of Homeland Security is buying up loads of ammo.
[01:58:33.691 --> 01:58:37.674]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:58:37.974 --> 01:58:39.435]  Can you put two and two together?
[01:58:39.755 --> 01:58:47.360]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:58:47.620 --> 01:58:48.461]  But for how long?
[01:58:48.761 --> 01:58:55.025]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:58:55.405 --> 01:58:58.227]  Infidel Body Armor just won't quit.
[01:58:59.659 --> 01:59:06.622]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:59:06.862 --> 01:59:16.266]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:59:16.486 --> 01:59:24.510]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[01:59:24.750 --> 01:59:34.213]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[01:59:34.393 --> 01:59:41.216]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:59:41.516 --> 01:59:46.481]  Now more than ever it's important to stock up on high quality Silver Bullet from Infowarslife.com.
[01:59:46.761 --> 01:59:49.523]  No survival chest is complete without Silver Bullet.
[01:59:49.824 --> 01:59:54.108]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[01:59:54.288 --> 01:59:54.648]  Silver Bullet.
[01:59:54.668 --> 01:59:56.710]  You're listening to the Alex Jones Show.
