[00:00:00.009 --> 00:00:02.892]  Infowarslife.com or call 888-253-3139.
[01:08:34.402 --> 01:08:41.690]  And right now, what we're gonna do, is I'm gonna break down the facade of the mainstream media system, right here and right now.
[01:08:42.932 --> 01:08:52.219]  And what I'm going to show you is North Korea's mysterious fake town and how that exactly relates to the current media system in the United States.
[01:08:53.520 --> 01:09:05.929]  For those who are unaware, on the DMZ, the Demilitarized Zone in South Korea and North Korea, where there is a meeting of about a mile wide between the two countries, there's a lot of insanity that goes on.
[01:09:06.529 --> 01:09:10.152]  North Korea has an entire fake town set up.
[01:09:10.793 --> 01:09:12.034]  They call it Propaganda Town.
[01:09:12.774 --> 01:09:14.135]  New York Post has an article on it.
[01:09:14.355 --> 01:09:17.016]  It's called, The Mysterious Fake Town on North Korea's Border.
[01:09:17.376 --> 01:09:21.878]  It reads, From the outside, the North Korea village of Kijong-dong looks like any other town.
[01:09:21.978 --> 01:09:24.520]  Brightly painted houses, schools, daycares, and even a hospital.
[01:09:24.760 --> 01:09:27.041]  But on closer inspection, it's not all it seems.
[01:09:28.814 --> 01:09:39.443]  So as sitting in the heavily guarded DMZ that separates North and South Korea, Gijang-dong is widely referred to as the propaganda village and is believed to be a decoy for lowering South Korean defectors.
[01:09:40.164 --> 01:09:43.947]  They just spam constant propaganda in this facade.
[01:09:44.348 --> 01:09:53.896]  They say the two and a half mile wide DMZ that was set up in 1953 as an armistice to end the Korean War, the town claims to have 200 residents and boasts an image of economic success.
[01:09:53.936 --> 01:09:54.697]  That's the key right there.
[01:09:55.885 --> 01:09:58.847]  This town, obviously, is completely fake.
[01:09:59.447 --> 01:10:06.131]  It is set up to act like North Korea has an amazing economy and they have plenty of food and everything is amazing.
[01:10:06.351 --> 01:10:08.732]  The economy is going to be just fine.
[01:10:09.212 --> 01:10:17.617]  In fact, do you know what the North Koreans who would potentially say that Kim Jong-un is not their god and that the economy is totally in ruins would be called?
[01:10:17.957 --> 01:10:20.398]  They would be called conspiracy theorists.
[01:10:21.079 --> 01:10:22.740]  And they would be killed in North Korea.
[01:10:23.840 --> 01:10:26.403]  In the United States, we are living in a facade.
[01:10:26.923 --> 01:10:33.370]  We are living in a world in which we are told by the media what to think and what to believe, as many of you know.
[01:10:34.231 --> 01:10:42.419]  This facade in North Korea is so similar to the United States in the sense that if you were to question the reality that is given to you, of course you would be attacked.
[01:10:43.260 --> 01:10:45.602]  You'll be laughed at, you'll be attacked, and you'll be criticized.
[01:10:46.303 --> 01:10:51.185]  The reality is, though, that we can escape this facade system and we can know what is really going on.
[01:10:51.765 --> 01:11:00.309]  And that's why we here, on the Alex Jones Show, and what Alex does every single day, is cover this news over and over and over again.
[01:11:00.529 --> 01:11:02.590]  That's why you have the Dow playing a yo-yo system.
[01:11:02.970 --> 01:11:07.271]  There's so much deception going on behind the scenes, it's just like this North Korea facade.
[01:11:07.511 --> 01:11:19.753]  And this, this informational outpost on the DMZ, which is the Alex Jones Show and Infowars.com, acts as kind of a tower behind enemy lines to kind of sniff out what's going on.
[01:11:20.534 --> 01:11:32.156]  If you think about it for a minute, and you realize, and what I'm tying this into, that the media acts as this mysterious town to act as if it's huge, act as if it's big, act as if it's the only voice out there.
[01:11:32.836 --> 01:11:45.300]  But the truth of the matter is, I would estimate about 70% after speaking to the experts of people, obviously this listening audience, but in people of the United States are fed up with it and they are not buying the lie anymore.
[01:11:46.021 --> 01:11:51.763]  What that means is the mainstream media system, like this mysterious fake town in North Korea, is just in shambles.
[01:11:51.923 --> 01:11:53.323]  It is nothing more than a facade.
[01:11:53.603 --> 01:11:59.205]  And we are crashing through it with a massive informational sledgehammer, just plowing through it over and over and over again.
[01:11:59.225 --> 01:12:00.746]  And that, I believe,
[01:12:01.949 --> 01:12:16.573]  Is the core issue with all this insanity going on, that the media is making you believe and making you think that white people are evil, kill all the whites, that the black lives matter, it's chaos in the streets, it's insanity, that's the only issue!
[01:12:16.773 --> 01:12:18.453]  The immigration issue is the only issue!
[01:12:18.773 --> 01:12:21.154]  Trump is bad because he wants to deport illegal immigrants.
[01:12:21.534 --> 01:12:23.995]  All of this stuff is manufactured reality.
[01:12:24.235 --> 01:12:29.316]  And I want to get on that, get on those subjects right now, on the immigration issue.
[01:12:30.316 --> 01:12:36.681]  Because as this article talks about, it is now a billion plus dollar industry in the smuggling realm.
[01:12:37.322 --> 01:12:42.186]  Smuggling in immigrants is a billion plus dollar industry.
[01:12:42.206 --> 01:12:44.108]  They're making billions and billions of dollars.
[01:12:44.128 --> 01:12:46.270]  And then we have Jorge Ramos.
[01:12:47.452 --> 01:12:48.973]  This is from the Los Angeles Times.
[01:12:49.293 --> 01:12:54.236]  Jorge Ramos is on the defensive over his role as journalist and immigration immigrant advocate.
[01:12:54.796 --> 01:13:05.983]  After a testy encounter with Donald Trump at a press conference last week, Univision anchor Jorge Ramos has found himself on the defensive, trying to explain how his self-proclaimed position as an advocate for immigration reform does not undercut his role as a journalist.
[01:13:06.003 --> 01:13:07.544]  And he's saying, I'm a journalist.
[01:13:07.664 --> 01:13:10.686]  I have no actual activism in this immigration.
[01:13:10.706 --> 01:13:13.428]  It was all just me trying to be a true journalist and talk to Trump.
[01:13:14.420 --> 01:13:32.124]  And it's just, they act as if you are some type of Satan worshipper for not wanting illegal immigrants in the United States, while also saying we love Hispanic people that come here legally, we love everyone from Mexico that actually goes through and does the test and does all that information.
[01:13:32.144 --> 01:13:42.647]  I mean, I was speaking to someone from Germany the other day, and they came here legally, and they went through all the processes, and they had said to me, what upsets me, and this guy was like literally cheering up, and this happens often,
[01:13:42.987 --> 01:13:45.149]  What upsets me is those that ruin it for everyone else.
[01:13:45.169 --> 01:13:47.070]  And I said, what do you mean by that?
[01:13:47.090 --> 01:13:52.794]  And he said, it upsets me having to go through all this process to come here legally and bring my family here.
[01:13:52.854 --> 01:13:53.434]  He's married now.
[01:13:54.415 --> 01:13:57.857]  Is to have these illegals running over the border.
[01:13:57.877 --> 01:14:01.840]  I mean, making everyone else look bad, making real, true immigrants look bad.
[01:14:01.860 --> 01:14:05.022]  I mean, my family has only been here for a couple generations.
[01:14:05.383 --> 01:14:06.363]  We came from Italy.
[01:14:06.764 --> 01:14:08.085]  We're all horrible, evil people, right?
[01:14:08.325 --> 01:14:09.386]  But no, we came here legally.
[01:14:10.322 --> 01:14:12.763]  And have actually helped input and generate economy.
[01:14:13.523 --> 01:14:19.425]  But at the same time, there's hundreds, thousands I guess, of illegal immigrants crossing borders.
[01:14:20.045 --> 01:14:24.566]  And what's in other nations in Europe right now, as we speak, Paul Watson's investigating it.
[01:14:24.907 --> 01:14:28.968]  And they are just telling them, you better bring them water and give me your house or you're a bad person.
[01:14:29.861 --> 01:14:31.542]  That's how this ties into the media facade.
[01:14:32.002 --> 01:14:34.003]  I don't think that people are buying it.
[01:14:34.363 --> 01:14:46.330]  And I also want to talk about a video that we're going to play here of this 911 call, or a dispatch report, and talk about the insanity in the media and what it results in.
[01:14:46.590 --> 01:14:48.031]  The byproduct of this insanity.
[01:14:48.411 --> 01:14:49.432]  Is cops being killed?
[01:14:50.692 --> 01:14:54.815]  Is Black Lives Matter protesters blocking highways for no reason?
[01:14:55.874 --> 01:14:58.776]  Is shooting and killing white people because they're white.
[01:14:59.337 --> 01:15:02.479]  Is attenuating the fact that black lives matter and not all lives matter.
[01:15:02.859 --> 01:15:10.324]  I want to play this video and really see what happens when the media gets all fired up about these race issues.
[01:15:10.564 --> 01:15:13.907]  That we should all be celebrating our own lives and humanity as a whole.
[01:15:14.167 --> 01:15:17.429]  But when they get all fired up about these race issues, here's the type of thing that happens.
[01:15:17.529 --> 01:15:18.210]  Let's play this video.
[01:15:20.287 --> 01:15:28.070]  Looks like the male that called it in assaulted his wife and child, so possibly two patients.
[01:15:29.591 --> 01:15:34.413]  And he is also threatening suicide, so possibly three patients.
[01:15:35.353 --> 01:15:36.774]  They are talking to the subject now.
[01:15:36.854 --> 01:15:43.597]  He's outside talking to them, and he has a knife in his hand.
[01:15:44.637 --> 01:15:47.598]  So Mark, it sounds like this all started as a domestic call, right?
[01:15:47.618 --> 01:15:48.759]  What more do we know about Flores?
[01:15:50.976 --> 01:15:52.476]  Right, well it began as a domestic call.
[01:15:53.177 --> 01:15:56.617]  Deputies were dispatched to the scene around 11.30 a.m.
[01:15:57.038 --> 01:15:57.658]  on Friday.
[01:15:57.758 --> 01:16:07.940]  Now they arrived and found a woman with a gash in her head holding a baby who may have also been injured and reports indicate that Flores was outside and was armed with a knife at the time.
[01:16:09.441 --> 01:16:18.063]  Apparently there was a lengthy confrontation prior to the actual shooting that is not seen in the video that was played by our local TV.
[01:16:19.283 --> 01:16:25.007]  But exactly what happened in the time leading up to shots being fired is still unclear at this point.
[01:16:25.067 --> 01:16:26.128]  Right, and that's what Michael's...
[01:16:27.455 --> 01:16:30.997]  Right, and it says right there, suspect threatened suicide by cop.
[01:16:31.298 --> 01:16:39.063]  There is this insane narrative of pinning up against each other, the police, and obviously anyone, pretty much, in the world right now.
[01:16:39.223 --> 01:16:47.208]  There's so much hatred towards the cops, and on the flip side, there's so much hatred from the cops and cop supporters against protesters or activists or whatever you want to call them.
[01:16:47.248 --> 01:16:50.610]  I think, really, people that kill anyone are just savages, period.
[01:16:50.630 --> 01:16:53.212]  Whether they're a cop or a citizen, it does not really matter.
[01:16:53.532 --> 01:16:55.974]  But all this does is pin people up against each other.
[01:16:56.434 --> 01:17:00.427]  And then we have the issue of transgendered students.
[01:17:01.465 --> 01:17:03.526]  That also ties into this media facade.
[01:17:04.107 --> 01:17:07.049]  The media loves to talk about transgendered issues.
[01:17:07.549 --> 01:17:15.835]  They don't love to talk about the economy and jobs collapsing all over the place, and the Dow playing a yo-yo because it's completely manipulated.
[01:17:16.215 --> 01:17:21.458]  Watch as the Dow crashes and silver goes down at the same time, which historically makes no sense, and gold goes down.
[01:17:21.779 --> 01:17:31.205]  It's completely manipulated, completely corrupt, and you have people making billions and billions of dollars every time it goes down, every time it goes up, because they know how to play the system, and we're all getting screwed.
[01:17:32.006 --> 01:17:36.671]  But, the media loves to talk about bathroom access for transgender teen kids.
[01:17:37.231 --> 01:17:38.693]  I mean, hey, that's key, guys.
[01:17:38.853 --> 01:17:40.174]  Let's not talk about anything else.
[01:17:40.615 --> 01:17:44.499]  Let's not even talk about the illegal immigration issues, which are being blown up and made insane.
[01:17:44.779 --> 01:17:45.961]  Let's not talk about anything.
[01:17:46.421 --> 01:17:47.983]  Transgendered bathrooms.
[01:17:48.624 --> 01:17:49.485]  Oh my God.
[01:17:50.085 --> 01:17:50.285]  Right?
[01:17:50.866 --> 01:17:51.847]  So I'm going to play for you.
[01:17:52.884 --> 01:17:57.327]  A video about Missouri teenagers protesting a transgender student's use of the girls' bathroom.
