[00:00:01.749 --> 00:00:02.911]  Well, it is surreal.
[01:31:59.118 --> 01:32:07.861]  All of my documentary films, scores of e-books, and other exclusive documentaries are available for streaming or download in HD at PrisonPlanet.tv.
[01:32:08.081 --> 01:32:18.805]  You don't just get six months free when you sign up from Christmas through New Year's, you also get to share that membership with up to 20 people simultaneously using your username.
[01:32:19.065 --> 01:32:26.467]  You can also sign up for a trial month and only pay $5.95, and then 20 of you and your friends and family can watch PrisonPlanet.tv.
[01:32:26.647 --> 01:32:28.708]  Get 20 memberships at half price.
[01:32:28.888 --> 01:32:30.689]  Be the Paul Revere in your community.
[01:32:30.829 --> 01:32:34.370]  That's 6 months free when you sign up for a year at PrisonPlanet.tv.
[01:32:50.013 --> 01:32:56.054]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:33:02.512 --> 01:33:04.773]  Let's hear Congressman Coon one more time.
[01:33:04.793 --> 01:33:06.675]  We played this yesterday, but it's such a big deal.
[01:33:07.175 --> 01:33:17.801]  It's so ridiculous, it's so evil, that I thought we'd play it one more time, because I don't want to just talk about it in the last segment and then not actually play it, if you're a new listener or somebody that missed the show yesterday.
[01:33:18.142 --> 01:33:28.448]  They are all over TV, by the way, promoting a new national tax, on top of all the other taxes, to quote, fight ISIS, when the criminals that run our government
[01:33:29.491 --> 01:33:31.752]  are on record creating the whole thing.
[01:33:32.553 --> 01:33:37.436]  And our own Pentagon has had four generals come out and say they were ordered to, and that it was wrong.
[01:33:39.637 --> 01:33:40.818]  And the media has tried to spin it.
[01:33:40.898 --> 01:33:46.921]  We just keep hammering this point because this is one of the stories, one of the levers that could bring these people down.
[01:33:46.941 --> 01:33:48.402]  Let me show you the article.
[01:33:48.462 --> 01:33:49.383]  It's on Infowars.com.
[01:33:51.462 --> 01:33:55.767]  We'll put it back on screen where the congressman has come out and done this.
[01:33:56.628 --> 01:33:59.311]  Senator Chris Coons, Democrat from Delaware.
[01:34:00.192 --> 01:34:02.334]  And this is what the establishment is pushing.
[01:34:02.715 --> 01:34:04.297]  This is what is being put out.
[01:34:04.497 --> 01:34:05.098]  Let's go to the clip.
[01:34:06.735 --> 01:34:16.000]  President Obama sent us an AUMF, that's Washington Speak, for a request for a declaration of war against ISIS, all the way back in February.
[01:34:16.520 --> 01:34:19.121]  And we have not taken it up, debated it, and passed it.
[01:34:19.542 --> 01:34:23.664]  And we owe that to our veterans and to those serving in the conflict against ISIS.
[01:34:24.004 --> 01:34:27.466]  But we also need to stand up and say, how are we going to pay for it?
[01:34:28.006 --> 01:34:33.369]  All the previous wars, as you referenced, before Iraq and Afghanistan, had a dedicated war surtax.
[01:34:33.829 --> 01:34:43.833]  And I think that's one way we could fairly pay for it with a small surtax that exempted active duty military families and veterans, but there's other ways we could pay for it.
[01:34:43.893 --> 01:34:47.195]  We just can't keep going without even discussing it.
[01:34:47.415 --> 01:34:53.918]  Senator, the surtax idea makes sense logically, but then you run into a small, and this is just to play devil's advocate, you run into a small problem which is
[01:34:54.378 --> 01:34:57.600]  It's really, really difficult to actually budget for wars.
[01:34:57.640 --> 01:35:05.203]  For instance, the initial projections for the cost of the Iraq war, I believe, were 50 to 60 billion dollars, and it being well over a trillion dollars.
[01:35:05.524 --> 01:35:07.665]  So what happens when that surtax isn't enough?
[01:35:07.885 --> 01:35:10.286]  What happens when you have to go back to the well?
[01:35:11.829 --> 01:35:18.453]  Well, you literally can adjust the amount of the surtax annually in order to meet the needs of that specific conflict.
[01:35:19.353 --> 01:35:21.855]  It, frankly, will make members of Congress hesitate.
[01:35:22.395 --> 01:35:24.056]  There's a whole lot... Alright, let's stop right there.
[01:35:24.916 --> 01:35:27.798]  And again, I asked this question back four years ago when Benghazi happened.
[01:35:27.838 --> 01:35:33.261]  I said, when they turn al-Qaeda loose all over the world, overthrow Libya, you name it, Syria, Egypt, Iraq...
[01:35:34.653 --> 01:35:38.216]  Do they think we're so dumb then when they let them into the West and they attack us?
[01:35:38.276 --> 01:35:39.918]  This is a real giant Al-Qaeda army.
[01:35:40.398 --> 01:35:42.540]  Al-Qaeda before was like three to five thousand people.
[01:35:43.801 --> 01:35:45.122]  Riddled with Western intelligence.
[01:35:45.583 --> 01:35:46.323]  A wind-up toy.
[01:35:46.404 --> 01:35:51.108]  Now they went out and recruited giant real armies of psychos and scum and crazies.
[01:35:52.608 --> 01:35:53.909]  And they let them fly back and forth.
[01:35:53.929 --> 01:35:55.109]  They let them have training bases.
[01:35:55.149 --> 01:35:56.309]  They let them get taxpayer money.
[01:35:56.990 --> 01:36:00.291]  Because when they come here and attack stuff, folks, they're going to take our guns.
[01:36:01.171 --> 01:36:02.712]  They're going to take veterans' guns.
[01:36:02.752 --> 01:36:05.713]  They're going to come after our money.
[01:36:05.773 --> 01:36:07.574]  They're going to put naked body scanners in.
[01:36:07.614 --> 01:36:11.976]  They're going to militarize the country and point it at the Patriots for the takeover.
[01:36:11.996 --> 01:36:16.077]  And they keep saying, our number one threat is not radical Islam.
[01:36:16.157 --> 01:36:18.618]  These attacks in San Bernardino are not radical Islam.
[01:36:19.038 --> 01:36:20.019]  It is the Patriots.
[01:36:21.072 --> 01:36:21.612]  The veteran.
[01:36:22.332 --> 01:36:23.192]  The returning veteran.
[01:36:23.552 --> 01:36:24.113]  The Christian.
[01:36:24.353 --> 01:36:25.013]  The conservative.
[01:36:25.193 --> 01:36:25.893]  The libertarian.
[01:36:26.153 --> 01:36:26.713]  The patriot.
[01:36:28.953 --> 01:36:31.414]  There are articles every week claiming I'm calling for violence.
[01:36:32.254 --> 01:36:36.175]  There are articles constantly claiming I want people to attack the government.
[01:36:36.675 --> 01:36:38.055]  That I want cops dead.
[01:36:38.895 --> 01:36:41.175]  The exact opposite of what I've said for 20 years.
[01:36:43.676 --> 01:36:44.696]  And why do you think that is?
[01:36:44.756 --> 01:36:46.136]  Because they're priming the pump.
[01:36:46.996 --> 01:36:49.757]  Remember that Democrat memo that Fox News even covered three years ago?
[01:36:51.294 --> 01:36:54.535]  Where they said, don't worry, Obama's not going to be in political trouble for re-election.
[01:36:54.835 --> 01:36:56.555]  And in the future, Democrats are going to take over.
[01:36:56.876 --> 01:36:57.436]  Don't worry.
[01:36:58.176 --> 01:37:00.376]  Because there's going to be terror attacks in America.
[01:37:01.617 --> 01:37:04.478]  And the conservatives and libertarians are going to get in big trouble for them.
[01:37:06.938 --> 01:37:10.139]  High-level, billionaire, millionaire, Democrat donors.
[01:37:10.159 --> 01:37:11.539]  I ought to find that newscast.
[01:37:11.559 --> 01:37:12.380]  Glenn Beck talked about it.
[01:37:14.200 --> 01:37:18.321]  And it said in the memos, blame people like Glenn Beck.
[01:37:19.542 --> 01:37:20.642]  I'm not an enemy of Glenn Beck.
[01:37:22.423 --> 01:37:24.944]  I want Glenn Beck to succeed and to be a good guy.
[01:37:26.484 --> 01:37:30.166]  It's good to have other people talking about the New World Order and pro-Second Amendment and family.
[01:37:31.146 --> 01:37:36.708]  I just don't like the fact that he's said so many things about me over the years that aren't true and misrepresented.
[01:37:36.728 --> 01:37:40.709]  I remember for months he'd say, I'm going to expose there's no FEMA camps.
[01:37:42.490 --> 01:37:43.510]  Or we'll see if there are real.
[01:37:43.530 --> 01:37:44.370]  We'll have the big announcement.
[01:37:44.610 --> 01:37:46.071]  He kept making jokes about it and I said,
[01:37:47.998 --> 01:37:49.619]  I waited until the day it was going to air.
[01:37:49.659 --> 01:37:50.100]  The day before.
[01:37:50.140 --> 01:37:51.641]  I didn't want them to just tailor it to what I said.
[01:37:51.681 --> 01:37:52.321]  I knew it.
[01:37:52.341 --> 01:38:02.208]  And I said, they're going to go show hoax videos of railway stations and stuff in Illinois and other places that I've seen for, you know, a decade with tens of millions of views on YouTube.
[01:38:02.228 --> 01:38:05.531]  If I'd seen them before YouTube, I'd be sitting at the VHS.
[01:38:05.791 --> 01:38:07.432]  Why don't you cover this FEMA camp?
[01:38:08.673 --> 01:38:09.614]  And I'd say, we've been there.
[01:38:09.654 --> 01:38:10.454]  It's a railway station.
[01:38:10.474 --> 01:38:11.055]  It's not a FEMA camp.
[01:38:12.095 --> 01:38:15.158]  And then he came on and said, Alex Jones believes that this is a FEMA camp.
[01:38:15.198 --> 01:38:15.498]  It's not.
[01:38:16.298 --> 01:38:17.059]  See, it's a straw man.
[01:38:20.063 --> 01:38:21.684]  Just like Donald Trump hates all Mexicans.
[01:38:21.784 --> 01:38:24.566]  No, Donald Trump said, we've got to screen people coming in.
[01:38:24.606 --> 01:38:25.967]  We can't offer everything free.
[01:38:26.507 --> 01:38:27.768]  We're collapsing as a nation.
[01:38:27.808 --> 01:38:28.468]  We can't do this.
[01:38:28.528 --> 01:38:29.689]  That's what Donald Trump really said.
[01:38:31.130 --> 01:38:33.691]  And the reason I talk about myself is to defend the idea.
[01:38:33.811 --> 01:38:35.232]  What we cover is under attack.
[01:38:35.312 --> 01:38:36.793]  The truth we tell is under attack.
[01:38:37.153 --> 01:38:39.355]  And the way they attack truth is they don't attack the truth.
[01:38:39.615 --> 01:38:43.717]  They build a straw man, a facsimile.
[01:38:46.879 --> 01:38:47.780]  And they go after that.
[01:38:53.476 --> 01:38:54.357]  And that's what they're doing today.
[01:38:55.117 --> 01:38:58.260]  I want to go to these articles now that we haven't detailed yet.
[01:39:00.141 --> 01:39:00.942]  But it is a big deal.
[01:39:00.962 --> 01:39:04.025]  Steve Watson wrote the story, Iraqi commander claims that U.S.
[01:39:04.065 --> 01:39:06.446]  secretly evacuated ISIS leaders to safety.
[01:39:06.707 --> 01:39:11.230]  And then I show you NBC where they were ordered to do that on record in 2001.
[01:39:11.631 --> 01:39:14.173]  It's called the airlift of evil.
[01:39:14.973 --> 01:39:21.298]  This is our government moving the fighters leadership around to then have real wars with our troops and others.
[01:39:21.739 --> 01:39:22.840]  You're like, well, how's that work?
[01:39:23.965 --> 01:39:49.830]  If you're a global government, and you're playing countries off against each other, and you own defense complexes in the UK, France, Germany, Russia, Japan, China, you want to sell weapons, you want to have destabilization, you go fund radical Islam, it scoops up a bunch of poor people, brainwashes them, for 50 years the State Department on record, look at the Washington Post,
[01:39:50.794 --> 01:40:09.014]  I forget the exact headline, it was like, State Department Funds Radical Madrasas Worldwide, and the article admitted for, you know, 40-something years they've done it, now it's 50-something, and it showed that the millions of books shipped to Pakistan and other areas, millions, that show two hand grenades plus two hand grenades equals four hand grenades.
[01:40:10.575 --> 01:40:15.922]  And 3 AK-47s plus 7 AK-47s equals 10 AK-47s.
[01:40:16.883 --> 01:40:23.711]  And then 3 AK-47 clips plus 9 AK-47 clips makes 12 AK-47 clips.
[01:40:23.771 --> 01:40:26.815]  I mean, this is their whole... And our government funds it!
[01:40:27.856 --> 01:40:30.039]  So we can now mow them down and kill them all.
[01:40:32.827 --> 01:40:36.708]  There it is, Islamists as Terrorism Experts, State Department Funding, Madrasas in Nigeria.
[01:40:36.728 --> 01:40:38.848]  That's a new article out of Breitbart last year.
