[00:00:00.392 --> 00:00:01.220]  Let's show.
[01:12:31.978 --> 01:12:34.099]  So I want to get into that with him until about 40 after.
[01:12:34.119 --> 01:12:38.983]  Then I'm going to give the number out and take your calls on the shooting and give you the latest on that front.
[01:12:40.814 --> 01:12:46.718]  But Peter Schiff is with Europac.com, and he manages billions successfully.
[01:12:47.178 --> 01:12:53.323]  He also hosts the Peter Schiff Show as a frequent guest on Fox, CNN, MSNBC, you name it, and this transmission.
[01:12:53.683 --> 01:12:54.664]  And he ran for the Senate in 2010.
[01:12:54.844 --> 01:13:00.508]  He was Ron Paul's chief presidential advisor on economics in his first campaign as well.
[01:13:02.094 --> 01:13:08.680]  And he's a proponent of the Austrian School of Economics, which I would just call the theory of economic reality.
[01:13:08.720 --> 01:13:10.542]  It's prima facie, or on its face.
[01:13:10.982 --> 01:13:14.486]  Peter, I know you don't really get into politics a lot, but you're a smart guy.
[01:13:14.626 --> 01:13:15.727]  I want your take.
[01:13:17.385 --> 01:13:44.161]  On, we can't say we're boys and girls, we're purple penguins, I'm not kidding, in public schools, because it's hurtful to be a boy or a girl for somebody that doesn't know what they are, and we're going to ban the Confederate flag and blow up Mount Rushmore and, you know, all this political correctness, but no one can criticize radical Islamists that have now had multiple attacks inside the U.S., attacked, blew up a ship yesterday in the Mediterranean, are just running wild, and Obama puts out a bizarre congratulation
[01:13:44.821 --> 01:13:48.043]  Before he even says anything about the dead Marines, what is going on here in your view?
[01:13:48.724 --> 01:13:51.206]  Well, you know, it's all about political correctness.
[01:13:51.306 --> 01:13:53.307]  It's about form over substance.
[01:13:53.387 --> 01:13:56.870]  I mean, we don't want to address the real issues or the real problems.
[01:13:57.470 --> 01:14:04.035]  So we want to talk in soundbites about things that, you know, make us feel good about ourselves or, you know, tug at the heartstrings.
[01:14:04.655 --> 01:14:09.899]  And so I think there's a political agenda here at work that's a lot stronger than we
[01:14:10.339 --> 01:14:14.942]  The need for national security or anything that would actually help the U.S.
[01:14:15.002 --> 01:14:15.962]  economy in the long run.
[01:14:16.022 --> 01:14:19.204]  It's more about making us feel good in the short run.
[01:14:19.284 --> 01:14:20.705]  We can pretend everything is okay.
[01:14:21.445 --> 01:14:23.986]  Now I know you're down in Puerto Rico right now investigating.
[01:14:24.026 --> 01:14:26.168]  They're saying it's the next shoe to drop.
[01:14:26.188 --> 01:14:27.108]  Do you agree with that?
[01:14:27.228 --> 01:14:31.390]  And what's your take since we talked two weeks ago about what's happened since?
[01:14:31.670 --> 01:14:34.612]  You were, China's degenerating, things are getting worse.
[01:14:34.652 --> 01:14:35.673]  That's what you were predicting.
[01:14:36.073 --> 01:14:36.933]  Others were predicting.
[01:14:37.193 --> 01:14:37.894]  What do you see happening?
[01:14:38.527 --> 01:14:40.068]  I don't know if it's a shoot and drop.
[01:14:40.148 --> 01:14:45.310]  I think it's a problem and I think it's a look into our future because Puerto Rico has borrowed a lot of money.
[01:14:45.590 --> 01:14:51.713]  We've encouraged that by enticing all the debt, by making it triple tax-free in the United States.
[01:14:51.753 --> 01:14:56.336]  You know, we made it tax-free to invest in the government, but not in the private sector.
[01:14:56.636 --> 01:15:03.039]  So what we did with Puerto Rico is we helped them grow the government, not the private sector, and that's to the detriment of Puerto Rico.
[01:15:03.399 --> 01:15:06.841]  Meanwhile, we enticed all their residents onto the welfare rolls.
[01:15:07.162 --> 01:15:14.266]  We made it very difficult for people to get jobs by subjecting them to a minimum wage that is effectively double what it is in the US mainland.
[01:15:14.286 --> 01:15:16.147]  So we wiped out entry-level jobs.
[01:15:16.588 --> 01:15:17.889]  Only 40% of the population is employed.
[01:15:18.649 --> 01:15:18.849]  Wow.
[01:15:36.579 --> 01:15:37.280]  It's crazy.
[01:15:37.360 --> 01:15:39.342]  Where do you see all this going?
[01:15:39.382 --> 01:15:41.403]  What's your take on the China situation?
[01:15:41.884 --> 01:15:47.849]  A lot of predictions about smart people that this winter is going to be hellish on markets, bond markets, you name it.
[01:15:47.909 --> 01:15:49.771]  I mean, give us your analysis of that.
[01:15:50.606 --> 01:15:54.208]  Well, most people are optimistic, I think, on the market, certainly the U.S.
[01:15:54.268 --> 01:15:54.608]  market.
[01:15:54.688 --> 01:15:55.849]  I don't share that.
[01:15:56.069 --> 01:16:01.092]  I don't think the market's going to collapse, though, because I don't think the Federal Reserve will allow it to collapse.
[01:16:01.112 --> 01:16:05.515]  I don't believe that the Federal Reserve is going to raise interest rates like everybody thinks.
[01:16:05.595 --> 01:16:10.698]  In fact, if you look at the testimony of Janet Yellen this week, she testified up on Capitol Hill.
[01:16:11.318 --> 01:16:20.465]  All the headlines were about how she's about to raise rates, how she reaffirms that the Fed's going to raise rates this year, that helped the dollar, that sent gold to a new low for the year.
[01:16:20.886 --> 01:16:24.709]  But if you actually look at what she said, she didn't say she was going to raise rates.
[01:16:25.089 --> 01:16:32.815]  All she said was that if the economy evolves the way they expect, which is a big if, because it never evolves the way they expect.
[01:16:32.835 --> 01:16:34.076]  They've been saying that for two years.
[01:16:34.136 --> 01:16:35.377]  If it gets better, they're going to raise them.
[01:16:36.035 --> 01:16:37.556]  Yeah, but they didn't even say they're going to raise them.
[01:16:37.956 --> 01:16:43.719]  All she said is, if the economy evolves as they expect, it may be appropriate to raise rates.
[01:16:43.959 --> 01:16:46.500]  Not that it will be appropriate, but that it might be.
[01:16:46.860 --> 01:16:50.862]  And even if it is appropriate to raise them, that doesn't mean the Fed will raise them.
[01:16:51.142 --> 01:16:54.964]  I mean, the Fed can say, well, it's appropriate, but we're not going to do it, because we don't want to.
[01:16:55.004 --> 01:16:58.625]  I mean, it's been appropriate to raise rates for years, and they haven't done it.
[01:16:58.725 --> 01:17:01.046]  In fact, it wasn't appropriate to lower them to zero.
[01:17:01.307 --> 01:17:02.727]  This is not about propriety.
[01:17:03.027 --> 01:17:04.348]  This is about expedience.
[01:17:04.648 --> 01:17:09.171]  And I think the Fed will keep interest rates at zero regardless of what's appropriate.
[01:17:11.713 --> 01:17:18.177]  Now, I always ask the questions when you come on, but what's on your radar screen economically?
[01:17:18.218 --> 01:17:21.460]  What's Peter Schiff looking at right now, both positive and negative?
[01:17:22.045 --> 01:17:27.590]  Look, I just look in amazement at how many people can be fooled by this gigantic bubble.
[01:17:27.710 --> 01:17:31.494]  And it's almost as if the bigger the bubble, the fewer people can see it.
[01:17:31.994 --> 01:17:37.139]  Because in my mind, this is worse than the bubble that led to the financial crisis of 2008.
[01:17:37.279 --> 01:17:41.984]  It's certainly worse than the bubble that led to this dot-com debacle in 2000-2001.
[01:17:44.306 --> 01:17:45.748]  Yeah, everybody is so sanguine.
[01:17:45.788 --> 01:17:46.649]  Everybody thinks the U.S.
[01:17:46.689 --> 01:17:47.750]  economy is in great shape.
[01:17:48.031 --> 01:17:52.676]  They think Janet Yellen did a great job just like they thought Alan Greenspan did a great job.
[01:17:52.876 --> 01:17:54.358]  He did a disastrous job.
[01:17:54.418 --> 01:17:57.422]  We lived through the 2008 financial crisis.
[01:17:57.662 --> 01:17:59.224]  That was the payback for
[01:17:59.284 --> 01:18:08.229]  Or what the mistakes that Greenspan made except there wasn't payback enough because Ben Bernanke and now Janet Yellen came in to delay the full day of reckoning.
[01:18:08.469 --> 01:18:16.034]  We still haven't really dealt with all the consequences because we've postponed them with more quantitative easing, more 0% interest rates.
[01:18:16.294 --> 01:18:27.540]  But I think the economic crisis that we're heading for, the currency crisis, is going to dwarf as far as the economic pain for average Americans and investors than anything that happened in 2000 and 2008.
[01:18:33.422 --> 01:18:36.471]  Wow, what do you expect the politicians to do when that happens?
[01:18:37.423 --> 01:18:38.464]  Blame capitalism?
[01:18:38.964 --> 01:18:41.246]  Blame a lack of regulation?
[01:18:41.346 --> 01:18:42.567]  Blame the speculators?
[01:18:42.607 --> 01:18:42.987]  Who knows?
[01:18:43.007 --> 01:18:45.509]  They're going to point the finger everywhere but at themselves.
[01:18:45.909 --> 01:18:56.697]  But hopefully, because of talk shows like yours, enough information will get out there that more people will know to blame the government, to blame the bankers and the politicians for these problems.
[01:18:57.057 --> 01:18:58.819]  Because capitalism didn't cause them.
[01:18:58.859 --> 01:19:01.080]  Had we had capitalism, we wouldn't have the problems.
[01:19:01.421 --> 01:19:05.724]  It's government interference with capitalism that is the cause of all these problems.
[01:19:08.476 --> 01:19:10.180]  Now we're going to go to break and come back.
[01:19:10.581 --> 01:19:17.236]  I've got a bunch of economic questions I want to go over with you, but what are some of the other big things on your radar you're going to cover?
[01:19:17.947 --> 01:19:20.367]  Well, look at the economic data that keeps coming out.
[01:19:20.407 --> 01:19:24.928]  Look at personal spending numbers that came out horrible this week.
[01:19:25.228 --> 01:19:32.129]  And again, we keep getting more and more bad economic data, and everybody just glosses over it as if it never even came out.
[01:19:32.169 --> 01:19:35.290]  Or they just dismiss it, and they just assume it's going to get better.
[01:19:35.730 --> 01:19:36.410]  Based on what?
[01:19:36.450 --> 01:19:37.130]  Based on hope?
[01:19:37.390 --> 01:19:40.991]  Just based on Janet Yellen saying she thinks the economy is going to improve?
[01:19:41.011 --> 01:19:42.451]  I mean, who cares what she thinks?
[01:19:42.731 --> 01:19:43.631]  She's never been right.
[01:19:44.011 --> 01:19:47.572]  And even if she thought the economy was going to get worse, that's the last thing she'd do.
[01:19:48.953 --> 01:19:51.696]  But she does look like a cave creature from that movie, The Descent.
[01:19:52.176 --> 01:19:55.159]  So she can get a job in Hollywood.
[01:19:55.199 --> 01:19:55.960]  I'm being sarcastic.
[01:19:55.980 --> 01:20:00.404]  When you come back, I also want to look at Greece and how they voted, but then it didn't matter.
[01:20:00.424 --> 01:20:02.246]  The government went ahead and handed over the resources.
[01:20:03.167 --> 01:20:06.710]  Sure, Greece is insolvent, but what about the big megabanks too?
[01:20:06.770 --> 01:20:08.372]  Aren't they the biggest welfare heads out there?
[01:20:11.317 --> 01:20:12.398]  We've all heard the news stories.
[01:20:12.878 --> 01:20:13.599]  Another shooting.
[01:20:13.999 --> 01:20:15.260]  And they're getting worse.
[01:20:15.700 --> 01:20:18.943]  That's why Infidel Body Armor introduces Infidel Fridays.
[01:20:19.283 --> 01:20:23.946]  Exclusive 24-hour insider deals to save you money and possibly save your life.
[01:20:24.287 --> 01:20:27.409]  Make it a favorite when you log on to InfidelBodyArmor.com.
[01:20:27.589 --> 01:20:33.293]  Then be sure to visit each and every Infidel Friday to get special insider pricing, but for 24 hours only.
[01:20:33.453 --> 01:20:35.154]  That's InfidelBodyArmor.com.
[01:20:35.395 --> 01:20:38.117]  Infidel Body Armor just won't quit.
[01:20:39.912 --> 01:20:44.435]  Have you ever wondered if you could make electric, light, or heat in your home for free?
[01:20:44.575 --> 01:20:47.317]  How about a motor that charges batteries at the same time?
