[00:00:00.710 --> 00:00:03.715]  ...already is deeply concerned.
[00:52:04.930 --> 00:52:12.075]  As of airtime, it's only 9 million people, that's conservatively, on our YouTube and on our Facebook that have watched the live feeds.
[00:52:12.075 --> 00:52:24.923]  They have to break them up in four hours, but it's only 9 million on top of the record AM and FM stations, and that's 3-4 million a day, and all the other videos we've put out that are millions and millions.
[00:52:24.923 --> 00:52:26.625]  Let's add that up conservatively.
[00:52:26.625 --> 00:52:33.609]  Oh my gosh, we've only had about 18 million people that we can meter that tuned in the last 24 hours.
[00:52:35.951 --> 00:52:39.374]  Oh, I'm so discredited if Trump loses, and you are too.
[00:52:39.374 --> 00:52:43.117]  Drudge is only having something like 100 million visitors a day, I was reading.
[00:52:43.117 --> 00:52:45.578]  And we're only having 18 million.
[00:52:45.578 --> 00:52:48.281]  Oh, my ideas are so bankrupt.
[00:52:48.281 --> 00:52:49.361]  I'm such a nobody.
[00:52:49.361 --> 00:52:50.482]  I'm such an outcast.
[00:52:50.482 --> 00:52:51.963]  They have all these articles in mainstream news.
[00:52:51.963 --> 00:52:53.204]  I'm an outcast.
[00:52:53.204 --> 00:52:53.805]  I'm a nobody.
[00:52:53.805 --> 00:52:54.886]  I'm a failure.
[00:52:54.886 --> 00:52:56.047]  And Drudge is a failure.
[00:52:56.047 --> 00:52:58.308]  Meanwhile, they're all collapsing and have 100,000 viewers.
[00:52:59.881 --> 00:53:09.187]  You know, in the coming election, no matter who gets in, one of the biggest issues nobody's talking about in the debates or anywhere is the vulnerability of the power grid.
[00:53:09.187 --> 00:53:12.089]  The potential for power grid chaos.
[00:53:12.089 --> 00:53:20.214]  EMP, cyber warfare, not to mention dangerous weather, hurricanes, ice storms, all a very real threat to our grid.
[00:53:20.214 --> 00:53:23.136]  My friends, chaos is already here, and it's gonna get a lot worse.
[00:53:23.396 --> 00:53:29.417]  That's why I believe that all my listeners need to have a way to produce their own supply of backup electricity.
[00:53:29.417 --> 00:53:33.318]  Now I've got the perfect power solar generator system in my house.
[00:53:33.318 --> 00:53:35.199]  The Solutions from Science system.
[00:53:35.199 --> 00:53:37.699]  Simply put, this thing is amazing.
[00:53:37.699 --> 00:53:40.180]  Solutions from Science only makes the best equipment.
[00:53:40.180 --> 00:53:42.920]  Go to powergridchaos.com.
[00:53:42.920 --> 00:53:45.961]  That's powergridchaos.com to check it out.
[00:53:45.961 --> 00:53:47.041]  Now this is key.
[00:53:47.041 --> 00:53:48.602]  Right now, get 70% off their
[00:53:49.642 --> 00:53:52.628]  Top of the line, perfect power solar generator.
[00:53:52.628 --> 00:53:54.612]  This is the one I use in my home.
[00:53:54.612 --> 00:53:58.159]  Go to powergridchaos.com and get 70% off.
[00:53:59.585 --> 00:54:05.188]  From the pages of the Bible comes a terrifying account of an ancient beast that was half-man, half-demon.
[00:54:05.188 --> 00:54:07.929]  It is returned in the best-selling novel, Nephilim, by L.A.
[00:54:07.929 --> 00:54:08.990]  Marzulli.
[00:54:08.990 --> 00:54:15.473]  Indiegogo presents you with an opportunity to get involved in making this supernatural novel into a major motion picture.
[00:54:15.473 --> 00:54:21.897]  Join journalist Mack McKenzie as he travels halfway around the world to uncover the truth about aliens and demons.
[00:54:21.897 --> 00:54:25.258]  Join our Indiegogo campaign to get Nephilim made into a movie.
[00:54:25.258 --> 00:54:27.800]  Go to indiegogo.com, hashtag Nephilim.
[00:54:29.048 --> 00:54:30.249]  Charlie Daniels.
[00:54:30.249 --> 00:54:32.010]  He's always defended the Second Amendment.
[00:54:32.010 --> 00:54:34.792]  Let me just read a little thing here from Agenda 21.
[00:54:34.792 --> 00:54:35.853]  Individual rights.
[00:54:35.853 --> 00:54:38.235]  We'll have to take a backseat to the collected.
[00:54:38.235 --> 00:54:40.196]  Well, you know what the next move's gonna be, don't you?
[00:54:40.196 --> 00:54:41.397]  It's gonna be coming after your guns.
[00:54:41.397 --> 00:54:44.939]  When I was a boy, it was okay to be proud of the flag.
[00:54:44.939 --> 00:54:47.121]  And beef was for supper.
[00:54:47.121 --> 00:54:47.921]  Revelation.
[00:54:47.921 --> 00:54:49.863]  Dawn of global government.
[00:54:49.863 --> 00:54:51.484]  Theatrical screenings on demand.
[00:54:51.484 --> 00:54:52.905]  DVDs now available.
[00:54:52.905 --> 00:54:56.347]  Wanna shed some tears over the red, white, and blue?
[00:54:56.347 --> 00:54:57.048]  Revelation.
[00:54:57.048 --> 00:54:57.708]  The movie.
[00:54:57.708 --> 00:54:57.968]  .info
[00:54:58.909 --> 00:55:05.695]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[00:55:05.695 --> 00:55:09.958]  Since 2005, thousands have depended on Berkey Purified Water.
[00:55:09.958 --> 00:55:14.582]  The Berkey guy provides the lowest price filtration systems in every size.
[00:55:14.582 --> 00:55:20.086]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[00:55:20.086 --> 00:55:20.146]  877-886-3653.
[00:55:20.146 --> 00:55:20.607]  GoBerkey.com.
[00:55:28.533 --> 00:55:29.713]  Are you prepared to bug out?
[00:55:29.713 --> 00:55:37.735]  Infidel Body Armor and an Army Ranger have produced a high-speed DVD and book to show you how to drive in combat, patrol, and how to survive in combat.
[00:55:37.735 --> 00:55:39.835]  Skills you'll need when it hits the fan.
[00:55:39.835 --> 00:55:41.555]  Go to DrivenDVD.com.
[00:55:41.555 --> 00:55:43.536]  DrivenDVD.com.
[00:55:43.536 --> 00:55:48.916]  Advertising your business with GCN is simple, effective, and more affordable than you might think.
[00:55:48.916 --> 00:55:52.557]  Visit Advertise.GCNLive.com for more info.
[00:55:52.557 --> 00:55:54.517]  Take your business to the next level.
[00:55:54.517 --> 00:55:56.978]  That's Advertise.GCNLive.com.
[00:56:03.240 --> 00:56:12.289]  By the way, I keep crowing about the numbers at Infowars.com because they're trying to kill the new independent media that is the media.
[00:56:12.289 --> 00:56:26.022]  They're not the media, they're just government and corporate repeaters that have been caught in fraud and organized racketeering crime to defraud us of our elections, to steal nominations, and to manipulate the political process illegally in this country.
[00:56:26.022 --> 00:56:27.704]  That's not words when I say they're criminal.
[00:56:28.971 --> 00:56:30.051]  I mean, I'll back it up.
[00:56:30.051 --> 00:56:30.932]  Sue me.
[00:56:30.932 --> 00:56:35.734]  CNN is involved in criminal racketeering with the Democratic Party.
[00:56:35.734 --> 00:56:42.277]  They've put the Democratic Party people in at CNN and vice versa and are at war with this country.
[00:56:42.277 --> 00:56:43.197]  That's what Trump explains.
[00:56:43.197 --> 00:56:44.578]  The media is at war.
[00:56:44.578 --> 00:56:46.419]  That's not a figure of speech.
[00:56:46.419 --> 00:56:49.640]  Stephen Bannon comes out and says they're at war with us.
[00:56:49.640 --> 00:56:50.801]  It's because they are.
[00:56:53.055 --> 00:56:54.617]  It's not my talking point.
[00:56:54.617 --> 00:56:55.337]  It's been adopted.
[00:56:55.337 --> 00:56:57.019]  The media is all top-down.
[00:56:57.019 --> 00:57:01.023]  They keep going, Steven Bannon and Trump are taking Jones' stuff.
[00:57:01.023 --> 00:57:03.646]  We tracked it back to Jones eight years ago saying it.
[00:57:03.646 --> 00:57:05.468]  Now they're saying word for word what Jones says.
[00:57:05.468 --> 00:57:08.831]  It's because it's what it is.
[00:57:08.831 --> 00:57:12.815]  Not because their boss Alex Jones told them.
[00:57:12.815 --> 00:57:13.676]  That's not what's happening.
[00:57:15.609 --> 00:57:17.489]  They're looking at the same thing.
[00:57:17.489 --> 00:57:19.430]  They're saying the exact same thing.
[00:57:19.430 --> 00:57:23.471]  Trump can be giving speeches, and I'll say something while he's speaking, and he says the exact same thing next.
[00:57:23.471 --> 00:57:28.232]  Not because he got it from me, because it's real, folks.
[00:57:28.232 --> 00:57:29.693]  We didn't write the sheet of music.
[00:57:29.693 --> 00:57:30.753]  The world did.
[00:57:30.753 --> 00:57:33.094]  We're reading the same piece of music, though.
[00:57:33.094 --> 00:57:35.414]  You're sitting next to somebody in church, reading a hymn book?
[00:57:35.414 --> 00:57:37.135]  Well, how are they singing along with me?
[00:57:37.135 --> 00:57:41.036]  We got the same book, folks!
[00:57:41.036 --> 00:57:42.496]  We're looking at the same thing here.
[00:57:46.812 --> 00:57:49.374]  America's been taken over by foreign interests.
[00:57:49.374 --> 00:57:50.455]  They're demoralizing us.
[00:57:50.455 --> 00:57:52.097]  They're breaking our will right now.
[00:57:52.097 --> 00:57:53.558]  Trump's bringing our will back.
[00:57:53.558 --> 00:57:54.679]  I'm bringing our will back.
[00:57:54.679 --> 00:57:55.980]  You're bringing our will back.
[00:57:55.980 --> 00:57:59.043]  DrudgeReport.com is bringing our will back.
[00:57:59.043 --> 00:57:59.563]  Look at Drudge.
[00:57:59.563 --> 00:58:05.608]  Top link to us, to this show right now, because Drudge cares about you getting the truth.
[00:58:05.608 --> 00:58:08.611]  They want to make you cynical where you go, oh, everybody's got their version of the truth.
[00:58:08.611 --> 00:58:09.552]  No, this is the truth.
[00:58:09.552 --> 00:58:10.192]  Everybody knows it.
[00:58:10.192 --> 00:58:10.933]  It's Americana.
[00:58:10.933 --> 00:58:11.994]  It's what made us great.
[00:58:11.994 --> 00:58:14.356]  We're not inventing something new here, okay?
[00:58:16.394 --> 00:58:21.297]  Hillary Clinton is a frickin' witch running around with this jack-o-lantern smile she does everywhere that I just can't look at anymore.
[00:58:21.297 --> 00:58:22.978]  In fact, can we put it back on screen from Drudge?
[00:58:22.978 --> 00:58:24.418]  Now, they're gonna kill me in there.
[00:58:24.418 --> 00:58:27.660]  The one area I am not successful in is making money.
[00:58:27.660 --> 00:58:28.260]  People go, what do you mean?
[00:58:28.260 --> 00:58:30.822]  You got 60-something crew members and you're doing all this?
[00:58:30.822 --> 00:58:34.844]  If we were any other state but Texas, we couldn't do this, okay?
[00:58:34.844 --> 00:58:36.625]  Because the taxes are a little bit lower.
[00:58:37.955 --> 00:58:38.896]  I'm not good at making money.
[00:58:38.896 --> 00:58:43.178]  For the size audience we have, we should be making two billion dollars a year.
[00:58:43.178 --> 00:58:44.619]  That's what the industry says.
[00:58:44.619 --> 00:58:44.939]  Okay?
[00:58:44.939 --> 00:58:48.001]  So it is a David Goliath type deal.
[00:58:48.001 --> 00:58:49.262]  We don't even make a fraction of that.
[00:58:49.262 --> 00:58:50.823]  We can barely fund the operation.
[00:58:50.823 --> 00:58:53.004]  And it's a lot of money we have to bring in.
[00:58:53.004 --> 00:58:54.805]  Fifty million dollars a year or more.
[00:58:54.805 --> 00:58:55.926]  And I put it in here.
[00:58:55.926 --> 00:58:58.427]  Most talk show hosts as big as I am have a jet, have a big mansion.
[00:58:58.427 --> 00:58:59.047]  I don't have that stuff.
[00:58:59.047 --> 00:59:00.428]  I don't want it.
[00:59:00.428 --> 00:59:04.490]  What, a mansion is another place for your dog to go crap in a room you didn't find for a month.
[00:59:04.490 --> 00:59:04.971]  You know?
[00:59:04.971 --> 00:59:06.852]  I want a smaller house, not a bigger one, quite frankly.
[00:59:08.567 --> 00:59:11.148]  The point is, I need to be flooded with capital.
[00:59:11.148 --> 00:59:12.549]  Do you want to really hurt these people?
[00:59:12.549 --> 00:59:13.789]  Look what we've done.
[00:59:13.789 --> 00:59:17.852]  We're running free shipping store-wide and 30-40% off everything.
[00:59:17.852 --> 00:59:20.153]  Just go look it up.
[00:59:20.153 --> 00:59:25.256]  The heirloom seeds, the water filtration, all the supplements, it's ridiculous savings.
[00:59:25.256 --> 00:59:28.758]  30% off DNA Force, 30% off Coil Silver Bullet.
[00:59:28.758 --> 00:59:30.619]  Restock, fund the operation.
[00:59:30.619 --> 00:59:33.140]  I know our diehard listeners support us, they love the products.
[00:59:33.140 --> 00:59:34.401]  Most people, transitorily,
[00:59:35.526 --> 00:59:39.347]  Hell, we'll put a YouTube video up that gets 8 million views, has an ad on the end of it.
[00:59:39.347 --> 00:59:45.790]  It'll get 8 million views in two days, and I'll go look off the metric, and we might get one sale like $10 off of it.
[00:59:45.790 --> 00:59:49.811]  I mean, it just shows how mainstream media's not making money either.
[00:59:49.811 --> 00:59:52.812]  It's all a hoax, but it's big corporations that get taxpayer money.
[00:59:52.812 --> 00:59:55.313]  They have media as a losing division.
[00:59:55.313 --> 00:59:57.574]  They spend billions on trying to capture the country.
[00:59:57.574 --> 01:00:00.175]  But if the media can't deliver the country,
[01:00:01.243 --> 01:00:04.026]  To Hillary, with all the billions, they will be completely shut down.
[01:00:04.026 --> 01:00:11.234]  That's why they're so desperate, scrabbling, lying, deceiving, begging, cheating, to get their next paycheck.
[01:00:11.234 --> 01:00:12.915]  Oh, but they won't try to steal the election.
[01:00:12.915 --> 01:00:14.697]  They've just been caught rigging everything else.
[01:00:14.697 --> 01:00:17.160]  And Trump's crazy, because he said the sky was blue.
[01:00:17.160 --> 01:00:19.742]  So, go to Infowarsstore.com.
[01:00:19.742 --> 01:00:21.424]  We give you great products, great discounts.
[01:00:22.378 --> 01:00:27.620]  Some arguments are we have stuff too inexpensive and the answer is just raise it and we've got a crowd that will buy it, but that's just not how it works.
