[00:00:04.375 --> 00:00:05.997]  Here we are.
[01:34:55.990 --> 01:35:02.294]  So what started out in the last year as a problem, endorsing some really bad neocons and others that hate President Trump and hate his supporters,
[01:35:02.814 --> 01:35:07.276]  Now has become an avalanche where he's not even basically endorsing anybody good.
[01:35:07.276 --> 01:35:12.178]  So Trump is destroying himself, ladies and gentlemen, by pushing the poison vaccine and everything.
[01:35:12.178 --> 01:35:13.478]  It's very, very sad.
[01:35:13.478 --> 01:35:15.339]  I've been persecuted for supporting Trump.
[01:35:15.339 --> 01:35:16.359]  He did a lot of good.
[01:35:16.359 --> 01:35:18.420]  I hope we can salvage this.
[01:35:18.420 --> 01:35:27.223]  But joining us is Roger Stone, former top advisor to President Trump, longtime confidant, 40 plus years.
[01:35:27.223 --> 01:35:29.004]  Roger, thank you so much for joining us today.
[01:35:30.513 --> 01:35:34.136]  Alex, it's great to be back with you and the whole crew at InfoWars.
[01:35:34.136 --> 01:35:38.940]  Look, there's no one alive who loves Donald Trump more than I do.
[01:35:38.940 --> 01:35:41.702]  I started trying to get him to run for president in 1988.
[01:35:41.702 --> 01:35:51.751]  I was willing to go to jail for seven to nine years rather than bear false witness against him under extraordinary pressure from Robert Mueller and his thugs.
[01:35:52.538 --> 01:35:55.740]  I think he could be the greatest president in my lifetime.
[01:35:55.740 --> 01:36:00.724]  And can you imagine what he could have accomplished had he not been surrounded by quislings and traitors?
[01:36:01.614 --> 01:36:05.296]  He gave us the most vibrant, robust economy in our history.
[01:36:05.296 --> 01:36:09.919]  He rebuilt our national defense, in fact, our offensive capability.
[01:36:09.919 --> 01:36:13.581]  He instilled fear in our enemies around the world.
[01:36:13.581 --> 01:36:17.723]  He told the Red Chinese that we would not be patsies anymore.
[01:36:17.723 --> 01:36:20.685]  So there's much great to be talked about here.
[01:36:20.685 --> 01:36:25.668]  But it's important to understand the backdrop of what's going on here, Alex.
[01:36:25.668 --> 01:36:31.131]  Donald Trump's nomination was, in essence, the hostile takeover of the Republican Party.
[01:36:31.917 --> 01:36:44.052]  And what's going on right now is a systematic effort by Mitch McConnell and Kevin McCarthy to retake control of the Republican party and take it back to the country club.
[01:36:45.006 --> 01:36:48.528]  Now, there are times when the president seems to understand this.
[01:36:48.528 --> 01:37:01.997]  For example, only weeks ago, it was Donald Trump himself who was aghast at the vote by Congressman Christopher Smith of New Jersey for Joe Biden's build back better trillion bonanza.
[01:37:01.997 --> 01:37:07.721]  And Trump himself went on social media to call for a primary challenge to this rhino.
[01:37:08.604 --> 01:37:17.027]  Fortunately, Mike Crispy, who's a broadcaster with Right Side Broadcasting, lives in the district, stepped forward and said, me, I'll take him on.
[01:37:17.027 --> 01:37:19.388]  And now this rhino's in deep trouble.
[01:37:19.388 --> 01:37:22.870]  By the way, Chris Smith has been in Congress for 40 years.
[01:37:22.870 --> 01:37:23.870]  Who called him out?
[01:37:23.870 --> 01:37:24.630]  Donald Trump.
[01:37:24.630 --> 01:37:25.711]  And he's going to get beat.
[01:37:25.711 --> 01:37:30.873]  So there are times when the president appears to understand exactly what's going on here.
[01:37:30.873 --> 01:37:34.274]  And the president has certainly called out Mitch McConnell.
[01:37:35.207 --> 01:37:41.830]  And Mitch McConnell's ties to the Chinese and his desires to compromise with the Deep State.
[01:37:41.830 --> 01:38:02.497]  What we saw here in Tennessee 5, which has got everybody in an uproar, is where the President endorsed a bushy, a rhino, a woman named Ortegas, who certainly looks like a bad actor considering her connections to Jeb Bush and Mike Pompeo and other Deep Staters, and hopefully this is an early warning.
[01:38:03.254 --> 01:38:05.755]  I'm not all that impressed with the MAGA candidate.
[01:38:05.755 --> 01:38:10.856]  Robbie Starbuck seems like a nice enough fellow, but it's a multi-candidate race.
[01:38:10.856 --> 01:38:18.418]  The races to watch here, Alex, to determine whether the President really understands what's going on are several.
[01:38:18.418 --> 01:38:31.401]  First and foremost, the most important one in the nation, the number one rhino in the country, the guy who is Mitch McConnell's right-hand man, is Senator James Lankford of Oklahoma.
[01:38:32.083 --> 01:38:42.346]  It was James Lankford who sat on the Senate Intelligence Committee for four years and never once criticized the Russian collusion hoax.
[01:38:42.346 --> 01:38:48.608]  It was James Lankford who made the motion on January 6th to certify the election of Joe Biden.
[01:38:49.258 --> 01:38:57.290]  And then apologized to Black Lives Matter in Tulsa because he had briefly questioned the results of the election saying it was racist.
[01:38:57.290 --> 01:39:04.641]  In fact, it was James Langford who said that he was open to a third impeachment over Donald Trump regarding January 6th.
[01:39:05.740 --> 01:39:08.701]  This guy is the number one rhino in the country.
[01:39:08.701 --> 01:39:12.482]  He is a certain vote for Mitch McConnell to return to the leadership.
[01:39:12.482 --> 01:39:27.805]  Now, he's being challenged by Jackson Lawmire, a hard-charging pastor and businessman who has built an extraordinary grassroots campaign and is beginning to press the senator.
[01:39:27.805 --> 01:39:32.246]  Jackson Lawmire is one of the most exceptional first-time candidates I've ever seen.
[01:39:33.149 --> 01:39:34.951]  So what will the president do?
[01:39:34.951 --> 01:39:37.974]  Will he throw a lifeline to this enemy?
[01:39:37.974 --> 01:39:42.018]  Or will he support a legitimate MAGA challenger?
[01:39:42.018 --> 01:39:46.783]  By the way, you can go to jacklaw.com or Jackson Lawmire to read more about this guy.
[01:39:46.783 --> 01:39:47.704]  He's incredible.
[01:39:47.704 --> 01:39:48.665]  There are other examples.
[01:39:49.338 --> 01:39:50.739]  What about Laura Loomer?
[01:39:50.739 --> 01:39:55.122]  She's running an incredibly hard-charging race against Dan Webster in Florida.
[01:39:55.122 --> 01:40:04.609]  Webster didn't even bother to show up to vote against the second impeachment attempt, and he didn't even bother to send a proxy, which is allowed under House rules.
[01:40:04.609 --> 01:40:07.070]  That's how much he cares about the President.
[01:40:07.070 --> 01:40:15.756]  Recently, in a public forum, when a show of hands was asked for in terms of who thought the election was stolen, Dan Webster didn't raise his hand.
[01:40:15.756 --> 01:40:16.697]  The dichotomy
[01:40:17.660 --> 01:40:23.023]  Alex, between the grassroots and the leadership of the party is like day and night.
[01:40:23.023 --> 01:40:28.726]  At the grassroots, furor about the last election is still red hot.
[01:40:28.726 --> 01:40:32.548]  It is the number one issue among Republican primary voters.
[01:40:32.548 --> 01:40:38.592]  I don't care whether you're in Nevada, Pennsylvania, Oklahoma, Tennessee, or New Jersey.
[01:40:38.592 --> 01:40:42.554]  I'm not going on the basis of my gut or my instincts or what I think.
[01:40:42.554 --> 01:40:44.715]  I'm looking at sophisticated polling.
[01:40:45.870 --> 01:40:56.558]  And while we look at these key races, we're going to determine whether the president understands that he is being undermined by those who seek his endorsement.
[01:40:56.558 --> 01:40:58.759]  Let's talk about why they do so.
[01:40:58.759 --> 01:41:10.587]  Despite his positions on vaccinations, which I also disagree with, as you do, do not underestimate the strength or potency of Donald Trump at the grassroots level of the Republican party, even today.
[01:41:12.653 --> 01:41:18.589]  87% of Republican primary voters in Oklahoma are more likely to vote for the candidate endorsed by President Donald Trump.
[01:41:20.155 --> 01:41:26.379]  In New Jersey, I can tell you right now, and that's a blue state, it's only 69%.
[01:41:26.379 --> 01:41:33.344]  And that's why we can criticize Trump and put pressure on him to do the right thing on issues, which he tends to do, but we can't throw the baby out with the bathwater.
[01:41:33.344 --> 01:41:37.687]  That's why the Democrats fear him so much, is because if he gets behind people, they win.
[01:41:37.687 --> 01:41:40.268]  That's why this battle to get him to endorse good people is key.
[01:41:40.268 --> 01:41:43.951]  We're going to go to break in a moment, but real fast, Roger, let's just name names.
[01:41:43.951 --> 01:41:46.753]  Who the hell is advising him to endorse his enemies?
[01:41:48.328 --> 01:41:56.091]  That's an extraordinarily difficult question because Donald Trump is a guy who likes to pick up the phone and consult with many, many people.
[01:41:56.091 --> 01:41:59.132]  He also hates it when people go out and say, Oh, I just talked to the president.
[01:41:59.132 --> 01:42:01.333]  Here's what I told him.
[01:42:01.333 --> 01:42:05.354]  And I think in some cases he has been sold a bill of goods.
[01:42:05.354 --> 01:42:08.575]  But the most important contests are yet to come.
[01:42:08.575 --> 01:42:09.996]  We've already had some disappointments.
[01:42:09.996 --> 01:42:10.736]  So for example,
[01:42:11.405 --> 01:42:21.278]  He's endorsed Verne Buchanan, a Wheeler dealer, often called the most corrupt member of Congress, being challenged by Martin Hyde in Sarasota.
[01:42:21.278 --> 01:42:22.640]  Martin Hyde's a real patriot.
[01:42:22.640 --> 01:42:25.023]  I mean, he is a MAGA Republican.
[01:42:25.023 --> 01:42:26.145]  A huge disappointment.
[01:42:26.685 --> 01:42:31.910]  Uh, and that you turn around and the President has endorsed Mario Diaz-Balart in Miami.
[01:42:31.910 --> 01:42:33.411]  The President doesn't know Mario Diaz-Balart.
[01:42:33.411 --> 01:42:34.732]  We've got to come back and talk about this, Roger.
[01:42:34.732 --> 01:42:39.396]  You've got a lot of sites, a lot of, you've grown back your alternative social media.
[01:42:39.396 --> 01:42:41.518]  How do people find all things Roger Stone as we go to break?
[01:42:42.740 --> 01:42:44.421]  Go to StoneColdTruths.com.
[01:42:44.421 --> 01:42:45.782]  StoneColdTruths.com.
[01:42:45.782 --> 01:42:47.303]  That's the best place to go.
[01:42:47.303 --> 01:42:48.464]  I'm big on Gab.
[01:42:48.464 --> 01:42:53.067]  I like Gab because they're really committed to free speech and no censorship.
[01:42:53.067 --> 01:42:54.288]  You won't find me on Getter.
[01:42:54.288 --> 01:42:55.869]  They won't verify me.
[01:42:55.869 --> 01:42:56.510]  We'll be right back.
[01:42:56.510 --> 01:42:56.830]  Stay there.
[01:42:59.477 --> 01:43:06.419]  The powerful combination of both vitamin C and zinc are great stepping stones to leading a healthier life.
[01:43:06.419 --> 01:43:12.300]  InfoWars has made it easier to make sure you are getting enough in your system with a supplement that contains both.
[01:43:12.300 --> 01:43:18.642]  This InfoWars Life Offering Vitamin C Plus Zinc with Rose Hips should be your next purchase from the InfoWars store.
[01:43:18.962 --> 01:43:26.191]  The rose hips contained within are a part of the rose flower just below the petals that contain the rose plant seeds.
[01:43:26.191 --> 01:43:36.504]  Natural chemicals found in the hips may even be helpful for a variety of health conditions, including those with osteoarthritis and for those with pain after surgery, studies have shown.
[01:43:36.904 --> 01:43:45.891]  As for vitamin C and zinc themselves, you probably already know that they play an important role in nutrition, immune defense, and the maintenance of your everyday health.
[01:43:45.891 --> 01:43:52.496]  It has been reported that intake of both is often inadequate, even in affluent populations like here in America.
[01:43:52.496 --> 01:43:58.701]  So next time you visit, be sure to check it out at InfoWarsStore.com, where we promise our rose hips don't lie.
