[00:00:00.402 --> 00:00:01.444]  Brother.
[01:06:26.908 --> 01:06:35.133]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:06:35.133 --> 01:06:40.576]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:06:40.576 --> 01:06:43.097]  You want the best that's out there at the lowest price anywhere?
[01:06:43.097 --> 01:06:45.198]  We now have the synergistic solution.
[01:06:45.198 --> 01:06:49.381]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:06:53.484 --> 01:06:54.745]  Another major health threat.
[01:06:54.745 --> 01:06:59.707]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:06:59.707 --> 01:07:02.388]  Ohio's governor declaring a state of emergency.
[01:07:02.388 --> 01:07:09.431]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:07:09.431 --> 01:07:12.432]  If there's a water emergency, will you be prepared?
[01:07:12.432 --> 01:07:15.374]  Panicked residents forming long lines throughout the day.
[01:07:15.374 --> 01:07:17.395]  We're here at a supermarket in Toledo.
[01:07:17.395 --> 01:07:20.216]  You can see the shelves empty where water once was.
[01:07:20.316 --> 01:07:26.063]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:07:26.063 --> 01:07:29.567]  Water which will not be available at your local grocery store.
[01:07:29.567 --> 01:07:32.671]  There's a mad dash on right now to stock up on supplies.
[01:07:32.671 --> 01:07:39.760]  The ProPure ProOne G2.0 water filtration system is a must-have for every modern, independently-minded household.
[01:07:39.960 --> 01:07:43.186]  Protect your family's safety during an emergency.
[01:07:43.186 --> 01:07:50.179]  Go to Infowarsstore.com today to purchase your ProPure ProOne G2.0 water filtration system or call 1-888-253-3139.
[01:07:54.411 --> 01:07:57.353]  This plan, kill the country, world government, it's here!
[01:07:57.353 --> 01:08:02.557]  The challenge is how to build a world order.
[01:08:02.557 --> 01:08:10.202]  Never before has a new world order had to be assembled from so many different perceptions, or on so global a scale.
[01:08:10.202 --> 01:08:14.765]  The governments don't rule the world, Goldman Sachs rules the world.
[01:08:14.765 --> 01:08:20.569]  This is, we are going to carve up the world according to the way we want to.
[01:08:21.209 --> 01:08:21.809]  If you have so much power,
[01:08:37.250 --> 01:08:38.331]  In play.
[01:08:38.331 --> 01:08:39.712]  You can do anything.
[01:08:39.712 --> 01:08:42.814]  Lack of transparency is a huge political advantage.
[01:08:42.814 --> 01:08:46.076]  And basically, you know, call it the stupidity of the American voter or whatever.
[01:08:46.076 --> 01:08:46.656]  You understand?
[01:08:46.656 --> 01:08:48.297]  You're living in a science fiction movie.
[01:08:48.297 --> 01:08:49.038]  I'm living in it.
[01:08:49.038 --> 01:08:53.421]  The government has just approved the use of a computer chip that would be implanted under your skin.
[01:08:53.421 --> 01:08:57.903]  When complete, everyone will have a unique 12-digit identity number.
[01:08:57.903 --> 01:09:00.765]  That DNA is stored even without your consent.
[01:09:00.765 --> 01:09:03.287]  But I mean, do they point blank say, we're putting a chip in you?
[01:09:05.092 --> 01:09:06.373]  Uh, yeah.
[01:09:06.373 --> 01:09:08.715]  It was an interior barcode, if you will.
[01:09:08.715 --> 01:09:10.015]  This makes my head explode.
[01:09:10.015 --> 01:09:14.879]  That your television could be eavesdropping on your conversations and then sharing it over the web?
[01:09:14.879 --> 01:09:19.302]  All the cars now have tracker boxes that can remote control your vehicle in them.
[01:09:19.302 --> 01:09:25.766]  The Justice Department is building a national database to track in real time the movement of vehicles around the U.S.
[01:09:25.766 --> 01:09:29.248]  storing hundreds of millions of records about motorists.
[01:09:29.248 --> 01:09:31.650]  It's like seeing a leader of space aliens or something with a master plan.
[01:09:31.650 --> 01:09:32.671]  It's so evil.
[01:09:32.671 --> 01:09:33.531]  It's so sadistic.
[01:09:33.531 --> 01:09:34.272]  No, it's the devil.
[01:09:35.132 --> 01:09:38.196]  I mean, that's it.
[01:09:38.196 --> 01:09:42.340]  This galactic force of destruction that's animating people to do this.
[01:09:42.340 --> 01:09:43.482]  The answer to 1984 is 1776.
[01:09:43.482 --> 01:09:45.324]  You're listening to The Alex Jones Show.
[01:09:54.471 --> 01:09:59.714]  Tyler Truitt didn't think his decision to live off the grid would impact anyone else.
[01:09:59.714 --> 01:10:05.017]  What is it of their business what kind of home that we choose to live in?
[01:10:05.017 --> 01:10:11.560]  He uses solar panels for heat and electricity, rainwater for drinking and bathing, and composting for sewage.
[01:10:11.880 --> 01:10:13.041]  Who are we bothering?
[01:10:13.041 --> 01:10:15.263]  That's my biggest question, you know, is why?
[01:10:15.263 --> 01:10:16.324]  Who are we hurting?
[01:10:16.324 --> 01:10:21.989]  Huntsville city leaders say Truett is bothering them and needs to follow city ordinances or leave.
[01:10:21.989 --> 01:10:25.872]  Apparently he has chosen to live an alternate lifestyle and that's great.
[01:10:25.872 --> 01:10:33.059]  You know, people can choose to live different ways, but if you choose to live within the city limits of Huntsville, you do have to abide by our laws and ordinances.
[01:10:33.573 --> 01:10:38.918]  Laws and ordinances that say you cannot live in a trailer that's not in a designated trailer park.
[01:10:38.918 --> 01:10:40.660]  This is there for property protection.
[01:10:40.660 --> 01:10:47.186]  Adjoining property owners like protection and some owners might consider a trailer a nuisance.
[01:10:47.186 --> 01:10:49.829]  Truett argues his house is not visible from the road.
[01:10:50.009 --> 01:10:54.211]  I mean, as you can see out here, we're basically out of sight, out of mind.
[01:10:54.211 --> 01:10:57.513]  Another ordinance says you can't live in an unsafe environment.
[01:10:57.513 --> 01:11:03.596]  It's about the health and public safety of our citizens, so you must have sanitary sewer.
[01:11:03.596 --> 01:11:06.497]  You must have certain potable running water.
[01:11:06.497 --> 01:11:10.599]  There are certain requirements that are there to protect our citizens through the winter.
[01:11:11.018 --> 01:11:16.464]  Truett has already made it through one winter living off the grid and says the sun is all he needs.
[01:11:16.464 --> 01:11:17.965]  I think we live pretty comfortable.
[01:11:17.965 --> 01:11:20.829]  I mean, we've got things in our house that normal people would have.
[01:11:20.829 --> 01:11:24.973]  We've got a TV, we've got a refrigerator, microwave, stuff like that.
[01:11:24.973 --> 01:11:27.616]  Truett is hopeful he can work this out with the city.
[01:11:27.616 --> 01:11:33.002]  I have every belief that we will be able to resolve this in our favor.
[01:11:33.499 --> 01:11:37.181]  I asked city officials if it was illegal to live off the grid here.
[01:11:37.181 --> 01:11:44.025]  At 515, I received an email that says it's not, but everyone must follow code if they live within city limits.
[01:11:44.025 --> 01:11:48.327]  If Truett doesn't want to follow that code, city leaders say he can leave.
[01:11:48.327 --> 01:11:54.111]  I'm sure that there are other properties and areas within the country that if you wanted to choose a different lifestyle, you could do so.
[01:11:56.587 --> 01:12:13.742]  But not for long under global treaties that are unratified since 1992, Agenda 21 in Rio de Janeiro, signed on to by George Herbert Walker Bush, never ratified by the Senate.
[01:12:13.742 --> 01:12:15.483]  But still we live under it.
[01:12:15.483 --> 01:12:22.149]  And the element that's lost for radio listeners who couldn't see the video is that
[01:12:23.806 --> 01:12:28.232]  We're talking about somebody out in the middle of the countryside.
[01:12:28.232 --> 01:12:39.588]  And we've got all these tiny towns that might have one restaurant, one gas station, and then five miles away, there's a trailer in the middle of the woods in the countryside.
[01:12:41.089 --> 01:12:57.961]  And the guy wants to use an outhouse, like all our ancestors did, and he wants to live off the grid, and they're saying, no, you're going to live in a 250 square foot, that's the model, coffin apartment, and you're going to pay $8,000 a month for it.
[01:12:57.961 --> 01:13:00.142]  That's the Bloomberg model.
[01:13:00.142 --> 01:13:03.525]  And cities are going to subsidize it and only allow those to be built.
[01:13:03.525 --> 01:13:07.888]  That's now happening in San Francisco, Austin, New York, Chicago, Dallas, you name it.
[01:13:09.815 --> 01:13:20.042]  Not so you get something small and save money, but so that you have to pay more for something small.
[01:13:20.042 --> 01:13:23.324]  This is the negative growth economy.
[01:13:23.324 --> 01:13:37.194]  This is the austerity model with this arrogant code enforcer on a power trip and the good neighbor that complained, of course, when they can't even see his property
[01:13:38.595 --> 01:13:41.997]  Looks like 700 yards or something off the road.
[01:13:41.997 --> 01:13:47.001]  Back in the woods.
[01:13:47.001 --> 01:14:01.131]  This is how they control everybody, and then they're gonna increase the taxes, the regulations, the globalist operations, to ship our jobs overseas, to have such regulations you can't operate here, to where you cannot live without going on welfare.
[01:14:01.131 --> 01:14:01.552]  Walmart!
[01:14:03.168 --> 01:14:12.436]  That has 70 plus million dollars they're reporting today, just offshore in bank accounts, tax-free.
[01:14:12.436 --> 01:14:24.165]  Walmart, for three years, has been telling their employees, oh, we pay you such a little amount, so you qualify for welfare and food stamps as a supplement.
[01:14:24.165 --> 01:14:31.731]  See, and so they're then supported and get a payoff.
[01:14:32.591 --> 01:14:35.912]  Corporate welfare from the U.S.
[01:14:35.912 --> 01:14:38.613]  taxpayer.
[01:14:38.613 --> 01:14:43.494]  USA Today reports $76 billion offshore in tax havens.
[01:14:43.494 --> 01:14:46.475]  And listen, Walmart's not free market.
[01:14:46.475 --> 01:14:48.575]  Walmart games economies.
[01:14:48.575 --> 01:14:50.216]  Walmart buys slave deals.
[01:14:50.216 --> 01:14:51.116]  Walmart lobbied.
[01:14:52.386 --> 01:14:57.729]  For all these so-called free trade deals that are really tariffs on us so we can't compete.
[01:14:57.729 --> 01:15:10.497]  They go to China and other countries have special deals to get things cheaper than anybody else can because they basically pay off the top generals from the PLA that are on these boards.
[01:15:10.497 --> 01:15:16.220]  Walmart, you know, does things like change the law so they can inject meat with water.
[01:15:16.220 --> 01:15:19.142]  So it looks like it weighs more to charge you more.
[01:15:19.142 --> 01:15:20.983]  Wonder why Walmart's steak or chicken shrinks.
[01:15:23.815 --> 01:15:25.516]  Or they get the law changed.
[01:15:25.516 --> 01:15:29.760]  Was it 20 something years ago where they could go out?
[01:15:29.760 --> 01:15:32.622]  And before it was called racketeering.
[01:15:32.622 --> 01:15:45.813]  And they'll tell 10, 15 egg producers in a region, we're going to sign a contract from you for the next five years to buy your eggs at this amount.
[01:15:45.813 --> 01:15:49.876]  But at any time we want, we can get out of that contract.
[01:15:49.876 --> 01:15:50.597]  We're like, well, you know what?
[01:15:50.597 --> 01:15:51.597]  We just want to do it.
[01:15:51.597 --> 01:15:52.078]  It's great.
[01:15:53.166 --> 01:16:04.871]  And then they go to a whole bunch of producers, so there's a glut, and it produces so many eggs, they then come to them and say, you know what, we've decided you're the biggest manufacturer and the best.
[01:16:04.871 --> 01:16:19.017]  You're going to now do that, and our accountants say you can do it at this cost, where you make no money, but you don't violate the contract, and we're going to basically keep you at it.
[01:16:19.017 --> 01:16:20.398]  That's how Walmart operated.
[01:16:23.001 --> 01:16:26.123]  And then they get the cheapest eggs anybody's got.
[01:16:26.123 --> 01:16:47.135]  But once all the other egg producers are out of business, and once all the other businesses are out of business, and once the convenience store down the street is selling the same eggs Walmart's selling, and doesn't have a choice, and so they can't undercut Walmart, Walmart starts jacking up the prices.
[01:16:47.135 --> 01:16:47.556]  And guess what?
[01:16:47.556 --> 01:16:50.097]  The convenience store is happy because there's no competition anyways.
[01:16:50.097 --> 01:16:51.338]  They jack them up with Walmart.
[01:16:53.174 --> 01:16:57.815]  And then Walmart comes in through another subsidiary and buys out the gas station.
[01:16:57.815 --> 01:17:04.638]  And then the real rapin' starts.
[01:17:04.638 --> 01:17:11.960]  You see, Henry Ford had his problems, but he was a very smart man, and he wanted to build an economy that could buy his products.
[01:17:11.960 --> 01:17:15.361]  He wanted to industrialize North America.
[01:17:15.361 --> 01:17:21.983]  So he would sell Model Ts, where he made a nice profit, but where they were so affordable, his employees could buy one.
[01:17:23.038 --> 01:17:25.980]  And then buy all the accessories and everything else.
[01:17:25.980 --> 01:17:29.122]  And then they got to enjoy the open roads.
[01:17:29.122 --> 01:17:30.983]  They got to get to work faster.
[01:17:30.983 --> 01:17:37.587]  They got to... But he got a large part of their discretionary income forever.
[01:17:37.587 --> 01:17:40.669]  And they were loyal to him because he gave them employee discounts.
[01:17:40.669 --> 01:17:42.170]  That's a smart businessman.
[01:17:42.170 --> 01:17:44.291]  A win-win.
[01:17:44.291 --> 01:17:46.893]  Did it make him the richest industrialist at the time?
[01:17:46.893 --> 01:17:47.673]  Absolutely.
[01:17:47.673 --> 01:17:51.836]  But see, that's a win-win model where you give people a good deal, you take over.
