[00:00.000 --> 00:29.000]  Don't bother, they're here.
[1:12:11.000 --> 1:12:15.000]  Well, I mean, they're preparing mass graves, they're preparing forced inoculations,
[1:12:15.000 --> 1:12:18.000]  they're preparing under infra-guard lockdowns, under clergy response teams.
[1:12:18.000 --> 1:12:21.000]  You see, everybody's a bunch of followers in this country.
[1:12:21.000 --> 1:12:27.000]  When are we going to stand up? When are we going to affect change?
[1:12:27.000 --> 1:12:31.000]  All right, there's literally hundreds of hours of stuff like this that we're going through,
[1:12:31.000 --> 1:12:33.000]  because people do like to see stuff set in the past.
[1:12:33.000 --> 1:12:37.000]  So this is not fake, it's not CG, we said it all, and it's not hard.
[1:12:37.000 --> 1:12:40.000]  We don't even get the credit. I mean, this is all real.
[1:12:40.000 --> 1:12:42.000]  I mean, the globalists want to murder you,
[1:12:42.000 --> 1:12:45.000]  and they've got the Pentagon and all the major defense contractors at the top.
[1:12:45.000 --> 1:12:47.000]  The new war will be against humanity.
[1:12:47.000 --> 1:12:51.000]  They are Skynet. They believe they're the machines.
[1:12:51.000 --> 1:12:55.000]  Satan runs Skynet.
[1:12:55.000 --> 1:13:00.000]  The scientific dictatorship that I've been warning you about for 27 years
[1:13:00.000 --> 1:13:03.000]  has now gone from beta testing to operational.
[1:13:03.000 --> 1:13:07.000]  The globalists are out in the open with their planetary depopulation takeover,
[1:13:07.000 --> 1:13:09.000]  their robot takeover.
[1:13:09.000 --> 1:13:11.000]  But the good news is we've been working and you've been working,
[1:13:11.000 --> 1:13:15.000]  and others have been working across the planet for decades to get ready for this,
[1:13:15.000 --> 1:13:17.000]  to be able to find it off.
[1:13:17.000 --> 1:13:19.000]  Humanity is strong, we're incredible,
[1:13:19.000 --> 1:13:21.000]  and if we're aware of the attack that's happening,
[1:13:21.000 --> 1:13:23.000]  we have a real chance of defeating it.
[1:13:23.000 --> 1:13:25.000]  If we ask God for guidance, we will defeat it.
[1:13:25.000 --> 1:13:27.000]  So prayer is essential, research is essential,
[1:13:27.000 --> 1:13:29.000]  getting prepared is essential,
[1:13:29.000 --> 1:13:31.000]  and warning others is absolutely essential.
[1:13:31.000 --> 1:13:34.000]  And at the same time, supporting Info Wars
[1:13:34.000 --> 1:13:37.000]  by buying high-quality products to keep us on air is essential,
[1:13:37.000 --> 1:13:39.000]  because they're great products for you and your family,
[1:13:39.000 --> 1:13:41.000]  and they're also funding our operation.
[1:13:41.000 --> 1:13:46.000]  InfoWarsStore.com. InfoWarsStore.com is incredible.
[1:13:46.000 --> 1:13:48.000]  A lot of our products that have been sold out,
[1:13:48.000 --> 1:13:50.000]  because the supply chain breakdowns are back in like bodies,
[1:13:50.000 --> 1:13:52.000]  Vazo beats, and others.
[1:13:52.000 --> 1:13:54.000]  So get them today at InfoWarsStore.com,
[1:13:54.000 --> 1:14:23.000]  and I thank you for being part of the resistance.
[1:14:24.000 --> 1:14:26.000]  And he says it'll be whatever Pfizer cooks up
[1:14:26.000 --> 1:14:28.000]  and wants to put in your body.
[1:14:28.000 --> 1:14:30.000]  This is the Rockefeller Foundation.
[1:14:30.000 --> 1:14:32.000]  They developed this whole plan with Bill Gates.
[1:14:32.000 --> 1:14:34.000]  They're now implementing it,
[1:14:34.000 --> 1:14:36.000]  and now they've announced that U.S. policy is set
[1:14:36.000 --> 1:14:38.000]  by the private Rockefeller Foundation.
[1:14:38.000 --> 1:14:40.000]  Of course, the Rockefeller Foundation, by the 30s,
[1:14:40.000 --> 1:14:43.000]  was the main funder of Adolf, Alois Hitler,
[1:14:43.000 --> 1:14:45.000]  and the Eugenics at Cold Springs Harbor
[1:14:45.000 --> 1:14:47.000]  that trained the Coserville Home Institute in Germany.
[1:14:47.000 --> 1:14:49.000]  InfoWars will continue to set fast.
[1:14:49.000 --> 1:14:51.000]  They fight this, they don't know how long we can.
[1:14:51.000 --> 1:14:53.000]  The enemy's coming for us all now, and God bless, and good luck.
[1:14:53.000 --> 1:14:59.000]  I would begin to get right with God right now.
[1:14:59.000 --> 1:15:27.000]  You're listening to the Alex Jones Show.
[1:15:27.000 --> 1:15:44.000]  We are back live, ladies and gentlemen.
[1:15:44.000 --> 1:15:47.000]  And you know, you'd have a really entertaining show
[1:15:47.000 --> 1:15:49.000]  and be informative and important,
[1:15:49.000 --> 1:15:52.000]  but not as important if I just covered news like this.
[1:15:52.000 --> 1:15:55.000]  Biden just said he wants to ban handguns,
[1:15:55.000 --> 1:15:57.000]  there's another one.
[1:15:57.000 --> 1:15:58.000]  Such BS, Liar Joe Biden
[1:15:58.000 --> 1:16:00.000]  till CNN Town Hall Democrats
[1:16:00.000 --> 1:16:02.000]  never said defund the police, that's right.
[1:16:02.000 --> 1:16:06.000]  Tell his own vice president, fund the rioters.
[1:16:06.000 --> 1:16:09.000]  Joe Biden clarifies that he's not hiding people
[1:16:09.000 --> 1:16:11.000]  and sucking their blood.
[1:16:11.000 --> 1:16:13.000]  No, just sucking their future and aborting them.
[1:16:13.000 --> 1:16:15.000]  You're right, you're just killing kids,
[1:16:15.000 --> 1:16:17.000]  you're not sucking their blood.
[1:16:17.000 --> 1:16:26.000]  Sleepy Joe rambles about aliens and the man on the moon
[1:16:26.000 --> 1:16:28.000]  in shocking fiasco.
[1:16:28.000 --> 1:16:31.000]  We could talk about that all day long,
[1:16:31.000 --> 1:16:37.000]  but that's a diversion from the world government,
[1:16:37.000 --> 1:16:39.000]  the Fortune 100 through the big banks
[1:16:39.000 --> 1:16:41.000]  has created quadrillions,
[1:16:41.000 --> 1:16:43.000]  thousands of trillions in fake money
[1:16:43.000 --> 1:16:47.000]  and they look out at you owning your own house,
[1:16:47.000 --> 1:16:49.000]  you owning your own business, you having your own
[1:16:49.000 --> 1:16:50.000]  and they don't want that,
[1:16:50.000 --> 1:16:52.000]  they want to get rid of the economy
[1:16:52.000 --> 1:16:55.000]  and consolidate control with all the money they've got
[1:16:55.000 --> 1:16:57.000]  to do that, they've got to bankrupt you
[1:16:57.000 --> 1:16:59.000]  so you've got to sell.
[1:16:59.000 --> 1:17:03.000]  It's the old thing in the bank trying to bankrupt the farmers
[1:17:03.000 --> 1:17:05.000]  and you know, hoping that there's a drought,
[1:17:05.000 --> 1:17:07.000]  but imagine that on steroids
[1:17:07.000 --> 1:17:09.000]  and then steroids again and again and again.
[1:17:09.000 --> 1:17:14.000]  Imagine that up to the power of infinity
[1:17:14.000 --> 1:17:16.000]  and that's what they admit.
[1:17:16.000 --> 1:17:20.000]  You're non-essential, you're business, you're life.
[1:17:20.000 --> 1:17:23.000]  And so what did Klaus Schwab say?
[1:17:23.000 --> 1:17:24.000]  Guys, we have that clip.
[1:17:24.000 --> 1:17:26.000]  I was wondering if that clip was Klaus Schwab.
[1:17:26.000 --> 1:17:28.000]  The one we played a few weeks ago.
[1:17:28.000 --> 1:17:30.000]  We have it.
[1:17:30.000 --> 1:17:33.000]  Here's Klaus Schwab, ladies and gentlemen,
[1:17:33.000 --> 1:17:35.000]  who really is a supervillain,
[1:17:35.000 --> 1:17:36.000]  who really is a terrorist.
[1:17:36.000 --> 1:17:39.000]  And here he is just a month ago,
[1:17:39.000 --> 1:17:41.000]  saying, oh, you think the lockdowns have been bad.
[1:17:41.000 --> 1:17:43.000]  No, my pretty.
[1:17:43.000 --> 1:17:45.000]  I need more of a Russian accent than a German.
[1:17:45.000 --> 1:17:47.000]  I need to get better with my German.
[1:17:47.000 --> 1:17:50.000]  It is now time for you to understand
[1:17:50.000 --> 1:17:53.000]  that you will be taking microchips in World ID
[1:17:53.000 --> 1:17:58.000]  and you are, should we say, in money, since you.
[1:17:58.000 --> 1:18:01.000]  And then he goes on to say,
[1:18:01.000 --> 1:18:06.000]  if you'll sink, since it's been a problem with the COVID lockdown,
[1:18:06.000 --> 1:18:08.000]  which he later bragged was so good for the earth.
[1:18:08.000 --> 1:18:10.000]  Oh, it's so terrible.
[1:18:10.000 --> 1:18:12.000]  You don't like the COVID breakdown.
[1:18:12.000 --> 1:18:18.000]  Well, no, it's a cyber collab.
[1:18:18.000 --> 1:18:19.000]  But don't worry.
[1:18:19.000 --> 1:18:22.000]  You put them globally in charge of a World ID
[1:18:22.000 --> 1:18:23.000]  and an internet spill,
[1:18:23.000 --> 1:18:26.000]  which is he'll protect you from their own attacks.
[1:18:26.000 --> 1:18:27.000]  You're a damn teed.
[1:18:27.000 --> 1:18:28.000]  They're behind it all.
[1:18:28.000 --> 1:18:31.000]  So here is Glashvab.
[1:18:31.000 --> 1:18:38.000]  Still, pay insufficient attention to the frightening scenario
[1:18:38.000 --> 1:18:41.000]  of a comprehensive cyber attack,
[1:18:41.000 --> 1:18:45.000]  which would bring to a complete halt
[1:18:45.000 --> 1:18:51.000]  to the power supply, transportation, hospital services,
[1:18:51.000 --> 1:18:53.000]  our society as a whole.
[1:18:53.000 --> 1:18:58.000]  The COVID-19 crisis would be seen in this respect
[1:18:58.000 --> 1:19:06.000]  as a small disturbance in comparison to a major cyber attack.
[1:19:06.000 --> 1:19:12.000]  To use the COVID-19 crisis as a timely opportunity
[1:19:12.000 --> 1:19:16.000]  to reflect on the lessons of cyber.
[1:19:16.000 --> 1:19:21.000]  So use the COVID-19 crisis, which we instituted,
[1:19:21.000 --> 1:19:24.000]  to prepare for the cyber attack.
[1:19:24.000 --> 1:19:25.000]  This is coming.
[1:19:25.000 --> 1:19:28.000]  We will be your boss, though, when it happens.
[1:19:28.000 --> 1:19:29.000]  Yes, we get the power.
[1:19:29.000 --> 1:19:31.000]  You're not essential.
[1:19:31.000 --> 1:19:32.000]  Meanwhile, he writes books saying,
[1:19:32.000 --> 1:19:33.000]  oh, we need a great reset.
[1:19:33.000 --> 1:19:35.000]  Oh, we need to shut down the carbon.
[1:19:35.000 --> 1:19:36.000]  Oh, this is so great.
[1:19:36.000 --> 1:19:37.000]  This happened.
[1:19:37.000 --> 1:19:39.000]  And then it's their very corporations in the UN
[1:19:39.000 --> 1:19:41.000]  that put out the fear and the hysteria and hit the lockdown.
[1:19:41.000 --> 1:19:43.000]  They're the ones directing it publicly.
[1:19:43.000 --> 1:19:47.000]  And it's bemoaning the starvation.
[1:19:47.000 --> 1:19:50.000]  There's so much starvation around the world now
[1:19:50.000 --> 1:19:54.000]  that new lockdowns are needed.
[1:19:54.000 --> 1:19:56.000]  And I have trouble doing the Klaus Schwab accent.
[1:19:56.000 --> 1:20:01.000]  I have to work on my German accents.
[1:20:01.000 --> 1:20:02.000]  It's out of control.
[1:20:02.000 --> 1:20:03.000]  It's in your face.
[1:20:03.000 --> 1:20:06.000]  It's what's coming next.
[1:20:06.000 --> 1:20:07.000]  Really important article.
[1:20:07.000 --> 1:20:09.000]  I'm going to get posted on infowars.com.
[1:20:09.000 --> 1:20:10.000]  It's from zeroheads.com.
[1:20:10.000 --> 1:20:16.000]  Klaus Schwab, the humanist versus Klaus Schwab, the terrorists.
[1:20:16.000 --> 1:20:18.000]  And they're terrorizing people.
[1:20:18.000 --> 1:20:21.000]  They call for more lockdowns to get rid of the middle class.
[1:20:21.000 --> 1:20:25.000]  He says everything happening is good.
[1:20:25.000 --> 1:20:29.000]  Oh, I am very afraid that you're not going to be liking what happens
[1:20:29.000 --> 1:20:31.000]  when the cyber attack happens.
[1:20:31.000 --> 1:20:37.000]  Oh, you think you'll make room now?
[1:20:37.000 --> 1:20:43.000]  And the public just goes along with this, just bows down to this
[1:20:43.000 --> 1:20:46.000]  and it's so obvious, but it doesn't even need to be obvious.
[1:20:46.000 --> 1:20:48.000]  They admit they're doing it.
[1:20:48.000 --> 1:20:52.000]  They admit they're running it.
[1:20:52.000 --> 1:20:55.000]  But people don't want to admit that these are predators
[1:20:55.000 --> 1:20:56.000]  because it's too scary.
[1:20:56.000 --> 1:20:58.000]  It's, you know, oh, maybe a Muslim is a predator.
[1:20:58.000 --> 1:21:00.000]  Or we're taught men are predators or we're taught, you know,
[1:21:00.000 --> 1:21:02.000]  white people are really bad.
[1:21:02.000 --> 1:21:06.000]  But oh my gosh, Klaus Schwab and Henry Kissinger,
[1:21:06.000 --> 1:21:08.000]  these are good people.
[1:21:08.000 --> 1:21:11.000]  So let me take you to this point now.
[1:21:11.000 --> 1:21:16.000]  Schwab has been saying, this is imminent, the cyber attack
[1:21:16.000 --> 1:21:18.000]  will in civilization as we know it.
[1:21:18.000 --> 1:21:21.000]  I'm so sorry for you, but it is good to end it.
[1:21:21.000 --> 1:21:26.000]  And then we've got widespread outage disrupts major retail
[1:21:26.000 --> 1:21:33.000]  financial travel, NBC.
[1:21:33.000 --> 1:21:36.000]  Oracle Cloud Infrastructure website indicated that services
[1:21:36.000 --> 1:21:39.000]  were experiencing an ongoing issue, though it was not
[1:21:39.000 --> 1:21:41.000]  immediately clear the average was related.
[1:21:41.000 --> 1:21:45.000]  And it goes on to all this other stuff that's down.
[1:21:45.000 --> 1:21:47.000]  In fact, guys, when this printed, like I said about an hour ago,
