[00:00:01.000 --> 00:00:15.000]  Intro
[01:14:10.490 --> 01:14:13.490]  And they're the number one terrorist. And what is a terrorist? What is a white supremacist?
[01:14:13.490 --> 01:14:17.490]  Someone that questions open borders or elections or is white.
[01:14:17.490 --> 01:14:20.490]  Someone that doesn't like whites being called inherently evil because of what color they are.
[01:14:20.490 --> 01:14:25.490]  That's totally racist. They're the terrorists. They're everywhere. They're the bad ones.
[01:14:26.490 --> 01:14:33.490]  I mean, imagine it's making the American people who are smart but still only third dimensional on average.
[01:14:33.490 --> 01:14:36.490]  They're going to see that and become highly offended.
[01:14:39.490 --> 01:14:45.490]  Well, and let me just pause for a second here, Alex, because you've been on the front lines.
[01:14:45.490 --> 01:14:50.490]  We're basically like front lines berserkers here with tinnitus and limbs hanging off.
[01:14:50.490 --> 01:14:54.490]  But I mean, let's just pause for a second to reinforce positivity.
[01:14:54.490 --> 01:15:01.490]  We're going to win. Now, I'd like to have some self-preservation and not be destroyed in the process.
[01:15:01.490 --> 01:15:07.490]  But the people are going to win. Now, I would make the sports analogy like this, Alex.
[01:15:07.490 --> 01:15:11.490]  I'm desperate to win a Super Bowl. I'm desperate to win an NBA championship.
[01:15:11.490 --> 01:15:18.490]  But the other team has a play that they're going to run to score a touchdown or to score a basket.
[01:15:18.490 --> 01:15:21.490]  And so that's like what we see right now with the globalists.
[01:15:21.490 --> 01:15:27.490]  OK, they ran their pandemic play. Now they're getting ready to run their cyber attack, attack on the power grid play.
[01:15:27.490 --> 01:15:32.490]  So it's like we're just kind of sitting here in the huddle, you and me, the audience, the crew and other activists.
[01:15:32.490 --> 01:15:37.490]  And we're OK. How are we going to stop them to win? How are we going to stop them from winning on this play?
[01:15:37.490 --> 01:15:44.490]  We know the play they're going to run. What are we going to run defensively to protect ourselves from being defeated in this play?
[01:15:44.490 --> 01:15:48.490]  We're up against the break, Alex. Let's talk about this on the other side.
[01:15:48.490 --> 01:15:52.490]  It's the Alex Jones Show brought to you by InfoWarsStore.com. Keep this transmission on the air, folks.
[01:15:52.490 --> 01:15:58.490]  You don't get this information anywhere else like you do right here.
[01:15:58.490 --> 01:16:04.490]  Ladies and gentlemen, the truth, the solution is laying right there in front of you, hidden in plain view.
[01:16:04.490 --> 01:16:07.490]  Please listen to me in the next 60 seconds.
[01:16:07.490 --> 01:16:17.490]  If you go to Wikipedia, it has links to the UN's own website where they admit the number one cause of cognitive disability in the world is iodine deficiency.
[01:16:17.490 --> 01:16:31.490]  The number one preventable cause of intellectual disability is lack of real, pure iodine in the body as they bomb us with the bad halogens bromine, bromide, chlorine and so much more.
[01:16:31.490 --> 01:16:41.490]  Upwards of two billion people in a Lancet Medical Journal study in 2007 worldwide have cognitive disabilities because they don't have high quality iodine.
[01:16:41.490 --> 01:16:43.490]  Most iodine is bound to other elements. You don't absorb it.
[01:16:43.490 --> 01:16:49.490]  We have X3, all three types of good iodine together that supercharges your body.
[01:16:49.490 --> 01:16:55.490]  X3 is now back in stock at InfoWarsStore.com. It's been sold out for over six months for 25% off.
[01:16:55.490 --> 01:16:58.490]  X3, back in stock. Take action now. InfoWarsStore.com.
[01:16:59.490 --> 01:17:05.490]  TurboForce is back, sold out for eight months, and it's TurboForce Plus. We made it even stronger.
[01:17:05.490 --> 01:17:16.490]  The strongest long-term energy you're going to find anywhere. TurboForce is back in stock at InfoWarsStore.com or 888-253-3139.
[01:17:16.490 --> 01:17:24.490]  It's not just wide-spectrum natural herbs that time release over 10 hours. It should be called 10-hour energy.
[01:17:24.490 --> 01:17:35.490]  It has a bunch of vitamins and minerals and a bunch of other key things and amino acids that turbocharge everything and are good for your heart, your brain, your liver, you name it.
[01:17:35.490 --> 01:17:43.490]  It is the super fuel. RainForce Plus is great. RainForce Ultra is great. They're two different nootropics. They go good with this.
[01:17:43.490 --> 01:17:52.490]  But this is the King Kong. This is the boss. TurboForce, back in stock, discounted, InfoWarsStore.com.
[01:17:52.490 --> 01:17:56.490]  More power, more strength, more energy.
[01:18:22.490 --> 01:18:31.490]  Clean, healthy water whenever you want it, wherever you want it. Even if the water pressure goes out, the gravity-fed water filter has got you covered.
[01:18:31.490 --> 01:18:38.490]  Absolutely, and we couldn't do any of this without listener support.
[01:18:38.490 --> 01:18:43.490]  I was telling Greg earlier, we're like the real NPR, the real NPR of the base, right?
[01:18:43.490 --> 01:18:48.490]  So click that QR code right there on your screen right now. Take out your phone. Click that QR code.
[01:18:48.490 --> 01:18:52.490]  It will take you directly to InfoWarsStore.com. Buy something. Support the InfoWars.
[01:18:52.490 --> 01:18:56.490]  Keep Alex Jones, Lauren Troyer, Harrison Smith, Greg Reese, Adam King and the rest of us on air.
[01:18:56.490 --> 01:18:59.490]  Do it today. Do it now. Support the InfoWars.
[01:18:59.490 --> 01:19:07.490]  In the early 1900s, certain companies were off-gassing highly toxic fluoride gases into the atmosphere.
[01:19:07.490 --> 01:19:10.490]  The surrounding communities began to get sick.
[01:19:10.490 --> 01:19:20.490]  Laws were enacted to compel these corporations to install scrubbers to convert these gases into fluorosilicic acid, still highly toxic but containable.
[01:19:20.490 --> 01:19:26.490]  Now these companies had a stockpile of this poison, and there was no affordable way to dispose of it.
[01:19:26.490 --> 01:19:34.490]  Lucky for them, one of their major stockholders was also the Secretary of the Treasury, who was responsible for the public health service at the time.
[01:19:34.490 --> 01:19:43.490]  And by 1950, the U.S. government began buying this toxic, untreated industrial waste product and dumping it into our drinking water.
[01:19:43.490 --> 01:19:48.490]  Reputable studies show that it's causing various cancers and other disease.
[01:19:48.490 --> 01:19:54.490]  With the Alexa Pure Pro, you can have clean drinking water and a remedy to this madness.
[01:19:54.490 --> 01:19:58.490]  Available now at InfoWarsStore.com.
[01:19:59.490 --> 01:20:06.490]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:22.490 --> 01:20:27.490]  We're inside the New World Order now, and it's just going to get more insane from this point on.
[01:20:28.490 --> 01:20:37.490]  I really try my best to be completely honest and steadfast and love everybody who stands for freedom and have a Big Ten approach.
[01:20:37.490 --> 01:20:41.490]  But the globalists want to divide and conquer, and that's the name of their game.
[01:20:41.490 --> 01:20:46.490]  I want Schreuer riding shotgun with us here today, doing a great job.
[01:20:46.490 --> 01:20:51.490]  I want to get to the phone calls, but the point you just made is key before the break.
[01:20:51.490 --> 01:20:54.490]  I can sit here and tell people what's going to come next.
[01:20:55.490 --> 01:20:58.490]  And I can sit here and tell people what the enemy is planning for all of us.
[01:20:58.490 --> 01:21:02.490]  And we can sit here and watch it all come true because it's all I do is study them.
[01:21:02.490 --> 01:21:04.490]  We have all the top experts on and all these great callers.
[01:21:04.490 --> 01:21:10.490]  And yourself, when your head's in the game, you start to learn how it works.
[01:21:10.490 --> 01:21:13.490]  We don't just say these provocative things for attention.
[01:21:13.490 --> 01:21:15.490]  I mean, we really know the enemy.
[01:21:15.490 --> 01:21:20.490]  So we directly nailed it in the last two and a half years hundreds and hundreds of times.
[01:21:20.490 --> 01:21:22.490]  We'll bore you with the clips if you like.
[01:21:22.490 --> 01:21:23.490]  They're getting them right now.
[01:21:23.490 --> 01:21:24.490]  You've all heard it.
[01:21:24.490 --> 01:21:27.490]  They're going to do power grid attacks in the right wing, quote, with the Russians.
[01:21:27.490 --> 01:21:29.490]  Now, two things are happening.
[01:21:29.490 --> 01:21:33.490]  Either I've learned their complete battle plan by studying them, or they're doing what I say.
[01:21:33.490 --> 01:21:34.490]  That's a good idea.
[01:21:34.490 --> 01:21:35.490]  No, they're not.
[01:21:35.490 --> 01:21:37.490]  They're like, oh, that's a good idea, Alex.
[01:21:37.490 --> 01:21:39.490]  No, they blame everything on us.
[01:21:39.490 --> 01:21:42.490]  They don't come out first and say, oh, the right wing's going to do it.
[01:21:42.490 --> 01:21:45.490]  First, they introduce, oh, the power grid is going to go down.
[01:21:45.490 --> 01:21:51.490]  We may have to turn off the Internet to save the power grid because the hackers are going to attack the power grid through the Internet.
[01:21:51.490 --> 01:21:54.490]  We'll shut the Web off to save it and just get used to it.
[01:21:54.490 --> 01:21:55.490]  We shut the Web off.
[01:21:55.490 --> 01:21:56.490]  We won.
[01:21:56.490 --> 01:21:57.490]  We have a new Web ID.
[01:21:57.490 --> 01:22:02.490]  It's all set up and ready to just accept it, and everybody get on board, and we can lay you back on the Internet.
[01:22:02.490 --> 01:22:04.490]  But those that don't, you can be hackers.
[01:22:04.490 --> 01:22:05.490]  We can't let you on.
[01:22:05.490 --> 01:22:06.490]  Okay, see how it works?
[01:22:06.490 --> 01:22:10.490]  So it's all just very one, two, three, four, five, six, seven, eight, nine, 10.
[01:22:10.490 --> 01:22:14.490]  The numbers are just how they walk this dog out.
[01:22:14.490 --> 01:22:17.490]  This dog and pony show is so simple.
[01:22:17.490 --> 01:22:20.490]  Once you're conscious and realize they're the bad guys in control.
[01:22:20.490 --> 01:22:22.490]  And then they brag about it.
[01:22:22.490 --> 01:22:27.490]  So now they have openly said what I said they would do when they're getting ready to do it.
[01:22:27.490 --> 01:22:32.490]  I don't know if it's this month or next year up for the election, but Owen brought up the key here, though.
[01:22:32.490 --> 01:22:33.490]  Okay, so we know they're doing it.
[01:22:33.490 --> 01:22:34.490]  We know they're behind it.
[01:22:34.490 --> 01:22:35.490]  We know they're playing.
[01:22:35.490 --> 01:22:36.490]  We have their damn playbook.
[01:22:36.490 --> 01:22:42.490]  And so we have the playbook, so we know by the formation they're putting out what play they're going to run unless they do a trick play.
[01:22:42.490 --> 01:22:46.490]  Because they could always know we got their playbook, make it look like one formation or another play.
[01:22:46.490 --> 01:22:51.490]  But the issue here is they think we're so dumb, and they're also such a big organization.
[01:22:51.490 --> 01:22:52.490]  They don't usually do trick plays.
[01:22:52.490 --> 01:22:57.490]  They just go with what they're preprogramming, and then they stick with that narrative.
[01:22:57.490 --> 01:23:00.490]  But they could do trick plays every once in a while they do.
[01:23:00.490 --> 01:23:03.490]  So, Owen, how do you think we stop this?
[01:23:03.490 --> 01:23:06.490]  Instead of just sitting here and watching the train wreck, there's time to stop it.
[01:23:06.490 --> 01:23:07.490]  Listeners share this info.
[01:23:07.490 --> 01:23:09.490]  They make it the top story.
[01:23:09.490 --> 01:23:10.490]  Other people get on board.
[01:23:10.490 --> 01:23:15.490]  I mean, yes, that's what we're good at is creating the first analysis and the talking points that are reality-based.
[01:23:15.490 --> 01:23:17.490]  The counter to the big lies.
[01:23:17.490 --> 01:23:20.490]  But what else do you think we should ask listeners this question?
[01:23:20.490 --> 01:23:22.490]  Because we're on this topic, folks.
[01:23:22.490 --> 01:23:23.490]  I loaded the phones up.
[01:23:23.490 --> 01:23:24.490]  I want to be clear.
[01:23:24.490 --> 01:23:29.490]  We're on the topic of the cybersecurity attack and right-wing false flags, how they're going to blame us.
[01:23:29.490 --> 01:23:32.490]  That's what we're talking about if you called in.
