[00:00.000 --> 00:26.000]  Infowars, the most banned network in the world.
[1:19:44.000 --> 1:19:51.000]  and I want to thank you for your support over the years because without you all of the great success we have had together would not have happened.
[1:19:51.000 --> 1:19:55.000]  We are the tip of the spear, you are the tip of the spear and I salute you and thank you.
[1:19:55.000 --> 1:20:24.000]  This is info wars store.com today.
[1:20:25.000 --> 1:20:38.000]  Now you're saying it sometimes, you better let me live somewhere, hide what you have to hide.
[1:20:38.000 --> 1:20:42.000]  Final segment with my good friend Robert Barnes at the Alice Jones show.
[1:20:42.000 --> 1:20:54.000]  And then two different special guests, Dr. Peter McCullough and his colleague John Leake will be joining us in studio the next hour and a half with bombshell information
[1:20:54.000 --> 1:20:57.000]  because this is their world government takeover using COVID-19.
[1:20:57.000 --> 1:21:02.000]  It is their wedge, their tip of the spear and we must know the new lockdowns are planned.
[1:21:02.000 --> 1:21:05.000]  We've got to keep hammering getting people ready to stop it.
[1:21:05.000 --> 1:21:08.000]  This is the world government system. This is the biomedical tyranny.
[1:21:08.000 --> 1:21:17.000]  Robert Barnes shifting into any other comments on the Ministry of Truth and then the inflation, how things are going for Biden, the puppet,
[1:21:17.000 --> 1:21:22.000]  what you're expecting for the midterms, Ukraine, all of that ties together, Robert Barnes.
[1:21:22.000 --> 1:21:25.000]  Yeah, I mean, the amount of fake news coming out about Ukraine is striking.
[1:21:25.000 --> 1:21:38.000]  I mean, they actually apparently Zelensky ordered those neo-Nazis at the Assoff Italian that were in that steel factory in Mariupol to stay put until the Eurovision Song Contest could end
[1:21:38.000 --> 1:21:41.000]  because they were hopeful that apparently had been rigged to make sure Ukrainian won.
[1:21:41.000 --> 1:21:44.000]  And of course, when the Ukrainian won, they couldn't help themselves.
[1:21:44.000 --> 1:21:49.000]  They're like Dr. Strangelove and at the end, which is, you know, can't stop the arm from coming up.
[1:21:49.000 --> 1:21:56.000]  They actually did a Nazi salute, an actual live Nazi salute on Eurovision Song in the name of Ukraine with Slava Ukraine,
[1:21:56.000 --> 1:22:02.000]  which is what the Nazi aligned Ukrainians used to use when they were killing Poles and Jews in during World War Two.
[1:22:02.000 --> 1:22:06.000]  And what's really happening is the Russians are dominating on the ground.
[1:22:06.000 --> 1:22:08.000]  You're getting fake news from the whole Kagan family.
[1:22:08.000 --> 1:22:12.000]  They have Institute for Study of War and a lot of these fake accounts.
[1:22:12.000 --> 1:22:18.000]  People are discovering that a lot of the so-called military experts on Fox News and on social media and everywhere else,
[1:22:18.000 --> 1:22:22.000]  that they're as reliable as all the public health experts were during the pandemic.
[1:22:22.000 --> 1:22:24.000]  They're just complete frauds.
[1:22:24.000 --> 1:22:26.000]  They just spread propaganda lies.
[1:22:26.000 --> 1:22:30.000]  And what's really happening is that Russia's winning the war on the ground.
[1:22:30.000 --> 1:22:32.000]  But they're not just winning the war on the ground.
[1:22:32.000 --> 1:22:37.000]  There were probably about a month away from that Russians completely taking control of the eastern region,
[1:22:37.000 --> 1:22:41.000]  Donbas region and the Harrison region of Ukraine.
[1:22:41.000 --> 1:22:43.000]  They'll probably go into Odessa.
[1:22:43.000 --> 1:22:47.000]  They'll take where all the gas is, where all the industry is, where all the Russian population is,
[1:22:47.000 --> 1:22:49.000]  where all the seaside land is.
[1:22:49.000 --> 1:22:55.000]  So that Ukraine will end up a landlocked piece of property that will just continue to be a great reset colony,
[1:22:55.000 --> 1:22:57.000]  but with a much smaller share of the population.
[1:22:57.000 --> 1:23:04.000]  While Zelensky will hop out to Hollywood and start doing TV deals and reality shows with Sean Penn and Angelina Jolie.
[1:23:04.000 --> 1:23:10.000]  And we live in a very interesting world where we can wage war on scale on that kind of size.
[1:23:10.000 --> 1:23:20.000]  I mean, Zelensky makes a volunteer appearance at Khan Film Festival and all of them are up there cheering, clapping like seals for this complete corrupt grifter.
[1:23:20.000 --> 1:23:23.000]  So that's basically what's happening with Ukraine.
[1:23:23.000 --> 1:23:24.000]  On the economic front, you're right.
[1:23:24.000 --> 1:23:27.000]  I mean, basically inflation continues unabated.
[1:23:27.000 --> 1:23:29.000]  The Fed is in a catch-22 position.
[1:23:29.000 --> 1:23:31.000]  They want to break inflation.
[1:23:31.000 --> 1:23:33.000]  In order to do so, they have to raise interest rates.
[1:23:33.000 --> 1:23:36.000]  The more they raise interest rates, the more they sink the stock market and the housing market.
[1:23:36.000 --> 1:23:42.000]  So we're looking at gas of $10 a gallon in the United States already above that, certain parts of the world.
[1:23:42.000 --> 1:23:47.000]  And then it's a totally, as you were pointing out at the top of the show, it's an unnecessary famine that they're inducing.
[1:23:47.000 --> 1:23:49.000]  This is part of the whole great reset agenda.
[1:23:49.000 --> 1:23:56.000]  And it's an artificial famine between all the lockdowns that happened over the last two years, plus what they're doing with Russia.
[1:23:56.000 --> 1:23:59.000]  Russia's going to have a boom wheat crop this year.
[1:23:59.000 --> 1:24:05.000]  And they've said so, but they're not being allowed to transport that wheat to the areas that need it.
[1:24:05.000 --> 1:24:06.000]  This is insanity.
[1:24:06.000 --> 1:24:10.000]  I mean, I get, you know, and again, it's all part of the same thing.
[1:24:10.000 --> 1:24:12.000]  Why do we have some of this war agenda?
[1:24:12.000 --> 1:24:14.000]  Why do we have some of the pandemic agenda?
[1:24:14.000 --> 1:24:19.000]  Why do we have some of the what's happening on the economy and inflation and food and fuel?
[1:24:19.000 --> 1:24:21.000]  It's because they want to shrink the population.
[1:24:21.000 --> 1:24:23.000]  I mean, Bill Gates has been clear about this.
[1:24:23.000 --> 1:24:25.000]  He wants a lot of us to be dead.
[1:24:25.000 --> 1:24:29.000]  He wants fewer so that they can hoard what's left of the resources.
[1:24:29.000 --> 1:24:33.000]  It's a bad Malthusian math, but they're doing it all over again.
[1:24:33.000 --> 1:24:36.000]  And the consequences of it is we are being put at risk.
[1:24:36.000 --> 1:24:49.000]  And they want to take what the FDA has done with unelected complete control over the medical health of our country under the guise of emergency powers that are being misused and abused in order to do so.
[1:24:49.000 --> 1:24:53.000]  Even though they've been exposed by the whistleblower that I represent in the case in Beaumont, Texas.
[1:24:53.000 --> 1:25:01.000]  In fact, we'll have a hearing next week in Beaumont, Texas, because Pfizer and all the corporate lawyers are coming in and they're saying, well, no discovery, judge.
[1:25:01.000 --> 1:25:03.000]  Well, we need to stay that for a little while.
[1:25:03.000 --> 1:25:08.000]  We can't allow Mr. Barnes or anyone else to be poking into what we got buried back there.
[1:25:08.000 --> 1:25:11.000]  And so we have as a Bill Gates driven agenda.
[1:25:11.000 --> 1:25:19.000]  And we got this guy that his family comes up within the eugenics movement, within the Planned Parenthood movement, within all that.
[1:25:19.000 --> 1:25:24.000]  I mean, notice one of the few times the guys ever said anything publicly about a specific political issue was Roe v. Wade.
[1:25:24.000 --> 1:25:29.000]  And they're trying to stop Roe v. Wade from getting reversed by these threats on justices.
[1:25:29.000 --> 1:25:37.000]  Now, six Supreme Court justices are having to get special security protocols because their lives have been threatened with a credible threat.
[1:25:37.000 --> 1:25:43.000]  I mean, both of us have dealt with credible threats in order for a threat to reach that level.
[1:25:43.000 --> 1:25:50.000]  That means it's so serious, so significant, someone who can execute it, that they're having to assign special security above and beyond the norm.
[1:25:50.000 --> 1:25:56.000]  And why? Because they need abortion as part of this broader global population control agenda.
[1:25:56.000 --> 1:26:04.000]  It's all about control at the end of the day. They're trying to do, but now they're losing control politically because the ordinary everyday person rejects it.
[1:26:04.000 --> 1:26:10.000]  The ordinary everyday person doesn't want wokeness, doesn't want these lockdowns, doesn't want pandemic policies like we've had.
[1:26:10.000 --> 1:26:14.000]  That was my next question here in the three minutes we have left.
[1:26:14.000 --> 1:26:22.000]  The entire globalist program is falling apart. They admit that the more they double down the Star Wars line, the tighter you squeeze, the more star systems will slip through your fingers.
[1:26:22.000 --> 1:26:29.000]  That's happening. So where do you see these trajectories of a public that's waking up and won't give up, but an establishment that won't back down?
[1:26:29.000 --> 1:26:31.000]  What do you see unfolding there?
[1:26:31.000 --> 1:26:34.000]  Well, we're going to see more conflicts like the Russia-Ukraine conflict.
[1:26:34.000 --> 1:26:43.000]  In other words, with Russia, we're seeing that it ended up resulting in military war between, you know, you have Putin in Russia who's anti-globalist in their agenda, their goals.
[1:26:43.000 --> 1:26:45.000]  He only cares about Russia. He doesn't care about anything else.
[1:26:45.000 --> 1:26:55.000]  And when globalists became, in his mind, an imminent threat to the well-being of Russia, he decided that their project, their anti-Russia project in Ukraine, he was willing to wage war over.
[1:26:55.000 --> 1:27:03.000]  And so I think you're going to see more, hopefully it stays nonviolent, political conflict in the rest of the world, but that political conflict is only going to escalate.
[1:27:03.000 --> 1:27:07.000]  It's not going to de-escalate because you're right. They're going to get more and more desperate.
[1:27:07.000 --> 1:27:12.000]  I mean, is it a coincidence? We suddenly see another monkey pox pandemic supposedly coming.
[1:27:12.000 --> 1:27:16.000]  I mean, that's not a coincidence. They're going to keep rolling these out one after the other after the other.
