[00:00.000 --> 00:10.000]  When I grow up I want to be a rock star!
[01:25:54.000 --> 01:26:06.000]  This is Cavistock Institute breakdown of civilization. This is brutal. So that's coming up as well next segment. But first, we got a big blitz next segment.
[01:26:06.000 --> 01:26:18.000]  Then your calls start at least two packages into the Pentagon suspect to contain Ryerson, the deadly neurotoxin poison officials say at least two packages into the Pentagon are suspect to be hitting Ryerson.
[01:26:18.000 --> 01:26:27.000]  A Pentagon spokesman confirmed to Fox News today. The packages never made them to into the Pentagon, but were flagged in a mail delivery building next door.
[01:26:27.000 --> 01:26:39.000]  The spokesman said the FBI has led the investigation. Officials told Fox News on Monday, the Pentagon force protection agency detected a suspicious substance during mail screening.
[01:26:39.000 --> 01:26:48.000]  The Pentagon's remote screening facility. Colonel Robert Manning said in the statement, the envelopes were taken by the FBI this morning for further analysis.
[01:26:48.000 --> 01:26:55.000]  All USPS mail received of the Pentagon mail screening facility is currently under quarantine and pose no threat to the Pentagon personnel.
[01:26:55.000 --> 01:27:01.000]  Wonder who it was getting mailed to. Ryerson is a poison that can take several different forms, but it's purified powder can be deadly.
[01:27:01.000 --> 01:27:15.000]  It's also one of the easiest poisons of manufacture. In June, Wisconsin mom was accused of spreading ISIS propaganda online, putting direction directing one person how to make Ryerson how to deploy it in a government facility or water reservoir.
[01:27:15.000 --> 01:27:19.000]  The same month, an Islamic extremist Ryerson attack planned for Germany was foiled.
[01:27:19.000 --> 01:27:31.000]  And remember, we should get McAfee back on. He found out that the Belizean government was giving Hezbollah passports into the US and that they were producing Ryerson there.
[01:27:31.000 --> 01:27:38.000]  And I didn't think he was lying, but two years after he said it here, it came out in the news that he was going on. I was blown away.
[01:27:38.000 --> 01:27:48.000]  So I would say Islamic, it will be the main culprit or some leftist false flag. We're not sure we will follow that as it unfolds, obviously here.
[01:27:48.000 --> 01:27:56.000]  We're going to go to break. You can still use PayPal. And I guess my lawyer is saying, no, keep it up there. Don't stop using it. We're filing an injunction.
[01:27:56.000 --> 01:28:03.000]  That's the whole point of it. So as long as PayPal works, it comes through. We'll process it and ship you your order at infowarstore.com.
[01:28:03.000 --> 01:28:09.000]  You don't have to use PayPal if you don't want. We have other payment systems at infowarstore.com as well.
[01:28:09.000 --> 01:28:18.000]  But obviously, we're the tip of the spear. We're having a big effect. We're covering real issues. We're relaunching Americana. The country's coming back from the dead.
[01:28:18.000 --> 01:28:28.000]  And the globalists want us shut down. So your financial support isn't just appreciated. It's essential. It's absolutely a must.
[01:28:28.000 --> 01:28:32.000]  And we've got great products you need. Let me tell you, this has been a year in development.
[01:28:32.000 --> 01:28:40.000]  Mood and stress takes the known concentrated organic herbs for mood and smooth energy and so much more.
[01:28:40.000 --> 01:28:45.000]  And every formula is different for different people. So try it. See how you like it. But I think folks are going to love it.
[01:28:45.000 --> 01:28:50.000]  It's 50% off out of the gates because I want you to try it and see how amazing it is.
[01:28:50.000 --> 01:29:03.000]  It's something that I definitely like to take in the evening to smooth things out. We'll be back.
[01:29:20.000 --> 01:29:31.000]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:29:31.000 --> 01:29:36.000]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[01:29:36.000 --> 01:29:41.000]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[01:29:41.000 --> 01:29:46.000]  Don't just take my word for it. Check out all of the success stories at hbextract.com
[01:29:46.000 --> 01:29:53.000]  to order. Call 866-295-5305. That's 866-295-5305.
[01:29:53.000 --> 01:29:58.000]  Hbextract.com. Don't risk it when you can take charge of it.
[01:29:58.000 --> 01:30:04.000]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[01:30:04.000 --> 01:30:07.000]  Ultimate bone broth.
[01:30:07.000 --> 01:30:14.000]  InfoWarsLife is proud to bring you a powerhouse boobop formula to help push you to your limits.
[01:30:14.000 --> 01:30:20.000]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth,
[01:30:20.000 --> 01:30:26.000]  one of the most popular health trends on the planet. Built with more than seven different superfoods and crucial compounds,
[01:30:26.000 --> 01:30:31.000]  Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments,
[01:30:31.000 --> 01:30:35.000]  while also supporting your body's fight against free radicals.
[01:30:35.000 --> 01:30:41.000]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root,
[01:30:41.000 --> 01:30:47.000]  chaga mushroom, goji berry powder, bee pollen and alfalfa herb powder to support your body.
[01:30:47.000 --> 01:30:51.000]  It's time to experience what Ultimate Bone Broth can do for you.
[01:30:51.000 --> 01:31:12.000]  Get a bottle of the all-new version of a fan favorite product today at InfoWarsStore.com.
[01:31:22.000 --> 01:31:26.000]  Simply put, if you want the best at an extremely low price, this is it.
[01:31:26.000 --> 01:31:30.000]  Winter Sun is the result of our pursuit of the best source of Vitamin D3.
[01:31:30.000 --> 01:31:35.000]  The research and development took over two years, but the result, as verified by independent laboratories,
[01:31:35.000 --> 01:31:39.000]  is the best vegan Vitamin D3 product in the world.
[01:31:39.000 --> 01:31:44.000]  Read the facts at InfoWarsLife.com about Winter Sun Vitamin D3.
[01:31:44.000 --> 01:31:50.000]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[01:31:50.000 --> 01:31:52.000]  This is something the globalists are targeting.
[01:31:52.000 --> 01:32:21.000]  Visit InfoWars.com today or call 888-253-3139.
[01:32:22.000 --> 01:32:27.000]  Get chemicals in the food and water to fight back against the modern-day lifestyle with the screen time
[01:32:27.000 --> 01:32:33.000]  and the extended hours to still have the stamina and endurance, energy and drive to get to the gym,
[01:32:33.000 --> 01:32:38.000]  get to the park and get exercise that you need for your health.
[01:32:38.000 --> 01:32:42.000]  So go to InfoWarsStore.com and get SuperMailVitality before it's gone.
[01:32:42.000 --> 01:32:46.000]  This is actually our last run of SuperMailVitality.
[01:32:46.000 --> 01:32:51.000]  So I want you to experience SuperMailVitality before it's too late.
[01:32:51.000 --> 01:32:57.000]  Release the SuperMail in you with SuperMailVitality from InfoWarsStore.com.
[01:33:01.000 --> 01:33:04.000]  You're listening to the Alex Jones Show.
[01:33:04.000 --> 01:33:11.000]  If you are receiving this transmission, you are the resistance.
[01:33:11.000 --> 01:33:20.000]  From the front lines of the Information War, it's Alex Jones.
[01:33:20.000 --> 01:33:25.000]  Well, we're 35 days out from this incredibly historic event.
[01:33:25.000 --> 01:33:35.000]  And things are heating up. You've got Christine Blasey Ford, their entire family being high level CIA,
[01:33:35.000 --> 01:33:45.000]  her co-authoring top papers at Stanford in DARPA's CIA funded projects on implanting false memories
[01:33:45.000 --> 01:33:49.000]  and mind control under a larger direction.
[01:33:49.000 --> 01:33:56.000]  For human experimentation and torture, it's unbelievable.
[01:33:56.000 --> 01:34:01.000]  So we're going to be looking more at that. This is incredible.
[01:34:01.000 --> 01:34:09.000]  The full article, Christine Blasey Ford ran mass hypnotic inductions to implant false memories
[01:34:09.000 --> 01:34:12.000]  on psychiatric participants.
[01:34:12.000 --> 01:34:19.000]  I'll cover this more at the bottom of the next hour after we take calls.
[01:34:19.000 --> 01:34:26.000]  But I went over the L.A. Times in psychology today. Did you know Theodore Kaczynski?
[01:34:26.000 --> 01:34:30.000]  The Unabomber was in the MK Ultra Mind Control Program?
[01:34:30.000 --> 01:34:38.000]  Oh, did you know that the Aurora shooter was? That was in the mainstream days?
[01:34:38.000 --> 01:34:43.000]  His psychiatrist was the former head of Air Force psychiatric operations.
[01:34:43.000 --> 01:34:49.000]  His father, a colonel, also in the Air Force assigned to NASA in space command,
