[00:00:04.133 --> 00:00:04.353]  Wow!
[01:39:27.946 --> 01:39:33.810]  And we need to institutionalize the changes so the successor just doesn't walk in and then undo everything.
[01:39:34.650 --> 01:39:40.195]  That's very important because the country's going to live a lot longer than Bruce Fine or Alex Jones and anyone else.
[01:39:40.195 --> 01:39:43.317]  We have to be concerned with our posterity as well.
[01:39:43.317 --> 01:39:47.340]  Not just, okay, we had this white shining moment for four years and went away.
[01:39:47.340 --> 01:39:48.221]  Well, fine.
[01:39:48.221 --> 01:39:51.643]  It's like the Aurora Borealis, you know, shines once and then goes away.
[01:39:51.643 --> 01:39:56.347]  We've got to understand that the reason why Alex Jones and Bruce Fine are enjoying freedoms
[01:39:56.627 --> 01:39:59.189]  Because hundreds of years ago, people sacrificed.
[01:39:59.189 --> 01:40:00.250]  They fought hard.
[01:40:00.250 --> 01:40:02.572]  We need to institutionalize liberty.
[01:40:02.572 --> 01:40:09.498]  We can't trust that George Washington will occupy the presidency forever, or that James Madison will be writing the Bill of Rights.
[01:40:09.498 --> 01:40:15.462]  We have to plan that government will be largely populated by knaves, and therefore let's build these institutions.
[01:40:15.462 --> 01:40:17.084]  That's why we have freedom today.
[01:40:17.084 --> 01:40:18.165]  They had that foresight.
[01:40:18.165 --> 01:40:19.426]  They made the sacrifices.
[01:40:19.426 --> 01:40:20.747]  We have to do the same now.
[01:40:21.367 --> 01:40:22.108]  We're good to go.
[01:40:40.510 --> 01:40:50.081]  I know talking to some people in Washington, the word is there's a lot of suppressed technology that's seen as disruptive that the regulators have also blocked because it was done through university research.
[01:40:50.081 --> 01:40:52.765]  The government claims it owns it and has shelved it.
[01:40:52.765 --> 01:40:57.851]  The word is Trump is also getting ready to just start dumping massive technology out on the market.
[01:40:59.215 --> 01:41:13.734]  Well, listen, that would be great, and I think that, because if you look at the history of economic prosperity and innovation, Alex, it comes by, not by at the increment, you know, saving a few pennies, it comes from what Jim Pater called the
[01:41:14.215 --> 01:41:14.875]  I'm good to go.
[01:41:30.666 --> 01:41:33.827]  You know, and it's much, people have much greater access to it.
[01:41:33.827 --> 01:41:36.368]  So, we need to get the government out of the way.
[01:41:36.368 --> 01:41:47.992]  I mean, one of the things I'm worried about is if the government's going to get into the regulating, under the name of cyberspace or cybersecurity, then they're going to be telling everybody, well, this is what you can do to encrypt XYZ and you have to... That's right.
[01:41:47.992 --> 01:41:54.454]  That's another angle we've got to watch with Trump, because he's got good advisors, but I don't think he's very tech savvy.
[01:41:54.454 --> 01:41:58.596]  We could lose our free speech by way of, quote, as you said, cybersecurity.
[01:41:59.181 --> 01:42:00.683]  Yeah, absolutely.
[01:42:00.683 --> 01:42:01.424]  We could use that.
[01:42:01.424 --> 01:42:09.456]  I mean, we already had an instance where the FBI was telling Apple, you know, you need to develop software in order to help us break into your system.
[01:42:09.456 --> 01:42:13.181]  I mean, you're forcing a company to become an agent of the federal government.
[01:42:13.181 --> 01:42:15.625]  And having worked in the government, Alex, I tell you,
[01:42:16.005 --> 01:42:29.945]  The technology is like five generations behind time because the government does not attract the best and the brightest, the people who are comfortable with suffocating regulations that fit for a five-year-old.
[01:42:29.945 --> 01:42:33.029]  So the people who are really gifted, and because you can't pay them anything,
[01:42:33.209 --> 01:42:33.850]  We're good to go.
[01:42:57.311 --> 01:43:00.732]  With pencils being used to write down the information!
[01:43:00.732 --> 01:43:02.252]  I think, really?
[01:43:02.252 --> 01:43:04.853]  Our immigration, we have postcards with pencils?
[01:43:04.853 --> 01:43:06.914]  That was like a hundred years out of date?
[01:43:06.914 --> 01:43:11.555]  And all the computers were way, way behind what the modern technology was?
[01:43:11.555 --> 01:43:16.256]  And so, if we have the government in the cyberspace, we are going to be third rate!
[01:43:16.256 --> 01:43:19.777]  You know, it always will be way, way behind.
[01:43:19.777 --> 01:43:25.998]  And that's why, when you describe, well, the government doesn't want to permit the private sector to do XYZ, because it can destroy our
[01:43:25.998 --> 01:43:27.919]  You're upset some government program.
[01:43:27.919 --> 01:43:28.179]  Sure.
[01:43:28.179 --> 01:43:29.479]  We've got to get the government out of that.
[01:43:29.479 --> 01:43:30.099]  And you're right.
[01:43:30.099 --> 01:43:53.746]  Even if he himself isn't tech savvy, I think he understands even being in real estate, you know, what marvelous advantages that come because he's got all sorts of gadgets he can put in his real estate building that turn the temperature on time, they put the Starbucks coffees on time, and they regulate everything, and the security is better because you've got many, many ways to prevent any kind of trespassing and all those sorts of things.
[01:43:53.766 --> 01:43:58.734]  And then again, government wants back doors and all of it to spy, which is unconstitutional.
[01:43:58.734 --> 01:44:08.088]  Plus, street hackers are better than the government every time, on average, and end up using that to make these entire systems that would make us safer, make us completely penetrated.
[01:44:08.803 --> 01:44:09.583]  Yeah, exactly.
[01:44:09.583 --> 01:44:11.564]  That's what you, we actually built in a backdoor.
[01:44:11.564 --> 01:44:18.286]  I can guarantee you that backdoor will be known to every hacker in the world far faster than the government will be able to use the darn thing.
[01:44:18.286 --> 01:44:30.330]  But all I'm saying is that these are the kinds of things that say we need to institutionalize and that's what, and I urge Mr. Trump to think about ways that it's more than just his unilateral decision.
[01:44:30.330 --> 01:44:34.251]  We need the executive branch as a bureaucracy to embrace these things.
[01:44:34.251 --> 01:44:36.692]  So when he's gone, he has to persist.
[01:44:36.932 --> 01:44:46.517]  He said we're going to devolve this back to the people and back to the states, and we're going to have 50 states that compete with each other now, and we're not going to have one-sided trade deals, which it's so true.
[01:44:46.517 --> 01:44:49.198]  These trade deals are not, you know, free trade deals.
[01:44:49.198 --> 01:44:52.880]  They're all done with a bureaucratic class to pick the winners and losers.
[01:44:52.880 --> 01:44:57.242]  I'm all for real free trade, but I got to tell you, you know, it's not free trade.
[01:44:57.242 --> 01:45:03.565]  As you know, when China has a lower corporate tax than ours, do you support, obviously, equalizing the global corporate tax?
[01:45:04.967 --> 01:45:09.551]  Well, the fact is, Alex, you know, there's never going to be perfect equality.
[01:45:09.551 --> 01:45:10.993]  Sure, never is.
[01:45:10.993 --> 01:45:12.174]  There's not going to be.
[01:45:12.174 --> 01:45:17.999]  Because every country has different welfare, they've got different educational systems, environmental standards, infrastructure.
[01:45:17.999 --> 01:45:27.368]  So, you know, it's kind of a... But we do know this about how the process works in negotiating the trade deals.
[01:45:27.948 --> 01:45:29.650]  It's crony capitalism.
[01:45:29.650 --> 01:45:38.918]  The people who end up writing the fine print, who gets the benefits and who doesn't, are the ones who write out the big checks.
[01:45:38.918 --> 01:45:44.423]  And all Trump's saying is, we're going to write this in America and in Congress and in the states.
[01:45:44.423 --> 01:45:46.725]  We're not going to hand it to some secret TPP.
[01:45:46.725 --> 01:45:48.486]  Let's say it was the best thing since sliced bread.
[01:45:48.486 --> 01:45:51.129]  It was done in secret and you're going to dictate to us?
[01:45:51.129 --> 01:45:52.470]  That sounds worse than King George.
[01:45:53.402 --> 01:46:07.053]  It is, and not only that, Alex, the way in which the statutes operate is that once the President submitted it, it has the so-called fast track, which is another euphemism for Mussolini-type of tactics in the Italian Parliament.
[01:46:07.053 --> 01:46:14.579]  They take a thousand-page document and say, okay, you have a maximum of ten hours to debate it.
[01:46:14.579 --> 01:46:17.161]  Ten hours, and it automatically comes out of committee.
[01:46:17.161 --> 01:46:18.582]  And you can't amend it at all.
[01:46:19.346 --> 01:46:20.386]  I mean, really?
[01:46:20.386 --> 01:46:24.508]  So, the executive then dictates the parliamentary procedures for Congress.
[01:46:24.508 --> 01:46:26.969]  I wrote memos saying this is unconstitutional.
[01:46:26.969 --> 01:46:32.391]  The executive can't tell the Congress how it's supposed to address something that's submitted as a statute.
[01:46:32.391 --> 01:46:36.353]  Each house has its own plenary authority over its own rules.
[01:46:36.353 --> 01:46:44.116]  And to take these very complicated, thousand-plus-page statutes and say, alright, you have ten hours to debate it, is ridiculous!
[01:46:44.116 --> 01:46:44.516]  Exactly.
[01:46:44.516 --> 01:46:46.317]  Let me throw something out here.
[01:46:46.317 --> 01:46:47.918]  You made me just think of something I hadn't thought of.
[01:46:49.098 --> 01:46:59.404]  Ron Paul had said on the show a month ago, he said one of the big tests of Trump will be, will he start devolving this executive power back to the states, back to the Congress, you know, back to where it's supposed to be.
[01:46:59.404 --> 01:47:07.068]  Trump just handed over a bunch of his ill-gotten authority that Obama had swindled and hornswoggled.
[01:47:07.068 --> 01:47:10.670]  He didn't just shoot down TPP because it was unconstitutional and secret.
[01:47:10.670 --> 01:47:15.633]  He could have gotten behind it and had a bigger stick over corporations and people.
[01:47:15.633 --> 01:47:17.674]  He just passed a huge test.
[01:47:19.366 --> 01:47:21.167]  Yes, I certainly agree with that.
[01:47:21.167 --> 01:47:29.673]  The TPP, and this is also the World Trade Organization, it gives almost open-ended authority to the President to decide how he responds.
[01:47:29.673 --> 01:47:37.378]  If he wants to violate a regulation, then he can impose burdens on particular segments of the American economy without any restrictions whatsoever.
[01:47:37.378 --> 01:47:44.563]  He can pick and choose his friends and his enemies and give them wealth or make them impoverished.
[01:47:44.563 --> 01:47:46.664]  And these trade deals are exactly that.
[01:47:46.664 --> 01:47:49.266]  That's limitless executive power on steroids.
[01:47:49.907 --> 01:47:50.507]  Wow.
[01:47:50.507 --> 01:47:52.209]  Well, sir, I want to thank you for your time.
[01:47:52.209 --> 01:47:56.873]  I'd like to get you on soon just to talk about history and how it repeats, how it rhymes.
[01:47:56.873 --> 01:47:58.234]  Let's talk about some of your latest books.
[01:47:58.234 --> 01:48:02.258]  Let's talk about Constitution in Peril, the life and death struggle of our Constitution.
[01:48:02.258 --> 01:48:05.881]  Let's get more into the American Empire before the fall.
[01:48:05.881 --> 01:48:12.608]  I think this is God giving us a last gasp, a chance to get back on the rails before we go over the cliff.
[01:48:12.608 --> 01:48:13.949]  Give me your view on that and talk about your book.
[01:48:14.983 --> 01:48:16.844]  Well, I think that's exactly right, Alex.
[01:48:16.844 --> 01:48:31.653]  You know, empires, you know, they become arrogant and believe that their greatness is in ruling the world rather than setting an example that sends tremors throughout the globe because you're establishing a standard of liberty that excites all people everywhere.
