[00:00:00.000 --> 00:00:18.080]  InfoWars! Tomorrow's news, today.
[01:14:48.640 --> 01:14:51.380]  They all parlayed that into a global government.
[01:14:51.380 --> 01:14:55.920]  But sure enough, the communist Chinese now do not respect the very Anglo-American establishment
[01:14:55.920 --> 01:14:58.480]  that sold their people out to them.
[01:14:58.480 --> 01:15:02.040]  And now China is even trying to basically break those deals militarily and economically.
[01:15:02.040 --> 01:15:05.040]  And the same thing is happening all over.
[01:15:05.040 --> 01:15:11.160]  And so, I mean, they really should have left power in the West and not tried to undermine
[01:15:11.160 --> 01:15:20.120]  the West so much just because it was so satanic of the establishment had a problem because
[01:15:20.120 --> 01:15:22.640]  the West had somewhat of a Christian ethos.
[01:15:22.640 --> 01:15:28.640]  So there's this overriding drive to extinguish the West and extinguish family values and
[01:15:28.640 --> 01:15:32.280]  things because this is such a decadent inbred elite.
[01:15:32.280 --> 01:15:38.080]  I mean, that's my reason that they destroyed their own power and sold themselves out for
[01:15:38.080 --> 01:15:41.520]  global domination, which was all a pipe dream.
[01:15:41.520 --> 01:15:44.640]  Or is there something else there?
[01:15:44.640 --> 01:15:45.640]  I think it's a mixed deal.
[01:15:45.640 --> 01:15:50.960]  And I think you still have some Kissinger types who have a sort of clear-eyed view of
[01:15:50.960 --> 01:15:55.920]  the world, even if their moral compass has long since been broken.
[01:15:55.920 --> 01:16:00.720]  But increasingly, you have essentially what you see with the colonial empires when they
[01:16:00.720 --> 01:16:05.760]  declined and decayed towards the end, and their recandescence was to disguise themselves
[01:16:05.760 --> 01:16:07.720]  as independent revolutionaries.
[01:16:07.720 --> 01:16:11.680]  The reason why they had to go that route was because the empires were decaying because
[01:16:11.680 --> 01:16:17.720]  the people who ran them were incompetent increasingly, just not capable of being clear-eyed strategically.
[01:16:17.720 --> 01:16:22.460]  Put aside their lack of moral compass or the distortion of that moral compass, they simply
[01:16:22.460 --> 01:16:27.360]  did not have the competence and capability to see the world clearly and cleanly.
[01:16:27.360 --> 01:16:32.080]  And that is increasingly our entire political class and professional class in academia and
[01:16:32.080 --> 01:16:33.080]  entertainment.
[01:16:33.080 --> 01:16:35.980]  And they lack the will to dominate and control.
[01:16:35.980 --> 01:16:39.200]  And so instead, they try to just dumb everybody down so they can manage them.
[01:16:39.200 --> 01:16:45.300]  But then they're dumbing down their own personnel and paving the way for their own collapse.
[01:16:45.300 --> 01:16:46.720]  It's like a fifth generation.
[01:16:46.720 --> 01:16:50.400]  It's like what Thomas Paine said, that there can't be a divine right of kings, just look
[01:16:50.400 --> 01:16:52.440]  at some of their kids.
[01:16:52.440 --> 01:16:54.600]  They clearly didn't come from God.
[01:16:54.600 --> 01:17:01.940]  And the idea was you can't branch the tree so far, and so you have sort of a cultural
[01:17:01.940 --> 01:17:07.480]  incest of the intellectual elite that has bastardized their intellectual capabilities
[01:17:07.480 --> 01:17:12.840]  and cognitive capabilities to actually be meaningfully important strategists and effective
[01:17:12.840 --> 01:17:13.840]  ones.
[01:17:13.840 --> 01:17:14.840]  They're bad at what they do.
[01:17:14.960 --> 01:17:17.640]  Biden administration is the ultimate example of it.
[01:17:17.640 --> 01:17:21.640]  Biden tripping down the steps was the sign of the decline of the American empire from
[01:17:21.640 --> 01:17:26.040]  the goal of the elite, because we have semi competent and incompetent people who didn't
[01:17:26.040 --> 01:17:30.920]  qualify to ride the short bus to school are running our national security state.
[01:17:30.920 --> 01:17:33.420]  And that's the functional reality of where we're at.
[01:17:33.420 --> 01:17:37.400]  And because of that, that means America is uniquely at risk.
[01:17:37.400 --> 01:17:42.160]  But it also means that foreign powers like China and Russia and others are going to be
[01:17:42.160 --> 01:17:43.520]  on the rise.
[01:17:43.520 --> 01:17:45.480]  And so we'll see what that world looks like.
[01:17:45.480 --> 01:17:50.600]  But in order for America to bounce back, it's got to purge itself of this incompetent intellectual
[01:17:50.600 --> 01:17:55.900]  elite that's not only morally dangerous, it's strategically stupid and just will do dumb
[01:17:55.900 --> 01:18:00.240]  things like that, like like as we've been doing for a decade now, go into places and
[01:18:00.240 --> 01:18:02.700]  think we'll be celebrated only to be hated.
[01:18:02.700 --> 01:18:05.220]  And this is the mindset mentality of these people.
[01:18:05.220 --> 01:18:07.080]  This is why they were mocked up in Anchorage.
[01:18:07.080 --> 01:18:08.080]  They didn't know what they're doing.
[01:18:08.080 --> 01:18:09.380]  That was my next question.
[01:18:09.380 --> 01:18:14.020]  Why do you think the secretary of state went in there and for the first time in modern
[01:18:14.020 --> 01:18:15.020]  history got so humiliated?
[01:18:15.020 --> 01:18:18.100]  I mean, even during the Cold War, Russians didn't talk to us like that.
[01:18:18.100 --> 01:18:19.660]  We didn't talk to them like that.
[01:18:19.660 --> 01:18:20.660]  We have nuclear weapons.
[01:18:20.660 --> 01:18:25.900]  Biden's saying basically, you know, Putin's an idiot, I'll kick his ass, Russia's about
[01:18:25.900 --> 01:18:27.740]  to pay.
[01:18:27.740 --> 01:18:29.140]  China didn't see that as strong.
[01:18:29.140 --> 01:18:32.420]  They suddenly got very belligerent, which obviously they see Russia as one of their
[01:18:32.420 --> 01:18:33.780]  main rivals as well.
[01:18:33.780 --> 01:18:36.420]  China and Russia are not close for those for those who don't know.
[01:18:36.420 --> 01:18:37.980]  The media actually they're together.
[01:18:37.980 --> 01:18:40.200]  That's a whole nother discussion.
[01:18:40.200 --> 01:18:43.860]  But they really got shocked by that.
[01:18:43.860 --> 01:18:48.760]  And suddenly we heard all these hardline comments from Biden, who just three weeks ago said
[01:18:48.760 --> 01:18:53.340]  on CNN, hey, you can have Hong Kong, you can have the Uighurs, you can do whatever you
[01:18:53.340 --> 01:18:54.340]  want.
[01:18:54.340 --> 01:18:57.400]  Well, then they come and bitch slap the secretary of state.
[01:18:57.400 --> 01:18:59.900]  Now Biden's talking about he's going to dominate China.
[01:18:59.900 --> 01:19:01.380]  He's going to get them all this.
[01:19:01.380 --> 01:19:05.700]  I mean, were they really that delusional that they thought kicking America and kicking Trump
[01:19:05.700 --> 01:19:08.300]  and kicking Christians was their real enemy?
[01:19:08.300 --> 01:19:12.380]  And they thought that Xi Jinping was their buddy and they thought groveling to Xi Jinping
[01:19:12.380 --> 01:19:14.460]  would make him be their buddy boy.
[01:19:14.460 --> 01:19:17.140]  I mean, do they not even know Chinese psychology?
[01:19:17.140 --> 01:19:19.560]  I know they don't.
[01:19:19.560 --> 01:19:22.980]  These are people who very much live in a sort of West Wing TV show culture of their own
