[00:00:02.859 --> 00:00:04.521]  Joe Biggs with Infowars.com.
[01:05:35.534 --> 01:05:43.780]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:05:43.780 --> 01:05:49.204]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:05:49.204 --> 01:05:51.726]  You want the best that's out there at the lowest price anywhere?
[01:05:51.726 --> 01:05:53.827]  We now have the synergistic solution.
[01:05:53.827 --> 01:05:58.010]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:06:02.887 --> 01:06:04.407]  In the near future.
[01:06:04.407 --> 01:06:08.888]  When you realize how fake it all is, the football, the basketball.
[01:06:08.888 --> 01:06:10.108]  Security alert.
[01:06:10.108 --> 01:06:12.129]  This is Homeland Security.
[01:06:12.129 --> 01:06:13.009]  Analysis.
[01:06:13.009 --> 01:06:13.729]  InfoWars.
[01:06:13.729 --> 01:06:15.829]  Building independent media operations.
[01:06:15.829 --> 01:06:20.710]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:06:20.710 --> 01:06:21.750]  Prime Directive.
[01:06:21.750 --> 01:06:23.291]  Take credit, Alex Jones.
[01:06:23.291 --> 01:06:26.151]  Jones is the wildly popular conspiracy theorist.
[01:06:26.151 --> 01:06:29.392]  A popular conspiracy theory talk show called InfoWars.
[01:06:29.392 --> 01:06:31.552]  Alex Jones is now in an Austin jail.
[01:06:31.852 --> 01:06:33.213]  These people are assaulting us.
[01:06:33.213 --> 01:06:36.054]  Targeting of patriots engaged.
[01:06:36.054 --> 01:06:37.976]  They're never going to stop.
[01:06:37.976 --> 01:06:42.038]  They're never going to deviate from their program until we stop them.
[01:06:42.038 --> 01:06:45.620]  Block free iPhone app at Infowars.com.
[01:06:45.620 --> 01:06:48.982]  Block free podcast and video feed.
[01:06:48.982 --> 01:06:49.982]  Imperative.
[01:06:49.982 --> 01:06:52.044]  Destroy First Minute TV.
[01:06:52.044 --> 01:06:56.706]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[01:06:56.706 --> 01:06:58.828]  Intellectually, it's begun and you can feel it.
[01:07:01.656 --> 01:07:08.860]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:07:08.860 --> 01:07:18.485]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:07:18.485 --> 01:07:26.510]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[01:07:26.750 --> 01:07:36.395]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[01:07:36.395 --> 01:07:43.259]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:07:43.519 --> 01:07:48.764]  Now more than ever it's important to stock up on high quality Silver Bullet from Infowarslife.com.
[01:07:48.764 --> 01:07:51.807]  No survival chest is complete without Silver Bullet.
[01:07:51.807 --> 01:07:56.291]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[01:07:56.291 --> 01:07:56.631]  Silver Bullet.
[01:08:04.525 --> 01:08:07.309]  He's the T-Rex of political talk.
[01:08:07.309 --> 01:08:10.113]  Alex Jones on the GCN Radio Network.
[01:08:26.820 --> 01:08:35.870]  Well, Benjamin Netanyahu, the Israeli embattled Prime Minister, facing an election, a tight election, just spoke a few hours ago at AIPAC.
[01:08:35.870 --> 01:08:37.031]  We just played part of a clip.
[01:08:37.031 --> 01:08:40.515]  I want to play it in full here in a moment.
[01:08:40.515 --> 01:08:43.077]  But they're calling this a big speech coming up.
[01:08:43.077 --> 01:08:47.322]  Netanyahu says Iran nuclear deal threatens Israel's security.
[01:08:49.397 --> 01:08:54.021]  Well, if Israel wants to hit Iran, that's Israel's business in my view.
[01:08:54.021 --> 01:08:56.283]  And then it's going to be Iran's business to respond.
[01:08:56.283 --> 01:09:00.787]  We're going to get Bruce Fine's take on this here in just a moment.
[01:09:00.787 --> 01:09:05.491]  But if Israel has 800 nukes, why would Iran use nukes even if they had them?
[01:09:06.977 --> 01:09:09.659]  And now the word is Saudi Arabia has been getting them.
[01:09:09.659 --> 01:09:11.741]  That even came out in the Jerusalem Post last year.
[01:09:11.741 --> 01:09:14.403]  So, they're just proliferating.
[01:09:14.403 --> 01:09:14.944]  Report!
[01:09:14.944 --> 01:09:19.208]  Obama has threatened to shoot down IAF Iran strike.
[01:09:19.208 --> 01:09:23.832]  That's in the Israeli newspapers.
[01:09:23.832 --> 01:09:27.635]  I mean, how could Obama tell Israel what they can do in their own region?
[01:09:27.635 --> 01:09:29.497]  Well, they're trying to tell Russia what to do in Ukraine.
[01:09:30.700 --> 01:09:36.523]  The Bethlehem-based news agency, MANA, has cited a Kuwaiti newspaper report Saturday that U.S.
[01:09:36.523 --> 01:09:47.608]  President Barack Obama threatened an Israeli military attack against Iran's nuclear facilities in 2014 by threatening to shoot down Israeli jets before they could reach their targets in Iran.
[01:09:47.608 --> 01:09:53.791]  Following Obama's threat, Prime Minister Benjamin Netanyahu was reportedly forced to abort the planned Iran attack.
[01:09:53.791 --> 01:09:58.053]  If that's true, he's here selling that attack to Congress?
[01:10:00.260 --> 01:10:11.049]  And to AIPAC, the bigger question is, is this a fake split for political red meat, because a lot of the left hates Israel?
[01:10:11.049 --> 01:10:12.971]  And yet, you know who's in an election?
[01:10:12.971 --> 01:10:19.576]  We know both countries backed al-Qaeda based groups to attack Syria, and then they formed ISIS.
[01:10:19.576 --> 01:10:21.098]  Now we supposedly have sided with Iran.
[01:10:22.543 --> 01:10:25.884]  It just looks like a giant disaster to me.
[01:10:25.884 --> 01:10:31.667]  We originally set him up last week to come on, Bruce Fine, former top counsel of the FCC.
[01:10:31.667 --> 01:10:39.650]  He's the lawyer that went to Reagan and Congress and got the fairness doctrine of not letting you have talk radio and quote, be partisan.
[01:10:39.650 --> 01:10:41.191]  That, hey, I don't support Obamacare.
[01:10:41.191 --> 01:10:41.731]  Couldn't say that.
[01:10:43.871 --> 01:10:53.494]  Google's coming out now with their own fairness doctrine saying they'll decide what websites to be promoted and linked to, and Democratic Party groups connected to Soros are running it as usual.
[01:10:53.494 --> 01:10:56.515]  Bruce Fine, again, is a best-selling author.
[01:10:56.515 --> 01:11:00.937]  He has a blog daily in the Washington Times that you can find there.
[01:11:02.719 --> 01:11:16.368]  And he's going to cover the waterfront with us here on that issue, currently with Israel, his take on Russia, Ukraine, but mainly the 300 plus pages that the FCC head won't release.
[01:11:16.368 --> 01:11:18.129]  He won't testify before Congress.
[01:11:18.129 --> 01:11:19.850]  I can't remember this type of arrogant
[01:11:20.570 --> 01:11:21.671]  You heard my breakdown.
[01:11:40.151 --> 01:11:41.152]  Yes they did.
[01:11:41.152 --> 01:11:51.121]  I think one of the first things the audience should remember that Prime Minister Netanyahu also testified before Congress in 2003 regarding the invasion of Iraq.
[01:11:51.121 --> 01:11:59.249]  And at that time he testified unequivocally that he knew Saddam Hussein had weapons of mass destruction, that he would use them.
[01:11:59.249 --> 01:12:05.155]  He also said that in his view the cure of Middle East ailments was to democratize the region.
[01:12:06.035 --> 01:12:21.148]  Uh, you know, as it's become undemocratized with Arab Spring, and anybody who could think you could take political cultures that are pre-Magna Carta, pre-1215 and development and democratize them really needs their head examined.
[01:12:21.148 --> 01:12:23.230]  It would be like asking Netanyahu to solve
[01:12:23.630 --> 01:12:26.972]  The problem on the West Bank by democratizing Hamas, you know?
[01:12:26.972 --> 01:12:27.372]  Sure.
[01:12:27.372 --> 01:12:28.393]  It just isn't going to happen.
[01:12:28.393 --> 01:12:36.697]  And of course we followed Netanyahu's advice and ended up spending three or four trillion dollars to make Iran stronger, the hegemon in the region.
[01:12:36.697 --> 01:12:41.400]  So why are we asking advice from someone who got it so wrong the first time?
[01:12:41.400 --> 01:12:49.484]  Aside from the recognition, I'm not blaming Prime Minister Netanyahu, his interests are in being re-elected and in Israel, not the United States.
[01:12:49.984 --> 01:12:55.127]  So he obviously has a conflict with the U.S., so why are we paying so much attention to him?
[01:12:55.127 --> 01:13:01.210]  And by the way, the Israelis are saying that and even blocking out some of his speech if it's political.
[01:13:01.210 --> 01:13:02.931]  He doesn't have unified total support.
[01:13:02.931 --> 01:13:04.691]  I'm not attacking Netanyahu either.
[01:13:04.691 --> 01:13:11.635]  It's just that the right wing in this country, and we're more conservative, has this idea that we do whatever Netanyahu says no matter what.
[01:13:11.635 --> 01:13:12.735]  Well, it's just not our fight.
[01:13:14.505 --> 01:13:15.926]  No, you're right.
[01:13:15.926 --> 01:13:18.007]  I can divert for just a moment here.
[01:13:18.007 --> 01:13:24.290]  There's a joke said years ago that Netanyahu was asked whether he wanted Israel to become the 51st state of the United States.
[01:13:24.290 --> 01:13:25.451]  He said, are you kidding?
[01:13:25.451 --> 01:13:27.012]  And lose 100 votes in the Senate?
[01:13:29.581 --> 01:13:35.986]  But we need to remember, our interests are oftentimes aligned with Israel's, but not always.
[01:13:35.986 --> 01:13:39.309]  But our interests should trump Israel's interests.
[01:13:39.309 --> 01:13:46.456]  We have no interest in interfering or permitting our politics to be manipulated by Israel for their own domestic affairs.
[01:13:46.456 --> 01:13:48.678]  It just wins us enemies.
[01:13:48.678 --> 01:13:55.964]  And moreover, although I say we're often aligned with Israel, we shouldn't be subject to the baggage when Israel
[01:13:56.064 --> 01:13:56.784]  I don't know.
[01:14:17.074 --> 01:14:18.295]  We're good to go.
[01:14:36.890 --> 01:14:38.311]  You know, deterrence has worked.
[01:14:38.311 --> 01:14:42.434]  It worked in the Cuban Missile Crisis against a far more formidable adversary.
[01:14:42.434 --> 01:14:47.597]  Iran negotiated an end to the war with Iraq from 1980 to 88.
[01:14:47.597 --> 01:14:52.921]  When we shot down one of their passenger planes over the Persian Gulf, they got reparations.
[01:14:52.921 --> 01:14:56.683]  They didn't attack and declare war against the United States.
[01:14:56.683 --> 01:15:01.366]  And they exercise real politique like others, even if they're imbalanced.
[01:15:01.366 --> 01:15:02.887]  You know, even Adolf Hilbert didn't
[01:15:02.987 --> 01:15:03.327]  Sure.
[01:15:03.327 --> 01:15:04.609]  What about the Saudi Arabia wildcard?
[01:15:04.609 --> 01:15:08.413]  We know Saudi Arabia's in there pushing for war with Iran more than Israel.
[01:15:19.116 --> 01:15:32.377]  Yeah, and again, I think the wild cards are a little less pronounced because the price of oil has plunged and we don't need so much spotty oil, but it's another example where we're being played by other countries to do their bidding.
[01:15:32.377 --> 01:15:34.320]  You know, the United States comes first.
[01:15:34.960 --> 01:15:36.781]  Our citizens' interests come first.
[01:15:36.781 --> 01:15:40.642]  We pay the taxes, we obey the laws, we fight for the country.
[01:15:40.642 --> 01:15:44.203]  And we cannot permit, you know, Saudi Arabia to manipulate things.
[01:15:44.203 --> 01:15:54.846]  I mean, one thing I'd like Saudi Arabia to do is urge the President and the Congress to release these 28 classified documents that suggest they may have been up to their elbows in 9-11 itself.
[01:15:55.826 --> 01:15:58.951]  Here we have more than 10 years after the 9-11 commissioner report.
[01:15:58.951 --> 01:16:04.580]  We don't even know what that connection is because of the secrecy.
[01:16:04.580 --> 01:16:08.205]  Saudi Arabia, other countries, they're all wanting us to get involved in their affairs.
[01:16:08.205 --> 01:16:10.289]  We say, you know, our country comes first.
[01:16:10.615 --> 01:16:12.116]  What do you think is really at the bottom of this?
[01:16:12.116 --> 01:16:12.977]  Because we know the U.S.
[01:16:12.977 --> 01:16:19.242]  and Israel were allied trying to overthrow Syria using really nasty people out of Saudi Arabia and other areas to do it.
[01:16:19.242 --> 01:16:20.203]  We now call them ISIS.
[01:16:20.203 --> 01:16:21.684]  They were called Al-Qaeda.
[01:16:21.684 --> 01:16:27.209]  Now we know we've sided with Iran to try to get control of that out-of-control group.
[01:16:27.209 --> 01:16:29.611]  I mean, I don't even know if there is cloak and dagger here.
[01:16:29.611 --> 01:16:33.815]  It just looks like a bunch of political wonks that have really screwed things up.
[01:16:34.926 --> 01:16:35.847]  Well, you're right, Alex.
[01:16:35.847 --> 01:16:40.669]  We oftentimes try to impute some kind of grand strategy or plan, but there isn't any.
