[00:00:13.612 --> 00:00:15.535]  We're live!
[02:03:05.663 --> 02:03:07.705]  Yeah, these folks had to be rehabilitated.
[02:03:07.705 --> 02:03:10.927]  They were put literally under a mind control cult, which I started the show with today.
[02:03:33.726 --> 02:03:38.728]  Greg Reese's new report on Train Us To Die, Train Us To Be Slaves, MKUltra.
[02:03:38.728 --> 02:03:40.308]  So powerful.
[02:03:40.308 --> 02:03:43.149]  Look at these headlines.
[02:03:43.149 --> 02:03:45.210]  Crisis in America.
[02:03:45.210 --> 02:03:50.171]  Deaths up 40% amongst those 18 of 64 major life insurance companies.
[02:03:50.171 --> 02:03:53.852]  Confirm what previous companies have said.
[02:03:53.852 --> 02:03:58.994]  Moderna stock loses $140 billion as insiders sell millions of dollars of shares.
[02:03:58.994 --> 02:04:01.094]  We told you that a week before it even started.
[02:04:01.094 --> 02:04:02.655]  They called it a conspiracy theory.
[02:04:03.979 --> 02:04:06.400]  And so is the Pfizer stock plunging.
[02:04:06.400 --> 02:04:10.442]  So these guys are in a lot of trouble.
[02:04:10.442 --> 02:04:15.484]  Let's look at some of the numbers from the VAERS reporting system.
[02:04:15.484 --> 02:04:18.105]  A 279% spike in miscarriages.
[02:04:18.105 --> 02:04:20.547]  Actually, that's in VAERS, but this is even worse.
[02:04:20.547 --> 02:04:24.809]  This is from the insurance company numbers and the Pentagon numbers that are coming out.
[02:04:24.809 --> 02:04:26.709]  487% spike in breast cancer.
[02:04:26.709 --> 02:04:27.830]  1,048% spike in nervous system.
[02:04:33.328 --> 02:04:34.249]  155% spike in birth defects.
[02:04:34.249 --> 02:04:35.570]  350% spike in male infertility.
[02:04:35.570 --> 02:04:37.491]  369% spike in testicular cancer.
[02:04:37.491 --> 02:04:39.412]  Don't tell that famous biker about that.
[02:04:39.412 --> 02:04:40.333]  2,181% spike in hypertension.
[02:04:40.333 --> 02:04:41.234]  664% spike in malignant neoplasms.
[02:04:41.234 --> 02:04:46.718]  680% spike in multiple sclerosis.
[02:04:59.940 --> 02:05:03.045]  551 spike in Guillain-Barre syndrome, 468% spike in pulmonary embolism, 302% spike in tachyardia.
[02:05:11.715 --> 02:05:18.420]  452% spike in migraines, 471% spike in female infertility, 427% spike in ovarian dysfunction, 269% spike in mitochondrial infraction, 291% spike in Bell's palsy, 479% spike in pulmonary embolism.
[02:05:18.420 --> 02:05:21.823]  Here's another one by Steve Watson on InfoWars.com with a link to the Senator.
[02:05:40.017 --> 02:05:44.419]  Rand Paul vows to force a repeal of the federal regulation mandating masks.
[02:05:44.419 --> 02:05:45.739]  Good.
[02:05:45.739 --> 02:05:46.219]  Video.
[02:05:46.219 --> 02:05:49.881]  University students protest against a mask mandate being dropped.
[02:05:49.881 --> 02:05:51.221]  You gotta see it, folks.
[02:05:51.221 --> 02:05:54.963]  And yes, they wave-con his flags as well, of course.
[02:05:54.963 --> 02:05:55.363]  Video.
[02:05:55.363 --> 02:06:00.525]  Mall cop kicks out young man for wearing Trump face mask.
[02:06:00.525 --> 02:06:03.306]  And it goes on and on and on.
[02:06:03.306 --> 02:06:04.466]  The FBI is announced again.
[02:06:04.466 --> 02:06:07.207]  Anyone questioning lockdowns are the enemy.
[02:06:07.207 --> 02:06:09.028]  Wow, must feel good to work for that agency.
[02:06:10.222 --> 02:06:17.205]  I mean, this is just so ridiculous.
[02:06:17.205 --> 02:06:22.767]  But California passed a law where you can give somebody hepatitis or HIV and you don't get in trouble.
[02:06:22.767 --> 02:06:25.728]  But you got to wear that mask, though.
[02:06:25.728 --> 02:06:30.710]  What a very, very sick group of people.
[02:06:30.710 --> 02:06:33.391]  Well, I really appreciate the crew coming in today.
[02:06:33.391 --> 02:06:35.852]  And I really appreciate everybody that's here.
[02:06:35.852 --> 02:06:38.733]  And like I said, we have Marjorie Taylor Greene.
[02:06:40.174 --> 02:06:42.835]  In studio tomorrow with us.
[02:06:42.835 --> 02:06:46.576]  I think she's going to host both hours with us tomorrow.
[02:06:46.576 --> 02:06:48.796]  So definitely look for that.
[02:06:48.796 --> 02:06:53.038]  I hit five or six of the stacks today.
[02:06:53.038 --> 02:06:56.478]  I hit five or six of the stacks today.
[02:06:56.478 --> 02:06:57.899]  But I tell you what I'm going to do.
[02:06:57.899 --> 02:07:00.880]  I'm going to hit all these other stacks.
[02:07:00.880 --> 02:07:03.480]  That one over there, this one here, and these.
[02:07:03.480 --> 02:07:04.181]  Was it 1, 2, 3, 4, 5, 6, 7, 8, 9, 10.
[02:07:06.479 --> 02:07:07.519]  Eleven, twelve.
[02:07:07.519 --> 02:07:13.160]  Twelve stacks I didn't hit, and whatever's new, as long as we're still on air tomorrow.
[02:07:13.160 --> 02:07:18.882]  But, whatever I do, I'm not going to be a conspiracy theorist.
[02:07:18.882 --> 02:07:21.362]  No, no, no, no, no, no, no.
[02:07:21.362 --> 02:07:33.925]  I think it's totally normal that the admitted pimp that reportedly got thousands of underage girls and kids, or Jeffrey Epstein, and other people that visited, you know who they are, the Bill Gateses and
[02:07:36.109 --> 02:07:40.211]  Others in the world?
[02:07:40.211 --> 02:07:43.473]  Well, we're not supposed to think he might have actually been suicided.
[02:07:43.473 --> 02:07:46.654]  We're not supposed to think he might have been Arkansas-ed or actually murdered.
[02:07:46.654 --> 02:07:52.817]  Epstein accomplice Jean-Luc Brunel reportedly hangs himself in a French prison.
[02:07:52.817 --> 02:07:57.520]  Let's show a few images of this guy before we get the transmission.
[02:07:57.520 --> 02:07:58.540]  Oh my goodness.
[02:07:58.540 --> 02:08:02.302]  If you go to the site, InfoWars.com, you can see him on the Lolita Express.
[02:08:03.058 --> 02:08:13.522]  And with the Epsteins, and with Ghislaine Maxwell, and with Bill Clinton, just like all these other guys, it's so much fun to feed on people.
[02:08:13.522 --> 02:08:20.485]  Jeffrey Epstein's close friend and pimp, Jean-Luc Brunel, found dead in apparent prison suicide.
[02:08:20.485 --> 02:08:22.306]  He allegedly hanged himself.
[02:08:22.306 --> 02:08:24.867]  Prison cameras were not working at the time.
[02:08:24.867 --> 02:08:29.189]  Well, are they ever working?
[02:08:29.189 --> 02:08:32.350]  That's all up on InfoWars.com.
[02:08:34.701 --> 02:08:43.504]  And then we've got the sound cannon attacks on the Australian population protesting in Canberra, endless lockdowns.
[02:08:43.504 --> 02:08:53.327]  And then I haven't gotten to this CNN letter that I got last week that I've mentioned, but I haven't covered it yet because it's important.
[02:08:53.327 --> 02:08:55.008]  It's a lot bigger than Alex Jones.
[02:08:55.008 --> 02:08:58.489]  It's how identities are stolen and how Hollywood operates.
[02:08:58.489 --> 02:09:01.470]  And they think I'm so stupid.
[02:09:01.470 --> 02:09:04.331]  They don't know this because they believe they own my story.
[02:09:05.882 --> 02:09:09.425]  They believe they own me, and they don't.
[02:09:09.425 --> 02:09:11.347]  John Ronson doesn't own me.
[02:09:11.347 --> 02:09:12.968]  Leo DiCaprio doesn't own me.
[02:09:12.968 --> 02:09:13.969]  None of you.
[02:09:13.969 --> 02:09:15.351]  Garbage.
[02:09:15.351 --> 02:09:18.173]  I mean, you talk about the garbage of the planet you're in.
[02:09:18.173 --> 02:09:19.795]  You don't own me.
[02:09:19.795 --> 02:09:27.742]  And this whole thing, I'll either read tomorrow or the next day on air, because I want to get this on record.
[02:09:27.742 --> 02:09:32.146]  The incredible fake origin story they've created, which they're putting in the news,
[02:09:32.873 --> 02:09:43.941]  Which then they think will allow Hollywood to put out, well, well, NPR and CNN reported this, so we're allowed to put this garbage out.
[02:09:43.941 --> 02:09:46.222]  They're gonna fail.
[02:09:46.222 --> 02:09:48.724]  Hollywood's already a rotting husk.
[02:09:48.724 --> 02:09:52.627]  In fact, if Hollywood came out and endorsed me, it would destroy me.
[02:09:52.627 --> 02:09:59.752]  But, because we exposed them, it's the other way around.
[02:09:59.752 --> 02:10:00.432]  They don't get it, though.
[02:10:00.432 --> 02:10:01.533]  They don't know it's all over for them.
[02:10:02.941 --> 02:10:06.002]  And so that's another amazing sector of this.
[02:10:06.002 --> 02:10:07.842]  I'm not funded by stolen taxpayer money.
[02:10:07.842 --> 02:10:11.023]  I'm not funded by George Soros or the degenerate Queen of England.
[02:10:11.023 --> 02:10:14.504]  May she burn in hell.
[02:10:14.504 --> 02:10:18.665]  I'm funded by you and I appreciate your support and everything you do.
[02:10:18.665 --> 02:10:23.086]  We have amazing products that have been sold out for so long back in stock.
[02:10:23.086 --> 02:10:31.228]  We have Brain Force Ultra, a very fast-acting, clean, pure, next-level, healthy stimulant.
[02:10:32.054 --> 02:10:34.997]  That is just so clean and so good.
[02:10:34.997 --> 02:10:35.978]  Very fast acting.
[02:10:35.978 --> 02:10:37.819]  What I like about it is it dissipates.
[02:10:37.819 --> 02:10:41.082]  I can take this at 6, 7 at night and still go to bed at 11.
[02:10:41.082 --> 02:10:43.564]  TurboForce, you're going to be awake for 10 hours.
[02:10:43.564 --> 02:10:44.625]  That's amazing.
[02:10:44.625 --> 02:10:46.347]  RainForce Plus, 5, 6 hours.
[02:10:46.347 --> 02:10:47.728]  They're all different formulas.
[02:10:47.728 --> 02:10:50.951]  So it's like cats versus dogs, potatoes, tomatoes.
[02:10:50.951 --> 02:10:53.093]  You know, it's all different things.
[02:10:53.093 --> 02:10:55.956]  But it's back in stock, 40% off.
[02:10:55.956 --> 02:10:57.257]  Infowarsstore.com.
[02:10:59.008 --> 02:10:59.849]  Or 888-253-3139.
[02:10:59.849 --> 02:11:02.551]  888-253-3139.
[02:11:02.551 --> 02:11:07.895]  And you can also get Winter Sun at 50% off.
[02:11:07.895 --> 02:11:12.178]  The highest quality vitamin D3 with vitamin K for your immune system.
[02:11:12.178 --> 02:11:12.679]  50% off.
[02:11:12.679 --> 02:11:13.539]  Sold out for months.
[02:11:13.539 --> 02:11:15.261]  And that funds our whole operation.
[02:11:15.261 --> 02:11:15.961]  But get a book.
[02:11:15.961 --> 02:11:18.043]  Get a film.
[02:11:18.043 --> 02:11:18.583]  Get a t-shirt.
[02:11:18.583 --> 02:11:21.666]  You know, you probably noticed for 10 years we had power reviews.
[02:11:21.666 --> 02:11:23.547]  A big third-party site we got.
[02:11:23.547 --> 02:11:25.769]  And we on average had 4.9 stars.
[02:11:25.769 --> 02:11:26.850]  Hundreds of thousands of reviews.
[02:11:28.039 --> 02:11:30.481]  They said, sorry, we can't work with you.
[02:11:30.481 --> 02:11:32.523]  We can't have you connect to other humans.
[02:11:32.523 --> 02:11:36.407]  We can't have other people come to you and say the great response they had.
[02:11:36.407 --> 02:11:41.751]  So we think if we take power reviews away, they told us Thursday, that'll make people stop buying your products.
[02:11:41.751 --> 02:11:46.896]  Well, this is just what we deal with, folks.
[02:11:46.896 --> 02:11:51.660]  We're the tip of the spear and we understand that, but don't let them shut us up.
[02:11:51.660 --> 02:11:52.721]  Don't let them silence you.
[02:11:53.587 --> 02:11:58.832]  Don't let them stop you for the revolutionary act of supporting freedom and getting great products at the same time.
[02:11:58.832 --> 02:12:02.036]  Get an Infowar shirt.
[02:12:02.036 --> 02:12:02.576]  Get a book.
[02:12:02.576 --> 02:12:03.137]  Get a film.
[02:12:03.137 --> 02:12:04.038]  Get squirrel food.
[02:12:04.038 --> 02:12:05.219]  Get a shortwave radio.
[02:12:05.219 --> 02:12:07.781]  Get non-GMO heirloom seeds.
[02:12:07.781 --> 02:12:11.545]  Get our X3 that's also 50% off.
[02:12:11.545 --> 02:12:12.406]  That sale ends in a week.
[02:12:13.527 --> 02:12:27.312]  Whatever you do, spread the word about the articles and the videos, and realize the enemies of humanity, your enemies that are attacking you and literally want to kill you, that are degenerate, satanic, pedophile globalists.
[02:12:27.312 --> 02:12:30.793]  On record, this is monstrous goblins.
[02:12:30.793 --> 02:12:33.254]  They think they can shut you up, and they can't.
[02:12:33.254 --> 02:12:39.916]  So pray for the broadcast, pray for Global Awakening, buy the products, and whatever you do,
[02:12:40.740 --> 02:12:43.342]  Just say no to the New World Order, and I'm not your slave.
[02:12:43.342 --> 02:12:46.124]  And I defy you, and I say no to your tyranny.
[02:12:46.124 --> 02:12:48.846]  Incredible job of the crew.
[02:12:48.846 --> 02:12:52.629]  This is the end of the live show at 412 Central.
[02:12:52.629 --> 02:12:58.014]  We're going to loop this with this great infrastructure and great crew until 4 p.m.
[02:12:58.014 --> 02:13:03.438]  tomorrow, where I'm going to be back live for four hours Sunday, because we're working seven days a week.
[02:13:04.116 --> 02:13:05.677]  We're doing two shows a day soon.
[02:13:05.677 --> 02:13:12.762]  We're not backing down in the face of tyranny, because this is a major test and we want to win the fight, but only you keep us in the game.
[02:13:12.762 --> 02:13:14.463]  So I want to salute and thank you all.
[02:13:14.463 --> 02:13:15.664]  You've been coming through.
[02:13:15.664 --> 02:13:16.725]  We're doing amazing things.
[02:13:16.725 --> 02:13:18.186]  We're breaking the will of the globalists.
[02:13:18.186 --> 02:13:19.527]  There's that great crew.
[02:13:19.527 --> 02:13:21.388]  So God bless and good luck.
[02:13:21.388 --> 02:13:25.611]  Now go share that Gregory's report on illegal secret testing on the people of the planet.
[02:13:33.134 --> 02:13:40.079]  And it's time for humanity to stand up in the Info War and say, I don't know what's going to happen at the end of this, but you want to fight?
[02:13:40.079 --> 02:13:44.383]  You better believe you got one!
[02:13:44.383 --> 02:13:49.487]  From the front lines of the Information War, it's Alex Jones.
[02:14:07.617 --> 02:14:13.123]  I've been on air more than 25 years, and long before I started selling high quality vitamin
[02:14:13.544 --> 02:14:21.028]  D3 eight years ago, I've been promoting people taking vitamin D3 because it is essential.
[02:14:21.028 --> 02:14:31.134]  And if you're not getting sunshine every single day, whether you're black or white or Hispanic, it doesn't matter, your body will be susceptible and wide open to so many of the threats that are out there.
[02:14:31.134 --> 02:14:34.416]  It's just like you need oxygen, you die in four minutes without oxygen.
[02:14:34.416 --> 02:14:38.438]  You die in five or six days without water, you die in a month without food.
[02:14:38.438 --> 02:14:42.280]  Well, that's because these key minerals and elements and vitamins
[02:14:42.620 --> 02:14:43.040]  I think so.
