[00:00:10.435 --> 00:00:10.735]  R-Charge.com.
[01:57:00.124 --> 01:57:04.426]  You tell the public about it and go, look, here's Reuters and AP.
[01:57:04.426 --> 01:57:08.267]  They're doing all this and they just go, who?
[01:57:08.267 --> 01:57:12.728]  Just like that earlier guy tried to show his professor and they just said, I'm not going to read that.
[01:57:12.728 --> 01:57:13.709]  Whitehouse.gov.
[01:57:13.709 --> 01:57:14.969]  I'm not going to read that.
[01:57:14.969 --> 01:57:16.810]  They're not messing with the atmosphere.
[01:57:16.810 --> 01:57:18.690]  That doesn't exist.
[01:57:18.690 --> 01:57:22.391]  I mean, I think if they told these folks computers didn't exist, they'd believe it.
[01:57:22.391 --> 01:57:23.972]  Or if they told them water didn't exist.
[01:57:25.542 --> 01:57:30.825]  I don't understand how they get people to love being ignorant, love being conned, love being idiots, love being fooled.
[01:57:30.825 --> 01:57:33.887]  Eight years of Bush, I tried to wake conservatives up, but he wasn't a conservative.
[01:57:33.887 --> 01:57:36.849]  He tripled the size of government in eight years.
[01:57:36.849 --> 01:57:39.971]  You can Google this, the mainstream media reports it like it's a good thing.
[01:57:39.971 --> 01:57:47.535]  Obama has spent and committed to spend more than all presidents, back to George Washington, combined.
[01:57:47.535 --> 01:57:48.736]  All presidents combined!
[01:57:50.131 --> 01:57:51.332]  Do you know what this means?
[01:57:51.332 --> 01:57:55.234]  And it's all owed to a bunch of private bankers that made it out of nothing!
[01:57:55.234 --> 01:57:59.977]  It's a parlor trick, a Ponzi scheme.
[01:57:59.977 --> 01:58:02.058]  These, you know, Madoff has nothing on these people.
[01:58:02.058 --> 01:58:03.039]  He's just one of their minions.
[01:58:03.039 --> 01:58:04.520]  He was the founder of the Nasdaq.
[01:58:04.520 --> 01:58:05.801]  They're a bunch of crooks!
[01:58:05.801 --> 01:58:08.962]  They got the army and the police trying to take your guns!
[01:58:08.962 --> 01:58:14.046]  They're expanding the CIA domestically and the FBI and building FEMA camps openly.
[01:58:14.046 --> 01:58:14.826]  We're out of time.
[01:58:14.826 --> 01:58:16.007]  Sorry to all the callers we didn't get to.
[01:58:16.007 --> 01:58:17.808]  I'll get to you in the weekday show and back.
[01:58:18.584 --> 01:58:20.429]  Next week, live Sunday, 4 to 6 p.m.
[01:58:20.429 --> 01:58:20.971]  Central.
[01:58:20.971 --> 01:58:22.254]  InfoWars.com.
[01:58:22.254 --> 01:58:22.896]  God bless you all!
[01:58:23.996 --> 01:58:28.080]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[01:58:28.080 --> 01:58:34.085]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[01:58:34.085 --> 01:58:40.150]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[01:58:40.150 --> 01:58:45.495]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[01:58:45.495 --> 01:58:48.117]  The place to go to is GCNlive.com.
[01:58:48.117 --> 01:58:51.640]  Again, that's GCNlive.com, application, Flycast.
[01:58:53.084 --> 01:58:54.325]  Hi, this is Ted Anderson.
[01:58:54.325 --> 01:58:58.729]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:58.729 --> 01:59:04.714]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:59:04.714 --> 01:59:08.357]  Gold has outperformed paper investments, yet no word about IRAs.
[01:59:08.357 --> 01:59:13.221]  If you would like to have gold for your retirement, call 800-686-2237.
[01:59:13.221 --> 01:59:16.124]  Don't get left behind by rising inflation and low returns.
[01:59:16.124 --> 01:59:16.424]  Call 800-686-2237.
[01:59:18.966 --> 01:59:23.369]  Secure your future and call 1-800-686-2237.
[01:59:23.369 --> 01:59:24.851]  So you want to stop smoking?
[01:59:24.851 --> 01:59:26.112]  Well, here's what I want you to do.
[01:59:26.112 --> 01:59:28.994]  Go to a drugstore and take a stop smoking product off the shelf.
[01:59:28.994 --> 01:59:32.997]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[01:59:32.997 --> 01:59:36.759]  And if and only if you stop smoking, will you then come back and pay for it?
[01:59:36.759 --> 01:59:38.781]  Most likely, if you tried this, you'd be arrested.
[01:59:38.781 --> 01:59:42.664]  But as silly as this sounds, this is exactly what the smoke-free free trial offer is.
[01:59:43.064 --> 01:59:50.131]  Smoke Free is a complete all-natural stop smoking system and when you call today they'll send you a 30-day supply of the program absolutely free.
[01:59:50.131 --> 02:00:00.000]  This program eliminates withdrawals and cravings and includes a 30-day supply of the Smoke Free Capsules, a guide to living smoke-free book, an audio support program, capsule holder, and a bottle of...
