[00:00:04.735 --> 00:00:06.256]  It is Wednesday.
[01:34:47.634 --> 01:34:50.475]  Now you gotta have a passport to go to Mexico or go to Canada.
[01:34:50.475 --> 01:34:51.736]  They gotta have it to come here.
[01:34:51.736 --> 01:34:56.998]  Now you get thumbprinted and face scanned randomly when you leave the U.S., even if you're a citizen.
[01:34:56.998 --> 01:35:06.622]  All the foreigners coming in have to do it, and so in treaty agreements, when you go to England or Germany or anywhere in the world that's signed on to these agreements, that's most of the West, some of the third world,
[01:35:07.182 --> 01:35:09.104]  They digitally take a photo.
[01:35:09.104 --> 01:35:12.146]  They digitally thumbprint when you leave.
[01:35:12.146 --> 01:35:15.529]  And I want to get to this exhibit first.
[01:35:15.529 --> 01:35:22.675]  You know, one of our employees at the school in Hayes County tried to steal our eight-year-old daughter because she was wearing shorts and had a little bruise on her leg.
[01:35:22.675 --> 01:35:23.556]  That made news.
[01:35:25.336 --> 01:35:32.760]  And they admit that, you know, Walmart employees are told if a parent grabs their kid and speaks to them loudly that that's a crime, that your kid has to be taken.
[01:35:32.760 --> 01:35:38.283]  I got the CPS manual given to my employee saying if you raise your voice we're going to take your child.
[01:35:38.283 --> 01:35:40.264]  Official state manual.
[01:35:40.264 --> 01:35:42.385]  I mean, you know, talk about police state.
[01:35:42.385 --> 01:35:44.466]  Raise your voice now we take your kid.
[01:35:44.466 --> 01:35:47.468]  But the cops can shoot you in the back and taser you and it's no big deal.
[01:35:50.583 --> 01:35:54.588]  See how the state can have all this authority, but parents can't have any.
[01:35:54.588 --> 01:35:58.952]  And then society breaks down, which then means there needs to be more federal control.
[01:35:58.952 --> 01:36:00.374]  It's the only strong man.
[01:36:00.374 --> 01:36:03.337]  It's the only thing that can... It's Mayor Daley, the mob boss.
[01:36:03.337 --> 01:36:05.340]  The son of the most famous mob boss in U.S.
[01:36:05.340 --> 01:36:05.980]  history.
[01:36:05.980 --> 01:36:08.723]  He wants your guns, because he's going to make you love him.
[01:36:08.723 --> 01:36:09.784]  He's going to take care of you.
[01:36:10.731 --> 01:36:14.494]  Well, one of the guys that works here in the office brought this in.
[01:36:14.494 --> 01:36:22.041]  And we were already aware of this going on nationwide with the CHIPS program, with the Masons put it on, and all these other groups doing it, all federally funded.
[01:36:22.041 --> 01:36:24.383]  They get grants to do this.
[01:36:24.383 --> 01:36:27.445]  But McGruff the Crime Dog is directly federally funded.
[01:36:28.260 --> 01:36:46.329]  And through the National Ad Council, they're running national TV ads showing in red and black uniforms the new Obama armies doing military drills and saying, this is my uniform, this is what I wear, and they're gonna march out across America and already are knocking on doors to canvas whether you support Barack Obama or not.
[01:36:46.329 --> 01:36:51.712]  They have a little GPS separate from the census and they mark down if you're friend or foe.
[01:36:51.712 --> 01:36:54.914]  That isn't a free society.
[01:36:54.914 --> 01:36:56.855]  And so, under the National Ad Council,
[01:36:58.149 --> 01:37:04.271]  Elementary schools, public schools, Head Start, which they advertise for blue collar, white collar.
[01:37:04.271 --> 01:37:05.892]  Oh, it's free health care.
[01:37:05.892 --> 01:37:08.773]  We have a mobile van that helps your kids.
[01:37:08.773 --> 01:37:14.395]  Even if you're paying at the daycare, they still bring Head Start in without asking you, and CPS is there.
[01:37:14.395 --> 01:37:16.656]  Under Head Start, now you get three CPS visits a year.
[01:37:17.236 --> 01:37:19.078]  Well, here's what the kids get.
[01:37:19.078 --> 01:37:25.503]  They get a little badge to feel like they're a little Stasi tattletale with McGruff the Crime Dog.
[01:37:25.503 --> 01:37:28.866]  This is the Cashless Society Cyber Security System.
[01:37:28.866 --> 01:37:32.449]  Here's McGruff's Safe Kids Total ID System.
[01:37:32.449 --> 01:37:38.515]  And they give this to public school kids under another program here in Austin where they give you $200 if you turn in your parents.
[01:37:38.515 --> 01:37:44.280]  That's the highest bonus if you write a report on what's in the medicine cabinet or are they smoking marijuana.
[01:37:46.243 --> 01:37:55.367]  And then I have a mainstream news article today where the judges are saying, we'll let you offer that marijuana if you sterilize yourself.
[01:37:55.367 --> 01:37:57.368]  We got a free sterilization for you.
[01:37:57.368 --> 01:37:58.329]  I have that article right here.
[01:37:59.594 --> 01:38:10.220]  So one of the fellows here in our office, we're going to not say his name, McGruff Safe Kids Total ID System, and right here is the little scan disk for your child's history.
[01:38:10.220 --> 01:38:12.761]  They have social workers that ask them questions under this.
[01:38:12.761 --> 01:38:14.542]  Are mommy and daddy spanking you?
[01:38:14.542 --> 01:38:16.023]  Are they yelling at you?
[01:38:16.023 --> 01:38:21.546]  Because we've got a nice foster home, especially if you're blonde haired and blue eyed like this little girl.
[01:38:21.546 --> 01:38:22.487]  She better be careful.
[01:38:23.626 --> 01:38:25.988]  Because they can get half a mil for them.
[01:38:25.988 --> 01:38:29.331]  And people can't believe this is happening.
[01:38:29.331 --> 01:38:35.357]  I had a senator on a few weeks ago from Georgia, where she was naming names of where there are bounties.
[01:38:35.357 --> 01:38:37.919]  We need this many blonde hair, blue eyes this week.
[01:38:37.919 --> 01:38:40.582]  And they got Walmart employees, everybody watching.
[01:38:40.582 --> 01:38:45.906]  You yell at your kid, boom, police are there, take them, they're gone, they get half a mil.
[01:38:45.906 --> 01:38:47.548]  Walmart gets a few grand out of it.
[01:38:47.788 --> 01:38:56.270]  And I showed you USA Today where Walmart and pizza places and everybody run your criminal background when you pay with a credit card and you wonder why cops pull you over when you leave the parking lot.
[01:38:56.270 --> 01:39:01.472]  They've got the whole grid in place.
[01:39:01.472 --> 01:39:03.152]  Yes, it's already in place.
[01:39:03.152 --> 01:39:05.753]  So take a bite out of crime and how to tattle on your parents.
[01:39:05.753 --> 01:39:07.913]  Here's the DNA collection kit.
[01:39:07.913 --> 01:39:09.574]  They fear monger the parents.
[01:39:09.574 --> 01:39:10.414]  Give us your DNA.
[01:39:10.414 --> 01:39:13.875]  We don't want kidnappers to grab your kids unless you're Dying Corp and Halliburton.
[01:39:15.250 --> 01:39:21.275]  But mentally run giant child kidnapping rings and Congress brings it up and they go, yeah, we run kidnapping rings.
[01:39:21.275 --> 01:39:23.057]  You know, we had to pay a fine.
[01:39:23.057 --> 01:39:25.078]  It's no big deal.
[01:39:25.078 --> 01:39:30.063]  So now, of course, they don't tell the parents, by the way, we already took your kids blood at birth.
[01:39:30.063 --> 01:39:38.290]  We just want other tissue samples out of their mouth right now because we want you to think that we got their DNA this way.
[01:39:40.199 --> 01:39:48.122]  That's why all over the country, Tennessee, Texas, you name it, California, they have thumb scanners and hand scanners in the car.
[01:39:48.122 --> 01:39:53.163]  And when they pull you over for a traffic ticket or a checkpoint, they say, we need to run your scan here at the checkpoint.
[01:39:53.163 --> 01:39:57.285]  And people go, there's even YouTube videos of this, where they go, hey, I got a camera.
[01:39:57.285 --> 01:39:58.805]  What do you mean you want to take my fingerprints?
[01:39:58.805 --> 01:40:00.225]  We got to make sure you're not wanted.
[01:40:00.225 --> 01:40:01.026]  This isn't a fake ID.
[01:40:02.082 --> 01:40:03.543]  Guilty until proven innocent.
[01:40:03.543 --> 01:40:04.844]  Now, what did they do to this little girl?
[01:40:04.844 --> 01:40:06.765]  We've got her name and her little slave card.
[01:40:06.765 --> 01:40:12.588]  And this is what happens when you're in preschool now.
[01:40:12.588 --> 01:40:16.310]  McGruff's Safe Kids Total ID System.
[01:40:16.310 --> 01:40:17.731]  Help take a bot out of crime.
[01:40:17.731 --> 01:40:21.853]  Hey, McGruff, how about you stop the CIA shipping in heroin and cocaine and running child kidnapping rings?
[01:40:23.308 --> 01:40:24.350]  And it's a little girl.
[01:40:24.350 --> 01:40:26.172]  She's got blonde hair and blue eyes.
[01:40:26.172 --> 01:40:28.115]  Oh, you can see that in her little slave card.
[01:40:28.115 --> 01:40:29.958]  CPS is flipping through this.
[01:40:29.958 --> 01:40:31.100]  Right now, looking for any reason.
[01:40:31.100 --> 01:40:32.342]  I'm sorry to have to inform everybody.
[01:40:34.341 --> 01:40:37.542]  And look, biometrics, they had her scan.
[01:40:37.542 --> 01:40:41.003]  This was inkless, and they put her digital image of her little fingers.
[01:40:41.003 --> 01:40:42.884]  They've now got them all.
[01:40:42.884 --> 01:40:45.745]  And she'll be trained in public schools nationwide.
[01:40:45.745 --> 01:40:48.185]  Over half of them now make you thumbprint to buy and sell.
[01:40:48.185 --> 01:40:52.507]  Austin makes you use thumbprints to get your food, to get your school books.
[01:40:52.507 --> 01:40:53.227]  You have to do it.
[01:40:53.227 --> 01:40:55.087]  Europe's implemented the same system.
[01:40:55.087 --> 01:40:56.908]  Australia, total slave.
[01:40:56.908 --> 01:41:00.109]  But don't worry, everybody's a slave now.
[01:41:00.109 --> 01:41:01.229]  Okay?
[01:41:01.229 --> 01:41:02.990]  So this is all kept by the feds.
[01:41:04.395 --> 01:41:12.990]  And, uh, by McGruff, the child kidnapping dog, he goes out and sniffs out the blonde-haired, blue-eyed kids, and looks like he found one.
[01:41:12.990 --> 01:41:15.474]  And, of course, they want the dental chart.
[01:41:15.474 --> 01:41:18.138]  They need to know everything when they're trafficking your kids.
[01:41:21.448 --> 01:41:27.213]  Now again, the average idiot cops that are there taking this information, they think they're doing good and helping.
[01:41:27.213 --> 01:41:31.477]  But as the founding fathers said, the road to hell is paved with good intentions.
[01:41:31.477 --> 01:41:34.921]  So, there's your little biometric ID card slave card.
[01:41:34.921 --> 01:41:36.983]  Has nothing to do with keeping your kids safe.
[01:41:37.623 --> 01:41:38.844]  Everything to do with enslaving them.
[01:41:38.844 --> 01:41:51.317]  That's why they've been lying for 36 years and telling you the blood was for the health department and a health test and sending it off to a federal depository at the Eugenics Bank at Coal Springs Harbor.
[01:41:51.317 --> 01:41:52.678]  Now, mainstream news.
[01:41:53.599 --> 01:41:54.560]  That's the incredible thing.
[01:41:54.560 --> 01:42:00.264]  We're on record about everything 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 years ago.
[01:42:00.264 --> 01:42:07.208]  In fact, I've been trying to dig around and find myself 15 years ago in front of the County Commissioners and City Council.
[01:42:07.208 --> 01:42:10.211]  A year plus before I got on air.
[01:42:10.211 --> 01:42:17.716]  I was going out and talking about this to City Council and they wouldn't give me citizens communications time or they'd cut me short so I went to an AXS TV show.
[01:42:17.716 --> 01:42:19.037]  We ought to find those 15 year old
[01:42:23.411 --> 01:42:25.372]  Let me see, 1993-94.
[01:42:25.372 --> 01:42:29.274]  Right out of high school.
[01:42:29.274 --> 01:42:33.176]  We ought to find those and put those up on YouTube.
[01:42:33.176 --> 01:42:34.297]  Okay, this is part two.
[01:42:34.297 --> 01:42:37.559]  I may go into part three and four on this because just covering that took so much time.
[01:42:37.559 --> 01:42:39.760]  And this is the tip of the iceberg.
[01:42:39.760 --> 01:42:41.521]  In fact, I cleaned the studio the other day.
[01:42:41.521 --> 01:42:43.082]  It's in one of those folders.
[01:42:43.082 --> 01:42:52.427]  C of Duke can find the CPS folder that had all the stuff in it from her case with the little booklet from the state that says, if you raise your voice, we will take your children.
[01:42:52.867 --> 01:42:55.508]  Now there's no law that raising your voice is.
