[00:00:04.906 --> 00:00:06.447]  Ladies and gentlemen,
[01:10:34.970 --> 01:10:40.695]  Now, I'm not saying they're going to do it because, you know, they've got us on the verge of world war a couple other times, but this is...
[01:10:42.915 --> 01:10:48.580]  We're probably in the next few years going to go ahead and have World War III, folks, and then people won't say, oh, Alex, don't fear monger.
[01:10:48.580 --> 01:10:50.401]  It's not fear mongering.
[01:10:50.401 --> 01:10:51.242]  It's reality.
[01:10:51.242 --> 01:10:54.084]  The North has declared war.
[01:10:54.084 --> 01:10:58.688]  They say the armistice, the truce is off, we're back to war.
[01:10:58.688 --> 01:10:59.588]  That has been done.
[01:10:59.588 --> 01:11:00.389]  That is Reuters.
[01:11:00.389 --> 01:11:02.431]  That is AP.
[01:11:02.431 --> 01:11:06.274]  They're firing missiles off the coast of Japan.
[01:11:06.274 --> 01:11:07.175]  The former president
[01:11:09.364 --> 01:11:12.605]  As you just heard, he killed himself, supposedly.
[01:11:12.605 --> 01:11:14.825]  This is getting crazy.
[01:11:14.825 --> 01:11:17.386]  And you add to that everything else that's been going on.
[01:11:17.386 --> 01:11:27.949]  All this martial law stuff was about drills, so when the globalists start World War III, they can lock America down and get away with their geopolitical operations.
[01:11:27.949 --> 01:11:32.430]  Alright, I'm going to go to Watson in the next segment.
[01:11:32.430 --> 01:11:34.631]  Let's go to Chris in South Korea.
[01:11:34.631 --> 01:11:35.491]  Chris, finish up your point.
[01:11:35.491 --> 01:11:36.151]  I've got to go to others.
[01:11:37.367 --> 01:11:38.828]  I'll try to make it quick.
[01:11:38.828 --> 01:11:55.303]  The saber-rattling isn't coming out of nowhere, actually, because the stealth for the past several months has actually been... Well, the North keeps catching Southern spies up there trying to assassinate Kim Jong-il or running a spy ring or something like that, and the South is being continually actually provoking the North.
[01:11:55.303 --> 01:11:57.245]  So it's not coming out of nowhere.
[01:11:57.245 --> 01:12:03.350]  And secondly, if something happens here and there's a nuclear explosion, it doesn't match with the North's rhetoric.
[01:12:03.834 --> 01:12:06.817]  Because the North wants to reunify and take over the peninsula.
[01:12:06.817 --> 01:12:08.980]  They want to shoot Japan with a missile.
[01:12:08.980 --> 01:12:10.582]  It wouldn't make any sense if...
[01:12:11.149 --> 01:12:17.794]  A nuclear bomb goes off in South Korea, so... Yeah, but the North Koreans are, I mean, trying to menace everybody.
[01:12:17.794 --> 01:12:21.416]  They do routinely fire missiles right off the coast of Japan.
[01:12:21.416 --> 01:12:30.503]  I mean, what about Japan coming out Monday, officially in their parliament, in their diet, saying, we may go ahead and hit North Korea?
[01:12:30.503 --> 01:12:32.844]  I mean, this is getting crazy.
[01:12:32.844 --> 01:12:38.408]  And everybody knows Japan has a secret nuke arsenal, just like Israel.
[01:12:38.408 --> 01:12:38.869]  Oh, yeah.
[01:12:39.631 --> 01:12:42.934]  Carried out of my mind here, really.
[01:12:42.934 --> 01:13:08.295]  Yeah, I don't think for a minute, and this has been confirmed even in mainstream media, Japan, remember all the times they have nuclear explosions, you know, reactor meltdowns, and there'll be, you know, all these samurai types running out in their suits, you know, in their hand mixing the uranium and plutonium, I mean, they are, they've got so many nukes, it'll make your head spin, and this whole thing is just descending into insanity very quickly.
[01:13:11.250 --> 01:13:12.791]  Yeah, it's crazy.
[01:13:12.791 --> 01:13:15.572]  Yeah, folks, do you think the Japanese really don't have nukes?
[01:13:15.572 --> 01:13:23.954]  They just... I remember in 1999, they bought the biggest one-time shipment of uranium and plutonium ever purchased.
[01:13:23.954 --> 01:13:26.375]  They bought... I forget the exact headline.
[01:13:26.375 --> 01:13:27.936]  Will you guys Google this and print it for me?
[01:13:27.936 --> 01:13:28.736]  I want to get it exact.
[01:13:33.251 --> 01:13:35.753]  Uranium, plutonium from EU.
[01:13:35.753 --> 01:13:40.816]  And I want to say it was enough to run 10,000 reactors for 1,000 years or something.
[01:13:40.816 --> 01:13:43.117]  And it was all weapons grade.
[01:13:43.117 --> 01:13:50.622]  And then all these countries didn't want the triple hull tanker full of uranium and plutonium coming within thousands of miles of their nations.
[01:13:50.622 --> 01:13:52.223]  There were all those protests.
[01:13:52.223 --> 01:13:54.865]  That was delivered into Japan in 1999.
[01:13:59.192 --> 01:14:05.553]  And those assembly lines are just rolling nukes off and nuke-delivering missiles.
[01:14:05.553 --> 01:14:13.075]  If you think U.S.-made cruise missiles will shoot down your chimney, can you imagine a Japanese-made one?
[01:14:13.075 --> 01:14:19.917]  With those people in those factories, those secret labs, working themselves to death for the Emperor?
[01:14:19.917 --> 01:14:20.677]  God help us.
[01:14:20.677 --> 01:14:24.238]  Let's go to, and Watson's coming up with a key report.
[01:14:24.238 --> 01:14:25.618]  Chris in Virginia, you're on the air.
[01:14:27.244 --> 01:14:38.456]  Hey, I had a really bad thought.
[01:14:38.456 --> 01:14:47.767]  If the New World Order wanted to get rid of all of us, couldn't they just release the swine flu and then put the cure for the swine flu inside the vaccination?
[01:14:49.622 --> 01:14:55.065]  Yeah, but if they put the cure inside the vaccination, then people like you and me, we wouldn't take the vaccination.
[01:15:11.972 --> 01:15:13.034]  And there they go.
[01:15:13.034 --> 01:15:16.180]  They got rid of all the people who would oppose the New World Order.
[01:15:16.180 --> 01:15:17.702]  Yeah, I've thought about that.
[01:15:17.702 --> 01:15:18.644]  That point's been made.
[01:15:18.644 --> 01:15:22.010]  That point's been made.
[01:15:22.010 --> 01:15:24.254]  Do you think it has any validity, this point?
[01:15:26.532 --> 01:15:29.494]  Well, you'll know very fast, locally.
[01:15:29.494 --> 01:15:35.398]  The media will put out this info at first, but if people taking the shot, the vaccine, are saved, then you'll know it's good.
[01:15:35.398 --> 01:15:36.979]  If they're not, you know it's a fraud.
[01:15:36.979 --> 01:15:38.260]  But here's the problem.
[01:15:38.260 --> 01:15:47.626]  They were vaccinating people in Mexico with old flu vaccine that had no resemblance to this virus mutation, you know, when that was happening.
[01:15:47.626 --> 01:15:54.650]  So, it's all, I mean, for seven years, they haven't guessed the right flu mutation with the vaccines.
[01:15:57.318 --> 01:16:10.420]  You know, major hospitals like the Mayo Clinic have come out in a six-year study last week, we covered it last week, reporting that
[01:16:12.540 --> 01:16:19.462]  You're 2.9 times, almost 3 times more likely to end up in the hospital or die from flu if you've had the flu shot.
[01:16:19.462 --> 01:16:21.142]  I mean, it's an absolute fact.
[01:16:21.142 --> 01:16:23.023]  My mother never got sick.
[01:16:23.023 --> 01:16:25.704]  And she was doing triathlons like 10 years ago.
[01:16:25.704 --> 01:16:29.465]  And they were saying, oh, you ought to get a shot a month before to make sure you don't get the flu.
[01:16:29.465 --> 01:16:32.105]  It was the triathlons in the middle of flu season.
[01:16:32.105 --> 01:16:34.386]  And she took it and almost killed her.
[01:16:34.386 --> 01:16:37.167]  Everybody I know has almost been killed by a flu shot.
[01:16:37.167 --> 01:16:39.767]  I don't need the Mayo Clinic to tell me.
[01:16:39.767 --> 01:16:41.908]  If I thought flu shots were good, I'd be rolling my sleeve up.
[01:16:44.219 --> 01:16:45.580]  That was my only point.
[01:16:45.580 --> 01:16:47.061]  That's a very astute question.
[01:16:47.061 --> 01:16:49.343]  Thank you so much.
[01:16:49.343 --> 01:16:51.644]  Let's talk to Sean in Minnesota.
[01:16:51.644 --> 01:16:54.146]  Sean, go ahead.
[01:16:54.146 --> 01:16:55.507]  Hey there.
[01:16:55.507 --> 01:16:58.609]  Good day to you, Alex.
[01:16:58.609 --> 01:17:00.931]  This is a bad time right now.
[01:17:00.931 --> 01:17:08.436]  I hope I'm wrong, but I can smell a false flag operation coming soon.
[01:17:08.436 --> 01:17:09.316]  I want to get your
[01:17:13.823 --> 01:17:15.704]  perspective on something.
[01:17:15.704 --> 01:17:22.469]  About a month ago, a good friend of mine turned me on to a documentary called September Clues.
[01:17:22.469 --> 01:17:25.631]  Have you seen it by any chance?
[01:17:25.631 --> 01:17:27.172]  September Clues.
[01:17:27.172 --> 01:17:31.275]  You know, it rings a bell.
[01:17:31.275 --> 01:17:35.718]  It's a documentary about... Oh, I remember.
[01:17:35.718 --> 01:17:37.980]  It's about airplanes not flying into the towers.
[01:17:39.082 --> 01:17:57.788]  Yeah, it presents evidence that possibly the mainstream media, emphasis on mainstream media, I'm not picking on all media in general, and certainly not the alternative, but it does present some compelling evidence that the mainstream media did... No, I hear you, and I appreciate your call.
[01:17:57.788 --> 01:18:06.451]  You know, they did fake newscast drills in the first Gulf War, and we have the video of that, and then, you know, they had fake news conferences with fake palm trees that they put on TV.
[01:18:07.830 --> 01:18:18.752]  And the Queen of England has been caught going to fake meetings in Africa, really on soundstage sets in England, you know, to meet with Africans, because she doesn't want to get near them.
[01:18:18.752 --> 01:18:26.513]  But I have friends and family who saw at least one of the aircraft, and then I say that, and the TV fakery people say, no, you're an agent, shut up.
[01:18:26.513 --> 01:18:34.755]  So I've really seen a lot of unprofessionalism out of most of those people, and a lot of craziness, and it has the hallmarks of a disinformation operation.
[01:18:38.069 --> 01:18:40.050]  Now it looks like a plane didn't hit the Pentagon.
[01:18:40.050 --> 01:18:45.293]  You have to look at the evidence, but with the towers it's different.
[01:18:45.293 --> 01:18:46.314]  But that's it.
[01:18:46.314 --> 01:18:48.575]  People are allowed to have their views and their opinions.
[01:18:48.575 --> 01:18:50.937]  Let's go to Eddie in China.
[01:18:50.937 --> 01:18:54.759]  Eddie, are you an American in China?
[01:18:54.759 --> 01:18:55.359]  Hi, Alex.
[01:18:55.359 --> 01:18:56.440]  How are you doing?
[01:18:56.440 --> 01:18:57.040]  Good, sir.
[01:18:57.040 --> 01:18:59.902]  Tell us why you're in China.
[01:18:59.902 --> 01:19:02.644]  I run an export company.
[01:19:02.644 --> 01:19:03.244]  Okay, interesting.
[01:19:03.244 --> 01:19:04.685]  So you're over there.
[01:19:04.685 --> 01:19:07.547]  Give us your take on the whole Korean Peninsula situation.
[01:19:09.210 --> 01:19:18.534]  Well, the thing is on Chinese television, and I don't want to talk too long, they've been showing a lot of anti-Japanese programming.
[01:19:18.534 --> 01:19:26.938]  They've had a special about the Nanjing thing, and it looks to me like they're going to use that.
[01:19:26.938 --> 01:19:30.840]  If anything happens in that situation, they're going to blame it on Japan.
[01:19:30.840 --> 01:19:36.503]  So they're doing a lot of news coverage about Japan and the occupation of China?
[01:19:37.918 --> 01:19:43.780]  Not only that, Alex, they're doing a lot of, actually, television shows about the occupation.
[01:19:43.780 --> 01:19:47.141]  There's actually one that's... Yeah, whenever you see that, that's what I'm saying.
[01:19:47.141 --> 01:19:50.522]  I'm seeing war preparation in the media everywhere.
[01:19:50.522 --> 01:19:51.183]  Stay there.
[01:19:51.183 --> 01:19:53.323]  Then we're going to Paul Watson on the other side.
[01:19:53.323 --> 01:19:55.184]  This is the GCN Radio Network.
[01:19:55.184 --> 01:19:55.924]  Stay with us.
[01:19:55.924 --> 01:19:57.285]  Transmission continues.
[01:20:02.395 --> 01:20:03.895]  Recognize that sound?
[01:20:03.895 --> 01:20:08.676]  If you're taking vitamins and minerals in pill form, that's exactly where many are ending up.
[01:20:08.676 --> 01:20:11.137]  Hello, my name is Dr. David Friedman.
[01:20:11.137 --> 01:20:16.458]  According to the physician's desk reference, vitamins in a pill form are 10% absorbed.
[01:20:16.458 --> 01:20:21.859]  So for every $100 you spend on vitamins, that's $90 you're flushing down the toilet.
[01:20:21.859 --> 01:20:25.300]  In fact, orderlies at hospitals call these bedpan bullets.
[01:20:25.300 --> 01:20:27.380]  Start absorbing the nutrients you swallow.
[01:20:27.740 --> 01:20:35.346]  Introducing Choose for Health, a delicious tasting chewable containing 16 super fruits, sea vegetables, and antioxidants.
[01:20:35.346 --> 01:20:38.168]  Stop paying for nutrients your body doesn't use.
