[00:00.000 --> 00:02.000]  now
[01:31:26.640 --> 01:31:29.640]  As a powerful hand purifier or oral cleansing formula,
[01:31:29.640 --> 01:31:34.640]  just a small spray will help you stay clean when you feel surrounded by toxins.
[01:31:34.640 --> 01:31:36.640]  With powerful yet simple ingredients,
[01:31:36.640 --> 01:31:41.640]  Immune Gargle features Silver Soul Nano Silver for a powerful cleansing alternative.
[01:31:41.640 --> 01:31:46.640]  With Super Blue's Silver Immune Gargle, staying toxin free is easy and affordable.
[01:31:46.640 --> 01:31:51.640]  Help stop the spread of toxins and stay healthy with Super Blue's Silver Immune Gargle,
[01:31:51.640 --> 01:31:57.640]  only available at infowarslife.com.
[01:31:57.640 --> 01:31:59.640]  InfoWarsLife is launching its newest product.
[01:31:59.640 --> 01:32:01.640]  We're really, really proud of it.
[01:32:01.640 --> 01:32:05.640]  It's a best source prebiotic fiber.
[01:32:05.640 --> 01:32:10.640]  And it's got the very best concentrated fibers from berries and fruits
[01:32:10.640 --> 01:32:15.640]  and other compounds that have been known to be the very best for your body
[01:32:15.640 --> 01:32:17.640]  and for regularity and so much more.
[01:32:17.640 --> 01:32:22.640]  And it synergistically works with our 50 billion live active culture fluorolife
[01:32:22.640 --> 01:32:27.640]  as well as MycoZX that targets the yeast, the mold, and the funguses in the gut.
[01:32:27.640 --> 01:32:31.640]  So this is the time to take advantage of getting this new incredible fiber product
[01:32:31.640 --> 01:32:33.640]  and these other products.
[01:32:33.640 --> 01:32:36.640]  You get them separately or together and make really, really big savings
[01:32:36.640 --> 01:32:38.640]  and get high quality products at the same time.
[01:32:38.640 --> 01:32:40.640]  And I'm doing this to introduce these products to you.
[01:32:40.640 --> 01:32:43.640]  Bodies sold out in a month.
[01:32:43.640 --> 01:32:46.640]  Strongest concentrated turmeric formula we can come up with.
[01:32:46.640 --> 01:32:48.640]  It's sold out for another month and a half.
[01:32:48.640 --> 01:32:51.640]  We sold it at 50% off till it's sold out.
[01:32:51.640 --> 01:32:54.640]  And I think it's going to be the same way with this fiber.
[01:32:54.640 --> 01:33:18.640]  Get yours today in FoursLife.com.
[01:33:24.640 --> 01:33:26.640]  So, what are you doing?
[01:33:26.640 --> 01:33:29.640]  Einstein says the depth of insanity is doing the same thing
[01:33:29.640 --> 01:33:31.640]  expecting a different result.
[01:33:31.640 --> 01:33:34.640]  So we keep on saying I hate you, I hate you, f**k you, f**k you.
[01:33:34.640 --> 01:33:36.640]  How are we going to get a different result out of hate?
[01:33:36.640 --> 01:33:39.640]  Why don't we just try love?
[01:33:39.640 --> 01:33:41.640]  Why don't we just try love?
[01:33:41.640 --> 01:33:44.640]  We have the resources for a peaceful world.
[01:33:44.640 --> 01:33:48.640]  You know, sometimes you need some crazy mother f**kers to change something.
[01:33:48.640 --> 01:33:50.640]  Steve Jobs is crazy.
[01:33:50.640 --> 01:33:52.640]  Now we all know Steve Jobs falls.
[01:33:52.640 --> 01:33:54.640]  But I'm here to show love.
[01:33:54.640 --> 01:33:59.640]  It's a bigger plan and I'm just doing what the universe told me.
[01:33:59.640 --> 01:34:03.640]  Resistance to tyrants is obedience to God.
[01:34:03.640 --> 01:34:26.640]  It's Alex Jones.
[01:34:26.640 --> 01:34:29.640]  The recent migrant hysteria of the left
[01:34:29.640 --> 01:34:33.640]  was triggered primarily by this declaration of zero tolerance
[01:34:33.640 --> 01:34:37.640]  by Department of Homeland Security Secretary Christian Nielsen.
[01:34:37.640 --> 01:34:41.640]  In the last five months we have a 314% increase
[01:34:41.640 --> 01:34:44.640]  in adults and children arriving at the border
[01:34:44.640 --> 01:34:48.640]  fraudulently claiming to be a family unit.
[01:34:48.640 --> 01:34:51.640]  This is obviously of concern.
[01:34:51.640 --> 01:34:55.640]  Something that was enacted after the Attorney General announced the zero tolerance policy.
[01:34:55.640 --> 01:34:57.640]  This never happened before he announced it.
[01:34:57.640 --> 01:34:58.640]  That's actually not true.
[01:34:58.640 --> 01:35:02.640]  So the last administration, the Obama administration, the Bush administration
[01:35:02.640 --> 01:35:04.640]  all separated families.
[01:35:04.640 --> 01:35:06.640]  They absolutely did.
[01:35:06.640 --> 01:35:11.640]  Their rate was less than ours, but they absolutely did do this.
[01:35:11.640 --> 01:35:12.640]  This is not new.
[01:35:12.640 --> 01:35:15.640]  Are you intending for this to play out as it is playing out?
[01:35:15.640 --> 01:35:18.640]  Are you intending for parents to be separated from their children?
[01:35:18.640 --> 01:35:20.640]  Are you intending to send a message?
[01:35:20.640 --> 01:35:22.640]  I find that offensive.
[01:35:22.640 --> 01:35:23.640]  No.
[01:35:23.640 --> 01:35:27.640]  Because why would I ever create a policy that purposely does that?
[01:35:27.640 --> 01:35:32.640]  And now right on cue, Frontier American and United Airlines
[01:35:32.640 --> 01:35:36.640]  have released statements denouncing something Obama did for years.
[01:35:36.640 --> 01:35:40.640]  Separate children from their parents charged with misdemeanors
[01:35:40.640 --> 01:35:46.640]  and some of them felonies for refusing to become naturalized citizens the legal way.
[01:35:46.640 --> 01:35:50.640]  Regardless of the fact that towns like Tenencingo, Mexico
[01:35:50.640 --> 01:35:54.640]  use our open-ended border against us, flooding the U.S. with sex slaves,
[01:35:54.640 --> 01:35:58.640]  drugs and weapons, a multi-billion dollar operation,
[01:35:58.640 --> 01:36:02.640]  but the Democrats would like to pretend nothing like that is happening.
[01:36:02.640 --> 01:36:04.640]  After all, it is an election year.
[01:36:04.640 --> 01:36:08.640]  I led an unannounced inspection of an ICE detention center
[01:36:08.640 --> 01:36:12.640]  to witness firsthand the Trump administration's heartless, cruel
[01:36:12.640 --> 01:36:15.640]  and dangerous family separation policy.
[01:36:15.640 --> 01:36:21.640]  Here we are bringing our concerns to the steps of the Capitol once again.
[01:36:21.640 --> 01:36:24.640]  Once again to say to the President of the United States,
[01:36:24.640 --> 01:36:26.640]  Hello, can you go?
[01:36:26.640 --> 01:36:31.640]  This is child abuse, what you are committing against those children.
[01:36:31.640 --> 01:36:34.640]  Those children should be with their moms and their dads.
[01:36:34.640 --> 01:36:39.640]  The United States of America is not and must never be about
[01:36:39.640 --> 01:36:45.640]  locking up little children in cages on the southern border.
[01:36:45.640 --> 01:36:49.640]  I'm going to be signing an executive order in a little while before I go to Minnesota,
[01:36:49.640 --> 01:36:52.640]  but at the same time, I think you have to understand,
[01:36:52.640 --> 01:36:56.640]  we're keeping families together, but we have to keep our borders strong.
[01:36:56.640 --> 01:37:02.640]  We will be overrun with crime and with people that should not be in our country.
[01:37:02.640 --> 01:37:06.640]  Of course, this is how they talk when it's not an election year.
[01:37:06.640 --> 01:37:11.640]  Better make everybody in America poor than you're doing away with the concept of a nation state.
[01:37:11.640 --> 01:37:15.640]  You would love us to open border policy, bring in all kinds of people who work for two or three dollars,
[01:37:15.640 --> 01:37:17.640]  and that would be great for them. I don't believe in that.
[01:37:17.640 --> 01:37:23.640]  We must create a system that converts the current flow of primarily low skilled illegal immigrants
[01:37:23.640 --> 01:37:29.640]  into the United States into a more manageable and controlled flow of legal immigrants
[01:37:29.640 --> 01:37:31.640]  who can be absorbed by our economy.
[01:37:31.640 --> 01:37:35.640]  All Americans, not only in the States, most heavily affected,
[01:37:35.640 --> 01:37:43.640]  but in every place in this country are rightly disturbed by the large numbers of illegal aliens entering our country.
[01:37:43.640 --> 01:37:47.640]  The jobs they hold might otherwise be held by citizens or legal immigrants.
[01:37:47.640 --> 01:37:51.640]  The public service they use imposed burdens on our taxpayers.
[01:37:51.640 --> 01:37:55.640]  That's why our administration has moved aggressively to secure our borders more
[01:37:55.640 --> 01:38:01.640]  by hiring a record number of new border guards, by deporting twice as many criminal aliens as ever before.
[01:38:01.640 --> 01:38:09.640]  Very briefly on immigration, there isn't any sensible approach except to do what we need to do simultaneously.
[01:38:09.640 --> 01:38:15.640]  You know, secure our borders with technology, personnel, physical barriers, if necessary,
[01:38:15.640 --> 01:38:19.640]  in some places, and we need to have tougher employer sanctions,
[01:38:19.640 --> 01:38:28.640]  and then give them some earned right to legalization that will enable them to continue to work
[01:38:28.640 --> 01:38:32.640]  if they've committed transgressions of whatever kind they should be.
[01:38:32.640 --> 01:38:33.640]  This is the Trump plan.
[01:38:33.640 --> 01:38:37.640]  I think the numbers have escalated tremendously.
[01:38:37.640 --> 01:38:40.640]  You see a lot of illegal smuggling.
[01:38:40.640 --> 01:38:47.640]  I'm told by the State Department that they're anywhere from 40 to 75 ships,
