[00:00:02.040 --> 00:00:02.720]  Is the U.S.
[01:27:19.080 --> 01:27:22.761]  They're saying, we're gonna kill you, we're going to attack you, I'm gonna load this gun and point it at you and kill you.
[01:27:22.761 --> 01:27:25.482]  You start loading the gun and pointing it at me, I have to strike back, right?
[01:27:25.482 --> 01:27:28.543]  Because you're striking me first, you've announced you're doing it.
[01:27:28.543 --> 01:27:36.465]  You've said you're coming to burn down my house, I see you pulling up with torches in your hand, you crossed my threshold, under common law, I can shoot you.
[01:27:36.465 --> 01:27:38.486]  Understand?
[01:27:38.486 --> 01:27:40.367]  So you've shown yourself to be monsters, you've done this,
[01:27:41.371 --> 01:27:47.034]  China, horrible communist monsters, enslaving their people.
[01:27:47.034 --> 01:27:49.776]  It's a very, very sad situation.
[01:27:49.776 --> 01:27:52.578]  And now they want the South China Sea, and they want Africa, and they want everything else.
[01:27:52.578 --> 01:27:54.759]  The deals they made with the globalists are all being broken.
[01:27:54.759 --> 01:27:58.942]  That's one reason globalism's broken, because none of the parties involved followed it.
[01:27:58.942 --> 01:28:05.766]  Europe ignored the deals with Russia, we ignored those deals, the Chinese broke their deals with us.
[01:28:05.766 --> 01:28:10.849]  I mean, Russia really didn't break their deals until the last five, six years, when the West started breaking deals they had with them.
[01:28:12.045 --> 01:28:13.426]  I'm not even, again, praising Russia.
[01:28:13.426 --> 01:28:18.670]  I don't have any stake in Russia, other than I don't have nuclear war with Russia.
[01:28:18.670 --> 01:28:19.891]  I'd like to visit Russia someday.
[01:28:19.891 --> 01:28:20.892]  I'd like to visit Africa.
[01:28:20.892 --> 01:28:22.293]  I haven't been to either place.
[01:28:22.293 --> 01:28:22.913]  I've been to Europe.
[01:28:22.913 --> 01:28:23.273]  It's awesome.
[01:28:23.273 --> 01:28:24.554]  I've been to Central America.
[01:28:24.554 --> 01:28:24.995]  It's awesome.
[01:28:24.995 --> 01:28:25.675]  I've been to Mexico.
[01:28:25.675 --> 01:28:26.776]  I've been to Canada.
[01:28:26.776 --> 01:28:28.737]  I just, you know, I don't want to have a nuclear war.
[01:28:28.737 --> 01:28:32.480]  I mean, call me a Russian agent, like McCain says.
[01:28:32.480 --> 01:28:38.565]  But the other thing is, Korea and their dictator could decide to just transfer power, but they can't do it.
[01:28:39.448 --> 01:28:44.251]  They could step down or China could get them in line and have them stop making the threats and doing all this.
[01:28:44.251 --> 01:28:56.360]  But it's coming to a head because China wants to use North Korea as a set piece to somehow bully us into submission and it's not working with Donald Trump.
[01:28:56.360 --> 01:29:02.384]  Just like it's not working with Vladimir Putin, who they keep trying to bully into submission.
[01:29:02.384 --> 01:29:06.387]  It's not happening.
[01:29:07.739 --> 01:29:10.340]  The globalists are trying to bully Russia into giving up its sovereignty.
[01:29:10.340 --> 01:29:11.020]  Not happening.
[01:29:11.020 --> 01:29:12.300]  The United States, not happening.
[01:29:12.300 --> 01:29:14.560]  Because we have President Trump.
[01:29:14.560 --> 01:29:15.121]  Oh, here it is!
[01:29:15.121 --> 01:29:16.521]  A press conference ongoing.
[01:29:16.521 --> 01:29:19.281]  Trump doesn't shake hands with Merkel during photo op.
[01:29:19.281 --> 01:29:21.082]  They're getting ready to have their press conference.
[01:29:21.082 --> 01:29:27.003]  That's up on DrudgeReport.com and InfoWars.com, as well as our backup site, PrisonPlanet.com.
[01:29:27.003 --> 01:29:33.985]  President Trump did not extend his hand to shake German Chancellor Merkel's Friday Oval Office photo op, a courtesy he usually extends to foreign leaders visiting the White House.
[01:29:33.985 --> 01:29:35.985]  Well, she is literally an Islamist agent.
[01:29:37.057 --> 01:29:40.800]  So, I mean, he really shouldn't do that, right?
[01:29:40.800 --> 01:29:42.621]  We'll be back on the other side.
[01:29:42.621 --> 01:29:50.367]  We'll open up the phones and do a ton of other news I haven't hit yet, but this North Korea, South China Sea, China situation is the big issue.
[01:29:50.367 --> 01:29:51.768]  We're on the march.
[01:29:51.768 --> 01:29:54.290]  The empire's on the run.
[01:29:54.290 --> 01:29:56.972]  Alex Jones and the GCN Radio Network.
[01:30:01.568 --> 01:30:04.692]  You've heard of lab-grown beef in a petri dish.
[01:30:04.692 --> 01:30:09.418]  You've heard of chickoids that are kept secure, force-fed, and have their beaks removed.
[01:30:09.418 --> 01:30:12.942]  Well, now get ready for finger-lickin' lab-grown chicken.
[01:30:12.942 --> 01:30:13.623]  That's right.
[01:30:13.623 --> 01:30:18.850]  Memphis Meats is one of a cadre of startups racing to create meat that doesn't involve killing animals.
[01:30:19.150 --> 01:30:27.198]  The firm's approach to what it calls clean meat is to culture animal cells in a lab, feed them nutrients until they grow into pieces large enough to cook and eat.
[01:30:27.198 --> 01:30:30.582]  You've probably seen where companies like this have grown beef in petri dishes.
[01:30:30.582 --> 01:30:32.343]  Well, now it's gonna be chicken strips.
[01:30:32.343 --> 01:30:36.848]  And I know the question on everybody's mind is, does the lab-grown chicken taste like chicken?
[01:30:37.128 --> 01:30:44.792]  According to the Wall Street Journal, it was reported spongier than a whole chicken breast, but they nearly nailed the flavor of the traditional variety.
[01:30:44.792 --> 01:30:57.439]  This is all part of the globalist plan to remove you from the natural world and place you into an artificially created, VR-induced world where they control everything you see, smell, taste, think, and touch.
[01:30:57.439 --> 01:31:00.581]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[01:31:01.246 --> 01:31:03.127]  It's not just our water we need to filter.
[01:31:03.127 --> 01:31:05.147]  It's not just our food that needs to be cleaned.
[01:31:05.147 --> 01:31:08.049]  It's the air we're breathing, especially for our children.
[01:31:08.049 --> 01:31:14.111]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[01:31:14.111 --> 01:31:23.294]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[01:31:23.294 --> 01:31:28.156]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[01:31:28.376 --> 01:31:30.837]  Do the best job you can to purify your air.
[01:31:30.837 --> 01:31:38.861]  The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[01:31:38.861 --> 01:31:39.822]  The general public doesn't.
[01:31:41.036 --> 01:31:44.419]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[01:31:44.419 --> 01:31:48.563]  One of these systems can keep 800 square feet incredibly clean.
[01:31:48.563 --> 01:31:55.269]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:31:55.269 --> 01:31:59.353]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:32:01.348 --> 01:32:12.190]  National Defense Labs and Citizen Armor has given InfoWars the exclusive on distributing to the American people the true next generation in body armor.
[01:32:12.190 --> 01:32:19.972]  Basically what we're bringing to the InfoWars team is a new line of dynamic, lightweight body armor.
[01:32:19.972 --> 01:32:25.913]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[01:32:25.993 --> 01:32:32.177]  You said when you talked to people that have been using this, actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[01:32:32.177 --> 01:32:33.158]  What did they really say about this?
[01:32:33.158 --> 01:32:34.959]  They want to know, how do they get it?
[01:32:34.959 --> 01:32:35.980]  Where do they find it?
[01:32:35.980 --> 01:32:39.722]  A lot of my law enforcement official buddies want to know the same thing.
[01:32:39.722 --> 01:32:42.644]  The backpack body armor is only $200.
[01:32:42.644 --> 01:32:44.505]  I mean, it's unbelievable.
[01:32:44.505 --> 01:32:45.526]  It's a quarter inch thick.
[01:32:45.526 --> 01:32:46.667]  It's got a 20-year warranty.
[01:32:46.667 --> 01:32:47.327]  It's waterproof.
[01:32:47.327 --> 01:32:47.808]  You can wear it.
[01:32:47.808 --> 01:32:48.488]  It's comfortable.
[01:32:48.488 --> 01:32:50.609]  And we shot everything you can imagine at it.
[01:32:50.609 --> 01:32:52.391]  Again, fund the Info Award.
[01:32:52.391 --> 01:32:55.092]  Get the game-changing Nanotech Tubes.
[01:32:55.092 --> 01:32:55.753]  It's a win-win.
[01:32:56.234 --> 01:32:56.795]  $200!
[01:32:56.795 --> 01:33:00.141]  Go check out all their different products at InfoWareStore.com.
[01:33:00.141 --> 01:33:00.822]  It's amazing!
[01:33:11.278 --> 01:33:12.379]  Oh my goodness.
[01:33:35.213 --> 01:33:36.334]  That's right, Kim Jong-un.
[01:33:36.334 --> 01:33:37.455]  You little dictator pig.
[01:33:44.665 --> 01:33:48.848]  Trump Tower Blueprint Stolen From Secret Service Breaking Corruption.
[01:33:48.848 --> 01:33:54.231]  It's Alex Jones coming to you live from the front lines of the Info War.
[01:33:54.231 --> 01:33:54.892]  That's right.
[01:33:54.892 --> 01:33:57.794]  Trump Tower Blueprint Stolen From Secret Service.
[01:33:57.794 --> 01:33:59.735]  Trump family lives in the tower.
[01:33:59.735 --> 01:34:00.896]  Looks like a state run deal.
[01:34:00.896 --> 01:34:03.237]  Probably run by the Obama people if I had to bet money.
[01:34:03.237 --> 01:34:04.158]  They're running a whole lot.
[01:34:04.158 --> 01:34:04.878]  Or McCain's people.
[01:34:04.878 --> 01:34:06.379]  They're running a whole shadow government.
[01:34:06.379 --> 01:34:08.661]  Admit they are.
[01:34:08.661 --> 01:34:09.061]  Total...
[01:34:10.419 --> 01:34:12.060]  State-run deal.
[01:34:12.060 --> 01:34:15.863]  The way they broke into the car, the way they got it, the way they ran off, they knew exactly what they were going for.
[01:34:15.863 --> 01:34:20.126]  Sounds like an inside job to me.
[01:34:20.126 --> 01:34:21.687]  Trump family lives in the tower.
[01:34:21.687 --> 01:34:24.909]  A laptop containing blueprints for the Trump Tower.
[01:34:24.909 --> 01:34:28.672]  Another security information was stolen from the Secret Service.
[01:34:28.672 --> 01:34:36.197]  Multiple outlets have now reported the laptop, which also contained tower evacuation procedures, as well as data from the Hillary Clinton email investigation.
[01:34:37.702 --> 01:34:39.524]  How convenient that it was left in the car!
[01:34:39.524 --> 01:34:40.024]  How convenient!
[01:34:40.024 --> 01:34:44.668]  You wouldn't leave your laptop in your car if it had, you know, real estate stuff you were doing as an agent, or
[01:35:02.588 --> 01:35:07.393]  Photos of your kids, but oh, the top secret one, leave it in the car.
[01:35:07.393 --> 01:35:08.935]  Well, sure.
[01:35:08.935 --> 01:35:11.378]  She's a good female agent, though.
[01:35:11.378 --> 01:35:15.602]  Wonder who she voted for.
[01:35:15.602 --> 01:35:16.683]  Just ask questions.
[01:35:16.683 --> 01:35:19.747]  I mean, probably a wonderful person who is in dereliction of duty.
[01:35:19.747 --> 01:35:21.228]  Or maybe she didn't leave it in the car.
[01:35:21.228 --> 01:35:22.089]  Maybe she was in the car.
[01:35:22.089 --> 01:35:22.630]  I'm confused.
[01:35:25.148 --> 01:35:33.154]  The agent also told investigators that while nothing about the White House or foreign leaders is stored on the laptop, the information on there could compromise the national security report of the New York Daily News.
[01:35:33.154 --> 01:35:35.796]  The thief also took sensitive documents and the agent's access card.
[01:35:35.796 --> 01:35:36.497]  Oh!
[01:35:36.497 --> 01:35:38.978]  To the level of the agent's access wasn't immediately clear.
[01:35:38.978 --> 01:35:46.965]  A police officer involved said the investigation was a very big deal for the Secret Service, while the president hasn't been back to Trump Tower since his inauguration.
[01:35:47.981 --> 01:35:56.464]  Melania and Barron, who BowBow says he wants to kidnap and put into sex slavery, are still living there until he finishes school this year, reported TMZ.
[01:35:56.464 --> 01:36:04.967]  Earlier in the week, MIT admitted that it was setting up new security detail with cherry-picked officers after spending months struggling to guard the tower adequately.
