[00:00.000 --> 00:12.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:28:06.000 --> 01:28:08.000]  And it's like a video game, literally.
[01:28:08.000 --> 01:28:14.000]  As you buy product, our energy level, our lives go bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, bing, up.
[01:28:14.000 --> 01:28:16.000]  And then you get great product at the same time.
[01:28:16.000 --> 01:28:26.000]  So free shipping, store-wide, biggest sale ever, 50% off all the supplements, all the nutraceuticals and other big giant sales, 25% off on super high quality, swarable food.
[01:28:26.000 --> 01:28:29.000]  You need it all to be self-sufficient, healthy and ready.
[01:28:29.000 --> 01:28:31.000]  And it makes this broadcast possible.
[01:28:31.000 --> 01:28:34.000]  So get in there today and take advantage of the biggest sale.
[01:28:34.000 --> 01:28:36.000]  Christmas comes early.
[01:28:36.000 --> 01:28:37.000]  Black Friday comes early.
[01:28:37.000 --> 01:28:40.000]  Cyber Monday comes early because they're trying to shut down our payment processor.
[01:28:40.000 --> 01:28:42.000]  You can still get the orders in now.
[01:28:42.000 --> 01:28:44.000]  Get your Christmas gifts now.
[01:28:44.000 --> 01:28:46.000]  Act now.
[01:28:46.000 --> 01:28:47.000]  Don't wait in the future.
[01:28:47.000 --> 01:28:48.000]  Be decisive.
[01:28:48.000 --> 01:28:49.000]  Support the Info War.
[01:28:49.000 --> 01:28:51.000]  A total 360 win.
[01:28:51.000 --> 01:29:17.000]  Stay with us.
[01:29:21.000 --> 01:29:23.000]  It's like the one you're listening to.
[01:29:23.000 --> 01:29:52.000]  In Liberty, David Hall, Diamond Gussett, Gene Company.
[01:29:54.000 --> 01:29:59.000]  Don't risk it when you can take charge of it.
[01:29:59.000 --> 01:30:02.000]  Just like our information is game-changing, our products are game-changing.
[01:30:02.000 --> 01:30:04.000]  And Survival Shield X2 is the pure iodine.
[01:30:04.000 --> 01:30:08.000]  No one else has this from deep-earth crystals between 7 and 12,000 feet.
[01:30:08.000 --> 01:30:10.000]  It's very hard for me to get.
[01:30:10.000 --> 01:30:12.000]  It's the good halogen.
[01:30:12.000 --> 01:30:20.000]  But instead, they hammer you with the bad halogens, fluoride, chlorine, bromine, that literally fog you, fill all your cells, your thyroid, you name it.
[01:30:20.000 --> 01:30:23.000]  Myotry selenium goes with it like a horse of carriage.
[01:30:23.000 --> 01:30:25.000]  Selenium is an electrochemical.
[01:30:25.000 --> 01:30:31.000]  It's needed as well in all activity in the body, particularly neurons.
[01:30:31.000 --> 01:30:33.000]  So these go incredibly well together.
[01:30:33.000 --> 01:30:35.000]  We have a combo of those.
[01:30:35.000 --> 01:30:36.000]  Just experience it for yourself.
[01:30:36.000 --> 01:30:39.000]  Why do you think they fear me so much?
[01:30:39.000 --> 01:30:40.000]  Very simple stuff.
[01:30:40.000 --> 01:30:41.000]  Filter your water.
[01:30:41.000 --> 01:30:43.000]  Yeah, I find myself selling a water filter.
[01:30:43.000 --> 01:30:45.000]  Best out there for the price.
[01:30:45.000 --> 01:30:49.000]  When I say it's the last run, I think it'll be six months a year until we get more.
[01:30:49.000 --> 01:30:50.000]  I hope we get more.
[01:30:50.000 --> 01:30:51.000]  This is the last run it looks like.
[01:30:51.000 --> 01:30:58.000]  SurvivalShortX2, M4, short.com, rem4slife.com, or AAA-253-3139.
[01:30:58.000 --> 01:31:00.000]  We all know the importance of fish oils.
[01:31:00.000 --> 01:31:07.000]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[01:31:07.000 --> 01:31:11.000]  Honor Roll is a powerful DHA fish oil formula for your child.
[01:31:11.000 --> 01:31:15.000]  Built from the ground up to support your child's development.
[01:31:15.000 --> 01:31:24.000]  This formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[01:31:24.000 --> 01:31:32.000]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA,
[01:31:32.000 --> 01:31:36.000]  which has been shown to be essential for your child's brain growth spurts.
[01:31:36.000 --> 01:31:41.000]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s,
[01:31:41.000 --> 01:31:46.000]  this formula is highly refined to eliminate nearly all heavy metals.
[01:31:46.000 --> 01:31:50.000]  If you're looking for a formula to help your child grow, look no further.
[01:31:50.000 --> 01:31:57.000]  Try Honor Roll from InfowarsLife at InfowarsStore.com.
[01:31:57.000 --> 01:32:00.000]  InfowarsLife is launching its newest product.
[01:32:00.000 --> 01:32:02.000]  We're really, really proud of it.
[01:32:02.000 --> 01:32:17.000]  It's a best-source, prebiotic fiber, and it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[01:32:17.000 --> 01:32:27.000]  And it synergistically works with our 50 billion live, active culture, floral life, as well as MycoZX that targets the yeast, the mold, and the funguses in the gut.
[01:32:27.000 --> 01:32:33.000]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[01:32:33.000 --> 01:32:38.000]  You get them separately or together and make really, really big savings and get high-quality products at the same time.
[01:32:38.000 --> 01:32:41.000]  And I'm doing this to introduce these products to you.
[01:32:41.000 --> 01:32:47.000]  Bodies sold out in a month, strongest concentrated turmeric formula we can come up with.
[01:32:47.000 --> 01:32:49.000]  It's sold out for another month and a half.
[01:32:49.000 --> 01:32:52.000]  We sold it at 50% off till it's sold out.
[01:32:52.000 --> 01:32:58.000]  And I think it's going to be the same way with this fiber. Get yours today in FullWarsLife.com.
[01:33:22.000 --> 01:33:27.000]  It's time for you to choose a side. You're listening to Alex Jones.
[01:33:35.000 --> 01:33:46.000]  It was three months before the election in 2016 and the Secret Service personally told me that Hillary Clinton drives around in a black van that's really an ambulance.
[01:33:46.000 --> 01:33:51.000]  She's got a wheelchair that goes down a ramp that's since been photographed and documented.
[01:33:51.000 --> 01:33:56.000]  And that she's having convulsions from a brain tumor every 45 minutes, roughly.
[01:33:56.000 --> 01:34:05.000]  Millie Weaver and Gavin Winch caught her in Cleveland, Ohio for over an hour in a tent with emergency crews running in with stretchers.
[01:34:05.000 --> 01:34:08.000]  She then didn't give her speech and emerged very, very ill.
[01:34:08.000 --> 01:34:14.000]  Two weeks later, she fell down on 9-11 and got into the black ambulance or they picked her up and threw her in.
[01:34:14.000 --> 01:34:17.000]  The Secret Service said like a side of beef.
[01:34:17.000 --> 01:34:23.000]  Well, there's been a new development. We're going to play the audio and video right now for radio and TV listeners.
[01:34:23.000 --> 01:34:28.000]  The article is live at infowars.com. Crash.
[01:34:28.000 --> 01:34:32.000]  Hillary Clinton's black ambulance wrecks on way to fundraiser.
[01:34:32.000 --> 01:34:38.000]  Clinton and her girlfriend, Uma Abedin, emerged from vehicle unscathed.
[01:34:38.000 --> 01:34:44.000]  And what's incredible when you watch this footage is they're just driving around in what appears to be a parking garage
[01:34:44.000 --> 01:34:48.000]  and for no reason just run into a pylon.
[01:34:48.000 --> 01:34:51.000]  So is she having a convulsion in the back?
[01:34:51.000 --> 01:34:57.000]  Or is this what she would have done to the economy further if she'd gotten into office? Here it is.
[01:34:57.000 --> 01:35:08.000]  Crash.
[01:35:08.000 --> 01:35:14.000]  And then here the rats crawl out of it. Hillary.
[01:35:14.000 --> 01:35:20.000]  She can barely even walk. Look at her. Stumbling around with Coke bottle glasses like a vampire.
[01:35:20.000 --> 01:35:26.000]  Like Nosferatu does that very good sight. That's no children's blood.
[01:35:26.000 --> 01:35:30.000]  Can I start a war?
[01:35:30.000 --> 01:35:33.000]  That's her.
[01:35:33.000 --> 01:35:40.000]  So, let's watch that one more time because that's what I call solid country gold. Here it is.
[01:35:40.000 --> 01:35:46.000]  Crash.
[01:35:46.000 --> 01:35:51.000]  I could watch that all day long. And then she emerges like a rat out of an aqueduct.
[01:35:51.000 --> 01:35:56.000]  Look at her.
[01:35:56.000 --> 01:36:02.000]  Stumbling around her storm dripper outfit. She's got like an Emperor Palpatine black trench coat on.
[01:36:02.000 --> 01:36:08.000]  Like a bad case of herpes. Just won't go away.
[01:36:08.000 --> 01:36:15.000]  There's the original article. Hillary's gurney hospital bed on standby at Clinton rally.
[01:36:15.000 --> 01:36:19.000]  It's worse than that. She was in the tent. They were running around like it was a three alarm fire.
[01:36:19.000 --> 01:36:25.000]  Now, let's get to the next thing here. Let's just roll all the times we have her on tape even recently.
[01:36:25.000 --> 01:36:29.000]  Falling down and stumbling around because they say it's a conspiracy theory.
[01:36:29.000 --> 01:36:34.000]  There you go. Your TV viewer. There she is in India.
[01:36:34.000 --> 01:36:40.000]  So, again, she only tracks according to smell.
[01:36:40.000 --> 01:36:45.000]  That's a lot of vampire bats operate. That's called satire, ladies and gentlemen.
[01:36:45.000 --> 01:36:48.000]  She's far worse than a vampire bat.
[01:36:48.000 --> 01:36:52.000]  There she goes. Boom. That's the commander in chief right there.
[01:36:52.000 --> 01:36:56.000]  That's the left. Fonds after and worships.
[01:36:56.000 --> 01:36:59.000]  It is falling down behind another podium.
[01:36:59.000 --> 01:37:05.000]  But again, Matt Drudge was the first person like 10 years ago or longer.
[01:37:05.000 --> 01:37:08.000]  He's like, where's Hillary? And why does she look like hell?
[01:37:08.000 --> 01:37:12.000]  And he'd show before and after photos like, oh, you're crazy. Why, she's the stuff of energy.
[01:37:12.000 --> 01:37:15.000]  She's got incredible stamina. It's Trump that's delusional.
[01:37:15.000 --> 01:37:18.000]  It's Trump that has dementia. It's Trump that's a loser.
[01:37:18.000 --> 01:37:21.000]  It's Trump that can't get anything done.
[01:37:21.000 --> 01:37:25.000]  So there you go.
[01:37:25.000 --> 01:37:31.000]  Actually, I think Nosferatu is more appealing, don't you, than actually Hillary.
[01:37:31.000 --> 01:37:34.000]  There's a German actor that played the original.
[01:37:34.000 --> 01:37:36.000]  Nosferatu had too much humanity in his eyes.
[01:37:36.000 --> 01:37:38.000]  There's a deadness to Hillary's eyes.
[01:37:38.000 --> 01:37:41.000]  The only thing that's animated is the maw, the mouth.
[01:37:41.000 --> 01:37:47.000]  Now, if they would have had the vampire smile, he would have been far more scary like this.
[01:37:47.000 --> 01:37:53.000]  Ha, ha, ha.
[01:37:53.000 --> 01:37:55.000]  All right, I'm going to stop doing my best.
[01:37:55.000 --> 01:37:59.000]  Woody Woodpecker there and prepare to go to your phone calls.
[01:37:59.000 --> 01:38:03.000]  Lily and Joe and Dino and Marshall and Mr. Grinch.
[01:38:03.000 --> 01:38:05.000]  You're a bad one, Mr. Grinch.
[01:38:05.000 --> 01:38:11.000]  George, Joseph Vic, Doug, Jason Suzette and many others.
[01:38:11.000 --> 01:38:16.000]  Your phone calls, we will go to those.
[01:38:16.000 --> 01:38:17.000]  Oh, my goodness.
[01:38:17.000 --> 01:38:19.000]  There's another article up on info wars.com.
[01:38:19.000 --> 01:38:25.000]  The left is outraged after calling Trump a rapist and Kavanaugh a rapist and everyone a rapist.
[01:38:25.000 --> 01:38:26.000]  You're a rapist.
[01:38:26.000 --> 01:38:27.000]  Is there a rapist?
[01:38:27.000 --> 01:38:28.000]  Everywhere a rapist, rapist.
[01:38:28.000 --> 01:38:29.000]  He's a rapist.
[01:38:29.000 --> 01:38:30.000]  You're a rapist.
[01:38:30.000 --> 01:38:31.000]  Everybody's a rapist.
[01:38:31.000 --> 01:38:34.000]  E-I-E-I-O with a rape, rape here and rape, rape there.
[01:38:34.000 --> 01:38:36.000]  Here, rape there, rape everywhere, rape, rape.
[01:38:36.000 --> 01:38:42.000]  Instead of its giant Islamic raping, all over the Middle East, all over Europe, 90% of the
[01:38:42.000 --> 01:38:46.000]  rapes being Islamic in Germany and Sweden, all of it covered up.
[01:38:46.000 --> 01:38:51.000]  Massive Islamic sex slavery of women, al-Qaeda, ISIS, all the rest of it.
[01:38:51.000 --> 01:38:52.000]  Nothing is ever said.
[01:38:52.000 --> 01:38:57.000]  But everybody who never had an accusation of rape in their life for 30, 40, 50 years,
[01:38:57.000 --> 01:39:02.000]  the minute somebody who's a political operative rolls out and says that somebody sexually
[01:39:02.000 --> 01:39:07.000]  assaulted him, well, hell, it must be true.
[01:39:07.000 --> 01:39:10.000]  So that's why a lot of people have been pointing out that Matt Damon raped them.
[01:39:10.000 --> 01:39:13.000]  Even though it's not true, you better listen to them.
[01:39:13.000 --> 01:39:18.000]  So now they're extra mad, the article's from Jamie White on newswars.com and prismplanet.com.
[01:39:18.000 --> 01:39:21.000]  You need to get the sound, horse face.
[01:39:21.000 --> 01:39:24.000]  And you know, it's funny how I'm synced with Trump.
[01:39:24.000 --> 01:39:28.000]  I have said to my wife, I don't find Stormy Daniels attract.
[01:39:28.000 --> 01:39:36.000]  She kinda looks like a Frankenstein or, well, I mean, how have I described Webster Hubble's
[01:39:36.000 --> 01:39:39.000]  illegitimate daughter with Hillary Clinton?
[01:39:39.000 --> 01:39:40.000]  Mr. Ed.
[01:39:40.000 --> 01:39:44.000]  Hello, Wilbur.
[01:39:44.000 --> 01:39:46.000]  A horse is a horse, of course, of course.
[01:39:46.000 --> 01:39:51.000]  That is, of course, unless the horse is the famous Stormy Daniels.
[01:39:51.000 --> 01:39:56.000]  So we should probably go out to break with the intro to Mr. Ed.
[01:39:56.000 --> 01:39:57.000]  So let's get that cued up.
[01:39:57.000 --> 01:39:59.000]  If you can't do it in three minutes, I understand.
[01:39:59.000 --> 01:40:00.000]  I know I'm throwing this at you.
[01:40:00.000 --> 01:40:01.000]  This was not planned.
[01:40:01.000 --> 01:40:03.000]  We'll get to that.
[01:40:03.000 --> 01:40:09.000]  But in more insanity, after we take calls, northbound migrant group doubles in size,
