[00:00:01.000 --> 00:00:16.000]  Intro Music
[00:52:16.940 --> 00:52:17.940]  this.
[00:52:17.940 --> 00:52:22.420]  I'm going to move on now to RFK jr because the national media, and I went and checked
[00:52:22.420 --> 00:52:26.580]  her in the break and scrolled through the channels is not covering his major announcement
[00:52:26.620 --> 00:52:31.460]  when in many polls, he's neck and neck or ahead of Joe Biden and they're not carrying
[00:52:31.460 --> 00:52:32.460]  this.
[00:52:32.460 --> 00:52:33.460]  So we're going to play some of it.
[00:52:33.460 --> 00:52:33.960]  Here it is.
[00:52:36.200 --> 00:52:43.200]  Well, maybe we're just not supposed to play this today.
[00:52:43.200 --> 00:52:49.200]  ...Boston. His daughter, Rose Kennedy, Rose Fitzgerald Kennedy, was my grandmother.
[00:52:49.200 --> 00:52:58.200]  And she loved this country because she understood that this country, for the first time,
[00:52:58.200 --> 00:53:06.200]  had given her people the capacity and the opportunity to participate in their own political destiny.
[00:53:06.200 --> 00:53:11.200]  And she loved every... she made her children take the Freedom Walk here in Boston.
[00:53:11.200 --> 00:53:14.200]  She took them to Walden Pond on weekends.
[00:53:14.200 --> 00:53:19.200]  She took them to Greaves Hill and Bunker Hill and the other major battles of the Revolution.
[00:53:19.200 --> 00:53:24.200]  She wanted them to know their history and to love their country.
[00:53:24.200 --> 00:53:32.200]  She made all of us, all 29 of her grandchildren, memorize Longfellow's poem.
[00:53:32.200 --> 00:53:40.200]  So listen, my children, and you shall hear of the midnight ride of Paul Revere on the 18th of April in 75.
[00:53:40.200 --> 00:53:44.200]  Hardly a man is now alive who remembers that fateful day and year.
[00:53:45.200 --> 00:53:58.200]  And Paul Revere took off 242 years ago last night from the old North Church of the North End where she was born, my grandmother was born,
[00:53:58.200 --> 00:54:07.200]  and he rode out to conquer to alert the countryside, and particularly the Minutemen,
[00:54:07.200 --> 00:54:15.200]  that a British troop of 800 men was coming to confiscate their arsenal and their powder dump.
[00:54:15.200 --> 00:54:28.200]  And those men met the British Army, the largest and most powerful empire in history, on the old North Bridge 242 years ago today.
[00:54:29.200 --> 00:54:41.200]  And they drove them back, and they chased them in retreat through Concord, through Lexington, through Lincoln, through Arlington, into Cambridge, inflicting terrible casualties.
[00:54:41.200 --> 00:54:48.200]  And that was the beginning of the American Revolution, but really the Revolution had started two years before.
[00:54:49.200 --> 00:54:58.200]  And it started when the British had passed an oppressive law raising the taxes on tea in New England.
[00:54:58.200 --> 00:55:06.200]  And this was a law that the British crown made in collusion with the British East India Company,
[00:55:06.200 --> 00:55:14.200]  which the king owned shares in, his ministers owned shares in, and most of the aristocracy owned shares in.
[00:55:15.200 --> 00:55:23.200]  And it was their plan to impose the tax on New England merchants, but exempt the British East India Company from the tax,
[00:55:23.200 --> 00:55:28.200]  so that they could undersell everybody and that they would make a profit for their shareholders.
[00:55:28.200 --> 00:55:30.200]  That's the carbon tax now.
[00:55:30.200 --> 00:55:43.200]  And of course, the Americans responded by dressing as Wampanoag Indians and boarding the British East India Company's ships and dumping the tea into the harbor.
[00:55:43.200 --> 00:55:48.200]  And that's when the British sent that troop over here to quell the rebellion.
[00:55:48.200 --> 00:55:53.200]  So that rebellion was in part against empire.
[00:55:53.200 --> 00:56:05.200]  But the spirit of that rebellion was a fury that the colonists had against the merger, the corrupt merger of state and corporate power.
[00:56:08.200 --> 00:56:10.200]  We're going to come back with more of this in the next hour.
[00:56:10.200 --> 00:56:13.200]  The Dr. Stillman manual pops in with the big vaccine developments, the Dr. Remo Labo.
[00:56:13.200 --> 00:56:15.200]  But this is great.
[00:56:15.200 --> 00:56:19.200]  And I can't wait to air all the speech we're posting at Infowars.com.
[00:56:19.200 --> 00:56:20.200]  It's still live.
[00:56:20.200 --> 00:56:21.200]  It's still ongoing.
[00:56:21.200 --> 00:56:22.200]  We've gone back to the start.
[00:56:22.200 --> 00:56:28.200]  And what he's explaining here is I'm launching the second American revolution right here in Boston with the first one started.
[00:56:28.200 --> 00:56:30.200]  I'm doing it on the day where it started.
[00:56:30.200 --> 00:56:32.200]  And we're fighting fascism.
[00:56:32.200 --> 00:56:36.200]  Because the term fascism wasn't even around 250-something years ago.
[00:56:36.200 --> 00:56:38.200]  But that's what fascism is.
[00:56:38.200 --> 00:56:39.200]  That's what he's saying.
[00:56:39.200 --> 00:56:42.200]  And I haven't seen the speech yet, but I'm predicting that's where he's about to go next.
[00:56:42.200 --> 00:56:44.200]  This is powerful.
[00:56:44.200 --> 00:56:46.200]  And you can tell the guy's for real.
[00:56:46.200 --> 00:56:48.200]  And the system is attacking the living daylights out of him.
[00:56:48.200 --> 00:56:49.200]  They murdered his father.
[00:56:49.200 --> 00:56:50.200]  They murdered his uncle.
[00:56:50.200 --> 00:56:56.200]  And it's good to see good men standing up and going up against the system.
[00:56:56.200 --> 00:57:01.200]  The rest of the Kennedy family, they're not supporting him because they're a captured family.
[00:57:02.200 --> 00:57:10.200]  And the very Democratic Party that murdered JFK and RFK and MLK has a bunch of kept Kennedys.
[00:57:10.200 --> 00:57:15.200]  They're a bunch of basically leftist miscreants in my view, most of them.
[00:57:15.200 --> 00:57:19.200]  But it's good to know the firstborn son of RFK is not like that.
[00:57:19.200 --> 00:57:23.200]  And so we really support him.
[00:57:23.200 --> 00:57:29.200]  And we need to pray for him because they murdered his father when he was one of the primaries.
[00:57:29.200 --> 00:57:31.200]  So this is a big deal.
[00:57:31.200 --> 00:57:33.200]  They're trying to put Trump in jail.
[00:57:33.200 --> 00:57:38.200]  And I'm telling you, if RFK starts winning, they're going to put bullets in him.
[00:57:38.200 --> 00:57:39.200]  The man's got a lot of courage.
[00:57:39.200 --> 00:57:40.200]  You've got to respect courage.
[00:57:40.200 --> 00:57:42.200]  Hour number two is totally jam-packed.
[00:57:42.200 --> 00:57:43.200]  Stay with us.
[00:57:43.200 --> 00:57:44.200]  We'll be right back.
[00:57:46.990 --> 00:58:04.549]  You need to get coordinated with not only your food, but also your health supplements
[00:58:04.549 --> 00:58:07.189]  because it's going to be a matter of life and death.
[00:58:07.189 --> 00:58:13.310]  So support him for worst or listen, you need to put it as a priority because you don't
[00:58:13.310 --> 00:58:14.310]  know.
[00:58:14.310 --> 00:58:15.310]  I don't know.
[00:58:15.310 --> 00:58:17.910]  I don't know how late it is before midnight strikes.
[00:58:17.910 --> 00:58:22.669]  And again, magnesium is critical for your muscles and everything.
[00:58:22.669 --> 00:58:23.669]  Krill oil.
[00:58:23.669 --> 00:58:29.629]  What I'm watching right before my eyes is a composite overview of nutritional supplements
[00:58:29.629 --> 00:58:31.229]  that will keep you alive.
[00:58:31.229 --> 00:58:35.149]  And I would urge everyone, maybe you don't take vitamins, maybe you don't take nutritional
[00:58:35.149 --> 00:58:37.549]  supplements, but the day will come.
[00:58:37.549 --> 00:58:41.549]  Vitamin C and zinc absolutely imperative for the cold DNA force.
[00:58:42.390 --> 00:58:43.390]  Mineral fusion.
[00:58:43.390 --> 00:58:44.390]  Absolutely.
[00:58:44.390 --> 00:58:47.390]  As you're drinking filtered water, a lot of it will become demineralized.
[00:58:47.390 --> 00:58:50.589]  You have to have these products.
[00:58:50.589 --> 00:58:54.549]  Ladies and gentlemen, this book, The Great Reset and the War for the World is a historic
[00:58:54.549 --> 00:58:58.669]  book that documents the globals in their own words planned for our future.
[00:58:58.669 --> 00:58:59.669]  That is a hellish future.
[00:58:59.669 --> 00:59:03.669]  Now you'll be always, while they still allow books, I guess they're starting to ban them,
[00:59:03.669 --> 00:59:07.669]  be able to get an unsigned copy of The Great Reset and the War for the World at bookstores,
[00:59:08.669 --> 00:59:13.669]  But you will never be able to get another signed copy of the book after the signed copies
[00:59:13.669 --> 00:59:15.109]  we got run out.
[00:59:15.109 --> 00:59:17.669]  And there's about a thousand left of them right now.
[00:59:17.669 --> 00:59:23.069]  So get your copy of The Great Reset and the War for the World, a signed copy at Infowarswar.com.
[00:59:23.069 --> 00:59:26.990]  And there is a markup there because this is a fundraiser to keep us on the air.
[00:59:26.990 --> 00:59:30.029]  So you won't just have this historic memento and this powerful book.
[00:59:30.029 --> 00:59:32.549]  You'll also know that you help keep Infowars on the air.
[00:59:32.549 --> 00:59:36.109]  I'm going to thank those of you that have gotten signed copies of the book or unsigned
[00:59:36.109 --> 00:59:37.109]  copies.
[00:59:37.109 --> 00:59:41.669]  And I encourage all of you who haven't yet to go to Infowarswar.com and get a signed
[00:59:41.669 --> 00:59:46.109]  copy and buy a couple of unsigned copies and donate to the library or give them to the
[00:59:46.109 --> 00:59:47.109]  local school.
[00:59:47.109 --> 00:59:48.109]  This is an Infowar.
[00:59:48.109 --> 00:59:50.109]  I'm counting on you and thank you for your support.
[00:59:51.109 --> 00:59:56.109]  Leading a frontal assault on the lies of the New World Order.
[00:59:56.109 --> 00:59:58.109]  It's Alex Jones.
[01:00:08.109 --> 01:00:17.109]  Opposed attack on New England merchants, but exempt the British East India Company from
[01:00:17.109 --> 01:00:23.109]  attacks so that they could undersell everybody and that they would make a profit for their
[01:00:23.109 --> 01:00:24.109]  shareholders.
[01:00:24.109 --> 01:00:32.109]  So the revolution, and of course, the Americans responded by dressing as Wampanoag Indians
[01:00:32.109 --> 01:00:38.109]  and boarding the British East India Company's ships and dumping the tea into the harbor.
[01:00:38.109 --> 01:00:43.109]  And that's when the British sent that troop over here to quell the rebellion.
[01:00:43.109 --> 01:00:48.109]  So that rebellion was in part against empire.
[01:00:48.109 --> 01:00:56.109]  But the spirit of that rebellion was a fury that the colonists had against the merger,
[01:00:56.109 --> 01:01:00.109]  the corrupt merger of state and corporate power.
[01:01:01.109 --> 01:01:02.109]  I...
[01:01:18.109 --> 01:01:24.109]  I've come here today to announce my candidacy for the Democratic nomination for President
[01:01:24.109 --> 01:01:26.109]  of the United States.
[01:01:30.109 --> 01:01:51.109]  And my, my mission over the next 18 months of this campaign and over my, throughout
[01:01:51.109 --> 01:01:59.109]  my presidency will be to end the corrupt merger of state and corporate power that is threatening
[01:01:59.109 --> 01:02:00.109]  now...
[01:02:08.109 --> 01:02:15.109]  is threatening now to impose a new kind of corporate feudalism on our country, to commoditize
[01:02:15.109 --> 01:02:24.109]  our children, our Purple Mountain's majesty, to poison our children and our people with
[01:02:24.109 --> 01:02:29.109]  chemicals and pharmaceutical drugs, to strip mine our assets, to hollow out the middle
[01:02:29.109 --> 01:02:33.109]  class and keep us in a constant state of war.
[01:02:40.109 --> 01:02:49.109]  Now, I want to start by, first of all, I can't understand that sign language.
[01:02:50.109 --> 01:02:59.109]  I want to start by, by thanking my wife, Cheryl Hines.
[01:03:06.109 --> 01:03:09.109]  I would not be here without Cheryl.
[01:03:09.109 --> 01:03:17.109]  And I cannot describe in words what she has brought to my life, but she is the wisest
[01:03:18.109 --> 01:03:19.109]  person that I know.
[01:03:19.109 --> 01:03:22.109]  She's also one of the funniest people I know.
[01:03:22.109 --> 01:03:27.109]  And I think the American people get to know her, that they are going to be more excited
[01:03:27.109 --> 01:03:32.109]  about having a really funny First Lady in the White House than they are...
[01:03:32.109 --> 01:03:48.109]  I also want to thank all my family members who showed up today.
[01:03:48.109 --> 01:03:57.109]  My children, Bobby, Kik, Amaryllis, Connor, Kira, Finbar, Aiden, did I leave any out?
[01:03:58.109 --> 01:04:03.109]  I told them to wear name tags, and I can't see them from here.
[01:04:06.109 --> 01:04:08.109]  And Kat, and Kat.
[01:04:08.109 --> 01:04:10.109]  Notice the rest of the family's not there.
[01:04:10.109 --> 01:04:12.109]  Which is why you know he's good.
[01:04:12.109 --> 01:04:14.109]  My grandchildren, Zoe and Cassius.
[01:04:14.109 --> 01:04:16.109]  If the rest of the Kennedys were there, I wouldn't support him.
[01:04:16.109 --> 01:04:25.109]  My brother, Douglas, my sister, Courtney, my nephews, Beau and Billy Birdsell.
[01:04:26.109 --> 01:04:28.109]  So basically only his very immediate family showed up.
[01:04:28.109 --> 01:04:30.109]  There's hundreds of Kennedys.
[01:04:31.109 --> 01:04:34.109]  This is a powerful speech, very classic Americana.
[01:04:34.109 --> 01:04:35.109]  We'll have more of it coming up.
[01:04:35.109 --> 01:04:39.109]  We've got a very special guest to break down this big FDA announcement.
[01:04:39.109 --> 01:04:41.109]  We come back in 60 seconds.
[01:04:41.109 --> 01:04:44.109]  Dr. Stella Emanuel and then Dr. Rima Labo.
[01:04:44.109 --> 01:04:45.109]  Haven't been on in years.
[01:04:45.109 --> 01:04:47.109]  The ultimate whistleblower.
[01:04:47.109 --> 01:04:50.109]  She's got big intel coming up on the next globalist attack.
[01:04:50.109 --> 01:04:52.109]  And so much more.
[01:04:52.109 --> 01:04:54.109]  Everybody you know and people you don't know, tune in now.
[01:04:54.109 --> 01:04:55.109]  InfoWars.com.
[01:04:55.109 --> 01:04:57.109]  Fork slash show at MadMaxWorld.tv.
[01:05:00.109 --> 01:05:01.109]  Turbo Force is back.
[01:05:01.109 --> 01:05:03.109]  Sold out for eight months.
[01:05:03.109 --> 01:05:05.109]  And it's Turbo Force Plus.
[01:05:05.109 --> 01:05:07.109]  We made it even stronger.
