[00:00:00.149 --> 00:00:01.549]  EANS.
[01:05:41.692 --> 01:05:49.340]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:05:50.020 --> 01:05:57.484]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:05:57.484 --> 01:06:09.209]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:06:09.209 --> 01:06:13.171]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:06:13.171 --> 01:06:15.452]  It's an anthology of government crimes.
[01:06:15.452 --> 01:06:19.274]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:06:19.875 --> 01:06:27.325]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:06:33.012 --> 01:06:41.542]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[01:06:41.542 --> 01:06:51.553]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[01:06:52.053 --> 01:06:58.137]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[01:06:58.137 --> 01:07:02.779]  Find out everything from where to get water in an emergency to geographic income levels.
[01:07:02.779 --> 01:07:09.022]  Housing prices, complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[01:07:09.022 --> 01:07:15.786]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:07:15.786 --> 01:07:21.149]  Order Bruton Places USA now for only $29, plus shipping by calling New Millennium at
[01:07:21.209 --> 01:07:23.814]  Call us at 888-803-4438 and tell them Alex Jones sent you.
[01:07:23.814 --> 01:07:26.680]  That's 888-803-4438 or order online at murkywater.com
[01:07:34.157 --> 01:07:35.177]  Come on, Bill.
[01:07:35.177 --> 01:07:40.762]  Two weeks ago you were riding a bicycle, and today you're showing up in your new car and telling me you're buying a house?
[01:07:40.762 --> 01:07:42.343]  What did you do, rob Bill Gates?
[01:07:42.343 --> 01:07:44.645]  No, John, I didn't rob Bill Gates.
[01:07:44.645 --> 01:07:50.510]  What I did do is visit the website www.DidYouRobBillGates.com.
[01:07:50.510 --> 01:07:57.135]  That's where I learn how to make $3,000 to $9,000 each and every week, starting with my very first week.
[01:07:57.135 --> 01:07:59.357]  It's a simple program that does all the work for you.
[01:07:59.637 --> 01:08:03.339]  I'm already up to $25,000 just going on my third week!
[01:08:03.339 --> 01:08:04.159]  Whoa!
[01:08:04.159 --> 01:08:05.460]  What was that website again?
[01:08:05.460 --> 01:08:09.282]  It's www.DidYouRobBillGates.com.
[01:08:09.282 --> 01:08:10.403]  Now write this down, John.
[01:08:10.403 --> 01:08:15.025]  You should go there and learn how this program can help you become financially independent, too.
[01:08:15.025 --> 01:08:15.886]  Thanks, Bill.
[01:08:15.886 --> 01:08:17.527]  I'm going there right now.
[01:08:17.527 --> 01:08:18.167]  Check, please!
[01:08:19.957 --> 01:08:21.938]  Uh, you got this one, right, Bill?
[01:08:21.938 --> 01:08:22.759]  Sure, John.
[01:08:22.759 --> 01:08:27.441]  Don't forget, it's www.DidYouRobBillGates.com.
[01:08:27.441 --> 01:08:29.322]  Next time, you'll be buying me lunch.
[01:08:29.322 --> 01:08:33.924]  Deal.
[01:08:33.924 --> 01:08:40.567]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:40.567 --> 01:08:43.529]  It's Alex Jones and the GCN Radio Network.
[01:08:48.243 --> 01:09:02.289]  It energizes me, it warms my heart to hear a 15-year-old young lady in Ohio, like Emily, who starts an InfoWars.com group at her school and gets 36 members instantly.
[01:09:02.289 --> 01:09:13.253]  But see, the teachers have to vote now and decide if they're allowed to have it, if it's not a thought crime to investigate corruption and to stand up for our liberties and freedoms.
[01:09:14.817 --> 01:09:19.481]  And, uh, I predict 70 plus percent chance they will ban the group.
[01:09:19.481 --> 01:09:26.427]  And then they can just have the group off school grounds and then it'll be the cool group and everyone will want to join.
[01:09:26.427 --> 01:09:33.573]  But you heard me advise her to do it very conservative, to jump through all the hoops, to not try to get them to, uh, say no to her group.
[01:09:33.573 --> 01:09:37.797]  No, try to, you know, try to do it their way.
[01:09:37.797 --> 01:09:41.540]  And then show everyone the tyranny.
[01:09:41.540 --> 01:09:42.601]  Let everyone see
[01:09:43.573 --> 01:09:45.114]  Hey Alex, how you doing?
[01:09:45.114 --> 01:09:48.577]  Yeah, it's good to have you back.
[01:09:48.577 --> 01:09:53.341]  I just want to say, over this past weekend here,
[01:10:12.096 --> 01:10:17.457]  I tried deciphering this S-1 bill on the Library of Congress website.
[01:10:17.457 --> 01:10:23.238]  And, uh, well, it's called a bill to provide greater transparency in the legislative process.
[01:10:23.238 --> 01:10:25.919]  But, uh, I mean, you gotta go through all the U.S.
[01:10:25.919 --> 01:10:29.940]  Code, and you gotta go back and forth and try to put two and two together to make five.
[01:10:29.940 --> 01:10:33.320]  And, um, I was just kind of worried.
[01:10:33.320 --> 01:10:41.262]  It occurred to me, uh, with the precedent that they established with the Patriot Act and then the MCA from last October, that, uh,
[01:10:41.932 --> 01:10:55.207]  You know, this bill is directly aimed at the American people, and what if this is the way that they can get the public en masse into the system for violating a crime?
[01:10:55.207 --> 01:10:59.952]  Finish up your comments, because I meant to get into this, and I'm going to do it for a few minutes now.
[01:10:59.952 --> 01:11:02.795]  Any other comments you have on this, and I'm going to make some statements.
[01:11:04.627 --> 01:11:05.407]  Nothing about that.
[01:11:05.407 --> 01:11:23.854]  I'd also like to say, though, that if you check out any of the mainstream media websites, you can't find anything about Ron Paul announcing his bid for presidency, but up until Hillary announced on Sunday that she was running, you know, for that whole week, will Hillary throw her head into the race?
[01:11:25.563 --> 01:11:29.265]  They definitely changed teams from the Republicans to the Democrats.
[01:11:29.265 --> 01:11:30.666]  They just passed the baton.
[01:11:30.666 --> 01:11:32.187]  They're all on the same team.
[01:11:32.187 --> 01:11:33.468]  I hear you and I appreciate your call.
[01:11:33.468 --> 01:11:36.430]  And that brings up an issue I forgot about Hillary.
[01:11:36.430 --> 01:11:39.071]  Four years ago she swore she'd never run for President.
[01:11:39.071 --> 01:11:42.233]  She said it six years ago when she ran for Senate and won in New York.
[01:11:42.233 --> 01:11:43.294]  She said it a year ago.
[01:11:43.294 --> 01:11:44.195]  She said it a few months ago.
[01:11:44.195 --> 01:11:45.776]  She said, I'm not going to run.
[01:11:45.776 --> 01:11:47.837]  I'm never going to run.
[01:11:47.837 --> 01:11:48.798]  It was all a lie.
[01:11:48.798 --> 01:11:50.379]  Of course it was a lie.
[01:11:50.379 --> 01:11:52.760]  So right there, no one should vote for her.
[01:11:52.760 --> 01:11:54.001]  Forgetting all the past crimes.
[01:11:55.106 --> 01:11:56.626]  But no, that's just what politicians do.
[01:11:56.626 --> 01:11:57.947]  They just lie.
[01:11:57.947 --> 01:12:00.387]  See, they just trained us to accept all this.
[01:12:00.387 --> 01:12:05.308]  Of course Hillary was positioning in 2000 when she became Senator of New York.
[01:12:05.308 --> 01:12:07.349]  Junior Senator.
[01:12:07.349 --> 01:12:15.571]  Of course she was planning all along to run for President.
[01:12:15.571 --> 01:12:18.731]  She was co-President with Bill Clinton.
[01:12:18.731 --> 01:12:20.112]  So just think about that.
[01:12:20.112 --> 01:12:21.572]  We cannot accept lying.
[01:12:22.446 --> 01:12:30.831]  White Bush premeditatedly lying about WMDs, or lying and saying he wasn't planning to attack Iraq, when now their own documents have been released, they were going to attack them all along.
[01:12:30.831 --> 01:12:34.552]  Or lying about how they were going to leave in 8 months, when they planned to stay there 30 years.
[01:12:34.552 --> 01:12:36.974]  Declassified public!
[01:12:36.974 --> 01:12:39.115]  Lying, lying, lying, lying, lying!
[01:12:40.114 --> 01:12:54.678]  These people knowingly put sodium and stannous fluoride in your water when it is in mainstream, Pulitzer Prize winning, World War II history books that the Germans put fluoride in the labor camp's water!
[01:12:54.678 --> 01:13:03.580]  I have University of Texas studies from 1936 saying it is a toxic, calmative, sedative.
[01:13:03.580 --> 01:13:04.421]  Think about it!
[01:13:04.421 --> 01:13:05.841]  We have a criminal government
[01:13:06.644 --> 01:13:11.467]  That puts a toxic sedative in our water!
[01:13:11.467 --> 01:13:13.849]  No wonder you can't get mad, a bunch of you!
[01:13:13.849 --> 01:13:22.214]  Screws up your thyroid, screws up your hormones, makes us all a bunch of... By the way, they're now spraying the crops with it as a, quote, pesticide.
[01:13:22.214 --> 01:13:27.097]  And it goes right through the membranes of the tomatoes, it goes right into the carrots, right into the soil.
[01:13:27.097 --> 01:13:29.338]  It's just... We're just doomed.
[01:13:29.338 --> 01:13:30.099]  I mean, we really are.
[01:13:30.099 --> 01:13:32.560]  This is just insane.
[01:13:32.560 --> 01:13:32.841]  You know, I...
[01:13:35.177 --> 01:13:41.520]  I want to go to your calls, but I just want to get back to the thing he just brought up.
[01:13:41.520 --> 01:13:42.840]  What was the first thing he brought up?
[01:13:42.840 --> 01:13:47.462]  He got me into Hillary, and I wanted to comment on the first thing he brought up.
[01:13:47.462 --> 01:13:50.823]  What was the first thing the caller brought up, John?
[01:13:50.823 --> 01:13:53.244]  Oh, man.
[01:13:53.244 --> 01:13:54.405]  It drives me up the wall.
[01:13:54.405 --> 01:13:57.066]  I should have written a note.
[01:13:57.066 --> 01:14:00.267]  The first thing was more important than the second.
[01:14:00.267 --> 01:14:03.408]  My caller later will remind me.
[01:14:03.408 --> 01:14:04.149]  Totally annoying.
[01:14:05.660 --> 01:14:07.020]  Actually, it's Michigan, Alex.
[01:14:26.249 --> 01:14:29.451]  I thought he said something about Congress passing S-1, wasn't it?
[01:14:29.451 --> 01:14:31.313]  Oh yeah, it's the free speech attack.
[01:14:31.313 --> 01:14:32.433]  Okay, go ahead.
[01:14:32.433 --> 01:14:34.295]  Make your comments and then I'll get to his thing.
[01:14:34.295 --> 01:14:37.177]  Well, I was curious if you could help me out.
[01:14:37.177 --> 01:14:43.942]  I've been to a couple different gun shows and I've gotten into a couple good debates with guys representing the NRA.
[01:14:43.942 --> 01:14:44.542]  Yeah, let me guess.
[01:14:44.542 --> 01:14:47.184]  They say Bush wasn't for the assault weapons ban.
[01:14:47.184 --> 01:14:54.709]  Oh, and then they criticize, you know, how they play the fear tactic on how with Pelosi in office, you know, they're going to take all of our rights away.
[01:14:54.709 --> 01:14:55.850]  And I had told them, I'm like,
[01:14:56.647 --> 01:15:04.109]  You know, the Republican Party had control for all of Clinton, and we still were losing gun rights.
[01:15:04.109 --> 01:15:15.032]  For six years, Bush had the House, the Senate, so the total control of the legislative, he had the Supreme Court, and he had the executive, and he had the majority of governors.
[01:15:15.032 --> 01:15:17.613]  Did you see any repeal of gun laws?
[01:15:17.613 --> 01:15:23.474]  Only the assault weapons ban, which Bush lobbied for, and said he would sign.
[01:15:23.474 --> 01:15:24.114]  Yeah, exactly.
[01:15:27.080 --> 01:15:42.530]  phased out because it was grandfathered it was uh... it had a sunset on it and he tried to grandfather it so that didn't get repealed that just elapsed we just ran the clock out on them with a stalemate they could have repealed everything!
[01:15:42.530 --> 01:15:43.631]  Exactly.
[01:15:43.631 --> 01:15:45.813]  They didn't!
[01:15:45.813 --> 01:15:56.660]  Look, look, look, the average NRA member who's out there on his own time getting memberships at the gun show is a good person who means well he doesn't know the NRA is actually pro-gun control totally controlled
[01:15:57.850 --> 01:15:59.090]  At least it was until a few years ago.
[01:15:59.090 --> 01:16:00.011]  It's been somewhat of a shake-up.
[01:16:00.011 --> 01:16:01.271]  It's a little bit better.
[01:16:01.271 --> 01:16:04.352]  I've had the NRA lobby against me.
[01:16:04.352 --> 01:16:15.354]  Attack me and the Dallas Morning News saying we're extreme and that they're neutral on a gun bill we barely beat that would ban Junior Olympics and not let anyone under 18 touch a gun.
[01:16:15.354 --> 01:16:18.435]  Your grandfather or father couldn't even give you a rifle.
[01:16:19.711 --> 01:16:20.671]  Okay?
[01:16:20.671 --> 01:16:25.633]  They were, quote, neutral on a thing that would shut down the gun shows' private sales.
[01:16:25.633 --> 01:16:26.433]  Wow.
[01:16:26.433 --> 01:16:27.893]  Oh, they're sick!
[01:16:27.893 --> 01:16:28.713]  That was the thing.
[01:16:28.713 --> 01:16:33.275]  I was jumping online trying to find something where I could take two NRAs.
[01:16:33.275 --> 01:16:35.135]  We've interviewed Larry Pratt about it.
[01:16:35.135 --> 01:16:41.617]  Look, two years ago, the District of Columbia, the NRA in the pro-gun argument, this is how they do it, they control both sides.
[01:16:42.117 --> 01:16:48.042]  And so one side's a little bit of gun control, the other's total gun control, and you think they're defending you when they're for just one step.
