[00:00.000 --> 00:15.000]  Another world, another time, in the age of wonder.
[1:18:21.400 --> 1:18:26.040]  thing now? Did you know that almost every big box store, including Target, they're the worst,
[1:18:26.040 --> 1:18:32.200]  are actually funding the transgender movement targeting children? Do you know what Jeff Bezos
[1:18:32.200 --> 1:18:39.320]  and Amazon's up to? Ladies and gentlemen, it'll make your head spin. Why in the hell are we supporting
[1:18:39.320 --> 1:18:43.960]  these people? Why are you going to buy your Christmas presents for your family from these
[1:18:43.960 --> 1:18:49.800]  institutions that hate America and hate your guts? Do your shopping at infowarstore.com and
[1:18:49.800 --> 1:18:54.600]  get great products and then rest assured you're funding the resistance, you're funding the voice
[1:18:54.600 --> 1:18:59.880]  of liberty and the face of tyranny. Please shop at infowarstore.com. The 12 days of Christmas
[1:18:59.880 --> 1:19:06.280]  super sale has come to info wars with free shipping store wide and double Patriot points.
[1:19:06.280 --> 1:19:12.040]  Don't shop with Amazon, other big tech companies that hate your guts. Take the info wars Christmas
[1:19:12.040 --> 1:19:17.240]  challenge and support the fight for freedom. Finish your Christmas shopping with one click
[1:19:17.240 --> 1:19:23.480]  and support the info war for the 12 days of Christmas. We're adding a new special every day
[1:19:23.480 --> 1:19:28.760]  plus free shipping, double Patriot points and extra stickers in every package to be good little
[1:19:28.760 --> 1:19:34.680]  elves and spread the info war triggering libtards. Check in every day to find the new deals. We're
[1:19:34.680 --> 1:19:39.320]  also coming out of the gates with specials we've never had before. The Christmas mega pack is
[1:19:39.320 --> 1:19:46.280]  at cost at $99.95. Get two bottles of knockout, two bottles of brain force plus one box of turbo
[1:19:46.280 --> 1:19:53.080]  force, one bottle of ultimate krill oil and one bottle of survival shield x3 at cost. Again find
[1:19:53.080 --> 1:19:59.240]  this amazing special and over 100 others at infowarstore.com and support the info war.
[1:19:59.240 --> 1:20:23.320]  You're listening to the Alex Jones show.
[1:20:29.240 --> 1:20:44.120]  We now take you live to the central Texas command center and the heart of the resistance.
[1:20:44.120 --> 1:20:47.320]  You're listening to Alex Jones.
[1:20:49.960 --> 1:20:56.040]  You notice that they're all wearing American flag pins now and American flag style ties and
[1:20:56.040 --> 1:21:02.280]  we love the Constitution. We love America and we're the moral authority. And as a Catholic,
[1:21:02.280 --> 1:21:09.000]  I resent your using the word hate in a sentence that addresses me. I don't hate anyone. I was raised
[1:21:09.000 --> 1:21:14.360]  in a way that is full a heart full of love and always prayed for the president and I still
[1:21:14.360 --> 1:21:20.280]  pray for the president. I pray for the president all the time. So don't mess with me when it comes
[1:21:20.280 --> 1:21:26.200]  to words like that. This is the Democrats that want God out of the schools and have done it,
[1:21:26.200 --> 1:21:31.480]  that want to abort babies, want to keep them alive, want to kill old people with euthanasia,
[1:21:31.480 --> 1:21:35.320]  the case for killing, granting. These are the people that are allowing Namblood to go,
[1:21:35.880 --> 1:21:41.320]  have events with children unannounced in public schools in many cases, convicted child rapists
[1:21:41.320 --> 1:21:46.040]  running it. And we're told that, oh, the void, I see this all over the news, the void once filled
[1:21:46.040 --> 1:21:51.400]  by evangelicals, that's a new talking point, and Christians is now filled by the Democrats.
[1:21:51.400 --> 1:21:56.360]  Mike, it seems to me that Nancy Pelosi is doing a lot more than serving a speaker at the house.
[1:21:56.360 --> 1:22:01.800]  She's filling a void, a leadership void and a moral void in this country. By the way,
[1:22:01.800 --> 1:22:07.880]  by the way, a moral void that evangelicals used to fill, a moral void now that they do not fill.
[1:22:07.880 --> 1:22:11.720]  You're like, well, Jerry Nadler, an America hater, just because he wore a red, white and
[1:22:11.720 --> 1:22:16.120]  blue tie to the day doesn't mean that. He loves the country. No borders, no wall, no USA at all.
[1:22:16.120 --> 1:22:20.120]  America was never great. It's never going to be that great. Cuomo. We're not going to make
[1:22:20.120 --> 1:22:27.480]  America great again. It was never that great. All of them say that, all of them do that. They've
[1:22:27.480 --> 1:22:33.160]  sold the country out. They're globalist. But now they're going to protect America in due process
[1:22:33.160 --> 1:22:42.600]  from that foreign Russian agent. Oops, record skips. I mean, Ukrainian agent, Donald Trump.
[1:22:42.600 --> 1:22:47.400]  People are like, this doesn't make any sense. They don't care. They just want a spectacle to
[1:22:47.400 --> 1:22:51.480]  legitimize their attempt to remove the president. People say, well, they didn't get him on Russia
[1:22:51.480 --> 1:22:55.320]  gate. They're not going to get him on this. They're getting him by distracting and diverting
[1:22:55.320 --> 1:23:00.520]  and not getting in trouble themselves by changing the subject. And they say, we don't want this
[1:23:00.520 --> 1:23:08.520]  impeachment, but it's with great moral authority. We have to. It's the right thing for America.
[1:23:09.080 --> 1:23:16.360]  Sadly, but with confidence and humility was allegiance to our founders and a heart full
[1:23:16.360 --> 1:23:23.880]  of love for America. Today, I am asking our chairman to proceed with articles of impeachment.
[1:23:23.880 --> 1:23:30.680]  I do not wish this moment on the country. It is not a pleasant task that we undertake today, but
[1:23:30.680 --> 1:23:36.520]  we have each taken an oath to protect the Constitution and the facts before us are clear.
[1:23:37.320 --> 1:23:41.960]  The Speaker of the House instructed House Committee chairs to begin drafting articles
[1:23:41.960 --> 1:23:50.200]  of impeachment against the president of the United States. That is a very solemn duty and solemn
[1:23:50.200 --> 1:23:55.240]  undertaking. Meanwhile, the day Trump got elected impeachment begins now, we'll get him
[1:23:55.240 --> 1:24:01.080]  out of the insurance policy. The coup starts now. But now they're, this is very solemn.
[1:24:02.360 --> 1:24:08.280]  Reporters like, do you hate Trump? How dare you say that? I'm a Christian. I love everyone.
[1:24:08.280 --> 1:24:16.520]  I am your moral authority. I run the capital of baby parts sale sale San Francisco,
[1:24:16.520 --> 1:24:21.160]  where we arrest investigative reporters that expose that we keep babies alive and deliver
[1:24:21.160 --> 1:24:27.080]  them with their hearts still beating to be dissected in medical experiments. I'm Nancy Pelosi.
[1:24:27.640 --> 1:24:38.520]  I am your Lord and Savior. I'm your moral authority. I'm Nancy Pelosi.
[1:24:38.520 --> 1:24:48.200]  Ha. Ladies and gentlemen, the IG report just dropped. That's why I was running that special
[1:24:48.200 --> 1:24:51.960]  report. I'm going to play a few more minutes of important information. I'm going to come back
[1:24:51.960 --> 1:24:58.120]  from break. I'm reading it right now. So I'm out of breath because I've just been running back
[1:24:58.120 --> 1:25:04.440]  and forth from my office. So we're going to go to this report and then we're going to come back
[1:25:04.440 --> 1:25:09.800]  on the other side and we'll get into the specter general report and so much more that's happening
[1:25:09.800 --> 1:25:14.040]  today. And then they're calling for the arrest and imprisonment all over the place of anybody
[1:25:14.040 --> 1:25:19.000]  that refuses vaccines, which is so amazing and so criminal. This is secret testing on the public's
[1:25:19.000 --> 1:25:24.040]  what it is. That's all coming up as well. There is just so much we're going to be doing today.
[1:25:24.040 --> 1:25:30.760]  We'll also open the phones up and get your take on all of this. Let's let's look at the mainstream
[1:25:30.760 --> 1:25:40.360]  media, though, that really wants to shut down your voice. Facebook and Instagram banned conspiracy
[1:25:40.360 --> 1:25:45.080]  theorist Alex Jones. I am now completely banned. Now, one of the wars, of course, is that web show
[1:25:45.080 --> 1:25:49.800]  and website led by Rachel Hollick, Alex Jones. I want them shut down. I want them silent. I want
[1:25:49.800 --> 1:25:54.120]  them muted. I think they are horrible for our society. These people aren't terrifying or anything.
[1:25:54.120 --> 1:25:58.760]  There's also guys on CNN that spend their whole day calling Facebook and saying,
[1:25:58.760 --> 1:26:02.680]  can you ban this person? These are very extreme individuals. And no matter what anyone tells
