[00:00.000 --> 00:28.000]  Info wars. Tomorrow's news. Today.
[01:40:53.000 --> 01:41:04.000]  And China stood to be a great winner from COVID to, you know, China was really sitting pretty along so many different dimensions, like the US had the Afghan failure.
[01:41:04.000 --> 01:41:16.000]  Then the US put itself in a position where it was dumping a bunch of money and resources in Ukraine. On net, the US originally was much worse off as a result of COVID than China.
[01:41:16.000 --> 01:41:29.000]  And then out of nowhere, she just enforced these insane lockdowns in Shanghai and the whole game change. And now I think China is really suffering for it.
[01:41:29.000 --> 01:41:37.000]  Do you buy this background noise that China will collapse in a decade? Because we've been hearing that out of some of these snake tanks for a long time.
[01:41:37.000 --> 01:41:42.000]  And that's really getting pushed by the algorithm. Do you think there's accuracy to that?
[01:41:42.000 --> 01:41:55.000]  No, I don't. I think there's no accuracy to that. And again, for better or worse, I don't think there's a lot of accuracy in the predictions of the decline of the American Empire.
[01:41:55.000 --> 01:42:05.000]  And I think, again, I have to read into the psychology of these things. And I feel it too. And a lot of people just see how corrupt the United States is.
[01:42:05.000 --> 01:42:17.000]  They see what a force or poison it can be in the world in terms of exporting its woke agenda. They look at these viral clips of third world conditions in Philadelphia and so forth.
[01:42:17.000 --> 01:42:28.000]  And people, and they look at the declining standard of living, they look at the trash airports, they see so much trash around there and say, wow, this is to use a Trump's term in S-hole country.
[01:42:28.000 --> 01:42:45.000]  And they think that must mean we're going to collapse geopolitically. But I think people exaggerate the connection between those sort of manifestations of basic living conditions and the critical components that pertain to mainstream.
[01:42:45.000 --> 01:42:54.000]  I agree with you. Let's talk about the domestic issues. Let's talk about the domestic issues and the new church committee and the Hunter Biden developments. And what are they about to do with Biden?
[01:42:54.000 --> 01:42:59.000]  Are they about to remove Biden? Stay with us.
[01:43:24.000 --> 01:43:33.000]  And I'll never give up, but I could give out. So please keep me on the field. Keep me on the front lines against the enemy while getting great products at the same time that will empower you and your family.
[01:43:33.000 --> 01:43:58.000]  I'm taking a lot of supplements over the years since high school, and they had great effects.
[01:43:58.000 --> 01:44:18.000]  And the science has gotten better and better and better over the years. And now with all the things we're bombarded with and the water and the food and the feminizing factors, it is more important than ever to use the compounds God gave us to boost our natural male potential.
[01:44:18.000 --> 01:44:30.000]  These products work great for women as well. Ladies and gentlemen, we have pain MD. It's a number one natural best seller under another name. We got a discounted for 40% off info or store.com under the label in force platinum.
[01:44:30.000 --> 01:44:41.000]  We've also got a CH max boost. Read all about it. Be very safe with it. I take only a fraction of what they say at first and take it before you go to bed at night. Don't do it during the day.
[01:44:41.000 --> 01:44:58.000]  1776 testosterone buzz. Totally incredible. Go read about them. Learn more about them at info or store.com and the info wars platinum section and you get 40% off on these already best selling products under the new name info wars platinum.
[01:45:11.000 --> 01:45:24.000]  How many people in this industry, you guys have no idea how many people have got their first start like Savannah Hernandez. How many people have just been put on a launch pad, the outer space because of Alex Jones, including myself.
[01:45:24.000 --> 01:45:33.000]  I've been given so many opportunities because of this man and because of this platform. And I would probably not even be half of where I am right now if it weren't for Alex Jones.
[01:45:33.000 --> 01:45:47.000]  I mean, I've been able to be on podcasts with Alex and Joe Rogan and Tim cast a super Tim cast IRL. Listen, what I'm saying is do not take Alex Jones and band.video for granted because you don't know what you have until it's gone.
[01:45:47.000 --> 01:46:07.000]  Don't wait to support free speech systems right now. So go check out the store. Go support their store. Go support info wars. Leave a donation right now. Don't wait until they're gone.
[01:46:07.000 --> 01:46:18.000]  To take the fight to the next level and to take the fight to the very tip of the spear and ensure we stand the field in this war against the new world order by visiting info wars.com right now and taking action.
[01:46:18.000 --> 01:46:27.000]  I thank you for your past support and I asked you to count the cost and realize that only your commitment to keep info wars on the air will ensure our victory against the new world order.
[01:46:27.000 --> 01:46:34.000]  They're coming for you and your family. They're coming for me. They're coming for the children. But to get to the children, they've got to get through us first.
[01:46:34.000 --> 01:46:39.000]  These monsters are all over television wanting to give these shots to newborn babies. They're already given them to pregnant women.
[01:46:39.000 --> 01:46:46.000]  Miss carriages are off the chart. 80 plus percent increase in miscarriages in the first two prime ministers after these poison shots.
[01:46:46.000 --> 01:46:59.000]  We can and will save the children and they are counting on us. Let's do it together. And the fight starts at info wars.com and the fight continues with your financial support at info wars store.com. Now take action now.
[01:46:59.000 --> 01:47:10.000]  Leading a frontal assault on the lies of the new world order. It's Alex Jones.
[01:47:10.000 --> 01:47:30.000]  No stranger to the rain. Aaron Beatty is our guest. Final second with him. My cat. He's got massive news coming up in the third hour here today.
[01:47:30.000 --> 01:47:41.000]  Kind of now run out of time. We got about 11 minutes left right now. Let's drill through. Currently domestically. The Hunter Biden information that he rented the house where the secret documents were.
[01:47:41.000 --> 01:47:48.000]  It's on the laptop that he worked for the Chinese intelligence. Not just text messages and emails, but him admitting it in audio files.
[01:47:48.000 --> 01:47:58.000]  They've already had all this information. It's his staff there that are finding it. I think it's pretty transparent that they're pressuring him not to announce that he's going to run in 2024.
