[00:00:11.617 --> 00:00:13.498]  Sorry folks, park's closed.
[01:53:30.942 --> 01:53:37.427]  Oh, Brennan did that in 2003 with Saudis in Luxembourg.
[01:53:37.427 --> 01:53:40.209]  So that's when he set up the company with the servers.
[01:53:40.209 --> 01:53:41.770]  So why would he do all this and run to Russia?
[01:53:43.135 --> 01:53:43.836]  Uh, I don't know.
[01:53:43.836 --> 01:53:45.637]  You know, did he go to Russia?
[01:53:45.637 --> 01:53:46.537]  I don't know.
[01:53:46.537 --> 01:53:47.678]  You know that for a fact?
[01:53:47.678 --> 01:53:48.799]  Did you see him there?
[01:53:48.799 --> 01:53:54.783]  I'm just saying, what he did was put the algorithm... Well, I don't think the Russians are in league with the New World Order and they say he's over there.
[01:53:55.889 --> 01:53:57.070]  Uh, no, they're not.
[01:53:57.070 --> 01:53:58.291]  But, I don't know.
[01:53:58.291 --> 01:53:58.912]  We don't know.
[01:53:58.912 --> 01:54:00.633]  You don't know unless you see it.
[01:54:00.633 --> 01:54:02.955]  So, we shouldn't speculate and speak.
[01:54:02.955 --> 01:54:04.777]  I can tell you on facts what he did.
[01:54:04.777 --> 01:54:06.438]  And that is exactly what he did.
[01:54:06.438 --> 01:54:09.381]  I'm not disagreeing when you say facts.
[01:54:09.381 --> 01:54:12.844]  It's a lot of statements that would take days to go through each one of those.
[01:54:12.844 --> 01:54:14.145]  Let me just say this.
[01:54:14.145 --> 01:54:14.465]  10 a.m.
[01:54:14.465 --> 01:54:18.149]  is the CPS hearing in Portage County, Ohio.
[01:54:19.790 --> 01:54:19.970]  Yes.
[01:54:19.970 --> 01:54:24.233]  And then 11 a.m., they're having their deal, and this is all very weird.
[01:54:24.233 --> 01:54:27.735]  Obviously, some intelligence agency, some big group is involved in this.
[01:54:27.735 --> 01:54:33.819]  All the confluences, all the things, and then Roger being accused as being the kingpin in the middle of it, and then the guy at the door.
[01:54:33.819 --> 01:54:36.201]  All of this really lines up like dominoes.
[01:54:36.201 --> 01:54:38.302]  And so, Tori, I appreciate your time.
[01:54:38.302 --> 01:54:39.563]  I appreciate you coming on with this.
[01:54:39.563 --> 01:54:41.524]  I appreciate you helping out Millie, everybody.
[01:54:41.524 --> 01:54:44.706]  So we'll be able to talk to you, obviously, tomorrow and find out the latest developments.
[01:54:44.706 --> 01:54:46.788]  Are you going to be there at the court hearing, or who's going to be there?
[01:54:47.674 --> 01:54:48.295]  I will.
[01:54:48.295 --> 01:54:48.696]  I will.
[01:54:48.696 --> 01:55:00.252]  And I will be texting you with everything that's happening and I just wanted to say thank you to Ezra for setting up the GoFundMe because she's going to need the legal aid and hopefully they won't ask for bond.
[01:55:00.252 --> 01:55:03.296]  Oh yeah, Ezra Levant called me Friday and he said can we put a
[01:55:03.456 --> 01:55:03.736]  God bless.
[01:55:03.736 --> 01:55:03.976]  God bless.
[01:55:03.976 --> 01:55:04.136]  Yeah.
[01:55:04.136 --> 01:55:04.877]  Here's all I know folks.
[01:55:04.877 --> 01:55:07.199]  And it's not a distancing myself from this film.
[01:55:28.484 --> 01:55:40.513]  I don't tell contractors or people I sponsor, whether it's Paul Joseph Watson, or whether it's Millie Weaver, or whether it's Caitlin Bennett, or whether it's a lot of other content creators that we support.
[01:55:40.513 --> 01:55:41.994]  I just say, hey, you're doing great work.
[01:55:41.994 --> 01:55:43.635]  Here is some support.
[01:55:43.635 --> 01:55:46.358]  And I hope you mention InfoWars and plug it back to us.
[01:55:46.358 --> 01:55:48.239]  But really, it's all about the mission.
[01:55:48.239 --> 01:55:53.203]  And so I've been handicapped that I can't respond to what's going on with this Shadowgate film.
[01:55:54.343 --> 01:55:55.804]  Because I never saw it.
[01:55:55.804 --> 01:55:56.745]  I saw the trailer.
[01:55:56.745 --> 01:55:57.646]  I wanted the film.
[01:55:57.646 --> 01:55:58.867]  I wanted to promote it.
[01:55:58.867 --> 01:56:00.028]  And I never got it.
[01:56:00.028 --> 01:56:02.811]  And then she's arrested right when it's coming out.
[01:56:02.811 --> 01:56:06.574]  And the dude that's in it's at my door, unannounced.
[01:56:06.574 --> 01:56:09.998]  And I'm not a rocket scientist, but that's weird.
[01:56:11.095 --> 01:56:14.098]  I don't think Millie's involved, I don't think Tori's involved.
[01:56:14.098 --> 01:56:19.042]  I just know the guy at my door came here to say Roger Stone runs everything.
[01:56:19.042 --> 01:56:25.508]  NSA, New World Order, he's like the giant brain bug and Roger Stone can't get his Skype connected, just like I can't.
[01:56:25.508 --> 01:56:32.734]  So, I can promote freedom, I'm a good orator, I love God, I love justice, I love you, but I'm not running Jack Deadly Squad.
[01:56:32.734 --> 01:56:35.336]  I mean, I got problems with my own, you know, balance of my own checkbook.
[01:56:37.003 --> 01:56:41.027]  I see this, and I just say, something's going on here.
[01:56:41.027 --> 01:56:43.090]  I haven't figured out what it is.
[01:56:43.090 --> 01:56:44.151]  I don't know the answers.
[01:56:44.151 --> 01:56:48.876]  I don't know who's good and who's bad, but I'm going to get to the bottom of it, and you've got a commitment from me.
[01:56:48.876 --> 01:56:57.265]  Whatever I find out's going on with this, because it's got cue-tard stuff written all over it, I am going to give you that information.
[01:56:58.257 --> 01:57:02.040]  And there's a few things I haven't gotten into because I don't want to embarrass people right now.
[01:57:02.040 --> 01:57:04.301]  But I got a good idea of what's going on.
[01:57:04.301 --> 01:57:10.866]  And I got to tell you, Brennan is just trying to sabotage our movement and trying to attack anybody that's real.
[01:57:10.866 --> 01:57:14.849]  And Brennan, I was told, oh Brennan is giving us info.
[01:57:14.849 --> 01:57:15.629]  He's actually good.
[01:57:15.629 --> 01:57:19.392]  I told people, are you crazy?
[01:57:19.392 --> 01:57:22.334]  Are you crazy?
[01:57:22.334 --> 01:57:23.615]  So we'll figure it all out.
[01:57:23.615 --> 01:57:26.957]  Just keep promoting America and freedom and justice and go Trump 2020.
[01:57:29.110 --> 01:57:30.031]  COVID's overall a hoax.
[01:57:30.031 --> 01:57:32.333]  We're going to expose the whole thing together.
[01:57:32.333 --> 01:57:34.575]  InfoWars.com forward slash show.
[01:57:34.575 --> 01:57:35.896]  Band.video.
[01:57:35.896 --> 01:57:36.877]  Share those links.
[01:57:36.877 --> 01:57:38.979]  Nothing can stop you from taking action.
[01:57:38.979 --> 01:57:41.021]  You know you're good, so you take action.
[01:57:41.021 --> 01:57:42.882]  You're the base total extension in our ranks.
[01:57:42.882 --> 01:57:43.503]  Great job, crew.
