[00:00:17.441 --> 00:00:18.583]  Things are bad.
[01:21:34.324 --> 01:21:41.886]  I can't sit here and let these chi-com, Obama-backed, New World Order, Islamicist, devil-worshipping, Hollywood trash continue to dominate us.
[01:21:41.886 --> 01:21:43.926]  They're trying to put us under permanent martial law.
[01:21:43.926 --> 01:21:46.346]  You gotta rise up now!
[01:21:46.346 --> 01:21:49.247]  Like the President's head said!
[01:21:49.247 --> 01:21:54.048]  His head, scientist, over the COVID situation.
[01:21:54.048 --> 01:22:01.090]  Dr. Scott Atlas, a leading member of the President Trump's Coronavirus Task Force, announced Sunday that the only way this stops is people rise up.
[01:22:01.090 --> 01:22:02.310]  That was responding to a decree.
[01:22:02.310 --> 01:22:02.970]  A decree!
[01:22:04.121 --> 01:22:08.925]  That's what dictators do, of a new lockdown of Michigan Democrat Governor Gretchen Whitmer.
[01:22:08.925 --> 01:22:17.172]  That was tweeted out of thread that Whitmer's announcement, a graphic made by the Michigan Department of Health and Human Services highlighting what would be allowed to reopen.
[01:22:17.172 --> 01:22:20.815]  It's basically a total lockdown of all the small businesses and checkpoints and everything else.
[01:22:20.815 --> 01:22:26.580]  Man, these people want power, they want control, and they want you on your damn knees now, and they want your children.
[01:22:28.143 --> 01:22:32.446]  Our COVID police state wants to take Thanksgiving and Christmas away, too.
[01:22:32.446 --> 01:22:33.226]  Oh, yeah.
[01:22:33.226 --> 01:22:34.247]  Don't go to Christmas.
[01:22:34.247 --> 01:22:35.288]  Don't go to Thanksgiving.
[01:22:35.288 --> 01:22:38.069]  You know, even if you're a conservative, be a virtue signaler.
[01:22:38.069 --> 01:22:38.730]  Don't do it.
[01:22:38.730 --> 01:22:39.951]  No, do it!
[01:22:39.951 --> 01:22:41.512]  These people want total control.
[01:22:41.512 --> 01:22:43.173]  You're having your whole birthright stolen right now.
[01:22:46.291 --> 01:22:53.315]  And I've got all the great reset, and I've got all the forced inoculation news, and notice, like I told you, they're like, oh, sorry, the mask never come off.
[01:22:53.315 --> 01:22:54.436]  Fauci said forever.
[01:22:54.436 --> 01:22:59.399]  You never shake hands again, you never take a mask off again, and it's not even for a real bioweapon.
[01:22:59.399 --> 01:23:10.325]  It's a souped-up cold virus that spreads really easily, so everyone can be guilty, everyone can be tracked, and it reinfects, because your body won't even keep antibodies for it, because it doesn't see it as a threat.
[01:23:10.325 --> 01:23:12.667]  You get something really bad, your body has antibodies forever.
[01:23:15.208 --> 01:23:26.369]  It's the perfect corporate takeover with a domesticated weak population with males not being leaders and rolling over to be sickening evil corporate male leaders and all their female house slave enforcers.
[01:23:27.315 --> 01:23:30.537]  It's the same old model they've used before, and it's happening now.
[01:23:30.537 --> 01:23:33.778]  All right, we've got the Proud Boys founder and leader coming up next.
[01:23:33.778 --> 01:23:36.360]  He witnessed firsthand what happened in D.C.
[01:23:36.360 --> 01:23:41.502]  and the degenerate antifa attacking men, women, and children, and they fought back and mopped the floor with them.
[01:23:41.502 --> 01:23:44.123]  One of the most banned groups in the world and great patriots.
[01:23:44.123 --> 01:23:45.744]  Straight ahead with what comes next.
[01:23:45.744 --> 01:23:46.385]  I'm Alex Jones.
[01:23:46.385 --> 01:23:46.765]  Stay with us.
[01:23:48.917 --> 01:23:50.098]  Remember Hillary Clinton?
[01:23:50.098 --> 01:23:51.018]  Remember Pelosi?
[01:23:51.018 --> 01:23:51.979]  Remember Bill Clinton?
[01:23:51.979 --> 01:23:53.379]  Remember Obama?
[01:23:53.379 --> 01:23:57.682]  All of them said, we are not going to concede if there's a red mirage.
[01:23:57.682 --> 01:24:02.104]  We believe it's going to look like Trump's going to win a landslide if they have the internal polls.
[01:24:02.104 --> 01:24:03.305]  And indeed, Trump won.
[01:24:04.065 --> 01:24:06.927]  Most of the states he won last time by an even bigger margin.
[01:24:06.927 --> 01:24:13.451]  And when he was set to win the other ones, they froze the seven states on election night.
[01:24:13.451 --> 01:24:16.013]  And then they brought in all of the reserve ballots they had.
[01:24:16.013 --> 01:24:16.933]  This is completely transparent.
[01:24:16.933 --> 01:24:20.035]  So when they say that he is president-elect, he's not.
[01:24:20.035 --> 01:24:20.836]  Trump has not conceded.
[01:24:20.836 --> 01:24:23.057]  None of the states have certified the vote.
[01:24:23.057 --> 01:24:25.239]  And now all these investigations have been opened up.
[01:24:25.239 --> 01:24:30.862]  And avalanches, mountains, oceans of election fraud has come out and already been documented.
[01:24:30.862 --> 01:24:31.463]  And in Georgia,
[01:24:32.183 --> 01:24:34.666]  Officials are on record saying we've already found fraud.
[01:24:34.666 --> 01:24:36.948]  So ladies and gentlemen, the fix is in.
[01:24:36.948 --> 01:24:40.891]  They've run bigger and bigger hoaxes every time, because the last hoax failed.
[01:24:40.891 --> 01:24:44.875]  But now, this is the mother of all hoaxes, and if they get away with this, it's the end of America.
[01:24:44.875 --> 01:24:47.197]  And as we know it, we will beat Venezuela.
[01:24:47.197 --> 01:24:47.978]  Infowars.com
[01:24:49.179 --> 01:24:53.463]  There are many references in the Holy Bible to the mustard seed.
[01:24:53.463 --> 01:24:54.664]  And why is that?
[01:24:54.664 --> 01:25:02.450]  It's one of the tiniest seeds out there, but a giant tree-like bush grows from it that produces more mustard seeds.
[01:25:02.450 --> 01:25:06.954]  Mustard was known by the ancients around the world to have amazing health effects.
[01:25:06.954 --> 01:25:08.235]  They didn't know why.
[01:25:08.235 --> 01:25:14.000]  Well, with modern science we know it's one of the purest, cleanest organic forms of selenium.
[01:25:14.580 --> 01:25:26.065]  We have BioTrue Selenium, sold out for months, back in stock at InfoWarsStore.com at 50% off, store ride free shipping, and triple patriot points.
[01:25:26.065 --> 01:25:35.589]  BioTrue Selenium at InfoWarsStore.com is an amazing product, and it's even more amazing in that it funds our operation.
[01:25:35.589 --> 01:25:38.070]  But if you don't know about selenium, research it.
[01:25:38.070 --> 01:25:40.411]  It is an essential nutrient in the body
[01:25:40.791 --> 01:25:42.193]  You absolutely have to have.
[01:25:42.193 --> 01:25:43.615]  It's back in stock.
[01:25:43.615 --> 01:25:44.095]  50% off.
[01:25:44.095 --> 01:25:47.440]  Triple Patriot points at InfoWarshaw.com and with free shipping.
[01:25:49.445 --> 01:25:51.707]  Talk about tomorrow's news today.
[01:25:51.707 --> 01:25:54.889]  This is all very transparent when you war game it out.
[01:25:54.889 --> 01:26:00.554]  Six months ago, InfoWars predicted that the mail-in ballots would be used to steal the election from Trump.
[01:26:00.554 --> 01:26:08.601]  They would simply pause the voting at night and then have an unlimited number that they had in reserve to bring forward in battleground states to secure the victory.
[01:26:08.601 --> 01:26:09.722]  And now that happened.
[01:26:09.722 --> 01:26:14.746]  Now what else did I predict a few months ago and again last week and again last night, all on record?
[01:26:14.746 --> 01:26:16.867]  That when Joe Biden was president-elect,
[01:26:17.728 --> 01:26:18.389]  We're good to go.
[01:26:51.871 --> 01:26:54.552]  You're listening to the Alex Jones Show!
[01:27:27.890 --> 01:27:31.431]  Alright, Enrique Tarrio is an awesome American.
[01:27:31.431 --> 01:27:33.632]  He's a leader of the Proud Boys.
[01:27:33.632 --> 01:27:36.113]  And he was there helping provide security in D.C.
[01:27:36.113 --> 01:27:36.393]  for us.
[01:27:36.393 --> 01:27:38.073]  He did an incredible job.
[01:27:38.073 --> 01:27:40.034]  We're getting him on the line right now.
[01:27:40.034 --> 01:27:45.976]  Trump brands Antifa scum and calls on D.C.
[01:27:45.976 --> 01:27:52.177]  cops to do your job as Make America Great Again fan kicked in the head and stomped by protesters.
[01:27:52.177 --> 01:27:53.418]  We have hundreds of videos.
[01:27:54.375 --> 01:27:58.218]  Of the cowards that didn't attack our close to a million people during the day.
[01:27:58.218 --> 01:27:59.600]  Oh, yeah, it was huge.
[01:27:59.600 --> 01:28:02.542]  We've got the video, the video that shows it.
[01:28:02.542 --> 01:28:03.423]  They would do it at night.
[01:28:03.423 --> 01:28:11.490]  They wait till families came out of restaurants or anywhere and physically attack women and children.
[01:28:11.490 --> 01:28:14.753]  So truly an exercise in communist tyranny.
[01:28:14.753 --> 01:28:21.219]  Hours and hours and hours of the footage.
[01:28:25.845 --> 01:28:30.488]  But after they attacked for a while, the Proud Boys went out in the street and literally steamrolled them.
[01:28:30.488 --> 01:28:34.451]  We've got some of that amazing footage coming up as well.
[01:28:34.451 --> 01:28:40.635]  Now, first off, I am burning the candle with both hands physically, and I'm really happy to do that.
[01:28:40.635 --> 01:28:41.255]  I'm not complaining.
[01:28:41.255 --> 01:28:42.076]  This is a historic moment.
[01:28:42.076 --> 01:28:43.657]  I'm very thankful to be here.
[01:28:43.657 --> 01:28:51.802]  But we do need finances to keep the crews working 18 hours a day and to be able to fly all over the country and have convoys drive around the nation and do everything.
[01:28:51.802 --> 01:28:53.343]  And I want to still be here next year
[01:28:54.318 --> 01:28:54.518]  Yes, sir.
[01:29:15.162 --> 01:29:15.502]  We're good.
[01:29:29.216 --> 01:29:29.476]  All right.
[01:29:49.870 --> 01:29:52.611]  And shut information.
[01:29:52.611 --> 01:29:57.034]  But we have to have pressure on the governor's mansion and on the legislature.
[01:29:57.034 --> 01:29:59.915]  We need 5, 10, 20,000 people now.
[01:29:59.915 --> 01:30:00.556]  Don't wait.
[01:30:00.556 --> 01:30:02.937]  Go to Georgia now.
[01:30:02.937 --> 01:30:04.398]  Drive around the capital.
[01:30:04.398 --> 01:30:05.278]  Go to Atlanta.
[01:30:05.278 --> 01:30:06.359]  Honk your horn.
[01:30:06.359 --> 01:30:07.019]  Get out.
[01:30:07.019 --> 01:30:07.819]  Hold a sign up.
[01:30:07.819 --> 01:30:10.941]  Do it now.
[01:30:10.941 --> 01:30:12.422]  But separately, what do we have in stock?
[01:30:14.326 --> 01:30:18.727]  When I say that all this is overblown, ladies and gentlemen, you can die from any virus.
[01:30:18.727 --> 01:30:27.930]  You can die from a common cold if you don't have vitamins and minerals in your body from food that are called essential.
[01:30:27.930 --> 01:30:34.912]  So when you see an ad on TV for a box of cereal, and it says we've added essential vitamins and minerals, that means you can eat this and live.
[01:30:34.912 --> 01:30:36.753]  Really though, most of it's synthetic, so that's not true.
[01:30:38.368 --> 01:30:44.393]  The reason you need clean water, the reason you need high quality air and sunshine is that's what your body needs.
[01:30:44.393 --> 01:30:49.177]  Just like you need high quality vitamin C, vitamin D3, zinc and things like that.
[01:30:50.484 --> 01:30:58.648]  We have products that are super level, like DNA Force Plus with the PQQ, the CoQ10, to clean up your telomeres, to clean out the inside of your cells, to do so much.
[01:30:58.648 --> 01:31:00.409]  I have such a stressful life.
[01:31:00.409 --> 01:31:03.010]  I couldn't operate without DNA Force Plus when I forget to take it.
[01:31:03.010 --> 01:31:03.770]  I totally feel it.
[01:31:03.770 --> 01:31:05.411]  That sale is about to end.
[01:31:05.411 --> 01:31:06.572]  It's the America in crisis.
[01:31:06.572 --> 01:31:08.272]  Emergency lockdown 2 is coming.
[01:31:08.272 --> 01:31:13.235]  Support InfoWars, the fight against total economic collapse, and Biden's martial law disguised as lockdown 2.
[01:31:13.235 --> 01:31:14.135]  Up to 60% off.
[01:31:14.135 --> 01:31:14.836]  Storewide free shipping.
[01:31:14.836 --> 01:31:15.456]  Triple Patriot points.
[01:31:16.116 --> 01:31:17.897]  It has to end by Wednesday or Thursday.
[01:31:17.897 --> 01:31:20.318]  I don't have a new sale, but a lot of stuff's selling out.
[01:31:20.318 --> 01:31:21.218]  What's back in stock?
[01:31:21.218 --> 01:31:21.918]  Vazobeats.
[01:31:21.918 --> 01:31:23.899]  Amazing for your heart and vascular system.
[01:31:23.899 --> 01:31:24.479]  Back in stock.
[01:31:24.479 --> 01:31:25.359]  Discounted massively.
[01:31:25.359 --> 01:31:26.240]  Free shipping.
[01:31:26.240 --> 01:31:26.800]  Alpha Power.
[01:31:26.800 --> 01:31:27.640]  Sold out for a year.
[01:31:27.640 --> 01:31:28.861]  Couldn't get it because of COVID.
[01:31:28.861 --> 01:31:30.041]  Some of the patented stuff in it.
[01:31:30.041 --> 01:31:30.761]  It's back.
[01:31:30.761 --> 01:31:31.462]  It's 50% off.
[01:31:31.462 --> 01:31:32.422]  Free shipping.
[01:31:32.422 --> 01:31:33.582]  Biodruth Selenium.
