[00:00:13.112 --> 00:00:19.157]  Ladies and gentlemen,
[01:26:37.348 --> 01:26:40.010]  Even though most of it's true.
[01:26:40.010 --> 01:26:44.353]  There was a shark attack here, a car crash there, this was the temperature today.
[01:26:44.353 --> 01:26:46.815]  Where the lies are is political areas.
[01:26:48.069 --> 01:26:54.691]  That's where, where you've seen some press conference where a 15-year-old guy's like, my mom didn't believe in vaccines but I did and they're great.
[01:26:54.691 --> 01:26:56.751]  Turns out that guy worked for a PR firm.
[01:26:56.751 --> 01:26:58.112]  Of course he did.
[01:26:58.112 --> 01:27:02.073]  Just like the girl saying she was there and saw the babies thrown out of the incubators in Iraq in 1990.
[01:27:02.073 --> 01:27:03.213]  None of it was true.
[01:27:03.213 --> 01:27:06.174]  You know phony stuff when you see it.
[01:27:06.174 --> 01:27:08.974]  Remember Hillary Clinton had that town hall and I said that was fake?
[01:27:08.974 --> 01:27:09.855]  The media attacked me.
[01:27:09.855 --> 01:27:10.535]  A month later?
[01:27:11.513 --> 01:27:14.196]  Turned out it was all fake, all hired actors.
[01:27:14.196 --> 01:27:16.959]  I know 70 millimeter digital.
[01:27:16.959 --> 01:27:20.042]  Basically looked like 70 millimeter.
[01:27:20.042 --> 01:27:21.324]  I know actors when I see them.
[01:27:21.324 --> 01:27:23.887]  You know actors when you see them.
[01:27:23.887 --> 01:27:26.690]  And they're so pissed that we see through them, aren't they?
[01:27:26.690 --> 01:27:29.493]  They're so angry that we don't buy their bull anymore.
[01:27:30.788 --> 01:27:32.869]  So there's my message to the President.
[01:27:32.869 --> 01:27:37.532]  The story is top-linked, or was top-linked, it's moved down to the middle, on dredgereport.com.
[01:27:37.532 --> 01:27:45.077]  And as soon as the live show's over today, I'll repost in there the first hour or so of the show, where I lay all this out.
[01:27:45.077 --> 01:27:46.618]  Because it's there.
[01:27:46.618 --> 01:27:47.318]  And it's the truth.
[01:27:47.318 --> 01:27:48.539]  And if Trump doesn't do anything,
[01:27:49.957 --> 01:27:50.797]  You know, let me do this.
[01:27:50.797 --> 01:27:58.901]  I have a lot of other news coming up on the gun grabbing and with China and with some incredible fentanyl news that I guarantee you haven't heard this information.
[01:27:58.901 --> 01:28:01.862]  It's totally true and it's insane beyond anything I've ever think I've seen.
[01:28:01.862 --> 01:28:04.123]  That's coming up too this hour.
[01:28:04.123 --> 01:28:05.464]  But what do you think Trump should do?
[01:28:05.464 --> 01:28:06.725]  What are you going to do?
[01:28:06.725 --> 01:28:15.929]  How angry are you about Google and all them moving to China and now trying to set that up here and then lying to Congress and then spying on everything you do?
[01:28:17.554 --> 01:28:18.355]  And it's all over the news.
[01:28:18.355 --> 01:28:22.078]  They're listening to you and watching you in your house.
[01:28:22.078 --> 01:28:25.921]  Why are they putting that on the front of the Washington Post and Yahoo?
[01:28:25.921 --> 01:28:28.723]  Because they're just going ubiquitous.
[01:28:28.723 --> 01:28:29.384]  It's now here.
[01:28:31.442 --> 01:28:34.684]  These people are sick, and then there's something special in the third hour.
[01:28:34.684 --> 01:28:37.567]  I'm not at liberty to tell you yet, but I'm going to get to it in the third hour.
[01:28:37.567 --> 01:28:38.988]  Something special.
[01:28:38.988 --> 01:28:47.614]  And then we're also going to have Paul Joseph Watson, always informative, always hard-hitting, hosting the fourth hour of the day.
[01:28:47.614 --> 01:28:50.016]  And then the War Room with Owen Schroyer after that.
[01:28:50.016 --> 01:28:51.517]  Whatever you do, share the link.
[01:28:51.517 --> 01:28:52.218]  NewsWars.com.
[01:28:52.218 --> 01:28:53.298]  NewsWars.com.
[01:28:56.215 --> 01:29:01.278]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[01:29:01.278 --> 01:29:06.641]  Like you, I was a prisoner of the outleft sanctuary state until one day I chose to leave my family to freedom.
[01:29:06.641 --> 01:29:14.685]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[01:29:14.685 --> 01:29:20.129]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[01:29:20.129 --> 01:29:22.130]  Go to BlackRifleRealEstate.com.
[01:29:22.130 --> 01:29:23.931]  That's BlackRifleRealEstate.com.
[01:29:25.532 --> 01:29:28.133]  Hunters, anglers, campers and survivalists.
[01:29:28.133 --> 01:29:29.214]  Get back to nature.
[01:29:29.214 --> 01:29:36.358]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:29:36.358 --> 01:29:39.719]  Slingbow products are compact and models start from just $17.98.
[01:29:39.719 --> 01:29:43.221]  They're perfect for your bug out bag or storing in your vehicle.
[01:29:43.221 --> 01:29:47.283]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:29:47.283 --> 01:29:51.786]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:29:51.786 --> 01:29:54.387]  Feel the thrill only at slingbow.com.
[01:29:57.941 --> 01:29:59.142]  We've had this in for two weeks.
[01:29:59.142 --> 01:30:02.523]  I've been so busy, I haven't talked about it because I've been covering news.
[01:30:02.523 --> 01:30:03.743]  But it's very exciting.
[01:30:03.743 --> 01:30:06.084]  It's Super Silver Skin Cream.
[01:30:06.084 --> 01:30:07.585]  It's got all of these benefits.
[01:30:07.585 --> 01:30:08.686]  Too many to mention.
[01:30:08.686 --> 01:30:09.946]  But it's revolutionary.
[01:30:09.946 --> 01:30:10.887]  It's brand new.
[01:30:10.887 --> 01:30:11.767]  People are going to love it.
[01:30:11.767 --> 01:30:13.868]  Introducing the new Super Silver Skin Cream.
[01:30:13.868 --> 01:30:14.808]  Exclusively at 4store.com.
[01:30:14.808 --> 01:30:15.609]  25% off introductory price.
[01:30:16.769 --> 01:30:19.450]  The new Super Silver Skin Cream is the best of both worlds.
[01:30:19.450 --> 01:30:21.671]  It helps reduce wrinkles and keep your skin healthy.
[01:30:21.671 --> 01:30:25.553]  Super Silver Skin Cream is infused with patented Silver Sol Technology.
[01:30:25.553 --> 01:30:30.595]  It's used by top hospitals and health clinics to kill off everything from MRSA to Candida fungus.
[01:30:30.595 --> 01:30:41.699]  It's also loaded with the best natural ingredients for your skin, like coconut oil, vitamin E. Unlike most skin creams, Super Silver Skin Cream is free of BPA, parabens, harsh preservatives, and sulfates.
[01:30:41.699 --> 01:30:43.700]  It's got the highly sought-after hyaluronic
[01:30:43.820 --> 01:30:44.401]  It's acid.
[01:30:44.401 --> 01:30:45.481]  We have little tubes of it.
[01:30:45.481 --> 01:30:46.442]  We have big tubes of it.
[01:30:46.442 --> 01:30:47.503]  This stuff is the real deal.
[01:30:47.503 --> 01:30:51.767]  Get Super Silver Skin Cream exclusively at Inforestore.com while supplies last.
[01:30:51.767 --> 01:30:52.687]  So please, check it out.
[01:30:52.687 --> 01:30:54.669]  The new products at Inforestore.com.
[01:30:54.669 --> 01:30:55.570]  25% off as an introductory.
[01:30:57.657 --> 01:31:07.269]  There are only a few days left for you to get DNA Force Plus at 50% off and get a free bottle of Carnivore 90 for free.
[01:31:07.269 --> 01:31:17.061]  That's 90 powerful enzyme capsules designed to help you digest and absorb protein and fat and to clean out your guts in a healthy way.
[01:31:17.321 --> 01:31:21.604]  DNA Force Plus is our flagship product and needs no introduction.
[01:31:21.604 --> 01:31:28.388]  But Carnivore is so amazing that I want to offer you a free bottle of it so you can experience how great it is.
[01:31:28.388 --> 01:31:33.251]  We will be out of Carnivore in just the next week or so at current sales levels.
[01:31:33.251 --> 01:31:36.193]  I'm doing this because it's such an important product for people.
[01:31:36.193 --> 01:31:40.676]  I want those of you on the fence to experience it like so many others have.
[01:31:40.676 --> 01:31:41.096]  So again,
[01:31:41.636 --> 01:31:47.261]  We are running this special as long as our stock of Carnivore 90 is still here.
[01:31:47.261 --> 01:31:55.129]  Get your DNA Force Plus 50% off right now at InfoWarsStore.com or InfoWarsLife.com and get a free bottle of Carnivore 90.
[01:31:57.239 --> 01:32:03.380]  Super Mill Vitality is already in the top three of our best sellers for the six years we've had it.
[01:32:03.380 --> 01:32:11.542]  It is an award-winning formula produced in Utah by one of the top herbal companies in the nation that we've been private labeling.
[01:32:11.542 --> 01:32:12.802]  It is cold-pressed.
[01:32:12.802 --> 01:32:19.244]  It takes at least three times the herbs that are wild-crafted and organic to be able to produce this.
[01:32:19.244 --> 01:32:20.424]  It's not boiled.
[01:32:20.424 --> 01:32:21.204]  It's not heated.
[01:32:21.204 --> 01:32:22.385]  It's never been dried.
[01:32:22.385 --> 01:32:23.545]  It's taken from fresh
[01:32:24.085 --> 01:32:24.885]  Herbs.
[01:32:24.885 --> 01:32:27.586]  That's why it's so strong.
[01:32:27.586 --> 01:32:31.368]  That's why it's so effective for libido, stamina, and energy.
[01:32:31.368 --> 01:32:45.332]  And I'm so excited about Supramel Vitality and Carnivore 30 that I'm offering you with every order of Supramel Vitality a 25% off a free bottle of Carnivore Digestive Enzyme.
[01:32:45.332 --> 01:32:46.773]  We're going to sell out of this very quickly.
[01:32:47.253 --> 01:32:51.600]  But it's an offer so that you experience how amazing both these products are.
[01:32:51.600 --> 01:32:59.712]  Secure yours at InfoWarsStore.com today or InfoWarsLife.com.
[01:32:59.712 --> 01:33:02.356]  You're listening to the Alex Jones Show!
[01:33:08.857 --> 01:33:15.499]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[01:33:15.499 --> 01:33:20.421]  Baby, I'm gonna teach you what love's all about tonight.
[01:33:20.421 --> 01:33:30.424]  Trust me, honey, everything's gonna be alright.
[01:33:30.424 --> 01:33:33.945]  Just do like I do, there ain't nothin' to it.
[01:33:41.295 --> 01:33:43.557]  It's gotta be 15, 20 stacks of news here.
[01:33:43.557 --> 01:33:46.740]  Each one more important than the next.
[01:33:46.740 --> 01:33:48.722]  1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22 stacks of news.
[01:34:06.551 --> 01:34:10.995]  22 stacks of news, some of these stacks have five articles, some of them have like 20 articles.
[01:34:10.995 --> 01:34:13.777]  And they're all incredibly illustrative of everything I've told you.
[01:34:13.777 --> 01:34:27.428]  Human-animal clones, every major device watching, listening to you, fed into AI, setting up a post-human world, tracking you as its enemy, figuring out how to destroy you and your family, just all of it admitted.
[01:34:27.428 --> 01:34:32.852]  Mainstream news saying it will kill you, you're obsolete, roll over in the ditch and die.
[01:34:32.852 --> 01:34:34.534]  Imagine if spaceships flew up and
[01:34:35.455 --> 01:34:36.376]  We're broadcasting that.
[01:34:36.376 --> 01:34:37.076]  You'd freak out.
[01:34:37.076 --> 01:34:38.077]  You'd say, we're going to resist.
[01:34:38.077 --> 01:34:39.819]  We'll fight the last person.
[01:34:39.819 --> 01:34:41.060]  But none of you just hear it forever.
[01:34:41.060 --> 01:34:41.841]  Humans are bad.
[01:34:41.841 --> 01:34:42.882]  Humans suck.
[01:34:42.882 --> 01:34:44.843]  OK, we keep babies alive after they're born.
[01:34:44.843 --> 01:34:46.765]  We keep them comfortable.
[01:34:46.765 --> 01:34:49.047]  Get them goody goods.
[01:34:49.047 --> 01:34:52.550]  They're just easing us into the trance.
[01:34:52.550 --> 01:35:02.059]  The trance, ladies and gentlemen, so that we just sink into that hot water, slit our wrists, and just, you know, as you slit your wrist,
[01:35:03.467 --> 01:35:07.891]  Water that's like 98.9, you don't even feel it really, you just die.
[01:35:07.891 --> 01:35:15.237]  They just got us like the frog in the pot and they're slitting our wrists lovingly, liberally.
[01:35:15.237 --> 01:35:17.258]  How about some 5G?
[01:35:17.258 --> 01:35:19.620]  How about some more MSG?
[01:35:19.620 --> 01:35:21.502]  How about some aspartame?
[01:35:21.502 --> 01:35:23.163]  How about some glyphosate?
[01:35:23.163 --> 01:35:25.965]  How about some GMO?
[01:35:25.965 --> 01:35:28.147]  How about some screen time?
[01:35:28.147 --> 01:35:29.648]  How about some Prozac?
[01:35:29.648 --> 01:35:31.229]  How about some Ritalin?
[01:35:31.229 --> 01:35:32.931]  How about some weaponized marijuana?
[01:35:35.216 --> 01:35:42.038]  How about 25,000 tons of fentanyl?
[01:35:42.038 --> 01:35:48.819]  We did the math, enough to kill 10 billion people if they took enough dose to kill you.
[01:35:48.819 --> 01:35:49.940]  Caught being shipped to the U.S.
[01:35:49.940 --> 01:35:51.740]  by China.
[01:35:51.740 --> 01:35:55.081]  The opium war is in reverse.
[01:35:55.081 --> 01:35:57.902]  Hitting their enemy with everything they've got.
[01:35:57.902 --> 01:36:00.242]  That's coming up next hour.
[01:36:00.242 --> 01:36:03.443]  But I specifically just spent half of the transmission
[01:36:05.973 --> 01:36:27.501]  With the message that the Democratic Party, along with some neocon never-Trumpers, are in control of a government stay-behind group that they now are openly announcing in Bloomberg and AP that Trump's a Russian agent and Mitch McConnell's Moscow Mitch, those are quotes, and that they're not going to let them win again.
