[00:00:17.922 --> 00:00:20.244]  It's Tuesday, July 6th.
[01:28:12.897 --> 01:28:15.997]  They know that our research, our understanding, is dead on.
[01:28:15.997 --> 01:28:20.519]  And so, just because you've been awake for a long time, doesn't mean that InfoWars is important.
[01:28:20.519 --> 01:28:24.700]  It's more important than ever, because now we can reach out to people that are ready to hear the truth.
[01:28:25.160 --> 01:28:27.981]  So please help keep us on the air and get great products at the same time.
[01:28:27.981 --> 01:28:30.902]  We have store-wide free shipping for July 4th and Double Patriot Points.
[01:28:30.902 --> 01:28:33.783]  We're going to extend it for a couple more days in the middle of the week.
[01:28:33.783 --> 01:28:36.744]  And we have 60% off on X3.
[01:28:36.744 --> 01:28:38.325]  It's so good for your body.
[01:28:38.325 --> 01:28:39.305]  50% off for X2.
[01:28:39.305 --> 01:28:41.106]  They're both excellent.
[01:28:41.106 --> 01:28:42.527]  They're both different formulas.
[01:28:42.527 --> 01:28:45.488]  We have store-wide free shipping and Double Patriot Points right now together.
[01:28:45.488 --> 01:28:47.668]  That's the best deal ever on those products.
[01:28:47.668 --> 01:28:54.251]  And even though I'm selling out of those products right now, I'm still selling them at a discount because I want those of you that have been on the fence to order it and experience that greatness for yourself.
[01:28:56.938 --> 01:28:59.560]  You're listening to The Alex Jones Show!
[01:29:26.588 --> 01:29:30.573]  And we are back in the breaded info war.
[01:29:30.573 --> 01:29:35.819]  Pedophiles, control freaks, tyrants, minions.
[01:29:35.819 --> 01:29:39.043]  They love the system.
[01:29:39.043 --> 01:29:40.525]  But most leftists
[01:29:41.477 --> 01:29:53.947]  Pretend like they're part of the establishment and imagine they're getting power and control out of pretending to be in the ruling class, but really they're just schmucks that are being exsanguinated, being sucked dry by the system.
[01:29:53.947 --> 01:29:59.652]  But they have Stockholm Syndrome and can't admit that that's what's happened to them.
[01:29:59.652 --> 01:30:05.817]  They can't come to grips with the fact that they've been abused, they've been inducted into a cult.
[01:30:05.817 --> 01:30:10.741]  I have a lot of COVID-19 news I want to get to here in this mass
[01:30:11.849 --> 01:30:16.451]  Human sacrifice ritual that is taking place.
[01:30:16.451 --> 01:30:27.336]  And I want to open the phones up to get your take on what you witnessed locally, the people taking the so-called COVID-19 inoculations and where you think this is all going.
[01:30:27.336 --> 01:30:32.219]  And I also want to raise this issue.
[01:30:32.219 --> 01:30:40.343]  European Union's LGBT colonialism threatens our way of life, says Orbán.
[01:30:40.343 --> 01:30:41.083]  Since when is
[01:30:42.086 --> 01:30:47.369]  Sexual preference and what you do with your ding-dong, your political movement, but it's not.
[01:30:47.369 --> 01:30:48.530]  It's globalism.
[01:30:48.530 --> 01:30:49.550]  It's corporatism.
[01:30:49.550 --> 01:30:51.211]  It's an attack on the family.
[01:30:51.211 --> 01:30:52.652]  It's sexualization of children.
[01:30:52.652 --> 01:30:55.353]  It's pedophilia.
[01:30:55.353 --> 01:30:56.554]  It's globalism.
[01:30:56.554 --> 01:31:00.376]  It's corporatism.
[01:31:00.376 --> 01:31:02.877]  Apple and Google give the Black Lives Matter.
[01:31:02.877 --> 01:31:07.800]  Black Lives Matter wants to end the traditional family and wants to, quote, make black men transgender.
[01:31:07.800 --> 01:31:09.581]  You'll know your enemy when they come after your testicles.
[01:31:10.362 --> 01:31:11.683]  They want to get rid of men.
[01:31:11.683 --> 01:31:13.124]  They want to get rid of leadership.
[01:31:13.124 --> 01:31:16.826]  They want to get rid of anybody that could say no to them.
[01:31:16.826 --> 01:31:18.447]  And it is a colonialism.
[01:31:18.447 --> 01:31:28.913]  Globalism is the corporations that have already taken over the third world taking over the first world and even taking over our bedrooms and our lives.
[01:31:28.913 --> 01:31:32.575]  It's transhumanism in their own admissions.
[01:31:32.575 --> 01:31:37.698]  Because if you'll accept a naked man in the women's showers at the local gym
[01:31:38.807 --> 01:31:41.788]  Propositioning women, saying, I've had sex with a lot of women.
[01:31:41.788 --> 01:31:42.929]  And the police are called.
[01:31:42.929 --> 01:31:44.809]  They said, how dare you?
[01:31:44.809 --> 01:31:48.831]  At that gym in California, at that spa.
[01:31:48.831 --> 01:31:50.371]  The article's on Infowars.com.
[01:31:50.371 --> 01:31:57.374]  Woman who complained to police about man exposing his genitalia to her six-year-old daughter says they blamed her.
[01:31:57.374 --> 01:31:58.254]  That sounds unbelievable.
[01:31:58.254 --> 01:32:00.735]  Remember what Chris Cuomo did four years ago?
[01:32:00.735 --> 01:32:04.557]  A school complained about a transgender coach who hadn't had his
[01:32:06.548 --> 01:32:09.889]  Trouser snake removed, is Johnson.
[01:32:09.889 --> 01:32:11.709]  And boom!
[01:32:11.709 --> 01:32:12.849]  They're in the shower.
[01:32:12.849 --> 01:32:15.330]  The girls get freaked out, 11-year-olds.
[01:32:15.330 --> 01:32:20.291]  And Cuomo said, hey, your daughter shouldn't get upset by seeing a woman's penis.
[01:32:20.291 --> 01:32:23.852]  That's a quote.
[01:32:23.852 --> 01:32:27.872]  You shouldn't get upset about a woman's penis.
[01:32:27.872 --> 01:32:29.633]  Think about that.
[01:32:29.633 --> 01:32:34.074]  And that's the type of upside-down world they teach us.
[01:32:34.074 --> 01:32:35.394]  He said you should teach tolerance.
[01:32:37.489 --> 01:32:39.970]  On girls not wanting to see Melgen Italia in the locker room.
[01:32:39.970 --> 01:32:43.531]  Parents should teach tolerance.
[01:32:43.531 --> 01:32:46.992]  Let's continue.
[01:32:46.992 --> 01:32:55.094]  Georgian protesters storm LGBT offices, tear down pride flags, and replace them with national flag.
[01:32:55.094 --> 01:33:03.116]  I know it's in Georgian dialect, but let's roll up some of the audio if you can.
[01:33:03.116 --> 01:33:05.537]  Because again, they put it up above the Georgian flag.
[01:33:05.537 --> 01:33:06.817]  People get this is a conquering.
[01:33:07.583 --> 01:33:08.784]  I was in New York a few weeks ago.
[01:33:08.784 --> 01:33:15.208]  You saw more LGBT flags and pedo flags than you saw anything else.
[01:33:15.208 --> 01:33:16.108]  People just had enough.
[01:33:16.108 --> 01:33:21.131]  They understand it's an attack.
[01:33:21.131 --> 01:33:26.935]  Not even the Soviets went after the basic biology.
[01:33:26.935 --> 01:33:32.138]  But what's in the National Strategy for Countering Domestic Terrorism put out last month by Biden?
[01:33:32.138 --> 01:33:33.199]  It says questioning
[01:33:33.931 --> 01:33:39.955]  The election, questioning lockdowns, questioning everything is evil and is bad.
[01:33:39.955 --> 01:33:44.898]  Meanwhile, in Austin, provides rapid permitting for developers who sponsor communism.
[01:33:44.898 --> 01:33:47.439]  They actually say that.
[01:33:47.439 --> 01:33:50.341]  So you say, oh, they're going to give extra money reparations to black people.
[01:33:50.341 --> 01:34:02.328]  It's about who controls the money and giving it to certain groups, taking from certain groups, giving to others to politically buy control of people and to get total control.
[01:34:02.328 --> 01:34:03.469]  That's just some of the news.
[01:34:04.426 --> 01:34:10.629]  That we've got here, but in case you're doubting me, here's the actual article by Paul Joseph Watson at InfoWars.com.
[01:34:10.629 --> 01:34:11.949]  It links to local news.
[01:34:11.949 --> 01:34:19.933]  Woman who complained to police about a man, that's what he is, exposing his inattentiveness to her six-year-old daughter, says they blamed her.
[01:34:24.895 --> 01:34:38.941]  Yes, really, the incident occurred at the now notorious We Spa in Los Angeles site of the protest and counter protest on Saturday over another similar incident during which a biological male exposed his genitals to women and little girls
[01:34:39.688 --> 01:34:40.508]  In the female area.
[01:34:40.508 --> 01:34:42.489]  They said, he said, do you like my penis?
[01:34:42.489 --> 01:34:44.250]  I've had sex with lots of women.
[01:34:44.250 --> 01:34:49.653]  According to the women, who wishes to remain anonymous, for obvious reasons, the incident happened in January 2020.
[01:34:49.653 --> 01:34:51.754]  And notice, if you do this at a park, you get arrested.
[01:34:51.754 --> 01:35:02.659]  But because it's in the bathroom, with the left's obsessed with poop and pee, and they put little artificial penises in little girls' baby diapers to teach them to say, I want a penis.
[01:35:02.659 --> 01:35:05.060]  I mean, they're just pedophiles, folks.
[01:35:05.060 --> 01:35:06.300]  It all happened to me.
[01:35:06.300 --> 01:35:07.561]  So, I had a
[01:35:08.627 --> 01:35:15.774]  Relapse of these feelings after having forgotten them, she told the Post Millennial, I knew it was a family spa and I decided to take my daughter.
[01:35:15.774 --> 01:35:16.634]  It's kind of trendy.
[01:35:16.634 --> 01:35:22.600]  Well, of course, it's a 24 hour spa, 90 plus percent Korean, and then a small percentage of people who aren't Korean.
[01:35:22.600 --> 01:35:26.043]  It's kind of cool to participate in other cultural experiences.
[01:35:26.043 --> 01:35:30.127]  The biological male who had a beard sat down at one end
[01:35:30.896 --> 01:35:39.759]  Of the hot tub with the two female companions, immediately making everyone particularly uncomfortable, especially the older Korean women.
[01:35:39.759 --> 01:35:47.763]  They're in a Korean spa with a bunch of old Korean women in the back room, you know, because the hot tub's in the men's area and it's in the women's area, it's separate.
[01:35:47.763 --> 01:35:52.744]  The older Korean ladies were whispering to each other, holding their towels over themselves.
[01:35:52.744 --> 01:35:54.445]  I mean, this is sick.
[01:35:54.445 --> 01:35:56.566]  As all the women started whispering to each other,
[01:35:57.475 --> 01:36:05.642]  said the mother and the biological male could see all the naked women as well as their six-year-old girl so you got a bunch of women naked in a hot tub
[01:36:06.440 --> 01:36:10.583]  Having their own bonding, family groups, and no, here's the man with the beard!
[01:36:10.583 --> 01:36:12.004]  Probably a homeless dude!
[01:36:12.004 --> 01:36:19.629]  Although careful not to overplay the race card, the women noted that the three protagonists were all white, privileged, progressive people, of course.
[01:36:19.629 --> 01:36:29.535]  The mother was promoted and prompted by the six-year-old irate father to make a formal complaint to cops at a police station near the spa in Koreatown.
[01:36:30.948 --> 01:36:35.430]  See, now I know why the left wants to get rid of single-family dwellings, because pretty soon, you'll only be saving your house.
[01:36:35.430 --> 01:36:41.352]  Oops, sorry, Zuckerberg wants these big Cotham buildings, where you've got a, well, he's on a 10,000-acre Hawaiian ranch.
[01:36:41.352 --> 01:36:43.913]  You're going to be in a 200-square-foot deal with these guys.
[01:36:43.913 --> 01:36:49.676]  She was told the spa is private business, and they can do what they want, but one officer
[01:36:51.793 --> 01:36:52.553]  I'm having trouble reading today.
[01:36:52.553 --> 01:36:53.573]  I don't know what my problem is.
[01:36:53.573 --> 01:36:57.814]  She was told that the spa is a private business and that they can do what they want.
[01:36:57.814 --> 01:37:02.676]  But one officer blamed me for having taken her daughter to the spa.
[01:37:02.676 --> 01:37:07.377]  The woman said, oh, you didn't know that spas are sexual bathhouses now?
[01:37:07.377 --> 01:37:14.439]  She also revealed that WeSpa justified the behavior by saying the individual was pre-op trans person.
[01:37:14.439 --> 01:37:15.939]  Oh, pre-op.
[01:37:15.939 --> 01:37:16.259]  The mother
[01:37:17.347 --> 01:37:21.088]  So that's Antifa now beating up Asian women because they don't want their six-year-old to see a bearded man's genitals.
[01:37:39.449 --> 01:37:42.110]  And if you call him a man in California, they arrest you.
[01:37:42.110 --> 01:37:45.871]  But you can give somebody HIV or Hepatitis knowingly, and you don't get in trouble for that.
[01:37:45.871 --> 01:37:47.431]  They passed a law two years ago.
[01:37:47.431 --> 01:37:51.173]  Now they're trying to pass a law to have sex with children as young as 12.
[01:37:51.173 --> 01:37:55.134]  They are an army of pedophile devil worshippers.
