[00:00:02.927 --> 00:00:03.608]  Is the U.S.
[01:03:18.318 --> 01:03:18.698]  Her VP
[01:03:20.287 --> 01:03:28.833]  Went to Florida, where they're supposedly so far ahead in all the polls, because they oversample massive numbers more of Democrats.
[01:03:28.833 --> 01:03:30.614]  I know I keep harping on that.
[01:03:30.614 --> 01:03:31.374]  They admit it.
[01:03:31.374 --> 01:03:32.915]  I can't believe the public's this dumb.
[01:03:32.915 --> 01:03:35.657]  Kane plays 230 in Florida.
[01:03:35.657 --> 01:03:42.422]  And you click on the story, and there's literally hardly anyone even in front of a stage.
[01:03:44.161 --> 01:03:46.021]  And they said it was 30 people.
[01:03:46.021 --> 01:03:47.522]  And it was mainly their campaign operatives.
[01:03:47.522 --> 01:03:49.362]  I mean, this is a joke.
[01:03:49.362 --> 01:03:51.683]  There's video of it.
[01:03:51.683 --> 01:03:53.643]  Let's just doppelganger the story up to InfoWars.com.
[01:03:53.643 --> 01:03:54.384]  This is so important.
[01:03:54.384 --> 01:03:55.864]  Just copy the whole thing.
[01:03:55.864 --> 01:03:57.524]  Get out to everybody.
[01:03:57.524 --> 01:04:03.046]  Let's go out to break, though, with this MSNBC Democrats are going to have to answer for Obamacare.
[01:04:03.046 --> 01:04:03.346]  Here it is.
[01:04:04.127 --> 01:04:13.793]  It's a real problem both for the Clinton campaign and potentially for Democrats heading in to what's going to be the first year of a new administration, a new Congress.
[01:04:13.793 --> 01:04:22.939]  This is exactly what Republicans were warning about when they opposed this law and both sides have been so dug in on trying to make changes to this law.
[01:04:22.939 --> 01:04:32.626]  Democrats have refused basically to reopen it because they think that Republicans would take an opportunity to make changes to the law to essentially gut it and completely get rid of it.
[01:04:33.246 --> 01:04:37.048]  They've been at this standstill for years now, really.
[01:04:37.048 --> 01:04:37.448]  That's enough.
[01:04:37.448 --> 01:04:40.169]  And the people that are paying the price... She goes on.
[01:04:40.169 --> 01:04:46.112]  Now suddenly they're so truthful and so good and suddenly her teleprompter's loaded with stuff.
[01:04:46.112 --> 01:04:48.513]  Because the Republicans helped write this bill.
[01:04:48.513 --> 01:04:50.173]  This is part two of screwing you.
[01:04:50.173 --> 01:04:52.754]  They're all together with their knives, sharpened.
[01:04:52.754 --> 01:04:55.996]  And now, oh, they're gonna fix it though.
[01:04:55.996 --> 01:04:57.977]  Oh yeah.
[01:05:01.681 --> 01:05:03.563]  Joe Biggs here with InfoWars.com.
[01:05:03.563 --> 01:05:04.284]  Michael Moore.
[01:05:04.284 --> 01:05:07.468]  Trump's election will be the biggest FU in history.
[01:05:07.468 --> 01:05:09.590]  An article up by Paul Joseph Watson.
[01:05:09.590 --> 01:05:17.679]  During a speech for his new one-man stage performance, Trumpland, Michael Moore remarked that the election of Donald Trump will be the biggest FU in history.
[01:05:17.679 --> 01:05:23.205]  Moore began by saying he knew a lot of people in Michigan who were going to vote for Trump, who were not racist or rednecks.
[01:05:23.485 --> 01:05:23.905]  We're good.
[01:05:43.277 --> 01:05:49.579]  Every beaten down, worthless, forgotten, working stiff who used to be part of what was called the middle class loves Trump.
[01:05:49.579 --> 01:05:53.281]  Arguing that Trump was the human Molotov cocktail that they've been waiting for.
[01:05:53.281 --> 01:05:58.303]  The human hand grenade that they can legally throw into the system that stole the lives from them.
[01:05:58.303 --> 01:06:01.484]  You can find more reports like this at InfoWars.com.
[01:06:01.484 --> 01:06:05.485]  There was a mighty nation, blessed above all of creation.
[01:06:05.485 --> 01:06:10.167]  Charlie Daniels, he's always loved America, he's always defended the Second Amendment.
[01:06:10.347 --> 01:06:12.708]  Let me just read a little thing here from Agenda 21.
[01:06:12.708 --> 01:06:17.289]  The American system of justice must be changed to conform to the rest of the world.
[01:06:17.289 --> 01:06:21.230]  Individual rights will have to take a back seat to the collective.
[01:06:21.230 --> 01:06:23.231]  Well, you know what the next boom's gonna be, don't you?
[01:06:23.231 --> 01:06:24.792]  It's gonna be coming after your gun.
[01:06:24.792 --> 01:06:25.592]  Oh, yeah.
[01:06:25.592 --> 01:06:27.712]  I tell you, it ain't gonna sit well down my way.
[01:06:27.712 --> 01:06:28.673]  At all.
[01:06:28.673 --> 01:06:29.733]  It ain't gonna sit well.
[01:06:29.733 --> 01:06:31.854]  Do you ever wonder what happened to America?
[01:06:31.854 --> 01:06:33.114]  It's time to ride, boys.
[01:06:33.114 --> 01:06:35.115]  We need a thousand Paul Revere's.
[01:06:35.115 --> 01:06:35.935]  When I was a boy,
[01:06:36.375 --> 01:06:41.138]  It was okay to be proud of the flag, heritage, mom, and apple pie.
[01:06:41.138 --> 01:06:43.720]  And beef was for supper.
[01:06:43.720 --> 01:06:46.202]  Revelation, dawn of global government.
[01:06:46.202 --> 01:06:48.163]  Theatrical screenings on demand.
[01:06:48.163 --> 01:06:49.724]  DVDs now available.
[01:06:49.724 --> 01:06:54.087]  Starring Alex Jones, Charlie Daniels, Special Ops General Jerry Boykin.
[01:06:54.087 --> 01:06:57.790]  Wanna shed some tears over the red, white, and blue?
[01:06:57.790 --> 01:07:00.151]  Revelation, the movie.info.
[01:07:00.151 --> 01:07:00.932]  Let's fix it.
[01:07:01.432 --> 01:07:09.676]  Please listen carefully, because I'm about to point out three things that will save you a lot of money while you get high-quality products and fund the InfoWar.
[01:07:09.676 --> 01:07:10.916]  A 360 win.
[01:07:10.916 --> 01:07:17.479]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[01:07:17.479 --> 01:07:25.002]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip, because we hold back a surplus for AutoShip customers.
[01:07:25.402 --> 01:07:30.465]  Number three, we're giving you free shipping on all orders above $50.
[01:07:30.465 --> 01:07:36.568]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:07:36.568 --> 01:07:44.373]  Just go to InfoWarsStore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[01:07:44.373 --> 01:07:51.576]  As you know, I coined the term 360Win, and with the new AutoShip feature in InfoWarsLife.com, this is a sure win.
[01:07:51.576 --> 01:07:52.377]  10% off on AutoShip.
[01:07:52.537 --> 01:07:54.978]  Win-win-win at Infowarslife.com.
[01:07:54.978 --> 01:07:56.960]  Free shipping on orders above $50.
[01:07:56.960 --> 01:08:04.944]  And all out-of-stock items are never out of stock when you sign up for auto-ship.
[01:08:04.944 --> 01:08:06.786]  We are on the march.
[01:08:06.786 --> 01:08:09.948]  The Empire is on the run.
[01:08:09.948 --> 01:08:13.630]  Alex Jones and the GCN Radio Network.
[01:08:40.286 --> 01:08:44.311]  Remove Donald Trump from the equation and just look at
[01:08:46.243 --> 01:09:05.198]  Dozens of foreign governments, including the Communist Chinese, talk about abuse of women, forced abortions, killing newborn babies, treating women as third-class citizens, killing Buddhist monks, killing people that are caught practicing Buddhist exercises, selling their organs, but not a word from the liberal trendies.
[01:09:05.198 --> 01:09:13.204]  I mean, to the liberals' credit, back in the 80s and 90s, there was criticism of Tiananmen Square and the one-child policy, but not now.
[01:09:14.042 --> 01:09:18.225]  His authoritarianism is so in vogue.
[01:09:18.225 --> 01:09:22.187]  And you've got all these foreign leaders and the corrupt Pope.
[01:09:22.187 --> 01:09:29.532]  And you've got the Saudi Arabian Mafia and just all these groups telling us we can't have Donald Trump.
[01:09:29.532 --> 01:09:33.995]  And we've got the IMF and World Bank and the UN coming in with the EU security force.
[01:09:33.995 --> 01:09:39.239]  That's in Reuters again today to oversee our election because it's imminent the Russians are going to steal it.
[01:09:39.239 --> 01:09:43.782]  But there's no election fraud and it doesn't exist and Trump's insane.
[01:09:46.286 --> 01:09:53.209]  The OECD security unit from the EU is here because they're worried about Trump supporters trying to intimidate voters.
[01:09:53.209 --> 01:10:07.315]  I've got Reuters, AP, you name it, here today saying today, 13 days out, that Trump's planning to steal the election, but he's insane when he first raised the issue of election integrity.
[01:10:07.315 --> 01:10:10.496]  Again, we've reached this otherworldly place.
[01:10:11.991 --> 01:10:14.312]  Where we're now into Data Dump 17 from Wikileaks.
[01:10:14.312 --> 01:10:27.037]  Joe Biggs was just showing me more emails on top of the last four or five data dumps, where POTUS, President of the United States, is using a pen name, a nom de plume, as French, coup d'etat, which is French for coup d'etat.
[01:10:27.037 --> 01:10:28.778]  It's a joke from the movie Hop, pretty funny kids movie.
[01:10:30.575 --> 01:10:42.064]  And you've got all these establishment people just running around foaming at the mouth and begging to show me new emails where they actually say, Oh my God, they know that POTUS is communicating with her via the server.
[01:10:42.064 --> 01:10:43.305]  We've got to cover this up.
[01:10:43.305 --> 01:10:47.188]  It actually says, we've got to cover this up and clean this up.
[01:10:47.188 --> 01:10:47.909]  That is 100%.
[01:10:51.806 --> 01:11:10.554]  Pure felonies, up one side and down the other, knowingly committing crimes, using a Nome Diplom to circumvent the Freedom of Information Act, and to get around Congress, and to get around the people, and to get around all of this, and then they're caught.
[01:11:10.554 --> 01:11:13.595]  The smoking gun, Cheryl Mills tells Podesta we need to clean this up.
[01:11:13.595 --> 01:11:15.436]  Obama has emails from her.
[01:11:18.376 --> 01:11:18.976]  That's today.
[01:11:18.976 --> 01:11:20.858]  That just broke Zero Hedge.
[01:11:20.858 --> 01:11:21.979]  I didn't even know it was up yet.
[01:11:21.979 --> 01:11:23.320]  It just came out this morning.
[01:11:23.320 --> 01:11:24.541]  Biggs has got the emails as well.
[01:11:24.541 --> 01:11:33.588]  He's going to come in here and cover it briefly at the bottom of the hour with Gerald Cilente, who's about to join us from his studios in Kingston, New York.
[01:11:33.588 --> 01:11:36.750]  But for me, it's just so crazy.
[01:11:36.750 --> 01:11:38.631]  There's new emails out.
[01:11:38.631 --> 01:11:40.973]  This is an article that just went up on InfoWars.com.
[01:11:40.973 --> 01:11:44.416]  Clinton campaign admits making false claims against Trump.
[01:11:47.406 --> 01:11:49.889]  And then they're in the emails admitting it's basically all fake.
[01:11:49.889 --> 01:11:53.052]  Just like they admit in the Podesta email that came out yesterday.
[01:11:53.052 --> 01:11:54.753]  We've got to get ahead of this.
[01:11:54.753 --> 01:11:57.856]  We've got to get with all the major pollsters and tell them to over-sample.
[01:11:57.856 --> 01:12:02.681]  So it looks like Hillary's the winner early on.
[01:12:02.681 --> 01:12:04.523]  They over-sampled the ABC poll yesterday.
[01:12:04.523 --> 01:12:07.626]  In Florida, she wins by 12 points.
[01:12:07.626 --> 01:12:09.808]  They over-sampled 12 points.
[01:12:09.808 --> 01:12:10.389]  But that's nothing.
[01:12:11.089 --> 01:12:13.211]  They oversampled 45, 50 points and some.
[01:12:13.211 --> 01:12:20.299]  This is so... I don't know what to call this because I mean I know he's been a best-selling author, was a lobbyist before that, worked in and out of government.
[01:12:20.299 --> 01:12:21.100]  Really smart guy.
[01:12:21.100 --> 01:12:22.902]  Gerald Cilente, TrendsResearch.com.
[01:12:24.707 --> 01:12:28.429]  He wants to get into their hypocrisy today, which is something I should have done.
[01:12:28.429 --> 01:12:31.450]  I'm glad he wanted to do this, because we never prescript what he's going to cover.
[01:12:31.450 --> 01:12:32.931]  I always know he has something amazing.
[01:12:32.931 --> 01:12:34.691]  It's kind of like great restaurants you go to.
[01:12:34.691 --> 01:12:35.432]  There's not even a menu.
[01:12:35.432 --> 01:12:37.132]  They just say, hey, you're going to like it.
[01:12:37.132 --> 01:12:41.174]  And he's got this whole deal of clips we're going to play where these rappers are saying, I'm drugging women.
[01:12:41.174 --> 01:12:42.095]  I'm raping them.
[01:12:42.095 --> 01:12:42.955]  It's great.
[01:12:42.955 --> 01:12:46.136]  And then meanwhile, they're hanging out with Michelle and Obama.
[01:12:46.136 --> 01:12:46.837]  And then meanwhile,
[01:12:47.819 --> 01:12:50.480]  She comes out and gives this big speech that Glenn Beck and everybody else lauded.
