[00:00.000 --> 00:11.800]  Waging war on corruption.
[01:50:14.700 --> 01:50:17.040]  So from the beginning, this seemed real fishy.
[01:50:17.040 --> 01:50:21.500]  So we had a meeting about one or two o'clock just discussing if we was to get arrested,
[01:50:21.500 --> 01:50:27.180]  what would be our game plan and how do we go about, I guess, regrouping and making sure
[01:50:27.180 --> 01:50:28.940]  that everybody's okay.
[01:50:28.940 --> 01:50:34.980]  So as the event started, as we normally do, we light up about 420.
[01:50:34.980 --> 01:50:37.780]  Adam did not smoke anything.
[01:50:37.780 --> 01:50:43.340]  All of a sudden, they came and grabbed Adam and our brother, NAPO, from the panic hour
[01:50:43.340 --> 01:50:44.420]  for no reason.
[01:50:44.420 --> 01:50:48.860]  They arrested other people for smoking, but Adam did not smoke anything.
[01:50:48.860 --> 01:50:53.100]  For anybody that's been following or watching Adam, they know the reason why they picked
[01:50:53.100 --> 01:50:54.100]  him up.
[01:50:54.100 --> 01:50:57.620]  They have not provided any information on why they detained him.
[01:50:57.620 --> 01:51:01.580]  He was picked up by park rangers, brought to a police station.
[01:51:01.580 --> 01:51:04.500]  When we went to a police station, they say they have no information to provide to us.
[01:51:04.500 --> 01:51:05.660]  That's just a holding cell.
[01:51:05.660 --> 01:51:08.020]  We went to the Fed building.
[01:51:08.020 --> 01:51:10.820]  Our assumption is that the federal agents have him.
[01:51:10.820 --> 01:51:13.100]  We have no information on his whereabouts.
[01:51:13.100 --> 01:51:14.540]  He has not contacted us.
[01:51:14.540 --> 01:51:19.820]  My God, I would have gone to you earlier in the first of the show if I'd have known this.
[01:51:19.820 --> 01:51:21.580]  My goodness, he's disappeared.
[01:51:21.580 --> 01:51:23.820]  This is breaking news.
[01:51:23.820 --> 01:51:29.600]  Alex, we have not made contact with Adam, but we do know where he's at.
[01:51:29.600 --> 01:51:30.600]  It's public information.
[01:51:30.600 --> 01:51:33.940]  It's on the Internet.
[01:51:33.940 --> 01:51:39.420]  But we have not been able to make contact, supposedly in a PO, who was also arrested,
[01:51:39.420 --> 01:51:41.540]  has been able to make contact through a lawyer.
[01:51:41.540 --> 01:51:45.940]  Sure, well, they weren't using the opium the government ships in on C-130s publicly or
[01:51:45.940 --> 01:51:50.900]  the cocaine they ship in on the major bank aircraft Bloomberg reports on.
[01:51:50.900 --> 01:51:55.580]  So that's your reason they hate pot is it doesn't kill you like the other drugs and
[01:51:55.580 --> 01:51:56.900]  they don't control it.
[01:51:56.900 --> 01:52:01.180]  But tell us where he is for people that may want to get in contact.
[01:52:01.180 --> 01:52:06.780]  I don't have the exact address, but there is a federal jail located about a block or
[01:52:06.780 --> 01:52:10.060]  two away from the Liberty Bell Independence Hall.
[01:52:10.060 --> 01:52:13.900]  700 and Arch Street will be the address to the jail that he's referring to.
[01:52:13.900 --> 01:52:16.180]  Yeah, but see, I saw that in your Facebook yesterday.
[01:52:16.180 --> 01:52:17.500]  We had an article on Infowars.com.
[01:52:17.500 --> 01:52:22.980]  This is a big deal that it's a local state marijuana law and he's in a federal jail.
[01:52:22.980 --> 01:52:24.340]  This is huge, man.
[01:52:24.340 --> 01:52:27.100]  And that's why we I mean, this is a big deal.
[01:52:27.100 --> 01:52:29.400]  Just the fact that the feds come in and grab him.
[01:52:29.400 --> 01:52:32.780]  So it was the Rangers that singled him out.
[01:52:32.780 --> 01:52:33.780]  And now what is this?
[01:52:33.780 --> 01:52:38.060]  I hear they're claiming he resisted because the video he didn't resist our government
[01:52:38.060 --> 01:52:45.180]  gods from the video shows that he peacefully raised his arms very civilly.
[01:52:45.180 --> 01:52:48.460]  Well, that's going to show that he doesn't have a weapon, so they can't pop him.
[01:52:48.460 --> 01:52:49.460]  Yeah.
[01:52:49.460 --> 01:52:52.100]  Well, and also to show that he's nonviolent, you know, he's compliant.
[01:52:52.100 --> 01:52:54.500]  Our whole our whole movement is about nonviolence.
[01:52:54.500 --> 01:52:55.500]  That's what the Liberty movement.
[01:52:55.500 --> 01:52:56.500]  That's why you're so evil.
[01:52:56.500 --> 01:52:57.500]  Yeah.
[01:52:57.500 --> 01:52:58.500]  Right.
[01:52:58.500 --> 01:52:59.500]  That's why it's about nonviolence.
[01:52:59.500 --> 01:53:02.980]  And when the government tries to regulate what you can and cannot put into your own
[01:53:02.980 --> 01:53:05.640]  body, it's inherently violent.
[01:53:05.640 --> 01:53:06.640]  So law.
[01:53:06.640 --> 01:53:07.980]  Yeah, but I've seen the video.
[01:53:07.980 --> 01:53:12.580]  He puts his hands up, then they tackle him acting like he's done something.
[01:53:12.580 --> 01:53:16.860]  I mean, I've seen him with people on the ground doing nothing, stomp their brain in and then
[01:53:16.860 --> 01:53:17.860]  charge him with assault.
[01:53:17.860 --> 01:53:20.620]  I mean, it's such a screwed up government, man.
[01:53:20.620 --> 01:53:22.060]  It's like North Korea.
[01:53:22.060 --> 01:53:25.580]  And now he's disappeared into a federal labyrinth in Philadelphia.
[01:53:25.580 --> 01:53:27.680]  Yes, sir.
[01:53:27.680 --> 01:53:31.700]  We also something I just want to clarify, a lot of people on the Internet are talking
[01:53:31.700 --> 01:53:36.780]  about the libertarian state Senate candidate, Don Desarne.
[01:53:36.780 --> 01:53:40.660]  People are claiming that he planted something on Adam or anything like that.
[01:53:40.660 --> 01:53:42.860]  I just want to clear his name.
[01:53:42.860 --> 01:53:44.140]  I spoke to him earlier.
[01:53:44.140 --> 01:53:51.520]  I've watched the tape and I can confirm that he didn't plan anything on Adam.
[01:53:51.520 --> 01:53:53.820]  And Adam actually doesn't have any drug charges.
[01:53:53.820 --> 01:53:59.620]  And when I spoke to the people I spoke to, I was told it was just resisting arrest and
[01:53:59.620 --> 01:54:00.620]  failure to process.
[01:54:00.620 --> 01:54:01.620]  Yeah, sure.
[01:54:01.620 --> 01:54:07.180]  The video you're talking about is it looks like one of the federal police is trying to
[01:54:07.180 --> 01:54:09.860]  put something in his pants or grab his belt, either or.
[01:54:09.860 --> 01:54:12.140]  So you're saying that guy's a libertarian candidate?
[01:54:12.140 --> 01:54:16.680]  No, you can see on, I don't know if we're watching the same angle, but you can see in
[01:54:16.680 --> 01:54:23.060]  one of the angles that it was Don Desarne, who was actually speaker at the event.
[01:54:23.060 --> 01:54:24.060]  And he was being tackled.
[01:54:24.060 --> 01:54:27.940]  It looked like he was maybe going to grab Adam to keep his balance or something like
[01:54:27.940 --> 01:54:28.940]  that.
[01:54:28.940 --> 01:54:29.940]  Oh, I get it.
[01:54:29.940 --> 01:54:31.580]  And then people thought it was a cop's hand.
[01:54:31.580 --> 01:54:32.580]  Okay.
[01:54:32.580 --> 01:54:33.580]  All right.
[01:54:33.580 --> 01:54:34.580]  Yeah.
[01:54:34.580 --> 01:54:35.580]  Yeah.
[01:54:35.580 --> 01:54:38.260]  I didn't think it looked like something was being planted by the cop either when we debated
[01:54:38.260 --> 01:54:40.700]  it because it just looked like he's trying to grab his belt.
[01:54:40.700 --> 01:54:41.700]  Go ahead.
[01:54:41.700 --> 01:54:43.100]  I just wanted to clear his name.
[01:54:43.100 --> 01:54:44.100]  We've cleared it now.
[01:54:44.100 --> 01:54:45.100]  That's fine.
[01:54:45.100 --> 01:54:46.100]  I didn't know the guy's name.
[01:54:46.100 --> 01:54:48.940]  So he's in this federal jail.
[01:54:48.940 --> 01:54:50.020]  Correct.
[01:54:50.020 --> 01:54:54.900]  And me and Daryl and members of the Adam versus the Man team will be going to Philadelphia
[01:54:54.900 --> 01:54:55.900]  tomorrow.
[01:54:55.900 --> 01:54:58.100]  We just got back today.
[01:54:58.100 --> 01:55:04.660]  We're here in Virginia and we will be organizing individuals who wish to demand Adam's release.
[01:55:04.660 --> 01:55:10.500]  We will be there for when they set the bail and we will get Adam out of custody as soon
[01:55:10.500 --> 01:55:11.780]  as possible.
[01:55:11.780 --> 01:55:19.840]  And when we do, be sure to give Alex Jones and info Wars first dibs and show you support
[01:55:19.840 --> 01:55:23.620]  because whether or not you support Adam Kocas, this could be a friend of yours.
[01:55:23.620 --> 01:55:26.940]  This could be you that they illegally detained.
[01:55:26.940 --> 01:55:28.620]  We need to stand up now before it's too late.
[01:55:28.620 --> 01:55:29.620]  People.
[01:55:29.620 --> 01:55:30.620]  We need to stand up.
[01:55:30.620 --> 01:55:32.580]  He's saying he's going to March on DC.
[01:55:32.580 --> 01:55:35.820]  He's had a quote federal park in Philadelphia.
[01:55:35.820 --> 01:55:39.580]  And then now normally the feds would hand him over to local police if they claim something,
[01:55:39.580 --> 01:55:42.580]  they disappear him into a federal building when he's done nothing.
[01:55:42.580 --> 01:55:43.620]  This is a federal kidnapping.
[01:55:43.620 --> 01:55:44.620]  Yes, sir.
[01:55:44.620 --> 01:55:45.620]  It is indeed.
[01:55:45.620 --> 01:55:46.620]  It is.
[01:55:46.620 --> 01:55:47.620]  Yes, sir.
[01:55:47.620 --> 01:55:49.900]  I just want to thank you for shedding light on this important.
[01:55:49.900 --> 01:55:50.900]  No, no, no, no.
[01:55:50.900 --> 01:55:51.900]  Please don't thank me.
[01:55:51.900 --> 01:55:52.900]  Listen, we're all hanging together.
[01:55:52.900 --> 01:55:53.900]  Hang separate.
[01:55:53.900 --> 01:55:54.900]  Let's get back to this.
[01:55:54.900 --> 01:55:55.900]  You were there.
[01:55:55.900 --> 01:55:56.900]  We've seen the video.
[01:55:56.900 --> 01:55:57.900]  He's standing there in a suit.
[01:55:57.900 --> 01:55:58.900]  They come over and grab him.
[01:55:58.900 --> 01:55:59.900]  He puts his hands up.
[01:55:59.900 --> 01:56:02.180]  They throw him on the ground and then he goes to jail.
[01:56:02.180 --> 01:56:04.860]  I mean, that's, that's like Russia or something.
[01:56:04.860 --> 01:56:05.860]  Yeah.
[01:56:05.860 --> 01:56:07.100]  Also, it's, it's kind of funny.
[01:56:07.100 --> 01:56:11.180]  I saw people who got arrested and then were released with citations.
[01:56:11.180 --> 01:56:15.860]  I saw people who were detained and then released without a citation.
[01:56:15.860 --> 01:56:24.260]  But I guess if you're a man demanding or calling for an armed revolt on DC, you get a little
[01:56:24.260 --> 01:56:26.340]  bit of a special treatment.
[01:56:26.340 --> 01:56:27.340]  Unbelievable.
[01:56:27.340 --> 01:56:28.340]  Unbelievable.
[01:56:28.340 --> 01:56:34.780]  I mean, I got to say that this is really creepy because how did it start?
[01:56:34.780 --> 01:56:36.180]  He's just standing there.
[01:56:36.180 --> 01:56:37.180]  That's what we see.
[01:56:37.180 --> 01:56:38.180]  And they grab him.
[01:56:38.180 --> 01:56:42.460]  I mean, Adam, Adam was the keynote speaker and he was delivering the final address and
[01:56:42.460 --> 01:56:45.580]  we were, we gave the call for everyone to light up.
[01:56:45.580 --> 01:56:47.900]  One person had already been arrested.
[01:56:47.900 --> 01:56:54.060]  And all of a sudden these goons in funny costumes with shiny badges came in, kidnapped our boss
[01:56:54.060 --> 01:56:55.060]  and friend.
[01:56:55.060 --> 01:56:56.500]  Well, they take people's kids with badges.
[01:56:56.500 --> 01:56:57.500]  Maybe it's okay.
[01:56:57.500 --> 01:56:59.940]  Maybe, maybe anything government does is okay.
[01:56:59.940 --> 01:57:02.580]  That's actually what the officer at the police station told us.
[01:57:02.580 --> 01:57:03.580]  He's an adult.
[01:57:03.580 --> 01:57:07.580]  Don't worry about where he's at is what she told us, angrily yelling at us.
[01:57:07.580 --> 01:57:10.820]  And we're just politely trying to get information on our close friend.
[01:57:10.820 --> 01:57:12.220]  She said, he's an adult.
[01:57:12.220 --> 01:57:13.220]  Are you a lawyer?
[01:57:13.220 --> 01:57:14.220]  Don't worry about it.
[01:57:14.220 --> 01:57:15.220]  Don't worry.
[01:57:15.220 --> 01:57:18.380]  We need to have you on for a full hour tomorrow and take calls here.
[01:57:18.380 --> 01:57:22.460]  Cause I put you at the end of the show and I didn't even realize that it was even worse
[01:57:22.460 --> 01:57:23.460]  than I thought.
[01:57:23.460 --> 01:57:25.060]  And see, this is kind of normal in America.
[01:57:25.060 --> 01:57:26.060]  Yeah.
[01:57:26.060 --> 01:57:28.060]  You go to a rally to speak and you're not even smoking pot.
[01:57:28.060 --> 01:57:31.220]  You just disappear and you disappear into a federal building.
[01:57:31.220 --> 01:57:32.220]  That's just how it is.
[01:57:32.220 --> 01:57:33.540]  You know, Hey, where'd Bob go?
[01:57:33.540 --> 01:57:35.620]  Oh, he disappeared one time.
[01:57:35.620 --> 01:57:36.620]  Don't worry about it.
[01:57:36.620 --> 01:57:37.620]  NDAA.
[01:57:37.620 --> 01:57:41.100]  I want to get you guys shut up to take phone calls tomorrow and hopefully Adam will be
[01:57:41.100 --> 01:57:42.100]  back.
[01:57:42.100 --> 01:57:43.100]  But maybe he's at Guantanamo Bay.
[01:57:43.100 --> 01:57:45.100]  I mean, you know, unbelievable.
[01:57:45.100 --> 01:57:46.660]  In full wars.com folks.
[01:57:46.660 --> 01:57:48.820]  The resistance starts there.
[01:57:48.820 --> 01:58:18.100]  Never give up.
