[00:00:03.863 --> 00:00:06.544]  First, congratulations.
[01:23:24.187 --> 01:23:30.530]  I don't know if he's going to be putting out an album, but you sang a hilarious song just a couple months ago now.
[01:23:30.530 --> 01:23:38.233]  All right, you know, we Fentanyl should make a return.
[01:23:38.233 --> 01:23:41.474]  In fact, 2021, you've got a promise.
[01:23:41.474 --> 01:23:44.535]  Fentanyl will return to the airwaves.
[01:23:44.535 --> 01:23:44.935]  All right.
[01:23:44.935 --> 01:23:45.716]  Thank you.
[01:23:45.716 --> 01:23:46.816]  More calls straight ahead.
[01:23:46.816 --> 01:23:48.257]  Stay with us.
[01:23:48.993 --> 01:24:02.992]  The pope came out yesterday and announced a global government corporate alliance to redistribute wealth and create a planetary universal income, which of course the United Nations and global corporations will control through the apps on your phone and finally a chip under your skin.
[01:24:02.992 --> 01:24:03.933]  It's all now complete.
[01:24:04.053 --> 01:24:04.973]  Completely official.
[01:24:04.973 --> 01:24:09.015]  Part of the UN Great Reset of the Davos Group.
[01:24:09.015 --> 01:24:15.357]  And Klaus Schwab, all officially written about in hundreds of books by Schwab and Rockefeller Foundation, all the rest of them.
[01:24:15.357 --> 01:24:17.677]  Agenda 21, Agenda 2030, it's here.
[01:24:17.677 --> 01:24:23.039]  And only gets worse, like being fed into a wood chipper or a meat grinder, until you reject it all.
[01:24:24.873 --> 01:24:31.199]  And the rejection starts with realizing it's a spiritual battle, good versus evil, and stopping abortion.
[01:24:31.199 --> 01:24:33.380]  We must start valuing human life again.
[01:24:33.380 --> 01:24:40.286]  We must start saying that we are not expendable, that we are not disposable, that we are essential.
[01:24:40.286 --> 01:24:43.029]  Until we do that, we are all slaves.
[01:24:43.029 --> 01:24:46.452]  We must stand up and declare our basic God-given human rights now.
[01:24:49.119 --> 01:24:53.362]  Inflation is here, and many experts believe hyperinflation could be coming.
[01:24:53.362 --> 01:24:56.964]  Especially if the globalists are successful in killing the dollar.
[01:24:56.964 --> 01:25:02.207]  Tens of millions of Americans that were not awake are now beginning to store food.
[01:25:02.207 --> 01:25:09.032]  That's a good thing, but it's going to drive up prices, and we're already beginning to see record sales once again.
[01:25:09.032 --> 01:25:12.494]  We the people understand it's up to us to protect ourselves.
[01:25:12.494 --> 01:25:14.775]  It's up to us to become self-sufficient.
[01:25:14.775 --> 01:25:17.217]  The globalists are waging siege against us.
[01:25:17.657 --> 01:25:22.742]  Trying to destroy our businesses, trying to bankrupt our families, our towns, our churches.
[01:25:22.742 --> 01:25:27.246]  That's why, while we still can, we've got to get prepared and get ready.
[01:25:27.246 --> 01:25:38.517]  Take advantage of a huge final mega sale before prices go up at preparewithalex.com and save up to $850 off the highest quality storable foods out there.
[01:25:38.957 --> 01:25:48.823]  You've got until Friday, January 8th to get your orders in at preparewithalex.com and lock in the lowest prices out there on high quality storable food.
[01:25:48.823 --> 01:25:53.345]  Introducing InfoWars Life Pure Turmeric Extract.
[01:25:53.345 --> 01:25:55.907]  This is taken under the tongue.
[01:25:55.907 --> 01:25:57.028]  It is pure turmeric.
[01:25:58.081 --> 01:26:07.285]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[01:26:07.285 --> 01:26:13.128]  This is absorbed under the tongue, into the bloodstream, and then the remaining also is then absorbed by the stomach.
[01:26:13.128 --> 01:26:15.289]  So it's more of an intense delivery system.
[01:26:15.749 --> 01:26:18.972]  The two formulas are different, but both are concentrates.
[01:26:18.972 --> 01:26:20.813]  And our first product got rave reviews.
[01:26:20.813 --> 01:26:22.935]  We've now been testing this out for several months.
[01:26:22.935 --> 01:26:25.116]  Some of our staff like it more than bodies.
[01:26:25.116 --> 01:26:26.477]  Some like bodies better.
[01:26:26.477 --> 01:26:30.620]  For me, they're both amazing for their anti-inflammatory action and so much more.
[01:26:30.620 --> 01:26:31.801]  And they fund the InfoWar.
[01:26:31.801 --> 01:26:36.445]  So get our new liquid turmeric extract exclusively at InfoWarStore.com today.
[01:26:36.445 --> 01:26:37.165]  Get an additional 25% off.
[01:26:37.165 --> 01:26:37.666]  This is a 360 win.
[01:26:40.928 --> 01:26:45.989]  Turmeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[01:26:45.989 --> 01:26:52.091]  Get yours today at InfoWarsLife.com.
[01:26:52.091 --> 01:27:00.713]  You're listening to the Alex Jones Show.
[01:27:00.713 --> 01:27:04.834]  I would stand in line for this.
[01:27:04.834 --> 01:27:07.375]  There's always room in life for this.
[01:27:34.672 --> 01:27:36.741]  Can you believe we're about to be in the year 2021?
[01:27:40.154 --> 01:27:45.576]  We are not in Kansas anymore, as they say, 877-789-2539.
[01:27:45.576 --> 01:27:49.237]  I want to get to every caller on the board by the time this next hour ends.
[01:27:49.237 --> 01:27:50.817]  We'll continue with calls on or the next.
[01:27:50.817 --> 01:27:53.758]  I want to end the year taking your calls.
[01:27:53.758 --> 01:28:03.101]  I'm going to be up here tonight doing several interviews, and I think I might twist some arms and maybe do a special live show as the new year comes in on the East Coast.
[01:28:03.101 --> 01:28:07.543]  We'll see if I can get the volunteers with our great skeleton crew here tonight.
[01:28:08.510 --> 01:28:14.118]  But we are live at 12 noon and 34 minutes Central Standard Time right now.
[01:28:14.118 --> 01:28:21.468]  I want to go to Steve, Rick, Brandon, Damon, Anthony, John, Charles, Ron, and Lena before this hour ends.
[01:28:21.468 --> 01:28:21.969]  But first...
[01:28:24.332 --> 01:28:29.714]  My Patriot Supply has been around 14 years, and they've become the largest storable food company in the U.S.
[01:28:29.714 --> 01:28:38.178]  for the last three because of their quality, because of their service, because of their good packaging, and because of their low prices.
[01:28:38.178 --> 01:28:39.819]  Everybody else has gone up in prices.
[01:28:39.819 --> 01:28:41.520]  Most people fly by night, unfortunately.
[01:28:41.520 --> 01:28:44.641]  They don't have big amounts of food on hand, or it's not fresh.
[01:28:44.641 --> 01:28:50.123]  There are some other good outlets out there, but they charge you about twice what My Patriot does.
[01:28:50.123 --> 01:28:51.384]  My Patriot has to go up.
[01:28:52.834 --> 01:28:57.855]  On their prices, January 1st, for all their vendors and for everybody else.
[01:28:57.855 --> 01:29:03.737]  And when you buy it at infowarestore.com, you'll still get whatever the best price is, but it's gonna have to go up.
[01:29:03.737 --> 01:29:05.958]  I twisted their arm.
[01:29:05.958 --> 01:29:07.438]  They'd done a sale two weeks ago.
[01:29:07.438 --> 01:29:08.338]  I never promoted it.
[01:29:08.338 --> 01:29:09.279]  I never pushed it.
[01:29:09.279 --> 01:29:11.359]  It didn't do well.
[01:29:11.359 --> 01:29:17.561]  Because I didn't really talk about preparewithalex.com, where they had the last time you could get 2020 prices plus a discount.
[01:29:18.815 --> 01:29:25.140]  And they called me a few days ago and said, hey, we're seeing record sales right now as people figure out that things are serious.
[01:29:25.140 --> 01:29:27.381]  The Great Reset is here.
[01:29:27.381 --> 01:29:28.943]  The Globalist want to make people dependent.
[01:29:28.943 --> 01:29:30.824]  Folks want insurance they can eat for 25 years.
[01:29:30.824 --> 01:29:32.205]  We're seeing really high sales.
[01:29:32.205 --> 01:29:35.147]  Have you noticed you're seeing high sales on your own website?
[01:29:35.147 --> 01:29:39.551]  Not at the sales site, preparewithalex.com, where you get that additional savings.
[01:29:39.551 --> 01:29:43.353]  We were having already big sales at the regular price at infomercial.com.
[01:29:43.353 --> 01:29:44.594]  I said, yeah, I noticed that.
[01:29:44.594 --> 01:29:47.517]  They said, well, we have the food on hand.
[01:29:48.499 --> 01:29:52.040]  And we're ready to ship it out within a day or so, depending on what the order is.
[01:29:52.040 --> 01:29:53.121]  Some stuff's specialty foods.
[01:29:53.121 --> 01:29:55.001]  They've got a package right there at the time.
[01:29:55.001 --> 01:29:57.942]  But most of it's pre-packed, ready to go.
[01:29:57.942 --> 01:30:01.344]  And they said, you know, do you want us to extend that sale a few days?
[01:30:01.344 --> 01:30:06.605]  And I said, yeah, do it until the 8th of January, and then that's it.
[01:30:06.605 --> 01:30:08.626]  So they hadn't done a sale in years until earlier this year.
[01:30:08.626 --> 01:30:10.367]  They've done three of them.
[01:30:10.367 --> 01:30:11.687]  This is their last sale.
[01:30:11.687 --> 01:30:13.388]  It's the last time to get the lower prices.
[01:30:14.779 --> 01:30:21.120]  2020 prices and the sale, save up to $850, depending on what food package you get.
[01:30:21.120 --> 01:30:40.724]  You've got eight days, 14 hours, 22 minutes, 33 seconds to get your order in on one week, one month, three months, six months, one year, specialty foods, water filters, air filters, there's all big savings at preparewithalex.com.
[01:30:40.724 --> 01:30:41.604]  Preparewithalex.com.
[01:30:45.216 --> 01:30:47.838]  And then finally, we have a bunch of products back in.
[01:30:47.838 --> 01:30:50.540]  We've got pollen blocks sold out for eight months because of the lockdown.
[01:30:50.540 --> 01:30:52.021]  The economy couldn't get it.
[01:30:52.021 --> 01:30:53.362]  It's back in stock.
[01:30:53.362 --> 01:30:54.563]  France has been totally shut down.
[01:30:54.563 --> 01:30:59.106]  That's where the special quail eggs that make it come from that target the natural antihistamine in it.
[01:31:00.879 --> 01:31:04.361]  We've got X2, the good halogen, sold out for months back in stock.
[01:31:04.361 --> 01:31:07.522]  We've got Super Mel Vitality, sold out for months back in stock.
[01:31:07.522 --> 01:31:13.265]  And of course, we've got Living Defense, the great next-level probiotic to flush out your guts and make them healthy, that people love.
[01:31:13.265 --> 01:31:17.446]  Five-star reviews, that's back in stock at infowarstore.com.
[01:31:17.446 --> 01:31:21.448]  And Winter Sun is yet again, vitamin D3, selling out very, very quickly.
[01:31:21.448 --> 01:31:23.649]  All right, I'm done plugging!
[01:31:23.649 --> 01:31:27.951]  Probably for the day, but right now, let's just rampage through your calls.
[01:31:27.951 --> 01:31:29.532]  Rick in Massachusetts, you're on the air.
[01:31:31.860 --> 01:31:43.086]  Hey Alex, I just wanted to let you know I really believe this is part of a much bigger agenda as far as militarily.
[01:31:43.086 --> 01:32:00.315]  I believe that basically if Biden is installed and they were able to push off the rollout of the vaccine, I believe that they would have waited
[01:32:01.736 --> 01:32:10.640]  If they could, which is why they were trying to push that and say, oh, it's not going to be out in time, to try to give it to our military first.
[01:32:10.640 --> 01:32:17.023]  I believe that they're giving it to the old people so they can hold it from showing.
[01:32:17.023 --> 01:32:20.244]  Because if Trump sees it's afflicting our military, I believe he'd stop it.
[01:32:20.244 --> 01:32:22.305]  That's a great point.
[01:32:22.305 --> 01:32:24.666]  They've always given experimental vaccines to the military first.
[01:32:27.594 --> 01:32:28.094]  I have one.
[01:32:28.094 --> 01:32:29.435]  I have a friend that died.
[01:32:29.435 --> 01:32:30.937]  She came back from Iraq.
[01:32:56.451 --> 01:32:56.531]  Yeah.
[01:33:12.298 --> 01:33:15.820]  I agree, that's what this is.
[01:33:15.820 --> 01:33:20.583]  This is a soft kill, debilitating weapon against our military and our economy.
[01:33:20.583 --> 01:33:22.444]  China, sir, is bragging about this.
[01:33:22.444 --> 01:33:26.366]  They say, quote, America is over, America is dead.
[01:33:26.366 --> 01:33:31.328]  Have you seen their top people on national TV saying that America's over, we'll never reopen?
[01:33:31.328 --> 01:33:35.090]  We control the top of their government, they'll never let them reopen, America's over?
[01:33:35.090 --> 01:33:36.831]  And the money's just flooding into China.
[01:33:36.831 --> 01:33:38.672]  The world is rejoicing.
[01:33:38.672 --> 01:33:39.993]  Authoritarians are, that we're over.
[01:33:40.253 --> 01:33:41.874]  They are crying in Brazil.
[01:33:41.874 --> 01:33:43.295]  They are crying in Italy.
[01:33:43.295 --> 01:33:44.616]  They hate what's happening.
[01:33:44.616 --> 01:33:45.497]  Russia's on our side.
[01:33:45.497 --> 01:33:46.838]  They hate seeing this happen.
[01:33:46.838 --> 01:33:48.599]  The Chi-Coms are taking over.
[01:33:48.599 --> 01:33:49.260]  You're absolutely right.
[01:33:49.260 --> 01:33:51.201]  Isn't it disgusting?
[01:33:51.201 --> 01:33:51.762]  Oh, it is.
[01:33:51.762 --> 01:33:52.462]  Absolutely.
[01:33:52.462 --> 01:33:52.522]  100%.
