[00:30.000 --> 00:32.000]  3, 2, 1, go!
[1:34:00.000 --> 1:34:02.000]  Ladies and gentlemen, thank you for joining us.
[1:34:02.000 --> 1:34:08.000]  And when you write your calls after this very short little compilation of Klaus Schwab explaining the next phase of their takeover
[1:34:08.000 --> 1:34:13.000]  is the cyber attack so that his disciples know he's in command with the globalist
[1:34:13.000 --> 1:34:17.000]  so that they're read into how to respond when the cyber attack comes
[1:34:17.000 --> 1:34:20.000]  that's then blamed on foreign enemies to trigger wider war
[1:34:20.000 --> 1:34:25.000]  and accelerated collapse of civilization where they completely take over
[1:34:25.000 --> 1:34:30.000]  and then carry out the forced depopulation. Here it is.
[1:34:30.000 --> 1:34:38.000]  The young generation like Prime Minister Trudeau, half of this government, are actually young nobilities of the world.
[1:34:38.000 --> 1:34:41.000]  It's that we penetrate the cabinets.
[1:34:41.000 --> 1:34:49.000]  The change is not just happening. The change can be shaped by us.
[1:34:49.000 --> 1:34:59.000]  We have to prepare for a more angry world, how to prepare to take the necessary action to create the fair world.
[1:34:59.000 --> 1:35:01.000]  I see the need for a great reset.
[1:35:01.000 --> 1:35:09.000]  So people assume we are just going back to the good old world which we had and everything will be normal again.
[1:35:09.000 --> 1:35:13.000]  This is, let's say, fiction. It will not happen.
[1:35:13.000 --> 1:35:17.000]  There is only one way this pandemic is going to go.
[1:35:17.000 --> 1:35:21.000]  It's going to get worse and worse and worse.
[1:35:21.000 --> 1:35:29.000]  Pay insufficient attention to the frightening scenario of a comprehensive cyber attack
[1:35:29.000 --> 1:35:38.000]  which would bring to a complete halt to the power supply, transportation, hospital services.
[1:35:38.000 --> 1:35:41.000]  Our society as a whole.
[1:35:41.000 --> 1:35:50.000]  The COVID-19 crisis would be seen in this respect as a small disturbance in comparison
[1:35:50.000 --> 1:35:56.000]  to a major cyber attack.
[1:35:56.000 --> 1:36:00.000]  They're getting you ready, ladies and gentlemen. They're getting us all ready.
[1:36:00.000 --> 1:36:06.000]  And if we don't put enough heat on them legally and lawfully, they're going to pull the next phase.
[1:36:06.000 --> 1:36:12.000]  And I know you want to go watch a movie. You want to go play pool. You want to go eat some enchiladas or a steak.
[1:36:12.000 --> 1:36:16.000]  You want to go for a hike. You want to swim around in the local pool. You're like me.
[1:36:16.000 --> 1:36:18.000]  You're just a normal person once you have a life.
[1:36:18.000 --> 1:36:21.000]  You're not Klaus Schwab. He wants to kill you.
[1:36:21.000 --> 1:36:24.000]  He sees you as scum. He sees you living on his land.
[1:36:24.000 --> 1:36:28.000]  They stole the world through fraud and they want us dead.
[1:36:28.000 --> 1:36:31.000]  And if we let them kill us, we deserve it in his view.
[1:36:31.000 --> 1:36:34.000]  And I think I kind of agree with him. It's survival of the fittest.
[1:36:34.000 --> 1:36:38.000]  I don't think he's the fittest. I don't think our species should act like this.
[1:36:38.000 --> 1:36:42.000]  I think he's the disease, not us. What do you think?
[1:36:42.000 --> 1:36:45.000]  You want us to die, buddy boy?
[1:36:45.000 --> 1:36:53.000]  Well, in the words of Emperor Palpatine, no, no, no, no, you will die.
[1:36:53.000 --> 1:36:58.000]  But I don't mean that in an evil way like Palpatine. I mean, politically, we're going to defeat and kill your ideas.
[1:36:58.000 --> 1:37:02.000]  But not harm a little hair on that head.
[1:37:02.000 --> 1:37:06.000]  Wouldn't want that to happen. You sack of murdering filth.
[1:37:06.000 --> 1:37:09.000]  All right, let's go ahead and go to your phone calls.
[1:37:09.000 --> 1:37:13.000]  I really appreciate everybody holding so patiently here, putting up with me.
[1:37:13.000 --> 1:37:16.000]  I'm going to move quick here so we get to everybody. Okay.
[1:37:16.000 --> 1:37:19.000]  Let's go to Ivan in Illinois. You're on the air, sir.
[1:37:19.000 --> 1:37:22.000]  Hey, Alex, how's it going? It's an honor to speak to you again.
[1:37:22.000 --> 1:37:24.000]  Honored to talk to you.
[1:37:24.000 --> 1:37:28.000]  All right. So I just have a, you know, two part question and commentary.
[1:37:28.000 --> 1:37:32.000]  You know, you've been so spot on with your predictions and everything.
[1:37:32.000 --> 1:37:38.000]  I mean, I remember back in like October and November, you were talking about this attack that was coming in Ukraine.
[1:37:38.000 --> 1:37:41.000]  And lo and behold, it happened, you know.
[1:37:41.000 --> 1:37:49.000]  So my thing is the United States, you know, didn't get involved into World War One until 1917,
[1:37:49.000 --> 1:37:53.000]  and they didn't get involved into World War Two until 1941.
[1:37:53.000 --> 1:37:58.000]  Do you think that this has the potential to escalate into a third world war?
[1:37:58.000 --> 1:38:00.000]  What's your guess?
[1:38:00.000 --> 1:38:04.000]  I mean, I don't think it has the potential. I think it has a 50-50 chance of doing just that.
[1:38:04.000 --> 1:38:10.000]  I mean, I'm literally not a scaredy cat person when I look at my children, especially my four-year-old daughter.
[1:38:10.000 --> 1:38:14.000]  I just shake with concern that we've got to stop these people.
[1:38:14.000 --> 1:38:16.000]  Yes, we're on a path.
[1:38:16.000 --> 1:38:19.000]  The best prediction of future behavior is past behavior.
[1:38:19.000 --> 1:38:21.000]  What have we done in the past?
[1:38:21.000 --> 1:38:25.000]  You've acted like a bunch of idiots, and it's happening again.
[1:38:25.000 --> 1:38:27.000]  Right, right, right.
[1:38:27.000 --> 1:38:29.000]  So I mean, that's what my concern is.
[1:38:29.000 --> 1:38:32.000]  I mean, all the indicators are kind of there, and it looks like it's pointing to there.
[1:38:32.000 --> 1:38:38.000]  I mean, you even got Putin, you know, threatening, you know, to launch nuclear strikes against the U.S.
[1:38:38.000 --> 1:38:47.000]  And then you got Biden on the other side saying that, you know, if any of the NATO allies are threatened, then they're going to respond, you know.
[1:38:47.000 --> 1:38:49.000]  So that's what we're just trying to figure out.
[1:38:49.000 --> 1:38:52.000]  That's right, and Putin's doctrine is the West way out numbers him.
[1:38:52.000 --> 1:39:00.000]  So he's going to use nuclear weapons immediately, tactical nuclear weapons at U.S. military bases in Europe, and the U.S. will start nuking Russia.
[1:39:00.000 --> 1:39:03.000]  And then literally in 45 minutes, most of us are dead.
[1:39:03.000 --> 1:39:04.000]  Exactly.
[1:39:04.000 --> 1:39:06.000]  Or you're going to be wishing you're dead.
[1:39:06.000 --> 1:39:09.000]  I mean, people like the shows, like Walking Dead, where they're zombies.
[1:39:09.000 --> 1:39:12.000]  After 10 days, the general public behaves like zombies.
[1:39:12.000 --> 1:39:15.000]  When there's no power, no water, no food, God help you.
[1:39:15.000 --> 1:39:20.000]  You better be in the woods, away from everybody, with like 30 people you know with heavy weapons.
[1:39:20.000 --> 1:39:23.000]  And by heavy weapons, I mean, you know, heavy for civilian weapons.
[1:39:23.000 --> 1:39:33.000]  I mean, because you're going to have literally like the road with Viggo Mortensen, hordes of people running around in a month, like Road Warrior, raping, robbing and killing and eating people.
[1:39:33.000 --> 1:39:35.000]  That's what all the Pentagon projections show.
[1:39:35.000 --> 1:39:38.000]  Within 30 days, Road Warrior cannibalism.
[1:39:38.000 --> 1:39:39.000]  Exactly.
[1:39:39.000 --> 1:39:51.000]  So, and then the last thing I just wanted to mention, man, you know, this past, this past November and in October, my in-laws and I, we got, we got COVID, you know, the virus.
[1:39:51.000 --> 1:39:57.000]  And, you know, unfortunately, my father-in-law, his name is Augustine, he passed away from it.
[1:39:57.000 --> 1:40:02.000]  And none of us are vaccinated because of course we know what's all, what's in it and what it does to us.
[1:40:02.000 --> 1:40:05.000]  And the virus got him instead.
[1:40:05.000 --> 1:40:10.000]  And the symptoms I got, they're not like anything I've felt from any other sickness I've ever had.
[1:40:10.000 --> 1:40:11.000]  Oh, absolutely.
[1:40:11.000 --> 1:40:17.000]  So, let me ask you, knowing they did this to you, it's all completely confirmed, major prestigious scientific papers.
[1:40:17.000 --> 1:40:21.000]  What we already knew two years ago, that Moderna made the damn thing with Fauci and Gates.
[1:40:21.000 --> 1:40:24.000]  They made COVID-19, they had it in 2016.
[1:40:24.000 --> 1:40:26.000]  I mean, wow.
[1:40:26.000 --> 1:40:28.000]  And of course, nothing's going to be done to them.
[1:40:28.000 --> 1:40:29.000]  Exactly.
[1:40:29.000 --> 1:40:36.000]  And it's like, no, there's no accountability and all, and it's like, we're just supposed to sit back and take this and not do a damn thing about it.
[1:40:36.000 --> 1:40:37.000]  And that angers me.
[1:40:37.000 --> 1:40:40.000]  Well, we need to expose Fauci and all of them because it's a cult of killers.
[1:40:40.000 --> 1:40:43.000]  And so somebody did something to Fauci, turn him into a victim or Gates.
[1:40:43.000 --> 1:40:49.000]  We don't, we want to destroy their name, let everybody know they're murdering killers and expose their whole project and bring it down.
[1:40:49.000 --> 1:40:54.000]  And then after that, they go to prison or, you know, they get sentenced to death by a jury.
[1:40:54.000 --> 1:40:55.000]  That's just gravy.
[1:40:55.000 --> 1:40:58.000]  We want to stop the project, stop the next release.
[1:40:58.000 --> 1:40:59.000]  That's our goal.
[1:40:59.000 --> 1:41:05.000]  I understand we get focused on wanting to see him hanging, but that can't come until after all the evidence is brought out.
[1:41:05.000 --> 1:41:06.000]  You understand that, right?
[1:41:06.000 --> 1:41:07.000]  Exactly.
[1:41:07.000 --> 1:41:11.000]  Because someone needs to be held accountable for his death because he did not need to die at 70 years old.
[1:41:11.000 --> 1:41:12.000]  You know, he was.
[1:41:12.000 --> 1:41:15.000]  Yeah, no, he lived another 20 years of happiness and they murdered him.
[1:41:15.000 --> 1:41:16.000]  I'm sorry.
[1:41:16.000 --> 1:41:17.000]  They murdered your family.
[1:41:17.000 --> 1:41:19.000]  I understand they murdered my family, too.
[1:41:19.000 --> 1:41:20.000]  And I'm pissed.
[1:41:20.000 --> 1:41:21.000]  So thank you.
[1:41:21.000 --> 1:41:22.000]  I bless you.
[1:41:22.000 --> 1:41:23.000]  Appreciate it, sir.
[1:41:23.000 --> 1:41:24.000]  God bless you.
[1:41:24.000 --> 1:41:25.000]  All right, let's try to jam another one in.
[1:41:25.000 --> 1:41:27.000]  Well, I don't want to give the caller a minute and a half.
[1:41:27.000 --> 1:41:33.000]  So we're going to come back and go to Jake and Bonecrusher and everybody that's been holding the longest.
[1:41:33.000 --> 1:41:36.000]  We'll go right back to you just briefly.
[1:41:36.000 --> 1:41:38.000]  This is a long, hard fight.
[1:41:38.000 --> 1:41:41.000]  It can end in a nuclear war next month or a bio weapon release next year.
[1:41:41.000 --> 1:41:43.000]  I don't know, but I'm going to keep fighting to the end.
[1:41:43.000 --> 1:41:46.000]  That means I got to sell products because we fund ourselves.
[1:41:46.000 --> 1:41:48.000]  90% of our funding is funded by you.
[1:41:48.000 --> 1:41:52.000]  We have some other great sponsors, but they only cover 10% of what we're doing here.
[1:41:52.000 --> 1:41:53.000]  infowarstore.com.
[1:41:53.000 --> 1:41:56.000]  We haven't taken the sale down yet, but it will end there tomorrow.
[1:41:56.000 --> 1:41:58.000]  We've extended it.
[1:41:58.000 --> 1:42:01.000]  We don't need to because we don't get more for a long time.
[1:42:01.000 --> 1:42:06.000]  I need to sell out the rest of X3 at full price or only discount of 25%.
[1:42:06.000 --> 1:42:07.000]  But X3 is amazing.
[1:42:07.000 --> 1:42:10.000]  It is still 50% off.
[1:42:10.000 --> 1:42:12.000]  Winter sun is 50% off.
[1:42:12.000 --> 1:42:15.000]  That's going to keep going for a couple more weeks while supplies last.
