[00:00.000 --> 00:11.520]  You are listening to an Infowars.com frontline report.
[01:22:49.120 --> 01:23:10.120]  Just like Oklahoma City was run by the Southern Poverty Law Center and that's where McVeigh was and that was the main white supremacist compound. And it was run by the Southern Poverty Law Center and protected by the ATF and the Clinton controlled FBI and then Eric Holder, Deputy Attorney General at the time in 1995.
[01:23:10.120 --> 01:23:30.120]  Look it up. So I've been telling you a new Oklahoma City is imminent attacks on multicultural schools, primary schools, colleges, churches, federal buildings to make the globalist deep state the victims.
[01:23:30.120 --> 01:23:51.120]  This is the card and then you saw Michael Hastings wife who used to sit as one of the main gophers on the National Security Council under Obama openly saying a week and a half ago, if you release the memo there will be giant massacres of liberals by right wingers.
[01:23:51.120 --> 01:24:06.120]  I'm not saying she's involved. I want to know who told her to say that and then we saw other people say Chuckie Schumer and others. A bunch of them said there's going to be new Oklahoma cities. Just last week, three different senators.
[01:24:06.120 --> 01:24:29.120]  Who was it last week? Three different ones and I said this is the message being sent. This is unbelievable. And then right on time, all of this kicks off. So seeing is believing I've got to get some of the crew over there to go back to Matt Bracken on Friday because I know we sent it a bunch then.
[01:24:29.120 --> 01:24:36.120]  And there's countless reports where I said false flag is the only move the globalist had to derail the nation coming together.
[01:24:39.120 --> 01:24:46.120]  And it's the only card they've got left after the hurricanes brought us together and after the tax cuts brought us together and after Trump and the Pride for America.
[01:24:46.120 --> 01:25:05.120]  Adam Schiff said that an Oklahoma city-style bombing could happen because of FISA memo as well. That's the daily caller. I mean it doesn't get any worse when they're on TV with Phil Mudd who calls himself a proud S-Holler on TV and then says they're going to kill the president.
[01:25:05.120 --> 01:25:15.120]  Now he breaks down crying and it's the fake, total fake. I mean it's like a high school play do better. He turns to the side and goes worse than Obama's fake crying.
[01:25:15.120 --> 01:25:20.120]  When he used to run counterterrorism, oh he's so scared of death and how he hates ISIS when he helped basically create it with Obama.
[01:25:21.120 --> 01:25:29.120]  I mean this guy, this is the scum that rules us. Let me tell you he's former deputy director of the CIA. They don't tell you any of that when he's on there.
[01:25:29.120 --> 01:25:42.120]  It's oh an FBI agent's son. He was sent over by Obama to take over the FBI by Mueller for globalist elements of the CIA in a foreign penetration of the FBI to fully take it over.
[01:25:43.120 --> 01:25:51.120]  Stop the CIA. It's the globalists that have penetrated it. And Phil Mudd is the main adjunct and the aide de camp to Robert Mueller.
[01:25:51.120 --> 01:25:59.120]  So he goes on TV and says the government's going to kill the president. That is a message to all their stay behind networks that we're going to win.
[01:25:59.120 --> 01:26:09.120]  And now he gets to wear the bloody shirt and say it's all you gun owners and Trump's fault or children. Children of God.
[01:26:09.120 --> 01:26:23.120]  This is worse than a middle school play. Just like Obama starts to fake crying years ago and then tries to touch his eye to show there's a tear.
[01:26:24.120 --> 01:26:31.120]  I mean this is just horse manure by the fake news channel CNN 110%.
[01:26:31.120 --> 01:26:52.120]  So we got those clubs coming up as well. We got ahold of Matt Bracken. He's coming on. But we have absolutely 100% got to go get what about 100 times the last month I said they're going to shoot up a school.
[01:26:52.120 --> 01:26:55.120]  They're going to bomb a federal building. You know how they're going to do it all.
[01:26:55.120 --> 01:27:11.120]  And I've interviewed the police officers that survived interviewed the widows of cops that got tortured to death like turn shaky. I've interviewed Don Browning the head of the Marine Corps veteran highly decorated Marine was that of the K-9 unit in Oklahoma City.
[01:27:11.120 --> 01:27:25.120]  And he went in there and he turned to my eyes all feds taking bombs out and they came in his office twice. He named the names of the FBI agent senior ones. And they said you and your wife are dead. You don't shut your mouth.
[01:27:25.120 --> 01:27:37.120]  And he's come on this show on Skype. Shaking because he feels guilty for you know his wife but the flesh feels guilty. His soul feels right. Going yeah. Go ahead and I said let's go ahead and name him. Let's name him.
[01:27:37.120 --> 01:27:50.120]  He said all right I'll name him and he named them. Once at the water cooler and another time in his office they said Don you and your wife don't want to die. You shut your effing mouth. You understand.
[01:27:50.120 --> 01:27:56.120]  Well he didn't shut his effing mouth because not everybody's cowards like you.
[01:27:56.120 --> 01:28:05.120]  I'm not saying the whole FBI is even bad. It's a civil war in our own hearts individuals by individuals is a college bad. No there's good people bad people is the FBI bad though there's people bad people.
[01:28:05.120 --> 01:28:18.120]  It's the same like it's the same thing. It's people and denying there's evil and some of these government agencies is allowed to grow. We've got a rogue multinational group funded by the communist Chinese and others and allied with the Vatican.
[01:28:18.120 --> 01:28:29.120]  The popes endorsed communism said China is the key to everything that are running this country and we're removing them right now and the prosperity is coming back and they're pissed and they're scared.
[01:28:29.120 --> 01:28:44.120]  I mean you look at Phil Mudd. He is a lunatic and I looked him up. He's from the Virginia Mudd family and traces his lineage. I spent hours on ancestry looking this up. I paid to get in there and it looks like he is the offspring of Dr. Mudd.
[01:28:44.120 --> 01:28:57.120]  The only other person convicted for killing Lincoln and now here he is saying he wants to kill another Republican president on TV when it looks like he is the he is the heir to that term. Your name will be Mudd.
[01:28:57.120 --> 01:29:09.120]  It's a no brainer. A Big Berkey water filter is the one you need period. You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors, pesticides, bacteria, viruses and much more, right?
[01:29:09.120 --> 01:29:14.120]  And does it all at only two cents per gallon. Get the original most trusted name in gravity water filtration, Big Berkey.
[01:29:14.120 --> 01:29:27.120]  And now GCN listeners receive 5% off ceramic filter systems using code GCN. Call or click 1-877-99 Berkey or bigberkeywaterfilters.com. That's 1-877-99 BERKEY.
[01:29:44.120 --> 01:30:10.120]  We're breaking the conditioning and fighting back against the globalist war on male vitality.
[01:30:10.120 --> 01:30:19.120]  Our ultimate non-GMO formula is sourced from powerful organic herbs that have been gathered from around the world and then concentrated for maximum potency.
[01:30:19.120 --> 01:30:30.120]  Super male vitality was developed to activate your body's natural processes instead of using synthetic chemicals. InfoWarsLife wants to bring you the highest quality products.
[01:30:30.120 --> 01:30:40.120]  Our unique combination of ingredients is designed to assist the body in regulating proper balance and creating superior vitality in males.
[01:30:40.120 --> 01:30:47.120]  Support your body and mind and take yourself to the next level. Boost your vitality and energize your life.
[01:30:47.120 --> 01:30:58.120]  Take control of your body. Grab a bottle of super male vitality today at infowarslife.com. That's infowarslife.com.
[01:30:58.120 --> 01:31:10.120]  Top scientists and researchers agree we are being hit by toxic weapons in the food and water supply that are making us fat, sick and stupid.
[01:31:10.120 --> 01:31:22.120]  So what do we do about it? Well, for starters, don't just sit there and take it. Fight back with the all new supercharged Brain Force Plus and feel the rush without the crash.
[01:31:22.120 --> 01:31:37.120]  Brain Force Plus is the next generation of advanced neural activation and new tropics. And now we've added a brand new ingredient called black pepper fruit extract that gives you an added kick.
[01:31:37.120 --> 01:31:50.120]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers that will allow you to flip the switch and supercharge your state of mind.
[01:31:50.120 --> 01:31:58.120]  It's the real deal. Brain Force Plus. Secure your bottle right now at infowarsstore.com.
[01:31:58.120 --> 01:32:07.120]  Infowarslife is bringing you a breakthrough in modern medicine. We have found an extraordinary new natural way to help alleviate seasonal distress symptoms including
[01:32:07.120 --> 01:32:14.120]  promoting clear nasal and sinus passageways, eye comfort and respiratory health and normal breathing. This is pollen blood.
[01:32:14.120 --> 01:32:27.120]  In the 1960s, researchers in France noticed that people who ate certain quail eggs from specific farms experienced less seasonal distress symptoms like runny nose, itchy watery eyes and excessive mucus production.
[01:32:27.120 --> 01:32:40.120]  They began studying the effects in published trials, in their published trials. Now we are introducing the fruit of the research, a fast-acting chewable tablet, just two tablets at the first sign of seasonal distress
