[00:00:01.350 --> 00:00:03.072]  News moves fast here.
[00:57:31.571 --> 00:57:37.375]  If you'd like to take a look at gold free retirement, call 800-686-2237.
[00:57:37.375 --> 00:57:41.898]  Don't get left behind by rising inflation and low return on your paper investments.
[00:57:41.898 --> 00:57:42.178]  Call 800-686-2237.
[00:57:42.178 --> 00:57:43.659]  Make sure that you secure your future.
[00:57:43.659 --> 00:57:43.879]  Call 800-686-2237.
[00:57:43.879 --> 00:57:44.159]  That's 1-800-686-2237.
[00:57:59.002 --> 00:58:00.364]  The War on Terrorism.
[00:58:00.364 --> 00:58:03.429]  Will it be fought overseas, or will it affect us here at home?
[00:58:03.429 --> 00:58:08.016]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:58:08.016 --> 00:58:09.158]  So what do you do?
[00:58:09.158 --> 00:58:13.745]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:58:14.205 --> 00:58:16.827]  With a little know-how, it's not that difficult.
[00:58:16.827 --> 00:58:31.558]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:58:31.558 --> 00:58:38.623]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:58:38.963 --> 00:58:43.806]  Get this critical video every American needs for only $29 plus shipping.
[00:58:43.806 --> 00:58:45.607]  Order by calling New Millennium today at 888-803-4438.
[00:58:45.607 --> 00:58:45.907]  That's 888-803-4438.
[00:58:45.907 --> 00:58:47.368]  Or order on the web at Berkeywater.com.
[00:58:59.605 --> 00:59:02.606]  David J. Smith for Newswatch Magazine.
[00:59:02.606 --> 00:59:09.149]  Did you know that the United Nations' basic philosophy is both anti-American and pro-dictatorship?
[00:59:09.149 --> 00:59:18.432]  Did you know that the United Nations was founded by communist and Marxist members of the Council on Foreign Relations, whose goal is a socialistic one-world government?
[00:59:19.887 --> 00:59:30.898]  We would like to help you understand why these things are happening and how they fulfill Bible prophecy by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:59:30.898 --> 00:59:32.420]  Just call our toll-free number, 1-800-516-8736.
[00:59:38.546 --> 00:59:44.870]  That's 1-800-516-8736.
[00:59:44.870 --> 00:59:49.393]  Just request your free one-year subscription to NewsWatch Magazine.
[00:59:49.393 --> 00:59:50.134]  Call now.
[00:59:50.134 --> 00:59:52.896]  Operators are standing by to receive your call.
[01:00:00.097 --> 01:00:03.098]  Don't worry, this show is documented.
[01:00:03.098 --> 01:00:07.039]  Alex Jones on the GCN Radio Network.
[01:00:07.039 --> 01:00:13.080]  Coming up in 30 minutes, a little more than 30 minutes, next hour, we're scheduled to have Congressman Henry Bonilla on with us.
[01:00:13.080 --> 01:00:15.741]  He's very concerned about all of this.
[01:00:15.741 --> 01:00:20.042]  You've got to live in Texas or Southern California or Arizona to really realize this.
[01:00:20.042 --> 01:00:22.343]  It's not a joke, folks.
[01:00:22.343 --> 01:00:22.923]  We have
[01:00:24.139 --> 01:00:25.479]  Lawlessness going on.
[01:00:25.479 --> 01:00:41.424]  We have Mexican troops coming up and pointing guns five feet away at sheriff deputies, Mexican troops, official Mexican troops, and then dragging dump trucks full of marijuana and cocaine back across with a bulldozer.
[01:00:42.228 --> 01:00:44.630]  We have rocket attacks.
[01:00:44.630 --> 01:00:45.671]  It is insane.
[01:00:45.671 --> 01:00:56.501]  And there is a large portion of the illegal alien population that was taught from birth by comic books printed up by the Mexican government that this belongs to Mexico and America's bad and blah blah blah.
[01:00:56.501 --> 01:01:04.429]  And you're hearing just how serious it is from the sheriff who joins us, Zapata County, Texas Sheriff Sigfrido Gonzalez, Jr.
[01:01:05.427 --> 01:01:08.068]  Sheriff, I haven't gotten into the whole La Reconquista with you.
[01:01:08.068 --> 01:01:14.310]  I'm sure you're aware that we've talked about the Arabs and the Russians and the Chinese and the Chinese troops.
[01:01:14.310 --> 01:01:15.830]  I mean, this is really happening.
[01:01:15.830 --> 01:01:17.451]  This is mainstream news.
[01:01:17.451 --> 01:01:18.651]  But again, it's back of the paper.
[01:01:18.651 --> 01:01:29.854]  Are you aware that a lot of the people coming across aren't just here to work and have been brainwashed that America somehow is bad and they're taking over in some type of La Reconquista?
[01:01:29.854 --> 01:01:31.895]  Well, we have been saying this for a long time, Alex.
[01:01:31.895 --> 01:01:35.016]  We've been saying it to our federal legislators for a long, long time.
[01:01:36.101 --> 01:01:42.406]  Yes, we get that information.
[01:01:42.406 --> 01:01:43.668]  We're aware of that information.
[01:01:43.668 --> 01:01:45.810]  We share it.
[01:01:45.810 --> 01:01:48.532]  We provide it to other agencies.
[01:01:48.532 --> 01:01:51.075]  Again, it goes on just deaf ears.
[01:01:51.075 --> 01:01:52.035]  Nothing's happening.
[01:01:52.035 --> 01:01:58.782]  Were you aware that a lot of the Laurie Conquista groups, Mecha and others, admit that they're communists, and they talk about violent overthrow?
[01:01:59.582 --> 01:02:00.843]  Oh, definitely, definitely.
[01:02:00.843 --> 01:02:06.187]  We hear from a lot of people here that we arrest, or that we get information on, that they hate the country.
[01:02:06.187 --> 01:02:07.068]  They hate us.
[01:02:07.068 --> 01:02:09.210]  And they're here to try to do something to us.
[01:02:09.210 --> 01:02:09.650]  Why?
[01:02:09.650 --> 01:02:16.275]  I mean, America's not perfect, but my goodness, compared to the corruption in Mexico, America's a wonderland.
[01:02:16.275 --> 01:02:19.077]  Well, it is, but let me give you this.
[01:02:19.077 --> 01:02:25.022]  When we grew up as kids, we were told, if we do something wrong, we get spanked, or we get slapped in the wrist, depending on what we do wrong.
[01:02:25.546 --> 01:02:31.210]  And the more we get slapped in the wrist, the same thing is going to happen, the same thing is going to happen, nothing is going to happen, and we keep on doing it, because nothing is going to get any worse.
[01:02:31.210 --> 01:02:38.496]  The same thing is happening here, except the only problem here is that instead of us trying to do something about fixing the problem, we're allowing it to happen.
[01:02:38.496 --> 01:02:42.899]  So that's giving a bad example to other people, saying, hey, if I go out there, nothing is going to happen to me anyway.
[01:02:42.899 --> 01:02:44.781]  Because I'm just going to go unpunished.
[01:02:44.781 --> 01:02:49.985]  Bush and the Democrat sheriff are talking about total capitulation, total legalization.
[01:02:49.985 --> 01:02:53.287]  That'll be a major problem, and I went through a
[01:02:54.833 --> 01:02:55.754]  We're good to go.
[01:03:09.338 --> 01:03:14.479]  From a country that has no computerized system to track down their criminal records.
[01:03:14.479 --> 01:03:21.400]  Sheriff, I have an AP report today where they arrest the illegal aliens, no matter where they're from, and they've been told not to have ID.
[01:03:21.400 --> 01:03:23.421]  They don't even know who they are and they just release them.
[01:03:23.421 --> 01:03:27.502]  Now, if I get arrested with no ID, I'm staying in jail until they find out who I am.
[01:03:27.502 --> 01:03:30.342]  But here in Austin, an illegal alien can hit and run, get caught.
[01:03:30.342 --> 01:03:34.723]  You know, the famous railway murderer killed all... I mean, they are literally above the law.
[01:03:35.566 --> 01:03:36.266]  Well, definitely.
[01:03:36.266 --> 01:03:39.148]  They'll give wrong information.
[01:03:39.148 --> 01:03:41.689]  The system now, supposedly, is that they're being fingerprinted.
[01:03:41.689 --> 01:03:44.230]  At least, well, the ones that are being held are being fingerprinted.
[01:03:44.230 --> 01:03:47.252]  The ones that are voluntarily returned are not being fingerprinted.
[01:03:47.252 --> 01:03:48.972]  So that creates a very major problem.
[01:03:48.972 --> 01:03:49.913]  Yeah, you give a wrong name.
[01:03:49.913 --> 01:03:52.354]  I mean, you can give 20 different names and then who's going to know?
[01:03:53.790 --> 01:03:55.190]  There's just no way of knowing.
[01:03:55.190 --> 01:04:06.774]  I'm sure you're aware that Wells Fargo issues to anyone with any name a debit card, and with that debit card with an account, then Social Services is accepting that and it can be any fake name they want.
[01:04:06.774 --> 01:04:13.276]  It was the head of the Senate two years ago in Colorado went out and in one day got five IDs for himself.
[01:04:13.276 --> 01:04:13.716]  Remember that?
[01:04:13.716 --> 01:04:14.416]  Yes, sir.
[01:04:15.220 --> 01:04:21.342]  I mean, this is insane, but then the police pull me over and want to search my car and say, well, it's a post-9-11.
[01:04:21.342 --> 01:04:24.423]  I mean, I've pulled up to checkpoints where they're searching everybody, Sheriff.
[01:04:24.423 --> 01:04:28.645]  As an American, my rights are trampled on, but illegal aliens are like God.
[01:04:28.645 --> 01:04:36.948]  Well, now that you mention trampled on, I get the same impression, and I've made this known privately to some legislators for some of their aides.
[01:04:36.948 --> 01:04:40.009]  I feel, a lot of times, and I am Hispanic.
[01:04:40.009 --> 01:04:42.090]  My last name is Gonzales, and I don't deny it.
[01:04:42.090 --> 01:04:42.790]  I've never denied it.
[01:04:43.291 --> 01:04:46.812]  The thing is, a lot of times I feel this country is being trampled on.
[01:04:46.812 --> 01:04:48.493]  I feel this country is being trampled on.
[01:04:48.493 --> 01:05:05.198]  I feel that this country is being, that we as citizens of this country have been beat up, thrown to the ground, and while on the ground, excuse my expression, we're being urinated on, defecated on, and then not only that, at the same time we're also being thrown a ton of salt in our wounds, and people just laugh at us because we're not doing anything about it.
[01:05:05.198 --> 01:05:05.878]  Well, that's it.
[01:05:05.878 --> 01:05:08.959]  I mean, some of these reconquerors, they really do laugh at us.
[01:05:08.959 --> 01:05:09.719]  It's a big joke.
[01:05:11.495 --> 01:05:13.637]  I don't know where it's going.
[01:05:13.637 --> 01:05:17.039]  A lot of people, Sheriff, are worried that the illegals are going to burn down the major cities.
[01:05:17.039 --> 01:05:19.100]  They've been talking about it.
[01:05:19.100 --> 01:05:20.521]  It's possible.
[01:05:20.521 --> 01:05:21.081]  It's possible.
[01:05:21.081 --> 01:05:26.945]  One thing that bothers me, seeing that, seeing our United States flag being flown upside down with the Mexican flag on top.
[01:05:26.945 --> 01:05:30.207]  I mean, this is the United States, and again, I have nothing against other countries, but man, we've got to...
[01:05:30.660 --> 01:05:34.783]  If you go to Mexico and try to do that, you're going to go to jail for a long time.
[01:05:34.783 --> 01:05:36.644]  Sheriff, thank you so much for joining us.
[01:05:36.644 --> 01:05:38.225]  I hope to talk to you again in the future.
[01:05:38.225 --> 01:05:39.506]  Thanks for the great work you're doing.
[01:05:39.506 --> 01:05:40.726]  You're a real patriot.
[01:05:40.726 --> 01:05:41.507]  Appreciate it.
[01:05:41.507 --> 01:05:42.047]  Thank you.
[01:05:42.047 --> 01:05:43.008]  God bless you, sir.
[01:05:43.008 --> 01:05:43.608]  Godspeed.
[01:05:43.608 --> 01:05:47.611]  We'll be right back.
[01:05:47.611 --> 01:05:48.991]  We're on the march.
[01:05:48.991 --> 01:05:51.533]  The Empire's on the run.
[01:05:51.533 --> 01:05:54.215]  Alex Jones and the GCN Radio Network.
[01:05:59.477 --> 01:06:01.698]  Do you know the truth about breast cancer?
[01:06:01.698 --> 01:06:04.620]  Did you know that the race for the cure is over?
[01:06:04.620 --> 01:06:12.744]  The best kept secret in the country today is that it is now possible to kill cancer without personal suffering, mutilation, and poisoning of your entire system.
[01:06:12.744 --> 01:06:15.386]  Now, it's cancer's turn to die with Lay's Med Inc.'
[01:06:15.366 --> 01:06:16.926]  's patented methodology.
[01:06:16.926 --> 01:06:24.130]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy tumors of any size without adverse side effects.
[01:06:24.130 --> 01:06:27.112]  At a physician's office, Star Wars technology at its best.
[01:06:27.472 --> 01:06:28.693]  For more information, call 702-953-0267.
[01:06:28.693 --> 01:06:29.253]  That's 702-953-0267.
[01:06:29.253 --> 01:06:30.614]  Or, visit www.LaysMedInc.com.
[01:06:30.614 --> 01:06:31.874]  That's www.L-A-S-E-M-E-D-I-N-C.com.
[01:06:31.874 --> 01:06:33.195]  Or, call LaysMed at 702-953-0267 today.
[01:06:57.088 --> 01:06:59.149]  You've asked for them and now they're here.
[01:06:59.149 --> 01:07:10.234]  Hello folks, Alex Jones introducing you to the new Berkey PF2 Fluoride and Arsenic Reduction Elements for exclusive use with the Berkey Light Black Berkey Purification Elements.
