[00:00.000 --> 00:05.000]  Government cover-ups. You want answers? Well, so does he.
[1:19:44.000 --> 1:19:49.000]  Come back with us, and you've got the floor, whatever you think is most important, and your legal defense fund.
[1:19:49.000 --> 1:19:55.000]  The ride back. It is a big idea. A New World Order.
[1:19:55.000 --> 1:20:00.000]  In the near future, Earth is dominated by a powerful world government.
[1:20:00.000 --> 1:20:05.000]  It's known as the Builder Bird. Could their objective be world domination?
[1:20:05.000 --> 1:20:19.000]  For thousands of years, their dark order grew. Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[1:20:19.000 --> 1:20:24.000]  For the first time in history, the elite's plan for world government is blown wide open.
[1:20:24.000 --> 1:20:28.000]  You will learn the secret that drives the entire New World Order agenda.
[1:20:28.000 --> 1:20:31.000]  Builder Bird is making great progress toward a world government.
[1:20:31.000 --> 1:20:36.000]  These people have no idea. They're not after money. They have all the money they need. They're after power. That's their affidavit.
[1:20:36.000 --> 1:20:45.000]  Order in-game on DVD at prisonplanet.com or infowars.com, or watch it online right now at prisonplanet.tv.
[1:20:45.000 --> 1:21:02.000]  American needs Ron Paul. He needs your support. The time is now. As long as he has your support, he will continue to fight until the very end.
[1:21:02.000 --> 1:21:15.000]  On this scale, RonPaulFlags.com produces the most beautiful flags dedicated to electing the only man fit to be president. Standard flags are 3 feet by 5 feet, and custom flags can be as large as 30 feet by 50 feet.
[1:21:15.000 --> 1:21:20.000]  Our most popular flags are Ron Paul, president in 08, and Ron Paul Revolution.
[1:21:20.000 --> 1:21:33.000]  These flags work perfectly mounted on homes, RVs, at barbecues, outdoor rallies, picnics, NASCAR races, and meet-up groups. Flags start at 4307, and if you purchase two or more, you will receive a 16% discount.
[1:21:33.000 --> 1:21:43.000]  Go to RonPaulFlags.com or call 731-664-1526. That's 731-664-1526. Do something.
[1:21:43.000 --> 1:21:49.000]  Stand up for the only man worthy of restoring our country to how our forefathers envisioned. Fly a Ron Paul flag today.
[1:21:49.000 --> 1:21:57.000]  Our beloved Republic is on her knees. The forces of globalism are destroying national sovereignty worldwide, but in Liberty's darkest hour, there is hope.
[1:21:57.000 --> 1:22:06.000]  The first time in modern history, the people are beginning to wake up. It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order master plan.
[1:22:06.000 --> 1:22:10.000]  We have a short time frame to fully awaken and energize the people to meet this threat.
[1:22:10.000 --> 1:22:19.000]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom. PrisonPlanet.tv is a vault of forbidden information.
[1:22:19.000 --> 1:22:26.000]  All 18 of my documentary films can be downloaded or streamed in super-high quality directly to your computer or iPhone and shared with others.
[1:22:26.000 --> 1:22:37.000]  Thousands of special video reports from tainted vaccines to martial law can be found in this online video library, by weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[1:22:37.000 --> 1:22:42.000]  The Info War is waiting for you to set it free. Join PrisonPlanet.tv.
[1:22:42.000 --> 1:22:48.000]  Burn the info bombs to disk. Put them on the file sharing networks. Bring down the New World Order.
[1:22:48.000 --> 1:22:50.000]  PrisonPlanet.tv
[1:22:50.000 --> 1:22:56.000]  Doctors around the world claim that cancer and other diseases cannot live in a pH-balanced alkaline environment.
[1:22:56.000 --> 1:23:01.000]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[1:23:01.000 --> 1:23:07.000]  pH-balanced is the foundation of energy abundance and perfect health, as well as prevention of disease.
[1:23:07.000 --> 1:23:13.000]  People who alkalize the water they drink experience normalized blood sugar, mental clarity, and loss of weight.
[1:23:13.000 --> 1:23:19.000]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[1:23:19.000 --> 1:23:23.000]  The fact is that disease simply cannot exist in an alkaline environment.
[1:23:23.000 --> 1:23:28.000]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[1:23:28.000 --> 1:23:31.000]  Alcoholize and supercharge your body now.
[1:23:31.000 --> 1:23:40.000]  Alkavision Plasma pH drops contain a special mineral salt concentrate that raises the pH of the water you drink up to the pH of 10 with only 10 drops.
[1:23:40.000 --> 1:23:46.000]  Order your bottle of Alkavision Plasma pH drops now by going directly to alkavision.com.
[1:23:46.000 --> 1:24:14.000]  Again, that's alkavision.com.
[1:24:14.000 --> 1:24:25.000]  The discussion we're having today is part of a larger problem of pure research with things like genetic engineering, cross species,
[1:24:25.000 --> 1:24:35.000]  and then you move into the basic building blocks of the universe that these different scientists and physicists are manipulating and playing with.
[1:24:35.000 --> 1:24:45.000]  My last question to both of you, you can cover whatever you think is most important in the few minutes we've got left, about five minutes.
[1:24:45.000 --> 1:25:01.000]  Can you put any probability or any number on scores of cyclotrons and supercolliders doing these tests on what the probability is of some type of disaster, or is it something you can't quantify?
[1:25:01.000 --> 1:25:11.000]  Yes, you can quantify in the sense that since we have opposite theories and its relativity with its standard physics and its arrow of time from past to future,
[1:25:11.000 --> 1:25:22.000]  versus Hawking's hypothesis that time travels to the past, so instead of growing, the baby black hole as a very baby entity will evaporate,
[1:25:22.000 --> 1:25:31.000]  which is like saying that a child newborn instead of growing faster will enter the womb of the mother.
[1:25:31.000 --> 1:25:41.000]  Well, even if we think that this might be possible, we can easily give 50% to theories which are unknown, one of them.
[1:25:41.000 --> 1:25:52.000]  So if you have two events, this one and the conversion of the Earth in an neutron star, which depends on the parameter of the stability of matter that, again,
[1:25:52.000 --> 1:26:05.000]  a standard physics considers it will be rich, even if without a standard physics which is ancient, not Hawking's, and is the stability of matter, strange matter,
[1:26:05.000 --> 1:26:17.000]  we can give 50% each of those two events, because those are the events that the sun will reproduce there, so you just add to 50% events, that's 75%.
[1:26:17.000 --> 1:26:26.000]  I would like to stress though that the same experiments, and this is a trend in history of physics, can be carried out with telescopes observing the universe
[1:26:26.000 --> 1:26:37.000]  and without any danger to us, and exactly now the Americans are working in a satellite called GLAST, which we'll try to find if black holes evaporate.
[1:26:37.000 --> 1:26:51.000]  So what we are really asking, and we don't really want to be catastrophes, but basically point the objective dangers and ask for a delay till the GLAST satellite brings up the same results.
[1:26:51.000 --> 1:26:55.000]  This has always happened in one. Many particles have been found first by telescopes.
[1:26:55.000 --> 1:27:09.000]  That's right, this gigantic universe around us is the real laboratory, instead of messing with these tectonic Titan-like forces right here on our tiny rock.
[1:27:09.000 --> 1:27:26.000]  Exactly, so we basically just want to receive the results of the GLAST and see if they evaporate or they don't evaporate, and depending on a safe situation for mankind to switch on or never switch the machine in the future,
[1:27:26.000 --> 1:27:31.000]  but why we have to risk our lives when we can do the same thing, which is redundant.
[1:27:31.000 --> 1:27:41.000]  Now to be clear, Professor Sancho and Dr. Wagner, they're admitting that there is some chance that bad things could happen.
[1:27:41.000 --> 1:27:51.000]  But they never explained their probabilities. They started with a three million probability which they merely take of the observation you made about the hydrogen bomb in the Second World War,
[1:27:51.000 --> 1:27:55.000]  and when you ask how you calculate your probabilities, they don't give you any explanation.
[1:27:55.000 --> 1:28:05.000]  So they just take out of the hat like rabbits, whatever they think, but they have to inform the human people who are paying with taxpayer money.
[1:28:05.000 --> 1:28:10.000]  I agree. In closing, tell folks about your legal defense fund, Dr. Wagner.
[1:28:10.000 --> 1:28:27.000]  Yes, Alex, we have a website for people who are interested. We'd like to help on this, LHCDefense, that's large Hadron Collider, LHCDefense.org, and I wanted to add, it's not just Lewis and I who have filed this lawsuit.
[1:28:27.000 --> 1:28:37.000]  We have five other professionals who've also joined in on this lawsuit. One is a professor of science and psychology, another one is a professor of computer science and robotics,
[1:28:37.000 --> 1:28:49.000]  engineering with many years of experience with building space satellites, another one works with the Lifeboat Foundation on existential risks to the existence of humanity.
[1:28:49.000 --> 1:28:58.000]  Another one works for ethics and government. He's out of Australia. Another one works for industry. He's out of the United Kingdom.
[1:28:58.000 --> 1:29:04.000]  And you told me countless people have come to you and said they support you, but they don't want to be black bolt.
[1:29:04.000 --> 1:29:15.000]  A lot of people, I just received an email today from a physicist in Germany who is a very strong background in neutrino physics and cosmic radiation physics,
[1:29:15.000 --> 1:29:21.000]  and he basically said that your arguments are correct and your arguments are wrong.
[1:29:21.000 --> 1:29:29.000]  Well, I mean, remember what smashing atoms together does, folks. It gives you hydrogen and atomic bombs. This is much more advanced.
[1:29:29.000 --> 1:29:33.000]  Gentlemen, I want to get you back on as this unfolds. Thank you for raising the alarm.
[1:29:33.000 --> 1:29:37.000]  Thank you, Alex. Thank you to you for having us here, Alex.
[1:29:37.000 --> 1:30:04.000]  Thank you, Professor Sancho and Dr. Wagner. We'll be right back.
[1:30:14.000 --> 1:30:18.000]  My blood pressure has normalized. My diabetes has totally improved.
[1:30:18.000 --> 1:30:25.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[1:30:25.000 --> 1:30:33.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[1:30:33.000 --> 1:30:50.000]  We are two months supplied today by calling 866-295-5305, that's 866-295-5305, or order online, hbextract.com, heart and body extract, 866-295-5305, or hbextract.com.
[1:31:21.000 --> 1:31:25.000]  Only $249 plus shipping and handling, and we'll ship it right to you.
[1:31:25.000 --> 1:31:34.000]  There's even an input to plug in an external source, your MP3 player, your iPod, your DVD player, or any other source will sound great for your new Sony receiver.
[1:31:34.000 --> 1:31:38.000]  These radios are not available anywhere else and for a limited time, so call now.
