[00:00.000 --> 00:14.000]  🎵
[1:09:57.680 --> 1:10:02.640]  like the weathermen meets Islam, meets radical orthodox Islam. And at the bottom of the hour,
[1:10:02.640 --> 1:10:06.400]  we'll do North Korea and Mattis, the culprits of the storm, saying that that the army must
[1:10:06.400 --> 1:10:12.160]  have all options on the table and speaking to the army. That's coming up. But you've got,
[1:10:12.800 --> 1:10:17.760]  I mean, here's Newsweek. If ISIS was behind the Las Vegas attack, there's a terrifying reason it
[1:10:17.760 --> 1:10:23.440]  hasn't proven it. And they get into letting the government deny it and then showing it later
[1:10:23.440 --> 1:10:28.240]  or and or they have sleeper cells that are going to be activated when they release the next video,
[1:10:28.240 --> 1:10:31.920]  which is what we were told by our White House source. And we had that out and
[1:10:31.920 --> 1:10:36.800]  drugs linked to that on Monday. So this is real folks. I mean, you know,
[1:10:38.880 --> 1:10:45.040]  the media goes, Jones claims he has former Navy SEAL ballistics experts. They know Craig was
[1:10:45.040 --> 1:10:50.480]  on stand that last week and they know our other sources are real. They know that they know full
[1:10:50.480 --> 1:10:57.360]  well we gave the president the information on our Pio. He looks at Drudge all the time on his phone,
[1:10:57.360 --> 1:11:01.360]  but he's more obsessed with the New York Times, which I think is silly. They don't have any
[1:11:01.360 --> 1:11:06.400]  power left, but he looks at them a lot. He looks at Drudge a lot. He looks at info or some, but
[1:11:06.400 --> 1:11:10.880]  mainly when he sees it on Drudge. And then some of his people give him info from info wars.
[1:11:11.440 --> 1:11:15.840]  And sometimes I get phone calls, but he didn't know about our Pio because Hannity,
[1:11:15.840 --> 1:11:21.920]  and he's got a lot on his plate, hadn't covered it. He watches Hannity every night or he takes it.
[1:11:21.920 --> 1:11:25.600]  That's why you want to talk to the president. That's the most important show in America,
[1:11:25.600 --> 1:11:31.360]  because he watches Sean Hannity. And I just give you the intel folks. They know that. And
[1:11:31.360 --> 1:11:34.560]  I'm not gonna even, that's why they try to get Hannity off the air. They admit because that.
[1:11:34.560 --> 1:11:39.200]  I mean, that's how surrounded the president is. So joining us is James Wesley Rawls. James,
[1:11:40.240 --> 1:11:44.880]  how amazing is this that they're now changed the timeline and many were shooting earlier
[1:11:44.880 --> 1:11:50.560]  here. Now saying, okay, ISIS connections. What do you think is going on here? Why do you think
[1:11:50.560 --> 1:11:57.120]  it's being covered up? Or what's your intel suggestor? Pardon me? Oh, we have a problem
[1:11:57.120 --> 1:12:00.880]  with Skype. It's just disconnected. Skype's a wonderful technology, but I tell you, James is
[1:12:01.520 --> 1:12:06.880]  out in the boonies to say the least. So it's the next best thing to a string and 10 cans.
[1:12:08.320 --> 1:12:11.760]  We'll get him in studio sometime. His face hasn't been seen in about 10 years. We'll get James
[1:12:11.760 --> 1:12:18.960]  Wesley Rawls take on all of this as soon as we reconnect with him. And while we're waiting,
[1:12:18.960 --> 1:12:23.440]  let's just go ahead and get into North Korea first. Here's the cryptic statement by the
[1:12:23.440 --> 1:12:30.240]  president last week talking about the calm before the storm. And clearly he's talking about North
[1:12:30.240 --> 1:12:35.200]  Korea, but also Iran's threatening preemptive strikes on US ships. So, you know, there's not
[1:12:35.200 --> 1:12:39.280]  just our government out there that's got its problems. There's other bad governments. Okay.
[1:12:39.280 --> 1:12:44.320]  Okay. And so North Korea is out of control. I'm not calling for strikes on them, but what if they
[1:12:44.320 --> 1:12:49.840]  strike? And we've got to be in a strong posture here so that we can back them down and get some
[1:12:49.840 --> 1:12:54.640]  detente going. A lot of folks criticizing Trump on being strong on North Korea, I think are
[1:12:54.640 --> 1:12:58.800]  encouraging our enemies, quite frankly, because this is not the same old neocon government in my
[1:12:58.800 --> 1:13:03.600]  view. But right now, let's go ahead and go to this clip. This is the calm before the storm in case
[1:13:03.600 --> 1:13:20.320]  you missed it. Well, what's the storm? What storm is it? We have the world's great military people,
[1:13:20.320 --> 1:13:32.880]  and I will tell you that. And thank you all for coming. Thank you. What storm, Mr. President? We'll find out.
[1:13:32.880 --> 1:13:39.920]  Thank you, everybody. Now, the reason we play that is obviously it builds up to this. This is on
[1:13:39.920 --> 1:13:46.000]  infowars.com. Raquel Phelan Mattis, Army must be ready for military options on North Korea. We've
[1:13:46.000 --> 1:13:50.320]  got to be ready to ensure that we have military options that our president can employ. Defense
[1:13:50.320 --> 1:13:56.720]  Secretary said, and this was while he was addressing a meeting of the Army, the Association of the
[1:13:56.720 --> 1:14:03.840]  United States Army Convention in Washington, D.C. Here it is. Unsurprisingly about Korea,
[1:14:05.520 --> 1:14:11.520]  and I suspect you're probably not going to reveal to us the intricate details of your Korea strategy.
[1:14:11.520 --> 1:14:19.520]  But what can the U.S. military do to lessen the likelihood of conflict on the Korean Peninsula?
[1:14:20.720 --> 1:14:27.360]  Oh, what a great question. We'll talk about Korea for a minute because it's on all of our minds,
[1:14:27.360 --> 1:14:32.960]  and you know there's a reason that I recommended TR Farinback's book that we all pull it out and
[1:14:32.960 --> 1:14:41.280]  read it one more time. But, ladies and gentlemen, it is right now a diplomatically led economic
[1:14:41.280 --> 1:14:49.120]  sanctioned buttressed effort to try to turn North Korea off this path. Now, what does the future
[1:14:49.120 --> 1:14:55.840]  hold? Neither you nor I can say, so there's one thing the U.S. Army can do, and that is,
[1:14:55.840 --> 1:15:01.840]  you have got to be ready to ensure that we have military options that our president
[1:15:01.840 --> 1:15:08.800]  can employ if needed. We currently, we currently are in a diplomatically led effort,
[1:15:10.000 --> 1:15:15.920]  and how many times have you seen the U.N. Security Council vote unanimously, now twice in a row,
[1:15:16.640 --> 1:15:22.960]  to impose stronger sanctions on North Korea? And remember, the Security Council has countries
[1:15:22.960 --> 1:15:30.720]  like France and Russia, China, the United States, you know who's on there, and all voted unanimously
[1:15:30.720 --> 1:15:37.760]  on this. The international community has spoken, but that means the U.S. Army must stand ready.
[1:15:38.720 --> 1:15:45.200]  And so if you're ready, that's your duty at this point in time, and I know the Army will always
[1:15:45.200 --> 1:15:48.800]  do it duty. Ladies and gentlemen, thank you for having me. We'll be back. I mean, the fact is that
[1:15:48.800 --> 1:15:54.080]  the U.N. is behind this, that shows you how belligerent North Korea has been. And again, I don't want war,
[1:15:54.080 --> 1:16:02.240]  but this is serious. Thousands of years ago, there was a basic form of chivalry. Our ancestors
[1:16:02.240 --> 1:16:08.000]  would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a
[1:16:08.000 --> 1:16:14.960]  defense. Sixty years ago, when foreign air forces were approaching filled with bombs, they had
[1:16:14.960 --> 1:16:21.440]  drums of their own, air raid sirens. But in the 21st century, there are silent weapons for quiet
[1:16:21.440 --> 1:16:26.880]  war. Pathanogens added to the food and water, and to the lining of plastics that destroy our
[1:16:26.880 --> 1:16:33.040]  vitality, turn off our hormones, and accelerate our journey towards death. I personally counter
[1:16:33.040 --> 1:16:40.560]  this onslaught with Anthroplex. Anthroplex is designed with known, organic, concentrated herbs
[1:16:40.560 --> 1:16:46.480]  to create the basic foundation to normal metabolic activity inside the human body.
[1:16:46.480 --> 1:16:50.720]  Discover why Anthroplex has turned so many heads today. It's time for us to take our
[1:16:50.720 --> 1:16:55.920]  bodies back in our own hands, and it starts at infowarslife.com with Anthroplex.
[1:16:55.920 --> 1:17:00.880]  You know, someone very profoundly once said many years ago that if fascism ever comes to America,
[1:17:00.880 --> 1:17:05.760]  it'll come in the name of liberalism. You're a white male. You're a white man.
[1:17:09.280 --> 1:17:15.760]  Welcome to The War Room, the latest expansion in Info Wars live broadcasting. We are live
[1:17:15.760 --> 1:17:22.640]  weekdays from 3 to 6 p.m. central at infowars.com slash show, and this YouTube channel right here
[1:17:22.640 --> 1:17:27.040]  that you've landed on. Please subscribe to the channel for updates and notifications.
[1:17:27.040 --> 1:17:32.080]  You can follow us on Twitter at War Room Show. We are going to have the most powerful guests,
[1:17:32.080 --> 1:17:37.600]  the most powerful hosts. We'll be hearing from Alex Jones regularly, as well as taking your
[1:17:37.600 --> 1:17:42.240]  phone calls. The liberal establishment media has controlled the narrative for too long.
[1:17:42.240 --> 1:17:46.560]  The silent majority is no longer silent. This is The War Room.
[1:17:57.520 --> 1:18:03.360]  Men, give your body the support it needs with Info Wars Life Prostaguard. It's time to start
[1:18:03.360 --> 1:18:08.560]  assisting the body in regulating proper prostate balance. Info Wars Life has set out to bring you
[1:18:08.560 --> 1:18:13.200]  formulations that are not only the highest quality out there, but formulas that you can use on a
[1:18:13.200 --> 1:18:18.000]  daily basis to give your body the natural herbs and extracts that our experts recommend. The
[1:18:18.000 --> 1:18:23.600]  Prostaguard formula does just that with this mixture of plant-based nutrients and antioxidants
[1:18:23.600 --> 1:18:28.960]  that help give your body total support. It's a hand-selected blend of saw palmetto,
[1:18:28.960 --> 1:18:36.240]  lycopene, plant sterols, zinc, vitamin D3, selenium, and copper. Prostaguard is something
[1:18:36.240 --> 1:18:40.800]  that the men on the Info Wars crew take every day. And from our research, it's something that men
[1:18:40.800 --> 1:18:46.000]  should really be adding to their daily regimen in order to keep their body going at optimal levels.
[1:18:46.000 --> 1:18:51.360]  Now's the time to start naturally supporting your body. Give Prostaguard on your side today,
[1:18:51.360 --> 1:19:07.040]  exclusively at InfoWarsLife.com. That's InfoWarsLife.com.
[1:19:21.360 --> 1:19:26.960]  Vegetables meets dairy products, desserts, and entire meals. That's what I'm talking about.
[1:19:26.960 --> 1:19:32.000]  And when compared to traditional methods of preservation, like canning or dehydrating,
[1:19:32.000 --> 1:19:36.240]  you know like what you get at the grocery store, there is no comparison. Harvest
[1:19:36.240 --> 1:19:41.920]  right freeze dryers retain 97 percent of the food's taste, color, and nutritional value
[1:19:41.920 --> 1:19:48.800]  and have a shelf life of up to 25 years. Now that's what I call the miracle of food preservation.
[1:19:48.800 --> 1:19:53.600]  Harvest right is truly the world's best, most affordable freeze dryer. So what are you waiting
[1:19:53.600 --> 1:20:22.080]  for? Check it out right now at InfoWarsStore.com. He aligns himself with the truth and it's time
[1:20:22.080 --> 1:20:30.880]  for you to choose a side. You're listening to Alex Jones. That's right, the truth will set you free.
[1:20:33.040 --> 1:20:36.640]  James Losey Rolls is joining us via phone now, former Army intel officer,
[1:20:36.640 --> 1:20:43.680]  bestsellingauthorsurvivalblog.com. What do you want to tackle first? Before you got cut off,
[1:20:43.680 --> 1:20:49.120]  as you know, they've come out and changed the timeline. Said he was shooting before, shot a
[1:20:49.120 --> 1:20:54.480]  security guard, now security analyst during Newsweek saying maybe it was ISIS. That's what I was
[1:20:54.480 --> 1:20:58.640]  told by folks in the hostage rescue team. Let's just say surrounding it. I'm going to leave it at
[1:20:58.640 --> 1:21:02.720]  that. I mean, those are real sources and everything they told me is now bearing out. I'm not going
[1:21:02.720 --> 1:21:07.600]  to repeat the whole laundry list, but one of the Middle East's girlfriend, all of it, was radicalized.
[1:21:07.600 --> 1:21:12.240]  They believe that he did have help. We broke all that first. Now it's coming out. What do you make
[1:21:12.240 --> 1:21:19.680]  of that? Then we'll get into North Korea, anti-fundmore, James. Well, I have to agree that the change
[1:21:19.680 --> 1:21:30.640]  in the timeline is significant and to try to piece together why he would have supposedly committed
[1:21:30.640 --> 1:21:37.840]  suicide right in the middle of his shooting spree when he'd shot up less than half the ammunition
[1:21:37.840 --> 1:21:42.880]  that he had there in the room. Yeah, they told me that the locals that have come out show that
[1:21:42.880 --> 1:21:48.800]  there was, I could see, 18 of the 100-round surefire magazines sitting there in a pile,
[1:21:48.800 --> 1:21:58.800]  a neat pile, ready to be loaded and fired. So what happened? Really odd. And to see the timeline
[1:21:58.800 --> 1:22:03.680]  changed in terms of the reason of why he might have committed suicide, thinking that the room
[1:22:03.680 --> 1:22:11.120]  was going to be rushed, that went away. So what triggered that? The other thing I wanted to mention
