[00:00:01.000 --> 00:00:03.000]  InfoWars, tomorrow's news, today.
[01:24:25.530 --> 01:24:30.650]  going to the store and buying meat or getting our vegetables or our herbs and being afraid
[01:24:30.650 --> 01:24:33.530]  of what they are fed up with chemicals and steroids.
[01:24:33.530 --> 01:24:34.730]  We live off the land.
[01:24:34.730 --> 01:24:37.690]  And that's where more of your audience needs to go to.
[01:24:37.690 --> 01:24:43.930]  They need to go to Infowars.com, Infowarsstore.com and get your products because we need to support
[01:24:43.930 --> 01:24:44.490]  one another.
[01:24:44.490 --> 01:24:50.410]  We need to uplift each other and do the boycott by products that you know and love that are
[01:24:50.410 --> 01:24:56.650]  made in America and support your idols and your ideology and this great country.
[01:24:58.330 --> 01:24:58.969]  Absolutely.
[01:24:58.969 --> 01:25:02.490]  And just expanding on that, the enemy is more afraid of that than anything.
[01:25:03.290 --> 01:25:07.370]  That's why they did the lockdowns of small businesses and churches and things because
[01:25:07.370 --> 01:25:09.129]  they're literally at war with us.
[01:25:09.129 --> 01:25:10.809]  This is everything.
[01:25:10.809 --> 01:25:14.090]  And also, I know that you and Ted do interviews every day.
[01:25:14.090 --> 01:25:17.450]  You do your own shows, talking to you guys before.
[01:25:17.450 --> 01:25:22.170]  Cutting back on the music, even though that's the real love, is you guys are not going to
[01:25:22.170 --> 01:25:25.610]  slow down on fighting for America and the world against the globalists.
[01:25:25.610 --> 01:25:27.290]  You're going to accelerate that.
[01:25:27.290 --> 01:25:29.129]  What another major sacrifice.
[01:25:29.129 --> 01:25:29.610]  You know what?
[01:25:29.610 --> 01:25:33.850]  I've learned one thing from Ted and that's you can criticize him all you want.
[01:25:33.850 --> 01:25:35.770]  It actually adds fuel to his fire.
[01:25:36.330 --> 01:25:39.690]  Last year, I had a pretty serious death threat, had a couple of them.
[01:25:39.690 --> 01:25:43.049]  And I know you probably get them hourly, if not daily.
[01:25:43.049 --> 01:25:48.250]  And it kind of paused me for a minute like, wow, do I even need to go here or go there?
[01:25:48.250 --> 01:25:51.450]  And then I had some people tell me, you're a target.
[01:25:51.450 --> 01:25:57.690]  You're going to be known for not who you are as Ted Nugent's wife, but who you are
[01:25:57.690 --> 01:25:58.969]  as a child of God.
[01:25:58.969 --> 01:26:02.250]  And I said just a second ago about supporting idols.
[01:26:02.250 --> 01:26:04.330]  There's only one idol support to support.
[01:26:04.330 --> 01:26:06.889]  And that's Jesus Christ is our Lord and Savior.
[01:26:06.889 --> 01:26:08.730]  And I think that's what we need to get back to.
[01:26:08.730 --> 01:26:12.410]  That's what I see you talking about a lot in your podcast as well.
[01:26:14.250 --> 01:26:15.290]  Absolutely.
[01:26:15.290 --> 01:26:19.770]  Let's talk about a really central issue when we go to break here in a few minutes.
[01:26:19.770 --> 01:26:20.410]  I want to come back.
[01:26:21.450 --> 01:26:28.570]  What you expect to happen in the next 15, 16 months out of this next election and what
[01:26:28.570 --> 01:26:32.889]  you expect to see in Congress and McCarthy finally with enough pressure on him saying
[01:26:32.889 --> 01:26:34.650]  they're looking at the impeachment of Biden.
[01:26:35.610 --> 01:26:40.410]  They're looking at the impeachment of the Attorney General.
[01:26:41.129 --> 01:26:44.570]  And whether that's a good idea or not, should we have hearings and expose them
[01:26:45.770 --> 01:26:48.969]  for the election or is trying to impeach them, turning them into victims?
[01:26:48.969 --> 01:26:50.410]  I think justice be done.
[01:26:50.410 --> 01:26:54.809]  May the heavens fall and just go ahead and go after them all because it's the right thing
[01:26:54.809 --> 01:26:55.129]  to do.
[01:26:55.129 --> 01:26:56.170]  The border is wide open.
[01:26:56.170 --> 01:26:57.290]  They're human smuggling.
[01:26:57.370 --> 01:26:58.410]  We have all the witnesses.
[01:26:59.290 --> 01:27:01.690]  But is that a favor getting rid of Biden?
[01:27:01.690 --> 01:27:04.090]  And then it's a Gavin Newsom or Big Mike.
[01:27:04.090 --> 01:27:08.090]  We're going to play this clip, go to break and then come back and get your take on it.
[01:27:08.090 --> 01:27:14.250]  But here's Kevin McCarthy, House Speaker, says he will start implementing the beginning
[01:27:14.250 --> 01:27:20.010]  of the investigation and the committee hearings on the impeachment of the Attorney General.
[01:27:20.010 --> 01:27:22.170]  If anybody deserves it, it's Merrick Garland.
[01:27:22.170 --> 01:27:23.129]  Here's the clip.
[01:27:23.129 --> 01:27:30.410]  Miranda Devine says that Joe Biden met with his business partners 12 times, 12 different
[01:27:30.410 --> 01:27:32.250]  times and 12 different deals, perhaps.
[01:27:32.250 --> 01:27:35.370]  So it's called, you know, Rob Walker, who was in on all this stuff.
[01:27:35.370 --> 01:27:35.930]  Good friend.
[01:27:35.930 --> 01:27:38.410]  He's all over all over the laptop.
[01:27:38.410 --> 01:27:42.170]  So will this prompt you to do a impeachment inquiry?
[01:27:42.170 --> 01:27:47.770]  Well, you apparently don't follow me on Twitter because yesterday I laid out very, very clearly
[01:27:47.770 --> 01:27:53.610]  by July 6th, because of the allegations from the IRS, because of the whistleblowers and
[01:27:53.610 --> 01:27:59.530]  the DOJ are Garland, what he is saying and what David Weiss are saying privately are
[01:27:59.530 --> 01:28:00.410]  two different things.
[01:28:00.410 --> 01:28:00.730]  Right.
[01:28:00.730 --> 01:28:05.049]  And if it comes true, what the IRS whistleblower is saying, we're going to start impeachment
[01:28:05.049 --> 01:28:06.490]  inquiries on the attorney general.
[01:28:06.490 --> 01:28:09.450]  Well, all right.
[01:28:09.450 --> 01:28:12.809]  We're going to come back after break and talk about this.
[01:28:12.809 --> 01:28:14.570]  And of course, what the whistleblowers are saying are true.
[01:28:14.570 --> 01:28:19.290]  We have one of the whistleblowers with us next hour after Chimane Nugent leaves us in
[01:28:19.290 --> 01:28:19.850]  30 minutes.
[01:28:19.850 --> 01:28:23.210]  We got 30 minutes left with the amazing Chimane Nugent straight ahead.
[01:28:23.210 --> 01:28:24.650]  Chimane Nugent rocks.
[01:28:24.650 --> 01:28:25.610]  Not dot com.
[01:28:25.610 --> 01:28:28.090]  Chimane Nugent dot rocks.
[01:28:28.090 --> 01:28:29.370]  Not hard to remember.
[01:28:29.370 --> 01:28:31.049]  Chimane Nugent dot rocks.
[01:28:31.049 --> 01:28:35.610]  All the hunting shows, all the gardening shows, the exercise shows, the stretching shows.
[01:28:35.610 --> 01:28:37.290]  This lady is a genius.
[01:28:37.290 --> 01:28:38.969]  She's on fire for freedom.
[01:28:38.969 --> 01:28:39.770]  Check it out today.
[01:28:39.770 --> 01:28:42.250]  Chimane Nugent dot rocks.
[01:28:42.250 --> 01:28:42.889]  We'll be back.
[01:28:42.889 --> 01:28:43.370]  Don't forget.
[01:28:43.370 --> 01:28:44.490]  Our websites are banned.
[01:28:44.490 --> 01:28:45.770]  Video and infowars.com.
[01:28:45.770 --> 01:28:48.330]  But they blocked those URL on Twitter and many other places.
[01:28:48.330 --> 01:28:51.850]  But Mad Max World on screen and Max World TV.
[01:28:51.850 --> 01:28:55.210]  One word leads you to our full video site and links and everything.
[01:28:55.210 --> 01:28:56.410]  It's a clone of the other side.
[01:28:56.410 --> 01:28:57.290]  The exact same site.
[01:28:57.290 --> 01:28:58.090]  We'll be right back.
[01:28:58.090 --> 01:29:02.809]  Infowarsstore.com is like a grocery store or like a vitamin shop.
[01:29:02.809 --> 01:29:04.809]  We want to have all the best brands.
[01:29:04.809 --> 01:29:06.809]  We want to have a bunch of different choices for you.
[01:29:06.809 --> 01:29:09.290]  So I get constant questions online in person.
[01:29:09.290 --> 01:29:10.170]  Hey, what's better?
[01:29:10.170 --> 01:29:10.969]  Knockout.
[01:29:10.969 --> 01:29:11.610]  What's better?
[01:29:12.410 --> 01:29:13.129]  Down and out.
[01:29:13.129 --> 01:29:13.690]  What's better?
[01:29:13.690 --> 01:29:15.850]  Why do you sell two or three different sleep aids?
[01:29:15.850 --> 01:29:18.570]  And the answer is different herbal formulas.
[01:29:18.570 --> 01:29:20.969]  Different compounds are better for different people.
[01:29:21.530 --> 01:29:23.930]  So one person might like this coffee.
[01:29:23.930 --> 01:29:25.530]  Another person likes that coffee.
[01:29:25.530 --> 01:29:26.889]  That's how our bodies work.
[01:29:26.889 --> 01:29:28.090]  They're all very diverse.
[01:29:28.090 --> 01:29:32.570]  But we've been able to private label a national bestseller that's been sold for many years
[01:29:32.570 --> 01:29:38.410]  that people love and sold for a lower price under the name Infowars MD Good Night Sleep.
[01:29:39.049 --> 01:29:42.170]  This is a great formula full of amazing safe compounds.
[01:29:42.170 --> 01:29:44.650]  Give you deeper, cleaner, restful sleep.
[01:29:44.650 --> 01:29:49.210]  And it's in stock available right now of 25% off out of the gates.
[01:29:49.210 --> 01:29:53.370]  So get your Infowars MD Good Night Sleep today at Infowarsstore.com.
[01:29:58.170 --> 01:30:04.490]  Two amazing nootropics, that means brain power, are back in stock at Infowarsstore.com.
[01:30:04.490 --> 01:30:06.969]  And they're both 50% off.
[01:30:06.969 --> 01:30:11.210]  We haven't offered these for 50% off since last Christmas.
[01:30:11.210 --> 01:30:12.969]  These are amazing products.
[01:30:12.969 --> 01:30:15.210]  And for those of you on the fence, I want you to try them.
[01:30:15.210 --> 01:30:19.930]  Brain Force Ultra hits in 15 minutes, only lasts three hours with no hangover.
[01:30:19.930 --> 01:30:21.290]  It is a game changer.
[01:30:21.290 --> 01:30:22.969]  Nobody's got something close to this.
[01:30:22.969 --> 01:30:26.889]  Then our Brain Force Plus is a good, basic, clean nootropic.
[01:30:26.889 --> 01:30:31.690]  Gives you four to six hours of amazing energy, again, with no hangover, no jitters.
[01:30:31.690 --> 01:30:35.770]  Both products back in stock, Infowarsstore.com for 50% off.
[01:30:35.770 --> 01:30:37.530]  And it funds the Infowar.
[01:30:37.530 --> 01:30:42.570]  So get your Brain Force Ultra, your Brain Force Plus, and your Turbo Force, all exclusively
[01:30:42.570 --> 01:30:44.010]  at Infowarsstore.com.
[01:30:44.010 --> 01:30:49.610]  And know, you're funding the second American Revolution, 1776 worldwide.
[01:30:49.610 --> 01:30:52.889]  The answer to 1984 is 1776.
[01:30:52.889 --> 01:30:55.290]  And the answer for energy is Brain Force.
[01:30:58.330 --> 01:31:04.170]  Iodine is naturally acquired through the soil, which is at the foundation of our entire food
[01:31:04.170 --> 01:31:04.670]  supply.
[01:31:05.290 --> 01:31:10.250]  Modern farming techniques have stripped the soil of this essential trace element, which
[01:31:10.250 --> 01:31:14.250]  has caused an iodine deficiency in about half the population.
[01:31:14.250 --> 01:31:17.129]  And there are two things we need to do about it.
[01:31:17.129 --> 01:31:20.410]  We need to practice more regenerative farming.
[01:31:20.410 --> 01:31:25.930]  There are plenty of proven technologies in permaculture and biodynamics that will naturally
[01:31:25.930 --> 01:31:28.889]  keep the soil rich with iodine.
[01:31:28.889 --> 01:31:33.210]  And we need to ensure that we get the sufficient amount of iodine every day.
[01:31:33.770 --> 01:31:40.570]  Derived from ancient sea salts found thousands of feet below the Earth's surface, our Infowars
[01:31:40.570 --> 01:31:45.290]  Life Survival Shield X3 is hands down the best.
[01:31:45.290 --> 01:31:53.049]  Pure nascent iodine, stabilized in an activated triiodine form for a healthy thyroid and a
[01:31:53.049 --> 01:31:54.490]  healthy metabolism.
[01:31:54.490 --> 01:31:57.930]  Get yours now at Infowarsstore.com.
[01:31:57.930 --> 01:32:00.650]  There is a war for the future happening right now.
[01:32:00.650 --> 01:32:05.610]  There is a war that will control my destiny, your destiny, our children's destinies.
[01:32:05.610 --> 01:32:08.010]  And that war is something that we can win.
[01:32:08.010 --> 01:32:09.610]  But it takes dedication.
[01:32:09.610 --> 01:32:10.889]  It takes commitment.
[01:32:10.889 --> 01:32:16.010]  That's why I ask listeners respectfully to go to Infowarsstore.com and buy great products
[01:32:16.010 --> 01:32:21.049]  that will enrich and empower your life while keeping us on air at the very same time.
[01:32:21.610 --> 01:32:27.290]  Infowarsstore.com to get a signed or unsigned copy of my book, The Great Reset and War for
[01:32:27.290 --> 01:32:33.129]  the World, Ultimate Bone Broth, Back and Stock, Nitric Boost, the amazing CBD oil we
[01:32:33.129 --> 01:32:37.450]  have that's the highest quality you're going to find anywhere at more than half off.
[01:32:37.450 --> 01:32:40.250]  It's all available at Infowarsstore.com.
[01:32:40.250 --> 01:32:41.530]  Some of the very best products.
[01:32:41.530 --> 01:32:43.690]  And a lot of you have never shopped at Infowarsstore.
[01:32:43.690 --> 01:32:46.969]  You've been watching for years, you've been listening for years, but you've never taken
[01:32:46.969 --> 01:32:49.049]  the step to go to Infowarsstore.
[01:32:49.049 --> 01:32:51.850]  These are great products that really work and are amazing.
[01:32:51.850 --> 01:32:53.210]  Plus, they keep us on air.
[01:32:53.210 --> 01:32:58.170]  So again, please take action and go to Infowarsstore.com today and I thank you.
[01:32:57.890 --> 01:33:06.890]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:33:09.280 --> 01:33:15.280]  Big Brother, mainstream media, government cover-ups.
[01:33:15.280 --> 01:33:18.280]  You want to stop tyranny? Well, so does he.
[01:33:18.280 --> 01:33:24.280]  Live from the Infowars.com studios, it's Alex Jones.
[01:33:27.280 --> 01:33:32.280]  Ted Nugent's hanging up the tour after doing it since the 1960s to fight the New World Order.
[01:33:32.280 --> 01:33:34.280]  You know the situation's serious.
[01:33:34.280 --> 01:33:39.280]  And of course, Shemaine Nugent's full-time promoting independence, gardening, hunting, you name it.
[01:33:39.280 --> 01:33:44.280]  And her son Rocco's another amazing guy. He'll be joining us. He's doing that as well.
[01:33:44.280 --> 01:33:48.280]  We're about to go back to Shemaine Nugent in the Austin studios.
