[00:00.000 --> 00:26.000]  You want to stop tyranny well so does he live from the infowars.com studios it's Alex Jones
[1:28:45.000 --> 1:28:47.000]  I think they've already got the West Coast.
[1:28:47.000 --> 1:28:51.000]  And just a lot of stuff goes into that computation, prime analysis.
[1:28:51.000 --> 1:28:56.000]  We'll be back with your follow-up, I promise.
[1:28:56.000 --> 1:28:59.000]  You know, someone very profoundly once said many years ago
[1:28:59.000 --> 1:29:03.000]  that if fascism ever comes to America, it'll come in the name of liberalism.
[1:29:03.000 --> 1:29:06.000]  You're a white man!
[1:29:06.000 --> 1:29:15.000]  Welcome to The War Room, the latest expansion in InfoWars live broadcasting.
[1:29:15.000 --> 1:29:20.000]  We are live weekdays from 3 to 6 p.m. Central at infowars.com.
[1:29:20.000 --> 1:29:24.000]  And this YouTube channel right here that you've landed on,
[1:29:24.000 --> 1:29:27.000]  please subscribe to the channel for updates and notifications.
[1:29:27.000 --> 1:29:30.000]  You can follow us on Twitter at War Room Show.
[1:29:30.000 --> 1:29:34.000]  We are going to have the most powerful guests, the most powerful hosts.
[1:29:34.000 --> 1:29:39.000]  Will he be hearing from Alex Jones regularly, as well as taking your phone calls?
[1:29:39.000 --> 1:29:43.000]  The liberal establishment media has controlled the narrative for too long.
[1:29:43.000 --> 1:29:46.000]  The silent majority is no longer silent.
[1:29:46.000 --> 1:30:05.000]  This is The War Room.
[1:30:16.000 --> 1:30:21.000]  Super high quality nascent iodine is an essential mineral sourced of 99.99%
[1:30:21.000 --> 1:30:24.000]  ultra-pure deep earth iodine crystals.
[1:30:24.000 --> 1:30:28.000]  This essential mineral is necessary in order to produce thyroid hormones
[1:30:28.000 --> 1:30:32.000]  which influence every cell, tissue and organ in the body.
[1:30:32.000 --> 1:30:36.000]  With inadequate thyroid hormones, you may experience slow metabolism,
[1:30:36.000 --> 1:30:39.000]  lethargy, weight gain and overall brain fog.
[1:30:39.000 --> 1:30:45.000]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[1:30:45.000 --> 1:30:49.000]  Take control of your chemistry today with this super combo.
[1:30:49.000 --> 1:31:18.000]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfowarsLife.com.
[1:31:20.000 --> 1:31:23.000]  Whether it's your home or office, you owe it to yourself, your coworkers,
[1:31:23.000 --> 1:31:27.000]  your family, your children, to the best job you can to purify your air.
[1:31:27.000 --> 1:31:31.000]  The elite are masters at poisoning our environment while themselves doing things
[1:31:31.000 --> 1:31:35.000]  that mitigate or avoid most toxic effects for themselves.
[1:31:35.000 --> 1:31:37.000]  The general public doesn't.
[1:31:37.000 --> 1:31:41.000]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[1:31:41.000 --> 1:31:45.000]  One of these systems can keep 800 square feet incredibly clean.
[1:31:45.000 --> 1:31:49.000]  This is a system I'm personally putting in throughout my house replacing older,
[1:31:49.000 --> 1:31:52.000]  more expensive filters that didn't do as good a job.
[1:31:52.000 --> 1:31:58.000]  Find out why this system is so revolutionary today at InfowarsStore.com.
[1:31:58.000 --> 1:32:03.000]  As most of you already know, I am a voracious consumer of news and information.
[1:32:03.000 --> 1:32:06.000]  And in the last four or five years doing more and more research,
[1:32:06.000 --> 1:32:11.000]  I came across the fact that the elite establishment is fully aware of the fact
[1:32:11.000 --> 1:32:16.000]  that our ancient ancestors, in many cases, had much better nutrition than we do today.
[1:32:16.000 --> 1:32:20.000]  And our ancient ancestors sought out the bones of the animals
[1:32:20.000 --> 1:32:22.000]  that they were hunting, killing, and then processing.
[1:32:22.000 --> 1:32:25.000]  And so I set out to develop Caveman,
[1:32:25.000 --> 1:32:28.000]  but to not just have concentrated bone broth from chicken,
[1:32:28.000 --> 1:32:33.000]  but seven other superfood ingredients known for cleansing
[1:32:33.000 --> 1:32:36.000]  and supercharging the body at the same time.
[1:32:36.000 --> 1:32:39.000]  Infowars isn't just fighting the globalist.
[1:32:39.000 --> 1:32:44.000]  We're expanding results and we're expanding in the face of the complete media assault
[1:32:44.000 --> 1:32:47.000]  and winning because of your support.
[1:32:47.000 --> 1:32:50.000]  Caveman is back in stock. People absolutely love it.
[1:32:50.000 --> 1:32:54.000]  So please secure your Caveman today at InfowarsLife.com
[1:32:54.000 --> 1:33:23.000]  until free, AAA-2533139.
[1:33:24.000 --> 1:33:47.000]  Ladies and gentlemen, I am Alex Jones, your host.
[1:33:47.000 --> 1:33:51.000]  We are broadcasting worldwide.
[1:33:51.000 --> 1:33:54.000]  We're trying to escape from the prison planet.
[1:33:54.000 --> 1:33:55.000]  We only got one.
[1:33:55.000 --> 1:33:57.000]  We're trying to stop the planet from being turned into a giant,
[1:33:57.000 --> 1:34:01.000]  panopticonic, technotronic, technocracy control grid.
[1:34:01.000 --> 1:34:05.000]  And by the way, that's the globalist own words and own plan
[1:34:05.000 --> 1:34:11.000]  to turn this into a veritable prison planet
[1:34:11.000 --> 1:34:19.000]  with a permanent superclass run by a bunch of bloodthirsty, pedophile, sociopath, psychopath, globalist.
[1:34:19.000 --> 1:34:24.000]  It's up to us that want a future of every race, color, creed, religion, ethnicity
[1:34:24.000 --> 1:34:25.000]  that want freedom.
[1:34:25.000 --> 1:34:30.000]  And I do believe there's good people in every group to stand together for freedom.
[1:34:30.000 --> 1:34:32.000]  All right, I said I'm taking calls today.
[1:34:32.000 --> 1:34:35.000]  We're going to take a lot of them throughout the broadcast.
[1:34:35.000 --> 1:34:39.000]  But I want to play one more little piece here before we do.
[1:34:39.000 --> 1:34:47.000]  When you listen to the audio of Mr. Weinstein trying to get a woman to come into a room
[1:34:47.000 --> 1:34:54.000]  where he's going to disrobe and take a shower in front of her, it's all about degradation.
[1:34:54.000 --> 1:34:57.000]  It's all about humiliation.
[1:34:57.000 --> 1:35:02.000]  It's all about them force feeding us their culture.
[1:35:02.000 --> 1:35:07.000]  When they want to sexualize your children with Hollywood and some to Redstone's Nickelodeon,
[1:35:07.000 --> 1:35:14.000]  and when they want the Hollywood run, sex education of five-year-olds to confuse their sexuality
[1:35:14.000 --> 1:35:22.000]  and do things that even Camille Paglia calls child abuse, it is a manifestation of their
[1:35:22.000 --> 1:35:25.000]  creepy pervertedness.
[1:35:25.000 --> 1:35:30.000]  They want to control and run your life like MSNBC says in their promos.
[1:35:30.000 --> 1:35:32.000]  Your kids don't belong to you.
[1:35:32.000 --> 1:35:33.000]  They belong to the state.
[1:35:33.000 --> 1:35:37.000]  They want to say outrageous things to break your will.
[1:35:37.000 --> 1:35:42.000]  We've got all these Oscar announcements that you name it with them making jokes about Weinstein
[1:35:42.000 --> 1:35:45.000]  for a decade plus.
[1:35:45.000 --> 1:35:47.000]  That story is up on infowars.com.
[1:35:47.000 --> 1:35:51.000]  Oscar attendees once laughed at Weinstein being a sexual predator.
[1:35:51.000 --> 1:35:57.000]  But it's not a joke and you've got Clooney and Matt Damon and you've got all the Ben Affleck
[1:35:57.000 --> 1:36:05.000]  usual suspects helping cover it up, coming out and defending him and saying he didn't do this
[1:36:05.000 --> 1:36:12.000]  when they all knew while they posed as these big pro-women advocates.
[1:36:12.000 --> 1:36:18.000]  They're the scum of the earth, ladies and gentlemen.
[1:36:18.000 --> 1:36:20.000]  And Hollywood is collapsing.
[1:36:20.000 --> 1:36:22.000]  It doesn't have any power anymore.
[1:36:22.000 --> 1:36:24.000]  So yeah, there's a lot of people that played along.
[1:36:24.000 --> 1:36:27.000]  A lot of these women are just as guilty of the same type of stuff.
[1:36:27.000 --> 1:36:28.000]  Meryl Streep.
[1:36:28.000 --> 1:36:31.000]  She defends child rapist Roman Polanski.
[1:36:31.000 --> 1:36:37.000]  Just recently said he should be let out of jail over in Europe and says that he's a good guy
[1:36:37.000 --> 1:36:44.000]  and does standing ovations for a guy that kidnapped and raped a 13-year-old girl.
[1:36:44.000 --> 1:36:48.000]  But suddenly, oh, she's against Weinstein because the power's gone.
[1:36:48.000 --> 1:36:50.000]  Yeah, Hollywood's been dead a while.
[1:36:50.000 --> 1:36:54.000]  We're going to go to Randall that wants to talk about that in a moment.
[1:36:54.000 --> 1:36:57.000]  But their attempt to kill the rest of the country in the world is failing.
[1:36:57.000 --> 1:36:59.000]  That's what's important.
[1:36:59.000 --> 1:37:04.000]  We've been the prodigal son pulling away from these scam artists.
[1:37:04.000 --> 1:37:06.000]  This is a good day, my friends.
[1:37:06.000 --> 1:37:08.000]  It's all dying at a faster rate.
[1:37:08.000 --> 1:37:12.000]  The NFL, mainstream television, the entire Hollywood devil works for pedophile cult.
[1:37:12.000 --> 1:37:15.000]  Everyone addresses them as the pedophile cult.
[1:37:15.000 --> 1:37:20.000]  It's over devastation, victory against their forces.
[1:37:20.000 --> 1:37:24.000]  Now, they're striking back in other ways through the fluoride, through the vaccines,
[1:37:24.000 --> 1:37:25.000]  through their soft kill.
[1:37:25.000 --> 1:37:28.000]  They want to hurt children for their god.
[1:37:28.000 --> 1:37:30.000]  They want to hurt innocent women.
[1:37:30.000 --> 1:37:32.000]  And here it is.
[1:37:32.000 --> 1:37:33.000]  Don't do it, James.
[1:37:33.000 --> 1:37:35.000]  You don't want to miss what we had out.
[1:37:35.000 --> 1:37:36.000]  Oh, please.
[1:37:36.000 --> 1:37:38.000]  I'm not afraid of anyone in show business.
[1:37:38.000 --> 1:37:43.000]  I turned down intercourse with Harvey Weinstein on no less than three occasions at five.
[1:37:52.000 --> 1:37:54.000]  What do we have to do here?
[1:37:54.000 --> 1:37:55.000]  Nothing.
[1:37:55.000 --> 1:37:57.000]  I'm going to take a shower and sit there and have a drink.
[1:37:57.000 --> 1:37:58.000]  What?
[1:37:58.000 --> 1:37:59.000]  I'm going to drink.
[1:37:59.000 --> 1:38:00.000]  Can I stay on the bar?
[1:38:00.000 --> 1:38:01.000]  No.
[1:38:01.000 --> 1:38:02.000]  You must come here now.
[1:38:02.000 --> 1:38:03.000]  No.
[1:38:03.000 --> 1:38:04.000]  Please.
[1:38:04.000 --> 1:38:05.000]  I don't want to.
[1:38:05.000 --> 1:38:06.000]  I'm not doing anything.
[1:38:06.000 --> 1:38:07.000]  You have to come here.
[1:38:07.000 --> 1:38:08.000]  I'm sorry.
[1:38:08.000 --> 1:38:09.000]  I cannot.
[1:38:09.000 --> 1:38:11.000]  No, yesterday was a kind of aggressive way.
[1:38:11.000 --> 1:38:13.000]  I don't feel comfortable.
[1:38:13.000 --> 1:38:15.000]  I mean, don't have a fight with me on the phone.
[1:38:15.000 --> 1:38:16.000]  It's not nice.
[1:38:16.000 --> 1:38:17.000]  Please.
[1:38:17.000 --> 1:38:18.000]  I'm not going to do anything.
[1:38:18.000 --> 1:38:19.000]  I swear at my children.
[1:38:19.000 --> 1:38:20.000]  Please come in.
[1:38:20.000 --> 1:38:21.000]  I'm a famous guy.
[1:38:21.000 --> 1:38:23.000]  I'm feeling very comfortable right now.
[1:38:23.000 --> 1:38:24.000]  Please come in now.
[1:38:24.000 --> 1:38:25.000]  In one minute.
[1:38:25.000 --> 1:38:27.000]  If you want to leave when the guy comes with my jacket.
[1:38:27.000 --> 1:38:28.000]  Why yesterday?
[1:38:28.000 --> 1:38:29.000]  You touched my wrist.
[1:38:29.000 --> 1:38:30.000]  Please.
[1:38:30.000 --> 1:38:31.000]  I'm sorry.
[1:38:31.000 --> 1:38:32.000]  Just come on.
[1:38:32.000 --> 1:38:33.000]  I'm used to that.
[1:38:33.000 --> 1:38:34.000]  Are you used to that?
[1:38:34.000 --> 1:38:35.000]  Yes.
[1:38:35.000 --> 1:38:36.000]  Come in.
[1:38:36.000 --> 1:38:37.000]  No, but I'm not used to that.
[1:38:37.000 --> 1:38:38.000]  I won't do it again.
[1:38:38.000 --> 1:38:39.000]  Come on.
[1:38:39.000 --> 1:38:40.000]  See you.
[1:38:40.000 --> 1:38:49.000]  I'm going to start by thanking Harvey Weinstein for organizing this amazing day.
[1:38:49.000 --> 1:38:56.000]  Harvey.
[1:38:56.000 --> 1:38:58.000]  This is possible because of Harvey.
[1:38:58.000 --> 1:39:04.000]  He is a wonderful human being, a good friend, and just a powerhouse.
[1:39:04.000 --> 1:39:13.000]  I just want to thank God, Harvey Weinstein.
[1:39:13.000 --> 1:39:18.000]  The Punisher, Old Testament, I guess.
[1:39:18.000 --> 1:39:22.000]  And I just want to congratulate Harvey and his wife, Regina, on the birth of their new
[1:39:22.000 --> 1:39:23.000]  baby boy.
[1:39:23.000 --> 1:39:24.000]  Fairly seconded.
[1:39:24.000 --> 1:39:28.000]  Harvey gave us just what we needed, another him.
[1:39:28.000 --> 1:39:32.000]  He got you a wedge tart, a tartam didn't he?
[1:39:32.000 --> 1:39:39.000]  If he's anything like his dad, he's going to be relentless, passionate.
[1:39:39.000 --> 1:39:45.000]  You can stop kissing up to me for forgetting to thank me at the Oscars.
[1:39:45.000 --> 1:39:51.000]  Let's just do what we're here to do.
[1:39:51.000 --> 1:39:53.000]  Are we asking for it?
[1:39:53.000 --> 1:39:58.000]  You know, by presenting all the sensuality and all the sexuality?
[1:39:58.000 --> 1:40:04.000]  The 2012 nominee is for best performance by an actress in a supporting role.
[1:40:04.000 --> 1:40:12.000]  Congratulations, you five ladies no longer have to pretend to be attracted to Harvey Weinstein.
[1:40:12.000 --> 1:40:22.000]  Did you know you didn't mean at the time, I mean I guess it's not a secret?
[1:40:22.000 --> 1:40:25.000]  No, I did, later on.
[1:40:25.000 --> 1:40:29.000]  I don't think it's only Harvey Weinstein.
[1:40:29.000 --> 1:40:31.000]  I don't think we're only looking at him.
[1:40:31.000 --> 1:40:36.000]  I think we're looking at a world much deeper than that.
[1:40:36.000 --> 1:40:39.000]  And that's a threat you bring him down, we'll bring you all down.
[1:40:39.000 --> 1:40:45.000]  The whole sickening empire has already collapsed, Babylon has fallen, at least that corner of the command post has.
[1:40:45.000 --> 1:40:48.000]  The pedophilia, it's all coming out.
[1:40:48.000 --> 1:41:04.000]  Let me just tell folks right now that I have financed multiple teams, high level connections internationally, law enforcement you name it, that are on the trails of all these people.
