[00:00:01.596 --> 00:00:02.618]  It's official.
[01:19:34.246 --> 01:19:59.100]  For some of the top, quote, Hollywood people and also James Cameron, where they've got robot helicopters ready, so there's no human needed, to get them to airfields when they want, and they've got pop-up bases with heavy machine guns that a robot run, where they can sit in their bunker with robot machine guns, because they know they can't trust the contractors.
[01:20:00.000 --> 01:20:04.201]  So when they pull this, they're gonna tell the contractors, oh you guys, you'll know what's going down, contractors, call me.
[01:20:04.941 --> 01:20:10.803]  And they already figured this out when they tell you, okay, we don't need you anymore, take off a month, go back and see your family in the States.
[01:20:13.163 --> 01:20:17.965]  And these facilities are hundreds of miles away from even small towns, most of them.
[01:20:18.685 --> 01:20:20.966]  Not the ones in Hawaii, but they've got staging areas there.
[01:20:21.826 --> 01:20:26.167]  And they got underground bases, everything, military bases, and
[01:20:27.537 --> 01:20:39.722]  They're going to go underground, turn the power off, cyber attack everything, and then they got a movie where when it goes down, the white people and black people all kill each other.
[01:20:40.582 --> 01:20:42.283]  You can't make this stuff up, man.
[01:20:43.243 --> 01:20:51.947]  They've had unlimited money underground, I don't mean literally underground, but through the black ops, to fund all this stuff and to build their literal underground systems.
[01:20:54.738 --> 01:20:57.221]  Klaus Schwab and his cyber attack in his angrier world.
[01:20:57.461 --> 01:20:59.123]  Here's a clip of this James Bond villain.
[01:21:17.312 --> 01:21:33.860]  To the frightening scenario of a comprehensive cyber attack which would bring to a complete halt to the power supply, transportation, hospital services, our society as a whole.
[01:21:34.781 --> 01:21:43.465]  The COVID-19 crisis would be seen in this respect as a small disturbance in comparison
[01:21:45.635 --> 01:21:49.458]  And what do you do when the power goes off or the internet stops working?
[01:21:51.199 --> 01:21:53.701]  Well, according to them, if you're white, you kill black people.
[01:21:53.761 --> 01:21:54.941]  If you're black, you kill white people.
[01:21:55.242 --> 01:21:56.282]  That'll fix things.
[01:21:59.605 --> 01:22:01.266]  And they had this incubating and ready.
[01:22:01.406 --> 01:22:03.207]  Now they're rolling it out, ladies and gentlemen.
[01:22:04.508 --> 01:22:05.849]  No, my enemy is not black people.
[01:22:06.950 --> 01:22:09.111]  My enemy is not Hispanic people or white people or anybody else.
[01:22:09.151 --> 01:22:13.054]  My enemy is Bill Gates and Klaus Schwab and King Charles and the New World Order.
[01:22:14.991 --> 01:22:22.416]  They're getting ready for nuclear war with Russia, they're gonna need an excuse to shut everything off ahead of time, and they're strongly considering doing it.
[01:22:27.580 --> 01:22:32.604]  And once you can't communicate, it won't matter if you know this information, they think.
[01:22:36.027 --> 01:22:42.211]  Because everybody's pre-programmed with all the race division to start killing each other when the resources get cut off.
[01:22:43.732 --> 01:22:44.493]  Figured it out yet?
[01:22:45.839 --> 01:22:49.602]  And we're days, weeks, months away from this.
[01:22:49.642 --> 01:22:58.789]  They are really, right before they released COVID, they were like, Trump will be challenged by a virus, disease X, we're getting ready for it, it'll bring in the world government.
[01:22:59.269 --> 01:23:02.691]  They were telling you, that's how I went on air and said, this is imminent.
[01:23:02.912 --> 01:23:05.594]  You know those videos have hundreds of millions of views of me saying that.
[01:23:06.774 --> 01:23:11.138]  Because people go, Jones is one of them, or he's got a crystal ball.
[01:23:11.498 --> 01:23:14.120]  No, you see them preparing it now.
[01:23:17.557 --> 01:23:19.598]  You see it going down now.
[01:23:25.902 --> 01:23:31.705]  No, my problem is not my black neighbors or my white neighbors.
[01:23:31.745 --> 01:23:33.006]  My problem is the new world order.
[01:23:33.966 --> 01:23:35.167]  And I hope you record this.
[01:23:35.187 --> 01:23:37.528]  I hope you save it because you won't get it once everything goes offline.
[01:23:37.748 --> 01:23:38.849]  Hope you got some solar panels.
[01:23:38.869 --> 01:23:43.872]  I want the globalists to know.
[01:23:46.328 --> 01:23:57.881]  With their bases in Northern Canada, their bases in Tasmania, their bases in Kauai, their bases in Switzerland, their bases in Wyoming and Montana, their bases all over the place.
[01:23:59.863 --> 01:24:01.045]  They're big mega yachts.
[01:24:04.827 --> 01:24:07.029]  You know, Larry Page won't even come to the U.S.
[01:24:07.069 --> 01:24:07.350]  anymore.
[01:24:08.091 --> 01:24:11.675]  He stays on mega yachts in private islands in the South Pacific.
[01:24:12.756 --> 01:24:16.740]  I mean, I've been in big meetings of Bilderberg group members asking me, where do you think we ought to go?
[01:24:16.780 --> 01:24:17.821]  We got bases here and there.
[01:24:17.861 --> 01:24:18.362]  What do you think?
[01:24:21.265 --> 01:24:22.546]  You know, I didn't just say that, right?
[01:24:22.607 --> 01:24:23.808]  Like, I don't just say this stuff.
[01:24:27.779 --> 01:24:32.464]  I was in a two and a half hour conversation with Elon Musk Sunday, and it's now got like 20 million views, just the main video.
[01:24:32.664 --> 01:24:34.126]  Not to mention the hundreds of millions of views of the clips.
[01:24:34.146 --> 01:24:36.348]  And he's like, yeah, no, they want to kill everybody and show everything off.
[01:24:36.368 --> 01:24:36.969]  How do we stop them?
[01:24:37.349 --> 01:24:40.372]  I mean, whether you think he's good or bad, he's saying that and saying we should stop it.
[01:24:42.214 --> 01:24:46.078]  This is beyond insanity, beyond madness.
[01:24:46.118 --> 01:24:48.741]  And I believe cooler heads can prevail.
[01:24:49.867 --> 01:24:57.315]  And this is so compartmentalized, 99.9999% of people, even in the government, don't even know about this.
[01:24:57.895 --> 01:25:07.165]  And if the globalists think having a robot helicopter, and you know for 20 years all the planes are already, even the small ones, are already robot run.
[01:25:07.185 --> 01:25:08.066]  You don't need pilots.
[01:25:08.586 --> 01:25:11.009]  They just put the course in, take the plane off.
[01:25:14.622 --> 01:25:15.462]  But stuff's still going to break.
[01:25:15.482 --> 01:25:16.283]  There's still going to be problems.
[01:25:16.763 --> 01:25:18.944]  And these globalists have built these underground bases.
[01:25:19.444 --> 01:25:21.165]  They've built tombs for themselves.
[01:25:23.526 --> 01:25:32.930]  And if I know all about Mark Zuckerberg's combat robots, which I don't just know about it.
[01:25:33.111 --> 01:25:33.751]  I've been shown it.
[01:25:36.072 --> 01:25:40.354]  And don't you know the locals that built all that there in Kauai?
[01:25:43.612 --> 01:25:46.513]  You know what they're planning to do once the lights go off, Zuckerberg?
[01:25:47.054 --> 01:25:49.475]  Oh, your robot might take out the first hundred people to come.
[01:25:50.696 --> 01:25:53.317]  You just built yourself a mausoleum.
[01:25:53.417 --> 01:25:54.297]  And I'm not threatening you.
[01:25:54.337 --> 01:25:55.758]  I'm just saying, stop it!
[01:25:58.940 --> 01:26:01.381]  You're like Hitler in Berlin in 1945.
[01:26:01.981 --> 01:26:02.782]  Knock it off.
[01:26:03.182 --> 01:26:04.422]  Your plan is public.
[01:26:05.023 --> 01:26:05.943]  Don't do it.
[01:26:07.164 --> 01:26:07.604]  Stop!
[01:26:13.291 --> 01:26:14.851]  And I wouldn't even call my feelings fear.
[01:26:15.212 --> 01:26:16.412]  I am more disgusted.
[01:26:17.832 --> 01:26:20.053]  I am more disgusted because I've not spent time getting ready.
[01:26:20.393 --> 01:26:21.734]  I've been spending time trying to stop this.
[01:26:21.794 --> 01:26:24.775]  That's the best... The best defense is an offense.
[01:26:25.915 --> 01:26:27.255]  But man, I guarantee you this.
[01:26:29.276 --> 01:26:35.638]  Mark this down, put it on your refrigerator door, like... George Straits says.
[01:26:38.139 --> 01:26:38.699]  Write this down.
[01:26:40.319 --> 01:26:46.407]  We're gonna, not me, I'll be, the stuff all starts, they're gonna take me on pretty quick.
[01:26:46.427 --> 01:26:47.649]  That's okay, I already did my job.
[01:26:47.669 --> 01:26:49.191]  I already raised the alarm.
[01:26:49.612 --> 01:26:50.793]  But we're, you're gonna get it.
[01:26:55.059 --> 01:26:56.521]  And everybody's gonna know you did it.
[01:26:59.079 --> 01:27:02.380]  Everybody's going to know you megalomaniac death cult lunatics did this.
[01:27:02.700 --> 01:27:05.181]  I know a lot of you just think it's so exciting and fun you can't help it.
[01:27:05.762 --> 01:27:08.683]  But a lot of you are compartmentalized to the next level.
[01:27:09.083 --> 01:27:11.724]  I mean, you're right at the top level but not, you know, fully.
[01:27:12.364 --> 01:27:13.505]  And you know this is going on.
[01:27:13.565 --> 01:27:14.265]  It's leaked to you.
[01:27:14.305 --> 01:27:14.925]  You know it's happening.
[01:27:15.225 --> 01:27:19.007]  I mean, are you really going to try to take Hitler to the thousandth level?
[01:27:19.027 --> 01:27:21.568]  I mean, are you really going to pull this crap off?
[01:27:22.848 --> 01:27:23.588]  We're going to go on a break.
[01:27:24.549 --> 01:27:25.689]  We can back this off easily.
[01:27:25.729 --> 01:27:26.329]  I think we will.
[01:27:26.389 --> 01:27:27.270]  I see a lot of good signs.
[01:27:28.351 --> 01:27:31.433]  I don't have any globalists funding me, any big money funding me.
[01:27:31.453 --> 01:27:33.654]  I'm funded by you, plus Christmas is here.
[01:27:34.074 --> 01:27:36.396]  You need supplements that empower your immune system right now.
[01:27:36.416 --> 01:27:42.399]  We have so many great products at InfoWarsTore.com, like X2, TurboForce back in stock.
[01:27:43.099 --> 01:27:47.342]  I'm told Winter Sun, the highest quality vitamin D3 finally came back in stock, the best you're going to get.
[01:27:48.142 --> 01:27:50.864]  InfoWarsTore.com, storewide free shipping, double pay, three points.
[01:27:51.724 --> 01:27:53.625]  Please be part of the sale.
[01:27:53.685 --> 01:27:54.406]  Keep us on air.
[01:27:55.667 --> 01:27:57.888]  Get a copy of my book, The Great Awakening.
[01:27:59.949 --> 01:28:22.712]  Sign or unsigned, InfoWarsTore.com, DNA Force Plus, Vitamin Mineral Fusion, we have Colloidal Silver, 30 parts per million, a top brand we private label, a topical or internal, antiviral, antibacterial, so good, Silver Bullet, InfoWarsTore.com, Down and Out Sleep Support, these are really top flight products, their information is the best, it really is.
[01:28:24.093 --> 01:28:24.693]  We're not naive.
[01:28:24.713 --> 01:28:25.434]  We stay focused.
[01:28:26.014 --> 01:28:28.356]  They're all there at InfoWarStore.com.
[01:28:28.396 --> 01:28:29.716]  Get a book, get a film and a t-shirt.
[01:28:29.976 --> 01:28:31.217]  I'm telling you how grave it is.
[01:28:31.617 --> 01:28:34.539]  They want to tell you it's all grave, that it's your fault, so you just give up.
[01:28:34.579 --> 01:28:37.341]  No, no, we're telling you how grave it is, but no, we can beat this and stop it.
[01:28:38.041 --> 01:28:39.282]  But I need your support.
[01:28:39.682 --> 01:28:41.143]  InfoWarStore.com or 888-253-3139.
[01:28:47.495 --> 01:28:49.036]  Again, I'm your host, Alex Jones.
[01:28:49.156 --> 01:28:53.918]  Big investigative journalist from the front lines, from the collapsing borders, joins us when we come back.
[01:28:53.938 --> 01:28:54.358]  Stay with us.
[01:28:58.300 --> 01:29:07.445]  What would you do if there was a tyrannical totalitarian world government taking over, whose plan was to kill 90% of the world population, and they were already beginning to do it?
[01:29:07.925 --> 01:29:08.806]  You would rally against it?
[01:29:08.826 --> 01:29:09.366]  You would fight it?
[01:29:09.726 --> 01:29:11.107]  And that's what we're doing.
[01:29:11.567 --> 01:29:12.687]  This is the reality of 2023.
[01:29:13.888 --> 01:29:16.909]  I just want to thank listeners and viewers for your last year's support.
[01:29:17.209 --> 01:29:28.592]  I want to encourage you now more than ever to spread the word about the broadcast, to pray for the broadcast, to take clips and share it for the broadcast, and to buy products that enrich your life at InfoWarsTore.com.
[01:29:28.932 --> 01:29:35.253]  We have the signed or unsigned copy of my new book, The Great Awakening, The Plan to Defeat the Globalist and Launch the Second Renaissance.
[01:29:35.694 --> 01:29:40.855]  Twice as long as my last book, incredibly powerful, signed or unsigned, InfoWarsTore.com.
[01:29:41.315 --> 01:29:44.136]  And we have X2 finally back in stock after over a year.
[01:29:44.456 --> 01:29:45.396]  InfoWareStore.com.
[01:29:45.636 --> 01:29:50.838]  We have Turbo Force, 10-hour clean energy, back in stock, and a bunch of other great products as well.
[01:29:51.138 --> 01:29:54.879]  So please visit InfoWareStore.com and do your Christmas shopping there.
[01:29:55.159 --> 01:29:57.660]  Fund the InfoWare and get great products all at the same time.
[01:29:58.420 --> 01:30:01.903]  Never forget that the answer to 1984 is 1776.
[01:30:03.284 --> 01:30:07.528]  We've come a long way in the fight against tyranny, and it's been listeners and viewers like you that have kept us on air.
[01:30:07.708 --> 01:30:17.476]  That's why we bring you the very best products, so you love them, so you enjoy them, as you come back and get them again and again, so we can stay on the air in the fight against the globalists, because it's viewers like you that keep this operation on air.
